"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"100","2021-03-01 16:32:49-03","UNICAMP","UEC","72931","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC",NA,"Brazil",NA,NA,"Arvoreta de 3 m, flores creme.","UEC014055","1238","São Paulo","Gruta das Águas Virtuosas.","Magnoliopsida",NA,"Mart.","Baitello, JB","1995","06","14","Taquaras","-49.377806","-23.390889",NA,NA,"UEC014055",NA,"-49.377806","-23.390889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:32:49-03","UNICAMP","UEC","54042","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Silva, AF; Capellari Jr, L",NA,"Brazil",NA,NA,"Árvore de 10m, flores creme-esverdeadas, madeira fortemente aromática, lenho e casca de cor creme, súber liso com fissuras finas e pústulas.","UEC138447","1426","São Paulo","Mata do horto","Magnoliopsida",NA,"Mart.","Baitello, JB","1986","04","09","São José dos Campos","-45.9375","-23.075",NA,NA,"UEC138447",NA,"-45.9375","-23.075","1997","05","22",NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:16:46-03","UNICAMP","UEC","78244","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Passos, FC",NA,"Brazil",NA,NA,NA,"UEC014053","FP9","São Paulo","Est. Ecol. dos Caetetus.","Magnoliopsida",NA,"Mart.","Baitello, JB","1995","05","20","Gália","-49.5","-22.25",NA,NA,"UEC014053",NA,"-49.5","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:32:49-03","UNICAMP","UEC","84902","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, VC; Moraes, PLR; Vitti, FX",NA,"Brazil",NA,NA,"Árvore, ca. 10 m alt.; tépalas e anteras creme. Sem odor.; Mata mesófila semidecídua secundária.","UEC014061","5712","São Paulo","Fazenda Rocha. Ao lado da Estaçãodo IAC.","Magnoliopsida",NA,"Mart.","Baitello, JB","1994","04","15","Pindorama","-48.8925","-21.213889",NA,NA,"UEC014061",NA,"-48.8925","-21.213889","1997","05","13",NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:32:49-03","UNICAMP","UEC","84903","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, VC; Rodrigues, RR; Sakuragui, CM; Moraes, PLR",NA,"Brazil",NA,NA,"Árvore, 10 m alt.; flores creme. Beira da mata.; Mata mesófila semidecídua.","UEC014039","5690","São Paulo","Fazenda Cambuhy.","Magnoliopsida",NA,"Mart.","Moraes, PLR","1994","04","14","Matão","-48.558056","-21.620833","600","600","UEC014039",NA,"-48.558056","-21.620833","1994","04",NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:32:49-03","UNICAMP","UEC","28373","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.S.",NA,"Brazil",NA,NA,"Árvore em floresta alta mais ou menos 15m de altura e fuste de mais ou menos 10m, DAP 24cm, da copa ,mais ou menos 5m. Com flor branca e botão verde claro. Fuste cilindríco e casca áspera.; Floresta alta","UEC133002","07378","Espírito Santo","Reserva Florestal da CVRD. Estrada Mantegueira, ant; 154, km 1350, talhão 507.","Magnoliopsida",NA,"Mart.","Baitello, JB","1978","03","28","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"UEC133002",NA,NA,NA,"1989","09","06",NA,"48094","auto",NA,NA,NA
"106","2021-03-01 16:32:49-03","UNICAMP","UEC","132535","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Demuner, V; Bausen, E; Pizziolo, W",NA,"Brazil",NA,NA,"Árvore 14 m, DAP 35 cm, fuste 9 m, botões florais e flores verdes.","UEC014057","1464","Espírito Santo","Santo Antônio, terreno do Boza.&nf;Interior de mata, trilha da divisa.","Magnoliopsida",NA,"Mart.","Barbosa, TDM","2000","10","24","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"UEC014057",NA,NA,NA,"2012","08",NA,NA,"23813","auto",NA,NA,NA
"107","2021-03-01 16:32:49-03","UNICAMP","UEC","55799","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Meira Neto, JAA",NA,"Brazil",NA,NA,"Árvore com 7 metros.; Transição mata ciliar cerrado.","UEC014059","548","São Paulo","Estado Ecológico de Santa Barbára.","Magnoliopsida",NA,"Mart.","Bernacci, LC; Bernacci, LC","1990","04","25","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"UEC014059",NA,NA,NA,"1993","07",NA,NA,"18363","auto",NA,NA,NA
"108","2021-03-01 16:32:49-03","UNICAMP","UEC","52607","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cavassan, O",NA,"Brazil",NA,NA,"Caule rugoso, 12 m altura.; Capoeirão.","UEC014051","833","São Paulo","Empresa Florestal Duraflora S/A - Fazenda Monta Alegre.","Magnoliopsida",NA,"Mart.","Bernacci, LC","1990","06","02","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"UEC014051",NA,NA,NA,"1993","05",NA,NA,"52219","auto",NA,NA,NA
"109","2021-03-01 16:32:49-03","UNICAMP","UEC","192852","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Leitão Filho, HF",NA,"Brazil",NA,NA,"Árvore 7-8 m; flores amareladas; floresce Set-Out. Flores andróginas com óvario glabro.&nf;Nativa em campo.","UEC129596","931","São Paulo",NA,"Magnoliopsida",NA,"Mart.","Baitello, JB","1971","03","15","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,"UEC129596",NA,NA,NA,"1997","05","22",NA,"29178","auto",NA,NA,NA
"110","2021-03-01 16:32:49-03","UNICAMP","UEC","68612","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Leitão Filho, HF",NA,"Brazil",NA,NA,"Árvore 7-8 m; flores amareladas; floresce Set-Out. Flores andróginas com óvario glabro.&nf;Nativa em campo.","UEC014071","931","São Paulo",NA,"Magnoliopsida",NA,"Mart.","Baitello, JB","1971","03","15","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,"UEC014071",NA,NA,NA,"1997","05","22",NA,"29178","auto",NA,NA,NA
"111","2021-03-01 16:32:49-03","UNICAMP","UEC","64160","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Bernacci, LC; Metzeger, JP; Goldenberg, R",NA,"Brazil",NA,NA,"Árvore, material estéril.; Floresta ripária, margem do Rio Jacaré-Pepira.","UEC014073","35006","São Paulo","Mata do Poço do Jatobá.","Magnoliopsida",NA,"Mart.",NA,"1993","07",NA,"Bocaina","-48.5099983215332","-22.1299991607666",NA,NA,"UEC014073",NA,NA,NA,NA,NA,NA,NA,"18396","auto",NA,NA,NA
"112","2021-03-01 16:32:49-03","UNICAMP","UEC","46772","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Salis, SM; Spigolon, JR",NA,"Brazil",NA,NA,"Árvore com 17 m, sem flores e frutos.; Mata ciliar.","UEC014063","19247","São Paulo","Mata ciliar do Rio Jacaré-Pepira-Mirim-Faz. Santa Elisa.","Magnoliopsida",NA,"Mart.","Baitello, JB","1987","03","30","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"UEC014063",NA,NA,NA,"1997","05","22",NA,"26585","auto",NA,NA,NA
"113","2021-03-01 16:32:49-03","UNICAMP","UEC","46756","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Salis, SM; Lieberg, SA",NA,"Brazil",NA,NA,"Árvore com 8 m, sem flores e sem frutos.; Mata ciliar.","UEC014069","19229","São Paulo","Mata ciliar do Rio Jacaré-Pepira-Mirim-Faz. Santa Elisa.","Magnoliopsida",NA,"Mart.","Baitello, JB","1986","12","06","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"UEC014069",NA,NA,NA,"1997","05","22",NA,"26585","auto",NA,NA,NA
"114","2021-03-01 16:32:49-03","UNICAMP","UEC","68543","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Vinicius, J",NA,"Brazil",NA,NA,"Árvore.","UEC014065","s.n.","São Paulo","Coletada na Fazenda São Francisco a Cia Rhodia.","Magnoliopsida",NA,"Mart.","Baitello, JB","1956","09","26","Cosmópolis","-47.189998626709","-22.6399993896484",NA,NA,"UEC014065",NA,NA,NA,"1997","05","22",NA,"10436","auto",NA,NA,NA
"115","2021-03-01 16:32:49-03","UNICAMP","UEC","6031","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Leitão Filho, HF; Yamamoto, K; Toledo, DV; Vanucci, AL",NA,"Brazil",NA,NA,"Árvore até 15m, flores creme, nativo.","UEC133004","10103","São Paulo","Mata ciliar as margens do Rio Mogi Guaçú.","Magnoliopsida",NA,"Mart.","Baitello, JB","1979","05","17","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,"UEC133004",NA,NA,NA,"1989","04","16",NA,"26872","auto",NA,NA,NA
"116","2021-03-01 16:32:49-03","UNICAMP","UEC","71216","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Durigan, G",NA,"Brazil",NA,NA,"Árvore de pequeno porte.; Mata ciliar.","UEC014041","30683","São Paulo","Estação Experimental Marília.","Magnoliopsida",NA,"Mart.","Baitello, JB","1992","07","03","Marília","-49.939998626709","-22.2099990844727",NA,NA,"UEC014041",NA,NA,NA,"2000","02","18",NA,"38865","auto",NA,NA,NA
"117","2021-03-01 16:32:49-03","UNICAMP","UEC","87374","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Durigan, G",NA,"Brazil",NA,NA,"Árvore de pequeno porte.; Mata ciliar.","UEC086410","30683","São Paulo","Estação Experimental Marília.","Magnoliopsida",NA,"Mart.","Baitello, JB","1992","07","03","Marília","-49.939998626709","-22.2099990844727",NA,NA,"UEC086410",NA,NA,NA,"2000","02","18",NA,"38865","auto",NA,NA,NA
"118","2021-03-01 16:32:49-03","UNICAMP","UEC","71614","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani, JR; Cordeiro, I; Garcia, RF",NA,"Brazil",NA,NA,"Árvore com 12 m de altura. Folhas discolores; frutos verdes lustrosos.","UEC014043","s.n.","São Paulo","Ca. 4 km da rodovia Lins-S. José do Rio Preto - Estrada vicinal para a Prainha de Promissão Reserva Florestal Aroeira.","Magnoliopsida",NA,"Mart.","Baitello, JB","1994","07","05","Promissão","-49.8499984741211","-21.5300006866455",NA,NA,"UEC014043",NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"119","2021-03-01 16:32:49-03","UNICAMP","UEC","71622","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani, JR; Cordeiro, I; Garcia, RF",NA,"Brazil",NA,NA,"Árvore com 10m de altura. Flores velhas secas. Frutos verdes, lustrosos.; Floresta mesófila semidecídua da CESP","UEC138464","3224","São Paulo","Ca de 2km N do trevo do acesso a cidade com a Rodovia Marília - São José do Rio Preto (BR153).","Magnoliopsida",NA,"Mart.","Baitello, JB","1994","07","05","Promissão","-49.8499984741211","-21.5300006866455",NA,NA,"UEC138464",NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"120","2021-03-01 16:32:49-03","UNICAMP","UEC","84790","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Grecco, MDN; Cardamone, RB; Sartori, A; Stranghetti, V; Rezende, AA; Rosa, AM",NA,"Brazil",NA,NA,"Árvore de 2 m; flores creme esverdeadas.; Mata de planalto.","UEC014045","121","São Paulo","Faz. Água Clara.","Magnoliopsida",NA,"Mart.","Baitello, JB","1995","08","24","Sales","-49.4799995422363","-21.3400001525879",NA,NA,"UEC014045",NA,NA,NA,"1997","05","22",NA,"14081","auto",NA,NA,NA
"121","2021-03-01 16:32:49-03","UNICAMP","UEC","196848","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Silva, AF",NA,"Brazil",NA,NA,"Árvore de até 20m, botões florais esverdeados, pedúndulos verde amarelados, casca bege grossa, lede bege mais escuro, súber com estrias horizontais e pústulas, madeira oxida em cenoura.","UEC138311","1557","São Paulo",NA,"Magnoliopsida",NA,"Mart.","Baitello, JB","1987","03","06","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"UEC138311",NA,NA,NA,"1997","05",NA,NA,"39297","auto",NA,NA,NA
"122","2019-11-19 14:07:28-03","UFRPE","PEUFR","29670","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"F.B. Ramalho",NA,"Brasil",NA,NA,"Árvore ca. 12m de altura. Flores esbranquiçadas, perfume agradável.","PEUFR029670","196","Bahia","Mata da Fazenda Cerrado",NA,NA,"(Nees) Rohwer","F.M. Alves","1973","05","18","Ibotirana",NA,NA,NA,NA,NA,NA,NA,NA,"2009","10","29",NA,NA,NA,NA,NA,NA
"123","2019-11-19 14:07:28-03","UFRPE","PEUFR","48976","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.E.L. Macedo; N.B. Souza",NA,"Brasil",NA,NA,"Árvore de 10m de altura com folhas amareladas adaxialmente, alternas, aveludadas na face abaxial. Indivíduo 65. UTM 8457973.","PEUFR048976","302","Bahia","Mata da Fazenda Brejo Novo",NA,NA,"(Nees) Rohwer","P.L.R. Moraes","2003","09","19","Jequié","-40.109417","-13.944722","749","749",NA,NA,"40°06'33,9''W","13°56'41''S","2014","02","11",NA,NA,NA,NA,NA,NA
"124","2019-11-19 14:07:29-03","UFRPE","PEUFR","9224","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"F.B. Ramalho",NA,"Brasil",NA,NA,"Árvore com aproximadamente 8m de altura, com flores esverdeadas. Inodora.","PEUFR009224","136","Bahia","Mata da Fazenda Bendó",NA,NA,"(Nees) Rohwer","F.M. Alves","1972","07","22","Jaguarari","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,NA,NA,"2009","10","29",NA,"60045","auto",NA,NA,NA
"125","2019-11-19 14:07:29-03","UFRPE","PEUFR","9242","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"F.B. Ramalho",NA,"Brasil",NA,NA,"Árvore aproximadamente 8m de altura. Flores em botões, cor verde, sem perfume","PEUFR009242","196","Bahia","Mata da Fazenda Tabuleirinho",NA,NA,"(Nees) Rohwer","F.M. Alves","1973","05","11","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"2009","10","29",NA,"98143","auto",NA,NA,NA
"126","2019-11-06 09:56:02-03","UFOP","OUPR","15869","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Araújo, A.C.",NA,"Brasil",NA,NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","Moraes, P.L.R.",NA,NA,NA,"Rio Novo","-43.125301361084","-21.4575004577637",NA,NA,NA,NA,NA,NA,"2001","12","18",NA,"14119","auto",NA,NA,NA
"127","2014-10-14 15:56:44-03","BS","M","M-0121084","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","NOTATYPE","Martius, C.F.P. von",NA,"Brasil",NA,NA,NA,"M0121084",NA,NA,"Habitat in summo Brasiliae monte Itambe, Serro Frio; Provinciae M. G.","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"128","2014-10-14 15:56:44-03","BS","M","M-0121085","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","NOTATYPE","Martius, C.F.P. von",NA,"Brasil",NA,NA,NA,"M0121085",NA,NA,"Habitat in montosis sylvaticis prope Taparoca pred. Serro Frio; Provinciae Min. Ger.","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"129","2014-10-14 15:56:44-03","BS","M","M-0121086","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","NOTATYPE","Martius, C.F.P. von",NA,"Brasil",NA,NA,NA,"M0121086",NA,NA,"Brasilia Provinc. Minas Ger.","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"130","2014-10-14 15:56:44-03","BS","M","M-0147179","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","NOTATYPE","Pohl, J.B.E.",NA,"Brasil",NA,NA,NA,"M0147179",NA,NA,"Brasilia","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"131","2014-10-14 15:56:44-03","BS","M","M-0147180","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","NOTATYPE","Pohl, J.B.E.",NA,"Brasil",NA,NA,NA,"M0147180",NA,NA,"Legit in Brasilia","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"132","2020-04-27 16:10:14-03","UFES","VIES","31384","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Dias, H.M.; Silva, A.E.",NA,"Brasil",NA,NA,NA,"VIES031384","862","Espírito Santo",NA,NA,NA,"(Nees) Rohwer","D. Q. Domingos","2012","05","25","Vargem Alta","-41.0069007873535","-20.6714000701904",NA,NA,"VIES031384",NA,NA,NA,"2016","03",NA,NA,"27188","auto",NA,NA,NA
"133","2019-08-16 08:39:46-03","UTFPR","HCF","12864","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"E.L. Siqueira",NA,"Brasil",NA,NA,"árvore ca. 1,5 m, heliófita. Frutos imaturos verdes.",NA,"775","MS","arredores",NA,NA,"(Nees) Rohwer","M.L. Brotto","2013","10","02","Nova Alvorada do Sul","-53.904361","-21.748722","325","325",NA,NA,"53°54'15,7 W","21°44'55,4 S","2014","11","13",NA,NA,NA,NA,NA,NA
"134","2020-06-29 09:30:38-03","UFRRJ","RBR","46011","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"V.C. Cysneiros",NA,"Brasil",NA,NA,NA,"RBR00046011","s/n","Rio de Janeiro","Bom Jardim.",NA,NA,"(Nees) Rohwer","A. Quinet","2014","06","05","São Francisco de Itabapoana","-41.118611","-21.318611","66","66",NA,NA,"41º7'7''W","21º19'7''S","2018","05","23",NA,NA,NA,NA,NA,NA
"135","2013-04-01 09:18:56-03","IPT","BCTW","3682","S","Plantae",NA,"Ocotea","velutina","Ocotea velutina",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer",NA,NA,NA,NA,"Américo Brasiliense","-48.1","-21.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","19311","auto",NA,NA,NA
"136","2020-12-21 16:31:23-03","MBM","MBM","397170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Siqueira, E.L.; Calado, P.I.N.; Calado, P.I.N.","Southern America","Brazil",NA,NA,"Árvore ca. 1,5m. Heliófita. Frutos imaturos verdes.; Relevo plano. Vegetação savana (cerrado sensu strictu).","MBM397170","775","Mato Grosso do Sul","Arredores de Nova Alvorada do Sul",NA,NA,"(Vell.) Rohwer","Brotto, M.L.","2013","10","02","Nova Alvorada do Sul","-53.904361","-21.748722","325","325","MBM397170",NA,"-53.904361","-21.748722","2014","11","13",NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:31:23-03","MBM","MBM","214360","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Brina, A.E.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM214360","s.n.","Minas Gerais","Fazenda Cauaia",NA,NA,"(Vell.) Rohwer","Werff, H. van der",NA,NA,NA,"Matozinhos","-44.0814018249512","-19.5578002929688",NA,NA,"MBM214360",NA,NA,NA,NA,NA,NA,NA,"20503","auto",NA,NA,NA
"138","2020-12-21 16:31:23-03","MBM","MBM","336415","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Marestoni, T.M.; et al.; et al.","Southern America","Brazil",NA,NA,"Árvore; 10m; frutos imaturos verdes. Odor adocicado, característico. Interior da mata.","MBM336415","18","Paraná","RPPN Mata São Pedro",NA,NA,"(Vell.) Rohwer","Vieira, A.O.","2007","07","26","Lupionópolis","-51.6571998596191","-22.7553005218506",NA,NA,"MBM336415",NA,NA,NA,"2007","11","29",NA,"11262","auto",NA,NA,NA
"139","2020-12-21 16:31:23-03","MBM","MBM","223748","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, V.C.; et al.; et al.","Southern America","Brazil",NA,NA,"=169196","MBM223748","5690","São Paulo","Fazenda Cambuhy",NA,NA,"(Vell.) Rohwer","Moraes, P.L.R. de",NA,NA,NA,"Matão","-48.3600006103516","-21.6000003814697",NA,NA,"MBM223748",NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA
"140","2020-12-21 16:31:23-03","MBM","MBM","409542","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani, J.R.; Cordeiro, I.; Garcia, R.F.; Cordeiro, I.; Garcia, R.F.","Southern America","Brazil",NA,NA,"Árvore com 12 m de altura. Folhas discolores; frutos verdes lustrosos.","MBM409542","s.n.","São Paulo","ca. 4 Km da Rodovia Lins - São José do Rio Preto - estrada vicinal para a Prainha de Promissão, Reserva Florestal Aroeira",NA,NA,"(Vell.) Rohwer","Baitello, J.B.","1994","07","05","Promissão","-49.8499984741211","-21.5300006866455",NA,NA,"MBM409542",NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"141","2020-12-21 16:31:23-03","MBM","MBM","169196","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, V.C.; et al.; et al.","Southern America","Brazil",NA,NA,"=223748","MBM169196","5690","São Paulo","Fazenda Cambuhy",NA,NA,"(Vell.) Rohwer","Moraes, P.L.R. de",NA,NA,NA,"Matão","-48.3600006103516","-21.6000003814697",NA,NA,"MBM169196",NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA
"142","2020-12-21 16:31:23-03","MBM","MBM","223747","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Barreto, K.D.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM223747","2431","São Paulo","Represa do Lobo",NA,NA,"(Vell.) Rohwer","Baitello, J.B.",NA,NA,NA,"São Carlos","-47.8899993896484","-22.0100002288818",NA,NA,"MBM223747",NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA
"143","2015-09-30 07:44:52-03","MNHN","RECOLNAT_MNHN_P","P00756962","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756962' target='other'> <mi>dwc_moreinfo</mi></a>","P00756962",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00756962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3736",NA,NA
"144","2015-09-30 07:45:13-03","MNHN","RECOLNAT_MNHN_P","P00756963","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756963' target='other'> <mi>dwc_moreinfo</mi></a>","P00756963",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez","Mez",NA,NA,NA,NA,NA,NA,NA,NA,"P00756963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3736",NA,NA
"145","2015-09-30 07:45:24-03","MNHN","RECOLNAT_MNHN_P","P00756964","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756964' target='other'> <mi>dwc_moreinfo</mi></a>","P00756964",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez","Mez",NA,NA,NA,NA,NA,NA,NA,NA,"P00756964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3736",NA,NA
"146","2015-09-30 07:45:34-03","MNHN","RECOLNAT_MNHN_P","P00756965","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756965' target='other'> <mi>dwc_moreinfo</mi></a>","P00756965",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez","Allen",NA,NA,NA,NA,NA,NA,NA,NA,"P00756965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3738",NA,NA
"147","2015-09-30 07:45:44-03","MNHN","RECOLNAT_MNHN_P","P00756966","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756966' target='other'> <mi>dwc_moreinfo</mi></a>","P00756966",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00756966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3738",NA,NA
"148","2015-09-30 07:45:54-03","MNHN","RECOLNAT_MNHN_P","P00756967","PreservedSpecimen",NA,"Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","isosyntype","Blanchet, J.S.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756967' target='other'> <mi>dwc_moreinfo</mi></a>","P00756967",NA,NA,"Bahia. Jacobine",NA,NA,"(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00756967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3738",NA,NA
