"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"314","2020-07-23 12:09:43-03","CEPLAC","CEPEC","101777","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"M. L. Guedes",NA,"Brasil",NA,NA,NA,NA,"8259","Bahia","Chapada Diamantina. Assentamento Mocambo. Área de Reserva.",NA,NA,NA,"Pedro Moraes","2001","04","30","ANDARAÍ","-41.233333","-12.9",NA,NA,NA,NA,"41W14'","12S54'",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2008"
"315","2020-07-23 12:09:43-03","CEPLAC","CEPEC","110839","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Amorim, A. M.",NA,"Brasil",NA,NA,"Flores em álcool 70%. Foto.",NA,"5550","Minas Gerais","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água.",NA,NA,NA,"P. L. R. de Moraes","2006","02","08","SANTA MARIA DO SALTO","-40.054444","-16.406389","950","950",NA,NA,"40W3'16","16S24'23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-07-23 12:09:43-03","CEPLAC","CEPEC","25753","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R. M. Harley",NA,"Brasil",NA,NA,NA,NA,"21260","Bahia","Serra Geral de Caetité. 1.5Km ao S de Brejinho das Ametistas.",NA,NA,NA,"Pedro Moraes","1980","04","11","CAETITÉ","-42.483333","-14.15",NA,NA,NA,NA,"42W29'","14S9'",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2008"
"317","2020-07-23 12:09:43-03","CEPLAC","CEPEC","4368","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R. P. Belém",NA,"Brasil",NA,NA,NA,NA,"3651","Bahia","Saida p/ Divisopolis.",NA,NA,NA,"J. G. Rohwer","1968","05","25","ENCRUZILHADA","-40.9094009399414","-15.5313997268677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49333","auto",NA,NA,"30/12/1986"
"318","2020-07-23 12:09:43-03","CEPLAC","CEPEC","8722","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R. S. Pinheiro",NA,"Brasil",NA,NA,NA,NA,"1876","Bahia","Rod. p/ Maracás.",NA,NA,NA,"Pedro Moraes","1972","07","08","ITIRUÇÚ","-40.1502990722656","-13.5317001342773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22271","auto",NA,NA,"30/07/2008"
"319","2020-07-23 12:09:43-03","CEPLAC","CEPEC","5122","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J. A. de Jesus",NA,"Brasil",NA,NA,NA,NA,"436","Bahia","Saída p/ Maracás.",NA,NA,NA,"P. L. R. de Moraes","1969","05","19","ITIRUÇÚ","-40.1502990722656","-13.5317001342773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22271","auto",NA,NA,"30/09/2008"
"320","2020-07-23 12:09:43-03","CEPLAC","CEPEC","14405","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"S. A. Mori",NA,"Brasil",NA,NA,NA,NA,"10033","Bahia","Faz.Juramento, a 6Km ao S da antiga Rod. Maracás/Jequié.",NA,NA,NA,"P. L. R. de Moraes","1978","04","27","MARACÁS","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,"30/09/2008"
"321","2020-07-23 12:09:43-03","CEPLAC","CEPEC","62743","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J. A. de Jesus",NA,"Brasil",NA,NA,NA,NA,"380","Bahia","Rod. p/ Acaraci.",NA,NA,NA,"Pedro Moraes","1969","05","14","ITAGIBÁ","-39.8428001403809","-14.2835998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21665","auto",NA,NA,"30/07/2008"
"322","2020-09-22 13:48:40-03","USP","SPFW","2244","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ceccantini, G.C.T. Melo Jr, J.C.F.; Freire, G. Q.; Jono, V.Y.",NA,"Brasil",NA,NA,NA,NA,"2674","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","P. Moraes 2010","2006","03","28","Matozinhos","-44.015167","-19.477194","702","702",NA,NA,"44º00'54,6''W","19º28'37,9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-09-22 13:48:40-03","USP","SPFW","2786","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Freire, G.Q. Mafra, T.M.; Cardim, R.H.H.",NA,"Brasil",NA,NA,NA,NA,"327","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","F.M. Alves","2007","06","22","Matozinhos","-44.011611","-19.476972","680","680",NA,NA,"44º00'41,8''W","19º28'37,1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-09-22 13:48:40-03","USP","SPFW","2340","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ceccantini, G.C.T. Freire, G.Q.; Garcia, R.; Jono, V.Y.; Melo Jr, J.C.F.",NA,"Brasil",NA,NA,NA,NA,"2816","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","F.M. Alves","2006","04","28","Matozinhos","-44.015167","-19.477194","702","702",NA,NA,"44º00'54,6''W","19º28'37,9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-09-22 13:48:40-03","USP","SPFW","2351","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ceccantini, G.C.T. Freire, G.Q.; Garcia, R.; Jono, V.Y.; Melo Jr, J.C.F.",NA,"Brasil",NA,NA,NA,NA,"2830","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","F.M. Alves / P. Moraes","2006","04","28","Matozinhos","-44.015167","-19.477194","725","725",NA,NA,"44º00'54,6''W","19º28'37,9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-04-08 17:12:50-03","UESB","HUESB","7503","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Oliveira, M.N.; Silva, G.S.; Silva, G.S.",NA,"Brasil",NA,NA,"Árvore.#?#Folhas opostas, simples, margem inteira, crassas, gemas axilares.&nf;; Floresta Estacional Decidual.","HUESB000007503","521","Bahia","Fazenda Corralinho","Dicotyledoneae",NA,"(Nees) Rohwer","Moraes, P.","2012","02","04","Maracás","-40.751556","-13.8875",NA,NA,NA,NA,"-40.751556","-13.8875","2013",NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-04-08 17:12:50-03","UESB","HUESB","109","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Senra, L.C.; M.M.Silva Castro; D.S.Carneiro Torres; Macedo, G.E.L.; M.M.Silva Castro; D.S.Carneiro Torres; Macedo, G.E.L.",NA,"Brasil",NA,NA,"Material para Fitoquímica. Substrato argiloso. Presença de galhas de insetos.; Árvore. Flores com cálice esverdeado. Pastagem degradada.",NA,"15","Bahia","Fazenda do BDA.","Dicotyledoneae",NA,"(Nees) Rohwer","J. C. Penagos","2002","05","19","Itiruçu","-41.188889","-13.526111","2547","2547",NA,NA,"-41.188889","-13.526111","2009","07",NA,NA,NA,NA,NA,NA,NA
"328","2016-08-23 10:59:38-03","NHMLondon","NHM-LONDON-BOT","BM000993986","S","Plantae","Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","Syntype","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,"Brasil",NA,"NHMUK:ecatalogue:569678","<a href=http://www.nhm.ac.uk/services/media-store/asset/581536369dcbee0cf2d5cca65343d57d54e34a5f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3738",NA,NA,NA,NA,"(Meisn.) Mez",NA,"1843",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2016-08-23 10:59:38-03","NHMLondon","NHM-LONDON-BOT","BM000993987","S","Plantae","Lauraceae","Ocotea","blanchetii","Ocotea blanchetii","Syntype","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,"Brasil",NA,"NHMUK:ecatalogue:569679","<a href=http://www.nhm.ac.uk/services/media-store/asset/0abe8cddf607f85c9dd9e3219a9a0abf1444ed9b/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3736",NA,NA,NA,NA,"(Meisn.) Mez",NA,"1843",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-12 15:02:12-03","UFSCar","SPSC","7632","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.J. Soares",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Serra d'água.",NA,NA,"(Nees) Rohwer",NA,"2004","11","25","Rio Claro",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-02-12 15:02:12-03","UFSCar","SPSC","7631","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.J. Soares",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Serra d'água.",NA,NA,"(Nees) Rohwer",NA,"2004","11","25","Rio Claro",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-11-12 17:00:47-03","UEL","FUEL","22809","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, VC; Rodrigues, RR; Sakuragui, CM; Moraes, PLR",NA,"Brasil",NA,NA,NA,"FUEL003450","5690","São Paulo","Fazenda Cambuhy","Tracheophyta","Laurales","(Ness) Rohwer","Baitello, JB","1994","04","14","Matão","-48.558056","-21.620833","600","600",NA,NA,"-48.558056","-21.620833","1999",NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-11-12 17:00:47-03","UEL","FUEL","42346","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Marestoni, TM; Cervigne, NS; Francisco, EM",NA,"Brasil",NA,NA,NA,"FUEL003447","18","Paraná","R.P.P.N. Mata São Pedro, interior da mata","Tracheophyta","Laurales","(Ness) Rohwer","Vieira, AOS; Marestoni, TM","2007","11","29","Lupionópolis","-51.6571998596191","-22.7553005218506",NA,NA,NA,NA,NA,NA,"2007","11","29",NA,"11262","auto",NA,NA,NA
"334","2019-11-01 15:02:01-03","UnB","UB","150283","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Nogueira, JCB","Southern America","Brasil",NA,NA,"Solo, desde qualidade inferior até terra roxa. Presente também no norte do Paraná; Árvore de grande porte; Mata",NA,"s.n.","São Paulo","Estação Experimental","Dicotyledoneae",NA,"(Nees) Rohwer","Baitello, JB","1979","09","05","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,"29186","auto",NA,NA,NA
"335","2019-11-01 15:02:01-03","UnB","UB","114556","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Henriques, OK","Southern America","Brasil",NA,NA,NA,NA,"775","São Paulo",NA,"Dicotyledoneae",NA,"(Nees) Rohwer","Baitello, JB","2001","05","09","Ribeirão Preto","-47.810001373291","-21.1700000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24390","auto",NA,NA,NA
"336","2019-10-03 10:03:49-03","UFSCar","SORO","6134","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Colletta, G.D.; Alves, F.M.",NA,"Brasil",NA,NA,"Árvore, 3m, face abaxial com tricomas visíveis a olho nú e hirsutos.",NA,"617","São Paulo","Sítio Lagoa Azul, Mata em volta da represa. Floresta Estacional Semidecidual.",NA,NA,"(Nees) Rohwer","G.D. Colletta; F.M. Alves","2012","05","14","Piratininga","-49.1300010681152","-22.4099998474121",NA,NA,NA,NA,NA,NA,"2012","05","14",NA,"19389","auto",NA,NA,NA
"337","2019-10-03 10:03:49-03","UFSCar","SORO","6132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,NA,NA,"Brasil",NA,NA,"Árvore, 6m, face abaxial das folhas com tricomas ferrugíneos.",NA,"580","São Paulo","Sítio Lagoa Azul, Mata em volta da represa. Floresta Estacional Semidecidual.",NA,NA,"Mez.","G.D. Colletta; F.M. Alves","2011","11","07","Piratininga","-49.1300010681152","-22.4099998474121",NA,NA,NA,NA,NA,NA,"2011","11","07",NA,"19389","auto",NA,NA,NA
"338","2019-10-03 10:03:49-03","UFSCar","SORO","6374","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,NA,NA,"Brasil",NA,NA,"Árvore de 4,0 m",NA,"149","São Paulo","UFSCar, fragmento de Floresta Estacional Semidecidual",NA,NA,"(Nees) Rohwer","P.H. Gaem",NA,NA,NA,"Sorocaba","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,"2018","05","21",NA,"17154","auto",NA,NA,NA
"339","2019-05-06 11:58:24-03","UFU","HUFU","496","S","Plantae","Lauraceae","Oreodaphne","velutina","Oreodaphne velutina",NA,"Silva, I.D.; Franciscon, C.H.",NA,"Brasil",NA,NA,"Cerrado.","HUFU00012533","s.n.","Minas Gerais","Margem da Rodovia da Ponte do Pau Furado, Km 6.",NA,NA,"Nees","Francisco, C.H.","1985","04","20","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00012533",NA,NA,NA,"1985","04","26",NA,"58223","auto",NA,NA,NA
"340","2021-03-04 15:44:21-03","IF","SPSF","10587","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"A.Celso","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"BA","Estação Experimental Lemos Maia","Magnoliophyta","Laurales",NA,NA,"1986","06","24","Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","36070","auto",NA,NA,NA
"341","2021-03-04 15:44:21-03","IF","SPSF","08139","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"B.Costa","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"MS","fazenda Santa Clara","Magnoliophyta","Laurales",NA,NA,"1959","06","27","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","71352","auto",NA,NA,NA
"342","2021-03-04 15:44:21-03","IF","SPSF","40428","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"T.M.Marestoni & N.S.Cervigne & E.M.Francisco","América do Sul","Brasil",NA,NA,"COLETA: Árvore 10m, frutos imaturos verdes.&nf;Odor adocicado, característico.&nf;Interior da mata.; GEOGRAFIA: Área de R.P.P.N.;",NA,"18","PR","Mata São Pedro","Magnoliophyta","Laurales","(Nees) Rohwer","A.O.S.Vieira","2007","07","26","Lupionópolis","-51.6571998596191","-22.7553005218506",NA,NA,NA,NA,NA,NA,"2007","11","29","Magnoliopsida","11262","auto",NA,NA,NA
"343","2021-03-04 15:44:21-03","IF","SPSF","00365","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","Isótipo","D.Bento Pickel","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;A espécie é um ISOTIPO de Ocotea brasiliensis Coe-Teixeira.;",NA,NA,"PR","fazenda Monte Alto","Magnoliophyta","Laurales",NA,"J.B.Baitello","1944","05","24","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,"2011","11","24","Magnoliopsida","30511","auto",NA,NA,NA
"344","2021-03-04 15:44:21-03","IF","SPSF","21168","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"K.D.Barreto","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata mesofila&nf;;",NA,"2205","SP","fazenda Santa Rita","Magnoliophyta","Laurales",NA,NA,"1994","03","23","Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","25656","auto",NA,NA,NA
"345","2021-03-04 15:44:22-03","IF","SPSF","50840","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"H.F.L.Filho","América do Sul","Brasil",NA,NA,"COLETA: Árvore 8 m, flores amareladas; GEOGRAFIA: Nativa em campo;",NA,"931","SP",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","1969","09","10","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,NA,NA,NA,NA,"2016","08","24","Magnoliopsida","29178","auto",NA,NA,NA
"346","2021-03-04 15:44:21-03","IF","SPSF","18730","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.F.Arbocz","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: arboreto&nf;;",NA,"278","SP","E.E.Instituto Florestal","Magnoliophyta","Laurales",NA,NA,"1994","04","08","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","29186","auto",NA,NA,NA
"347","2021-03-04 15:44:21-03","IF","SPSF","09450","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.C.B.Nogueira","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP","E.E.Instituto Florestal","Magnoliophyta","Laurales",NA,NA,"1985","08","22","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","29186","auto",NA,NA,NA
"348","2021-03-04 15:44:21-03","IF","SPSF","08955","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"W.Hoehne","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP","Mata da S.A.F.B.","Magnoliophyta","Laurales",NA,NA,"1950","05","16","Limeira","-47.4000015258789","-22.5599994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","20999","auto",NA,NA,NA
"349","2021-03-04 15:44:21-03","IF","SPSF","38369","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R.Tsuji","América do Sul","Brasil",NA,NA,"COLETA: Árvore, galhos tortuosos, com interesse econômico florestal, 8m altura, flores cor creme.; GEOGRAFIA: Acesso pela Raposo Tavares, ca.500m e ao lado esquerdo.;",NA,"1664","SP","proximidades da entrada do município","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","2007","02","26","Pardinho","-48.3699989318848","-23.0799999237061",NA,NA,NA,NA,NA,NA,"2007","05","10","Magnoliopsida","14628","auto",NA,NA,NA
"350","2021-03-04 15:44:21-03","IF","SPSF","05787","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.C.B.Nogueira","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP","Estação Experimental","Magnoliophyta","Laurales",NA,NA,"1979","06","03","Pederneiras","-48.7700004577637","-22.3500003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","31029","auto",NA,NA,NA
"351","2021-03-04 15:44:21-03","IF","SPSF","19948","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"V.C.Souza","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"5712","SP","mata mesofila semidecidua secundaria","Magnoliophyta","Laurales",NA,NA,"1994","04","15","Pindorama","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","14884","auto",NA,NA,NA
"352","2021-03-04 15:44:21-03","IF","SPSF","26140","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R.Montanholi","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"168","SP","cerrado","Magnoliophyta","Laurales",NA,NA,"1996","04","30","São Manuel","-48.5699996948242","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","24793","auto",NA,NA,NA
"353","2021-03-04 15:44:21-03","IF","SPSF","03994","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"O.Vecchi","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","53584","auto",NA,NA,NA
"354","2021-03-04 15:44:21-03","IF","SPSF","02663","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"D.Bento Pickel","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP","na mata","Magnoliophyta","Laurales",NA,NA,"1946","08","22","Helvetia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"355","2021-03-04 15:44:21-03","IF","SPSF","09074","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R.M.Harley","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"21260","BA",NA,"Magnoliophyta","Laurales",NA,NA,"1980","04","11","Serra Geral de Caitite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"356","2021-03-04 15:44:21-03","IF","SPSF","15986","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"L.A.Mattos Silva & T.S.Santos & M.E.Soares","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"2186","BA","Rodovia de Ubaitaba a Itacaré","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","1987","04","28","Itacaré","-39.033333","-14.3","60","60",NA,NA,NA,NA,"2008","06","10","Magnoliopsida",NA,NA,NA,NA,NA
"357","2021-03-04 15:44:21-03","IF","SPSF","38072","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","América do Sul","Brasil",NA,NA,"COLETA: Árvore 15m., flores fecundadas (início de frutos).; GEOGRAFIA: Trilha 5.;",NA,"1811","SP","Estação Ecológica de Paranapanema","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","2007","05","15","Paranapanema","-48.746667","-23.514444",NA,NA,NA,NA,NA,NA,"2007","05","24","Magnoliopsida",NA,NA,NA,NA,NA
"358","2021-03-04 15:44:21-03","IF","SPSF","38077","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","América do Sul","Brasil",NA,NA,"COLETA: Árvore 16m., flores fecundadas (início de frutos).; GEOGRAFIA: Trilha 5.;",NA,"1816","SP","Estação Ecológica de Paranapanema","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","2007","05","15","Paranapanema","-48.733333","-23.5",NA,NA,NA,NA,NA,NA,"2007","05","24","Magnoliopsida",NA,NA,NA,NA,NA
"359","2021-03-04 15:44:21-03","IF","SPSF","43039","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"N.Guerin & G.Durigan & E.Furlan","América do Sul","Brasil",NA,NA,"COLETA: Floresta Estacional com influência ripária.&nf;Árvore 7m; frutos verdes.;",NA,"244","SP","Estação Ecológica Águas de Sta.Bárbara","Magnoliophyta","Laurales","(Nees) Rohwer","G.Durigan","2008","09","24","Águas de Santa Bárbara","-49.231667","-22.836389",NA,NA,NA,NA,NA,NA,"2008","09","24","Magnoliopsida",NA,NA,NA,NA,NA
"360","2021-03-04 15:44:21-03","IF","SPSF","15975","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"A.M.Carvalho & W.W.Thomas","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto 3m; flores creme;",NA,"3037","BA","rodovia para Mucugê","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","1990","04","14","Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,NA,"2005","07","10","Magnoliopsida","58558","auto",NA,NA,NA
"361","2021-03-04 15:44:21-03","IF","SPSF","15966","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"T.S.Santos","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 15m; GEOGRAFIA: Saída do Município.;",NA,"436","BA","estrada de Itiruçú a Maracás","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","1969","05","19","Itiruçú","-40.1502990722656","-13.5317001342773",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","22271","auto",NA,NA,NA
"362","2021-03-04 15:44:21-03","IF","SPSF","10817","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"A.Celso","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"BA","Estação Experimental Lemos Maia","Magnoliophyta","Laurales","(Nees) Rohwer","J.B.Baitello","1986","08","15","Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"2016","08","29","Magnoliopsida","36070","auto",NA,NA,NA
"363","2021-03-04 15:44:21-03","IF","SPSF","46204","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"W.Pizziolo","América do Sul","Brasil",NA,NA,"COLETA: Árvore com 13m, DAP 25cm, com flores alvas, heliófila.; GEOGRAFIA: Morro da Estação Repetidora de TV.;",NA,"201","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","H.V.D. Werff","1985","11","14","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,"1992","05","14","Magnoliopsida","23813","auto",NA,NA,NA
