"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","scientificNameAuthorship","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"131","2020-11-04 12:18:37-03","ESALQ","ESA","108790","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Rodrigues, M.E.F.","542.0","2008","11","06",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA108790","ESA108790","Rodrigues, M.E.F.",NA,"-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-12 01:36:08-03","UFPI","TEPB","22156","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Andrade-Lima","11","1980","07","16",NA,"Brasil","Pernambuco","Faz. São José",NA,NA,"Erva",NA,NA,"Sonja de Castro Boechat","(Lam.) Britton, Stern & Poggenb.","-38.5685997009277","-8.60111045837402","Floresta",NA,NA,"1996","07",NA,NA,"87756","auto",NA,"24",NA,NA,NA,NA,NA
"133","2020-11-19 10:24:48-03","CPAP","CPAP","13036","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, V. J.","2362","1994","08","04",NA,"Brasil","MS","Fazenda Leque (Murundu); Sub-região do Abobral; Pantanal - baía do Fundão","90",NA,"Erva rosulada cespitosa. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Centro úmido de lagoa que secou. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-57.016667","-19.233333","Corumbá","90",NA,NA,NA,"57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-19 10:24:48-03","CPAP","CPAP","1439","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","2071","1985","08","22",NA,"Brasil","MS","Fazenda São Vicente; Sub-região da Nhecolândia; Pantanal - Vazante do Capivari","90",NA,"Erva prostrada estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Vazante.. SUBSTRATO: areia. RELEVO: plano.",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-56.583333","-18.883333","Corumbá","90",NA,NA,NA,"56°35' W","18°53' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-19 10:24:48-03","CPAP","CPAP","17307","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","8074","1998","08","01",NA,"Brasil","AP","Ramudo, próximo ao Igarapé do Porto Franco na margem direita do rio Flechal","10",NA,"Erva estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Campo inundável (2m) de Ipomoea carnea fistulosa. SUBSTRATO: solo siltoso-argiloso. RELEVO: planície.",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-51","2","Amapá","10",NA,NA,NA,"51°00' W","2°00' N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-19 10:24:48-03","CPAP","CPAP","18055","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, V. J.","3692","1998","08","02",NA,"Brasil","MS","Fazenda Rio Negro, corixo da Ariranha; Sub-região de Aquidauana; Pantanal",NA,NA,"Erva rasteira. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Praia de rio na vazante. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","(Lam.) Britton, Sterns & Poggenb.","-56.325556","-19.604444","Aquidauana",NA,NA,"1998","09","56°19'32'' W","19°36'16'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-19 10:24:48-03","CPAP","CPAP","6911","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","5067","1989","10","06",NA,"Brasil","MT","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - retiro Santa Isabel","90",NA,"Erva estolonífera prostrada. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente no local. AMBIENTE: Lagoa temporária; quase seca. SUBSTRATO: solo argiloso (rachado). RELEVO: plano deprimido.",NA,NA,"S. de C. Boechat","(Lam.) Britton, Sterns & Poggenb.",NA,"-17.55","Poconé","90",NA,"1996","02","56°77' W","17°33' S",NA,NA,NA,"12",NA,NA,NA,NA,NA
"138","2020-11-19 10:24:48-03","CPAP","CPAP","22054","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, V. J.","5008","2001","11","19",NA,"Brasil","MS","Reserva Acurizal, Rio Paráguai, em frente a sede.",NA,NA,"Erva rasteira, 7-10 cm de altura. Muito frequente. Ilha formada com depósito de areia, no período de água baixa. Solo: areno-argiloso.. Relevo: plano.",NA,NA,"V. J. Pott","(Lam.) Britton, Sterns & Poggenb.","-57.553417","-17.830694","Corumbá",NA,NA,"2001","11","57°33'12,3''W","17°49'50,5''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-11-19 10:24:48-03","CPAP","CPAP","4016","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, V. J.","371","1987","10","18",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - corixo Mutum, sede da fazenda","90",NA,"Erva prostrada estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Muito frequente. AMBIENTE: Beira de corixo (rio estacional). SUBSTRATO: solo argiloso (Calciaquoll). RELEVO: plano.",NA,NA,"A. Pott; V. J. Pott","(Lam.) Britton, Sterns & Poggenb.","-57.166667","-19.633333","Corumbá","90",NA,"1987","10","57°10' W","19°38' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-19 10:24:48-03","CPAP","CPAP","4188","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","3701","1987","10","30",NA,"Brasil","MS","Fazenda Leque (Embrapa), Sub-região do Abobral, Pantanal - invernada de búfalo","90",NA,"Erva prostrada radicante. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Campo inundável. SUBSTRATO: solo arenoso. RELEVO: plano com mesorelevo.",NA,NA,"A. Pott; V. J. Pott","(Lam.) Britton, Sterns & Poggenb.","-57.016667","-19.233333","Corumbá","90",NA,"1987","10","57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-19 10:24:48-03","CPAP","CPAP","7889","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, V. J.","1447","1990","07","05",NA,"Brasil","MS","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - próximo a lagoa","90",NA,"Erva. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Campo alagável, borda de lagoa. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","(Lam.) Britton, Sterns & Poggenb.","-56.716667","-18.916667","Corumbá","90",NA,"1990","08","56°43' W","18°55' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-19 10:24:48-03","CPAP","CPAP","8630","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","5825","1991","02","05",NA,"Brasil","MS","Fazenda Fazendinha (brejo), largo da Água Branca, área do rio Negro, Pantanal","90",NA,"Erva estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Beira de corixo (curso fluvial estacional), muito alagável. SUBSTRATO: solo siltoso, superfície orgânica. RELEVO: plano deprimido.",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-56.383333","-19.483333","Aquidauana","90",NA,NA,NA,"56°23' W","19°29' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-19 10:24:48-03","CPAP","CPAP","9719","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Pott, A.","6259","1992","08","02",NA,"Brasil","MT","Lagoa Chacororé, Sub-região de Barão do Melgaço, Pantanal","100",NA,"Erva prostrada estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Borda alagável drenada de lagoa. SUBSTRATO: solo areno-siltoso. RELEVO: plano deprimido.",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-55.966667","-16.183333","Santo Antônio do Leverger","100",NA,NA,NA,"55°58' W","16°11' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-19 10:24:48-03","CPAP","CPAP","11097","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Schessl, M.","131291-851","1991","12","13",NA,"Brasil","MT","Fazenda Nova Berlim, Transpantaneira, Pantanal",NA,NA,NA,NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-56.6227989196777","-16.2567005157471","Poconé",NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"145","2020-11-19 10:24:48-03","CPAP","CPAP","2290","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Mauro, R. A.","17","1985","07","16",NA,"Brasil","MT","Km 115- Transpantaneira. Poconé, Pantanal",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-56.6227989196777","-16.2567005157471","Poconé",NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"146","2020-11-19 10:24:48-03","CPAP","CPAP","20873","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Garcia, H. C.","55","2005","12","02",NA,"Brasil","MS","Baía do Tuiuiú; rio Paraguai; Pantanal",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"Garcia, H. C.","(Lam.) Britton, Sterns & Poggenb.","-57.6533012390137","-19.0091991424561","Corumbá",NA,NA,"2006","09","57 35'26''W","18 48'12''S","295160","auto",NA,NA,NA,NA,NA,NA,NA
"147","2020-11-19 10:24:48-03","CPAP","CPAP","11069","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Schessl, M.","160991-4-1","1991","09","16",NA,"Brasil","MT","Baía do Chacocore",NA,NA,NA,NA,NA,"A. Pott","(Lam.) Britton, Sterns & Poggenb.","-55.9674987792969","-16.1944007873535","Barão de Melgaço",NA,NA,"1992","04",NA,NA,"145819","auto",NA,"13",NA,NA,NA,NA,NA
"148","2014-09-25 12:32:50-03","FEMACT","MIRR","3229","S","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Edwards, P.J.","2517",NA,NA,NA,NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação.",NA,NA,NA,NA,NA,"Marciel, J.R.","(Lam.) Britton","-61.333333","3.366667","Alto Alegre",NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2014-09-25 12:32:50-03","FEMACT","MIRR","3344","S","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Edwards, P.J.","2645","1987","01","01",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação.",NA,NA,NA,NA,NA,"Marciel, J.R.","(Lam.) Britton","-61.333333","3.366667","Alto Alegre",NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-02-15 11:47:47-02","IPA","IPA","12289","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Duarte, A.P.","3279","1950","09","13","Southern America","Brasil","Minas Gerais","Estação Experimental.",NA,NA,"JB Rio de Janeiro, 71781. Planta de lugares baixos, solo úmido, formando tapete no solo.","IPA0012289",NA,"Sarmento, A.","(Lam.) Britton, Sterns & Poggenb.","-44.2467002868652","-19.465799331665","Sete Lagoas",NA,NA,"1961","05",NA,NA,"22227","auto",NA,"23",NA,NA,NA,NA,NA
"151","2019-02-15 11:47:47-02","IPA","IPA","25266","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Andrade-Lima; Brito, Z.; Correia-Lima; Brito, Z.; Correia-Lima","11","1980","07","16","Southern America","Brasil","Pernambuco","fazenda São José. A 12 km de Itacuruba próximo, divisa Florestal-Itacuruba. No baixo alagavel. Solo de aluvião argiloso. Frequente.",NA,NA,"Erva.","IPA0025266",NA,"Boechat, S.C.","(Lam.) Britton, Sterns & Poggenb.","-38.5685997009277","-8.60111045837402","Floresta",NA,NA,"1995","06",NA,NA,"87756","auto",NA,"29",NA,NA,NA,NA,NA
"152","2019-02-15 11:47:47-02","IPA","IPA","8502","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Coelho, M.","30","1957","06",NA,"Southern America","Brasil","Alagoas","Margem do São Francisco, defronte a cidade da barra.",NA,NA,NA,"IPA0008502",NA,"Monteiro, M.C.","(Lam.) Britton, Sterns & Poggenb.","-37.9991989135742","-9.38860988616943","Delmiro Gouveia",NA,NA,"1957","05",NA,NA,"26470","auto",NA,"03",NA,NA,NA,NA,NA
"153","2019-02-15 11:47:47-02","IPA","IPA","1002","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Andrade-Lima","48-115","1948","10","20","Southern America","Brasil","Amazonas","Margem do rio.",NA,NA,NA,"IPA0001002",NA,"Sarmento, A.","(Lam.) Britton, Sterns & Poggenb.","-64.7114028930664","-3.35417008399963","Tefé",NA,NA,"1959","01",NA,NA,"340205","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-02-15 11:47:47-02","IPA","IPA","27176","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Grupo Flora Pedra do Cavalo","82","1980","05",NA,"Southern America","Brasil","Bahia","Porto Castro Alves, Vale dos Rios Paraguaçu e Jacuípe.",NA,NA,"Planta rasteira. Folhas pequenas e a aciculares. Inflorescência terminais esverdeadas. Crescendo á margem direita do Paraguaçu, formando touceiras.","IPA0027176",NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-38.9557991027832","-12.6183004379272","Cachoeira",NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-02-15 11:47:47-02","IPA","IPA","15153","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Mattos, J.; Mattos, N.; Mattos, N.","9731","1962","11","28","Southern America","Brasil","Paraíba","Posto gro-Pecuário.",NA,NA,"Na margem do açude, em lugar úmido. Abundante. + ou - rasteira.","IPA0015153",NA,"Sarmento, A.","(Lam.) Britton, Sterns & Poggenb.","-36.5327987670898","-7.39083003997803","São João do Cariri",NA,NA,"1963","06",NA,NA,"33254","auto",NA,"17",NA,NA,NA,NA,NA
"156","2019-02-15 11:47:47-02","IPA","IPA","7473","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Andrade-Lima","1944","1954","11","21","Southern America","Brasil","Pernambuco","Barreiras. Margem do Rio São Francisco, Próximo a água.",NA,NA,NA,"IPA0007473",NA,"Sarmento, A.","(Lam.) Britton, Sterns & Poggenb.","-40.5008010864258","-9.39861011505127","Petrolina",NA,NA,"1963","01",NA,NA,"90462","auto",NA,"16",NA,NA,NA,NA,NA
"157","2019-02-15 11:47:47-02","IPA","IPA","32148","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Lima, V.C.; Chiappeta, A.; Lima, R.; Barreto, R.; Gallindo, F.; Chiappeta, A.; Lima, R.; Barreto, R.; Gallindo, F.","653","1983","09","13","Southern America","Brasil","Pernambuco","Próximo ao Açude Tapacurá, no caminho para o Oiteiro de Pedro.",NA,NA,"Erva rastejante formando pequenas touceiras; espiguetas verdes.","IPA0032148",NA,"Boechat, S.C.","(Lam.) Britton, Sterns & Poggenb.","-35.0182991027832","-8.00222015380859","São Lourenço da Mata",NA,NA,"1996","02",NA,NA,"21764","auto",NA,"02",NA,NA,NA,NA,NA
"158","2019-02-15 11:47:47-02","IPA","IPA","3217","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Goeldi, A.","159",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,"IPA0003217",NA,"Chase","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-02-15 11:47:47-02","IPA","IPA","14669","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Tenório, E.C.","216","1966","11","26","Southern America","Brasil","Alagoas","Colonia de Leopoldina. Engenho São Sebastião.",NA,NA,"Entre ervas daninhas.","IPA0014669",NA,"Tenório, E.C.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,"1968","02",NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA
"160","2019-02-15 11:47:47-02","IPA","IPA","16697","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Castellanos, A.","25362","1964","08","05","Southern America","Brasil","Piauí","A 9 km de Picos em direção a Araripina.",NA,NA,"Centro de Pesquisas Florestais e Conservação da Natureza nº 4131.","IPA0016697",NA,"Tenório, E.C.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,"1969","10",NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA
"161","2019-02-15 11:47:47-02","IPA","IPA","3216","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Goeldi, A.","215",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,"IPA0003216",NA,"Chase","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-02-15 11:47:47-02","IPA","IPA","46593","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Andrade-Lima; et al.; et al.","9353","1979",NA,NA,"Southern America","Brasil","Pernambuco","Viagem Recife-Petrolina.",NA,NA,NA,"IPA0046593",NA,"Maciel, J.R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,"2003","02",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA
"163","2019-02-15 11:47:47-02","IPA","IPA","85798","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Fotius, G.; Sá, I.B.; Sá, I.B.","3895","1984","10","17","Southern America","Brasil","Pernambuco","Ao Sul de Bodocó e perto da Barragem Lopez II.",NA,NA,"Erva anual, rasteira, formando tapete. Folha verde. Caule do verde ao verde avermelhado. Espiga verde.; Margem do rio Gravatá. Solo argiloso úmido de baixada.","IPA0085798",NA,"Fotius, G.","(Lam.) Britton, Sterns & Poggenb.","-39.933333","-7.775","Bodocó",NA,NA,NA,NA,"-39.933333","-7.775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-02-15 11:47:48-02","IPA","IPA","89462","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Machado-Filho, H.O.","202","2013","12","21","Southern America","Brasil","Paraíba","margem do Açude Epitácio Pessoa.","355",NA,"Erva. Inflorescência esverdeada.; Vegetação ciliar.","IPA0089462",NA,"Gallindo, F.","(Lam.) Britton, Sterns & Poggenb.","-36.135","-7.481667","Boqueirão","355",NA,"2014","10","-36.135","-7.481667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-02-15 11:47:48-02","IPA","IPA","89463","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Machado-Filho, H.O.","236","2013","12","28","Southern America","Brasil","Paraíba","margem do Açude Capoeira.","1197",NA,"Erva. Inflorescência esverdeada.; Vegetação ciliar.","IPA0089463",NA,"Gallindo, F.","(Lam.) Britton, Sterns & Poggenb.","-37.28","-7.024444","Santa Teresinha","1197",NA,"2014","10","-37.28","-7.024444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-02-15 11:47:48-02","IPA","IPA","89939","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Machado-Filho, H.O.","s.n.","2014","10","22","Southern America","Brasil","Paraíba","margem do Açude do Estado.",NA,NA,"Erva.; Vegetação ciliar.","IPA0089939",NA,"Gallindo, F.","(Lam.) Britton, Sterns & Poggenb.","-36.3628005981445","-7.05721998214722","Soledade",NA,NA,"2015","08",NA,NA,"21726","auto",NA,NA,NA,NA,NA,NA,NA
"167","2019-02-15 11:47:47-02","IPA","IPA","14019","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Ferreira, P.","66","1966","11","10","Southern America","Brasil","Pernambuco","Campo experimental da URP.",NA,NA,"Erva rasteira.","IPA0014019",NA,"Boechat, S.C.","(Lam.) Britton, Sterns & Poggenb.","-34.8810997009277","-8.05389022827148","Recife",NA,NA,"1996","02",NA,NA,"18865","auto",NA,"02",NA,NA,NA,NA,NA
"168","2019-07-26 11:40:56-03","IPA","IPA","46333","S","Plantae","Plantae",NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Brito, Z.","46333","1983","09","27","Southern America","Brasil","Rio Grande do Norte",NA,NA,NA,NA,"IPA0046333",NA,"Costa; Silva, M.B.","(Lam.) Britton, Sterns & Poggenb.","-37.1988983154297","-6.81416988372803","Ipueira",NA,NA,"2004","10",NA,NA,"17341","auto",NA,NA,NA,NA,NA,NA,NA
"169","2019-08-27 13:25:56-03","IAP","PACA-AGP","45737","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1950","02","07",NA,"Brasil","RS","Sta. Rita",NA,NA,"Habitat: in humidis ad lacum Fenofase: fruto","PACA045737",NA,"Emrich-Rambo","(Lam.) Britton, Sterns & Poggenb.","-51.3478012084961","-29.2250003814697","Farroupilha",NA,NA,NA,NA,NA,NA,"19545","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"170","2019-08-27 13:25:56-03","IAP","PACA-AGP","41156","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1949","04","20",NA,"Brasil","RS","Ilha da Pintada",NA,NA,"Habitat: in humidis repens Fenofase: fruto","PACA041156",NA,"J.R. Swallen","(Lam.) Britton, Sterns & Poggenb.","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"171","2019-08-27 13:25:56-03","IAP","PACA-AGP","49729","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1951","01","18",NA,"Brasil","RS","Lagoa dos Quadros",NA,NA,"Habitat: in humidis ad lacum arenosis Fenofase: fruto","PACA049729",NA,"Emrich-Rambo","(Lam.) Britton, Sterns & Poggenb.","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"172","2019-08-27 13:25:56-03","IAP","PACA-AGP","26128","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1945","01",NA,NA,"Brasil","RS","Faz. do Jarau",NA,NA,"Habitat: in humidis repens Fenofase: flor","PACA026128",NA,"J.R. Swallen","(Lam.) Britton, Sterns & Poggenb.","-56.4514007568359","-30.3875007629395","Quaraí",NA,NA,NA,NA,NA,NA,"74636","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"173","2019-08-27 13:25:56-03","IAP","PACA-AGP","40994","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1949","04","10",NA,"Brasil","RS","ad fl. Gravataí",NA,NA,"fr. Habitat: in humidis repens","PACA040994",NA,"J.R. Swallen","(Lam.) Britton, Sterns & Poggenb.","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"174","2019-08-27 13:25:56-03","IAP","PACA-AGP","40081","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Rambo, B.",NA,"1949","01","22",NA,"Brasil","RS","Vila Manresa",NA,NA,"Habitat: in humidis repens Fenofase: fruto","PACA040081",NA,"J.R. Swallen","(Lam.) Britton, Sterns & Poggenb.","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"175","2019-08-27 13:25:56-03","IAP","PACA-AGP","7441","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides","Theissen",NA,"1907",NA,NA,NA,"Brasil","RS",NA,NA,NA,"Habitat: in humidis repens Fenofase: fruto","PACA007441",NA,"Emrich-Rambo","(Lam.) Britton, Sterns & Poggenb.","-51.1472015380859","-29.7602996826172","São Leopoldo",NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"176","2019-08-27 13:25:56-03","IAP","PACA-AGP","112590","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Eragrostis","hypnoides","Eragrostis hypnoides",NA,NA,"1935","03","30",NA,"Brasil","RS",NA,NA,NA,"Herbarium Riograndense S. J. RS&nf;1907 Habitat: campo úmido ad flumen","PACA112590",NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-51.1472015380859","-29.7602996826172","São Leopoldo",NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA
