"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordedBy","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"523","2019-11-13 16:05:06-03","UNISANTA","HUSC","1296","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Arvoreta, 3m alt., frutos verdes imaturos.; Sub-bosque.",NA,NA,"Martins, S.E.","213","São Paulo","Estrada da Serra do Mar. Núcleo Cubatão. Trilha do Rio Pilões.","Magnoliophyta",NA,"Mart.",NA,"1996","06","07","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2019-11-13 16:05:06-03","UNISANTA","HUSC","1297","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore, 4m alt., frutos vermelhos; Sub-bosque",NA,NA,"Martins, S.E.","s.n.","São Paulo","Pq. Est. da Serra do Mar. Núcleo Cubatão. Trilha do Rio Pilões","Magnoliophyta",NA,"Mart.",NA,"1998","06","07","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2019-11-13 16:05:06-03","UNISANTA","HUSC","11839","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com ca. de 8 metros; botões e flores com cálice castanho e corola verde.; Floresta ombrofila densa.",NA,NA,"M.Magenta; F. Giordano","780","São Paulo","Serra do Guararu, condomínio Iporanga, área A, P1, árvore 009.","Magnoliophyta",NA,"Mart.","M.Magenta","2013","01","22","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2013","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2019-11-13 16:05:06-03","UNISANTA","HUSC","11841","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore 6m, ramos decumbentes, botões esverdeados; látex.; Floresta ombrofila densa.",NA,NA,"M.Magenta; A. Santos, F Santos,","763","São Paulo","Serra do Guararu, condomínio Iporanga, área B. P11, árvore 674.","Magnoliophyta",NA,"Mart.","M.Magenta","2011","11","10","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2011","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2019-11-13 16:05:06-03","UNISANTA","HUSC","11837","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com ca. 4 metros. (plaqueta 1170).; Floresta ombrofila densa.",NA,NA,"D. Costa; A. Santos, A Carminat","53","São Paulo","Serra do Guararu, condomínio Iporanga, área C.","Magnoliophyta",NA,"Mart.",NA,"2012","02","02","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2019-11-13 16:05:06-03","UNISANTA","HUSC","11836","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com ca. 5 metros de altura, no início da frutificação, com a parte inferior das folhas e galhos na cor ferruginea, com latex branco.; Floresta ombrofila densa.",NA,NA,"D. Costa; F. Giordano, R Lazarini","39","São Paulo","Serra do Guararu, condomínio Iporanga, área C, parcela 19.","Magnoliophyta",NA,"Mart.","P.S.P Sampaio; D. Costa","2012","01","10","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2019-11-13 16:05:06-03","UNISANTA","HUSC","11840","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com 5 metros de altura, com látex, inflorescência esverdeada, e extremidades do caule ferrugineas.; Floresta ombrofila densa.",NA,NA,"P.S.P Sampaio; D. Costa, R Guandali","09","São Paulo","Serra do Guararu, condomínio Iporanga, linha amarela, próximo a área A.","Magnoliophyta",NA,"Mart.","P.S.P Sampaio","2011","12","15","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2012","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2019-11-13 16:05:06-03","UNISANTA","HUSC","11842","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com 3 metros de altura, com látex, inflorescência esverdeada, e extremidades do caule ferrugineas, estando na borda da mata.; Floresta ombrofila densa.",NA,NA,"G. Martins; D. Costa, R Guandali","11","São Paulo","Serra do Guararu, condomínio Iporanga, próximo a área A.","Magnoliophyta",NA,"Mart.","P.S.P Sampaio","2011","12","15","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2012","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2019-11-13 16:05:06-03","UNISANTA","HUSC","8104","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com 6 metros de altura com botões florais.; Floresta ombrofila densa.",NA,NA,"P.S.P Sampaio","886","São Paulo","Serra do Guararu, condomínio Iporanga, trilha de educação ambiental próximo a área A.","Magnoliophyta",NA,"Mart.","P.S.P Sampaio","2014","02","14","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2014","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-11-13 16:05:06-03","UNISANTA","HUSC","10491","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com 7,32m alt.; Trecho de floresta alta de restinga",NA,NA,"Scolari, G.O.; Nakasato, N.V.","44","São Paulo","Bairro do Guaraú","Magnoliophyta",NA,"Mart.","Sampaio, P.X.P.","2007","06","17","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto","2007","06",NA,NA,"27",NA,NA,NA,NA,NA,NA
"533","2020-11-04 17:30:51-03","UEM","HUEM","25860","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore de 7 m de altura, botões e flores de cor creme-esverdeada, latescente. Doado UEC 31256.","HUEM000012776",NA,"F. Pedroni; Sanchez, M","s.n.","São Paulo","núcleo Picinguaba, margens do rio da fazenda",NA,NA,"Mart.",NA,"1992","07","04","Ubatuba","-45.0699996948242","-23.4300003051758","HUEM000012776",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","830","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 59, indivíduo 233 - Árvore com 8 m, fuste base, CAP = 67 cm.","CBPM00000830",NA,"Manão, C.Y#?#G.; Ferreira, A.C.S.; Silva Neto, S.J.; Silva, W.","57","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","12","09","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","12","43º24'13''W","22º56'23''S","09",NA,NA,NA,NA,NA,NA
"535","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","837","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 83, indivíduo 332 - Árvore com 8 m, fuste 6 m, CAP = 33,5 cm.","CBPM00000837",NA,"Manão, C.Y#?#G.; Almeida, F.F.N.; Silva Neto, S.J.; Silva,W.; Teles, P.N.","164","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2007","02","01","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2007","02","43º24'13''W","22º56'23''S","01",NA,NA,NA,NA,NA,NA
"536","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","835","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 63, indivíduo 250 - Árvore com 11 m, fuste 10 m, CAP = 83 cm. Presença de lianas.","CBPM00000835",NA,"Manão, C.Y#?#G.; Almeida, F.F.N.; Ferreira, A.C.S.; Silva Neto, S.J.; Silva, W.","74","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","12","16","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","12","43º24'13''W","22º56'23''S","16",NA,NA,NA,NA,NA,NA
"537","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","836","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 76, indivíduo 301 - Árvore com 7,5 m, fuste 4 m, CAP = 33 cm. Presença de lianas.","CBPM00000836",NA,"Manão, C.Y#?#G.; Almeida, F.F.N.; Silva Neto, S.J.; Teles, P.N.","124","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2007","01","25","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2007","01","43º24'13''W","22º56'23''S","25",NA,NA,NA,NA,NA,NA
"538","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","832","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 08, indivíduo 31 - Árvore com 6 m, fuste 3 m, CAP = 21,5 cm.","CBPM00000832",NA,"Teles, P.N.; Manão, C.Y#?#G.; Silva Neto, S.J.; Silva, W.","50","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área degradada localizada próxima à estrada para a cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","08","15","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","08","43º24'13''W","22º56'23''S","15",NA,NA,NA,NA,NA,NA
"539","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","833","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 07, indivíduo 28 - Árvore com 7 m, fuste 3 m, CAP = 28,3 cm.","CBPM00000833",NA,"Teles, P.N.; Manão, C.Y#?#G.; Silva Neto, S.J.; Silva, W.","47","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área degradada localizada próxima à estrada para a cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","08","15","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","08","43º24'13''W","22º56'23''S","15",NA,NA,NA,NA,NA,NA
"540","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","838","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 86, indivíduo 343 - Árvore com 9 m, fuste 4,5 m, CAP = 35 cm.","CBPM00000838",NA,"Manão, C.Y#?#G.; Almeida, F.F.N.; Silva Neto, S.J.; Silva,W.; Teles, P.N.","174","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2007","02","01","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2007","02","43º24'13''W","22º56'23''S","01",NA,NA,NA,NA,NA,NA
"541","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","834","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 07, indivíduo 25 - Árvore com 5 m, fuste 3,8 m, CAP = 43 cm. Latex.","CBPM00000834",NA,"Teles, P.N.; Manão, C.Y#?#G.; Silva Neto, S.J.; Silva, W.","44","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área degradada localizada próxima à estrada para a cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","08","15","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","08","43º24'13''W","22º56'23''S","15",NA,NA,NA,NA,NA,NA
"542","2020-12-16 08:42:08-03","Fiocruz","FIOCRUZ-CBPM","831","PreservedSpecimen",NA,"Sapoteaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ponto quadrante 52, indivíduo 208 - Árvore com 8 m, fuste 2,5 m, CAP = 86 cm. Presença de lianas.","CBPM00000831",NA,"Manão, C.Y#?#G.; Ferreira, A.C.S.; Silva Neto, S.J.; Silva, W.","32","Rio de Janeiro","Jacarepaguá. Colônia Juliano Moreira, Campus FIOCRUZ da Mata Atlântica, área preservada de encosta na trilha da cachoeira.",NA,NA,"Mart.","Silva Neto, S.J.","2006","12","09","Rio de Janeiro","-43.403611","-22.939722",NA,NA,NA,NA,NA,"2006","12","43º24'13''W","22º56'23''S","09",NA,NA,NA,NA,NA,NA
"543","2020-03-06 11:04:47-03","UNIRIO","HUNI","551","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Folhas alternas, dísticas, ápice cuspidado. Com estípulas. Material não fértil.","HUNI00000551",NA,"M.V.C. Salim",NA,"Rio de Janeiro","Horto do Jardim Botânico do Rio de Janeiro.",NA,NA,"Mart.",NA,"2006","05","21","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2020-11-12 16:59:08-03","UEL","FUEL","16313","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Sztutman, M; Brito, MCC; Cezare, CHG; et al.","135","São Paulo","Parque Estadual de Pariquera-Abaixo - PEPA, Floresta de Caxeta acessado pela rodovia Pariquera-Iguape, no sitio do sr. Dário, no lado sul do PEPA","Tracheophyta","Ericales","Mart.","Faria, AD","1999","01","07","Pariquera Açu","-47.783333","-24.666667",NA,NA,NA,NA,NA,"2015","02","-47.783333","-24.666667",NA,NA,NA,NA,NA,NA,NA
"545","2020-11-12 16:59:08-03","UEL","FUEL","16334","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1499","São Paulo","Picinguaba, Morro do Corisco","Tracheophyta","Ericales","Mart.","Faria, AD","1997","02","04","Ubatuba","-44.812222","-23.311111",NA,"300","300",NA,NA,"2015","02","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA
"546","2020-11-12 16:59:08-03","UEL","FUEL","16335","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1498","São Paulo","Picinguaba, Morro do Corisco","Tracheophyta","Ericales","Mart.","Faria, AD","1997","02","04","Ubatuba","-44.812222","-23.311111",NA,"300","300",NA,NA,"2015","02","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA
"547","2020-11-12 16:59:08-03","UEL","FUEL","52907","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Virillo, CB; Caramez, RB; Florido, FG; Costa, MFB; Souza, VC; Rodrigues, RR","69","São Paulo","Reserva Particular da Votorantim(CBA), UHE da Barra da Trilha Casa da Pedra.","Tracheophyta","Ericales","Mart.","Ivanauskas, NM","2013","03","28","Tapiraí","-47.940067","-24.284858",NA,NA,NA,NA,NA,"2013","03","-47.940067","-24.284858","28",NA,NA,NA,NA,NA,NA
"548","2020-11-12 16:59:08-03","UEL","FUEL","39760","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Pastore, JA; Moura, C","969","São Paulo","Parque Estadual Xixová-Japuí, Estrada de acesso à região de Paranapuã, em barranco frente ao mar","Tracheophyta","Ericales","Mart.","Pastore, JA","2001","02","16","São Vicente","-46.371944","-23.976944",NA,NA,NA,NA,NA,"2001","02","-46.371944","-23.976944","19",NA,NA,NA,NA,NA,NA
"549","2020-11-12 16:59:08-03","UEL","FUEL","53672","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo.","302","São Paulo","Fazenda Folha Larga, Trilha Kaá-pozanga","Tracheophyta","Ericales","Mart.","Faria, AD","2004","01","16","Cananeia","-47.916667","-24.883333",NA,"30","155",NA,NA,"2015","02","-47.916667","-24.883333",NA,NA,NA,NA,NA,NA,NA
"550","2020-11-12 16:59:08-03","UEL","FUEL","53673","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Rochelle, ALC","142","São Paulo","Fazenda Capricornio, Bairro Taquaral","Tracheophyta","Ericales","Mart.","Rochelle, ALC","2006","06",NA,"Ubatuba","-45.084167","-23.366667",NA,"450","450",NA,NA,"2009","03","-45.084167","-23.366667",NA,NA,NA,NA,NA,NA,NA
"551","2020-11-12 16:59:08-03","UEL","FUEL","16316","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Koch, I; Amorin, A; Belinello, R","648","Bahia","Reserva do Mico Leão","Tracheophyta","Ericales","Mart.","Faria, AD","1997","04","03","Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,"36070","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2020-11-12 16:59:08-03","UEL","FUEL","16747","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Lopes, WP; Paula, AL; Sevilha, AC","s.n.","Minas Gerais","UFV Jardim Botânico, Projeto JB II","Tracheophyta","Ericales","Mart.",NA,"1994","01","22","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2020-11-12 16:59:08-03","UEL","FUEL","53674","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Salomão, R; Santos, MR","957","Pará","Mineração Rio Norte, Porto Trombeta. Platô de Almeida estrada do Bacabá","Tracheophyta","Ericales","Mart.","Faria, AD","2007","04","22","Oriximiná","-55.8661003112793","-1.76556003093719",NA,NA,NA,"479450","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2020-11-12 16:59:08-03","UEL","FUEL","15759","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18722","São Paulo","Estrada Bertioga - Mogi das Cruzes","Tracheophyta","Ericales","Mart.","Faria, AD","1986","11","04","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2020-11-12 16:59:08-03","UEL","FUEL","16315","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Esposito, MC","s.n.","São Paulo",NA,"Tracheophyta","Ericales","Mart.","Faria, AD","1989","11","29","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2020-11-12 16:59:08-03","UEL","FUEL","16314","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Kotchetko, O; Henriques, H","s.n.","São Paulo",NA,"Tracheophyta","Ericales","Mart.","Faria, AD","1989","11","29","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2020-11-12 16:59:08-03","UEL","FUEL","16330","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Spiromelo, W; Vieira, MF; Vieira, MAS; Franco, ALM; et al.","s.n.","São Paulo","Próximo ao per","Tracheophyta","Ericales","Mart.","Faria, AD","1989","11","29","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2020-11-12 16:59:08-03","UEL","FUEL","15758","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Spiromelo, W; Vieira, MF; Vieira, MAS; Franco, ALM; Buzato, S","22319","São Paulo","próximo ao pier","Tracheophyta","Ericales","Mart.","Faria, AD","1989","11","29","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,"18989","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2020-11-12 16:59:08-03","UEL","FUEL","16338","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Figueiredo, N; Rodrigues, RR","s.n.","São Paulo","Estado Ecológica de Juréia","Tracheophyta","Ericales","Mart.","Faria, AD","1983","01","16","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2020-11-12 16:59:08-03","UEL","FUEL","33190","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Farah, FT; et al.","2315","São Paulo","Parque Estadual da Serra do Mar","Tracheophyta","Ericales","Mart.",NA,"2001","04","17","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2020-11-12 16:59:08-03","UEL","FUEL","9133","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"FUEL011055",NA,"Catharino, ELM","583","São Paulo","Estação Ecológica da Juréia","Tracheophyta","Ericales","Mart.","Alves-Araújo, A","1986","01","13","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2020-11-12 16:59:08-03","UEL","FUEL","16329","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Passos, FC","s.n.","São Paulo","Boracéia","Tracheophyta","Ericales","Mart.","Faria, AD","1989","11","22","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,"26836","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2020-11-12 16:59:08-03","UEL","FUEL","29737","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"A.A. de Oliveira","3642","São Paulo","Parque Est Serrra do Mar Cachoeira Sítio Urucurama","Tracheophyta","Ericales","Mart.","Oliveira, AA","2000","04","21","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,"41977","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2020-11-12 16:59:08-03","UEL","FUEL","16336","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Leitão Filho, HF; Yamamoto, K; Silva, AF","171","São Paulo","Estação Experimental","Tracheophyta","Ericales","Mart.","Faria, AD","1979","08","06","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2020-11-12 16:59:08-03","UEL","FUEL","16341","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Pedroni, F; Sanchez, M","s.n.","São Paulo","Núcleo Picinguaba","Tracheophyta","Ericales","Mart.","Faria, AD","1992","07","04","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2020-11-12 16:59:08-03","UEL","FUEL","16337","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Pedroni, F; Sanchez, M","s.n.","São Paulo","Núcleo Picinguaba","Tracheophyta","Ericales","Mart.","Faria, AD","1992","07","12","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2020-11-12 16:59:08-03","UEL","FUEL","37483","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Romero, R; et al.","s.n.","São Paulo","Picinguaba, Trilha do Morro do Corsario, Trilha do Morro do Corsario","Tracheophyta","Ericales","Mart.","Carneiro, CE","1990","07","28","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto","1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
