"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","typeStatus","fieldNumber","relatedCatalogItem","sex"
"168","2020-02-08 10:27:39-03","NBC","NL-BOTANY","L.1652735","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Delessert A","1837","01","01","Brazil",NA,NA,"Brasilia. Curvello (minas Geraes) & ris t Francisco. Claufsen.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1652735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1652735","NL-L1652735",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"169","2020-02-08 10:27:39-03","NBC","NL-BOTANY","L.3890434","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Pedersen TM","1989","04","03","Argentina",NA,NA,"Plantae Argentinae. Cerro de remate. Dep. Pellegrini. Prov. Santiago del Estero.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3890434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3890434","NL-L3890434",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"170","2020-02-08 10:27:39-03","NBC","NL-BOTANY","L.3913545","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Pedersen TM","1980","05","29","Argentina",NA,NA,"Plantae Argentinenses. Cuesta del Gallinato. Dep. Caldera. Prov. Salta.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3913545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3913545","NL-L3913545",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"171","2020-02-08 10:27:39-03","NBC","NL-BOTANY","L.3923545","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Pedersen TM","1984","03","11","Brazil",NA,NA,"Santa Catarina, mun. Sao Joaquim: some 10 km along road from Sao Joaquim towards Sao Sebastiao do Arvoredo. Edge & outskirts of wood, on unidentified hosts.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3923545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3923545","NL-L3923545",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"172","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366927","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lindeman JC; Deiro AMG; Gonçalves JO","1981","03","05","Brazil",NA,NA,"Brasiliensis, Rio Grande do Sul, Munic. Bagé from junction with BR 153 10 km W on road to Cândido Simões, 70 km NE of Bagé, campo da serra with woodlets.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366927","NL-U1366927",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"173","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366928","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Oldenburger FHF; Mecenas VV","1975","11","20","Brazil",NA,NA,"D.F. along road to Planaltina.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366928","NL-U1366928",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"174","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366929","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Martinelli G","1978","02","23","Brazil",NA,NA,"Estado de Rio Grande do Sul, Município de Pelotas, Estancia da Graça, Arroio Pelotas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366929","NL-U1366929",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"175","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366930","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Prance GT; Silva NT","1964","10","26","Brazil",NA,NA,"40 km south of Caiaponia. Riverine woodlands on agricultural lands.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366930","NL-U1366930",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"176","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366931","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Heringer EP; et al.","1979","11","05","Brazil",NA,NA,"Brasília, D.F.; area of Rio São Bartolomeu; campo cerrado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366931","NL-U1366931",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"177","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366932","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","02","23","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná. Fazenda Reserva, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366932","NL-U1366932",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"178","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366933","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Widgren JF","1845","01","01","Brazil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366933","NL-U1366933",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"179","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366935","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","02","24","Brazil",NA,NA,"Santa Catarina, Pilões, Palhoça.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366935","NL-U1366935",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"180","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366936","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","05","07","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, 25 km N. of Guarapuava, towards Pitanga.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366936","NL-U1366936",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"181","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366937","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas H","1966","02","14","Brazil",NA,NA,"Rio Iguaçu !alto Grande (Porto Vitoria) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366937","NL-U1366937",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"182","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366938","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Rambo B","1951","02","21","Brazil",NA,NA,"Rio Grande do Sul - Serra do Tachinal.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366938","NL-U1366938",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"183","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366939","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","28","Brazil",NA,NA,"Brasiliae Australis, Est. Rio Grande do Sul 6 km S. of Vacaria, 219 km N. of Pôrto Alegre.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366939","NL-U1366939",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"184","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366940","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas H","1966","02","13","Brazil",NA,NA,"Estr. p/União da Vitoria (Rituruna) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366940","NL-U1366940",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"185","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366941","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","10","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, N. of Rio dos Torres near Fazenda Reserva, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366941","NL-U1366941",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"186","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366944","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Ferrucci MS; Acevedo P; Siaca A; Garcia HG","1994","07","23","Bolivia",NA,NA,"Dpto. Cochabamba, Prov. Campero. Comunidad Rumicancha, Cuenca del Tipajara, Carretera de Aiquile a Mizque, 2 km al S del cruce de las vias del tren y e camino (paradas 2 y 4). Entre los cerros Matara y Kollpa.","-65.25","-18.133333","-65.25","-18.133333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366944","NL-U1366944",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"187","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366945","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lewis MA","1989","03","29","Bolivia",NA,NA,"La Paz: Inquisivi, following the mule trail between Inquisivi and the Rio Khatu Bridge ca. 1-3 km N of Inquisivi.","-67.15","-16.883333","-67.15","-16.883333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366945","NL-U1366945",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"188","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366946","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Steyermark JA","1964","05","02","Venezuela",NA,NA,"Cumbre de la parte norte de la sección sur (división occidental del cerro): a lo largo del Río Churún, vecindad del campamento sur.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366946","NL-U1366946",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"189","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366947","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Steinbach RF","1966","06","03","Bolivia",NA,NA,"Prov. Valle Grande - Santa Cruz.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366947","NL-U1366947",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"190","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366949","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Steinbach J","1920","03","25","Bolivia",NA,NA,"Dep. Sta Cruz.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366949","NL-U1366949",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"191","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366950","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Steinbach RF","1967","02","23","Bolivia",NA,NA,"Mizque Prov. Campero Dpto. Cochabamba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366950","NL-U1366950",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"192","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366951","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Steyermark JA; Espinosa VC; Brewer-Carias C","1974","02","22","Venezuela",NA,NA,"Estado Bolivar: Meseta del Jaua: Cerro Jaua: Cumbre, porción Sur-oeste; selva de galería al borde del tributario del Río Marajano.","-64.569444","4.813889","-64.569444","4.813889","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366951","NL-U1366951",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"193","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366952","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Tressens SG; Cáceres S; Vanni RO; Zamudio C","1989","02","24","Argentina",NA,NA,"Prov. Corrientes, Dep. Mercedes. Laguna Iberá. Paso Picada. Reserva Natural Provincial del Iberá.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366952","NL-U1366952",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"194","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366954","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Diaz R","1944","05","01","Argentina",NA,NA,"Provincia Encuman Dep. Erncas, Eofzia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366954","NL-U1366954",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"195","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366955","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Pierotti SA","1941","08","16","Argentina",NA,NA,"Provincia Sata Dep. Orán, Est Hickman.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366955","NL-U1366955",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"196","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366956","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Huidobro AMR","1944","05","19","Argentina",NA,NA,"Provincia Salta, Los Rojales.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366956","NL-U1366956",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"197","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366957","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Huidobro AMR","1944","05","17","Argentina",NA,NA,"Provincia Salta, Libario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366957","NL-U1366957",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"198","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366958","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Huidobro AMR",NA,NA,NA,"Argentina",NA,NA,"Provincia Salta, Metán.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366958","NL-U1366958",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"199","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366959","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Varela LA","1944","04","04","Argentina",NA,NA,"Provincia !, Dep. Burruyocu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366959","NL-U1366959",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"200","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366960","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lourteig A","1945","05","27","Argentina",NA,NA,"Provincia Catamarca Dep. Santa Maria, Santa Maria a Amaicha.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366960","NL-U1366960",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"201","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366961","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Schreiter R","1923","06","13","Argentina",NA,NA,"Provincia Cucumán, Dep. Crancas Cafia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366961","NL-U1366961",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"202","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366962","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Huidobro AMR","1947","01","04","Argentina",NA,NA,"Provincia Corrientes Dep. Mercedes, Ruta 14, Km. 743.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366962","NL-U1366962",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"203","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366963","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Peirano A","1935","04","27","Argentina",NA,NA,"Provincia Catamarca Dep. Capayán, Los Razanes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366963","NL-U1366963",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"204","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366964","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Schreiter R","1919","04","20","Argentina",NA,NA,"Provincia Cucumán, San Pedro de Colalav.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366964","NL-U1366964",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"205","2020-02-08 10:27:39-03","NBC","NL-BOTANY","U.1366965","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Herter WGF","1928","04","02","Uruguay",NA,NA,"Dep. de Tr. y Tres, Dict. Yerbal.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1366965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1366965","NL-U1366965",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"206","2020-02-08 10:27:39-03","NBC","NL-BOTANY","WAG.1070360","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Pedersen TM","1989","04","03","Argentina",NA,NA,"Plantae Argentinae. Cerro de remate. Dep. Pellegrini. Prov. Santiago del Estero.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1070360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1070360","NL-WAG1070360",NA,"Southern America",NA,NA,NA,"Santalales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
