"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","typeStatus","fieldNumber","relatedCatalogItem","sex"
"1279","2019-04-02 09:32:11-03","URICER","HPBR","2970","S","Plantae","Loranthaceae","Phrygilanthus","acutifolius","Phrygilanthus acutifolius","(R. e Pav.) Eichl.","ZANIN, E. M.",NA,NA,NA,"ZANIN, E. M.","1986","05","03","Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531",NA,NA,NA,"HPBR002970","HPBR002970",NA,NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,NA,"1",NA,NA,NA,NA
"1280","2019-02-27 14:02:15-03","UFSJ","HUFSJ","3151","S","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Caires, CS","2013","05",NA,"Sobral, M","2011","12","18","Brasil","Minas Gerais","Tiradentes","Bairro Cuiabá","-44.152222","-21.116667","-44.152222","-21.116667","Hemiparasito sobre Inga sp.; flores brancas.","HUFSJ003151",NA,"14558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","2019-02-27 14:02:15-03","UFSJ","HUFSJ","4386","S","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Caires, CS","2013","05",NA,"Sobral, M; Demite, P","2012","12","11","Brasil","Minas Gerais","Prados","Beira da estrada São João del-Rei - Prados.","-44.119722","-21.038444","-44.119722","-21.038444","Hemiparasito sobre Myrsine sp.; flores brancas.","HUFSJ004386","HUFSJ004386_v00 HUFSJ004386_v01 HUFSJ004386_v02","15228",NA,NA,NA,NA,NA,"101","101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","2020-09-22 13:48:52-03","USP","SPFW","1047","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","L.B. Smith 1956",NA,NA,NA,"Reitz ;Klein","1956","02","24","Brasil","Santa Catarina","Palhoça",NA,"-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"2735",NA,NA,NA,NA,NA,"200","200","31105","auto",NA,NA,NA,NA,NA,NA,NA
"1283","2020-09-22 13:48:52-03","USP","SPFW","6067","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Sallum, M.","2012","12","30","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.617694","-22.733444","44º37'03,7''W","22º44'0,4''S",NA,NA,NA,"3835A",NA,NA,NA,NA,NA,"1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","2020-09-22 13:48:52-03","USP","SPFW","8173","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Costa, L.T.",NA,NA,NA,"Costa, L.T.","2017","04","10","Brasil","Paraná","Curitiba","Universidade Federal do Paraná","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"235C",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"1285","2020-09-22 13:48:52-03","USP","SPFW","7175","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh","G. Ceccantini",NA,NA,NA,"Lopes, E.E.M. de Camargo, E.P.","2017","03","03","Brasil","São Paulo","São Paulo","Cidade Universitária","-46.6300010681152","-23.5400009155273","23°34'01.3S","46°43'41.3W",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"1286","2020-09-22 13:48:52-03","USP","SPFW","8164","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Ceccantini, G.C.T. - 2012",NA,NA,NA,"Ceccantini, G.C.T. & Sallum, M.","2012","12","30","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.619","-22.730028","44º37'08,4''W","22º43'48,1''S",NA,NA,NA,"3837",NA,NA,NA,NA,NA,"1520","1520",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","2020-09-22 13:48:52-03","USP","SPFW","8130","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","L. Teixeira-Costa",NA,NA,NA,"Costa, L.T. Ribeiro, L.G.","2015","05","11","Brasil","Minas Gerais","Campanha","Rodovia Fernão Dias, km 778","-45.4006004333496","-21.8360996246338",NA,NA,NA,NA,NA,"144A",NA,NA,NA,NA,NA,NA,NA,"18981","auto",NA,NA,NA,NA,NA,NA,NA
"1288","2020-09-22 13:48:52-03","USP","SPFW","8136","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","L. Teixeira-Costa",NA,NA,NA,"Costa, L.T. Ribeiro, L.G.","2015","05","11","Brasil","Minas Gerais","Campanha","Rodovia Fernão Dias, km 778","-45.4006004333496","-21.8360996246338",NA,NA,NA,NA,NA,"144",NA,NA,NA,NA,NA,NA,NA,"18981","auto",NA,NA,NA,NA,NA,NA,NA
"1289","2020-09-22 13:48:52-03","USP","SPFW","7176","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh","G. Ceccantini",NA,NA,NA,"Lopes, E.E.M. de Camargo, E.P.","2017","03","03","Brasil","São Paulo","São Paulo","Cidade Universitária","-46.6300010681152","-23.5400009155273","23°34'01.3S","46°43'41.3W","Raízes adventícias chegando próximas ao chão.",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"1290","2020-09-22 13:48:52-03","USP","SPFW","7177","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh","G. Ceccantini",NA,NA,NA,"Lopes, E.E.M.","2017","04","10","Brasil","São Paulo","São Paulo","Cidade Universitária","-46.6300010681152","-23.5400009155273","23°33'36.2S","46°43'45.3W",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"1291","2020-09-22 13:48:52-03","USP","SPFW","8154","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Costa, L.T.",NA,NA,NA,"Costa, L.T. Lopes, E.E.; Camargo, E.P.; Ceccantini, G.C.T.; Alecio, P.C.","2017","02","01","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina",NA,"-22.717556","44º36'59,3''S","22º43'03,2''S","Originalmente fixado em KNV",NA,NA,"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","2020-09-22 13:48:52-03","USP","SPFW","6078","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Sallum, M.","2012","12","30","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.617694","-22.733444","44º37'03,7''W","22º44'0,4''S",NA,NA,NA,"3836A",NA,NA,NA,NA,NA,"1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","2020-09-22 13:48:52-03","USP","SPFW","6077","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Sallum, M.","2012","12","30","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.617694","-22.733444","44º37'03,7''W","22º44'0,4''S",NA,NA,NA,"3834A",NA,NA,NA,NA,NA,"1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","2020-09-22 13:48:52-03","USP","SPFW","8140","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Costa, L.T.",NA,NA,NA,"Costa, L.T. Mourão, F.; Brandão, I.","2015","12","18","Brasil","Minas Gerais","Belo Horizonte","Serra do Rola Moça","-43.937801361084","-19.9207992553711",NA,NA,"Originalmente fixado em KNV",NA,NA,"175",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"1295","2020-09-22 13:48:52-03","USP","SPFW","8172","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Costa, L.T.",NA,NA,NA,"Costa, L.T.","2017","04","10","Brasil","Paraná","Curitiba","Universidade Federal do Paraná","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"235B",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"1296","2020-09-22 13:48:52-03","USP","SPFW","8171","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Costa, L.T.",NA,NA,NA,"Costa, L.T.","2017","04","10","Brasil","Paraná","Curitiba","Universidade Federal do Paraná","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"235A",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"1297","2020-09-22 13:48:52-03","USP","SPFW","6107","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","23","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3989",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1298","2020-09-22 13:48:52-03","USP","SPFW","6108","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","23","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3990",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1299","2020-09-22 13:48:52-03","USP","SPFW","6111","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","24","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3993",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1300","2020-09-22 13:48:52-03","USP","SPFW","6105","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","23","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3987B",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1301","2020-09-22 13:48:52-03","USP","SPFW","6106","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","23","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3988",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1302","2020-09-22 13:48:52-03","USP","SPFW","6110","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.","G.C.T. Ceccantini",NA,NA,NA,"Ceccantini, G.C.T. Ifanger, E.R.; Albino, A.l.S.","2013","10","24","Brasil","São Paulo","São José do Barreiro","Alto da serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3992",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1303","2020-09-22 13:48:52-03","USP","SPFW","8181","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Ceccantini, G.C.T.",NA,NA,NA,"Costa, L.T. Ceccantini, G.C.T.; Oliveira, P.","2017","11","07","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"241",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1304","2020-09-22 13:48:52-03","USP","SPFW","8180","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Ceccantini, G.C.T.",NA,NA,NA,"Costa, L.T. Ceccantini, G.C.T.; Oliveira, P.","2017","11","07","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1305","2020-09-22 13:48:52-03","USP","SPFW","7170","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1306","2020-09-22 13:48:52-03","USP","SPFW","7169","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1307","2020-09-22 13:48:52-03","USP","SPFW","7173","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1308","2020-09-22 13:48:52-03","USP","SPFW","7172","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1309","2020-09-22 13:48:52-03","USP","SPFW","7174","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1310","2020-09-22 13:48:52-03","USP","SPFW","7171","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Camargo, E.P. Costa, L.T.; Alecio, P.C.; Lopes, E.E.M.","2017","02","02","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1311","2020-09-22 13:48:52-03","USP","SPFW","1651","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz;Pav.) Tiegh.",NA,NA,NA,NA,"Costa, L.T. Alecio, P.C.; de Camargo, E.P.; Lopes, E.E.M.; Ceccantini, G.C.T.","2017","02","01","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"223",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"1312","2021-04-08 17:12:52-03","UESB","HUESB","8416","S","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh","Brandão, G.S.","2013",NA,NA,"Macedo, G.E.L.","2013","02","11","Brasil","Bahia","Rio de Contas","Estrada Real","-41.8114013671875","-13.5789003372192",NA,NA,"Trepadeira. Folhas simples, opostas. Fruto imaturo, verde.; Cerrado.","HUESB000008416",NA,"2259",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"1313","2020-11-04 17:29:36-03","UEM","HUEM","13004","S","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Dettke, GA","2009","02","12","Janunzzi, AM; Dettke, GA","2006","11","07","Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Frutos pretos.","HUEM000006567","HUEM000006567","215",NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA
"1314","2020-11-04 17:29:36-03","UEM","HUEM","13094","S","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Dettke, GA","2009","02","12","Dettke, GA","2006","12","11","Brasil","Rio Grande do Sul","Porto Alegre","rio Guariba","-51.2299995422363","-30.0331001281738",NA,NA,"Hemiparasita escandente frequente. Folha com ápice bem acuminado, face superior brilhante e inferior com pontos pretos. Inflorescências amplas e densas; flores grandes maior que 1 cm; bissexuadas.","HUEM000006568","HUEM000006568","56",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"1315","2021-02-12 15:02:12-03","UFSCar","SPSC","7037","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"M.I.S. Lima","2004","10","05","Brasil","São Paulo","São Carlos","Cerrado UFSCar. Trilha da Natureza",NA,NA,"9999","9999","Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","2020-11-12 17:03:00-03","UEL","FUEL","48487","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Sobral, M","2010","08","15","Verdi, M; Souza, NL; Klemz, G","2010","02","04","Brasil","Santa Catarina","Urussanga","Rio América, Floresta Ombrófila Densa","-49.383611","-28.507222","-49.383611","-28.507222",NA,"FUEL015616",NA,"3591",NA,NA,NA,"Tracheophyta","Santalales","357","357",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","2020-11-12 17:03:00-03","UEL","FUEL","49048","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Sobral, M","2008","04","01","Dreveck, S; Verdi, M; Carneiro, FE","2008","02","20","Brasil","Santa Catarina","Curitibanos","Santa Cruz do Sul, Floresta Ombrófila Densa, em estágio médio de regeneração. UTM 541471S e 6963598W","-50.580278","-27.450556","-50.580278","-27.450556",NA,"FUEL015617",NA,"242",NA,NA,NA,"Tracheophyta","Santalales","811","811",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","2020-11-12 17:03:00-03","UEL","FUEL","9242","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Hatschbach, G","1990",NA,NA,"Hatschbach, G; Hatschbach, M; Silva, JM","1990","10","17","Brasil","Goiás",NA,"Rod. GO-118, Prox. a Terezina de Goias",NA,NA,NA,NA,NA,"FUEL015624",NA,"54709",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","2020-11-12 17:03:00-03","UEL","FUEL","35470","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Tameirão Neto, E",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Mina do Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,"FUEL015623",NA,"3454",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"1320","2020-11-12 17:03:00-03","UEL","FUEL","47714","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Hatschbach, G","2006",NA,NA,"Ribas, OS; Cordeiro, J; Silva, JM; Marinero, F","2006","04","10","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"FUEL015621",NA,"7180",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"1321","2020-11-12 17:03:00-03","UEL","FUEL","32522","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Kranz, WM","2002","01","31","Kranz, WM; Cassiano, J","2002","01","24","Brasil","Paraná","Guaraniaçu","São João- Fazenda Três Pinheiros","-52.878101348877","-25.1007995605469",NA,NA,NA,"FUEL015619",NA,"776",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"38806","auto",NA,NA,NA,NA,NA,NA,NA
"1322","2020-11-12 17:03:00-03","UEL","FUEL","7352","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Kuijt, J","2000","07","03","Dias, MC; et al.","1989","07","03","Brasil","Paraná","Tibagi","Fazenda Iapó, Mata da balsa","-50.4136009216309","-24.5093994140625",NA,NA,NA,"FUEL015620",NA,"s.n.",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1323","2020-11-12 17:03:00-03","UEL","FUEL","37410","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Estevan, DA","2005",NA,NA,"Estevan, DA; et al.","2004","12","07","Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,"FUEL015615",NA,"678",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA
"1324","2020-11-12 17:03:00-03","UEL","FUEL","37411","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Estevan, DA","2005",NA,NA,"Estevan, DA; et al.","2005","02","11","Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,"FUEL015626",NA,"679",NA,NA,NA,"Tracheophyta","Santalales",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA
"1325","2019-10-16 14:14:47-03","UEL","FUEL","51005","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Valduga, E","2012","07",NA,"Sartori, M","2007","05","06","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca - Fazenda A. Scopel, borda da mata, sobre taipa","-51.1794013977051","-29.1681003570557",NA,NA,NA,"FUEL015618",NA,"167",NA,NA,NA,"Tracheophyta","Santalales","780","780","49662","auto",NA,NA,NA,NA,NA,NA,NA
"1326","2020-11-12 17:03:00-03","UEL","FUEL","38978","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Hatschbach, G","2005",NA,NA,"Hatschbach, G; Barbosa, E; Costa, EF","2005","03","10","Brasil","Santa Catarina","Urubici","Rio dos Bugres","-49.5917015075684","-28.0149993896484",NA,NA,NA,"FUEL015622",NA,"79009",NA,NA,NA,"Tracheophyta","Santalales","1000","1000","30102","auto",NA,NA,NA,NA,NA,NA,NA
"1327","2019-11-01 15:02:20-03","UnB","UB","139699","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Caires, CS","2011","04",NA,"Fraga, CN; Saavedra, MM; Meirelles, JE; Neri, J","2009","07","10","Brasil","Bahia","Mucugê","Fazenda Casquilho, a 16 km da BA 142.","-41.594722","-13.132778","-41.594722","-13.132778","Folhas verde claro. Flores com sépalas verdes, pétalas brancas.; Arbusto 3m.",NA,NA,"2655","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
