"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2020-12-11 11:39:01-03","UFMG","BHCB","134816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Forzza, RC; Ribeiro, RD; Saavedra, MM; Ferreira, FM; Avelar, MG","4454","Southern America","Brasil","Minas Gerais",NA,"Frequente. Grande florada. Duplicata 14.; Árvore, 15-18m alt. Flores com cálice verde, corola, gineceu e estames alvos, cheiro docicado.; Mata Grande.","BHCB009628",NA,NA,"2007","01","25","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:20:39-03","UFPR","UPCB","5969","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","C.D.Legrand",NA,"Hatschbach, G.","13127",NA,"Brasil","Paraná",NA,"Árvore, 20m, flor alva. Mata..","UPCB0031545","UPCB0031545","Legrand, C.D.","1965","11","11","Morretes","Cabeceiras do Rio Arraial","-48.834400177002","-25.476900100708",NA,NA,"1967","30514","auto","01","01",NA,NA,NA,NA,NA
"51","2021-02-11 17:20:39-03","UFPR","UPCB","23751","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Vicentini, A.",NA,NA,"Brasil","Paraná",NA,"Arvoreta, ca. 6,5m x 45+17cm. Beira de rio a cerca de 900m da praia..","UPCB0031483","UPCB0031483","Silva, S.M.","1993","03","29","Guaraqueçaba","Ilha do Superagüi","-48.3288993835449","-25.3066997528076",NA,NA,"1994","37295","auto","06",NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:20:39-03","UFPR","UPCB","22965","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, C.V.","1127",NA,"Brasil","Paraná",NA,"Árvore, 10m, freqüente na floresta montana..",NA,NA,NA,"1994","01","26","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375","1200","1200",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:20:39-03","UFPR","UPCB","31060","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, C.V.","1145",NA,"Brasil","Paraná",NA,"Árvore de 4m, frequente na floresta montana, a 1250m s.n.m..",NA,NA,"Soares e Silva, L.H.","1994","04","21","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"1999","17116","auto","01","01",NA,NA,NA,NA,NA
"54","2021-02-11 17:20:39-03","UFPR","UPCB","6836","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Hatschbach, G.","14411",NA,"Brasil","Paraná",NA,"Árvore, 15m, fruto negro. Mata pluvial planície litorânea.'.","UPCB0031473","UPCB0031473","Legrand, C.D.","1966","07","01","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"55","2009-07-09 17:05:00-03","MO","MOBOT","2481863","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D. Legrand",NA,"Gert G. Hatschbach","Hatschbach 3416","South America","Brazil","Paraná",NA,NA,NA,NA,NA,"1956","12","8",NA,"Campina Grande do Sul. Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2013-11-11 16:16:00-02","MO","MOBOT","100651869","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Lectotype","Auguste F.M. Glaziou","Glaziou 17662","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"1889","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2010-11-13 04:25:00-02","MO","MOBOT","2482003","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Krug & Urb.",NA,"Roberto M. Klein","Klein 7396","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1967","5","16",NA,"Florianópolis. Morro do Ribeirão, Ilha de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","3181952","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Krug & Urb.",NA,"Gert G. Hatschbach","Hatschbach 48954","South America","Brazil","Paraná",NA,NA,NA,NA,"M. Sobral","1985","2","27",NA,"Col. Santos Andrade (mun. S. José dos Pinhais).",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-31 09:07:28-03","INPA","INPA","186029","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, CV","1127","Southern America","Brasil","Paraná",NA,NA,"INPA0186029","INPA0186029_e",NA,"1994","01","26","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375","1200","1200",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-08-31 09:07:28-03","INPA","INPA","172568","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Hatschbach, GG","48954","Southern America","Brasil","Paraná",NA,NA,"INPA0172568","INPA0172568 INPA0172568_e","Sobral, MEG","1985","02","27","San José dos Pinhaes","Col. Santos Andrade.",NA,NA,"900","900","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","51672",NA,"Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"G. Martinelli; M. Moraes, T. Lima & E. Lerina","19427",NA,"Brasil","Rio de Janeiro",NA,"Arbusto 3m, semi-heliófila, folhas verdes, discolores, frutos imaturos verdes, quando maduros vinosos","MBML051672","MBML051672","M.C. Souza/12-04-2017","2016","08","11","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Matas de altitude na cumieira da Serra dos Pirineus, na divisa dos Municípios de Nova Friburgo e Silva Jardim, mata atlântica de altitude","-42.525833","-22.438056","1100","1100",NA,NA,NA,NA,NA,NA,"42W31'33","22S26'17",NA,NA
"62","2020-11-18 11:41:00-03","UERJ","HRJ","12381","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"L. P. G. Rosa; W. Silva, C. Dias","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"HRJ00012546",NA,"M.C. Souza","2011","09","04","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471","828","828",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2564825","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D. Legrand",NA,"G. Hatschbach","13127","South America - Neotropics","Brazil","Paraná",NA,NA,"US01894949","US01894949_01 US01894949_02",NA,"1965","11","11","Morretes","Cabeceiras do Rio Arraial","-48.834400177002","-25.476900100708",NA,NA,NA,"30514","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","3177831","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D. Legrand",NA,"G. Hatschbach & R. Kummrow","50795","South America - Neotropics","Brazil","Paraná",NA,NA,"US01894947","US01894947_01 US01894947_02",NA,"1986","11","26","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","3176731","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D. Legrand",NA,"P. Oliveira & J. Cordeiro","856","South America - Neotropics","Brazil","Paraná",NA,NA,"US01894948","US01894948_01 US01894948_02",NA,"1985","2","4","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,"55154","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","2706519","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"G. Hatschbach","32234","South America - Neotropics","Brazil","Paraná",NA,NA,"US01895011","US01895011_01 US01895011_02",NA,"1973","7","13","São José dos Pinhais","Usina Chamine","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","3713554","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"G. Martinelli, M. Moraes, T. Lima & E. Lerina","19427","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US03064343","US03064343_01",NA,NA,NA,NA,NA,"Nova Friburgo, Área de Proteção Ambiental de Macaé de Cima, Matas de altitude na cumieira da Serra dos Pirineus, na divisa dos Municípios de Nova Friburgo e Silva Jardim.","-42.5258","-22.4381","1100",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","2564263","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"G. Hatschbach","14411","South America - Neotropics","Brazil","Paraná",NA,NA,"US01895013","US01895013_01 US01895013_02",NA,"1966","6","1","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2841725","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"R. M. Klein & -- Souza Sob.","8074","South America - Neotropics","Brazil","Santa Catarina",NA,NA,"US01895012","US01895012_01 US01895012_02",NA,"1969","1","21","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335","490",NA,NA,"27000","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","3212324","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"G. Hatschbach","48954","South America - Neotropics","Brazil","Paraná",NA,NA,"US01895010","US01895010_01 US01895010_02",NA,"1985","2","27","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768","900",NA,NA,"45291","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","1123562","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Isosyntype","ex herb. Glaziou","17662","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US00048339","US00048339_01",NA,"1889","2","3",NA,"Alto Macabe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"72","2019-12-09 17:30:20-03","UFPR","EFC","3930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, C.V.","1127",NA,"Brasil","Paraná",NA,"Árvore 8 m, pouco frequente na floresta montana, a 1200 m s.n.m. Flores alvas (guamirim-10).","EFC003930",NA,"Silva, S.M.","1994","01","26","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1200","1200",NA,NA,NA,NA,NA,NA,"-49.0036","-25.3887",NA,NA
"73","2019-12-09 17:30:20-03","UFPR","EFC","4097","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, C.V.","1145",NA,"Brasil","Paraná",NA,"Árvore 4 m comum na floresta montana, a 1250 m s.n.m. Frutos avermelhados.","EFC004097",NA,"Hatschbach, G.","1994","04","21","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1250","1250",NA,NA,NA,NA,NA,NA,"-49.0036","-25.3887",NA,NA
"74","2019-12-09 17:30:20-03","UFPR","EFC","14389","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Vieira, R.S.","788",NA,"Brasil","Paraná",NA,"Árvore de 11 m, em floresta sobre vertente convergente. Com frutos.","EFC014389",NA,"Vieira, R.S.","2015","07","06","Campina Grande do Sul","Serra do Ibitiraquire - trilha para o morro Cerro Verde","-48.8421","-25.2564","1510","1510","2015",NA,NA,"07","06",NA,"-48.8421","-25.2564",NA,NA
"75","2019-12-09 17:30:20-03","UFPR","EFC","13757","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Völtz, R.R.","155",NA,"Brasil","Paraná",NA,"Arvoreta 5m alt.; flores com pétalas e estames alvos; bosque próximo ao riacho. __COMMOM_NAME__: Guamirim","EFC013757",NA,"Ribeiro, C.L.","2014","05","31","Tibagi","Parque Estadual do Guartelá","-50.2588","-24.5652","970","970","2015",NA,NA,"11","13",NA,"-50.2588","-24.5652",NA,NA
"76","2019-12-09 17:30:20-03","UFPR","EFC","4277","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, C.V.; Kuniyoshi, Y.S.; Tiepolo, G.","1170",NA,"Brasil","Paraná",NA,"Árvore em floresta montana, final de floração. __COMMOM_NAME__: Craveiro-pimenta","EFC004277",NA,"Voltz, R.R.; Vieira, R.S.","1994","01","12","Quatro Barras","Morro Anhangava","-49.0036","-25.3887",NA,NA,"2016",NA,NA,"05","12",NA,"-49.0036","-25.3887",NA,NA
"77","2019-12-09 17:30:20-03","UFPR","EFC","13750","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Vieira, R.S.","701",NA,"Brasil","Paraná",NA,"Árvore com 7,5 m, com fuste avermelhado. Com frutos verdes.","EFC013750",NA,"Vieira, R.S.","2015","04","02","Campina Grande do Sul","Serra do Ibitiraquire - morro Getúlio","-48.8396","-25.2365","1450","1450","2015",NA,NA,"04","02",NA,"-48.8396","-25.2365",NA,NA
"78","2019-11-13 11:26:35-03","USP","SPF","196855","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Forzza, RC","4454",NA,"Brasil","Minas Gerais",NA,NA,"SPF00196855",NA,"Sobral, M","2007","01","25","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1100","1700","2010","30417","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:26:35-03","USP","SPF","143731","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, CV","1127",NA,"Brasil","Paraná",NA,NA,"SPF00143731",NA,"Sobral, M","1994","01","26","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375","1200","1200",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-25 13:52:45-03","UNIVILLE","JOI","14030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"F.C.S. Vieira","2139",NA,"Brasil","Santa Catarina",NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI014030","JOI014030",NA,"2009","04","21","Garuva","Serra Quiriri, mata de galeria na captação do rancho São Tiago.","-48.8549995422363","-26.0266990661621",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:34:52-03","UEFS","HUEFS","87781","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D.Legrand","Holótipo","Hatschbach, G.","3416",NA,"Brasil","Paraná",NA,NA,"HUEFS0087781",NA,NA,"1956","12","08","Campina Grande do Sul","Campininha.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"55154","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"82","2019-10-07 09:34:52-03","UEFS","HUEFS","87761","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Isótipo","Glaziou, A.","17662",NA,"Brasil","Rio de Janeiro",NA,NA,"HUEFS0087761",NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"83","2019-10-07 09:34:52-03","UEFS","HUEFS","87762","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Síntipo","Glaziou, A.","17662",NA,"Brasil","Rio de Janeiro",NA,NA,"HUEFS0087762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"84","2019-10-07 09:34:52-03","UEFS","HUEFS","87763","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Síntipo","Glaziou, A.","17662",NA,"Brasil","Rio de Janeiro",NA,NA,"HUEFS0087763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"85","2019-10-07 09:34:52-03","UEFS","HUEFS","197356","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.","8226",NA,"Brasil","Santa Catarina",NA,NA,"HUEFS0197356","HUEFS0197356",NA,"1969","03","11","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","400","400",NA,"27000","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"86","2019-10-07 09:34:52-03","UEFS","HUEFS","197358","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Klein, R.M.","8215",NA,"Brasil","Santa Catarina",NA,NA,"HUEFS0197358","HUEFS0197358",NA,"1969","02","14","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","400","400",NA,"27000","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"87","2019-10-07 09:34:52-03","UEFS","HUEFS","161973","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Forzza, R.C.","4454",NA,"Brasil","Minas Gerais",NA,"Mata grande.","HUEFS0161973","HUEFS0161973",NA,"2007","01","25","Lima Duarte","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455","1100","1700",NA,"30417","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"88","2018-05-14 16:12:41-03","F","FMNH-SEEDPLANTS","V0348848F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii",NA,NA,"G. G. Hatschbach","13127","South America","Brazil","Paraná",NA,NA,"V0348848F","V0348848F_01 V0348848F_02","RRC ID Flag","1965","11","11",NA,NA,"-51","-24",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"13127",NA
"89","2015-03-07 08:58:22-03","F","FMNH-SEEDPLANTS","V0107750F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0107750F","V0107750F_01",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"90","2019-09-04 18:18:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,"Isosyntype","A. Glaziou","17662","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"91","2019-09-04 18:29:31-03","F","FMNH-SEEDPLANTS","V0064861F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,"Isosyntype","A. Glaziou","17662","South America","Brazil",NA,NA,NA,"V0064861F","V0064861F_01",NA,"1889","2","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"92","2019-01-23 10:05:48-02","F","FMNH-SEEDPLANTS","V0064862F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,"Isosyntype","A. Glaziou","17662","South America","Brazil",NA,NA,NA,"V0064862F","V0064862F_01",NA,"1889","2","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"93","2015-03-07 08:58:22-03","F","FMNH-SEEDPLANTS","V0107751F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0107751F","V0107751F_01",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"94","2018-05-14 17:27:39-03","F","FMNH-SEEDPLANTS","V0348854F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,NA,"A. Glaziou","17662","South America","Brazil","Rio de Janeiro",NA,NA,"V0348854F","V0348854F_01 V0348854F_02","RRC ID Flag","1889","2","3",NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"17662",NA
"95","2020-07-23 12:15:32-03","CEPLAC","CEPEC","131901","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata",NA,NA,"R. C. Forzza","4454",NA,"Brasil","Minas Gerais",NA,"<ll>dwc_commonname:</ll>",NA,NA,"M. Sobral",NA,NA,NA,"LIMA DUARTE",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-02-27 14:02:36-03","UFSJ","HUFSJ","6397","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, CV","1145",NA,"Brasil","Paraná",NA,"Árvore 4m. Frutos avermelhados.","HUFSJ006397",NA,"Hatschbach, G","1994","04","21","Quatro Barras","Morro Anhangava. Comum na Floresta Montana.","-49.0769004821777","-25.3656005859375","125","125",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 17:29:55-03","UEM","HUEM","13779","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","hatschbachii","Calyptranthes hatschbachii","D.Legrand",NA,"Lucas, EJ; J.M. de Silva; Mazine, FF; Capello, F","171",NA,"Brasil","Paraná",NA,"Thin shrub, to 2m; fruits red or black; DNA; herbarium specimens preserved in alcohol prior to drying.",NA,NA,"M.Sobral","2003","11","03","Tibagi","Parque Estadual do Guartelá, Acesso ao canyon. Campo rupestre.","-50.273056","-25.552761","1062","1062","2009",NA,NA,"08","01",NA,"-50.273056","-25.552761",NA,NA
"98","2020-11-04 17:29:55-03","UEM","HUEM","13793","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Lucas, EJ; J.M. de Silva; Sakuragui, CM; Mazine, FF; Capello, F","147",NA,"Brasil","Paraná",NA,"Well branched tree to 6m; petals white; herbarium specimens preserved in alcohol prior to drying.","HUEM000008121","HUEM000008121","E.J. Lucas","2003","10","30","Bocaiúva do Sul","trilha da borda do rio Capivari, Mata atlântica de encosta alterada, beira do rio.","-49.1150016784668","-25.2061004638672",NA,NA,"2003","61623","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:05:09-03","UnB","UB","129931","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, CV","1145","Southern America","Brasil","Paraná ",NA,"Árvore 4m.",NA,NA,"Soares-Silva, LH","1994","04","21","Quatro Barras","Morro Anhanguava","-49.0769004821777","-25.3656005859375",NA,NA,"1998","17116","auto",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 15:05:09-03","UnB","UB","129932","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,"Roderjan, CV","1127","Southern America","Brasil","Paraná ",NA,"Árvore 10m.",NA,NA,NA,"1994","01","26","Quatro Barras","Morro Anhanguava","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"101","2019-10-03 10:04:06-03","UFSCar","SORO","4229","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.",NA,NA,"1614",NA,"Brasil","São Paulo",NA,"Picada 1, arvoreta ca. 3m alt., fruto verde-avermelhado, folha carnosa.",NA,NA,NA,"1986","05","28","Santo André","Reserva Biológica do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-23 13:22:50-03","MN","R-TIPOS","8940","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","obovata","Calyptranthes obovata","Kiaersk.","Isolectotypus","Glaziou, A.F.M.","17662",NA,"Brasil","Rio de Janeiro",NA,NA,"R000008940","R000008940_001 R000008940_002",NA,"1889","02","03",NA,"Alto Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
