"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"146","2017-12-29 13:52:42-02","MNHN","RECOLNAT_MNHN_P","P03323054","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Sebastiani","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"Iter Ad Yerbales Montium Sierra de Maracayú. .",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03323054' target='other'> <mi>dwc_moreinfo</mi></a>","P03323054","P03323054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5308",NA,NA
"147","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530182","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Irwin, H.S.|Ramos, J.|Onishi, E.|Santos, R.R.|Souza, R.|Fonseca, S.F.",NA,"1970","1","21",NA,"Brasil",NA,NA,"Estado de Goiás. 25km NE of Catalão.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530182' target='other'> <mi>dwc_moreinfo</mi></a>","P05530182","P05530182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25058",NA,NA
"148","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530186","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Warming",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Lagoa Sta.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530186' target='other'> <mi>dwc_moreinfo</mi></a>","P05530186","P05530186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530187","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530187' target='other'> <mi>dwc_moreinfo</mi></a>","P05530187","P05530187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA,NA
"150","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530188","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Langsdorff",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minas.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530188' target='other'> <mi>dwc_moreinfo</mi></a>","P05530188","P05530188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530189","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Langsdorff",NA,"1821","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530189' target='other'> <mi>dwc_moreinfo</mi></a>","P05530189","P05530189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2015-09-05 08:30:18-03","MNHN","RECOLNAT_MNHN_P","P05530190","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Langsdorff",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530190' target='other'> <mi>dwc_moreinfo</mi></a>","P05530190","P05530190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530191","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Philcox, D.|Bertoldo, J.|Fereira, A.",NA,"1967","12","12",NA,"Brasil",NA,NA,"W of km 245, Xavantina-Cachimbo road.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530191' target='other'> <mi>dwc_moreinfo</mi></a>","P05530191","P05530191_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3481",NA,NA
"154","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530194","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530194' target='other'> <mi>dwc_moreinfo</mi></a>","P05530194","P05530194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530196","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530196' target='other'> <mi>dwc_moreinfo</mi></a>","P05530196","P05530196_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530197","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530197' target='other'> <mi>dwc_moreinfo</mi></a>","P05530197","P05530197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6533",NA,NA
"157","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530198","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530198' target='other'> <mi>dwc_moreinfo</mi></a>","P05530198","P05530198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3619",NA,NA
"158","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530199","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Hatschbach, G.",NA,"1970","4","6",NA,"Brasil","Paraná",NA,"Rio das Perdizes, mun. Arapoti.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530199' target='other'> <mi>dwc_moreinfo</mi></a>","P05530199","P05530199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24107",NA,NA
"159","2015-09-05 08:30:40-03","MNHN","RECOLNAT_MNHN_P","P05530200","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Houllet",NA,"1839","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530200' target='other'> <mi>dwc_moreinfo</mi></a>","P05530200","P05530200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1041",NA,NA
"160","2015-09-05 08:30:19-03","MNHN","RECOLNAT_MNHN_P","P05530192","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Pires, M.J.|Silva, N.T.|Souza, S.R.",NA,"1963","4","13",NA,"Brasil","Distrito Federal","Brasília","Campus da Universidade.","-47.9296989440918","-15.7797002792358",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530192' target='other'> <mi>dwc_moreinfo</mi></a>","P05530192","P05530192_01",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"9056",NA,NA
"161","2020-10-01 14:22:42-03","JBB","HEPH","1550","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Ferreira, MB","1182","1972","05","25","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,"-47.5625","-15.4375","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-01 14:22:42-03","JBB","HEPH","13869","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Oliveira, RC","958","1998","01","15","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,"-47.5625","-15.4375","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-01 14:22:42-03","JBB","HEPH","13932","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Munhoz, CBR; et al.","664","1998","01","18","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","BR 010 8Km a direita de Alto Paraíso sentido Teresina Água Fria 3","-47.617222","-14.170556",NA,NA,NA,NA,NA,NA,"-47.617222","-14.170556","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-01 14:22:42-03","JBB","HEPH","23909","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Chacon, RG; Azevedo, INC de","391","2008","05","23","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - área do Cristo - depois do morro do urubu","-47.899444","-15.938889","781","781",NA,NA,NA,NA,"-47.899444","-15.938889","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-01 14:22:42-03","JBB","HEPH","6347","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Heringer, EP","18403","1980","12","10","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,"-47.5625","-15.4375","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-01 14:22:42-03","JBB","HEPH","3245","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Ramos, AE","254","1983","03","22","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,"Folhas pilosas com flores amarelo forte",NA,NA,"-47.5625","-15.4375","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-01 14:22:42-03","JBB","HEPH","28496","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Francener, A","Francener, A","1078","2011","01","17","Southern America","Brasil","Goiás","Goiânia","Itanhangá.","-49.294444","-16.586111","760","760",NA,NA,NA,NA,"-49.294444","-16.586111","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-01 14:22:42-03","JBB","HEPH","31079","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Rosa, PO; Jesus, FPR de; Soares, ACA; Oliveira, MS","1531","2015","06","02","Southern America","Brasil","Distrito Federal","Brasília","Campo Experimental Fazenda Sucupira, Propriedade Embrapa Recursos Genéticos e Biotecnologia","-47.998333","-15.910278","1142","1142",NA,NA,NA,NA,"-47.998333","-15.910278","2015","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-01 14:22:42-03","JBB","HEPH","33686","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Rosa, PO","Rosa, PO; Soares, ACA; Candido, DS","2041","2018","02","04","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Próximo ao mosteiro","-48.9625","-15.719444","1017","1017",NA,NA,NA,NA,"-48.9625","-15.719444","2018","02",NA,NA,NA,NA,"15",NA,NA,NA,NA
"170","2020-10-01 14:22:42-03","JBB","HEPH","20449","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Moreira, KRS; et al.","72","2004","03","16","Southern America","Brasil","Distrito Federal","Brasília","EEJBB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2004",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"171","2020-10-01 14:22:42-03","JBB","HEPH","23781","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Paiva, VF","Paiva, VF","457","2008","04","08","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do Cristo Redentor,estrada acima do morro do urubu próximo ao poço da aeronáutica.","-47.9296989440918","-15.7797002792358","1020","1020",NA,NA,NA,NA,NA,NA,"2008",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"172","2020-10-01 14:22:42-03","JBB","HEPH","6004","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Nóbrega, MGG","Equipe do Jardim Botânico de Brasília","1070","1988","01","05","Southern America","Brasil","Distrito Federal","Brasília","Jardim Zoológico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-10-01 14:22:42-03","JBB","HEPH","26546","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Bringel Júnior, JBA","Bringel Júnior, JBA","631","2010","03","26","Southern America","Brasil","Distrito Federal","Brasília","Setor de Mansões do Lago Norte - ca de 7km da Barragem.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"174","2020-10-01 14:22:42-03","JBB","HEPH","27764","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Paiva, VF; Oliveira, MS","Carvalho, FJ de; Moreira, HJC","418","2010","12","19","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus- GO.","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA
"175","2020-10-01 14:22:42-03","JBB","HEPH","27747","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Carvalho, FJ de; Moreira, HJC","401","2010","12","07","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus-GO.","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA
"176","2020-10-01 14:22:42-03","JBB","HEPH","23214","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Martins, RC","Martins, RC; Oliveira, C","673","2006","09","18","Southern America","Brasil","Goiás","Mambaí","Área da Reserva do assentamento Cyntia Peter","-46.1130981445312","-14.4877996444702",NA,NA,NA,"Ralar a raiz; usar o po p/inflamacao e como depurativo",NA,NA,NA,NA,"2006",NA,"31977","auto",NA,NA,NA,NA,NA,NA,NA
"177","2020-10-01 14:22:42-03","JBB","HEPH","27619","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Oliveira, MS","Rosário, RF do","43","2010","12","08","Southern America","Brasil","Goiás","Padre Bernardo","Sitio particular.","-48.2839012145996","-15.1603002548218",NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,"56279","auto",NA,NA,NA,NA,NA,NA,NA
"178","2020-10-01 14:22:42-03","JBB","HEPH","24721","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Martins, RC","Martins, RC","986","2002","11","14","Southern America","Brasil","Minas Gerais","Formoso","Assentamento São Francisco - Região do Grande Sertão Veredas.","-46.2318992614746","-14.9467000961304",NA,NA,NA,"Parte usada da planta raiz: Uso popular: Inflamação uterina, problemas da menopausa. (Associação com outras plantas.)",NA,NA,NA,NA,"2003",NA,"79140","auto",NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:37:35-03","UFMG","BHCB","181314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Siriani-Oliveira, S","180","2013","01","12","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, Trilha alta","-43.616806","-19.349167",NA,NA,NA,NA,"BHCB036375",NA,"-43.616806","-19.349167","2013","01",NA,NA,NA,NA,"21",NA,NA,NA,NA
"180","2020-12-11 11:37:35-03","UFMG","BHCB","181774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Brina, AE","s.n.","2015","03","25","Southern America","Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.726056","-20.412833",NA,NA,NA,"Subarbusto; Canga Nodular",NA,NA,"-43.726056","-20.412833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:37:35-03","UFMG","BHCB","186339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Mota, RC da; Junior, RT","4156","2017","02","10","Southern America","Brasil","Minas Gerais","Riacho dos Machados","Morro Grande","-42.784722","-16.116944","950","950",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva; cálice verde-acastanhado, corola amarela com algumas manchas alaranjadas.; Coletada em Cerrado Rupestre Ferruginoso","BHCB186339",NA,"-42.784722","-16.116944","2017","03",NA,NA,NA,NA,"06",NA,NA,NA,NA
"182","2020-12-11 11:37:35-03","UFMG","BHCB","66677","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barreto, HLM","7524",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:37:35-03","UFMG","BHCB","66678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barreto, HLM","7526",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:37:35-03","UFMG","BHCB","68413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Soares, SM","337","2001","01","06","Southern America","Brasil","Minas Gerais","Brasilândia de Minas",NA,"-46.0093994140625","-17.0097007751465",NA,NA,NA,"Herbácea/ Flor amarela",NA,NA,NA,NA,NA,NA,"51681","auto",NA,NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:37:35-03","UFMG","BHCB","2554","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Equipe de Geociências","s.n.","1986","02",NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Campo;herbáceo;fev-86;; campo rupestre com vassoroca, herbáceo","BHCB008414",NA,NA,NA,"2012","08","101169","auto",NA,NA,NA,NA,NA,NA,NA
"186","2020-12-11 11:37:35-03","UFMG","BHCB","31786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:37:35-03","UFMG","BHCB","26000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"188","2020-12-11 11:37:35-03","UFMG","BHCB","66674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barreto, HLM","7527",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:37:35-03","UFMG","BHCB","62963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Mota, RC da","395","2001","01","26","Southern America","Brasil","Minas Gerais","São Gonçalo do Abaeté",NA,"-45.8333015441895","-18.3383007049561",NA,NA,NA,"Planta coletada em cerrado; erva; flores amarelas.",NA,NA,NA,NA,NA,NA,"75342","auto",NA,NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:37:35-03","UFMG","BHCB","57311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Stehmann, JR; Melo, LCN; Gonçalves, M; Oliveira, PG; Moura, MZD","2768","2001","02","13","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Afloramento de quartzito.Herbáceo, flores amarelas com traços vermelhos nas pétalas; afloramento de quartzito, herbáceo, flores amarela com traços vermelhos nas pétalas","BHCB008415",NA,NA,NA,"2012","08","101169","auto",NA,NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:37:35-03","UFMG","BHCB","66675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barreto, HLM; Markgraf, F","12029",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Francisco Sá","Brejo das Almas ou São Domingo","-43.4883003234863","-16.4757995605469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA
"192","2020-12-11 11:37:35-03","UFMG","BHCB","165818","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2261","2013","01","09","Southern America","Brasil","Minas Gerais","Nova Lima","Capitão do Mato","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Flores Roxas; Em campo cerrado ferruginoso","BHCB014325",NA,NA,NA,"2014","04","29211","auto",NA,NA,"30",NA,NA,NA,NA
"193","2020-12-11 11:37:35-03","UFMG","BHCB","169761","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Duarte, PC; Mendes, S; Oliveira, AP; Yamamoto, M","196","2002","12","21","Southern America","Brasil","Minas Gerais","Perdizes","EPDA Galheiro, Céu cavalo, Estação Ambiental Galheiro.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Erva, cerca de 0,4 m. Cálice e glândulas verdes, corola e estames amarelos.; Cerrado.","BHCB014206",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:37:35-03","UFMG","BHCB","11913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Fernandes, GWA","s.n.","1983","01","06","Southern America","Brasil","Minas Gerais","Três Marias","Estação Biológica de Pirapitinga","-45.24169921875","-18.2063999176025",NA,NA,NA,"cerrado","BHCB008413",NA,NA,NA,"2012","08","54667","auto",NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:37:35-03","UFMG","BHCB","40331","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina","Gouvêa.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:37:35-03","UFMG","BHCB","53295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Mota, RC da","137",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:37:35-03","UFMG","BHCB","26165","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
