"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"489","2019-11-01 15:03:07-03","UnB","UB","95530","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Mitzi, G","214","1970","05","17","Southern America","Brasil","Distrito Federal","Riacho Fundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-11-01 15:03:07-03","UnB","UB","95532","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Heringer, EP","13259","1974","04","10","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-11-01 15:03:07-03","UnB","UB","95533","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","César, HL","33","1980","01","22","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.933333","-15.95",NA,NA,NA,NA,NA,NA,"-47.933333","-15.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-11-01 15:03:07-03","UnB","UB","95534","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Taxonomy Class of Universidade de Brasília","576","1977","11","16","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.85","-15.75",NA,NA,NA,"Herb. petals yellow.; Cerrado low tree and scrub savanna (the natural vegetation here, white woody layer slughtly opened by fires from the original tree and scrub woodland from). Burned last dry season.",NA,NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-11-01 15:03:07-03","UnB","UB","95535","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Heringer, EP","14391","1975","11","07","Southern America","Brasil","Distrito Federal","Gama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-11-01 15:03:07-03","UnB","UB","95537","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Ginzbarg, S","709","1988","02","25","Southern America","Brasil","Distrito Federal",NA,"Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-11-01 15:03:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Kirkbride Junior, JH","3966","1981","03","12","Southern America","Brasil","Distrito Federal",NA,"Região Burração, perto da BR 020","-47.45","-15.583333",NA,NA,NA,"Erva; pétalas amarelas; Cerradão com solo arenoso com muitas peças grandes de pedra arenosa",NA,NA,"-47.45","-15.583333","1999","09",NA,NA,NA,NA,"17",NA,NA,NA,NA
"496","2019-11-01 15:03:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Ratter, JA; Gibbs, PE; Fonseca, SG","2982","1976","05","07","Southern America","Brasil","Distrito Federal",NA,"Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower",NA,NA,NA,NA,NA,"Small perennial herb. Petals yellow; In grassland on the well drained slopes close to the railway lie",NA,NA,NA,NA,"1999","09",NA,NA,NA,NA,"17",NA,NA,NA,NA
"497","2019-11-01 15:03:07-03","UnB","UB","95528","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Philcox, D","4931","1968","05","05","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"498","2019-11-01 15:03:07-03","UnB","UB","95531","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Heringer, EP","15397","1975","12","28","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"499","2019-11-01 15:03:07-03","UnB","UB","146172","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Fank-de-Carvalho, SM","87","2006","01","17","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"500","2019-11-01 15:03:07-03","UnB","UB","33696","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Candida, M","Barros, MAG","2292","1992","02","05","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"501","2019-11-01 15:03:07-03","UnB","UB","151233","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Incógnito","Mendes, S","379","2002","12","20","Southern America","Brasil","Minas Gerais","Perdizes","EPDA -Galheiro - Céu Cavalo. Estação Ambiental Galheiro,","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herbácea, cerca de 0,8m. Cálice e glandulas verdes, corola estames amarelos.; cerrado",NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"502","2019-11-01 15:03:07-03","UnB","UB","151232","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Vieira, RC","90","1981","01","30","Southern America","Brasil","Minas Gerais","Sacramento","Estrada Sacramento-FRanca, perto da CEMIG","-47.439998626709","-19.8652992248535",NA,NA,NA,"Herbáceo, ca 0,35m. Corola amarela; Campo rupestre",NA,NA,NA,NA,"1993",NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA
"503","2019-11-01 15:03:07-03","UnB","UB","151225","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Mimura, I","214","1962","01","27","Southern America","Brasil","São Paulo","São José dos Campos","Ca 7,2km SSE em linha reta da praça principal de São José dos Campos.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Erva com xilopodio. Diam. da face da flor 2,2cm; Pétalas amarelo-ouro. Glands. na base da flor marrom-avermelhadas. Filete amarelo-claro, antera amarelo-ouro; estilete amaerlo-esverdeado e estigma verde-claro.; Cerrado aberto arbustivo, predominando",NA,NA,NA,NA,"1982",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA
"504","2019-11-01 15:03:07-03","UnB","UB","151226","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Mimura, I","247","1962","02","06","Southern America","Brasil","São Paulo","São José dos Campos","Ca 7,4-7,7km ao SSE em linha reta da praça principal de São José dos Campos. 400-800m ao oeste da estrada oara Paraibuna. Cabeceira de um vale pequeno Alt. 600-640m.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Erva até 5dm alt. Diam da face da face da flor 18-21mm. Pétalas amarelo-ouro. Gland. vermelho-amareladas. Estigma amarelo.; Manta contínua de arbusto e arvores pequenos até 4-5m de altura. de aspectos meio-cerrado, meio-capoeira.",NA,NA,NA,NA,"1982",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA
"505","2019-11-01 15:03:07-03","UnB","UB","151227","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Mimura, I","202","1962","01","15","Southern America","Brasil","São Paulo","São José dos Campos","Ca9,1km ao SSE em linha reta da praça principal de São José dos Campos.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Erva com xilopódio 2cm diam. Diam da face da flor 2,3cm . Sépalas marrons. Glandulas marrons. Petalas amarelo-ouro.; Cerrado aberto, arbustivo",NA,NA,NA,NA,"1982",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA
"506","2019-05-06 11:58:48-03","UFU","HUFU","29737","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Pacheco, R.A.","Nakajima, J.N.; Pacheco, R.A.; Volpi, R.L. & Silva, S.M.","3361","2002","12","06",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha para Cachoeira Triângulo.","-46.8539009094238","-20.343900680542",NA,NA,NA,"Herbacea ca. de 0,4 m. Cálice e glândulas esverdeadas, corola e estames amarelos.; Campo rupestre.","HUFU00038331","HUFU00038331",NA,NA,"2003","02","41380","auto",NA,NA,"14",NA,NA,NA,NA
"507","2019-05-06 11:58:48-03","UFU","HUFU","31169","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Duarte, P.C.; Mendes, S.; Oliveira, A.P. & Yamamoto, M.","196","2002","12","21",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, Céu Cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Erva de 0,4 m. Cálice e glândulas verdes, corola e estames amarelos.; Perdizes.","HUFU00011695","HUFU00011695",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"508","2019-05-06 11:58:48-03","UFU","HUFU","5187","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, M.C.H.","Nakajima, J.N.; Romero, R.","195","1994","02","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Casa de Pedra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,40m. Cálice com glândulas vinho, corola e estames amarelos.; Campo em solo arenoso argiloso.","HUFU00038325","HUFU00038325",NA,NA,"1995","10","57119","auto",NA,NA,"31",NA,NA,NA,NA
"509","2019-05-06 11:58:48-03","UFU","HUFU","7470","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, M.C.H.","Romero, R.; et al.","1791","1995","01",NA,NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, próximo à torre de observação.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,30m. Glândulas vinho, cálice verde, corola amarela, externamente e com manchas vermelhas.; Campo limpo com afloramento rochoso.","HUFU00038326","HUFU00038326",NA,NA,"1995","10","57119","auto",NA,NA,"31",NA,NA,NA,NA
"510","2019-05-06 11:58:48-03","UFU","HUFU","39803","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Samira, I.E.","Oliveira, G.C.","2180","2003","01","20",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Herbácea, ca. 0,45 m. Amarela.; Vereda.","HUFU00014196","HUFU00014196",NA,NA,"2005","01","73879","auto",NA,NA,"10",NA,NA,NA,NA
"511","2019-05-06 11:58:48-03","UFU","HUFU","11303","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Barbosa, A.A.A.","574","1992","01","30",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva. Flor amarela.; Campo sujo.","HUFU00014204","HUFU00014204",NA,NA,"2005","11","58223","auto",NA,NA,"14",NA,NA,NA,NA
"512","2019-05-06 11:58:48-03","UFU","HUFU","11181","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Barbosa, A.A.A.","547","1992","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com pétala amarela.; Campo sujo.","HUFU00014194","HUFU00014194",NA,NA,"2005","11","58223","auto",NA,NA,"14",NA,NA,NA,NA
"513","2020-08-04 12:48:24-03","UFU","HUFU","18710","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Arantes, A.A.A.","Barbosa, A.A.A.; Amaral, A.F.","1397","1999","01","29",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda direita da vereda 4.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Flor amarela.; Vereda.","HUFU00014195","HUFU00014195",NA,NA,"1999","04","58223","auto",NA,NA,"14",NA,NA,NA,NA
"514","2019-05-06 11:58:48-03","UFU","HUFU","43649","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Bernardes, P.H.N.","Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4026","2005","12","07",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Morro atrás da pousada do Rio Turvo.",NA,NA,NA,NA,NA,"Erva, ca. 0,2 m. Cálice verde, glândulas avermelhadas, corola e estames amarelos.; Cerrado rupestre.","HUFU00038332","HUFU00038332",NA,NA,"2006","08",NA,NA,NA,NA,"18",NA,NA,NA,NA
"515","2019-05-06 11:58:48-03","UFU","HUFU","29408","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Pacheco, R.A.","Volpi, R.L.; Pacheco, R.A.; Nakajima, J.N. & Silva, S.M.","286","2002","12","03",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para a Gurita","-46.8539009094238","-20.343900680542",NA,NA,NA,"Subarbusto 0,3 m. Cálice e glândulas verdes, corola amarela.; Cerrado rupestre.","HUFU00038330","HUFU00038330",NA,NA,"2003","02","41380","auto",NA,NA,"14",NA,NA,NA,NA
"516","2019-05-06 11:58:48-03","UFU","HUFU","35962","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Amorim, E.H.; Hattori, E.K.O. & Pacheco, R.A.","840","2004","01","20",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, Céu do cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Subarbusto, ca. 1 m. Cálice verde, corola e estames amarelos.","HUFU00014188","HUFU00014188",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"517","2019-05-06 11:58:48-03","UFU","HUFU","31202","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Mendes, S.; Oliveira, A.P.; Yamamoto, M. & Duarte, P.C.","379","2002","12","20",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro, Céu Cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herbácea ca. de 0,8 m. Cálice e glândulas verdes, corola e estames amarelos.; Cerrado.","HUFU00014189","HUFU00014189",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"518","2019-05-06 11:58:48-03","UFU","HUFU","35517","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Hattori, E.K.O.; Amorim, E.H. & Fleury-Silva, H.R.","84","2003","12","05",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro. Céu Cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Erva ca. de 0,4 m. Cálice verde, corola amarela e estames amarelos.; Cerrado.","HUFU00014185","HUFU00014185",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"519","2019-05-06 11:58:48-03","UFU","HUFU","31541","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Amorim, E.H.; Romero, R.; Mendes, S. & Arruda, R.","554","2003","02","14",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro. Céu do cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herbácea 0,5 m. Cálice verde, corola amarela.","HUFU00014191","HUFU00014191",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"520","2019-05-06 11:58:48-03","UFU","HUFU","31278","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Amorim, E.H.; Mendes, S.; Arruda, R. & Fonseca, D.V.","447","2003","01","16",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro. Macega.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herbácea 0,5 m. Cálice verde, corola amarela.","HUFU00014190","HUFU00014190",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"521","2019-05-06 11:58:48-03","UFU","HUFU","31502","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Amorim, E.H.; Romero, R.; Mendes, S. & Arruda, R.","608","2003","02","15",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro. Macega.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Subarbusto 1 m. Cálice verde, corola amarela.","HUFU00014192","HUFU00014192",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"522","2019-05-06 11:58:48-03","UFU","HUFU","60","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede. M.C.H.","Vieira, R.C.","90","1981","01","30",NA,"Brasil","Minas Gerais","Sacramento","Estrada Sacramento - Franca, Perto da Cemig.","-47.439998626709","-19.8652992248535",NA,NA,NA,"Erva heliófila, ca. 35 cm. Flores com pétalas amarelas.; Campo rupestre.","HUFU00014205","HUFU00014205",NA,NA,"1994","03","69737","auto",NA,NA,"22",NA,NA,NA,NA
"523","2019-05-06 11:58:48-03","UFU","HUFU","8315","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Romero, R.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","839","1995","03","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada do Chapadão Diamante.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,3m. Glândulas verdes, corola e estames amarelados.; Campo rupestre.","HUFU00038327","HUFU00038327",NA,NA,"2001","12","57119","auto",NA,NA,NA,NA,NA,NA,NA
"524","2019-05-06 11:58:48-03","UFU","HUFU","13876","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2178","1997","02","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada do Retiro das Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,3m. Glândulas avermelhadas, cálice alaranjado, corola e estigmas amarelados.; Campo sujo.","HUFU00038328","HUFU00038328",NA,NA,"2006","02","57119","auto",NA,NA,NA,NA,NA,NA,NA
"525","2019-05-06 11:58:48-03","UFU","HUFU","14121","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Assis, A.M.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4205","1997","04","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Fazenda do Fundão.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,2m. Glândulas vinho, cálice e corola amarelos, estigmas amarelos.; Afloramento rochoso, 3 meses após queimada.","HUFU00038329","HUFU00038329",NA,NA,"2002",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"526","2019-05-06 11:58:48-03","UFU","HUFU","17712","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","5016","1998","01","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo a torre de observação, estrada para Sacramento - São Roque de Minas.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,3m. Glândulas vinho, cálice verde, corola, estames e estigmas amarelos.; Afloramento rochoso, cerca de 4 meses após queimada. Campo limpo.","HUFU00038323","HUFU00038323",NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"527","2019-05-06 11:58:48-03","UFU","HUFU","12406","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.; Nakajima, J.N.","3366","1996","03","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Trilha do córrego da Fazenda","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,2m. Glândulas esverdeadas, cálice esverdeado, corola e estames amarelados.; Campo limpo com afloramento rochoso.","HUFU00038324","HUFU00038324",NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"528","2019-05-06 11:58:48-03","UFU","HUFU","11304","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barbosa, A.A.A.","520","1992","01","20",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flores amarelas.; Campo sujo.","HUFU00014209","HUFU00014209",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"529","2019-05-06 11:58:48-03","UFU","HUFU","11305","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barbosa, A.A.A.","488","1992","01","15",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flores amarelas.; Campo sujo.","HUFU00014187","HUFU00014187",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"530","2019-05-06 11:58:48-03","UFU","HUFU","22291","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Mendes, S.","s.n.","2000","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3 (sudeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Flor amarela.; Vereda.","HUFU00014193","HUFU00014193",NA,NA,"2005","11","58223","auto",NA,NA,"14",NA,NA,NA,NA
"531","2019-05-06 11:58:48-03","UFU","HUFU","22297","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Araújo, G.M.","2995","2000","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 4 (a oeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"FLor amarela.; Vereda.","HUFU00014186","HUFU00014186",NA,NA,"2005","11","58223","auto",NA,NA,"14",NA,NA,NA,NA
"532","2019-05-06 11:58:48-03","UFU","HUFU","39801","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Oliveira, G.C.","2476","2003","01","22",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,45 m. Amarela.; Vereda.","HUFU00014198","HUFU00014198",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"533","2019-05-06 11:58:48-03","UFU","HUFU","39800","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Oliveira, G.C.","2128","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea ca. de 0,35 m. Amarela.; Vereda.","HUFU00014199","HUFU00014199",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"534","2019-05-06 11:58:48-03","UFU","HUFU","7525","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Romero, R.","1813","1995","01","19",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,5 m. Glândulas vinho, cálice avermelhado. Corola amarela. labelo amarelo e vinho no ápice.; Transição Campo sujo - campo úmido.","HUFU00014225","HUFU00014225",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"535","2019-05-06 11:58:48-03","UFU","HUFU","45456","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Barbosa, A.A.A.","s.n.","2004","12","06",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,5 m. Flores amarelas.; Vereda.","HUFU00014201","HUFU00014201",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"536","2019-05-06 11:58:48-03","UFU","HUFU","32327","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Barbosa, A.A.A.","Barbosa, A.A.A.; Silva, M.R.","s.n.","1999","11","16",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva. Corola amarela, cálice verde.; Vereda.","HUFU00014207","HUFU00014207",NA,NA,"1999","11","58223","auto",NA,NA,"16",NA,NA,NA,NA
