"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus"
"52","2021-03-01 16:18:54-03","UNICAMP","UEC","205978","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Streher, NS","2018","01","15","Streher, NS","NS125B","2018","01","15","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Próximo ao estacionamento do Posto Marcão, parte alta do parque.","-44.8699989318848","-22.283899307251","26914",NA,"Híbrido? Área alagada; Campos de Altitude","auto",NA,NA,"UEC166815","UEC166815",NA,NA,NA,NA,NA
"53","2021-03-01 16:18:54-03","UNICAMP","UEC","205977","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Streher, NS","2018","01","15","Streher, NS","NS126","2018","01","15","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Próximo ao estacionamento do Posto Marcão, parte alta do parque.","-44.8699989318848","-22.283899307251","26914",NA,"Campos de Altitude","auto",NA,NA,"UEC166816","UEC166816",NA,NA,NA,NA,NA
"54","2021-03-01 16:18:54-03","UNICAMP","UEC","162148","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Oliveira, RS","2012","03",NA,"Pimenta, HR; Grandi, TSM","2078","1985","10","05","Brazil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344","14750",NA,"Herbácea.","auto",NA,NA,"UEC024529","UEC024529",NA,NA,NA,NA,NA
"55","2019-08-20 09:59:00-03","UNICAMP","UEC","69321","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Oliveira, RS","2013","02",NA,"Stehmann, JR","2172","1995","10","12","Brazil","Minas Gerais","Nova Lima","Morro do Chapéu, Próximo ao loteamento","-43.8466987609863","-19.9855995178223","29211",NA,"flor, Em campo","auto",NA,NA,"UEC090416","UEC090416",NA,NA,NA,NA,NA
"56","2019-08-20 09:59:00-03","UNICAMP","UEC","170488","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau",NA,NA,NA,NA,"Dutilh, JHA","s.n.","1997","05","23","Brazil","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768","16076",NA,NA,"auto",NA,NA,"UEC010228","UEC010228",NA,NA,NA,NA,NA
"57","2019-08-20 09:59:00-03","UNICAMP","UEC","170479","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau",NA,NA,NA,NA,"Dutilh, JHA","s.n.","1999","08","25","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190",NA,NA,"auto",NA,NA,"UEC010306","UEC010306",NA,NA,NA,NA,NA
"58","2019-08-20 09:59:00-03","UNICAMP","UEC","62938","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Dutilh, JHA","2001","08",NA,"Bernacci, LC","28417",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda","-46.5499992370605","-23.1100006103516","21675",NA,"flor, Erva bulbosa, ca. 0,5 - 0,7m altura, sem folhas na floração, flores verde-avermelhadas. Ocorrente em lajeados expostos em populações distintas, sobre acúmulo de matéria orgânica.","auto",NA,NA,"UEC090415","UEC090415","900","1400",NA,NA,NA
"59","2019-08-20 09:59:00-03","UNICAMP","UEC","62939","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau","Dutilh, JHA","2001","08",NA,"Bernacci, LC","28419",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda","-46.5499992370605","-23.1100006103516","21675",NA,"flor, Mata mesófila de altitude com afloramentos rochosos no interior ou expostos. Erva bulbosa, flores avermelhadas, sem folhas na floração. Ca. 0,5-0,7m alt. Ocorre em lajeados expostos em populações concentradas.","auto",NA,NA,"UEC090418","UEC090418","900","1400",NA,NA,NA
"60","2019-08-20 09:59:00-03","UNICAMP","UEC","170473","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","J.Beau",NA,NA,NA,NA,"Dutilh, JHA","s.n.","1997","02","18","Brazil","São Paulo","Campinas","Cultivada no IAC, sob o número 16511. Procedência: Rio de Janeiro, Nova Friburgo.","-47.060001373291","-22.8999996185303","23900",NA,NA,"auto",NA,NA,"UEC010311","UEC010311",NA,NA,NA,NA,NA
"61","2019-11-05 16:42:33-03","UFOP","OUPR","25750","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Cardoso, R.C.; Da Silva, T.C.","25","2011","09","02","Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Campo Rupestre quartzítico","-43.520556","-20.363889",NA,NA,"Flores vermelhas, anteras roxas",NA,NA,NA,NA,NA,NA,NA,"-43.520556","-20.363889",NA
"62","2019-11-05 16:42:33-03","UFOP","OUPR","29628","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Badia, C.V.V.","2017","11",NA,"Badia, C.C.V.; Echternacht, L.; Lima, B. & Rodrigues, D.","04","2017","08","05","Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro São Sebastião. A trilha se inicia na antiga pedreira e termina na nascente do Rio das Velhas, próxima à Rua das Camarinhas.","-43.505278","-20.383611",NA,NA,"Hábito herbáceo, cormo amarelado e com textura pegajosa, estiletes e filetes esverdeados na base e vermelhos no ápice. Localiza-se em platôs com acúmulo de substrato e região sombreada.",NA,NA,NA,NA,NA,"1427","1427","-43.505278","-20.383611",NA
"63","2019-11-05 16:42:33-03","UFOP","OUPR","578","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Alto do Itacolomy","-43.5080986022949","-20.2875003814697","44599",NA,"Sobre os rochedos. Ex Herb. Escola de Minas n. 520","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-05 16:42:33-03","UFOP","OUPR","8779","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Aglio, F.J.C.","31","1999","09","20","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Serra da Brígida","-43.5080986022949","-20.2875003814697","44599",NA,"Herbácea, flores vermelhas. Rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-05 16:42:33-03","UFOP","OUPR","1404","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Roschel, M.B.; Dias, S.","s.n.","1994","05","21","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697","44599",NA,"Erva bulbosa, flores vermelhas. Rupícola em campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-05 16:42:33-03","UFOP","OUPR","580","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Badini, J.","s.n.","1971","08","01","Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomy","-43.5080986022949","-20.2875003814697","44599",NA,"Erva, flores vermelhas. Sobre fendas de itacolomito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-05 16:42:33-03","UFOP","OUPR","579","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Badini, J.","s.n.","1971","08","01","Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomy","-43.5080986022949","-20.2875003814697","44599",NA,"Erva, flores vermelhas. Sobre fendas de itacolomito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-05 16:42:33-03","UFOP","OUPR","581","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Peron, M.","s.n.","1986","04","06","Brasil","Minas Gerais","Ouro Preto","Topo da pedra Itacolomi","-43.5080986022949","-20.2875003814697","44599",NA,"Erva bulbosa, flores vermelhas. Detritos sobre itacolomito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:11:33-03","MBM","MBM","68577","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Amaryllis","lavrensis","Amaryllis lavrensis","Ravenna","Ravenna, P.","1998",NA,NA,"Leitão Filho, H.F.; Shepherd, G.; Martins, F.R.; et al.; Shepherd, G.; Martins, F.R.; et al.","11944","1980","12","10","Brazil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688","20044",NA,"Herbáceo, com bulbos, folhas glaucas, flores creme c/listras avermelhadas. Em campo rupestre; Hérbáceo, com bulbos, folhas glaucas, flores creme c/ listras avermelhadas.; Campo rupestre.","auto","Southern America",NA,"MBM068577","MBM068577",NA,NA,NA,NA,"ISOTYPE"
"70","2020-12-11 11:43:19-03","UFMG","BHCB","24462","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","damazianum","Hippeastrum damazianum",NA,NA,NA,NA,NA,"Teixeira, WA","s.n.","1983","08","30","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:43:20-03","UFMG","BHCB","179087","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2015","11",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2631","2015","10","07","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-20.256111",NA,NA,"Erva terrestre, base da raque rosa, flores vermelhas.; Campo Rupestre Quartzítico.",NA,"Southern America",NA,"BHCB055187","BHCB055187",NA,NA,"-43.663056","-20.256111",NA
"72","2020-12-11 11:43:20-03","UFMG","BHCB","129111","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2009","05",NA,"Leite, RLRM; Soares, VA; Mascarenhas, JRM","83","2008","10","12","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para o condomínio Retiro do Chalé, 1 km após o entroncamento com o local conhecido como Topo do Mundo, morros a esquerda da pista, cerca de 3 km após o entroncamento com a BR-040.","-43.979694","-20.190806",NA,NA,"Herbácea, pétalas vermelho-alaranjadas com faixas longitudinais esverdeadas, anteras amarelas.; Fendas nas pedras (afloramento de minério de ferro).",NA,"Southern America",NA,"BHCB055202","BHCB055202","1420","1420","-43.979694","-20.190806",NA
"73","2020-12-11 11:43:20-03","UFMG","BHCB","129085","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2009","05",NA,"Leite, RLRM; Soares, VA","57","2008","09","21","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entroncamento para o condomínio Retiro do Chalé e as torres de transmissão no local conhecido como Topo do Mundo, cerca de 24km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040, morros no entorno da pist","-43.978722","-20.196806",NA,NA,"Pétalas vermelho-alaranjadas com faixas longitudinais esverdeadas, anteras amarelas.; Em mancha de vegetação arbustiva baixa circundada por campo rupestre com afloramento de minério de ferro.",NA,"Southern America",NA,"BHCB055201","BHCB055201","1501","1501","-43.978722","-20.196806",NA
"74","2020-12-11 11:43:20-03","UFMG","BHCB","110856","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2007","04",NA,"Carmo, FF","122","2006","12","15","Brasil","Minas Gerais","Moeda","Marinho da Serra, C1.","-43.938083","-20.348444",NA,NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"Southern America",NA,"BHCB055198","BHCB055198","1544","1544","-43.938083","-20.348444",NA
"75","2020-12-11 11:43:20-03","UFMG","BHCB","117530","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Viana, PL; Mota, NFO; Giorni, VT; Ramalho, AJ","3493","2008","03","28","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Próximo à Lapa do Anízio.","-43.316667","-18.2",NA,NA,"Ocasional.; Bulbo. Flores com tépalas cremes-avermelhadas (nervuras vermelhas).; Fendas de rochas, ao lado de Aechmea phanerophlebia. Campo Rupestre.",NA,"Southern America",NA,"BHCB055186","BHCB055186",NA,NA,"-43.316667","-18.2",NA
"76","2020-12-11 11:43:20-03","UFMG","BHCB","122292","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2010","12",NA,"Carmo, FF","3343","2008","07","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.482778","-20.417222",NA,NA,"Blocos de quartzito.",NA,"Southern America",NA,"BHCB055199","BHCB055199","1650","1650","-43.482778","-20.417222",NA
"77","2020-12-11 11:43:20-03","UFMG","BHCB","127000","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2008","06",NA,"Mota, RC da; Santos, LM; Arruda, L","3379","2007","11","09","Brasil","Minas Gerais","Sabará","Mina do Segredão","-43.766667","-19.833333",NA,NA,"Erva, flores boninas com listra central esverdeada.; Campo rupestre laterítico.",NA,"Southern America",NA,"BHCB055200","BHCB055200","1200","1200","-43.766667","-19.833333",NA
"78","2020-12-11 11:43:20-03","UFMG","BHCB","141951","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Oliveira, CT; Giacomin, LL","20","2008","08","26","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico Conceição.","-43.526944","-20.093333",NA,NA,"Erva de 40 cm, flores vermelhas.",NA,"Southern America",NA,"BHCB055203","BHCB055203","1800","1800","-43.526944","-20.093333",NA
"79","2020-12-11 11:43:20-03","UFMG","BHCB","149020","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","03",NA,"Tameirão Neto, E; Mansur, T","4901","2011","01","13","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo.","-43.679167","-20.032961",NA,NA,"Herbáceo.; Campo rupestre sobre canga couraçada.",NA,"Southern America",NA,"BHCB055185","BHCB055185","1596","1596","-43.679167","-20.032961",NA
"80","2020-12-11 11:43:20-03","UFMG","BHCB","149334","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","07",NA,"Carmo, FF; Ribeiro, LC; Silva, ES","1941","2008","01","14","Brasil","Minas Gerais","Moeda","Marinho da Serra/C2","-43.937528","-20.332361",NA,NA,"Coletado em borda de afloramento de canga.",NA,"Southern America",NA,"BHCB035659",NA,"1540","1540","-43.937528","-20.332361",NA
"81","2020-12-11 11:43:20-03","UFMG","BHCB","149338","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","07",NA,"Carmo, FF","4892","2009","07","25","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa, QTZ","-43.701389","-20.1045",NA,NA,"Afloramento de quartzito.",NA,"Southern America",NA,"BHCB035661","BHCB035661","1390","1390","-43.701389","-20.1045",NA
"82","2020-12-11 11:43:20-03","UFMG","BHCB","149339","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","07",NA,"Carmo, FF","5222","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368639","-19.889944",NA,NA,"Afloramento de granito.",NA,"Southern America",NA,"BHCB035655","BHCB035655 BHCB035655_1","815","815","-43.368639","-19.889944",NA
"83","2020-12-11 11:43:20-03","UFMG","BHCB","149340","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","07",NA,"Carmo, FF","5401","2011","01","30","Brasil","Minas Gerais","Moeda","Marinho da Serra/QTZ","-43.94","-20.324444",NA,NA,"Afloramento de quartzito.",NA,"Southern America",NA,"BHCB035663","BHCB035663","1450","1450","-43.94","-20.324444",NA
"84","2020-12-11 11:43:20-03","UFMG","BHCB","156313","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Pena, FSR","s.n.","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.431667","-18.908333",NA,NA,NA,NA,"Southern America",NA,NA,NA,"950","950","-43.431667","-18.908333",NA
"85","2020-12-11 11:43:20-03","UFMG","BHCB","159703","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2011","11",NA,"Vidal, CV; Paula, RL","827","2011","10","06","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.970386","-20.119969",NA,NA,"Herbáceo.; Campo rupestre sobre canga.",NA,"Southern America",NA,"BHCB055196","BHCB055196",NA,NA,"-43.970386","-20.119969",NA
"86","2020-12-11 11:43:20-03","UFMG","BHCB","161118","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2012","07",NA,"Santos, RC","5","2011","10","28","Brasil","Minas Gerais","Nova Lima","Parque Estadual da Serra do Rola Moça","-44.035639","-20.061861",NA,NA,"Flores vermelhas.; Canga couraçada.",NA,"Southern America",NA,"BHCB011711","BHCB011711","1405","1405","-44.035639","-20.061861",NA
"87","2020-12-11 11:43:20-03","UFMG","BHCB","178895","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2015","11",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","894","2015","09","29","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,"Erva rupícola, flores vermelhas com interior verde.; Campo Rupestre Quartzítico.",NA,"Southern America",NA,"BHCB055190","BHCB055190",NA,NA,"-43.605","-20.197222",NA
"88","2020-12-11 11:43:20-03","UFMG","BHCB","179075","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2015","11",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2619","2015","09","25","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,"Prensado em álcool.; Erva saxícola, base das folhas rosas, flores vermelhas.; Campo Rupestre Quartzítico, local sombreado.",NA,"Southern America",NA,"BHCB055189","BHCB055189",NA,NA,"-43.605","-20.197222",NA
"89","2020-12-11 11:43:20-03","UFMG","BHCB","182381","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Giacomin, LL; Kamino, LHY; Almeida, TE","272","2008","10","29","Brasil","Minas Gerais","Sapucaí-Mirim","Margem da estrada não pavimentada que liga Camanducaia a Sapucaí-Mirim.","-45.891667","-22.778889",NA,NA,"Erva ereta. Flores vermelhas.; Floresta Ombrófila secundária, com pinheiros cultivados.",NA,"Southern America",NA,NA,NA,"1516","1516","-45.891667","-22.778889",NA
"90","2020-12-11 11:43:20-03","UFMG","BHCB","183309","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2016","11",NA,"Paucar, JOA; Batista, JAN","27","2016","09","13","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha desde a Tronqueira até o Pico da Bandeira.","-41.801944","-20.428056",NA,NA,"Herbácea, flor vermelha.; Terrestre em bolsão de terra sobre ou entre rocha.",NA,"Southern America",NA,"BHCB039521","BHCB039521 BHCB039521_1","2632","2632","-41.801944","-20.428056",NA
"91","2020-12-11 11:43:20-03","UFMG","BHCB","184233","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2016","12","15","Paiva, JAM; Souza, LS; Silva, E; Tomich, S","1270","2016","12","07","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari I","-43.631667","-20.149444",NA,NA,"Herbáceo, 0,35m alt. Rupícola. Frutos passados castanhos.; Campo Rupestre Quartizito. Área pós queimada.",NA,"Southern America",NA,"BHCB055188","BHCB055188","1429","1429","-43.631667","-20.149444",NA
"92","2020-12-11 11:43:20-03","UFMG","BHCB","186258","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2019","02","25","Bragioni, TLS; Silva, GS; Stehmann, JR","61","2016","09","13","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Pico da Bandeira.","-41.836944","-20.41",NA,NA,NA,NA,"Southern America",NA,"BHCB186258",NA,NA,NA,"-41.836944","-20.41",NA
"93","2020-12-11 11:43:20-03","UFMG","BHCB","188650","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Paiva, JAM; Souza, JAM; Silva, E","1379","2017","08","01","Brasil","Minas Gerais","Ouro Preto","RPPN Horto Alegria","-43.57","-20.228056",NA,NA,"Erva. Saxícola. Flores vermelhas.; Campo Rupestre Quartzítico.",NA,"Southern America",NA,"BHCB188650","BHCB188650","1834","1834","-43.57","-20.228056",NA
"94","2020-12-11 11:43:20-03","UFMG","BHCB","191378","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Vidal, CV","s.n.","2017","11","20","Brasil","Minas Gerais","Rio Acima",NA,"-43.666667","-20.1125",NA,NA,"Campo Rupestre sobre Canga.",NA,"Southern America",NA,"BHCB191378","BHCB191378","1600","1600","-43.666667","-20.1125",NA
"95","2020-12-11 11:43:20-03","UFMG","BHCB","196088","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2019","01","14","Lopes, ADC; Bragioni, TLS; Cruz, CKF; Tabosa, FRS","82","2017","08","16","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.912222","-19.961389",NA,NA,"Erva, ca. 63 cm de altura. Terrícola. Caule tipo bulbo. Tépalas vermelhas com nervuras vermelhas escuras e raios centrais verdes. Estame e estilete vermelhos.; Canga",NA,"Southern America",NA,"BHCB196088","BHCB196088 BHCB196088_v1 BHCB196088_v2","1417","1417","-43.912222","-19.961389",NA
"96","2020-12-11 11:43:20-03","UFMG","BHCB","196115","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2019","01","14","Lopes, ADC; Souza, LS; Bonifácio, SKV","109","2017","10","20","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.912222","-19.961389",NA,NA,"Erva, ca. 55 cm de altura. Terrícola. Tépalas vermelhas com nervuras vermelhas escuras e raios centrais verdes. Estame e estilete vermelhos.; Canga",NA,"Southern America",NA,"BHCB196115","BHCB196115","1417","1417","-43.912222","-19.961389",NA
"97","2020-12-11 11:43:20-03","UFMG","BHCB","6214","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Paula, J; Grandi, TSM","1826","1985","06","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667",NA,NA,"Herbáceo.; Campo rupestre.",NA,"Southern America",NA,"BHCB055172","BHCB055172","1720","1720","-43.666667","-19.816667",NA
"98","2020-12-11 11:43:20-03","UFMG","BHCB","73764","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Viana, PL","221","2001","09","25","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,NA,"Floresceu aprox. 50 dias após queimada.; Erva. Flores alaranjadas.",NA,"Southern America",NA,"BHCB055182","BHCB055182","1400","1400","-43.983611","-20.093056",NA
"99","2020-12-11 11:43:20-03","UFMG","BHCB","6853","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Gama, A; Grandi, TSM","2068","1985","10","05","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.083333","-20",NA,NA,"Herbáceo, flores vermelhas.; Campo Rupestre.",NA,"Southern America",NA,"BHCB055171","BHCB055171","1300","1300","-43.083333","-20",NA
"100","2020-12-11 11:43:20-03","UFMG","BHCB","81751","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,"2006","10",NA,"Viana, PL","763","2002","08","07","Brasil","Minas Gerais","Congonhas","Casa de Pedra.","-43.8577995300293","-20.4997005462646","16368",NA,"Erva com flores vermelhas.; Canga.","auto","Southern America",NA,"BHCB055180","BHCB055180","1600","1600",NA,NA,NA
