"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"145","2019-12-19 11:20:21-03","UFG","UFG","47510","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.","Delprete, P.G.","2005",NA,NA,"Delprete, P.G.; Reis, A. & Iza, O.","6977","1998","12","02","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro Baú","-48.95","-26.8","-48.95","-26.8","200","200",NA,"UFG0047510","UFG0047510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-12-19 11:20:21-03","UFG","UFG","47517","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"Delprete, P.G.; Reis, A. & Iza, O.","7045","1998","12","10","Brasil","Santa Catarina","Florianópolis","Unidade de Conservção Ambiental Desterro","-48.5","-27.516667","-48.5","-27.516667","50","50",NA,"UFG0047517","UFG0047517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-12-19 11:20:21-03","UFG","UFG","47519","S","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"Delprete, P.G.; Reis, A. & Iza, O.","7042","1998","12","10","Brasil","Santa Catarina","Florianópolis","Unidade de Conservção Ambiental Desterro","-48.5","-27.516667","-48.5","-27.516667","50","50",NA,"UFG0047519","UFG0047519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-01-26 13:58:16-03","IMA","MAC","25598","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","A.A.Quaresma","2019","10","22","C.R.F.Guedes; et al.","19","1982","04","07","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso.","-47.938686","-25.081767","-47.938686","-25.081767",NA,NA,"Arbusto ca. 2 m de altura. Flores brancas.; Mata Primária.","MAC0025598","MAC0025598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-01-26 13:58:16-03","IMA","MAC","25665","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","A.A.Quaresma","2019","10","22","S.L.Jung-Menda","520","1982","08","18","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Marujá.","-47.938686","-25.081767","-47.938686","-25.081767",NA,NA,"Arvorete ca. 4m de altura. Frutos imaturos verdes.","MAC0025665","MAC0025665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-03 13:56:29-03","UFF","NIT","NIT678","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","M. Gomes","2014","03","26","A. Lobão","1933","2012","05","19","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Seção Alto da Boa Vista, estrada principal do Parque.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Habito: Árvore","NIT00000677",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"151","2020-09-12 05:00:02-03","US","US","2141972","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs",NA,NA,NA,NA,"R. M. Klein","712","1954","3","17","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai.",NA,NA,NA,NA,"50","50",NA,"US00138817","US00138817_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,"Holotype"
"152","2020-09-12 05:00:02-03","US","US","2880930","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.",NA,NA,NA,NA,"D. Araujo","1709","1977","5","26","Brazil","Rio de Janeiro",NA,"Restinga da Marambaia, Gaeta, mata de ecosta proximo a mata de restinga",NA,NA,NA,NA,NA,NA,NA,"US02523140","US02523140_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"153","2020-09-12 05:00:02-03","US","US","3067232","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Martinelli, G. L. Bromley & et al.","10103",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, IIIº Distrito, Paraiso, Centro de Primatologia do RJ",NA,NA,NA,NA,"250",NA,NA,"US02734589","US02734589_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"154","2020-09-12 05:00:02-03","US","US","3067237","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"H. C. Lima, G. L. Bromley, P. De Oliveira & J. Caruso","2395",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, Paraiso, Centro de Primatologia",NA,NA,NA,NA,NA,NA,NA,"US02734584","US02734584_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"155","2020-09-12 05:00:02-03","US","US","2220606","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1848","1956","2","20","Brazil","Santa Catarina",NA,"Morro da Ressacada, Itajai",NA,NA,NA,NA,"30",NA,NA,"US02734598","US02734598_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"156","2020-09-12 05:00:02-03","US","US","2220517","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1242",NA,NA,NA,"Brazil","Santa Catarina",NA,"Morro da Ressacada, Itajai",NA,NA,NA,NA,"200",NA,NA,"US02734601","US02734601_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"157","2020-09-12 05:00:02-03","US","US","2829930","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"Klein, -- & -- Bresolin","10866","1973","2","20","Brazil","Santa Catarina",NA,"Aguas Mornas, Imarui",NA,NA,NA,NA,"100",NA,NA,"US02734591","US02734591_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"158","2020-09-12 05:00:02-03","US","US","3525805","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"P. G. Delprete, A. Reis & O. Iza","7040","1998","12","10","Brazil","Santa Catarina",NA,"Ilha de Santa Catarina, Mun. Florianopolis, Unidade de Conservacao Ambiental Desterro (Universidade Federal de Santa Catarina), Trilha do Jacatirao","-48.5","-27.52",NA,NA,"50","150",NA,"US02734579","US02734579_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"159","2020-09-12 05:00:02-03","US","US","2340951","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"-- Reitz & Klein, --","9456","1960","1","28","Brazil","Santa Catarina",NA,"Pirao Frio, Sombrio",NA,NA,NA,NA,"10",NA,NA,"US02734595","US02734595_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"160","2020-09-12 05:00:02-03","US","US","3525806","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"P. G. Delprete, A. Reis & O. Iza","7042","1998","12","10","Brazil","Santa Catarina",NA,"Ilha de Santa Catarina, Mun. Florianopolis, Unidade de Conservacao Ambiental Desterro (Universidade Federal de Santa Catarina), Trilha do Jacatirao","-48.5","-27.52",NA,NA,"50","150",NA,"US02734578","US02734578_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"161","2020-09-12 05:00:02-03","US","US","2123128","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"-- Reitz & Klein, --","410","1953","3","12","Brazil","Santa Catarina",NA,"S. Catarina, Campo Massiambu, Palhoca",NA,NA,NA,NA,"3",NA,NA,"US02734604","US02734604_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"162","2020-09-12 05:00:02-03","US","US","2575138","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"Klein, -- & -- Bresolin","7299","1967","3","15","Brazil","Santa Catarina",NA,"Florianopolis, Saco Grande",NA,NA,NA,NA,"200",NA,NA,"US02734593","US02734593_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"163","2020-09-12 05:00:02-03","US","US","2220514","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1230","1955","3","17","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai",NA,NA,NA,NA,"50",NA,NA,"US02734600","US02734600_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"164","2020-09-12 05:00:02-03","US","US","3067231","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Martinelli & S. Pessoa","10509",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, de Mage, IIIº Distrito, Paraiso Centro de Primatologia do RJ, mata secundaria entre o Centro de Primatologia e represa",NA,NA,NA,NA,"100",NA,NA,"US02734581","US02734581_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"165","2020-09-12 05:00:02-03","US","US","2220490","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1046","1955","2","10","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai",NA,NA,NA,NA,"20",NA,NA,"US02734602","US02734602_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"166","2020-09-12 05:00:02-03","US","US","3067233","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Martinelli, G. L. Bromley & J. Hatton","10357","1984","11","20","Brazil","Rio de Janeiro",NA,"Municipio de Mage, Centro de Primatologia, do Rio de Janeiro, IIIº Paraiso, IIIº Quadrat",NA,NA,NA,NA,"200",NA,NA,"US02734583","US02734583_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"167","2020-09-12 05:00:02-03","US","US","306728","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"H. C. Lima, G. L. Bromley, P. De Oliveira & J. Caruso","2372",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, Paraiso, Centro de Primatologia do RJ",NA,NA,NA,NA,NA,NA,NA,"US02734586","US02734586_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"168","2020-09-12 05:00:02-03","US","US","30675235","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Martinelli, G. L. Bromley & J. Hatton","10340",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, IIIº Distrito, Paraiso, Centro de Primatologia do RJ",NA,NA,NA,NA,"200",NA,NA,"US02734587","US02734587_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"169","2020-09-12 05:00:02-03","US","US","2575141","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","7276","1967","3","14","Brazil","Santa Catarina",NA,"Florianopolis, Morro do Ribeirao",NA,NA,NA,NA,"300",NA,NA,"US02734594","US02734594_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"170","2020-09-12 05:00:02-03","US","US","2932010","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Hatschbach","19014","1968","4","11","Brazil","Paraná",NA,"Rio do Cedro (mun. Guaraquecaba)",NA,NA,NA,NA,"50",NA,NA,"US02734592","US02734592_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"171","2020-09-12 05:00:02-03","US","US","3067234","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"H. C. Lima, J. Hatton, G. L. Bromley, S. Soares & et al.","2337",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, Paraiso, Centro de Primatologia do RJ",NA,NA,NA,NA,NA,NA,NA,"US02734590","US02734590_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"172","2020-09-12 05:00:02-03","US","US","3067229","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"G. Martinelli, G. L. Bromley & J. Hatton","10334",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, IIIº Distrito, Paraiso, Centro de Primatologia do RJ",NA,NA,NA,NA,"200",NA,NA,"US02734588","US02734588_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"173","2020-09-12 05:00:02-03","US","US","3525808","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"P. G. Delprete, A. Reis & O. Iza","7045","1998","12","10","Brazil","Santa Catarina",NA,"Ilha de Santa Catarina, Mun. Florianopolis, Unidade de Conservacao Ambiental Desterro (Universidade Federal de Santa Catarina). Trilha do Jacatirao","-48.5","-27.52",NA,NA,"50","150",NA,"US02734577","US02734577_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"174","2020-09-12 05:00:02-03","US","US","2142292","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"L. Smith & H. Veloso","5682","1952","2","18","Brazil","Santa Catarina",NA,"Mun. Brusque, Mato de Hoffmann, Brusque","-48.9","-27.1",NA,NA,"35","100",NA,"US02734605","US02734605_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"175","2020-09-12 05:00:02-03","US","US","2252361","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"-- Reitz & Klein, --","2974","1956","4","5","Brazil","Santa Catarina",NA,"Piloes, Palhoca",NA,NA,NA,NA,"350",NA,NA,"US02734597","US02734597_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"176","2020-09-12 05:00:02-03","US","US","2045525","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"B. Rambo S. J.","49746","1951","1","18","Brazil","Rio Grande do Sul",NA,"Brasilia, RGS, Lagoa dos Quadros p.Torres",NA,NA,NA,NA,NA,NA,NA,"US02734606","US02734606_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"177","2020-09-12 05:00:02-03","US","US","2101794","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"B. Rambo","s.n.","1949","2","22","Brazil","Rio Grande do Sul",NA,"Brasilia, RGS, Osorio",NA,NA,NA,NA,NA,NA,NA,"US02734607","US02734607_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"178","2020-09-12 05:00:02-03","US","US","2282373","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"L. Smith & R. M. Klein","12357","1957","4","4","Brazil","Santa Catarina",NA,"Mun. Palhoca, Piloes",NA,NA,NA,NA,"50","300",NA,"US02734596","US02734596_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"179","2020-09-12 05:00:02-03","US","US","2220505","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1132","1955","2","8","Brazil","Santa Catarina",NA,"Cunhas, Itajai",NA,NA,NA,NA,"10",NA,NA,"US02734603","US02734603_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"180","2020-09-12 05:00:02-03","US","US","2220535","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1311","1955","4","14","Brazil","Santa Catarina",NA,"Cunhas, Itajai",NA,NA,NA,NA,"15",NA,NA,"US02734599","US02734599_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"181","2020-09-12 05:00:02-03","US","US","3067230","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"H. C. Lima, J. Hatton, P. De Oliveira & J. Caruso","2454",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, Paraiso, proximo ao Centro de Primatologia",NA,NA,NA,NA,NA,NA,NA,"US02734582","US02734582_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"182","2020-09-12 05:00:02-03","US","US","3067236","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"H. C. Lima, G. L. Bromley, P. De Oliveira & J. Caruso","2383",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"RJ, Mun. de Mage, Paraiso, Centro de Primatologia",NA,NA,NA,NA,NA,NA,NA,"US02734585","US02734585_01",NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"183","2020-09-12 05:00:02-03","US","US","3525752","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll. Arg.",NA,NA,NA,NA,"P. G. Delprete, A. Reis & O. Iza","6977","1998","12","2","Brazil","Santa Catarina",NA,"Mun. Ilhota, Parque Botanico do Morro Bau, Trilha a lado da Cachoeira Central","-48.95","-26.8",NA,NA,"200","250",NA,"US02734580","US02734580_01",NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"184","2020-09-02 16:39:04-03","Cenargen","CEN","70969","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","S. L. Jung","1989","12",NA,"Célia Regina F. Guedes","19","1982","04","07","Brasil","SP","CANANEIA","Parque Estadual da Ilha do Cardoso.","-48",NA,"-48.0","-25166666.0",NA,NA,"Filotaxia: Oposta. doação do CNPq - Brasil - Programa Flora","CEN00070969","CEN00070969",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-09-02 16:39:04-03","Cenargen","CEN","69620","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","S. L. Jung-Mendançolli","1989","12",NA,"Mizué Kirizawa","1458","1985","04","18","Brasil","SP","CANANEIA","Parque Estadual da Ilha do Cardoso, mata do Morro das Almas.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto com cerca de 3,5. de alt. Flores creme-amarelada. Doação do Instituto de Botânica - São Paulo. Herbário SP 202307.","CEN00069620","CEN00069620",NA,NA,NA,"Exsicatas","37574","auto",NA,NA,NA,"1",NA,NA
"186","2020-10-15 09:54:03-03","UFPR","EFC","13650","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Ribeiro, C.L.","2014","07","20","Ribeiro, C.L.","88","2014","07","22","Brasil","SC","Palhoça",NA,"-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Espécie arbustiva","EFC013650",NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
"187","2019-11-13 11:30:23-03","USP","SPF","102991","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Jung-Mendaçolli, SL",NA,NA,NA,"Leitão Filho, HF","33537","1995","02","15","Brasil","São Paulo","Iguape","Morro do Cristo","-41.491167","-24.655","-41.491167","-24.655",NA,NA,NA,"SPF00102991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-13 11:30:23-03","USP","SPF","107537","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Anunciação, EA","1997","07",NA,"Sanches, CD","51","1994","09","07","Brasil","São Paulo","Iguape","Subaúma","-47.742333","-24.815083","-47.742333","-24.815083",NA,NA,NA,"SPF00107537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-13 11:30:23-03","USP","SPF","143285","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Costa, CB","2000","09",NA,"Vitta, FA","s.n.","1994","02","25","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SPF00143285",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"190","2021-03-25 13:53:29-03","UNIVILLE","JOI","11893","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","M. Sobral","2010","08","15","Verdi, M.","4201","2010","04","06","Brasil","Santa Catarina","Armazém","Areião.","-49.049167","-28.259444","49º2'57''W","28º15'34''S","187","187","; HABITAT: interior do fragmento; HABITO: arbustiva; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI011893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-25 13:53:29-03","UNIVILLE","JOI","11877","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","M. Sobral","2010","08","15","Verdi, M.","4484","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","48º41'24''W","28º4'48''S","147","147","; HABITAT: interior do fragmento; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI011877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-25 13:53:33-03","UNIVILLE","JOI","7843","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.",NA,NA,NA,NA,"D.A.S. Souza",NA,"2000","08","11","Brasil","Santa Catarina","Imbituba",NA,"-48.6702995300293","-28.2399997711182",NA,NA,"45","45","; HABITAT: capoeira; HABITO: arbusto","JOI007843",NA,NA,NA,NA,NA,"18719","auto",NA,NA,NA,NA,NA,NA
"193","2019-10-07 09:14:49-03","UEFS","HUEFS","10261","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","J.Jardim","2005","06",NA,"Hatschbach, G.","23902","1970","02","25","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"950","950",NA,"HUEFS0010261","HUEFS0010261","Angiospermae","Gentianales",NA,NA,"30514","auto","Asteranae",NA,NA,NA,NA,NA
"194","2019-10-07 09:14:49-03","UEFS","HUEFS","11765","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","stenocalyx","Psychotria stenocalyx","Müll.Arg.","J.Jardim","2005","06",NA,"Cordeiro, J.","274","1986","04","09","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUEFS0011765","HUEFS0011765","Angiospermae","Gentianales",NA,NA,"17116","auto","Asteranae",NA,NA,NA,NA,NA
"195","2015-03-07 01:48:43-03","F","FMNH-SEEDPLANTS","V0236992F","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0236992F","V0236992F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"196","2015-03-07 08:05:01-03","F","FMNH-SEEDPLANTS","V0236993F","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0236993F","V0236993F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"197","2015-03-07 08:05:01-03","F","FMNH-SEEDPLANTS","V0236994F","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0236994F","V0236994F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"198","2015-03-07 08:05:01-03","F","FMNH-SEEDPLANTS","V0236995F","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0236995F","V0236995F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
