"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"46","2021-04-07 11:48:20-03","UFMS","CGMS","41245","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.",NA,"2020",NA,NA,"T.M. Marestoni; N.S. Cervigne; E.M. Francisco","126","2007","05","15","Brasil","Paraná","Arapongas","Fazenda Solana.","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,"Frutos verdes. Doação FUEL.. Habitat: Interior da mata. Habito: Arbusto.","CGMS1071227",NA,NA,NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-27 13:52:42-03","UFS","ASE","40116","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F","2015","11",NA,"Gonzatti, F; Demeda, C; Gaio, J; Link, O","2122","2015","09","13","Brasil","Rio Grande do Sul","Osório","Lagoa das Trairas","-50.1128","-29.5215","-50.1128","-29.5215","8","8","arvoreta com cálices bem desenvolvidos na frutificação; No interior de mata paludosa","ASE0041633",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-27 13:52:42-03","UFS","ASE","41240","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F","2015","03","05","Gonzatti, F","1559","2015","01","21","Brasil","Rio Grande do Sul","Osório","Lagoa dos Veados","-50.1011","-29.5352","-50.1011","-29.5352",NA,NA,"Arvoreta no sub-bosque.; Mata de restinga úmida.","ASE0042747",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:25:00-03","UNICAMP","UEC",NA,"S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Urbanetz, C",NA,NA,NA,"Urbanetz, C","346","2004","02","09","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","Flor, Arbusto de 1.20m, flores com sépalas esbranquiçadas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:39:57-03","UNICAMP","UEC","43831","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Cabral, EL","1986",NA,NA,"Rodas, LAC; et al.","s.n.","1985","05","30","Brazil","Paraná","Londrina","Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Arvoreta com 3m, frutos verdes.","UEC118006","UEC118006","Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:39:57-03","UNICAMP","UEC","76715","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Taylor, CM","1998",NA,NA,"Sanches, CD; Bastos, EB; Hoffmann, JR; Gorenstein, MR; Pereira, VF","51","1994","09","07","Brazil","São Paulo","Subaúma","Beira da estrada Subaúma - Iguape, próximo a Subapuma.","-47.742333","-24.815083","-47.742333","-24.815083",NA,NA,"Árvore, 4m alt.; corola amarela.; Área de transição mata de restinga - mata atlântica.","UEC118007","UEC118007","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:39:57-03","UNICAMP","UEC","72691","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Taylor, CM","1998",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Santos, K; Vieira, AP","33537","1995","02","15","Brazil","São Paulo","Iguape","Morro do Cristo.","-41.491167","-24.655","-41.491167","-24.655",NA,NA,"2,00 m de altura, sépala amareladas, flores brancas.; Mata de Encosta, em sub bosque.","UEC118009","UEC118009","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:39:57-03","UNICAMP","UEC","77868","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Taylor, CM","1998",NA,NA,"Hoffmann, JRR; Sanches, CD; Bastos, EB; Gorenstein, MR; Pereira, VF","59","1994","09","08","Brazil","São Paulo","Cananéia","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida.","-47.911944","-25.017778","-47.911944","-25.017778",NA,NA,"Arbusto a arvoreta, até 2,5m alt.; frutos imaturos verdes.; Área de mata de restinga com transição para dunas.","UEC118011","UEC118011","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:39:57-03","UNICAMP","UEC","133558","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Jung-Mendaçolli, SL",NA,NA,NA,"Urbanetz, C","364","2004","03","17","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arvoreta de 2,3 m, flores com sépalas esverdeadas e pétalas brancas.","UEC118008","UEC118008","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:39:57-03","UNICAMP","UEC","13867","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Jung-Mendaçolli, SL","2001","05","15","Davis, PH; Shepherd, GJ; Sakane, M; et al.","D60737","1976","09","08","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Jacareu.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Shrub, 2m.; Forest andmangrove swamp.","UEC118012","UEC118012","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:39:57-03","UNICAMP","UEC","68967","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Taylor, CM","1998",NA,NA,"Stehmann, JR; Sobral, M","1476","1994","08","17","Brazil","São Paulo","Peruíbe","Juréia; trilha Grajaúna-Guilherme.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Arvoreta.; Interior da mata.","UEC118010","UEC118010","Magnoliopsida",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"57","2020-06-12 10:09:59-03","UFPB","JPB","64965","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B.Sm. & Downs","Paro, FE","1987","06",NA,"Silva, FC","s.n.","1986","03","09","Brasil","São Paulo","Iporanga","Interior da Mata","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"; DESC: Arbusto, 1,5 m alt.; flores brancas; botões florais esverdeados","JPB0064965",NA,"Angiosperma","Dicotyledon","Southern America",NA,"38740","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-04 13:19:42-03","UDESC","LUSC","6019","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","S.Honda",NA,NA,NA,"R.J.F.Garcia; P.Affonso & M.Fornari","2989","2007","04","04","Brasil","Santa Catarina","Jaguaruna","Jabuticabeira. Rio Congonhas. UTM X= 0697054 Y= 6837286.","-49.0256004333496","-28.6149997711182",NA,NA,NA,NA,NA,"LUSC005435","LUSC005435",NA,NA,NA,NA,"25787","auto",NA,NA,NA,NA,NA,NA
"59","2019-01-17 11:25:43-02","PUCRS","MPUC","16181","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","N.I. Matzenbacher","1987","01","01",NA,NA,"1987","11","07","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Gentianales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"60","2019-01-17 11:25:43-02","PUCRS","MPUC","16180","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","N.I. Matzenbacher","1985","01","01",NA,NA,"1985","10","25","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Gentianales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"61","2019-01-17 11:25:43-02","PUCRS","MPUC","16179","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","B. Brum","1985","01","01",NA,NA,"1985","10","25","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Gentianales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"62","2019-01-17 11:25:43-02","PUCRS","MPUC","9254","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","N.I. Matzenbacher",NA,NA,NA,NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"Gentianales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"1",NA,NA
"63","2019-01-17 11:25:43-02","PUCRS","MPUC","12305","S","Plantae","Rubiaceae","Psychotria","kleinii","Psychotria kleinii","L.B. Sm. & Downs","N.I. Matzenbacher",NA,NA,NA,NA,NA,"2002","06","08","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Margem do mato (F: 85)",NA,NA,NA,"Gentianales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"64","2019-01-17 11:25:43-02","PUCRS","MPUC","15754","S","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","C.A. Mondin","2012","01","01",NA,NA,"2012","03","17","Brasil","SC","Governador Celso Ramos","Ponta dos Ganchos","-48.5591666667","-27.3147222222","-48.5591666667","-27.3147222222",NA,NA,NA,NA,NA,NA,"Gentianales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1","3605",NA
"65","2020-10-14 10:06:10-03","FURB","FURB","25367","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Verdi, M","2010","07","22","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4165","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","-48.8700000","-28.4400000","246","246","Regeneração IFFSC 81 /N/1 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto roxo; flor sépalas amarelas","FURB41523","FURB41523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:06:10-03","FURB","FURB","29546","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4484","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","-48.6900000","-28.0800000","147","147","Florística IFFSC 175 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto roxo;","FURB41314","FURB41314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:06:10-03","FURB","FURB","29581","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4542","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto roxo; flor sépalas amarelas","FURB41521","FURB41521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:06:10-03","FURB","FURB","29950","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de & Klemz, G.","3554","2010","02","01","Brasil","Santa Catarina","Cocal do Sul","Linha Cabral.","-49.3155556","-28.6177778","-49.3155556","-28.6177778","61","61","Florística IFFSC 50 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxo; flor branca","FURB41376","FURB41376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:06:10-03","FURB","FURB","29951","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","1954","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275000","-27.7175000","226","226","Florística IFFSC 8003 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB41511","FURB41511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:06:10-03","FURB","FURB","29955","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2126","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281","Florística IFFSC 633 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB41510","FURB41510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:06:10-03","FURB","FURB","30060","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1355","2010","02","05","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","55","55","Florística IFFSC e8002b (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado; interior do fragmento Habito: arbusto; flor verde","FURB41519","FURB41519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:06:10-03","FURB","FURB","30107","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4384","2010","04","12","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-48.9608333","-28.0805556","-48.9608333","-28.0805556","332","332","Florística IFFSC 172 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor sépalas amarelas","FURB41516","FURB41516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:06:10-03","FURB","FURB","30116","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4201","2010","04","06","Brasil","Santa Catarina","Armazém","Areião.","-49.0491666","-28.2594444","-49.0491666","-28.2594444","187","187","Florística IFFSC 122 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB41517","FURB41517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:06:10-03","FURB","FURB","30301","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4226","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.9594444","-28.2625","-48.9594444","-28.2625000","412","412","Florística IFFSC 123 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto roxo;","FURB03376","FURB03376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:10-03","FURB","FURB","31763","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","10","29","Stival-Santos, A.; Legal, E. & Silveira, S.","2947","2010","06","02","Brasil","Santa Catarina","Palhoça","Pedra Branca.","-48.6916666","-27.63","-48.6916666","-27.6300000","65","65","Florística IFFSC 318 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto verde;","FURB41515","FURB41515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:06:10-03","FURB","FURB","31821","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","2010","10","25","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4862","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro.","-48.78","-27.99","-48.7800000","-27.9900000","329","329","Florística IFFSC 199 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB41512","FURB41512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:06:10-03","FURB","FURB","33132","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Korte, A","2011","01","11","Korte, A.; Kniess, A.","4953","2010","11","11","Brasil","Santa Catarina","Camboriú","Rio do Meio.","-48.6908333","-27.0002778","-48.6908333","-27.0002778","47","47","Florística IFFSC 641b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;","FURB41513","FURB41513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:06:10-03","FURB","FURB","33133","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Korte, A","2011","01","11","Korte, A.; Kniess, A.","4865","2010","11","09","Brasil","Santa Catarina","Camboriú","Cobra Fria.","-48.7805556","-27.09","-48.7805556","-27.0900000","341","341","Florística IFFSC 582b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB41422","FURB41422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:06:10-03","FURB","FURB","33304","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Cabral, EL","2012",NA,NA,"Korte, A.","5433","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do Urubu.","-48.5847222","-27.9022222","-48.5847222","-27.9022222","36","36","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas e Restinga; Estágio Avançado; mata Habito: arbustiva; Fruto roxo;","FURB41514","FURB41514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:06:10-03","FURB","FURB","33489","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Oliveira, AA de","2011","02","01","Korte, A.; Rigon-Junior, M.J.","5444","2010","12","07","Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777","-49.3208334","-28.8902777","8","8","Florística IFFSC 27 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbustiva; Fruto roxa;","FURB41518","FURB41518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:06:10-03","FURB","FURB","34903","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Oliveira, AA de","2010",NA,NA,"Dreveck, S.","2548","2010","07","06","Brasil","Santa Catarina","Bombinhas","Praia Mariscal.","-48.51","-27.18","-48.5100000","-27.1800000","5","5","Voucher estéril IFFSC 526 (Regeneração) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio Habito: arbusto;","FURB41508","FURB41508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:06:10-03","FURB","FURB","41009","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Stival-Santos, A","2012",NA,NA,"Stival-Santos, A.; Mancino, L.C.","3380","2012","02","28","Brasil","Santa Catarina","Içara","Fazenda Esperança, às margens da rodovia BR-101, km 376.","-49.2252778","-28.7341666","-49.2252778","-28.7341666","17","17","Encontrada no fragmento Içara 1 Habitat: Floresta Ombrófila Densa; Habito: arbusto; Fruto roxo-azulado; flor flores brancas, as mais velhas amareladas","FURB41509","FURB41509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:06:10-03","FURB","FURB","48429","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.",NA,"2015","02","16","Schwirkowski, P.","1054","2015","02","16","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3113889","-26.3411111","-49.3113889","-26.3411111","575","575",NA,"FURB48429","FURB48429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:06:10-03","FURB","FURB","52695","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","L.A. Funez","2017","02","14","Funez, L.A.; A.L. de Gasper, F.F. Pastório","6023","2017","02","14","Brasil","Santa Catarina","Penha","Estrada da Praia Vermelha.","-48.5919444","-26.7947222","-48.5919444","-26.7947222","72","72","Flores brancas Habitat: Floresta Habito: árvore","FURB52695","FURB52695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:06:10-03","FURB","FURB","55442","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Farias, D.M.","2017","11","13","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1363","2017","10","25","Brasil","Santa Catarina","São Martinho",NA,"-48.9583333","-28.1683334","-48.9583333","-28.1683334","89","89","fruto imaturo Habitat: interior da U.A. Habito: arbusto","FURB55442","FURB55442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:06:10-03","FURB","FURB","57619","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Gonzatti, F.","2015","11",NA,"Gonzatti, F.; Demeda, C.; Gaio, J. & Link, O.","2122","2015","09","13","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1911111","-29.8708334","-50.1911111","-29.8708334","8","8","Cálices bem desenvolvidos na frutificação Habitat: Interior da mata paludosa Habito: Arvoreta","FURB57619","FURB57619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-08 08:56:02-03","FURB","FURB","59034","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Kassner-Filho, A.","2018","05","10","Kassner-Filho, A.","2726","2018","05","10","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","flor branca Habitat: interior do fragmento Habito: arvoreta","FURB59034","FURB59034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:06:10-03","FURB","FURB","59264","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Schwirkowski,P.","2018","06","18","Schwirkowski, P.","2803","2018","06","18","Brasil","Santa Catarina","São Bento do Sul","Centro. Em capão de FOM, atrás do Hotel Serra Alta.","-49.3833333","-26.2413889","-49.3833333","-26.2413889","850","850","Frutos esverdeados, imaturos, flores brancas Habitat: Heliófita Habito: Arbusto","FURB59264","FURB59264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:06:10-03","FURB","FURB","60058","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Kassner-Filho, A.","2018","07","17","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3084","2018","07","17","Brasil","Santa Catarina","Palhoça","Vale da Utopia.","-48.5727778","-27.8869444","-48.5727778","-27.8869444","25","25","fruto imaturo","FURB60058","FURB60058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:06:10-03","FURB","FURB","60413","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Kassner-Filho, A.","2018","07","19","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3142","2018","07","19","Brasil","Santa Catarina","São José",NA,"-48.6894444","-27.5402777","-48.6894444","-27.5402777",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arvoreta","FURB60413","FURB60413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:06:10-03","FURB","FURB","65425","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Schwirkowski, P.","2019","10","19","Schwirkowski, P.","3553","2019","10","19","Brasil","Santa Catarina","São Bento do Sul","Centro. Próximo ao Hotel Serra Alta.","-49.3822223","-26.2430555","-49.3822223","-26.2430555","850","850","Fragmento de FOM Habitat: Interior da mata, cálice verde, corola branca Habito: Arbusto","FURB65425","FURB65425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-09 14:47:25-03","FURB","FURB","66522","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Kassner-Filho, A.","2020","06","26","Kassner-Filho, A.","5708","2020","06","26","Brasil","Santa Catarina","Balneário Camboriú","Morro do Quilombo.","-48.6036111","-27.0469444","-48.6036111","-27.0469444","218","218","fruto imaturo Habitat: interior do fragmento Habito: arvoreta","FURB66522","FURB66522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-08 08:56:02-03","FURB","FURB","746","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","laciniata","Psychotria laciniata","Vell.","Sobral, M","1995",NA,NA,"Kiehn, E.",NA,"1990","08","13","Brasil","Santa Catarina","Blumenau","Area C - Furb.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","20","20",NA,"FURB41520","FURB41520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
