"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","sex"
"229","2020-11-04 11:18:55-03","ESALQ","ESA","68955","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Jung-Mendaçolli, S.L.","Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2953.0","2000","04","21","Brasil","São Paulo","São Sebastião","-45.7","-23.7","-45.7","-23.7","ESA068955","ESA068955","2001","04","16","Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata","Arvoreta ca. 2m, flores amarelas, com cálice vermelho, frutos maduros azuis e imaturos verdes","130","130",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-04 11:18:55-03","ESALQ","ESA","87055","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Rodrigues, R.R.","Cunha, G.C.",NA,"1998","08","18","Brasil","Rio de Janeiro","Lídice",NA,NA,NA,NA,"ESA087055","ESA087055","1998","01","01","Fazenda Rio Claro.",NA,"700","700",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 11:18:55-03","ESALQ","ESA","75495","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Nave, A. et al.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Souza, V.C.; Gandolfi, S.","266.0","2001","04","19","Brasil","São Paulo","Itanhaém",NA,"-241.433","-46,760,944","-241,433","ESA075495",NA,NA,NA,NA,"Fazenda São Camilo. Floresta Ombrófila Densa Baixomontana.","Árvore, 4m alt. Cálice vermelho, corola amarela.","5","5",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-04 11:18:55-03","ESALQ","ESA","1989","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"ESA001989","ESA001989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 11:18:55-03","ESALQ","ESA","68547","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Kozera, C.","Kozera, C. ; Kozera, O.P.","1100.0","1999","05","23","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"ESA068547","ESA068547 ESA068547_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"234","2020-11-04 11:18:55-03","ESALQ","ESA","124696","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Gomes, M.","Martinelli, G.","10261.0","1905","06","06","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,"ESA124696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"235","2020-11-04 11:18:55-03","ESALQ","ESA","100917","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Jung, S.L.","Jung, S.L.","334.0","1980","10","07","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA100917","ESA100917","1980","10","07",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"236","2020-11-04 11:18:55-03","ESALQ","ESA","21095","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Miyagi, P.H. et al.","63.0","1994","09","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA021095","ESA021095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"237","2020-11-04 11:18:55-03","ESALQ","ESA","25260","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Miyagi, P.H. et al.","63.0","1994","09","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA025260","ESA025260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"238","2020-11-04 11:18:55-03","ESALQ","ESA","17282","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Ivanauskas, N.M.","Ivanauskas, N.M. ; Nave, A.G.",NA,"1993","01","21","Brasil","São Paulo","Itatinga","-48.6100006103516","-23.1000003814697",NA,NA,"ESA017282","ESA017282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA
"239","2020-11-04 11:18:55-03","ESALQ","ESA","35590","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Pinho-Ferreira, M.A.","Bernacci, L.C. et al.","1904.0","1995","06","03","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ESA035590","ESA035590","2005","12","22",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-11-04 11:18:55-03","ESALQ","ESA","70160","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham.& Schltdl.) Wawra","Jung-Mendaçolli, S.L.","Pereira, V.C. et al.","4519.0","2000","04","18","Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334","-45,618,333","-23,692,222","ESA070160","ESA070160","2001","04","16","P.E.Serra do Mar, Estrada Intermediária, km 30. Floresta Ombrófila Densa de encosta, com perturbação. Borda","arbusto com cálice vermelho e petalas amarelas, 2 m de altura",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"241","2020-11-04 11:18:55-03","ESALQ","ESA","123659","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Ferreira, M.A.P.","Colletta, G.D. ; Souza, V.C.","1047.0","2013","04","30","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"ESA123659",NA,"2013","04","30","Reserva Particular da Votorantim (CBA), Trilha da Serraria.","Arbusto, 2m",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-11-04 11:18:55-03","ESALQ","ESA","68932","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Jung-Mendaçolli, S.L.","Franco, G.A.D.C.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2935.0","2000","04","20","Brasil","São Paulo","São Sebastião","-45.6","-23.75","-45.6","-23.75","ESA068932","ESA068932","2001","04","16","Parque Estadual da Serra do Mar - Trilha das cachoeiras do Ribeirão Itú. Floresta ombrófila densa aluvial, com perturbação. Borda da mata","Árvore com 3,5 m de altura, cálice vermelho persistente no fruto, corola amarela, frutos azuis","190","190",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-11-04 11:18:55-03","ESALQ","ESA","89043","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Taylor, C.M.","Mello-Barreto","11337.0",NA,NA,NA,"Brasil","Minas Gerais","Santos Dumont","-43.5525016784668","-21.4566993713379",NA,NA,"ESA089043","ESA089043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-11-04 11:18:55-03","ESALQ","ESA","95183","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Carboni, M. et al.","129.0","2005","03","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA095183","ESA095183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"245","2020-11-04 11:18:55-03","ESALQ","ESA","66213","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Pinho-Ferreira, M.A.","Moraes, P.L.R.","2142.0","2000","04","26","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"ESA066213","ESA066213","2005","12","22",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"246","2020-11-04 11:18:55-03","ESALQ","ESA","31117","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,"Leitão Filho, H.F. et al.","34514.0","1996","01","30","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ESA031117","ESA031117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"247","2020-11-04 11:18:55-03","ESALQ","ESA","31322","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Leitão Filho, H.F. et al.","34497.0","1996","01","30","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ESA031322","ESA031322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"248","2020-11-04 11:18:55-03","ESALQ","ESA","23718","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,"Souza, V.C.; Souza, J.P. et al.","9246.0","1995","10","08","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"ESA023718",NA,NA,NA,NA,"Fazenda São Luís. Mata Atlântica.","Arvoreta, até 4 m alt.; frutos imaturos verdes com cálice persistente avermelhado.",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"249","2020-11-04 11:18:55-03","ESALQ","ESA","75332","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Mendaçolli, S.L.J.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","170.0","2001","04","16","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","-4,681,825","-24,047,694","ESA075332","ESA075332",NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu.","Árvore, ca. 5m alt. Cálice vináceo, corola carnosa.","30","30",NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"250","2020-11-04 11:18:55-03","ESALQ","ESA","94243","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Souza, V.C.","Souza, V.C.; Sakuragui, C.M.; Eterovic, A.; Marques, O.A.V.","3059.0","1990","03","25","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA094243","ESA094243",NA,NA,NA,"Trilha entre as Praias de Castelhanos e Mansa.","Arvoreta, 3 m alt.; cálice vermelho; corola amarela.",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA
"251","2020-11-04 11:18:55-03","ESALQ","ESA","126369","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,"Braga, J.M.A.","2420.0","1905","06","17","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"ESA126369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"252","2020-11-04 11:18:55-03","ESALQ","ESA","53608","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Lucas, E.J. et al.","608.0","2006","11","21","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"ESA053608","ESA053608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"253","2020-11-04 11:18:55-03","ESALQ","ESA","100776","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Grande, D.A.","Goes, M. de","55.0","1980","04","15","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA100776","ESA100776","1980","04","15",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"254","2020-11-04 11:18:55-03","ESALQ","ESA","87652","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grupo do curso de Botânica","Moura, C.",NA,"1965","07","17","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA087652","ESA087652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"255","2020-11-04 11:18:55-03","ESALQ","ESA","108087","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,"L.B.Bosquetti","200.0","2005","03","31","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108087","ESA108087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"256","2020-11-04 11:18:55-03","ESALQ","ESA","62701","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,NA,"Kozera, C. et al.","834.0","1999","01","10","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"ESA062701","ESA062701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"257","2020-11-04 11:18:55-03","ESALQ","ESA","16190","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","Wawra","Souza, V.C.","Souza, V.C. ; Sakuragui, C.M.","1595.0","1990","01","01","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA016190","ESA016190","1991","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA
"258","2020-11-04 11:18:55-03","ESALQ","ESA","2795","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"Zappi, D.C.","Dedecca, D.",NA,"1947","06","09","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"ESA002795","ESA002795","1994","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"259","2020-11-04 11:18:55-03","ESALQ","ESA","73216","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham.& Schltdl.) Wawra","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","4521.0","2001","09","17","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"ESA073216","ESA073216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"260","2020-11-04 11:18:55-03","ESALQ","ESA","63093","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, D.C.","Souza, V.C. et al.","21611.0","1998","12","17","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"ESA063093","ESA063093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"261","2020-11-04 11:18:55-03","ESALQ","ESA","75347","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Mendaçolli, S.L.J.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2297.0","2001","04","17","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"ESA075347","ESA075347",NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","Arbusto, 2m alt. Cálice vermelho, corola amarela.","30","30",NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"262","2020-11-04 11:18:56-03","ESALQ","ESA","89042","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","tetraphylla","Psychotria tetraphylla","Cham. & Schltdl.","Taylor, C.M.","Tameirão Neto, E.","3189.0",NA,NA,NA,"Brasil","Minas Gerais","Berilo","-42.4655990600586","-16.9517002105713",NA,NA,"ESA089042","ESA089042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"31142","auto",NA,NA,NA,NA,NA,NA,NA
"263","2021-03-31 13:41:33-03","MN","R","212344","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Paiva, A.M.","Paiva, A.M.","188","2011","08","14","Brasil","Rio de Janeiro","Paty do Alferes","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"2011","04","14","Água Fria",NA,"800","800",NA,NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"264","2021-03-31 13:41:33-03","MN","R","212339","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Paiva, A.M.","Paiva, A.M.","669","2011","01","29","Brasil","Rio de Janeiro","Paty do Alferes","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"2011","02","19","Alameda Palmares",NA,"800","800",NA,NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"265","2021-03-31 13:41:33-03","MN","R","212343","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Paiva, A.M.","Paiva, A.M.","443","2011","04","15","Brasil","Rio de Janeiro","Paty do Alferes","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"2011","04","15","Alameda Palmares",NA,"800","800",NA,NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"266","2021-03-31 13:41:33-03","MN","R","212346","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Paiva, A.M.","Paiva, A.M.","109","2010","07","17","Brasil","Rio de Janeiro","Paty do Alferes","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"2010","07","17","Alameda Palmares",NA,"800","800",NA,NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"267","2020-11-19 10:25:17-03","CPAP","CPAP","25273","PreserverdSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","C. Aranha","Diniz, S. F. G.","1","2000","04","11","Brasil","SC","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"2000","04","17","Estrada Dona Francisca. KM 21. Rodovia SC 301. Próximo a escola Germano L.","Beira de estrada. Flo: cálice vermelho e corola amarela. Fruto: Azul/arroxeado.",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"268","2015-07-02 14:04:02-03","JBP","HPL","7052","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda",NA,"H. Lorenzi","H. Lorenzi","3069","2002","01","25","Brasil","SP","Cananéia","-47.92","-25.01",NA,NA,NA,NA,"2002","01","25","Coletado na estrada para Jacupiranga, em área de mata. S 24° 54' 02,0; W 47° 58' 72,5 - 30 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"269","2015-07-02 14:04:02-03","JBP","HPL","11015","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","Wawra","G.A.D.C. Franco","O.T. Aguiar",NA,"1988","08","31","Brasil","SP","Cubatão","-46.42","-23.89",NA,NA,NA,NA,"1998","10","10","Coletado no Parque Estadual Serra do Mar, Núcleo Pilões, sub-parcela 03 (árvore 106).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"270","2019-12-19 08:15:30-03","FPS","FPS","3910","MachineObservation","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Chamisso & Schlechtendal) Wawra","Reis, A.","Schwirkowski, P.","3337","2019","01","23","Brasil","Santa Catarina","Joinville","-49.119086","-26.31464","-49.119086","-26.31464","FPS03910,FURB63674","FPS03910_v01 FPS03910_v02 FPS03910_v03 FPS03910_v04 FPS03910_v05 FPS03910_v06 FPS03910_v07 FPS03910_v08 FPS03910_v09 FURB63674","2019","01","23","Estrada Rio do Julio","<ll>dwc_commonname:</ll> Grandiúva-d'anta, cravo-de-negro, pimenteira, árvore-de-anta, erva-de-anta, pasto-de-anta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63674","voucher",NA,NA,NA,NA
"271","2019-02-15 11:49:43-02","IPA","IPA","2017","S","Plantae","Rubiaceae","Palicourea","tetraphylla","Palicourea tetraphylla","Cham. & Schltdl.","Taylor, C.M.","Andrade-Lima","772","1951","01","12","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"IPA0002017",NA,"2012","07","25","Capoeira rala nos morros.","Arb. Flôr amarela.",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"272","2019-02-15 11:49:49-02","IPA","IPA","65469","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Martinelli, G.","Martinelli, G.; Farney, C.; Pessoa, S.; Farney, C.; Pessoa, S.","10733","1985","04","18","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,"IPA0065469",NA,"1985","04",NA,"Pico do Frade de Macaé","Arbusto 2m, ciófila, Frequênte. Folhas discolores, flores com cálice vermelho, corola amarela; frutos imaturos de cor verde, maduros azul-arroxeado.; Mata higrofila de encosta baixa.",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"273","2019-02-15 11:49:49-02","IPA","IPA","61449","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Kirkbride, J.H.","Vidal, J.","16","1952","01",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"IPA0061449",NA,"1977",NA,NA,"Serra dos Orgãos",NA,"1020","1020",NA,"Southern America",NA,NA,"Plantae",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"274","2019-02-15 11:49:49-02","IPA","IPA","61456","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Kirkbride, J.H.","Rente, J.A.","36","1946","12","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IPA0061456",NA,"1977",NA,NA,"caminho da pedra do Arche (Alto da Boa Vista)",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-07-26 11:41:11-03","IPA","IPA","51714","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Kirkbride, J.H.","Moreira, A.X.","51714","1958","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IPA0051714",NA,"1977",NA,NA,"Alto da Boa Vista, Paineiras.",NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-02-15 11:49:49-02","IPA","IPA","64828","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, D.","Andrade, M.J.G.; Kollmann, L.; et al.; Kollmann, L.; et al.","239","2003","04","13","Brasil","Espírito Santo","Santa Teresa","-40.593056","-19.972778","-40.593056","-19.972778","IPA0064828",NA,"2004",NA,NA,"Aparecidinha, no terreno Luiz Bringuenti.","Subarbusto ca. 40cm de altura. Folhas levemente discolor, cartáceas. Flor de sépalas vináceo, pétalas internas endurecidas amarelas, estames amarelos. Coletado para citogenética.","740","740",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
