"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","locality","identifiedBy","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"144","2018-05-14 17:39:09-03","F","FMNH-SEEDPLANTS","V0372759F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens",NA,"R. O. Vanni","1287","1989","12","10","South America","Paraguay","Presidente Hayes",NA,"-59","-24",NA,NA,NA,"V0372759F","V0372759F_01 V0372759F_02",NA,"Dicotyledoneae",NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1287",NA,NA
"145","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165220F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0165220F","V0165220F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165218F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0165218F","V0165218F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165215F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0165215F","V0165215F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165216F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0165216F","V0165216F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165217F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0165217F","V0165217F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165219F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0165219F","V0165219F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165221F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165221F","V0165221F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165225F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165225F","V0165225F_01",NA,"Dicotyledoneae",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-07-23 12:14:41-03","CEPLAC","CEPEC","37381","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Neptunia","pubescens","Neptunia pubescens",NA,"G. Hatschbach","49281","1985","03","18",NA,"Brasil","Mato Grosso","porto murtinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT do Sul.","R. C. Barneby","30/12/1985",NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-01 15:00:26-03","UnB","UB","140348","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Hatschbach, G","77207","2004","03","15","Southern America","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,"Flor amarela.; Ascendente.; Orla do brejo",NA,NA,"auto",NA,"Parque Municipal Cachoeira do Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-04 15:43:28-03","IF","SPSF","42003","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Mimosaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","F.M.Alves & A.L.B.Sartori & G.M.Silva","351","2007","05","08","América do Sul","Brasil","MS","Porto Murtinho","-57.688056","-21.0675",NA,NA,"COLETA: Subarbusto 50cm altura, flores verdes, estames brancos, frutos imaturos verdes e maduros acastanhados.&nf;Savana Estepica Arbórea (Chaco);",NA,NA,NA,"Magnoliopsida","fazenda Agro-Comercial Aubi","F.M.Alves",NA,NA,NA,NA,"2008",NA,NA,"10","15",NA,NA,NA,NA
"156","2021-03-04 15:43:28-03","IF","SPSF","42004","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Mimosaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","F.M.Alves & A.L.B.Sartori","493","2007","12","05","América do Sul","Brasil","MS","Porto Murtinho","-57.688056","-21.0675",NA,NA,"COLETA: Savana Estepica Arbórea (Chaco)&nf;Herbácea ereta, 1m altura; flores verdes.;",NA,NA,NA,"Magnoliopsida","fazenda Agro-Comercial Aubi","F.M.Alves",NA,NA,NA,NA,"2008",NA,NA,"10","15",NA,NA,NA,NA
"157","2021-03-04 15:43:28-03","IF","SPSF","42065","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Mimosaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","F.M.Alves & A.L.B.Sartori & A.C.M.Cristaldo & J.S.Garcia","10","2007","02","16","América do Sul","Brasil","MS","Porto Murtinho","-57.688056","-21.0675",NA,NA,"COLETA: Savana Estépica Arbórea (Chaco)&nf;Erva prostrada, 20cm comprimento, flor verde, fruto maduro acastanhado.;",NA,NA,NA,"Magnoliopsida","fazenda Agro-Comercial Aubi","F.M.Alves",NA,NA,NA,NA,"2008",NA,NA,"10","15",NA,NA,NA,NA
"158","2021-02-08 12:42:14-03","UFRGS","ICN","059898","S","Plantae","Dicotyledon",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Krapovickas, A; Cáceres, A Schinini; S.","37499","1981","11","27","América do Sul","Argentina","Corrientes","Mercedes",NA,NA,NA,NA,"Espécie ameaçada de extinção (Provavelmente extinto).; Ramas apoyantes; flores amarillas.",NA,NA,NA,NA,"Laguna Iberá Paso Picada frente a Colonia Pellegrini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-02-08 12:42:14-03","UFRGS","ICN","165459","S","Plantae","Dicotyledon",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Paula-Souza, J; et al.","7082","2007","01","12","América do Sul","Argentina","Corrientes",NA,"-57.668056","-30.213611",NA,NA,"doação CTES; ervas rastejantes, flores alaranjadas, frutos imaturos verdes","ICN00018643","ICN00018643",NA,NA,"Monte Caseros caminho para Puerto El Ceibo Espinal 30.2138°S; 57 6682°W","Vanni, R",NA,NA,"-57.668056","-30.213611",NA,"30","30",NA,NA,NA,NA,NA,NA
"160","2020-08-26 10:49:02-03","MCN-FZBRS","HAS","20493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Tressens, S.G.","2544","2001","12",NA,NA,"Argentina","Corrientes","Monte Caseros",NA,NA,NA,NA,"tropical puff; Ramas prostradas","HAS0020493",NA,NA,NA,"Corrientes, Dep. Monte Caseros, 7 Km N de Mocoretá, ruta 14.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 10:06:15-03","IBt","SP","93018","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Woolston, AL","745","1956","10","08",NA,"Paraguai","San Pedro",NA,NA,NA,NA,NA,NA,"SP032430","SP032430",NA,NA,NA,"Burkart, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 10:06:15-03","IBt","SP","382590","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Hatschbach, G; Hatschbach, M; Barbosa, E","77207","2004","02","15",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577",NA,NA,"SP025814","SP025814","auto",NA,"Parque Municipal Cachoeirão do Apa","Ribas, OS",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"163","2010-08-16 16:42:10-03","GH","HU-HERB","GH 00064603","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Neptunia","pubescens","Neptunia pubescens","Bentham","H. Cuming","1027",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1027","Isotype","undetermined"
