"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"51","2019-11-13 11:23:44-03","USP","SPF","172654","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Sasaki, D","Sasaki, D","797","2003","11","07",NA,"Brasil","Maranhão","Estreito",NA,"-47.277222","-20.157778","720","720",NA,NA,"SPF00172654",NA,NA,"-47.277222","-20.157778","2004",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-13 11:23:44-03","USP","SPF","185086","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Irwin, HS","31894","1971","03","16",NA,"Brasil","Goiás",NA,"Serra Geral do Paranã",NA,NA,"850","850",NA,NA,"SPF00185086",NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-13 11:23:44-03","USP","SPF","185087","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Maguire, B","57122","1963","10","18",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00185087",NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:23:44-03","USP","SPF","194400","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Pereira, BAS","3551","2009","07","05",NA,"Brasil","Goiás","Cavalcante",NA,"-47.473611","-13.605556","1070","1070",NA,NA,"SPF00194400",NA,NA,"-47.473611","-13.605556","2015",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 18:28:05-03","USP","SPF","210496","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Zappi, DC","1734","2009","03","05",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Cachoeira do Quartel.","-43.77145","-18.974014",NA,NA,NA,"Arbusto com flores creme.; Cerrado degradado com muita Mimosa.","SPF00210496",NA,NA,"-43.77145","-18.974014","2009",NA,NA,NA,NA,"08",NA,NA,NA
"56","2019-11-13 11:23:44-03","USP","SPF","134929","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Santos, HGP","3","1993","05","25",NA,"Brasil","Goiás","Corumbaíba",NA,"-48.5614013671875","-18.1424999237061",NA,NA,NA,NA,"SPF00134929",NA,NA,NA,NA,"2000","40186","auto",NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:23:44-03","USP","SPF","134930","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Santos, HGP","168","1993","07","27",NA,"Brasil","Goiás","Pires do Rio",NA,"-48.2793998718262","-17.2996997833252",NA,NA,NA,NA,"SPF00134930",NA,NA,NA,NA,"2000","39113","auto",NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:23:44-03","USP","SPF","183483","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Souza, VC","27937","2007","02","21",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-44.043098449707","-19.0060997009277",NA,NA,NA,NA,"SPF00183483",NA,NA,NA,NA,"2015","43251","auto",NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:23:44-03","USP","SPF","64144","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Anônimo","Zappi, DC","CFSC10469","1987","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00064144",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:23:44-03","USP","SPF","83463","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Ducke, A","Kuhlmann, M","1661","1947","01","22",NA,"Brasil","São Paulo","Cravinhos",NA,"-47.7200012207031","-21.3400001525879",NA,NA,NA,NA,"SPF00083463",NA,NA,NA,NA,"1951","18641","auto",NA,NA,"01",NA,NA,NA
"61","2019-11-13 11:23:44-03","USP","SPF","83465","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Handro, O","Pereira, MA","s.n.","1955","02","11",NA,"Brasil","São Paulo","Descalvado",NA,"-47.6100006103516","-21.8999996185303",NA,NA,NA,NA,"SPF00083465",NA,NA,NA,NA,NA,"24300","auto",NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:23:44-03","USP","SPF","83464","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Kuhlmann, M","3512","1955","02","03",NA,"Brasil","São Paulo","Mogi Guaçu",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"SPF00083464",NA,NA,NA,NA,"1967","39309","auto",NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:13:59-03","UEFS","HUEFS","99978","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel",NA,"Cordeiro, I.","852","1991","03","12",NA,"Brasil","São Paulo","Luiz Antonio","Área de Cerrado protegido nas proximidades da entrada da cidade via Anhanguera.",NA,NA,NA,NA,NA,NA,"HUEFS0099978","HUEFS0099978",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"64","2019-10-07 09:13:59-03","UEFS","HUEFS","145739","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel",NA,"Bassett Maguire, J.","NY57122","1963","10","11",NA,"Brasil","Distrito Federal","Brasília","Gallery foroest alomg Maranhão Creek, between Fercal and Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"HUEFS0145739","HUEFS0145739",NA,NA,NA,NA,"70570","auto","Asteranae",NA,NA,NA,NA,NA
"65","2018-05-14 16:22:10-03","F","FMNH-SEEDPLANTS","V0354605F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"RRC ID Flag","H. S. Irwin","31894","1971","3","16","South America","Brazil","Goiás",NA,NA,"-48","-12",NA,NA,NA,NA,"V0354605F","V0354605F_01 V0354605F_02",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"31894",NA
"66","2019-09-05 17:48:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,NA,"P. W. Lund","1144",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"67","2019-01-23 11:15:26-02","F","FMNH-SEEDPLANTS","V0062178F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,NA,"P. W. Lund","1144",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,"V0062178F","V0062178F_01","Isotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"68","2019-01-23 11:15:26-02","F","FMNH-SEEDPLANTS","V0062203F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,NA,"P. W. Lund","1144",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,"V0062203F","V0062203F_01","Isotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"69","2015-03-07 08:35:54-03","F","FMNH-SEEDPLANTS","V0197456F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0197456F","V0197456F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"70","2017-12-14 14:38:41-02","F","FMNH-SEEDPLANTS","V0198121F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"R. B. Setubal","F. de Barros","636","1981","2","13","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0198121F","V0198121F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"71","2019-06-11 13:44:12-03","F","FMNH-SEEDPLANTS","V0354594F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"RRC ID Flag","H. S. Irwin","24015","1969","3","7","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0354594F","V0354594F_01 V0354594F_02",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"24015",NA
"72","2018-04-19 09:32:34-03","F","FMNH-SEEDPLANTS","V0354604F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"RRC ID Flag","D. Alvira et al.","67","1995","9","8","South America","Colombia","Casanare",NA,NA,"-71.5","5.5",NA,NA,NA,NA,"V0354604F","V0354604F_01 V0354604F_02",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"67",NA
"73","2020-07-23 12:10:05-03","CEPLAC","CEPEC","133517","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"D. C. Zappi","D. C. Zappi","1734","2003","03","08",NA,"Brasil","Minas Gerais","SANTANA DO PIRAPAMA","Serra do Cipó, acesso pela Fazenda Inhame. Cachoeira do Quartel.","-43.771389","-18.973889",NA,NA,NA,NA,NA,NA,NA,"43W46'17","18S58'26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-23 12:10:05-03","CEPLAC","CEPEC","118027","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"M. A. Batalha","M. A. Batalha","1085","2000","02","08",NA,"Brasil","São Paulo","SÃO PAULO","Santa Rita do Passa Quatro ARIE.","-47.683333","-21.733333",NA,NA,NA,"<ll>dwc_commonname:</ll> Pé-de-gigante",NA,NA,NA,"47W41'","21S44'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 16:04:47-03","UNISANTA","HUSC","8798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","; Zappi, D.","Barreto, K.D.; Fernandes, G.D.; Gouveia, J.","2861","1994","08","10",NA,"Brasil","São Paulo","São Pedro","Alpes das Águas.","-47.9099998474121","-22.5400009155273",NA,NA,NA,"Trepadeira, frutos alaranjados.; Área perturbada",NA,NA,NA,NA,NA,NA,"19379","auto",NA,NA,NA,NA,NA,NA
"76","2020-11-04 17:29:36-03","UEM","HUEM","6901","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Prog.","Zappi, D","Barreto, KD; Fernandes, GD; Gouveia, J","2861","1994","08","10",NA,"Brasil","São Paulo","São Pedro","Alpes das Águas, Área perturbada","-47.9099998474121","-22.5400009155273",NA,NA,NA,"Trepadeira; fruto alaranjados","HUEM000006533","HUEM000006533",NA,NA,NA,NA,"19379","auto",NA,NA,NA,NA,NA,NA
"77","2021-02-12 15:02:12-03","UFSCar","SPSC","6048","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-12 16:59:53-03","UEL","FUEL","39616","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Cordeiro, I; Rossi, L; Ribeiro, EA","852","1991","03","12",NA,"Brasil","São Paulo","Luiz Antônio","Cerrado protegido próx a entr da cidade, V. Anhang, V. Anhangüera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-01 15:02:08-03","UnB","UB","15812","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Gomes, BM","Martins, RC; Gomes, BM","428","2003","11","11","Southern America","Brasil","Minas Gerais","Chapada Gaúcha","Serra das Araras, Borda mata do Córrego Ribeirãoziho","-45.315278","-15.4825",NA,NA,NA,"Trepadeira. Fruto laranjado.; Mata de galeria.",NA,NA,NA,"-45.315278","-15.4825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 15:02:08-03","UnB","UB","92728","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Anderson, WR","9873","1973","05","07","Southern America","Brasil","Goiás","São João d'Aliança","São João d'Aliança, 3km ao S de São João d'Aliança","-47.5247","-14.7056",NA,NA,NA,NA,NA,NA,NA,"-47.5247","-14.7056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 15:02:08-03","UnB","UB","92729","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Irwin, HS","24015","1969","03","07","Southern America","Brasil","Goiás","Cavalcante","Cavalcante, 8km ao S de Cavalcante","-47.4583","-13.7975",NA,NA,NA,NA,NA,NA,NA,"-47.4583","-13.7975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-01 15:02:08-03","UnB","UB","92730","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Irwin, HS","16445","1966","06","02","Southern America","Brasil","Mato Grosso",NA,"84km ao N de Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-01 15:02:08-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Faria, JEQ","Million, JL","26","2015","09","13","Southern America","Brasil","Mato Grosso do Sul","Juti","Na aldeia Takwara, 200m dentro do cerrado próximo a casa da Mama Júlia","-54.632139","-22.701083",NA,NA,NA,"Para diarrea; Arbusto; Cerrado Antropisado, relevo plano, levemente ondulado, substrato arenoso",NA,NA,NA,"-54.632139","-22.701083","2016",NA,NA,NA,NA,"10","27",NA,NA
"84","2019-11-01 15:02:08-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Irwin, HS; Maxwell, H; Wasshausen, DC","19481","1968","02","03","Southern America","Brasil","Distrito Federal","Brasília","Chapada da Contagem Parque Municipal do Gama, ca. 25 Km W. of Brasília","-47.9296989440918","-15.7797002792358","1100","1100",NA,"Liana ca. 7 m high. Flowers cream. Mature fruit brown. In trees at margin of creek; Wooded creek valley",NA,NA,NA,NA,NA,"1971","70570","auto",NA,NA,NA,NA,NA,NA
"85","2021-02-23 13:22:36-03","MN","R-TIPOS","11696","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, B.A.","Glaziou, A.F.M.","15239","1879","09","25",NA,"Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"R000011696","R000011696_001","Isotypus de Strychnos calophylla Gilg",NA,NA,"1968","27460","auto",NA,NA,NA,NA,NA,NA
"86","2021-03-04 15:43:34-03","IF","SPSF","34590","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Strychnos","bicolor","Strychnos bicolor",NA,"D.Zappi","I.Cordeiro & L.Rossi & E.A.Ribeiro","852","1991","03","12","América do Sul","Brasil","SP","Luiz Antonio","cerrado protegido",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; Arbusto escandente, flores alvas, odoríferas;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"87","2021-03-04 15:43:34-03","IF","SPSF","14081","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","J.A.Pastore","G.Durigan",NA,"1989","07","25","América do Sul","Brasil","BA","Una","Estação Experimental Lemos Maia","-39.0752983093262","-15.2932996749878",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Cipó com frutos;",NA,NA,NA,NA,NA,"2008","36070","auto","Magnoliopsida",NA,"10","22",NA,NA
"88","2020-11-05 09:51:54-03","IBt","SP","217135","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel",NA,"Bicudo, LRH; Campos, CJ; Amaral Jr, A","867","1986","04","01",NA,"Brasil","São Paulo","Botucatu","A margem da rodovia municipal estrada do Roberto, que liga Victoriana ao Rio Bonito Campo e Nautica, a mais ou menos 5 km de Vitoriana, Fazenda Gold Farm","-48.284722","-22.8",NA,NA,NA,NA,NA,NA,NA,"-48.284722","-22.8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:07:42-03","IBt","SP","329010","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Guimarães, EF; Manoel, EA","Batalha, MA","1085","1996","02","06",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","-47.566667","-21.6",NA,NA,NA,NA,NA,NA,NA,"-47.566667","-21.6","2008",NA,NA,NA,NA,"12",NA,NA,NA
"90","2020-11-19 09:29:30-03","IBt","SP","236634","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Nogueira Neto, P","s.n.","1964","07",NA,NA,"Brasil","São Paulo","Bauru","Estrada Bauru-Araraquara, entrada para o Asilo Aimores","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","29186","auto",NA,NA,NA,NA,NA,NA
"91","2020-11-19 09:29:30-03","IBt","SP","251727","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Cordeiro, I; Rossi, L; Ribeiro, EA","852","1991","03","12",NA,"Brasil","São Paulo","Luís Antônio","Área de cerrado pretegido nas proximidades da entrada da cidade, via Anhanguera","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","26872","auto",NA,NA,NA,NA,NA,NA
"92","2020-11-19 09:29:30-03","IBt","SP","185687","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Zappi, DC","Barros, F","636","1981","02","13",NA,"Brasil","São Paulo","Mogi Mirim","Reserva Florestal de Mogi-Mirim","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","19575","auto",NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:07:42-03","IBt","SP","13166","S","Plantae",NA,NA,"Loganiaceae","Strychnos","bicolor","Strychnos bicolor","Progel","Krukoff, BA","Loefgren, A","CGG724","1888","07","17",NA,"Brasil","São Paulo","São Carlos","Mata.","-47.8899993896484","-22.0100002288818",NA,NA,NA,"Subscandens, fruto.","SP006647","SP006647",NA,NA,NA,"1967","45913","auto",NA,NA,"04",NA,NA,NA
