"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"52","2020-09-12 05:00:02-03","US","US","2483600","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.",NA,NA,NA,NA,"G. Eiten, L. T. Eiten, G. M. Felippe & J. M. Campos","3137","1961","1","22","Brazil","São Paulo","São Carlos","Fazenda Canchim","-47.8899993896484","-22.0100002288818",NA,NA,NA,"US01331070",NA,"Piperales","South America - Neotropics",NA,"US01331070_01","45913","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1"
"53","2020-09-02 16:35:55-03","Cenargen","CEN","29358","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2003","04",NA,"Sebastião Pinheiro Cordovil da Silva","722","1997","11","14","Brasil","GO","CORUMBAIBA","Córrego Libórea.","-48.5614013671875","-18.1424999237061",NA,NA,"Pecíolo vináceo.","CEN00029358",NA,NA,NA,"Exsicatas","CEN00029358","40186","auto",NA,NA,NA,NA,NA,NA,"4"
"54","2020-09-02 16:35:55-03","Cenargen","CEN","29365","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2003","04",NA,"Sebastião Pinheiro Cordovil da Silva","729","1997","11","14","Brasil","GO","CORUMBAIBA","Córrego Libórea.","-48.5614013671875","-18.1424999237061",NA,NA,"Pecíolo vináceo.","CEN00029365",NA,NA,NA,"Exsicatas","CEN00029365","40186","auto",NA,NA,NA,NA,NA,NA,"4"
"55","2020-09-02 16:35:55-03","Cenargen","CEN","24298","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2003","04",NA,"Glocimar Pereira-Silva","1892","1993","09","21","Brasil","GO","CORUMBAIBA","Margem esquerda do Rio Corumbá, próximo à Foz do Córrego Gameleira, margem direita.","-48.5614013671875","-18.1424999237061","-4851667.0","-1780000.0","Inflorescência branca.","CEN00024298",NA,NA,NA,"Exsicatas","CEN00024298","40186","auto",NA,NA,"540","540",NA,NA,"4"
"56","2020-09-02 16:35:55-03","Cenargen","CEN","49342","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2006","12",NA,"Rosana Romero","6212","1991","12","03","Brasil","MG","SAO ROQUE DE MINAS","Mata das Perobas, faz. Peroba.","-46.330277","-20.126111","-46.330277","-20.126111","Inflorescência esverdeada. Doação Universidade Federal de Uberlândia - HUFU.","CEN00049342",NA,NA,NA,"Exsicatas","CEN00049342",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2020-09-02 16:35:55-03","Cenargen","CEN","23786","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2002","04",NA,"Roberto Fontes Vieira","1607","1993","10","26","Brasil","GO","CALDAS NOVAS",NA,"-48.625","-17.74169921875",NA,NA,"Inflorescência jovem esverdeada, anteras brancas.","CEN00023786",NA,NA,NA,"Exsicatas","CEN00023786","36612","auto",NA,NA,NA,NA,NA,NA,"4"
"58","2020-09-02 16:35:55-03","Cenargen","CEN","22292","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","M. Carvalho-Silva","2003","04",NA,"Terezinha Aparecida Borges Dias","324","1993","02","10","Brasil","GO","CALDAS NOVAS","Próximo ao Rio Corumbá, junto à Foz do Córrego Bálsamo. Futuro Lago UHE-Corumbá.","-48.625","-17.74169921875","-4851667.0","-1793333.0","Inflorescência marrom-escuro, anteras cremes.","CEN00022292",NA,NA,NA,"Exsicatas","CEN00022292","36612","auto",NA,NA,"640","640",NA,NA,"4"
"59","2019-11-13 11:28:28-03","USP","SPF","231329","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Monteiro, D","2012","03",NA,"Monteiro, D","618","2012","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó","-41.733056","-20.477778","-41.733056","-20.477778",NA,"SPF00231329",NA,NA,NA,NA,"SPF00231329",NA,NA,NA,NA,"1098","1098",NA,NA,NA
"60","2019-11-13 11:28:28-03","USP","SPF","205513","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Cotarelli, VM","2010",NA,NA,"Francisco, EM","377","2010","07","20","Brasil","Paraná","Cambé","Parque Histórico Municipal Danziger Hof","-51.2783012390137","-23.2758007049561",NA,NA,NA,"SPF00205513",NA,NA,NA,NA,"SPF00205513","29438","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-09-04 17:54:33-03","F","FMNH-SEEDPLANTS","V0067307F","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium",NA,"W. Trelease",NA,NA,NA,"Mello Barreto","7248","1933","4","30","Brazil","Minas Gerais",NA,"Belo Horizonte, Jardim Botanico de Belo Horizonte",NA,NA,NA,NA,NA,"V0067307F","Spermatophyta",NA,"South America",NA,"V0067307F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA
"62","2020-01-23 15:04:01-03","F","FMNH-SEEDPLANTS","V0469214F","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium",NA,NA,NA,NA,NA,"E. P. Heringer","15281","1976","1","4","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0469214F","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"63","2020-07-23 12:18:13-03","CEPLAC","CEPEC","137955","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium",NA,NA,NA,NA,NA,"D. Monteiro","618",NA,NA,NA,"Brasil","Espírito Santo","ibitirama",NA,"-41.6671981811523","-20.5414009094238",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-02-27 14:03:30-03","UFSJ","HUFSJ","8922","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Monteiro, D","2017","01","09","Guimarães, LGL","26","2016","04","03","Brasil","Minas Gerais","Itumirim","Mata fechada. Área rural isolada. Margens do Rio Capivari. Divisa entre o município de Itumirim e Itutinga.","-44.817608","-21.390017","-44.817608","-21.390017","Arbusto, ca. 1m de altura. Com espigas.","HUFSJ008922",NA,NA,NA,NA,NA,NA,NA,NA,NA,"920","920",NA,NA,NA
"65","2020-11-04 17:30:18-03","UEM","HUEM","10582","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2004","08","11","Souza, LA","s.n.","2004","06","24","Brasil","Paraná","Maringá","Horto Florestal Dr. Luiz Teixeira Mendes, Coletado próximo ao piper arbóreo.","-51.971111","-23.431389","-51.971111","-23.431389","Herbácea com touceira no chão na mata; flors em espigas de coloração creme.","HUEM000010103",NA,NA,NA,NA,"HUEM000010103",NA,NA,NA,NA,"555","555",NA,NA,NA
"66","2020-11-04 17:30:18-03","UEM","HUEM","4798","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2009","08","11","Silva, I","s.n.","1990","08","22","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"HUEM000010101",NA,NA,NA,NA,"HUEM000010101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 17:30:18-03","UEM","HUEM","8405","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2009","08","11","Adriana; Sakuragui, CM","1362","2001","08","17","Brasil","Paraná","Maringá","Horto Florestal Dr. Luiz Teixeira Mendes, Setor 3b, próximo ao córrego Borba Gato.","-51.971111","-23.431389","-51.971111","-23.431389","Arbusto pequeno com aproximadamente 60 cm de altura; com espigas creme levemente acizentada.","HUEM000010102",NA,NA,NA,NA,"HUEM000010102",NA,NA,NA,NA,"555","555",NA,NA,NA
"68","2020-11-04 17:30:18-03","UEM","HUEM","13738","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2009","08","11","Milaneze-Gutierre, MA","s.n.","2007","08","07","Brasil","Paraná","Maringá","Parque do Ingá","-51.9385986328125","-23.4253005981445",NA,NA,"Até 60 cm de altura.","HUEM000010106",NA,NA,NA,NA,"HUEM000010106","19250","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 17:30:18-03","UEM","HUEM","1006","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2009","08","11","Silva, I","s.n.","1987","11","10","Brasil","Paraná","Maringá","Parque Florestal dos Pioneiros (Bosque II).","-51.9385986328125","-23.4253005981445",NA,NA,"Susarbustiva; 1 m de altura; inflorescências de coloração verde.","HUEM000010105",NA,NA,NA,NA,"HUEM000010105","19250","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 17:30:18-03","UEM","HUEM","21092","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trell.","Guimarães, EF","2009","08","11","Dias, AT; et al.","s.n.","1994","11","05","Brasil","Paraná","Tibagi","Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,"Arbusto c. frutos imaturos verdes.","HUEM000010104",NA,NA,NA,NA,"HUEM000010104","56988","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-11-12 17:02:22-03","UEL","FUEL","38085","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","T.I.N. de Azevedo; Carneiro, JS","157","2005","07","19","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, beira do riacho Varanal- nas, beira do riacho Varanal- nascente","-50.534222","-24.336861","-50.534222","-24.336861",NA,"FUEL018648","Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-12 17:02:22-03","UEL","FUEL","41351","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","T.I.N. de Azevedo; S.I. de Azevedo","341","2006","06","02","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.560333","-24.33325","-50.560333","-24.33325",NA,"FUEL018649","Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-12 17:02:22-03","UEL","FUEL","41356","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","T.I.N. de Azevedo; S.I. de Azevedo","336","2006","06","02","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.560333","-24.33325","-50.560333","-24.33325",NA,"FUEL018647","Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-12 17:02:22-03","UEL","FUEL","41661","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","T.I.N. de Azevedo; S.I. de Azevedo","502","2006","10","31","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal","-50.58975","-24.337056","-50.58975","-24.337056",NA,"FUEL018646","Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-12 17:02:22-03","UEL","FUEL","41701","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","T.I.N. de Azevedo; S.I. de Azevedo","410","2006","08","28","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal","-50.560333","-24.33325","-50.560333","-24.33325",NA,"FUEL018645","Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-12 17:02:22-03","UEL","FUEL","44297","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Assumpção, MZ; Francisco, EM","215","2008","06","20","Brasil","Paraná","Arapongas","Fazenda Solana","-51.35","-23.4","-51.35","-23.4",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-12 17:02:22-03","UEL","FUEL","44298","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","225","2008","07","01","Brasil","Paraná","Lupionópolis","RPPN Mata São Pedro","-51.666667","-22.683333","-51.666667","-22.683333",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,"325","325",NA,NA,NA
"78","2020-11-12 17:02:22-03","UEL","FUEL","44299","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","237","2008","07","08","Brasil","Paraná","Londrina","Fazenda Morungaba, Borda da mata.","-51.2","-23.383333","-51.2","-23.383333",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-12 17:02:22-03","UEL","FUEL","44301","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","238","2008","07","11","Brasil","Paraná","Londrina","Fazenda Santa Helena (após Mata dos Godoy), Borda da mata.","-51.25","-23.466667","-51.25","-23.466667",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,"606","606",NA,NA,NA
"80","2020-11-12 17:02:22-03","UEL","FUEL","45474","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","755","2009","06","04","Brasil","Paraná","Londrina","Faz. Santa Helena","-51.233333","-23.4","-51.233333","-23.4",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-12 17:02:22-03","UEL","FUEL","45748","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","775","2009","06","10","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.933333","-51.133333","-23.933333",NA,NA,"Tracheophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-12 17:02:22-03","UEL","FUEL","42761","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Marestoni, TM; Cervigne, NS; Francisco, EM","122","2007","08","07","Brasil","Paraná","Arapongas","Fazenda Solana","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-11-12 17:02:22-03","UEL","FUEL","47973","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Cotarelli, VM","2010","10","26","Francisco, EM","377","2010","07","20","Brasil","Paraná","Cambé","Parque Municipal Dansiger Hof, interior da mata","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 17:02:22-03","UEL","FUEL","26644","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Pavão, OC; et al.","s.n.","1999","07","08","Brasil","Paraná","Cornélio Procópio","Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-11-12 17:02:22-03","UEL","FUEL","2392","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Francisco das Chagas e Silva","722","1985","05","30","Brasil","Paraná","Londrina","Floresta dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-11-12 17:02:22-03","UEL","FUEL","7193","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Assakura, S","s.n.","1989","07","30","Brasil","Paraná","Londrina","Reserva da Fazenda Planalto, Dist. Paiquerê","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-11-12 17:02:22-03","UEL","FUEL","25324","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Francisco, EM; et al.","s.n.","1999","06","15","Brasil","Paraná","Santa Cecilia do Pavão","Sítio São João","-50.7835998535156","-23.5172004699707",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"10947","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-11-12 17:02:22-03","UEL","FUEL","44295","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Cotarelli, VM; Francisco, EM","121","2008","05","22","Brasil","Paraná","Tamarana","Estância Dourados","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"23681","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-11-12 17:02:22-03","UEL","FUEL","14669","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, EF","2009","08","11","Dias, AT; et al.","s.n.","1994","11","05","Brasil","Paraná","Tibagi","Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Tracheophyta","Piperales",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:08:03-03","UnB","UB","156750","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Carvalho-Silva, M","2003","10","03","Nakajima, JN; Romero, R; Pacheco, RA; Volpi, RL","3125","2002","04","12","Brasil","Minas Gerais","Delfinópolis","Fazenda Maria Concebida, Cachoeira do Rio Águas Claras, beira da trilha","-46.818611","-20.253333","-46.818611","-20.253333","Planta 2m. Flores esverdeadas.",NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,"857","857",NA,NA,NA
"91","2019-11-01 15:08:03-03","UnB","UB","28141","PreservedSpecimen","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Carvalho-Silva, M","2002","04",NA,"Heringer, EP","15281","1976","01","04","Brasil","Goiás","Caldas Novas","Caldas Novas, Termas do Rio Quente","-48.625","-17.7417","-48.625","-17.7417",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-05-06 12:01:31-03","UFU","HUFU","34835","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Carvalho-Silva, M.","2005","01",NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3644","2003","10","24","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Desertinho.","-46.8539009094238","-20.343900680542",NA,NA,"Arbuato ca. de 2 m.; Mata de galeria.","HUFU00035766",NA,NA,NA,NA,"HUFU00035766","41380","auto",NA,NA,NA,NA,NA,NA,NA
"93","2019-05-06 12:01:31-03","UFU","HUFU","60365","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, E.F.","2009","08","11","Assakura, J.","s.n.","1989","07","30","Brasil","Paraná","Londrina","Paiquerê, Reserva Fazenda Plantalto.","-51.1627998352051","-23.3103008270264",NA,NA,"Arbusto.","HUFU00019919",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"94","2019-05-06 12:01:31-03","UFU","HUFU","34826","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Carvalho-Silva, M.","2005","01",NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3635","2003","10","24","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Desertinho.","-46.8539009094238","-20.343900680542",NA,NA,"Arbusto ca. de 2 m. Inflorescência alva.; Mata de galeria.","HUFU00035765",NA,NA,NA,NA,"HUFU00035765","41380","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:44:43-03","UFRGS","ICN","171549","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Guimarães, E","2009","08","11","Marestoni, TM; Cervigne, NS; Francisco, EM","122","2007","08","07","Brasil","PR","Arapongas","Fazenda Solana.","-51.4244003295898","-23.4193992614746",NA,NA,"Doação FUEL 42761; Arbusto 1,5m altura, inflorescência branca e botões verdes.; Interior da mata.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:14:28-03","IBt","SP","140358","S","Plantae","Piperaceae","Piper","viminifolium","Piper viminifolium","Trel.","Smith, LB; Smith, SF","1966",NA,NA,"Eiten, G; Eiten, LT; Felippe, GM; Freitas Campos, JM","3137","1961","06","22","Brasil","São Paulo","São Carlos","Fazenda Canchim.","-47.8899993896484","-22.0100002288818",NA,NA,NA,"SP011294",NA,NA,NA,NA,"SP011294","45913","auto",NA,NA,NA,NA,NA,NA,NA
