"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","relatedCatalogItem","typeStatus","fieldNumber","sex"
"47","2020-09-12 05:00:02-03","US","US","2899862","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","(Baker) Mez","C. E. Calderón, T. S. Santos & L. Oliveira","2392","1976","4","24","South America - Neotropics","Brazil","Bahia","Una","Road Una-Olivença, 12 km N of Una, Faz. de Clovis deatos Piris","-39.0752983093262","-15.2932996749878","75",NA,NA,NA,"US01914135","US01914135_01",NA,"36070","auto",NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"48","2019-11-13 11:17:07-03","USP","SPF","205912","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","(Baker) Mez","Sant'Ana, SC","881","2000","06","01",NA,"Brasil","Bahia","Una","Reserva Biológica de Una, Reserva Biológica do Mico-Leão (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Coletas efetuadas ao longo do ramal de acesso à sede da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,"SPF00205912",NA,"Machado, TM",NA,NA,"2016","11","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-25 13:51:53-03","UNIVILLE","JOI","14900","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","(Baker) Mez","Mancinelli, W.S.","762","2007","07","31",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","200","200",NA,"; HABITO: Epífita","JOI014900",NA,"Mancinelli, W. S.","37150","auto","2007","07",NA,NA,"31",NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:01:00-03","CEPLAC","CEPEC","134085","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","drepanocarpa","Tillandsia drepanocarpa",NA,"M.M. Coelho","366","2011","09","03",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Fazenda São José. Proprietário Senhor Francisco.","-39.603889","-14.705833",NA,NA,NA,"(Unicata) Foto.",NA,NA,"Sem Informação",NA,NA,NA,NA,"39W36'14","14S42'21",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-23 12:01:04-03","CEPLAC","CEPEC","12631","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"T. S. dos Santos","3106","1976","04","24",NA,"Brasil","Bahia","UNA","Km 12 Rod. Una/Olivença.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"L. B. Smith","36070","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"01/06/1979",NA,NA,NA
"52","2020-07-23 12:01:04-03","CEPLAC","CEPEC","126642","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"Daneu, L.","150","2009","09","13",NA,"Brasil","Bahia","arataca","Serra das Lontras. Encosta em frente da sede da RPPN do IESB com acesso pela Trilha do Talhão 1.","-39.335833","-15.178333",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,"39W20'9","15S10'42",NA,NA,NA,NA,NA,NA,NA
"53","2020-07-23 12:01:04-03","CEPLAC","CEPEC","131066","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"Leitman, P.M.","209","2011","05","05",NA,"Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, trilha da Parque Nacional da Serra das Lontras","-39.384722","-15.189167",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,"39W23'5","15S11'21",NA,NA,NA,NA,NA,NA,NA
"54","2020-07-23 12:01:04-03","CEPLAC","CEPEC","132767","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"Leitman, P.M.","380","2011","09","11",NA,"Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, subindo pelo vale À esquerda da estrada, depois da casa do Sr. Otarcílio.","-39.384444","-15.196111","381","381",NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"39W23'4","15S11'46",NA,NA,NA,NA,NA,NA,NA
"55","2020-07-23 12:01:04-03","CEPLAC","CEPEC","56735","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"A. M. Amorim","777","1992","09","24",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada Km 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,"30/08/1993",NA,NA,NA
"56","2020-07-23 12:01:04-03","CEPLAC","CEPEC","85190","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"S. C. de Sant'Ana","881","1991","07","01",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada no KM 46 BA-001 Ilheus/Una. Ao longo do ramal de acesso da reserva.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA
"57","2020-07-23 12:01:04-03","CEPLAC","CEPEC","28750","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"C. E. Calderon","2392","1976","04","24",NA,"Brasil","Bahia","UNA","12Km ao N de Una, Faz. de C. Mata Pires.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"A. M. Amorim","36070","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"58","2020-07-23 12:01:04-03","CEPLAC","CEPEC","7357","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"R. S. Pinheiro","1406","1971","06","18",NA,"Brasil","Bahia","UNA","Fazenda São Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"L. B. Smith","36070","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"01/07/1985",NA,NA,NA
"59","2020-07-23 12:01:04-03","CEPLAC","CEPEC","39500","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"T. S. dos Santos","4206","1986","03","08",NA,"Brasil","Bahia","BUERAREMA","16Km ao SE cidade, Rod. p/ Vila Brasil.","-38.25","-15.05",NA,NA,NA,NA,NA,NA,"A. Costa",NA,NA,NA,NA,"38W15'0","15S3'0",NA,NA,NA,"30/08/1992",NA,NA,NA
"60","2020-07-23 12:01:04-03","CEPLAC","CEPEC","76428","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"A. M. Amorim","2093","1997","09","18",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrad Km 46 BA-001 Rod. Ilheus/Una. Picada paralela ao Rio Maruim.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,"30/12/1998",NA,NA,NA
"61","2021-03-04 15:41:58-03","IF","SPSF","29692","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa",NA,"G.O.Romao","652","2001","04","16","América do Sul","Brasil","SP","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.7799987792969","-24.1800003051758",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"62","2017-09-11 17:09:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","drepanocarpa","Tillandsia drepanocarpa","Baker","Burchell, WJ","3596","1826","12","15","Southern America","Brazil","São Paulo","São Bernardo do Campo","IBB/ Rio das Pedras, São Bernardo do Campo, SP, Rio das Pedras","-46.466667","-23.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.466667","-23.85",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:50:47-03","UFRGS","ICN","178392","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","(Baker) Mez","Mariath, JEA","s.n.","2011","09","20","América do Sul","Brasil","SC","Florianópolis",NA,"-47.251111","-27.0775","276","276",NA,"Mata Atlântica","ICN00030566",NA,"Waechter, JL; Kuhn, SA",NA,NA,"2014","03","-47.251111","-27.0775","01",NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:02:51-03","IBt","SP","391986","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","Mez","Versieux, LM; Calvente, AM","389","2007","01","25",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Trilha para a cachoeira.","-40.555722","-19.925","703","703",NA,"Prensado em álcool. DNA amostrado.","SP053419","SP053419","Versieux, LM",NA,NA,NA,NA,"-40.555722","-19.925",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:02:51-03","IBt","SP","391994","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","Mez","Versieux, LM; Calvente, AM","425","2007","02","10",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras.","-40.040417","-16.402806","850","850",NA,"Prensado em álcool.","SP053420","SP053420","Versieux, LM",NA,NA,NA,NA,"-40.040417","-16.402806",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:02:51-03","IBt","SP","44736","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","Mez","Foster, M; Foster, R","797","1940","08","05",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","900","900",NA,NA,"SP053417","SP053417","Smith, LB","23813","auto","1952","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:02:51-03","IBt","SP","335726","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","Mez","Campacci, MA","180","1999","03",NA,NA,"Brasil","São Paulo","Bertioga","Boracéia. Condomínio Morada da Praia.","-46.138599395752","-23.8544006347656","10","15",NA,NA,"SP053416","SP053416","Wanderley, MGL","37616","auto","1999","06",NA,NA,"22",NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:02:51-03","IBt","SP","30355","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","drepanocarpa","Vriesea drepanocarpa","Mez","Hoehne, FC","s.n.","1933","03","30",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP053418","SP053418","Smith, LB","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2010-08-16 16:36:03-03","GH","HU-HERB","GH 00029475","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","dusenii","Vriesea dusenii","L. B. Smith","P. K. H. Dusén","10712B","1910","3","12","South America","Brazil","Paraná",NA,"Jacarehy, cultivated",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","10712B","undetermined"
