"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"51","2020-07-23 12:02:50-03","CEPLAC","CEPEC","76533","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"A. M. Amorim","A. M. de Carvalho","6477","1998","01","28",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Trilha do Príncipe.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/1998"
"52","2020-07-23 12:02:50-03","CEPLAC","CEPEC","4237","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"G. T. Prance","R. P. Belém","3146","1980","07","20",NA,"Brasil","Bahia","MARAÚ",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiti-boi",NA,NA,"Isótipo",NA,"47076","auto","0W0'0","0S0'0",NA,NA,NA,NA,"30/12/1972"
"53","2020-07-23 12:02:50-03","CEPLAC","CEPEC","4127","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"G. T. Prance","R. P. Belém","3132","1979","07","20",NA,"Brasil","Bahia","MARAÚ",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiti-boi",NA,NA,"Paratipo",NA,"47076","auto","0W0'0","0S0'0",NA,NA,NA,NA,"30/12/1972"
"54","2020-07-23 12:02:50-03","CEPLAC","CEPEC","141023","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"Sem Informação","Lopes, L.C.M.","251","2012","07","25",NA,"Brasil","Bahia","UNA",NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto","39W7'73","15S10'80",NA,NA,NA,NA,NA
"55","2020-07-23 12:02:50-03","CEPLAC","CEPEC","13155","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"G. T. Prance","S. A. Mori","9336","1978","02","27",NA,"Brasil","Bahia","UNA","8Km SW cruzam., 20Km NW Una. Ramal BA-265/BR-101.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto","0*0'99","99*99'99",NA,NA,NA,NA,"30/12/1979"
"56","2020-07-23 12:02:50-03","CEPLAC","CEPEC","27870","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"G. T. Prance","S. A. Mori","14017","1981","05","14",NA,"Brasil","Bahia","UNA","Maruim, arredores Fazs. Maruim e Dois de Julho, 33Km ao SW da Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,"30/12/1982"
"57","2020-07-23 12:02:50-03","CEPLAC","CEPEC","27584","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"A. M. Amorim","S. A. Mori","13774","1981","04","28",NA,"Brasil","Bahia","UNA","Maruim, arredores Fazs. Maruim e Dois de Julho, 33Km ao SW da Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,"30/12/1997"
"58","2021-04-08 17:12:27-03","UESB","HUESB","14298","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Mariano Neto, E.","1727","2000","09","07",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Arvoreta de subosque, ca. 1,8m. Floresta ombrófila densa, próximo a clareira pequena. Número 4213 da fitossociologia.","HUESB000014298",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-08 17:12:27-03","UESB","HUESB","14285","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Mariano Neto, E.","365","2000","07","04",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Arvoreta, ca. 18m. Floresta ombrófila densa, encontrado em clareira grande. Número 742 da fitossciologia.","HUESB000014285",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-04-08 17:12:27-03","UESB","HUESB","14280","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Mariano Neto, E.","1438","2000","09","01",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Arvoreta de subosque, ca. 1,7m. Floresta alterada, em área de regeneração de clareira grande dentro da floresta. Número 3471 da fitossociologia.","HUESB000014280",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-04-08 17:12:27-03","UESB","HUESB","14283","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Mariano Neto, E.","1739","2000","09","07",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Árvore, ca. 20m. Frutos verde. Floresta ombrófila densa. Número 4238 da fitossociologia.","HUESB000014283",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 14:56:16-03","UnB","UB","2053","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3132","1967","01","17","Southern America","Brasil","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,"Tipo.; Árvore x 15cm. Flor branca; Mata costeira.","UB0036786","UB0036786","paratype",NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:56:16-03","UnB","UB","2052","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3169","1967","01","18","Southern America","Brasil","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,"Tipo.; Árvore 25m x 30cm. Flor branca; Mata costeira.","UB0036785","UB0036785","paratype",NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-01 14:56:16-03","UnB","UB","2051","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3146","1967","01","17","Southern America","Brasil","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,"Tipo.; Árvore 15m x 20cm. Flor branca; Mata costeira.","UB0036784","UB0036784","isotype",NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
