"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"53","2020-09-12 05:00:02-03","US","US","3124255","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"A. P. Duarte","South America","Brazil",NA,NA,"US02522986","US02522986_01",NA,NA,NA,"65367","1948","10","12",NA,NA,"Serre de Petropolis, km 60 +/-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"54","2020-09-12 05:00:02-03","US","US","2789137","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"P. Occhioni","South America - Neotropics","Brazil",NA,NA,"US02522985","US02522985_01",NA,NA,NA,"5989","1974","9",NA,"Rio de Janeiro",NA,"Est. do Rio-seua [interpreted] dos Orgaos Limoeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"55","2019-11-13 11:30:23-03","USP","SPF","203509","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Anônimo","Zipparro, VB",NA,"Brasil",NA,NA,"SPF00203509",NA,NA,NA,NA,"2414","2008","05","23","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta","-45.033333","-23.516667","-45.033333","-23.516667",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:30:23-03","USP","SPF","227011","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Zappi, DC","Braga, JMA",NA,"Brasil",NA,NA,"SPF00227011","SPF00227011","2005",NA,NA,"4062","1997","05","07","Rio de Janeiro",NA,"Saracuruna. Reserva da Petrobras.","-43.233333","-22.516667","-43.233333","-22.516667","50","50",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:14:45-03","UEFS","HUEFS","194820","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Braga, J.M.A.",NA,"Brasil",NA,"Mata alterada densa.","HUEFS0194820","HUEFS0194820",NA,NA,NA,"4062","1997","05","07","Rio de Janeiro","Saracuruna","Reserva da Petrobras. Trilha ao redor do lago da barragem.Plataforma.","-43.233333","-22.516667","43W14'0''","22S31'0''","50","50",NA,NA,NA,NA,NA,"Asteranae"
"58","2019-10-07 09:14:45-03","UEFS","HUEFS","178567","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Ziparro, V.B.",NA,"Brasil",NA,"Floresta Ombrófila Densa.","HUEFS0178567","HUEFS0178567",NA,NA,NA,"2358","2008","02","21","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.033333","-23.516667","45W2'","23S31'",NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"59","2019-09-04 18:18:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"3037",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae"
"60","2019-01-22 15:34:02-02","F","FMNH-SEEDPLANTS","V0070425F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"L. Riedel","South America","Brazil",NA,NA,"V0070425F","V0070425F_01",NA,NA,NA,NA,"1832","6",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Possible type",NA,NA,"Dicotyledoneae"
"61","2019-01-23 10:06:59-02","F","FMNH-SEEDPLANTS","V0070426F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"L. Riedel","South America","Brazil",NA,NA,"V0070426F","V0070426F_01",NA,NA,NA,"118","1832","6",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae"
"62","2015-03-07 08:15:50-03","F","FMNH-SEEDPLANTS","V0236541F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,NA,"South America","Brazil",NA,NA,"V0236541F","V0236541F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"63","2019-06-24 08:11:46-03","IAC","IAC","43359","S","Plantae",NA,NA,"Rubiaceae-221.Rubioideae-Psychotrieae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","E.L.M. Catharino","E.L.M. Catharino",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,"São Paulo","Cotia","Morro Grande, Reserva, área Torres 16.4","-46.996942","-23.796325","-46.996942","-23.796325",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-04 15:46:07-03","IF","SPSF","32720","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"R.M.R.Duarte","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"2001","04","29","SP","Ubatuba","Parque Estadual da Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,"Magnoliopsida"
"65","2021-03-04 15:46:07-03","IF","SPSF","46731","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"V.B.Zipparro","América do Sul","Brasil",NA,"COLETA: Árvore com ca. De 4,5 m de altura, presença de frutos imaturos de coloração verde.; GEOGRAFIA: Trilha do Sul, descida para a Praia do Sul, floresta ombrófila densa em estágio intermediário de regeneração, ambiente iluminado.;",NA,NA,NA,NA,NA,"2393","2008","04","17","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.058333","-23.541667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"66","2021-03-04 15:46:07-03","IF","SPSF","46732","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"V.B.Zipparro","América do Sul","Brasil",NA,"COLETA: Parcela T, arvoreta com cerca de 2,5 m de altura, presença de frutos imaturos de coloração verde.; GEOGRAFIA: Trilha do leste , floresta ombrófila densa em estado intermediário de regeneração.;",NA,NA,NA,NA,NA,"2414","2008","05","23","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.058333","-23.541667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"67","2021-03-04 15:46:07-03","IF","SPSF","46750","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"V.B.Zipparro","América do Sul","Brasil",NA,"COLETA: Árvore, cerca de 4,5m de altura, presença de botões brancos e flores brancas muito aromáticas.; GEOGRAFIA: Trilha do Leste, floresta ombrófila densa, ambiente sombreado. Parcela U.;",NA,NA,NA,NA,NA,"2358","2008","02","21","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.058333","-23.541667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"68","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Riedel, L",NA,"?",NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA,NA,NA,"ibidem in silvis montanis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Riedel, L",NA,"?",NA,NA,NA,NA,NA,NA,NA,"118",NA,NA,NA,NA,NA,"ibidem in silvis montanis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Riedel, L","Southern America","Brazil",NA,"In silvis montanis.; HABITAT: In silvis montanis.",NA,NA,NA,NA,NA,"643",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Riedel, L","Southern America","Brazil",NA,"In silvis montanis.; HABITAT: In silvis montanis.",NA,NA,NA,NA,NA,"118",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Glaziou, AFM","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"3037",NA,NA,NA,"Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:13:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Glaziou, AFM","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"3037",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:18:18-03","IBt","SP","200283","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Gomes, M","Martuscelli, P",NA,"Brasil",NA,NA,NA,NA,"1996","04","26","22","1984","06","24","São Paulo","Miracatu","Sítio Irapuã, Br. 116, km 348,5","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"43974","auto",NA,NA,NA,NA
"75","2014-09-23 10:59:29-03","G","G","G00300768","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Taylor, C. M.","Glaziou, A. F. M.","AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=225256&base=img&lang=en","G00300768","G00300768","2010","01","01","3027",NA,NA,NA,"Rio de Janeiro",NA,NA,"-42.9125","-22.48222222","-42.9125","-22.48222222",NA,NA,NA,NA,"SYNTYPUS of Psychotria glaziovii Müll. Arg.",NA,NA,NA
