"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"154","2019-10-09 11:15:08-03","UFBA","ALCB","98467","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Primo, LM","61","2010","11",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"ALCB029095","Dicotyledon",NA,"Mart. ex Benth.","Moura, LM","Ibicoara","Chapada Diamantina","-41.2846984863281","-13.4105997085571",NA,NA,"ALCB029095",NA,NA,NA,"2010","11",NA,"34188","auto",NA,NA,NA,NA,NA,NA
"155","2021-02-08 21:32:16-03","UFBA","ALCB","129438","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Barreto, ACC","s/n","1976","09","23","Southern America","Brasil","Sergipe",NA,NA,"Ca 50cm de altura, folhas composyas imparipenadas, alternadas, com estípulas, folíolos com 4/9 cm , flores liláses em inflorescência paniculadas e axilares.; Restinga. Solos de areia branca.","ALCB047048","Dicotyledon",NA,"Mart. ex Benth.","Barreto, ACC","Itabaiana",NA,"-37.4253005981445","-10.6850004196167",NA,NA,"ALCB047048",NA,NA,NA,"1976","09",NA,"16069","auto",NA,NA,NA,NA,NA,NA
"156","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L.1933772","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Pedersen TM",NA,"1967","10","06","Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1933772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1933772",NA,"Fabales","Mart. ex Benth.",NA,NA,"Plantae Paraguayenses. Estancia,,Carumbe'. Distr. Llma. Dep. San Pedro.",NA,NA,NA,NA,"NL-L1933772",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"157","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L.1933773","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Hatschbach GG",NA,"1968","10","10","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1933773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1933773",NA,"Fabales","Mart. ex Benth.",NA,NA,"Est. Parana. Mun. Arapoti. Chapadão S. Antonio.",NA,NA,NA,NA,"NL-L1933773",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"158","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L.1933774","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Hatschbach GG",NA,"1967","01","25","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1933774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1933774",NA,"Fabales","Mart. ex Benth.",NA,NA,"Est. Parana. Mun. Campo Mourão. Campo Mourão.",NA,NA,NA,NA,"NL-L1933774",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"159","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253567","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253567",NA,"Fabales","Mart. ex Benth.","Pennington RT",NA,NA,NA,NA,NA,NA,"NL-U1253567",NA,NA,NA,"1994","01","01",NA,NA,"Magnoliopsidae","U 0070737",NA,NA,NA,NA
"160","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253568","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253568",NA,"Fabales","Mart. ex Benth.","Pennington RT",NA,NA,NA,NA,NA,NA,"NL-U1253568",NA,NA,NA,"1994","01","01",NA,NA,"Magnoliopsidae","U 0070740",NA,NA,NA,NA
"161","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253569","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Lindeman JC; Haas JH de",NA,"1967","01","26","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253569",NA,"Fabales","Mart. ex Benth.","Pennington RT",NA,NA,NA,NA,NA,NA,"NL-U1253569",NA,NA,NA,"1994","01","01",NA,NA,"Magnoliopsidae","U 0070739",NA,NA,NA,NA
"162","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253570","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Lindeman JC; Haas JH de",NA,"1967","01","26","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253570",NA,"Fabales","Mart. ex Benth.","Pennington RT",NA,NA,NA,NA,NA,NA,"NL-U1253570",NA,NA,NA,"1994","01","01",NA,NA,"Magnoliopsidae","U 0070738",NA,NA,NA,NA
"163","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253571","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Woolston AL",NA,"1956","09","20","Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253571",NA,"Fabales","Mart. ex Benth.",NA,NA,"Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,"NL-U1253571",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"164","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253572","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Regnell AF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253572",NA,"Fabales","Mart. ex Benth.",NA,NA,"Prov. Minas Geraes. Caldas.",NA,NA,NA,NA,"NL-U1253572",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"165","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253573","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Macedo (Brazil) A",NA,"1950","09","05","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253573",NA,"Fabales","Mart. ex Benth.",NA,NA,"Municipui Itiubila Estado Ug.",NA,NA,NA,NA,"NL-U1253573",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"166","2020-02-08 09:11:31-03","NBC","NL-BOTANY","U.1253574","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","humilis","Andira humilis","Bamps PRJ",NA,"1975","12","30","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253574",NA,"Fabales","Mart. ex Benth.",NA,NA,"Ceara Mirim- Touros, km 25. Est. Rio Grande Do Norte.","-35.4","-5.4",NA,NA,"NL-U1253574",NA,"-35.4","-5.4",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"167","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L 0573993","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","laurifolia","Andira laurifolia","Pennington RT; Brito HS",NA,"1991","06","04","Southern America","Brazil","Bahía",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573993",NA,"Fabales","Mart. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"168","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L 0573997","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","laurifolia","Andira laurifolia","Pennington RT; Brito HS",NA,"1991","05","29","Southern America","Brazil","Bahia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573997",NA,"Fabales","Mart. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"169","2020-02-08 09:11:31-03","NBC","NL-BOTANY","L.1061152","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","laurifolia","Andira laurifolia","Pennington RT; Brito HS",NA,"1991","05","29","Southern America","Brazil","Bahia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1061152",NA,"Fabales","Mart. ex Benth.",NA,NA,NA,NA,NA,NA,NA,"NL-L1061152",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"170","2020-11-04 11:08:24-03","ESALQ","ESA","26320","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8785.0","1995","08","18",NA,"Brasil","São Paulo",NA,NA,"Erva ocaule, cálice castanho, corola rósea.","ESA026320","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé","Estrada Itararé - Bom Sucesso de Itararé. Beira da estrada.","-49.3400001525879","-24.1100006103516",NA,NA,"ESA026320",NA,NA,NA,"2012","02","17","27729","auto",NA,NA,NA,NA,NA,NA
"171","2020-11-04 11:08:24-03","ESALQ","ESA","48908","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","21305.0","1998","09","08",NA,"Brasil","Goiás",NA,NA,NA,"ESA048908","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Campo Alegre de Goiás",NA,"-47.7783012390137","-17.6331005096436",NA,NA,"ESA048908",NA,NA,NA,"2012","02","17","53964","auto",NA,NA,NA,NA,NA,NA
"172","2020-11-04 11:08:24-03","ESALQ","ESA","49029","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","21426.0","1998","09","10",NA,"Brasil","Goiás",NA,NA,NA,"ESA049029","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Cristalina",NA,"-47.6136016845703","-16.7686004638672",NA,NA,"ESA049029",NA,NA,NA,"2012","02","17","85457","auto",NA,NA,NA,NA,NA,NA
"173","2020-11-04 11:08:24-03","ESALQ","ESA","10039","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Pirani, J.R.",NA,"1990","09","05",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA010039","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"ESA010039",NA,NA,NA,"2012","02","17","67219","auto",NA,NA,NA,NA,NA,NA
"174","2020-11-04 11:08:24-03","ESALQ","ESA","10036","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Pirani, J.R.",NA,"1987","11","02",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA010036","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"ESA010036",NA,NA,NA,"2012","02","17","67219","auto",NA,NA,NA,NA,NA,NA
"175","2020-11-04 11:08:24-03","ESALQ","ESA","76231","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Chaddad Jr., J.","64.0","2001","09","08",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA076231","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,"ESA076231",NA,NA,NA,"2012","02","17","20044","auto",NA,NA,NA,NA,NA,NA
"176","2020-11-04 11:08:24-03","ESALQ","ESA","3037","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Lopes, M.B.",NA,"1985","09","26",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA003037","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"ESA003037",NA,NA,NA,"2012","02","17","73879","auto",NA,NA,NA,NA,NA,NA
"177","2020-11-04 11:08:24-03","ESALQ","ESA","11601","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C. et al.","3207.0","1993","04","21",NA,"Brasil","São Paulo",NA,NA,NA,"ESA011601","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011601",NA,NA,NA,"1993","07","19","27729","auto",NA,NA,NA,NA,NA,NA
"178","2020-11-04 11:08:24-03","ESALQ","ESA","17250","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.","3925.0","1993","05","22",NA,"Brasil","São Paulo",NA,NA,NA,"ESA017250","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017250",NA,NA,NA,"2012","02","17","27729","auto",NA,NA,NA,NA,NA,NA
"179","2020-11-04 11:08:24-03","ESALQ","ESA","9279","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Scaramuzza, C.A.M.","548.0","1989","09","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA009279","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009279",NA,NA,NA,"2012","02","17","27729","auto",NA,NA,NA,NA,NA,NA
"180","2020-11-04 11:08:24-03","ESALQ","ESA","12716","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C. et al.","4818.0","1993","11","26",NA,"Brasil","São Paulo",NA,NA,NA,"ESA012716","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012716",NA,NA,NA,"2012","02","17","27729","auto",NA,NA,NA,NA,NA,NA
"181","2020-11-04 11:08:24-03","ESALQ","ESA","17251","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.","4359.0","1993","10","30",NA,"Brasil","São Paulo",NA,NA,NA,"ESA017251","Magnoliophyta",NA,"Mart. ex Benth.","Souza, V.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017251",NA,NA,NA,"2012","02","17","27729","auto",NA,NA,NA,NA,NA,NA
"182","2020-11-04 11:08:24-03","ESALQ","ESA","12051","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C. et al.","4359.0","1993","10","30",NA,"Brasil","São Paulo",NA,NA,NA,"ESA012051","Magnoliophyta",NA,NA,NA,"Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"183","2020-11-04 11:08:24-03","ESALQ","ESA","17965","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Tamashiro, J.Y.","633.0","1994","09","26",NA,"Brasil","São Paulo",NA,NA,NA,"ESA017965","Magnoliophyta",NA,"Benth.",NA,"Itatinga",NA,"-48.6100006103516","-23.1000003814697",NA,NA,"ESA017965",NA,NA,NA,NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA
"184","2020-11-04 11:08:24-03","ESALQ","ESA","51363","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Oliveira, F.T.R.",NA,"2005","09","17",NA,"Brasil","São Paulo",NA,NA,NA,"ESA051363","Magnoliophyta",NA,NA,"Oliveira, M.M.M.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"185","2020-11-04 11:08:24-03","ESALQ","ESA","10831","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Rodrigues, R.R.",NA,"1992","10","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA010831","Magnoliophyta",NA,"Benth.","Rodrigues, R.R.","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA010831",NA,NA,NA,"1992","01","01","22843","auto",NA,NA,NA,NA,NA,NA
"186","2020-11-04 10:55:32-03","ESALQ","ESA","143324","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C. & Colletta, G.D.","42259.0","2017","10","14",NA,"Brasil","Bahia",NA,NA,"Subarbusto, ca. 50 cm alt.; flores roxas.","ESA143324",NA,NA,NA,"Souza, V.C.","Caetité","24 km de Caetité em direção a Licínio de Almeida. Cerrado.","-42.4749984741211","-14.0693998336792","1000","1000",NA,NA,"-42,509,750","-14,228,167","2017","10","14","53684","auto",NA,NA,NA,NA,NA,NA
"187","2020-11-04 10:55:49-03","ESALQ","ESA","140300","PreservedSpecimen","Plantae","Fabaceae(Papilionoideae)","Andira","humilis","Andira humilis","A. Ferraro","183.0",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA140300",NA,NA,"Mart. ex Benth.","N. Pilon","Águas de Santa Bárbara","Estação Ecológica de Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","645","645",NA,NA,"49º13'09.1","22º48'01.3","2017",NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"188","2020-11-04 10:55:32-03","ESALQ","ESA","137750","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39697.0","2015","12","16",NA,"Brasil","Distrito Federal",NA,NA,"Subarbusto, ca. 30 cm alt.; frutos imaturos verdes.","ESA137750",NA,NA,"Mart.ex Benth.","Souza, V.C.","Brasília","Reserva Ecológica do IBGE. Estrada que beira o Jardim Botânico de Brasília. Projeto Fogo. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2015","12","16","70570","auto",NA,NA,NA,NA,NA,NA
"189","2020-11-04 11:08:24-03","ESALQ","ESA","94457","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Astorino, A.","10638.0","1996","01","27",NA,"Brasil","São Paulo",NA,NA,"Subarbusto, até 30 cm alt.; frutos amarelo-alaranjados.","ESA094457","Magnoliophyta",NA,NA,"Souza, V.C.","Angatuba","Estrada para Itatinga, a ca. 20 km de Angatuba. Cerrado perturbado com abundância de Pteridium.","-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,"-23,385,278",NA,NA,NA,"29114","auto",NA,NA,NA,NA,NA,NA
"190","2021-02-22 20:50:23-03","MN","R","102287","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Silveira, A.A.","s.n.","1894","08",NA,NA,"Brasil","Minas Gerais",NA,NA,"planta da Comissão Geográfica e Geológica de Minas. Herbário n°50.",NA,NA,NA,"Mart. ex Benth.","Mattos,N.F.","Barbacema",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-02-22 20:50:23-03","MN","R","126888","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Castellanos, A.","23021","1961","01","27",NA,"Brasil","Rio Grande do Norte",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.","Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-22 20:50:23-03","MN","R","162110","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Irwin, H.S.; Onishi,E.;Fonseca,S.F.;Souza,R.;Santos,R.R. dos;Ramos,J.","25699","1970","01","29",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-22 20:50:23-03","MN","R","182044","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Vieira, M.G.; et al.","622","1979","10","25",NA,"Brasil","Rondonia",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","D. Cardoso;H. C. Lima","Vilhena","4 km próximo de Vilhena","-60.166667","-12.75",NA,NA,NA,NA,"60º10'W","12º45'S","2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-22 20:50:23-03","MN","R","21653","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Malme, G.O.A.","2037","1902","09","26",NA,"Brasil","Mato Grosso",NA,NA,"Herb. Brasil.Regnell. Musei bot. Stockholm. Plantae Itineris Regnelliani Ild.",NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-02-22 20:50:23-03","MN","R","2962","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Netto, L.S.M.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Mattos,N.F.","Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-02-22 20:50:23-03","MN","R","65853","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","?","s.n.","1862","01",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Mattos,N.F.","Morada Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-22 20:50:23-03","MN","R","65855","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Netto, L.S.M.","28","1883",NA,NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-02-22 20:50:23-03","MN","R","76116","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Ducke, W.A.; Lima,A.","39","1951","11","30",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-02-22 20:50:23-03","MN","R","111576","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Andrade, A.G.; Emmerich, M.","308","1960","09","02",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Lima, D de A","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1976","12",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"200","2021-02-22 20:50:23-03","MN","R","5294","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Lisboa, M. A.","2323","1909","08","13",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Mattos,N.F.","Grajáu",NA,"-46.138599395752","-5.81943988800049",NA,NA,NA,NA,NA,NA,"1967",NA,NA,"64236","auto",NA,NA,NA,NA,NA,NA
"201","2021-02-22 20:50:23-03","MN","R","111810","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Willams, L.O.; Assis,V.","7430","1945","09","10",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Mattos,N.F.","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,"1968",NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA
"202","2021-02-22 20:50:23-03","MN","R","33105","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Mello Barreto, H.L.","5491","1933","09","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.","Arroyo, M.K.","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"1975",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA
"203","2021-02-22 20:50:23-03","MN","R","234349","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Pangaio, L.; Oliveira, L. & Oliveira, M.","1246","2007","09","13",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010051474,R010051471",NA,NA,"Mart. ex Benth.",NA,"Buenópolis","Serra do Cabral. Região da Lapa Pintada III (em frente à Lapa Pintada)","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"204","2021-03-31 13:38:35-03","MN","R","229107","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Alves, R.J.V.; Silva, N.G.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"R010011539,R010011540",NA,NA,"Mart. ex Benth.",NA,"Itutinga","Serra do Ouro Preto","-44.6577987670898","-21.2980995178223",NA,NA,"R010011539 R010011540",NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA
