"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","year","stateProvince","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"46","2019-10-09 11:24:16-03","UFBA","ALCB","66983","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Guedes, ML; Leme, CL; Velozo, ES","Southern America","Brasil","Paraguaçu, Feira de Santana",NA,NA,"ca. 4,5 m alt. Folhas com 3-11 folíolos, aromáticos. Inflorescência com flores singelas, amarelo-esverdeadas.",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"11183","2004","Bahia",NA,"Pirani, JR",NA,NA,"Feira de Santana","-38.966667","-12.25",NA,NA,NA,NA,"-38.966667","-12.25","2007",NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:24:16-03","UFBA","ALCB","67894","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Velozo, ES","Southern America","Brasil","Paraguaçu, Feira de Santana",NA,NA,"frutos imaturos verdes.",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s/n","2005","Bahia",NA,"Pirani, JR","03","13","Feira de Santana","-38.966667","-12.25",NA,NA,NA,NA,"-38.966667","-12.25","2007",NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:24:16-03","UFBA","ALCB","88005","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Velozo, ES","Southern America","Brasil","Paraguaçu, Jaída",NA,NA,"Folhas cartáceas, levemente discolores. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s/n","2009","Bahia",NA,NA,"07","12","Feira de Santana","-38.966667","-12.25",NA,NA,NA,NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:24:16-03","UFBA","ALCB","88005","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Velozo, ES","Southern America","Brasil","Paraguaçu, Jaída",NA,NA,"folhas cartáceas, levemente discolores. Frutos imaturos verdes.","ALCB063707","Dicotyledon",NA,"A.St.-Hil.",NA,"s/n","2009","Bahia",NA,NA,"08","12","Feira de Santana","-38.966667","-12.25",NA,NA,NA,NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Torrend, Padre CSJ",NA,"s/localidade",NA,NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s/n","1933",NA,NA,"Pirani, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:24:16-03","UFBA","ALCB","84020","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Guedes, ML; Gomes, FS","Southern America","Brasil","Serra Geral, Bloco 01, paecela 01, ind. nº 62",NA,NA,"ca. 3 m alt., CAP 12 cm. Folhas com folíolos cartáceos.; Ecotono","ALCB063705","Dicotyledon",NA,"A.St.-Hil.",NA,"14518a","2008","Bahia",NA,"Pirani, JR","05","24","Caetité","-42.018056","-14.020833",NA,NA,NA,NA,"-42.018056","-14.020833","2013","09",NA,NA,NA,NA,NA
"52","2020-02-08 10:31:24-03","NBC","NL-BOTANY","L.4167386","PreservedSpecimen","Plantae","Rutaceae","Fagara","nigra","Fagara nigra","Koloniaal Instituut Amsterdam","Southern America","Surinam","Utrecht. Zanderij.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4167386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4167386",NA,"Sapindales","(Mart.) Engl.",NA,NA,NA,NA,"NL-L4167386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"53","2020-02-08 10:31:24-03","NBC","NL-BOTANY","L.4167387","PreservedSpecimen","Plantae","Rutaceae","Fagara","nigra","Fagara nigra","Koloniaal Instituut Amsterdam","Southern America","Surinam","Utrecht. Zanderij.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4167387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4167387",NA,"Sapindales","(Mart.) Engl.",NA,NA,NA,NA,"NL-L4167387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"54","2020-02-08 10:31:47-03","NBC","NL-BOTANY","L.2130294","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Riedel L","Southern America","Brazil","Brafilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2130294 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2130294",NA,"Sapindales","Mart.",NA,NA,NA,NA,"NL-L2130294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"55","2020-02-08 10:31:47-03","NBC","NL-BOTANY","L.2130295","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Unknown","Southern America","Surinam","Surinamenses, Zanderij I, Arbor no 214.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2130295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2130295",NA,"Sapindales","Mart.",NA,NA,NA,NA,"NL-L2130295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"56","2020-02-08 10:31:47-03","NBC","NL-BOTANY","L.2130296","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Unknown","Southern America","Surinam","Surinamenses, Zanderij I, Arbor no 214.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2130296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2130296",NA,"Sapindales","Mart.",NA,NA,NA,NA,"NL-L2130296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"57","2020-02-08 10:31:47-03","NBC","NL-BOTANY","U.1578528","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Unknown","Southern America","Surinam","Zanderij I",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1578528",NA,"Sapindales","Mart.",NA,NA,"1919","Para","NL-U1578528",NA,"11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250431",NA,NA
"58","2020-11-04 11:19:11-03","ESALQ","ESA","75268","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.",NA,"Brasil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.",NA,NA,"Arbusto, 3m alt. Borda de mata.","ESA075268","Magnoliophyta",NA,"A. St. -Hil.",NA,"85.0","2001","São Paulo","ESA075268","Souza, J.P. & Souza, V.C.","04","11","São Paulo","-467.333",NA,"800","800",NA,NA,"-467,333","-23,983,333",NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:19:11-03","ESALQ","ESA","26362","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Souza, V.C. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA026362","Magnoliophyta",NA,"A.St.-Hil.",NA,"5501.0","1994","Minas Gerais","ESA026362",NA,"03","14","Montezuma","-42.497200012207","-15.1718997955322",NA,NA,"28596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:19:11-03","ESALQ","ESA","124701","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Ribeiro, R.D.",NA,"Brasil",NA,NA,NA,NA,"ESA124701","Magnoliophyta",NA,NA,NA,"106.0","1905","Rio de Janeiro",NA,"Farney, C.","06","26","Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:19:11-03","ESALQ","ESA","3580","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Catharino, E.L.M.",NA,"Brasil",NA,NA,NA,NA,"ESA003580","Magnoliophyta",NA,"A.St.-Hil.",NA,"636.0","1986","São Paulo","ESA003580","Pirani, J.R.","01","21","Ipeúna","-47.7099990844727","-22.4300003051758",NA,NA,"12906","auto",NA,NA,"2004","01","01",NA,NA,NA,NA
"62","2021-01-14 15:33:28-03","MN","R","71090","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Freire Allemão, F. 288; Cysneiros, M.",NA,"Brasil",NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010047649",NA,NA,"Mart.",NA,NA,NA,"Ceará","R010047649_001 R010047649_002","Pirani, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:33:28-03","MN","R","71190","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Glaziou, A.F.M.",NA,"Brasil","Ilha do Governador",NA,NA,"Herb. J. de Saldanha","R000071190",NA,NA,"Mart.",NA,NA,NA,"Rio de Janeiro","R000071190_001",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-07-26 11:41:16-03","IPA","IPA","57916","S","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Félix, L.P.","Southern America","Brasil",NA,NA,NA,"Arbusto, flores alvas, terrenos pedregosos.","IPA0057916","Plantae",NA,"Engl.",NA,"57916","1996","Bahia",NA,"Pirani, J.R.","01","15","Ibicoara","-41.2846984863281","-13.4105997085571",NA,NA,"34188","auto",NA,NA,"1996","09","03",NA,NA,NA,NA
"65","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0046620","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","G. Hatschbach; O. S. Ribas, F. Deodato",NA,"Brazil","Palmeira (Mun. Caetite) Bahia.",NA,NA,"Arbusto, 2 m, espinhos esparsos.",NA,"Magnoliophyta","Sapindales","Engl.",NA,"65856","1997","Bahia",NA,"J. R. Pirani","1","16",NA,"-42.486183","-14.0648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0046621","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","G. Hatschbach; M. Hatschbach, J. M. Silva",NA,"Brazil","Tucano (Mun. Caetite) Bahia.",NA,NA,"Arbusto, 1.50 m.",NA,"Magnoliophyta","Sapindales","Engl.",NA,"61937","1995","Bahia",NA,"J. R. Pirani","3","15",NA,"-42.486183","-14.0648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:25:35-03","UNICAMP","UEC","149379","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Torres, RB; Figueiredo, N; Oliveira, AR",NA,"Brazil","Estação Ecológica de Angatuba. Mata Secundária.",NA,NA,"Arvoreta 6.5 m. Interior da mata secundária. Flores com corola branca, levemente perfumadas.","UEC051470","Magnoliopsida",NA,"A.St.-Hil.",NA,"321","1987","São Paulo","UEC051470","Pirani, JR","12","09","Angatuba","-48.594139","-23.711728",NA,NA,NA,NA,"-48.594139","-23.711728","2013","07",NA,NA,NA,NA,NA
"68","2021-03-01 16:40:34-03","UNICAMP","UEC","55752","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA",NA,"Brazil","Fazenda Grota Funda.",NA,NA,"Árvore com 4m., frutos verdes maduros.","UEC031010","Magnoliopsida",NA,"A.St.-Hil.",NA,"21394","1988","São Paulo","UEC031010","Reynel, C","01","25","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"21675","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:40:34-03","UNICAMP","UEC","79996","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sartori, ALB; et al.",NA,"Brazil","Posto Tolluca, Castelo Branco 265km.",NA,NA,"Arbusto 2m, flores brancas.; Borda da Mata.","UEC031008","Magnoliopsida",NA,"A.St.-Hil.",NA,"28981","1993","São Paulo","UEC031008","Pirani, JR","11","09","Cerqueira César","-49.1599998474121","-23.0300006866455",NA,NA,"25405","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:40:34-03","UNICAMP","UEC","37706","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Martins, FR; Tamashiro, JY",NA,"Brazil",NA,NA,NA,"Arvoreta de 10m, frutos de cor verde. Frutos coletados.; Mata sobre latossolo vermelho amarelo arenoso, sobre Botucatu/Piramboia.","UEC031007","Magnoliopsida",NA,"A.St.-Hil.",NA,"15707","1984","São Paulo","UEC031007","Reynel, C","02","13","Guareí","-48.1800003051758","-23.3700008392334",NA,NA,"20393","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:40:34-03","UNICAMP","UEC","121667","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; Rodrigues, RR",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.",NA,NA,"Arbusto 3m. altura.; Floresta ribeirinha altomontana com campo adjacente. Borda de mata.","UEC031009","Magnoliopsida",NA,"A.St.-Hil.",NA,"85","2001","São Paulo","UEC031009","Souza, JP","04","11","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-04-22 16:24:46-03","UFPB","JPB","56423","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Harley, RM","Southern America","Brasil","Estrada para a Fazenda Marion, de Rio de Contas.",NA,NA,"; HABITAT: Caatinga arbórea e arbustiva na beira da estrada.; DESC: Arbusto até 3 m de alt.Caules eretos, ramificados marrom claros com acúleos negrescentes. Pétalas brancas, ovário verde, estigma amarelada, excêntrica. Madeira arromá","JPB0056423","Angiosperma","Dicotyledon","A.St.-Hil.",NA,"54766","2004","Bahia",NA,"Pirani, JR","02","05","Rio de Contas","-41.764167","-13.620556",NA,NA,NA,NA,"-41.764167","-13.620556","2004","07",NA,NA,NA,NA,NA
"73","2020-04-22 16:24:46-03","UFPB","JPB","63361","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Oliveira, MN; Silva, GS","Southern America","Brasil","Fazenda Corralinho.",NA,NA,"Árvore. Folhas alternas, compostas, imparipenadas, margem denteada, margem inteira.#?#Inflorescência em cachos, brotos florais verdes. Planta com espinho.&nf;; HABITAT: Floresta Estacional Decidual; DESC: Árvore. Folhas alternas, composta","JPB0063361","Angiosperma","Dicotyledon","A.St.-Hil.",NA,"463","2011","Bahia",NA,"Pirani, JR","12","06","Maracás","-40.751556","-13.8875",NA,NA,NA,NA,"-40.751556","-13.8875","2012","12","20",NA,NA,NA,NA
"74","2013-04-01 09:20:27-03","IPT","BCTW","19335","S","Plantae",NA,"Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba",NA,NA,"Brasil",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"(A.St.-Hil.) Hoehne",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"Lavras","-44.9997","-21.2453",NA,NA,"20044","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"75","2021-03-21 19:38:39-03","UFC","EAC","29180","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Cavalcanti, F.S.; Andrade Neto, M.","Southern America","Brasil","Morro da Pingadeira",NA,NA,"Arvoreta.","EAC0029180","Dicotyledon",NA,"Engl.",NA,"s.n.","2000","Bahia",NA,"Andrade, M.","02","19","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"62396","auto",NA,NA,"2000","10","02",NA,NA,NA,NA
"76","2021-03-21 19:38:39-03","UFC","EAC","22826","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Andrade, M.; Cavada, B.S.","Southern America","Brasil",NA,NA,NA,NA,"EAC0022826","Dicotyledon",NA,"Engl.",NA,"s.n.","1995","Bahia",NA,"Pirani, J.R.","04","30","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"62396","auto",NA,NA,"1995",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:44:13-03","MBM","MBM","157032","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Mattos Silva, L.A.; et al.; et al.","Southern America","Brazil","Fazenda Contendas",NA,NA,NA,"MBM157032",NA,NA,"Engl.",NA,"2259",NA,"Bahia","MBM157032","Pirani, J.R.",NA,NA,"Maracás","-40.4308013916016","-13.4411001205444",NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:44:13-03","MBM","MBM","215160","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Stannard, B.; et al.; et al.","Southern America","Brazil","Mata do Criminoso",NA,NA,NA,"MBM215160",NA,NA,"Engl.",NA,"51989",NA,"Bahia","MBM215160","Pirani, J.R.",NA,NA,"Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:44:13-03","MBM","MBM","204308","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","Hatschbach, G.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","Southern America","Brazil","Palmiera",NA,NA,NA,"MBM204308",NA,NA,"Engl.",NA,"65856",NA,"Bahia","MBM204308","Pirani, J.R.",NA,NA,"Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:44:13-03","MBM","MBM","167900","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Carvalho, A.M. de; et al.; et al.","Southern America","Brazil","Estrada para o Aeroporto",NA,NA,NA,"MBM167900",NA,NA,"Mart.",NA,"4043",NA,"Bahia","MBM167900","Pirani, J.R.",NA,NA,"Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-15 09:04:16-03","UESC","UESC","20273","S","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Guedes, M.L.",NA,"Brasil",NA,NA,NA,"Árvore de ca. 3m de altura, espinescente.","UESC0020273","Angiospermae","Florideophycidae","A.St. Hil",NA,"20494","2013","Bahia",NA,"Guedes, M.L.","03","09","Morro do Chapeu","-41.076111","-11.5875",NA,NA,NA,NA,"41W4'34''","11S35'15''","2013","03",NA,"Dicotyledoneae",NA,NA,NA
"82","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298126","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Glaziou, A.",NA,"Brésil","Bahia","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298126' target='other'> <mi>dwc_moreinfo</mi></a>","P05298126",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05298126_01 P05298126_02","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298127","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Riedel",NA,"Brasil","Brasilia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298127' target='other'> <mi>dwc_moreinfo</mi></a>","P05298127",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"P05298127_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298128","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","[Martaes]",NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298128' target='other'> <mi>dwc_moreinfo</mi></a>","P05298128",NA,NA,"A.St.-Hil.",NA,NA,NA,"Rio de Janeiro","P05298128_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-09-04 19:37:46-03","MNHN","RECOLNAT_MNHN_P","P05298129","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Luschnath",NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05298129' target='other'> <mi>dwc_moreinfo</mi></a>","P05298129",NA,NA,"A.St.-Hil.",NA,NA,"1836",NA,"P05298129_01","Gomes-Bezerra","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-15 14:00:22-03","MNHN","RECOLNAT_MNHN_P","P02274461","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Brasil","Prov. St Paul, Forêt près le ruisseau de Sarapuhi à 81 de Sorocàba.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274461' target='other'> <mi>dwc_moreinfo</mi></a>","P02274461",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274461_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1288",NA
"87","2013-12-11 17:55:57-02","MNHN","RECOLNAT_MNHN_P","P02274462","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Brasil","Prov. St Paul, Forêt près le ruisseau de Sarapuhi à 81 de Sorocàba.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274462' target='other'> <mi>dwc_moreinfo</mi></a>","P02274462",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274462_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1288",NA
"88","2015-09-11 15:25:41-03","MNHN","RECOLNAT_MNHN_P","P02274463","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Brasil","Prov. St Paul, Forêt près le ruisseau de Sarapuhi à 81 de Sorocàba.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274463' target='other'> <mi>dwc_moreinfo</mi></a>","P02274463",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274463_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1288",NA
"89","2013-07-19 16:30:55-03","MNHN","RECOLNAT_MNHN_P","P02274465","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Bresil","Rio Janeiro, Cabo Frio.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274465' target='other'> <mi>dwc_moreinfo</mi></a>","P02274465",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274465_01","Gomes6bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2- 100",NA
"90","2015-12-07 11:04:41-02","MNHN","RECOLNAT_MNHN_P","P02274466","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Bresil","Rio Janeiro, Cabo Frio.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274466' target='other'> <mi>dwc_moreinfo</mi></a>","P02274466",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274466_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2- 100",NA
"91","2015-09-15 17:37:55-03","MNHN","RECOLNAT_MNHN_P","P02274467","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Saint-Hilaire, A. de",NA,"Bresil","Rio Janeiro, Cabo Frio.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274467' target='other'> <mi>dwc_moreinfo</mi></a>","P02274467",NA,NA,"A.St.-Hil.",NA,NA,"1816",NA,"P02274467_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2- 100",NA
"92","2016-01-06 17:38:20-02","MNHN","RECOLNAT_MNHN_P","P02274472","PreservedSpecimen",NA,"Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Gaudichaud, C.",NA,"Brésil","Rio de Janeiro.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274472' target='other'> <mi>dwc_moreinfo</mi></a>","P02274472",NA,NA,"A.St.-Hil.",NA,NA,"1831",NA,"P02274472_01","Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"813",NA
