"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","year","stateProvince","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"187","2021-03-15 18:30:01-03","USP","SPF","125039","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Bicudo, LRH",NA,"Brasil","Jardim Botânico da FCMBB. Distrito de Rubião Júnior.",NA,NA,"Arbusto com 1,5m de altura, frutos verdes.; Mata secundária, com árvores de até 15m de altura, sub-bosque pouco denso.","SPF00125039",NA,NA,"A.St.-Hil.",NA,"7","1984","São Paulo",NA,"Pirani, JR","05","28","Botucatu","-48.439998626709","-22.8799991607666","870","870","40412","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA
"188","2021-03-15 18:30:01-03","USP","SPF","101929","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Árbocz, GF",NA,"Brasil","Fazenda Estiva, atrás do Aeroporto de Viracopos.",NA,NA,"Árvore de 6m altura, com poucos acúleos. Frutos.","SPF00101929",NA,NA,"A.St.-Hil.",NA,"498","1995","São Paulo",NA,"Pirani, JR","06","13","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"189","2021-03-15 18:30:01-03","USP","SPF","162241","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Catharino, ELM",NA,"Brasil","Sobre o Ribeirão Passa Cinco.",NA,NA,"Árvore pendente. Espinho no caule.","SPF00162241",NA,NA,"A.St.-Hil.",NA,"636","1986","São Paulo",NA,"Pirani, JR","01","21","Ipeúna","-47.7099990844727","-22.4300003051758",NA,NA,"12906","auto",NA,NA,"2004","03",NA,NA,NA,NA,NA
"190","2021-03-15 18:30:01-03","USP","SPF","98343","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Árbocz, GF",NA,"Brasil","Remanescente de mata semidecídua, solo CR, na Fazenda Esmeralda.",NA,NA,"Árvore com espinhos nos ramos jovens, cherio próximo à laranja. Flores brancas. Florescimento esimado para Nov, Dez.","SPF00098343",NA,NA,"A.St.-Hil.",NA,"38","1993","São Paulo",NA,"Pirani, JR","11","18","Mogi Mirim","-46.9500007629395","-22.4300003051758",NA,NA,"19575","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"191","2019-10-07 09:37:01-03","UEFS","HUEFS","13129","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Carvalho, A.M.de",NA,"Brasil",NA,NA,NA,NA,"HUEFS0013129","Angiospermae","Sapindales","Mart.",NA,"4043","1992","Bahia",NA,NA,"06","11","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"152720","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"192","2019-10-07 09:37:01-03","UEFS","HUEFS","108402","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Cardoso, D.",NA,"Brasil","ARIE Serra do Orobó. Fragmento de floresta estacional semidecidual em frente da sede da Faz. Rancho de Deus.",NA,NA,NA,"HUEFS0108402","Angiospermae","Sapindales","Mart.",NA,"1233","2006","Bahia",NA,"D.Cardoso","04","21","Rui Barbosa","-40.476111","-12.328611","591","591",NA,NA,"40W28'34''","12S19'43''","2006","12",NA,"Rosanae",NA,NA,NA
"193","2019-10-07 09:37:01-03","UEFS","HUEFS","17563","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Pirani, J.R.",NA,"Brasil",NA,NA,NA,NA,"HUEFS0017563","Angiospermae","Sapindales","Mart.",NA,"12700","1993","Bahia",NA,NA,"01","30","Santo Antônio de Jesus","-39.333333","-13","40","40",NA,NA,"39W20'","13S0'",NA,NA,NA,"Rosanae",NA,NA,NA
"194","2019-10-07 09:37:01-03","UEFS","HUEFS","59410","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","Nunes, T.S.",NA,"Brasil","Fazenda Aliança: estrada do feijão para Morro do Chapéu. Ca. 9 Km de Mundo Novo, entrada a esquerda.",NA,NA,"Área de pastagem.","HUEFS0059410","Angiospermae","Sapindales","Mart.",NA,"937","2002","Bahia",NA,NA,"05","14","Mundo Novo","-40.579444","-11.9125","575","575",NA,NA,"40W34'46''","11S54'45''",NA,NA,NA,"Rosanae",NA,NA,NA
"195","2019-10-07 09:37:01-03","UEFS","HUEFS","13494","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Mattos-Silva, L.A.",NA,"Brasil",NA,NA,NA,NA,"HUEFS0013494","Angiospermae","Sapindales","A.St.-Hil.",NA,"2259","1988","Bahia","HUEFS0013494","J.R.Pirani","03","01","Maracás","-40.4308013916016","-13.4411001205444","800","800","50558","auto",NA,NA,"2002","04",NA,"Rosanae",NA,NA,NA
"196","2019-10-07 09:37:01-03","UEFS","HUEFS","186811","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Santos, E.A.",NA,"Brasil","Distrito de Humildes",NA,NA,"Beira de mata.","HUEFS0186811","Angiospermae","Sapindales","A.St.-Hil.",NA,"77","2012","Bahia","HUEFS0186811",NA,"07","10","Feira de Santana","-38.846667","-12.360556","217","217",NA,NA,"38W50'48''","12S21'38''",NA,NA,NA,"Rosanae",NA,NA,NA
"197","2019-10-07 09:37:01-03","UEFS","HUEFS","185508","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Carvalho-Sobrinho, J.G.de",NA,"Brasil","Fazenda Primavera",NA,NA,"Carrasco.","HUEFS0185508","Angiospermae","Sapindales","A.St.-Hil.",NA,"3207","2012","Bahia","HUEFS0185508",NA,"01","12","Morro do Chapéu","-41.373611","-11.723333",NA,NA,NA,NA,"41W22'25''","11S43'24''",NA,NA,NA,"Rosanae",NA,NA,NA
"198","2019-10-07 09:37:01-03","UEFS","HUEFS","119212","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Paixão, J.L.",NA,"Brasil","Serra do Timbó, Mata do Centro Sapucaia, área da represa.",NA,NA,"Mata atlântica.","HUEFS0119212","Angiospermae","Sapindales","A.St.-Hil.",NA,"1182","2007","Bahia","HUEFS0119212","J.R.Pirani","04","29","Amargosa","-39.15","-13.166667",NA,NA,NA,NA,"39W9'0''","13S10'0''","2007","10",NA,"Rosanae",NA,NA,NA
"199","2019-10-07 09:37:01-03","UEFS","HUEFS","115585","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Cardoso, D.",NA,"Brasil","ARIE Serra do Orobó. Trilha para o Pátio das Orquídeas.",NA,NA,"Floresta estacional semidecidual.","HUEFS0115585","Angiospermae","Sapindales","A.St.-Hil.",NA,"1486","2007","Bahia","HUEFS0115585","D.Cardoso","01","07","Rui Barbosa","-40.488889","-12.303056","496","496",NA,NA,"40W29'20''","12S18'11''","2007","05",NA,"Rosanae",NA,NA,NA
"200","2019-10-07 09:37:01-03","UEFS","HUEFS","118452","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Queiroz, L.P.de",NA,"Brasil","Morro da Torre.",NA,NA,"Floresta estacional com caatinga na base.","HUEFS0118452","Angiospermae","Sapindales","A.St.-Hil.",NA,"12955","2007","Bahia",NA,"R.M.Santos","04","13","Jequié","-40.122222","-13.890833","671","671",NA,NA,"40W7'20''","13S53'27''","2007","07",NA,"Rosanae",NA,NA,NA
"201","2019-10-07 09:37:01-03","UEFS","HUEFS","118468","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Queiroz, L.P.de",NA,"Brasil","Morro da Torre.",NA,NA,"Floresta estacional com caatinga na base.","HUEFS0118468","Angiospermae","Sapindales","A.St.-Hil.",NA,"12971","2007","Bahia","HUEFS0118468","R.M.Santos","04","13","Jequié","-40.122222","-13.890833","671","671",NA,NA,"40W7'20''","13S53'27''","2007","08",NA,"Rosanae",NA,NA,NA
"202","2019-10-07 09:37:01-03","UEFS","HUEFS","158304","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Popovkin, A.V.",NA,"Brasil","Pau de Umbigo.",NA,NA,"Mata Atlântica.","HUEFS0158304","Angiospermae","Sapindales","A.St.-Hil.",NA,"568","2009","Bahia","HUEFS0158304",NA,"05","02","Entre Rios","-38.033333","-11.866667",NA,NA,NA,NA,"38W2'","11S52'",NA,NA,NA,"Rosanae",NA,NA,NA
"203","2019-10-07 09:37:01-03","UEFS","HUEFS","182463","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Popovkin, A.V.",NA,"Brasil","Imbé.",NA,NA,"Atlantic forest.","HUEFS0182463","Angiospermae","Sapindales","A.St.-Hil.",NA,"947","2011","Bahia","HUEFS0182463",NA,"10","11","Entre Rios","-38","-12.05",NA,NA,NA,NA,"38W0'","12S3'",NA,NA,NA,"Rosanae",NA,NA,NA
"204","2019-10-07 09:37:01-03","UEFS","HUEFS","197566","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Melo, E.",NA,"Brasil","Estrada para Bonito. Beira da estrada.",NA,NA,"Cerrado.","HUEFS0197566","Angiospermae","Sapindales","A.St.-Hil.",NA,"12120","2013","Bahia","HUEFS0197566",NA,"08","08","Morro do Chapéu","-41.189167","-11.808611","980","980",NA,NA,"41W11'21''","11S48'31''",NA,NA,NA,"Rosanae",NA,NA,NA
"205","2019-10-07 09:37:01-03","UEFS","HUEFS","26248","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Conceição, A.A.",NA,"Brasil","Fazenda Santa Maria.",NA,NA,"Solo arenoso-pedregoso.","HUEFS0026248","Angiospermae","Sapindales","A.St.-Hil.",NA,"PCD2449","1996","Bahia","HUEFS0026248","J.R.Pirani","03","16","Morro do Chapéu","-40.141944","-11.761667","991","991",NA,NA,"40W8'31''","11S45'42''","2001","12",NA,"Rosanae",NA,NA,NA
"206","2019-10-07 09:37:01-03","UEFS","HUEFS","28486","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Silva, L.B.",NA,"Brasil","Estrada para Lagoa Nova.",NA,NA,"Campos gerais com arbustos densamente dispostos e elementos de caatinga, solo arenoso.","HUEFS0028486","Angiospermae","Sapindales","A.St.-Hil.",NA,"PCD6083","1997","Bahia","HUEFS0028486","J.R.Pirani","03","06","Morro do Chapéu","-41.118611","-11.722222","886","886",NA,NA,"41W7'7''","11S43'20''","2002","11",NA,"Rosanae",NA,NA,NA
"207","2019-10-07 09:37:01-03","UEFS","HUEFS","28572","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Giulietti, A.M.",NA,"Brasil","Estrada para Lagoa Nova.",NA,NA,"Campos gerais com arbustos densamente dispostos e elementos de caatinga.","HUEFS0028572","Angiospermae","Sapindales","A.St.-Hil.",NA,"PCD6075","1997","Bahia","HUEFS0028572","J.R.Pirani","03","06","Morro do Chapéu","-41.118611","-11.722222","886","886",NA,NA,"41W7'7''","11S43'20''","2002","11",NA,"Rosanae",NA,NA,NA
"208","2019-10-07 09:37:01-03","UEFS","HUEFS","74973","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","França, F.",NA,"Brasil","Estrada do feijão, próximo da cidade.",NA,NA,"Vegetação arbustiva baixa, aberta. Solo arenoso.","HUEFS0074973","Angiospermae","Sapindales","A.St.-Hil.",NA,"4768","2003","Bahia",NA,"J.R.Pirani","06","15","Morro do Chapéu","-41.075","-11.586667","950","950",NA,NA,"41W4'30''","11S35'12''","2007","01",NA,"Rosanae",NA,NA,NA
"209","2019-10-07 09:37:01-03","UEFS","HUEFS","79841","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Harley, R.M.",NA,"Brasil","ca. 6 km de Rio de Contas na estrada para Jussiape e 1 km ao longo do entroncamento na estrada para Marion. Beira da estrada.",NA,NA,"Mata seca densa, chamada carrasco, e com um rio e mata ciliar na baixada.","HUEFS0079841","Angiospermae","Sapindales","A.St.-Hil.",NA,"55005","2004","Bahia","HUEFS0079841","J.R.Pirani","03","03","Rio de Contas","-41.764444","-13.620278","891","891",NA,NA,"41W45'52''","13S37'13''","2006","12",NA,"Rosanae",NA,NA,NA
"210","2019-10-07 09:37:01-03","UEFS","HUEFS","80146","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Harley, R.M.",NA,"Brasil","Estrada para a Fazenda Marion, de Rio de Contas.",NA,NA,"Caatinga arbórea e e arbustiva na beira da estrada.","HUEFS0080146","Angiospermae","Sapindales","A.St.-Hil.",NA,"54766","2004","Bahia",NA,"J.R.Pirani","02","05","Rio de Contas","-41.764167","-13.620556","893","893",NA,NA,"41W45'51''","13S37'14''","2004","07",NA,"Rosanae",NA,NA,NA
"211","2019-10-07 09:37:01-03","UEFS","HUEFS","9322","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Araújo, A.P.de",NA,"Brasil","Próximo a Jaiba.",NA,NA,NA,"HUEFS0009322","Angiospermae","Sapindales","A.St.-Hil.",NA,NA,NA,"Bahia","HUEFS0009322","J.R.Pirani",NA,NA,"Feira de Santana","-37.783333","-12.216667",NA,NA,NA,NA,"37W47'0''","12S13'0''","1999","05",NA,"Rosanae",NA,NA,NA
"212","2019-10-07 09:37:01-03","UEFS","HUEFS","204492","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Melo, E.",NA,"Brasil","Proximas da Cachoeira Ferro Doido. Área de Cerrado, estrada de terra.",NA,NA,NA,"HUEFS0204492","Angiospermae","Sapindales","A.St.-Hil.",NA,"12374","2013","Bahia",NA,NA,"11","30","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"98143","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"213","2019-09-04 18:49:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Fagara","articulata","Fagara articulata","F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","2078",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"214","2019-09-04 18:29:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Fagara","eichleri","Fagara eichleri","A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","8617",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"215","2019-09-04 19:07:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Fagara","elegans","Fagara elegans","L. Riedel","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","861",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"216","2019-09-04 19:07:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Fagara","glazioviana","Fagara glazioviana","A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","18976",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"217","2019-09-04 19:07:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Fagara","nigra","Fagara nigra","L. Riedel","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","98",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"218","2019-09-04 19:49:11-03","F","FMNH-SEEDPLANTS","V0071381F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","J. S. Blanchet","South America","Brazil",NA,NA,NA,NA,"V0071381F","Spermatophyta",NA,NA,"Lectotype","3299","1841",NA,"V0071381F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"219","2019-09-04 19:03:23-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","elegans","Zanthoxylum elegans","C. Gaudichaud","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","831",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"220","2019-09-04 20:01:33-03","F","FMNH-SEEDPLANTS","V0071384F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","elegans","Zanthoxylum elegans","C. Gaudichaud","South America","Brazil",NA,NA,NA,NA,"V0071384F","Spermatophyta",NA,NA,"Isotype","813",NA,NA,"V0071384F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"221","2019-01-23 11:04:51-02","F","FMNH-SEEDPLANTS","V0071385F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","elegans","Zanthoxylum elegans","C. Gaudichaud","South America","Brazil",NA,NA,NA,NA,"V0071385F","Spermatophyta",NA,NA,"Isotype","813",NA,NA,"V0071385F_01","V. W. Steinmann",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"222","2019-09-04 19:12:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","lucidum","Zanthoxylum lucidum","A. Saint-Hilaire","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"223","2019-01-23 12:21:22-02","F","FMNH-SEEDPLANTS","V0071390F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","lucidum","Zanthoxylum lucidum","A. Saint-Hilaire","South America","Brazil",NA,NA,NA,NA,"V0071390F","Spermatophyta",NA,NA,"Isotype","1288",NA,NA,"V0071390F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"224","2019-04-17 13:53:27-03","F","FMNH-SEEDPLANTS","V0179244F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum",NA,"South America","Brazil",NA,NA,NA,NA,"V0179244F","Spermatophyta",NA,NA,NA,NA,NA,NA,"V0179244F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"225","2019-09-04 19:29:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A. Saint-Hilaire","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"226","2019-01-23 12:21:17-02","F","FMNH-SEEDPLANTS","V0071413F","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A. Saint-Hilaire","South America","Brazil",NA,NA,NA,NA,"V0071413F","Spermatophyta",NA,NA,"Isotype","700",NA,NA,"V0071413F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"227","2020-01-27 18:26:10-03","IAC","IAC","44525","S","Plantae","Rutaceae-2.Amyridoideae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","L.C. Bernacci; R.B. Torres; A. Simão; E.L. João; E.G. Lima; R.O. Pinto; M.S. Dechoum; J. Pena Filho & V.F. Vinciguerri",NA,"Brasil","Distrito de Barão Geraldo, Condomínio Ibirapuera (Jardim do Sol)",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,"3800","2004","São Paulo",NA,"R.B. Torres","07","01","Campinas","-47.0608","-22.9056",NA,NA,NA,NA,"-47.0608","-22.9056","2006","04","01",NA,NA,NA,NA
"228","2020-01-27 18:26:10-03","IAC","IAC","51933","S","Plantae","Rutaceae-2.Amyridoideae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)",NA,"Brasil","Estação Ecológica de Angatuba",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,"321","1987","São Paulo",NA,"R.B. Torres et al.","12","09","Angatuba","-48.4128","-23.4897",NA,NA,NA,NA,"-48.4128","-23.4897","1987","12","09",NA,NA,NA,NA
"229","2020-07-23 12:21:43-03","CEPLAC","CEPEC","42853","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","L. A. Mattos-Silva",NA,"Brasil","Faz. Contendas. Rod. BA-250, trecho Maracás/Itiruçu, Km 12. Obs.; Zanthoxylum articulatum = Z. tingoassuiba A. St. Hil.",NA,NA,"<ll>dwc_commonname:</ll> Laranjeira-brava",NA,NA,NA,NA,NA,"2259","1988","Bahia",NA,"J. R. Pirani","03","01","MARACÁS","-40.4308013916016","-13.4411001205444",NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA
"230","2020-07-23 12:21:43-03","CEPLAC","CEPEC","75111","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","A. A. Conceição",NA,"Brasil","Fazenda Sta. Maria.",NA,NA,NA,NA,NA,NA,NA,NA,"2449","1996","Bahia",NA,"J. A. Kallunki","03","16","MORRO DO CHAPÉU","-41.141944","-11.761111",NA,NA,NA,NA,"41W8'31","11S45'40",NA,NA,NA,NA,"30/12/1999",NA,NA
"231","2020-07-23 12:21:43-03","CEPLAC","CEPEC","78707","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","articulatum","Zanthoxylum articulatum","G. Hatschbach",NA,"Brasil","Palmeira. Obs.: Zanthoxylum articulatum = Zanthoxylum tingoassuiba A. St. Hil.",NA,NA,NA,NA,NA,NA,NA,NA,"65856","1997","Bahia",NA,"J. R. Pirani","01","16","CAETITÉ","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,"30/12/1997",NA,NA
"232","2020-07-23 12:21:43-03","CEPLAC","CEPEC","61005","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","J. R. Pirani",NA,"Brasil","Rod. p/ São Miguel das Matas e Amargosa. 7Km do trevo/BR-101. Obs.: Z. tingoassuiba A. St. Hil.",NA,NA,NA,NA,NA,NA,NA,NA,"1270","1993","Bahia",NA,"J. R. Pirani","01","30","SANTO ANTONIO DE JESUS","-38.333333","-13",NA,NA,NA,NA,"38W20'","13S0'",NA,NA,NA,NA,"30/01/1993",NA,NA
"233","2020-07-23 12:21:43-03","CEPLAC","CEPEC","55302","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","nigrum","Zanthoxylum nigrum","A. M. de Carvalho",NA,"Brasil","Estrada para o Aeroporto. Coletas entre 5 a 15Km a partir da sede d municipio.",NA,NA,NA,NA,NA,NA,NA,NA,"4043","1992","Bahia",NA,"J. R. Pirani","06","11","barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA
"234","2020-07-23 12:21:46-03","CEPLAC","CEPEC","68428","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","G. Hatschbach",NA,"Brasil","Tucano. Pequeno capão arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,"61937","1995","Bahia",NA,"J. R. Pirani","03","15","CAETITÉ","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,"28/02/2002",NA,NA
"235","2020-07-23 12:21:46-03","CEPLAC","CEPEC","78774","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","A. M. Giulietti",NA,"Brasil","Estrada para Lagoa Nova. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,"6075","1997","Bahia",NA,"J. R. Pirani","03","08","MORRO DO CHAPÉU","-41.118611","-11.722222",NA,NA,NA,NA,"41W7'7","11S43'20",NA,NA,NA,NA,"30/12/2002",NA,NA
"236","2020-07-23 12:21:46-03","CEPLAC","CEPEC","78801","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","L. B. da Silva",NA,"Brasil","Estrada para Lagoa Nova.",NA,NA,NA,NA,NA,NA,NA,NA,"6083","1998","Bahia",NA,"J. R. Pirani","03","08","MORRO DO CHAPÉU","-41.118611","-11.722222",NA,NA,NA,NA,"41W7'7","11S43'20",NA,NA,NA,NA,"30/12/2002",NA,NA
"237","2020-07-23 12:21:46-03","CEPLAC","CEPEC","151948","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Popovkin, A.V.",NA,"Brasil",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"568",NA,"Bahia",NA,NA,NA,NA,"entre rios","-38.084400177002","-11.9419002532959",NA,NA,"52418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
