"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"147","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979923","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1883","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979923' target='other'> <mi>dwc_moreinfo</mi></a>","P02979923",NA,NA,"Minas Gerais",NA,NA,NA,"P02979923_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15340",NA,NA,NA
"148","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979926","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979926' target='other'> <mi>dwc_moreinfo</mi></a>","P02979926",NA,NA,"Rio de Janeiro",NA,NA,NA,"P02979926_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13055",NA,NA,NA
"149","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979928","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979928' target='other'> <mi>dwc_moreinfo</mi></a>","P02979928",NA,NA,"Rio de Janeiro",NA,NA,NA,"P02979928_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8179",NA,NA,NA
"150","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979929","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979929' target='other'> <mi>dwc_moreinfo</mi></a>","P02979929",NA,NA,"Rio de Janeiro",NA,NA,NA,"P02979929_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3706",NA,NA,NA
"151","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979930","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1869","8","6",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979930' target='other'> <mi>dwc_moreinfo</mi></a>","P02979930",NA,NA,"Rio de Janeiro",NA,NA,NA,"P02979930_01","(Spreng.) Harley","Chiez Ma. de Escrag.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3706",NA,NA,NA
"152","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979933","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gardner",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979933' target='other'> <mi>dwc_moreinfo</mi></a>","P02979933",NA,NA,"Minas Gerais",NA,NA,NA,"P02979933_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5107",NA,NA,NA
"153","2015-09-04 08:52:37-03","MNHN","RECOLNAT_MNHN_P","P02979934","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gardner",NA,"1842","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979934' target='other'> <mi>dwc_moreinfo</mi></a>","P02979934",NA,NA,"Minas Gerais",NA,NA,NA,"P02979934_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5707",NA,NA,NA
"154","2015-09-04 08:52:37-03","MNHN","RECOLNAT_MNHN_P","P02979935","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Claussen, P.",NA,"1840","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979935' target='other'> <mi>dwc_moreinfo</mi></a>","P02979935",NA,NA,"Minas Gerais",NA,NA,NA,"P02979935_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1566",NA,NA,NA
"155","2015-09-04 08:52:37-03","MNHN","RECOLNAT_MNHN_P","P02979936","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Claussen",NA,"1841","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979936' target='other'> <mi>dwc_moreinfo</mi></a>","P02979936",NA,NA,"Minas Gerais",NA,NA,NA,"P02979936_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1761",NA,NA,NA
"156","2015-09-04 08:52:37-03","MNHN","RECOLNAT_MNHN_P","P02979937","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Claussen",NA,"1841","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979937' target='other'> <mi>dwc_moreinfo</mi></a>","P02979937",NA,NA,"Minas Gerais",NA,NA,NA,"P02979937_01","(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",NA,NA,NA
"157","2015-09-04 08:52:37-03","MNHN","RECOLNAT_MNHN_P","P02979938","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Claussen",NA,"1839","8","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979938' target='other'> <mi>dwc_moreinfo</mi></a>","P02979938",NA,NA,"Minas Gerais",NA,NA,NA,"P02979938_01","(Spreng.) Harley","Cancoeira do Campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979917","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979917' target='other'> <mi>dwc_moreinfo</mi></a>","P02979917",NA,NA,"Minas Gerais","Barão de Cocais","-43.4872016906738","-19.94580078125","P02979917_01","(Spreng.) Harley",NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979922","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1884","8","23",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979922' target='other'> <mi>dwc_moreinfo</mi></a>","P02979922",NA,NA,"Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","P02979922_01","(Spreng.) Harley",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"15340",NA,NA,NA
"160","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979925","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1881","8","11",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979925' target='other'> <mi>dwc_moreinfo</mi></a>","P02979925",NA,NA,"Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","P02979925_01","(Spreng.) Harley",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"13055",NA,NA,NA
"161","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979924","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1881","8","11",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979924' target='other'> <mi>dwc_moreinfo</mi></a>","P02979924",NA,NA,"Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","P02979924_01","(Spreng.) Harley",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"13055",NA,NA,NA
"162","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979931","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1884","9","19",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979931' target='other'> <mi>dwc_moreinfo</mi></a>","P02979931",NA,NA,"Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","P02979931_01","(Spreng.) Harley",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979919","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Mexia, Y.",NA,"1930","9","14",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979919' target='other'> <mi>dwc_moreinfo</mi></a>","P02979919",NA,NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541","P02979919_01","(Spreng.) Harley","Road to São Miguel, near km 15.","700",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,"5050",NA,NA,NA
"164","2015-09-04 08:52:36-03","MNHN","RECOLNAT_MNHN_P","P02979927","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Glaziou, A.",NA,"1875","9","24",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979927' target='other'> <mi>dwc_moreinfo</mi></a>","P02979927",NA,NA,"Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","P02979927_01","(Spreng.) Harley","S. Antonio.",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,"8179",NA,NA,NA
"165","2020-10-01 14:21:42-03","JBB","HEPH","22837","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Salles, AEH; et al.","4253","2006","08","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"(Epling) Harley","Estrada Real sentido Diamantina -MG.",NA,NA,"Antar, GM","101169","auto","2017","07",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:36:51-03","UFMG","BHCB","194012","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Vieira, KIC; Resende, HC; Werneck, HA","162","2018","09","16","Southern America","Brasil",NA,NA,"Individuo com nº de ponto 032 - ID: RD 046; arbusto; Planta coletada numa região de canga","BHCB194012","Dicotyledon",NA,"Minas Gerais","Mariana","-43.411333","-20.318694",NA,"(Spreng.) Harley","Camargos, Estrada para Fazenda da Palha","875","875",NA,NA,NA,"2018","12",NA,"-43.411333","-20.318694",NA,NA,NA,NA,NA
"167","2020-12-11 11:36:51-03","UFMG","BHCB","121381","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, DT; Almeida, TE; Lara, D; Soares, C","381","2007","09","16","Southern America","Brasil",NA,NA,"abusto; borda de floresta estacional semidecidual","BHCB041528","Dicotyledon",NA,"Minas Gerais","Conceição do Mato Dentro","-43.435556","-18.781389",NA,"(Spreng.) Harley","Itapanhoacanga, Projeto da MMX, Itapanhoacanga e serra do Sapo",NA,NA,NA,NA,NA,"2017","06",NA,"-43.435556","-18.781389",NA,NA,NA,NA,NA
"168","2020-12-11 11:36:51-03","UFMG","BHCB","197922","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Rezende, SG; Justo, AG","6929","2018","08","29","Southern America","Brasil",NA,NA,"Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197922","Dicotyledon",NA,"Minas Gerais","Rio Acima","-43.678333","-20.036111",NA,"(Spreng.) Harley","Serra do Gandarela","1495","1495",NA,NA,NA,NA,NA,NA,"-43.678333","-20.036111",NA,NA,NA,NA,NA
"169","2020-12-11 11:36:51-03","UFMG","BHCB","115748","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Stehmann, JR; Garcia, S; Giacomin, LL; Machado, G; Martins, C; Pena, F; Ribeiro, R; Trancoso","4919","2007","10","13","Southern America","Brasil",NA,NA,"Árvore de 12 m com flores roxas; área de transição Floresta Estacional Semidecidual/Cerrado",NA,"Dicotyledon",NA,"Minas Gerais","Ouro Preto","-43.604944","-20.249669",NA,"(Spreng.) Harley","Floresta Estadual do Uaimii","1187","1187",NA,NA,NA,"2008","01","29","-43.604944","-20.249669",NA,NA,NA,NA,NA
"170","2020-12-11 11:36:51-03","UFMG","BHCB","154007","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gontijo, FD","s.n.","2011","09","14","Southern America","Brasil",NA,NA,"Floresta Estacional Semidecidual; Árvore",NA,"Dicotyledon",NA,"Minas Gerais","Mariana","-43.44","-20.170833",NA,"(Spreng.) Harley","Mina de Fábrica Nova, Ampliação da mina de Fábrica Nova",NA,NA,NA,NA,NA,NA,NA,NA,"-43.44","-20.170833",NA,NA,NA,NA,NA
"171","2020-12-11 11:36:51-03","UFMG","BHCB","157238","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Santos, A","s.n.","2011","09","16","Southern America","Brasil",NA,NA,"Árvore",NA,"Dicotyledon",NA,"Minas Gerais","Mariana","-43.435833","-20.196111",NA,"(Spreng.) Harley","Mina de Fábrica Nova, Cava Leste, Mina de Fábrica Nova, Complexo Mariana.Floresta Estacional Semidecidual","1059","1059",NA,NA,NA,NA,NA,NA,"-43.435833","-20.196111",NA,NA,NA,NA,NA
"172","2020-12-11 11:36:51-03","UFMG","BHCB","159691","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Vidal, CV; Mansur, T; Tameirão Neto, E","819","2011","09","06","Southern America","Brasil",NA,NA,"Capão de floresta semidecidual, arbóreo",NA,"Dicotyledon",NA,"Minas Gerais","Nova Lima","-43.983906","-20.107833",NA,"(Spreng.) Harley","Serra da Moeda",NA,NA,NA,NA,NA,NA,NA,NA,"-43.983906","-20.107833",NA,NA,NA,NA,NA
"173","2020-12-11 11:36:51-03","UFMG","BHCB","169657","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sobral, M","15011",NA,NA,NA,"Southern America","Brasil",NA,NA,"Árvore 5 m; flores azuis.; Em beira de mata.","BHCB014021","Dicotyledon",NA,"Minas Gerais","Lagoa Dourada","-44.109444","-20.944444",NA,"(Spreng.) Harley",NA,"1125","1125",NA,NA,NA,"2012",NA,NA,"-44.109444","-20.944444",NA,NA,NA,NA,NA
"174","2020-12-11 11:36:51-03","UFMG","BHCB","174296","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Rosa, JD; Lemes, EOA","31","2014","08","18","Southern America","Brasil",NA,NA,"Folhas simples, duras e ásperas. Flores roxas em cacho.Transição entre cerrado e mata.; Folhas simples, duras e ásperas. Flores roxas em cacho.; Transição entre cerrado e mata.","BHCB020912","Dicotyledon",NA,"Minas Gerais","Belo Horizonte","-43.898631","-19.947503",NA,"(Spreng.) Harley","Parque das Mangabeiras, Estrada para o mirante próximo a escada","1183","1183",NA,NA,NA,"2014","08","18","-43.898631","-19.947503",NA,NA,NA,NA,NA
"175","2020-12-11 11:36:51-03","UFMG","BHCB","195413","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Giorni, VT","s.n.","2011","09","11","Southern America","Brasil",NA,NA,"Arbóreo; Floresta Estacional semidecidual.","BHCB195413","Dicotyledon",NA,"Minas Gerais","Santa Bárbara","-43.497222","-20.001111",NA,"(Spreng.) Harley","Mineração Anglogold Ashanti, Cava João Burro","899","899",NA,NA,NA,"2011","12","10","-43.497222","-20.001111",NA,NA,NA,NA,NA
"176","2020-12-11 11:36:51-03","UFMG","BHCB","197231","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Vidal, CV; Wardil, MV","s.n.","2018","08","08","Southern America","Brasil",NA,NA,"Arbusto; Campo rupestre ferruginoso","BHCB197231","Dicotyledon",NA,"Minas Gerais","Mariana","-43.483111","-20.154833",NA,"(Spreng.) Harley",NA,"1080","1080",NA,NA,NA,"2019","02",NA,"-43.483111","-20.154833",NA,NA,NA,NA,NA
"177","2020-12-11 11:36:51-03","UFMG","BHCB","199404","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Neves, DRM; Dexter, KG","1413","2013","07","02","Southern America","Brasil",NA,NA,"Tree 16m, DBH=30cm, purple buds, dried old fruits, fissured bark; Montane forest","BHCB199404","Dicotyledon",NA,"Minas Gerais","Alto Caparaó","-41.850556","-20.417222",NA,"(Spreng.) Harley","Parque Nacional do Caparaó","1367","1367",NA,NA,NA,"2014",NA,NA,"-41.850556","-20.417222",NA,NA,NA,NA,NA
"178","2020-12-11 11:36:51-03","UFMG","BHCB","32071","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,"(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:36:51-03","UFMG","BHCB","67670","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Barreto, HLM","3125",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Conceição",NA,NA,NA,"(Spreng.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:36:51-03","UFMG","BHCB","99611","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Salino, A; Echternacht, LA; Melo, PHA de","10566","2005","08","23","Southern America","Brasil",NA,NA,"Árvore 7 metros de altura. Flores arroxeadas; Borda de mata. Fragmento de Floresta Estacional Semidecidual Montana","BHCB041593","Dicotyledon",NA,"Minas Gerais","Nova Lima","-43.863353","-20.001256",NA,"(Spreng.) Harley","RPPN Mata Samuel de Paula","900","900",NA,NA,NA,"2005","08",NA,"-43.863353","-20.001256",NA,NA,NA,NA,NA
"181","2020-12-11 11:36:51-03","UFMG","BHCB","67668","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magalhães, GM","541",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"(Spreng.) Harley",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:36:51-03","UFMG","BHCB","67669","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magalhães, GM","522",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"(Spreng.) Harley",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:36:51-03","UFMG","BHCB","67667","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Barreto, HLM","3124",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,"(Spreng.) Harley",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:36:51-03","UFMG","BHCB","40485","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Sericita","-42.4818992614746","-20.4738998413086",NA,"(Spreng.) Harley","Fazenda Boa Vista.",NA,NA,NA,"13633","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:36:51-03","UFMG","BHCB","19672","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Andrade, PM de","s.n.","1990",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Nova Lima","-43.8466987609863","-19.9855995178223",NA,"(Spreng.) Harley","Reserva Biológica Mata do Jambreiro",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-11 11:36:51-03","UFMG","BHCB","39441","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Minas Gerais","Tiradentes","-44.1781005859375","-21.1103000640869",NA,"(Spreng.) Harley","Serra de São José",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:36:51-03","UFMG","BHCB","53481","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lombardi, JA","4041",NA,NA,NA,"Southern America","Brasil",NA,NA,"Mata semidecídua perturbada. Árvore, ca. 3.5-5 m, folhas cartáceas, flores azuis",NA,"Dicotyledon",NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"(Spreng.) Harley","Serra do Frazão.",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-11 17:19:16-03","UFPR","UPCB","12627","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","45155","1982","07","21",NA,"Brasil",NA,NA,"Pequena árvore de 5m, flor lilás. Encosta de morro..",NA,NA,NA,"Espírito Santo","Pequiá",NA,NA,NA,"(Spreng.) Harley","BLOQUEADO",NA,NA,"Harley, R.M.",NA,NA,"1996","11","05","9999","9999",NA,NA,NA,NA,NA
"189","2021-02-11 17:19:16-03","UFPR","UPCB","22282","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","57936","1992","10","10",NA,"Brasil",NA,NA,"Pequena árvore de 5m, flor lilás. Mata degradada..",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Spreng.) Harley","BR 116, próximo a Miradouro",NA,NA,"Hatschbach, G.",NA,NA,"1993","01","01",NA,NA,NA,NA,NA,NA,NA
"190","2021-02-11 17:19:16-03","UFPR","UPCB","9647","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pabst, G.F.J.","4885","1959","08","23",NA,"Brasil",NA,NA,"Árvore, 6m, flor azul..",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"(Spreng.) Harley","Entre Friburgo e Teresópolis","100","100","Harley, R.M.",NA,NA,"1996","11","05",NA,NA,NA,NA,NA,NA,NA
"191","2021-02-11 17:19:16-03","UFPR","UPCB","16573","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Pereira, E.","9154","1964","09","12",NA,"Brasil",NA,NA,"Árvore, até 4m, flor roxa..",NA,NA,NA,"Minas Gerais","Barbacena","-43.7736015319824","-21.2257995605469",NA,"(Spreng.) Harley","BR 3, km 270",NA,NA,"Harley, R.M.","27982","auto","1996","11","05",NA,NA,NA,NA,NA,NA,NA
"192","2021-02-11 17:19:16-03","UFPR","UPCB","66327","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, R.M.de","601","2001","08","31",NA,"Brasil",NA,NA,"Arbusto na capoeira em área plana. Cálice vináceo..",NA,NA,NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,"(Spreng.) Harley","Reserva Biológica da Represa do Grama.",NA,NA,"Castro, R.M. de","11991","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-11 17:19:16-03","UFPR","UPCB","9777","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hatschbach, G.","26975","1971","09","04",NA,"Brasil",NA,NA,"Arbusto de 2m, flor azul. Capoeira..",NA,NA,NA,"Minas Gerais","Igarape","-44.301700592041","-20.0702991485596",NA,"(Spreng.) Harley","Rodovia Fernão Dias",NA,NA,"Harley, R.M.","8870","auto","1996","11","05",NA,NA,NA,NA,NA,NA,NA
"194","2008-05-27 22:02:00-03","MO","MOBOT","2905863","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gert G. Hatschbach","Hatschbach 45155","1982","7","21","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Epling) Harley","Rod. BR-262 (mun. Pequiá) Esp. Santo",NA,NA,"R.M.Harley 21.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-02-19 04:30:00-03","MO","MOBOT","2905834","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","C.F.P. Martius","Martius 1203",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Epling) Harley","Brasil. [Martii Herbar. Florae. Brasil. No. 1203]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
