"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"48","2020-11-04 11:11:33-03","ESALQ","ESA","106362","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Forzza, R.C.","1889.0","2001","10","14",NA,"Brasil",NA,NA,NA,"ESA106362","Magnoliophyta",NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373","ESA106362",NA,NA,NA,NA,"Castro, R.M.","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:11:33-03","ESALQ","ESA","122436","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Flores, T.B.","1307.0","2012","10","20",NA,"Brasil",NA,NA,"Árvore, ca. 6m de alt. Flores roxas.","ESA122436","Magnoliophyta",NA,"Espírito Santo","Alto Caparaó",NA,NA,"ESA122436","(Spreng.) Harley","Estrada entre os municípios de Alto Caparaó e Caparaó - Beira da estrada",NA,NA,"Antar, G.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:11:33-03","ESALQ","ESA","35318","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12222.0","1996","09","03",NA,"Brasil",NA,NA,NA,"ESA035318","Magnoliophyta",NA,"Minas Gerais","Alto Caparaó.","-41.8683013916016","-20.4333000183105",NA,"(Spreng.) Harley",NA,NA,NA,"Romão, G.O & C.H.C. Martins","21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:11:33-03","ESALQ","ESA","15092","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, V.C. ; Sakuragui, C.M.","2040.0","1992","10","11",NA,"Brasil",NA,NA,NA,"ESA015092","Magnoliophyta",NA,"Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408","ESA015092","(Spreng.) Harley",NA,NA,NA,"Harley, R.M.","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:11:33-03","ESALQ","ESA","15034","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, V.C. ; Sakuragui, C.M.","1980.0","1992","09","05",NA,"Brasil",NA,NA,NA,"ESA015034","Magnoliophyta",NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","ESA015034","(Spreng.) Harley",NA,NA,NA,"Harley, R.M.","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:11:33-03","ESALQ","ESA","88169","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Viani, R.A.G. et al.","277.0","2002","08","27",NA,"Brasil",NA,NA,NA,"ESA088169","Magnoliophyta",NA,"São Paulo","Igarapava","-47.7400016784668","-20.0300006866455","ESA088169","(Epling) Harley",NA,NA,NA,"Viani, R.A.G.","23637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-31 13:40:24-03","MN","R","231637","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Alves, R.J.V.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"R010030825",NA,NA,"Minas Gerais","Tiradentes","-44.1781005859375","-21.1103000640869",NA,"(Spreng.) Harley",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-31 13:40:24-03","MN","R","11421","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Glaziou, A.F.M.","8179","1875","09","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000011421",NA,NA,"Rio de Janeiro",NA,NA,NA,"R000011421_001","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-07-02 14:42:35-03","JBP","HPL","13508","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L.S Leoni","2649","1994","09","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"MG","Carangola","-42.066667","-20.733333",NA,"(Spreng.) Harley","Ao lado da estrada, APA da torre em área perturbada. GFJP.","750","750","L.S. Leoni",NA,NA,"2010","09","10","42° 04' W","20° 44' S",NA,NA,NA,NA,NA
"57","2015-07-02 14:02:25-03","JBP","HPL","5144","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","H. Lorenzi","5502","2005","08","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"MG","Alto Caparaó","-41.8683","-20.4333",NA,"(Spreng.) R.M. Harley","Coletada na estrada que da acesso ao Parque pelo estado de ES, comum.",NA,NA,"R. Tsuji","21645","auto","2005","08","24",NA,NA,NA,NA,NA,NA,NA
"58","2019-02-15 11:40:36-02","IPA","IPA","24284","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Santos, T.S. dos","2248","1972","02","15","Southern America","Brasil",NA,NA,"Árvore de 8m de altura x 20cm de diâmetro. Flor azul.; Caatinga.","IPA0024284","Plantae",NA,"Bahia","Vitória da Conquista","-40.8394012451172","-14.8661003112793",NA,"(Epling) Harley","km 5 a 10 da rodovia Rio-Bahia ao Norte.",NA,NA,"Harley, R.M.","70493","auto","1990","02","01",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:18:00-03","UFV","VIC","37235","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Siqueira, L.C. de; et al.","320","2006","06","28",NA,"Brasil",NA,NA,"Árvore, c.a. de 11 metros de altura. Presença de inflorescências lilases. Folhas jovens na ponta dos ramos também de cor lilás.","VIC037235",NA,NA,"Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592","VIC037235","(Epling) Harley","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.",NA,NA,"Siqueira, L.C. de","16385","auto","2007","05","18",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-20 21:18:00-03","UFV","VIC","37224","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Siqueira, L.C. de; et al.","328","2006","08","05",NA,"Brasil",NA,NA,"Árvore, c.a. de 5,0 metros de altura. Presença de flores roxas.","VIC037224",NA,NA,"Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592","VIC037224","(Epling) Harley","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.",NA,NA,"Siqueira, L.C. de","16385","auto","2007","05","18",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:18:00-03","UFV","VIC","43286","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Simon, M.F.; et al.","1969","2013","08","22",NA,"Brasil",NA,NA,"Arbusto bastante ramificado 2 m, cálice vináceo, pétalas liláses, anteras alaranjadas, filetes brancos.","VIC043286",NA,NA,"Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,"(Epling) Harley","Estrada entre São roque E cachoeira Casca D'Anta",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:18:00-03","UFV","VIC","40371","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Simão, M.R.V.C.","284","2012","09","01",NA,"Brasil",NA,NA,"Árvore de 8 m, botão floral envoltopor cálice roxo, corola roxa com mancha branca no ápice do tubo.","VIC040371",NA,NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,"(Epling) Harley","Mata do Paraiso, Estação de Pesquisa, treinamento e Educação Ambiental da Mata do Paraiso",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 15:56:50-03","UFSC","CTBS","2373","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Rezende, S.G. et al.","3871","2009","10","16",NA,"Brasil",NA,"BHZB 8201","Bioma Cerrado; Hábito arbustivo.",NA,NA,NA,"Minas Gerais","Mariana","-43.514722","-20.154722",NA,"(Spreng.) Harley","Mina Samarco","1180","1180","Harley, R.M.",NA,NA,"2015","02","10","43°30'53W","20°09'17S",NA,NA,NA,NA,NA
"64","2019-11-21 14:37:42-03","UFJF","CESJ","63038","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","V.C. Souza; L.S. Leoni; J. Paula-Souza; F.F. Mazine","12222","1996","09","03","América do Sul","Brasil",NA,NA,"Árovre, até 12m alt., cálice e corola violeta.","CESJ063038","Angiosperma",NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,"(Spreng.) Harley","Parque Nacional do Caparaó, Estrada para Tronqueira. Beira de estrada.",NA,NA,"G.O. Romão; C.H.C. Martins","21645","auto","2010","10",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:37:42-03","UFJF","CESJ","15123","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. Krieger","CESJ15123","1977","09","27","América do Sul","Brasil",NA,NA,"Árvore alta (20m), muito abundante nos pastos formados, flores roxo azulado, ramos frágeis.","CESJ015123","Angiosperma",NA,"Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","CESJ015123","(Spreng.) Harley",NA,NA,NA,"M.C.A. Mota","15056","auto","2014","12","04",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:37:42-03","UFJF","CESJ","7092","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. Krieger","CESJ7092","1969","08","17","América do Sul","Brasil",NA,NA,"Na capoeira. Árvore pequena, flores roxas.","CESJ007092","Angiosperma",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"(Spreng.) Harley",NA,NA,NA,"R.M. Harley","36144","auto","1997","04",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:37:42-03","UFJF","CESJ","58726","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","C.N. Silva; L. Menini Neto","106","2011","11","09","América do Sul","Brasil",NA,NA,"Interior de mata. Árvore, ca. de 7m alt., flores roxas.","CESJ058726","Angiosperma",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"(Spreng.) Harley","Jardim Botânico da UFJF - Mata do Krambeck",NA,NA,"D.S. Pifano","36144","auto","2011","12","02",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:37:42-03","UFJF","CESJ","58415","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","C.N. Silva; R.M. Castro; J.F.S. Pessôa","52","2011","08","31","América do Sul","Brasil",NA,NA,"Árvore, ca. de 6m de alt., flores roxas. Na trilha.","CESJ058415","Angiosperma",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"(Spreng.) Harley","Jardim Botânico da UFJF - Mata do Krambeck, Na trilha.",NA,NA,"R.M. Castro","36144","auto","2011","08","31",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:37:42-03","UFJF","CESJ","47100","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","P.O. Garcia","s.n.","2005","11","15","América do Sul","Brasil",NA,NA,"Arbusto ca. 1,8m na margem da trilha em direção a reserva pela entrada do bairro São Pedro. Inflorescência com flores de cor roxa.","CESJ047100","Angiosperma",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"(Spreng.) Harley","Reserva Biológica de Santa Cândida",NA,NA,"P.O. Garcia","36144","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:37:42-03","UFJF","CESJ","63509","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","F.R.G. Salimena; P.H. Nobre; K. Antunes","3624","2013","08","15","América do Sul","Brasil",NA,NA,"Árvore ca. 10 m, flores roxas. No campo em borda de mata.","CESJ063509","Angiosperma",NA,"Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"(Spreng.) Harley","Vila do Funil, RPPN São Lourenço do Funil e RPPN Serrinha",NA,NA,"J.F.B. Pastore","20815","auto","2014","04","30",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:37:42-03","UFJF","CESJ","65406","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","B.E. Conde","418","2013","07","03","América do Sul","Brasil",NA,NA,"Arbórea (aprox 6 m), flores brancas acinzentadas. Localmente é utilizada como combustível, como lenha e outros.","CESJ065406","Angiosperma",NA,"Minas Gerais","Santos Dumont","-43.5525016784668","-21.4566993713379",NA,"(Spreng.) Harley","São Sebastião da Boa Vista, Coletada em meio à floresta em meio a trilha de acesso à comunidade de Cachoeirinha.",NA,NA,"B.E. Conde","25699","auto","2014","07","06",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:37:42-03","UFJF","CESJ","34372","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L.C.S. Assis; M.K. Ladeira","246","2001","09","17","América do Sul","Brasil",NA,NA,"Árvore ca. 1,5m encontrada no interior da mata. Tronco superficialmente sulcado, pardacento, DAP 53,5cm. Folhas discolores, cálice roxo piloso, corola roxa e branca, anteras amarelas. Comum.","CESJ034372","Angiosperma",NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"(Spreng.) Harley","Mata do Baú",NA,NA,"L.C.S. Assis","7934","auto","2004","01","27",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:37:42-03","UFJF","CESJ","22239","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. Krieger; et al.","FPNC207","1988","09","18","América do Sul","Brasil",NA,NA,"Árvore pequena, flores roxas, à beira do cminho.","CESJ022239","Angiosperma",NA,"Minas Gerais",NA,NA,NA,"CESJ022239","(Spreng.) Harley","Parque Nacional do Caparaó, no caminho para a Tronqueira",NA,NA,"M.C.A. Mota",NA,NA,"1988","09","18",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:37:42-03","UFJF","CESJ","34401","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R.M. Castro; R.C. Forzza; V.R. Almeida; L.F.A. Fazza","601","2001","08","31","América do Sul","Brasil",NA,NA,"Arbusto na capoeira em área plana. Cálice vináceo, corola lilás.","CESJ034401","Angiosperma",NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,"(Spreng.) Harley","Reserva Biológica da Represa do Grama",NA,NA,"R.M. Castro","11991","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:37:42-03","UFJF","CESJ","34714","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R.C. Forzza; V.A.Almeida; L.C.S. Assis; L.F.A. Fazza","1888","2001","10","14","América do Sul","Brasil",NA,NA,"Árvore no interior de mata, ca. 10m alt. Flores com cálice verde, corola roxa.","CESJ034714","Angiosperma",NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,"(Spreng.) Harley","Reserva Biológica da Represa do Grama",NA,NA,"G.M. Antar","11991","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:37:42-03","UFJF","CESJ","24592","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","O.S.T. Moreira; F.M. Neri","s.n.","1989","09","24","América do Sul","Brasil",NA,NA,"Inflorescência em umbela, cálice persistente, arroxeado.","CESJ024592","Angiosperma",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"(Spreng.) Harley","Reserva Biológica Poço D'Anta",NA,NA,"R.M. Harley","36144","auto","1997","04",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:37:42-03","UFJF","CESJ","46106","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","P.L. Viana; N.F.O. Mota; T.E. Almeida; D. Souza","1876","2005","09","25","América do Sul","Brasil",NA,NA,"Árvore de 5m em mata semidecídua.","CESJ046106","Angiosperma",NA,"Minas Gerais","Santo Antônio do Rio Abaixo","-43.2538986206055","-19.2283000946045",NA,"(Spreng.) Harley","Área de influência da PCH Quinquim.",NA,NA,"G.M. Antar","8339","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:37:42-03","UFJF","CESJ","69593","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R. Romero; J.N. Nakajima","3622","1996","09","22","América do Sul","Brasil",NA,NA,"Mata de encosta, entre campo rupestre. Árvore, ca. 8m. Cálice verde. Corola branca. Estames róseo-claro.","CESJ069593","Angiosperma",NA,"Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,"(Spreng.) Harley","Parque Nacional da Serra da Canastra, Chapadão do Diamante",NA,NA,"G.M. Antar","57119","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:32:05-03","UNICAMP","UEC","115655","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Bittencourt Jr, NS","75","2000","09","15",NA,"Brazil",NA,NA,"Cálice roxo; corola roxo-azulada. Arbustivo.&nf;; Campo rupestre.","UEC041585","Magnoliopsida",NA,"Minas Gerais",NA,NA,NA,"UEC041585","(Epling) Harley","Alto do Palácio, Serra do Cipó.",NA,NA,"Silva, CL",NA,NA,"2007","07",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:32:05-03","UNICAMP","UEC","5732","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Davis, PH; Shepherd, GJ","59704","1976","07","31",NA,"Brazil",NA,NA,"Tree up to 5 - 10 m. Flowers blue.; Edge of secondary forest.","UEC041584","Magnoliopsida",NA,"Minas Gerais",NA,NA,NA,"UEC041584","(Epling) Harley","Between Ouro Preto and Itabirita, Km 62.","1200","1200","Atkinson, R",NA,NA,"1995","06","26",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:32:05-03","UNICAMP","UEC","5755","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5816","1977","09","07",NA,"Brazil",NA,NA,"Árvore de 5 m. Flores rochas.","UEC041581","Magnoliopsida",NA,"Minas Gerais",NA,NA,NA,"UEC041581","(Epling) Harley","Estrada entre Manhuaçú e Vitória, Km 213. Beira da estrada.","600","600","Atkinson, R",NA,NA,"1995","06","26",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:32:05-03","UNICAMP","UEC","5855","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5751","1977","09","06",NA,"Brazil",NA,NA,"Flores rochas. Árvore até 10 m.; Mata.","UEC041582","Magnoliopsida",NA,"Minas Gerais",NA,NA,NA,"UEC041582","(Epling) Harley","Pico da Bandeira, perto de Caparaó. Em mata a beira de mata.","1300","1300","Atkinson, R",NA,NA,"1995","06","26",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:32:05-03","UNICAMP","UEC","195967","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Kuntz-Galvão, J; Campos, OR","1307","2012","10","20",NA,"Brazil",NA,NA,"Árvore ca 6m alt. Flores roxas.; Beira da estrada","UEC134206","Magnoliopsida",NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","UEC134206","(Epling) Harley","Estrada entre os municípios de Alto Caparaó e Caparaó.",NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:32:05-03","UNICAMP","UEC","5790","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Semir, J","6514","1977","07","28",NA,"Brazil",NA,NA,"Árvore até 9 m; flores roxas.; Mata ciliar.","UEC041583","Magnoliopsida",NA,"Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC041583","(Epling) Harley","Serra do Cipó, Km 126.",NA,NA,"Harley, RM","31264","auto","1988","10","06",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-06 09:55:55-03","UFOP","OUPR","12814","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Messias, M.C.T.B.; Dutra, V.F. & Rochelle, A.L.C.","496","2001","10","23",NA,"Brasil",NA,NA,"Arbusto aprox. 2,0m. Flores roxas, melíferas com muito néctar. Frequente. Campo ferruginoso.",NA,NA,NA,"Minas Gerais","Ouro Preto/Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada de cima, transecto 3.",NA,NA,"Messias, M.C.T.B.; Dutra, V.F.",NA,NA,"2001","11","26",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-06 09:55:55-03","UFOP","OUPR","1437","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Roschel, M.B.","s.n.","1994","08","09",NA,"Brasil",NA,NA,"Árvore 6,0m. Flores roxas. Capão de mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada para a Fazenda do Manso.",NA,NA,"Roschel, M.B.",NA,NA,"1994","09","05",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-06 09:55:55-03","UFOP","OUPR","17652","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Badini, J.","s.n.","1973","09","02",NA,"Brasil",NA,NA,"Beira de estrada.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Spreng.) Harley","Entre Mariana e Ponte Nova",NA,NA,"Roschel, M.B.",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-06 09:55:55-03","UFOP","OUPR","17658","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lisboa, M.A.","s.n.","1972","08","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Meio da Serra do Itacolomi",NA,NA,"Harley, R.M.",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-06 09:55:55-03","UFOP","OUPR","21278","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L.","28","2006","08","25",NA,"Brasil",NA,NA,"Árvore aprox. 6m. Flor roxa. Ocorre em toda a região, muito frequente e florida. Cerrado/ Campo rupestre.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Serrinha. Perto da 1ª nascente.",NA,NA,"Cota, M.R.C.",NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:55:55-03","UFOP","OUPR","21353","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L.","1","2005","10","26",NA,"Brasil",NA,NA,"Arbórea 2-6m. Cálice c/ 5 dentes, piloso, roxo esverdeado, quando jovem. Flor roxa c/ manchas brancas no interior, 4 estames. Mata, beira de estrada.",NA,NA,NA,"Minas Gerais","Ouro Preto/Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Cota, M.R.C.",NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:55:55-03","UFOP","OUPR","21358","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L. & Rolim, L.B.","16","2006","01","05",NA,"Brasil",NA,NA,"Árvore. Flor roxa. Cheiro de mentha. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Cota, M.R.C.",NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-06 09:55:55-03","UFOP","OUPR","21359","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L. & Rolim, L.B.","17","2006","01","05",NA,"Brasil",NA,NA,"Árvore 2-6m. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Cota, M.R.C.",NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-06 09:55:55-03","UFOP","OUPR","21360","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L. & Rolim, L.B.","18","2006","01","05",NA,"Brasil",NA,NA,"Árvore 2-6m. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Cota, M.R.C.",NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-06 09:55:55-03","UFOP","OUPR","21361","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, M.R.C.; Silva, J.L.","19","2006","01","05",NA,"Brasil",NA,NA,"Árvore 3m. Cálice 5 denteado. Mata.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana",NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Itacolomi, Estrada (subida) Fazenda do Manso.",NA,NA,"Harley, R.M.",NA,NA,"2007","11","28",NA,NA,NA,NA,NA,NA,NA
