"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"228","2016-04-15 10:42:01-03","F","FMNH-SEEDPLANTS","V0365900F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,NA,"V0365900F","V0365900F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"229","2019-01-25 15:41:22-02","IAC","IAC","18205","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","D.M. Dedecca","1956","05","29","H.M. Souza","s/nº","1956","05","29","Brasil","São Paulo","Campos do Jordão",NA,"-45.5914","-22.7394","-45.5914","-22.7394",NA,NA,"Nome popular: espinho-amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-01-25 15:41:22-02","IAC","IAC","18489","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","s/det.","1957","09","08","s/col.","s/nº","1957","09","08","Brasil","São Paulo","Campos do Jordão",NA,"-45.5914","-22.7394","-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-01-25 15:41:22-02","IAC","IAC","22914","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","H.F. Leitão Filho","1972","08","16","H.F. Leitão Filho","1362","1972","07","27","Brasil","São Paulo","Campos do Jordão",NA,"-45.5914","-22.7394","-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-01-25 15:41:22-02","IAC","IAC","46673","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","R.A. Camargo","2005","10","14","H. Lorenzi; E.F. Souto & L.C. Bernacci","5729","2005","10","14","Brasil","Santa Catarina","Bom Jardim da Serra","Rodovia para Serra do Rio do Rastro","-49.6247","-28.3369","-49.6247","-28.3369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-02-27 14:02:10-03","UFSJ","HUFSJ","2652","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sobral, M","2011",NA,NA,"Sobral, M","14276","2011","10","02","Brasil","Minas Gerais","Bom Jardim de Minas","BR-494","-44.16625","-22.038583","-44.16625","-22.038583",NA,NA,"Arbusto 1 m, à beira da BR-494; flores amarelas.","HUFSJ002652","HUFSJ002652_v00 HUFSJ002652_v01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-11-12 16:59:43-03","UEL","FUEL","25733","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Francisco das Chagas e Silva; Francisco das Chagas e Silva; Silva; Silva; Silva","1982",NA,NA,"Francisco das Chagas e Silva; et al.","445","1982","04","21","Brasil","Paraná",NA,"Capão E.E.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-11-12 16:59:43-03","UEL","FUEL","32567","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Kranz, WM","2002","10","29","Kranz, WM; Cassiano, J","810","2002","10","29","Brasil","Paraná","Palmeira","Witmarsum, campo nativo","-50.0064010620117","-25.4293994903564",NA,NA,"1200","1200",NA,"OK",NA,"Tracheophyta","Fabales",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"236","2020-11-12 16:59:43-03","UEL","FUEL","76","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G","1970","12",NA,"Hatschbach, G","24927","1970","10","13","Brasil","Paraná","Piraquara","Pinhaes","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"237","2020-11-12 16:59:43-03","UEL","FUEL","45061","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Sevegnani, L","2008","08","04","Verdi, M; Carneiro, FE","535","2008","08","04","Brasil","Santa Catarina","Lages","Margem da SC-58","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"238","2020-11-12 16:59:43-03","UEL","FUEL","45641","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Gasper, AL","2008","04","17","Verdi, M; Carneiro, FE","622","2008","04","17","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"1449","1449",NA,NA,NA,"Tracheophyta","Fabales",NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"239","2019-11-01 15:01:12-03","UnB","UB","129601","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Souza, VC","1993",NA,NA,"Barreto, KD","1061","1993","08","25","Brasil","São Paulo","Campos do Jordão",NA,"-47.55","-22.566667","-47.55","-22.566667",NA,NA,"Flor amarela.; Arbusto 2m.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-08-20 14:56:15-03","UFSC","FLOR","50814","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gasper, A.L. de","2010","05","27","Schmitt, J.L.","2178","2010","04","30","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.045556","-29.165","50º2'44''W","29º9'54''S",NA,NA,"arbustiva, flor amarela","FLOR0050814",NA,NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-08-20 20:38:56-03","UFSC","FLOR","8038","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hatschbach, G.","1985",NA,NA,"Cordeiro, J.","32","1985","05","09","Brasil","Paraná","Curitiba","Jardim Centauro.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"arbusto, flor amarela, 1m altura","FLOR0008038",NA,NA,"Fabales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-08-20 20:38:56-03","UFSC","FLOR","29292","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sobral; Citadini-Zanette, V.","1994",NA,NA,"Santos, R. dos","180","1994","11","13","Brasil","Rio Grande do Sul","Cambará do Sul","Aparados da Serra, Itaimbezinho.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"arbusto, flor amarela, 1,5m altura","FLOR0029292",NA,NA,"Fabales",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-08-20 20:38:56-03","UFSC","FLOR","7949","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Klein, R.M.","1981",NA,NA,"Coura Neto, A.B.; Moreno, J.A.","64","1980","11","06","Brasil","Rio Grande do Sul","Herval","Indo para Arroio Grande, 5 km após Herval.","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"arbusto espinhoso, flor amarela. Folha SI.22-V-A; ponto 60","FLOR0007949",NA,NA,"Fabales",NA,NA,"51680","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-08-20 14:56:15-03","UFSC","FLOR","28932","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.","15736","1963","07","14","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"900","900","arbusto, flor amarela, 1m altura","FLOR0028932",NA,NA,"Fabales",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"245","2020-08-20 20:38:56-03","UFSC","FLOR","57008","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Falkenberg, D.B.","1997",NA,NA,"Falkenberg, D.B.","8537","1996","10","13","Brasil","Santa Catarina","Lauro Muller","Estrada da Serra do Rio do Rastro, SC 438, a 2,5 km acima da lanchonete e 4 km abaixo do topo da Serra, junto de grande refúgio na junção de dois riachos.","-49.3967018127441","-28.3927993774414",NA,NA,"980","980","Subarbusto, corola amarelo-claro; 0,8m altura","FLOR0057008",NA,NA,"Fabales",NA,NA,"15992","auto",NA,NA,NA,NA,NA,NA,NA
"246","2021-03-04 15:43:27-03","IF","SPSF","00325","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,"D.Bento Pickel",NA,"1943","07","01","Brasil","SP","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","América do Sul",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"247","2021-03-04 15:43:27-03","IF","SPSF","36988","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,"M.Kuhlmann",NA,"1939","08","27","Brasil","PR","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo;",NA,NA,"Magnoliophyta","Fabales","América do Sul",NA,"46557","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"248","2021-03-04 15:43:27-03","IF","SPSF","15744","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,"A.Aramal Junior","99","1982","02","17","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"249","2021-02-08 12:42:30-03","UFRGS","ICN","024156","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Valls, J","1973",NA,NA,"Quarin, C","1145","1973","07","22","Brasil","RS","São Francisco de Paula","3 km ao norte da cidade","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"espontânea em toda a beira da estrada, desde a cidade","ICN00026110","ICN00026110","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"250","2021-02-08 12:42:30-03","UFRGS","ICN","063218","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Miotto, S",NA,NA,NA,"Miotto, S","s.n.","1985","04","26","Brasil","RS","São Francisco de Paula","estrada Canela-São Francisco de Paula, entrada para S.F. de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"ICN00026101","ICN00026101","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"251","2021-02-08 12:42:30-03","UFRGS","ICN","164295","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Setubal, R",NA,NA,NA,"Setubal, R; Melo, AS; Lütkemeier, K","942","2004","08","17","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"arbusto; flores amarelas; em beira de estrada, após entrada para os pinheiros centenários","ICN00026098","ICN00026098","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"252","2021-02-08 12:42:30-03","UFRGS","ICN","144924","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Hagelund, K","3805","1965","09","01","Brasil","RS","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Doação de Karner Hagelund.","ICN00026099","ICN00026099","Dicotyledon",NA,"América do Sul",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"253","2021-02-08 12:42:30-03","UFRGS","ICN","081202","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sobral, M",NA,NA,NA,"Rego, A; Paiva","s.n.","1983","11","27","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"ICN00026097","ICN00026097","Dicotyledon",NA,"América do Sul",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"254","2021-02-08 12:42:30-03","UFRGS","ICN","018433","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Irmão Augusto","s.n.","1936","10","03","Brasil","RS","Caxias do Sul","campos Nova Milano","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"ICN00026108","ICN00026108","Dicotyledon",NA,"América do Sul",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"255","2021-02-08 12:42:30-03","UFRGS","ICN","001329","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Schultz, AR","1329","1956","06","02","Brasil","RS","Caxias do Sul","represa","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"ICN00026103","ICN00026103","Dicotyledon",NA,"América do Sul",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"256","2021-02-08 12:42:30-03","UFRGS","ICN","000489","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich, K",NA,NA,NA,"Schultz, AR","489","1946","07","28","Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"adventício, europeu","ICN00026106","ICN00026106 ICN00026106_1","Dicotyledon",NA,"América do Sul",NA,"13851","auto",NA,NA,NA,NA,NA,NA,NA
"257","2021-02-08 12:42:30-03","UFRGS","ICN","005734","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Irgang, B; Eirich",NA,NA,NA,"Körner, L","s.n.","1969","01","26","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"ICN00026102","ICN00026102","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"258","2021-02-08 12:42:30-03","UFRGS","ICN","033703","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Lorscheitter, ML",NA,NA,NA,"Lorscheitter, ML; Baptista, LRM","s.n.","1971","04",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"ICN00026104","ICN00026104 ICN00026104_1","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"259","2021-02-08 12:42:30-03","UFRGS","ICN","007084","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Ferreira, A","523","1969","07","17","Brasil","RS","São Francisco de Paula","beira da estrada","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"arbustivo, ruderal; muito comum a beira dos caminhos e estradas","ICN00026105","ICN00026105 ICN00026105_1","Dicotyledon",NA,"América do Sul",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"260","2021-02-08 12:42:30-03","UFRGS","ICN","189525","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sevegnani, L",NA,NA,NA,"Verdi, M; Carneiro, FE","535","2008","08","04","Brasil","SC","Lages","Margem da SC-58","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Coleta Extra IFFSC; flor amarela, hábito: arbusto; FOM","ICN00026107","ICN00026107","Dicotyledon",NA,"América do Sul",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"261","2021-02-08 12:42:30-03","UFRGS","ICN","035360","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Miotto, S",NA,NA,NA,"Miotto, S","600","1977","10",NA,"Brasil","RS",NA,"antes de Jaguarão, BR 116",NA,NA,NA,NA,NA,NA,"flores amarelas","ICN00026100","ICN00026100","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-02-08 12:42:30-03","UFRGS","ICN","172296","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Iganci, JRV; Miotto, STS; Baptista, LRM","679","2010","06","14","Brasil","RS",NA,"Tainhas, rio do Pinto. Na margem do rio, em botões.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-22 16:23:10-03","FEPAGRO","BLA","477","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","P. N. Capparelli",NA,NA,NA,"L. R. Carvalho",NA,"1957","06","14","Brasil","Rio Grande do Sul","Pinheiro Machado","P.Altas","-53.3810997009277","-31.5783004760742",NA,NA,"480","480","Habitat: Pastagem nativa <ll>dwc_commonname:</ll> Tojo","BLA000477",NA,"Spermatophyta",NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"264","2021-03-22 16:23:10-03","FEPAGRO","BLA","7408","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","A. Normann-Kämpf","1970","01","01","A. Normann-Kämpf","166","1970","09","06","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"BLA007408",NA,"Spermatophyta",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87142","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Cordeiro, J.","32","1985","05",NA,"Brasil","Paraná","Curitiba","Jardim Botânico,","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"common gorse; arbusto Cerca de 1m., beira de estrada, flor amarela.","HAS0087142",NA,"Magnoliophyta",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"266","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87145","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Borges, G.","s.n.","1982","07",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Cambará do Sul,","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"common gorse","HAS0087145",NA,"Magnoliophyta",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"267","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87143","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Silveira, N.","1287","1984","05",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Cerca de 5 Km. leste de Cámbara do Sul, na rodovia para a Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"common gorse Cerca de 1,5m. de altura, flores amarelas.","HAS0087143",NA,"Magnoliophyta",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"268","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","5913","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Nelson, A.","s.n.","1978","05",NA,"Brasil","Rio Grande do Sul","Farroupilha","Farroupilha,","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"common gorse Cerca de 3m. de alturas, flor amarela, cálice acinzentado, frutos verdes, vagem quando maduro mais escuro, semente quando não madura amarelas quase cor da flor, usadas para cerca viva, planta com espinhos grandes.","HAS0005913",NA,"Magnoliophyta",NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA,NA
"269","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","24134","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Nilson, A.D.","247","1988","08",NA,"Brasil","Rio Grande do Sul","Herval","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"Arbusto com flor amarela de 2 m. de altura.","HAS0024134",NA,"Magnoliophyta",NA,NA,NA,"51680","auto",NA,NA,NA,NA,NA,NA,NA
"270","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","20752","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Corrêa, J. C.","68","1984","07",NA,"Brasil","Rio Grande do Sul","Lagoa Vermelha",NA,"-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,"espinho-de-assis, tojo. Na beira de estrada. Arbusto com espinhos. Flores amarelas.","HAS0020752",NA,"Magnoliophyta",NA,NA,NA,"42261","auto",NA,NA,NA,NA,NA,NA,NA
"271","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87141","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Mattos, J.","18801","1978","05",NA,"Brasil","Rio Grande do Sul","Pinheiro Machado","Pinheiro Machado,","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"common gorse","HAS0087141",NA,"Magnoliophyta",NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"272","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","283","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Callegari, S.M.",NA,NA,NA,"Callegari, S.M.","3","1969","05",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Sagrada Família","-51.156581","-29.157475","-51,156581","-29,157475","812","812","flores amarelas","HAS0000283",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","78727","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Záchia, R.","617","1991","12",NA,"Brasil","Rio Grande do Sul","Pedras Altas","Entrada para Bagé.",NA,NA,NA,NA,NA,NA,"erva; erva; Flor amarela.","HAS0078727",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87144","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Mattos, J.","24244","1983","09",NA,"Brasil","Rio Grande do Sul","Pedras Altas","Cerca de 2 Km. de Pedras Altas, na rodovia para Pinheiro Machado.","-53.586108","-31.732966","-53,586108","-31,732966",NA,NA,"common gorse; arbusto Cerca de 1,5m de altura, flores amarelas Tojo. Muito abundante.","HAS0087144",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","22639","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Abruzzi, M.L.","1130","1986","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235 a 11 Km em direção a Cambará do Sul","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"common gorse; arbusto Ca. de 1,50m de altura. Flores amarelas.","HAS0022639",NA,"Magnoliophyta",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"276","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87140","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Silveira, N.","8662","1989","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Tainhas,","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"common gorse Flores amarelas,m cerca de 1m. de altura.","HAS0087140",NA,"Magnoliophyta",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"277","2019-11-21 10:06:50-03","IBt","SP","121303","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Lindeman, JC","s.n.","1960","05","09","Holanda",NA,NA,"Pioneer vegetation on sandy slope or road cut between Utrecht and Arnhem, near Ede (prov. Gelderland)",NA,NA,NA,NA,NA,NA,NA,"SP028472","SP028472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-11-21 10:06:50-03","IBt","SP","25987","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Gross, R","s.n.","1919","08","01","Alemanha","Pommern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-21 10:06:50-03","IBt","SP","304051","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gehrt, A",NA,NA,NA,"Kuhlmann, M","s.n.","1939","08","27","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"280","2019-11-21 10:06:50-03","IBt","SP","41544","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gehrt, A",NA,NA,NA,"Kuhlmann, M","s.n.","1939","08","27","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"281","2019-11-21 10:06:50-03","IBt","SP","24044","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hoehne, FC",NA,NA,NA,"Deslandes, J","3","1928","06","25","Brasil","Rio Grande do Sul","Pelotas","Baixadas do município de Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"282","2019-11-21 10:06:50-03","IBt","SP","186319","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Pirani, JR",NA,NA,NA,"Pirani, JR; Yano, O","627","1983","04","26","Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada para Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"SP028471","SP028471",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"283","2019-11-21 10:06:50-03","IBt","SP","39728","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gehrt, A",NA,NA,NA,"Pickel, B","4313","1938","10","27","Brasil","São Paulo","São Paulo","Fazenda Morrinhos. Num quintal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
