"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"56","2019-02-22 11:47:09-03","IPA","IPA","9570","S","Plantae","Leguminosae-Pap.","Ulex","europaeus","Ulex europaeus","L.","Hoehne",NA,NA,NA,"Pickel, B.","4313","1938","10","27","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, Num quintal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto espinhoso com flores amarelas","IPA0009570",NA,"Plantae",NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:29:41-03","IAP","PACA-AGP","69842","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","sem det.",NA,NA,NA,"Em. Santos","1851","1964","04","21","Brasil","RS","Caxias do Sul","nos arredores da cidade","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Flores amarelas. Herbário PEL 6079. Hábito: arbusto","PACA069842",NA,"Magnoliophyta","Fagales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:29:41-03","IAP","PACA-AGP","62521","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo","1958","09","26","Camargo, O. R.","2133","1957","10","15","Brasil","RS","Farroupilha","Povoado de São José","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor","PACA062521",NA,"Magnoliophyta","Fagales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:29:41-03","IAP","PACA-AGP","11020","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"E. Friderichs",NA,"1943","01",NA,"Brasil","RS","Lagoa Vermelha",NA,"-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,"Habitat: in campestribus subspontanea Fenofase: flor nondum aperto","PACA011020",NA,"Magnoliophyta","Fagales",NA,NA,"42261","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:29:41-03","IAP","PACA-AGP","75466","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","N.R. Bastos","1996","04","02","Marchioretto, M. S.",NA,"1996","03","23","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: beira de estrada","PACA075466",NA,"Magnoliophyta","Fagales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:29:41-03","IAP","PACA-AGP","92655","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. Mondin","2001","10",NA,"C. Mondin & A. Iob","2314","2001","11","12","Brasil","RS","São Francisco de Paula","Entre a RS 020 e a FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HASU 15706.&nf;Abundante na beira da estrada Fenofase: flores amarelas Hábito: arbusto","PACA092655",NA,"Magnoliophyta","Fagales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:29:41-03","IAP","PACA-AGP","9957","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"Rambo, B.",NA,"1942","01","30","Brasil","RS","Tupanciretã","S. Bernardo","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: ad viam in campestribus Fenofase: estéril","PACA009957",NA,"Magnoliophyta","Fagales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:29:41-03","IAP","PACA-AGP","36199","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Habitat: ad viam subspontanea Fenofase: flor","PACA036199",NA,"Magnoliophyta","Fagales",NA,NA,"30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:29:41-03","IAP","PACA-AGP","92653","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. Mondin","1998","01",NA,"Mondin, C.","1279","1998","01","16","Brasil","RS","Cambará do Sul","8 Km da cidade, na estrada para S. Fco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"HASU 6460&nf;Com ca, 1,7 m alt. Dominante na beira da estrada Habitat: beira da estrada Fenofase: flores amarelas Hábito: arbusto","PACA092653",NA,"Magnoliophyta","Fagales",NA,NA,"30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:29:41-03","IAP","PACA-AGP","47165","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"Rambo, B.",NA,"1950","06","21","Brasil","RS","Caxias do Sul","Água Azul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in campestribus ad viam Fenofase: flor","PACA047165",NA,"Magnoliophyta","Fagales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"66","2019-08-27 13:29:41-03","IAP","PACA-AGP","109525","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"N. R. Bastos",NA,NA,NA,NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"PACA109525",NA,"Magnoliophyta","Fagales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:29:41-03","IAP","PACA-AGP","382","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"Rambo, B.",NA,"1933","05","16","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor","PACA000382",NA,"Magnoliophyta","Fagales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:29:41-03","IAP","PACA-AGP","33493","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Emrich-Rambo",NA,NA,NA,"Henz, E.",NA,"1946","07","17","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in campestribus subspontanea Fenofase: flor","PACA033493",NA,"Magnoliophyta","Fagales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:29:41-03","IAP","PACA-AGP","92654","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. M. Oliveira & C. Mondin",NA,NA,NA,"C. M. Oliveira",NA,"2000","08","16","Brasil","RS","São Leopoldo","Campus Unisinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"HASU 14871&nf;Cultivada, exótica Habitat: Ambiente seco e de sol Hábito: arbustiva","PACA092654",NA,"Magnoliophyta","Fagales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:29:41-03","IAP","PACA-AGP","106549","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","L. Sevegnani","2008","08","04","M. Verdi & F. E. Carneiro","535","2008","08","04","Brasil","SC","Lages","Margem da SC - 58","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Coleta extra IFFSC. FOM. Fenofase: flor amarela Hábito: arbusto","PACA106549",NA,"Magnoliophyta","Fagales",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:37:16-03","UFJF","CESJ","4713","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","L. Krieger","1954","02",NA,"F.Teixeira","CESJ4713","1954","02",NA,"Portugal",NA,"Minho",NA,NA,NA,NA,NA,NA,NA,"No campo, flores amarelas, arbustos. Tojo.","CESJ004713",NA,"Angiosperma",NA,"Europa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:37:16-03","UFJF","CESJ","8993","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"L. Krieger","CESJ8993","1970","07","29","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,"Na beira da linha do Trem. Arbusto 1 a 2 m. Flores amarelas. Parece importada da Europa. N.V: Tojo.","CESJ008993",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:37:16-03","UFJF","CESJ","19258","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","L. Krieger",NA,NA,NA,"L. Krieger","CESJ19258","1982","12","31","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arbusto subespontâneo de uns 2 m, muito espinhoso, flores amarelas, legumes negros. As sementes contém um antígeno para tipo raro de sangue. N.V: Tojo-arnal.","CESJ019258",NA,"Angiosperma",NA,"América do Sul",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:37:16-03","UFJF","CESJ","28021","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","H.F. Leitão Filho","1972","08","16","H.F. Leitão Filho","1362","1972","07","27","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arbusto até 1,5 m; muito espinhoso; flores amarelas. Introduzida.","CESJ028021",NA,"Angiosperma",NA,"América do Sul",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:31:29-03","UNICAMP","UEC","194662","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Monge, M",NA,NA,NA,"Monge, M; Volet, DP","3188","2014","07","20","Brazil","São Paulo","Guaratinguetá","Fazenda Lavrinhas, áreas de parcelas do Cleiton, Fernanda e Carol.","-45.42","-22.801944","-45.42","-22.801944",NA,NA,"Arvoreta, 1,0 m de altura, flores amarelas, com muitos espinhos nas partes vegetativas. Muito frequente nas áreas de abertas. Invasora. Exótica.; Borda de Floresta ombrófila mista alto montana","UEC136132","UEC136132","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:15:22-03","UNICAMP","UEC","126455","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Chagas e Silva, F; et al.","445","1982","04","21","Brazil","Paraná",NA,"Capão E.E.F",NA,NA,NA,NA,NA,NA,"Abusto 1,3 m; folhas nas extremidades do caule transformando em acúleos; botão floral e flores amarelas; freqüente.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:31:29-03","UNICAMP","UEC","162181","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","s.n.","1924","08","05","Brazil","São Paulo","São Paulo","Butantan, Horto Oswaldo Cruz","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Cultivado.","UEC024651","UEC024651","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-04 13:19:18-03","UDESC","LUSC","5412","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"L.T.H.Dombrowiski","1821","1966","06","19","Brasil","Paraná","Curitiba","Capão da Imbuia.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"LUSC003960","LUSC003960",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-04 13:19:18-03","UDESC","LUSC","629","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Pagot Filho, R.",NA,"2005","11","19","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC004309","LUSC004309",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-04 13:19:18-03","UDESC","LUSC","628","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Manfroi, B.",NA,NA,NA,"Manfroi, B.; Lourenço, K. & Guzatti, G.",NA,"2006","09","05","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC003977","LUSC003977",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-04 13:19:18-03","UDESC","LUSC","630","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Daboit, W.",NA,NA,NA,"Daboit, W.",NA,"2005","05","15","Brasil","Santa Catarina","Lages","Av. Duque de Caxias.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC004300","LUSC004300",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-04 13:19:18-03","UDESC","LUSC","4065","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","A. Y. Katsurayama",NA,NA,NA,"A.Y. Katsurayama",NA,"2008","04","28","Brasil","Santa Catarina","Lages","Av Luís de Camões, próximo ao CAV/UDESC.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC009090",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-04 13:19:18-03","UDESC","LUSC","4209","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dalanhol, G.; Modena, R.; Schelbauer, A.",NA,NA,NA,"Modena, R.",NA,"2009","05","26","Brasil","Santa Catarina","Mafra",NA,"-49.8053016662598","-26.111400604248",NA,NA,NA,NA,NA,"LUSC003976","LUSC003976",NA,NA,NA,NA,"66490","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-04 13:19:18-03","UDESC","LUSC","4744","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Verdi, M.",NA,NA,NA,"Verdi, M.; de Gasper, A.L.","1432","2009","01","27","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC003958","LUSC003958",NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-04 13:19:18-03","UDESC","LUSC","4693","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Verdi, M.",NA,NA,NA,"Verdi, M.; Hasckel, R.P. & Klemz, G.","2272","2010","01","27","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"LUSC003959","LUSC003959",NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-04 13:19:18-03","UDESC","LUSC","8453","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Bianchin, J.E.","2014","03","10","Fellito, G.; Ariati, V.","810","2014","03","11","Brasil","Santa Catarina","São Joaquim","Proximidades da Zona Urbana.","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"LUSC003962","LUSC003962",NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-01-17 11:25:31-02","PUCRS","MPUC","7822","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","N.I. Matzenbacher",NA,NA,NA,NA,NA,"1974","07","20","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"88","2019-01-17 11:25:31-02","PUCRS","MPUC","1911","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","S.M. Nunes","1979","01","01",NA,NA,"1978","03","10","Brasil","RS","Farroupilha",".","-51.3500833","-29.2168889","-51.3500833000","-29.2168889000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1","358",NA,NA
"89","2019-01-17 11:25:31-02","PUCRS","MPUC","16291","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. Ignes","1972","01","01",NA,NA,"1972","10","15","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"90","2019-01-17 11:25:31-02","PUCRS","MPUC","2551","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","S.T. Miotto","1994","01","01",NA,NA,"1972","09","12","Brasil","RS","São Francisco de Paula",".","-50.5755556","-29.4205556","-50.5755556000","-29.4205556000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1","1065",NA,NA
"91","2019-01-17 11:25:31-02","PUCRS","MPUC","16292","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","N.I. Matzenbacher","1973","01","01",NA,NA,"1973","03","25","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"Nativa da Europa, trazida pelos colonos para ser usada como cerca viva e fins medicinais",NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"92","2019-01-17 11:25:31-02","PUCRS","MPUC","13685","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. Schlindwein","1991","01","01",NA,NA,"1990","05","20","Brasil","RS","Viamão","Estação Experimental Fitotécnica de Águas Belas","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"Solo raso, pedregoso, pobre, seco, pastagens",NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,"400","400"
"93","2021-01-28 13:24:37-03","PUCRS","MPUC","16289","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","M. Mariani","1975","01","01",NA,NA,"1975","08","24","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,"76715","auto","Magnoliopsida",NA,NA,"1",NA,NA,NA
"94","2021-01-28 13:24:37-03","PUCRS","MPUC","16290","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","D. Chideo","1975","01","01",NA,NA,"1975","08","10","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Solo pedregoso com vegetação rasteira",NA,NA,NA,"Fabales","South America",NA,"76715","auto","Magnoliopsida",NA,NA,"2",NA,NA,NA
"95","2020-10-14 10:01:48-03","FURB","FURB","10041","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Chagas; Silva, F","1982",NA,NA,"Chagas; Silva, F.; et al.","445","1982","04","21","Brasil","Paraná","Paraná","Capão E.E.F.",NA,NA,NA,NA,NA,NA,"Frequente, folhas nas extremidades do caule transformado em acúleos Habito: arbusto; flor amarela","FURB25684","FURB25684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:01:48-03","FURB","FURB","12742","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Verdi, M","2009","06","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","2272","2009","06","17","Brasil","Santa Catarina","São Joaquim",NA,"-49.9186111","-28.2758334","-49.9186111","-28.2758334",NA,NA,"Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Mista; beira da estrada Habito: arbustiva; flor amarela","FURB25680","FURB25680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:01:48-03","FURB","FURB","12793","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Verdi, M","2009","05","07","Verdi, M.; Gasper, A.L. de","2059","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Florística IFFSC 214(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustiva; flor amarela","FURB25682","FURB25682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:01:48-03","FURB","FURB","25401","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gasper, AL de","2010","05","27","Schmitt, J.L.","2178","2010","04","30","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.0455555","-29.165","-50.0455555","-29.1650000",NA,NA,NA,"FURB25683","FURB25683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:01:48-03","FURB","FURB","42046","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Funez, L.A.","2013","08","13","Funez, L.A.","2153","2013","08","13","Brasil","Santa Catarina","São Joaquim","Próximo à praça central.","-49.9297223","-28.2966666","-49.9297223","-28.2966666","1336","1336",NA,"FURB25679","FURB25679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 10:01:48-03","FURB","FURB","49322","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Schwirkowski, P","2015","10","30","Schwirkowski, P.","1254","2015","10","30","Brasil","Santa Catarina","São Bento do Sul","Pátio da Assoc. Func. Do SAMAE.","-49.3561111","-26.24","-49.3561111","-26.2400000","800","800",NA,"FURB49322","FURB49322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 10:01:48-03","FURB","FURB","8914","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Gasper, AL de","2008","04","17","Verdi, M.; Carneiro, F.E.","622","2008","04","17","Brasil","Santa Catarina","São Joaquim","Mantiqueira.","-49.7691667","-28.2605556","-49.7691667","-28.2605556","1449","1449","Florística IFFSC 114. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: flor amarela","FURB01852","FURB01852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-08 08:52:19-03","FURB","FURB","44290","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Grizzon, M","2013","11",NA,"Lemos, M.O.",NA,"1993","09","08","Brasil","Rio Grande do Sul","Caxias do Sul","JBCS.","-51.1794013977051","-29.1681003570557",NA,NA,"750","750",NA,"FURB25678","FURB25678",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:01:48-03","FURB","FURB","9628","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sevegnani, L","2008","08","04","Verdi, M.; Carneiro, F.E.","535","2008","08","04","Brasil","Santa Catarina","Lages","Margem da SC-58.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Coleta Extra IFFSC. Habitat: Floresta Ombrófila Mista; Habito: arbusto; flor amarela","FURB25681","FURB25681",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"104","2021-03-16 17:52:20-03","UCS","HUCS","51076","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Zan, D.","2020","06","17","Zan, D.","s.n.","2020","06","17","Brasil","Rio Grande do Sul","Lajeado Grande","RS 453","-51.759722","-29.085556","-51.759722","-29.085556","480","480","Campo",NA,NA,"Angiospermae","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-16 17:52:20-03","UCS","HUCS","14532","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Smith, S.F.","2002","09",NA,"Scur, L.","174","1999","11","18","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,"780","780","em beira da estrada",NA,NA,"Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"106","2021-03-16 17:52:20-03","UCS","HUCS","32204","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Ribas, O.S.","2008","05","15","Pasini, E.","50","2005","11","05","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"800","800","em orla da estrada",NA,NA,"Angiospermae","Fabales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-16 17:52:20-03","UCS","HUCS","51204","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Abreu, F.P.","2020","07",NA,"Abreu, F.P.","177","2020","04","21","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Em beira de estrada, arbusto, terrícola, flores amarelas",NA,NA,"Angiospermae","Fabales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:52:20-03","UCS","HUCS","12677","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Smith, S.F.","1999","01",NA,"Kegler, A.","07","1998","08","19","Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Rota do Sol","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","em orla da capoeira",NA,NA,"Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-16 17:52:20-03","UCS","HUCS","20451","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Wasum, R.A.",NA,NA,NA,"Wasum, R.A.","1752","2003","02","16","Brasil","Rio Grande do Sul","São Francisco de Paula","estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,"830","830","em orla da mata",NA,NA,"Angiospermae","Fabales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:52:20-03","UCS","HUCS","24444","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Sobral, M.","2005","08",NA,"Brunetto, A.","s.n.","2004","05","03","Brasil","Rio Grande do Sul","Caxias do Sul","Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","em beira da estrada",NA,NA,"Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
