"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"155","2020-09-12 05:00:02-03","US","US","3133862","PreservedSpecimen","Plantae","Anemiaceae","Anemia","radicans","Anemia radicans","Windisch & G. R. Proctor","South America - Neotropics","Brazil",NA,NA,NA,"US01428098",NA,"Schizaeales","Raddi","4654",NA,NA,"São Paulo",NA,"Brasil, Est. de São Paulo, Mun. São Sebastião, Praía de Baraqueçaba",NA,NA,"US01428098_01",NA,"20","50",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"156","2020-09-12 05:00:02-03","US","US","69387","PreservedSpecimen","Plantae","Anemiaceae","Anemia","radicans","Anemia radicans","Wilkes Explor. Exped.","South America - Neotropics","Brazil",NA,NA,NA,"US00821467",NA,"Schizaeales","Raddi","s.n.","1838",NA,NA,NA,"Brazil",NA,NA,"US00821467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"157","2020-07-23 11:56:51-03","CEPLAC","CEPEC","129208","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","P. H. Labiak",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"4976",NA,NA,"Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"23588","auto","P. H. Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-12-19 16:20:33-03","UFMG","BHCB-SL","122667","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A; Heringer, G; Dittrich, VAO","América","Brasil",NA,NA,"Rupícola no interior de floresta","BHCB000502",NA,NA,"Sm.","13509","2008","06","Espírito Santo","Castelo","Parque Estadual da Mata das Flores, Floresta Estacional Semidecidual","-41.176833","-20.598389","BHCB000502","24","260","260",NA,NA,"Salino, A","2008","06","24",NA,"-41.176833","-20.598389",NA,NA,NA
"159","2019-11-07 11:13:45-03","UFMG","BHCB-SL","108413","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Boudet, HQ; Peixoto, AL","América","Brasil",NA,NA,NA,NA,NA,NA,"Sm.","3065","1990","11","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.533333","-19.966667",NA,"12","550","800",NA,NA,"Dittrich, VAO","2007","09",NA,NA,"-40.533333","-19.966667",NA,NA,NA
"160","2019-11-07 11:13:45-03","UFMG","BHCB-SL","157311","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Almeida, TE; Giacomin, LL","América","Brasil",NA,NA,"Erva terrestre em barranco próximo a córrego, no interior da floresta",NA,NA,NA,"Sm.","3058","2012","05","Minas Gerais","Pocinhos do Rio Verde","Caldas, Propriedade do Sr. Antônio Geraldo Módolo Cardia, Fazendinha Selma. Mata de Galeria degradada. próximo à sede da fazenda","-46.432778","-21.929167",NA,"12","1083","1083",NA,NA,"Almeida, TE",NA,NA,NA,NA,"-46.432778","-21.929167",NA,NA,NA
"161","2019-11-07 11:13:45-03","UFMG","BHCB-SL","136170","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Salino, A","América","Brasil",NA,NA,"Terrestre.",NA,NA,NA,"Sm.","228","2010","03","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha para Vale Verde.","-41.842611","-20.419361",NA,"02","1251","1251",NA,NA,NA,NA,NA,NA,NA,"-41.842611","-20.419361",NA,NA,NA
"162","2019-11-07 11:13:45-03","UFMG","BHCB-SL","141402","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A; Almeida, TE; Heringer, G; Souza, FF; Ramalho, AJ","América","Brasil",NA,NA,"Rupícola, à margem de riacho, no interior de floresta",NA,NA,NA,"Sm.","14911","2010","06","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Floresta Ombrófila Densa","-40.487056","-20.303861",NA,"12","425","425",NA,NA,"Salino, A","2010","06","12",NA,"-40.487056","-20.303861",NA,NA,NA
"163","2019-12-19 16:18:50-03","UFMG","BHCB-SL","163029","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Almeida, TE; Salino, A; Bettinardi, ML; Mello, FNA; Flores, TB; Braga, DPP","América","Brasil",NA,NA,"Erva terrestre/rupícola a beira de trilha no interior de floresta. Prensado em álcool. Curso de Taxonomia de Campo USP/ESALQ - UNICAMP.",NA,NA,NA,"Sm.","3219","2013","03","São Paulo","Juquiá","Reserva Votorantim, Complexo Juquiá, Trilha Casa da Pedra. UHE Serraria. Floresta Ombrófila Densa.","-47.555556","-24.165833",NA,"28","102","102",NA,NA,"Salino, A",NA,NA,NA,NA,"-47.555556","-24.165833",NA,NA,NA
"164","2019-11-07 11:13:45-03","UFMG","BHCB-SL","111601","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A; Heringer, G; Dittrich, VAO; Lara, DS","América","Brasil",NA,NA,NA,NA,NA,NA,"Sm.","12723","2007","07","São Paulo","Águas da Prata","Fragmento florestal próximo ao pico do gavião","-46.631833","-22.022778",NA,"16","1350","1350",NA,NA,"Salino, A","2007","08",NA,NA,"-46.631833","-22.022778",NA,NA,NA
"165","2019-11-07 11:13:45-03","UFMG","BHCB-SL","103427","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","América","Brasil",NA,NA,"Floresta Ombrófila Densa Montana. Rupícola em trilha na mata. Prensado em Alcool.",NA,NA,NA,"Sm.","11349","2006","11","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.8425","-20.419083",NA,"22","1200","1390",NA,NA,"Salino, A","2007","10","04",NA,"-41.8425","-20.419083",NA,NA,NA
"166","2019-11-07 11:13:45-03","UFMG","BHCB-SL","148297","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Souza, FS; Giacomin, LL; Machado, TM","América","Brasil",NA,NA,"Terrestre na borda de mata ciliar antropizada. PRENSADO EM ÁLCOOL",NA,NA,NA,"Sm.","1391","2011","02","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.732611","-20.495139",NA,"08","989","989",NA,NA,"Souza, FS","2011","09",NA,NA,"-41.732611","-20.495139",NA,NA,NA
"167","2021-01-12 15:23:32-03","UFMG","BHCB-SL","137070","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Costa, IR da; Borsali, EF; Miranda, MD; Toledo, MM; Salino, A","América","Brasil",NA,NA,"Coletada na beira do rio. Rupícula.",NA,NA,NA,"Sm.","379","2010","03","Minas Gerais","Alto Caparaó","Mata do Coração","-41.847778","-20.432222",NA,"09","1316","1316",NA,NA,"Salino, A","2010","06","21",NA,"-41.847778","-20.432222",NA,NA,NA
"168","2019-11-07 11:13:45-03","UFMG","BHCB-SL","153413","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Lombardi, JA; Temponi, LG; Oliveira, APC; Nunes, ELP","América","Brasil",NA,NA,NA,NA,NA,NA,"Sm.","8463","2011","04","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.983333","-22.425556",NA,"14","1190","1190",NA,NA,"Salino, A","2011","10",NA,NA,"-42.983333","-22.425556",NA,NA,NA
"169","2019-11-07 11:13:45-03","UFMG","BHCB-SL","111446","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A; Heringer, G; Dittrich, VAO; Lara, DS","América","Brasil",NA,NA,NA,NA,NA,NA,"Sm.","12568","2007","07","Minas Gerais","Lambari","Parque Estadual de Nova Baden","-45.323306","-21.937556",NA,"13","890","1000",NA,NA,"Salino, A","2007","08",NA,NA,"-45.323306","-21.937556",NA,NA,NA
"170","2019-11-07 11:13:45-03","UFMG","BHCB-SL","32055","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Salino, A","América","Brasil",NA,NA,NA,NA,NA,NA,"Sm.","2730","1996","05","São Paulo","Águas da Prata","Fonte Platina","-46.7099990844727","-21.9300003051758",NA,"13",NA,NA,"13435","auto","Salino, A","2007","11",NA,NA,NA,NA,NA,NA,NA
"171","2019-12-19 16:20:33-03","UFMG","BHCB-SL","134012","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","Salino, A; Viveros, RS","América","Brasil",NA,NA,"Terrestre no interior de mata","BHCB000528",NA,NA,"Mabb.","14658","2009","10","Espírito Santo","Cachoeiro do Itapemirim","RPPN Cafundó, Trilha da Araponga; Floresta Estacional Semidecidual","-41.225417","-20.705111","BHCB000528","29","110","110",NA,NA,"Salino, A","2009","10","29",NA,"-41.225417","-20.705111",NA,NA,NA
"172","2019-11-07 11:13:58-03","UFMG","BHCB-SL","122746","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","Salino, A; Heringer, G; Dittrich, VAO","América","Brasil",NA,NA,"Terrestre no interior de floresta",NA,NA,NA,"Mabb.","13588","2008","06","Espírito Santo","Castelo","Floresta Ombrófila Densa Montana e afloramentos rochosos","-41.086389","-20.518889",NA,"25","1200","1200",NA,NA,"Salino, A","2008","06","25",NA,"-41.086389","-20.518889",NA,NA,NA
"173","2016-08-23 09:46:44-03","NHMLondon","NHM-LONDON-BOT","BM000800373","S","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Collaboration; A.H.G. Alston & B.M.J. Lutz",NA,"Brasil",NA,"NHMUK:ecatalogue:4876660",NA,NA,"Pteridophyta",NA,"Sm.","332","1938","10",NA,NA,NA,"-47.265594","-22.835274",NA,"27",NA,NA,NA,NA,"John Thomas Mickel; New York Botanical Garden; b.1934; Mickel","2006",NA,NA,NA,"-47.265594","-22.835274",NA,NA,NA
"174","2021-02-08 12:46:21-03","UFRGS","ICN","001765","S","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Brade, AC","América do Sul","Brasil",NA,NA,"Rupestre, nas lages",NA,"Fern",NA,"Sm.","19833","1949","05","ES","Castelo","Forno Grande","-41.184700012207","-20.6035995483398",NA,"15",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-08 12:46:21-03","UFRGS","ICN","187624","S","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Dutra, J","América do Sul","Brasil",NA,NA,"Doação do Museu Anchieta de Ciências Naturais - Porto Alegre/RS; Plantas coletadas por Dutra no Rio de Janeiro. Este número não encontra-se no livros disponíveis no Herbário ICN. Sugere-se, então, que exista outro livro perdido.",NA,"Fern",NA,"Sm.","RJ4","1984","10","RJ","Rio de Janeiro","Fábrica das Chitas","-43.2075004577637","-22.9027996063232",NA,"12",NA,NA,"57442","auto","Gonzatti, F","2016","08","09",NA,NA,NA,NA,NA,NA
"176","2019-11-21 09:58:13-03","IBt","SP","474548","S","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Brade, AC",NA,"Brasil",NA,NA,NA,"SP003750",NA,NA,"Brade","19833","1949","05","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398","SP003750","15","1200","1200","23588","auto","Prado, J","2017",NA,NA,NA,NA,NA,"Isotype",NA,NA
