"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","imagecode","class","order","yearIdentified","monthIdentified","dayIdentified","individualCount","infraspecificEpithet"
"54","2019-01-25 15:38:01-02","IAC","IAC","4517","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","H.P. Krug","1939","06","02",NA,"Brasil","São Paulo","Campinas","Dr. Quirino, 1733",NA,NA,"Identificação confirmada por M.C. Assis em 10/2001. Empréstimo UEC (GR IAC 42/1996)",NA,"s/nº",NA,"-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,"Jacq.","O. Handro",NA,NA,NA,NA,NA,"1944","05","30",NA,NA
"55","2019-01-25 15:38:01-02","IAC","IAC","50271","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","A.F.C. Tombolato","2008","04","19",NA,"Brasil","Espírito Santo","Domingos Martins",NA,NA,NA,NA,NA,"s/nº",NA,"-40.6592","-20.3633","-40.6592","-20.3633",NA,NA,NA,"Jacq.","A.F.C. Tombolato",NA,NA,NA,NA,NA,"2008","04","19",NA,NA
"56","2019-01-25 15:38:01-02","IAC","IAC","5116","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","A.P. Viégas","1939","06","13",NA,"Brasil","São Paulo","Campinas","Rua Saldanha Marinho",NA,NA,"Identificação confirmada por M.C. Assis em 10/2001",NA,"s/nº",NA,"-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,"Jacq.","O. Handro",NA,NA,NA,NA,NA,"1944","05","30",NA,NA
"57","2019-01-25 15:38:01-02","IAC","IAC","52645","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","A.F.C. Tombolato","2008","05","26",NA,"Brasil","São Paulo","Nazaré Paulista","Centro de Vivência",NA,NA,"cultivada, número de introdução 70616",NA,"s/nº",NA,"-46.395","-23.1811","-46.3950","-23.1811",NA,NA,NA,"Jacq.","A.F.C. Tombolato",NA,NA,NA,NA,NA,"2008","05","26",NA,NA
"58","2019-01-25 15:38:01-02","IAC","IAC","54524","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","F. Taveira","2013","06","22",NA,"Brasil","São Paulo","Campinas",NA,NA,NA,"originária de Itabuna-BA, cultivado em Campinas; não apresenta néctar e pontuações, inodora",NA,"s/nº",NA,"-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,"Jacq.","F. Taveira",NA,NA,NA,NA,NA,"2013","06","22",NA,NA
"59","2019-01-25 15:38:01-02","IAC","IAC","56134","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","A.F.C. Tombolato","1996","11","05",NA,"Brasil","Santa Catarina","Joinville",NA,NA,NA,"Introdução na Seção de Floricultura (IAC) I-18121",NA,"s/nº",NA,"-48.8456","-26.3044","-48.8456","-26.3044",NA,NA,NA,"Jacq.","M.C. Assis",NA,NA,NA,NA,NA,"2016","02","26",NA,NA
"60","2019-01-25 15:38:01-02","IAC","IAC","6260","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","L. Silva","1941","05","22",NA,"Brasil","São Paulo",NA,"Rocinha",NA,NA,"Identificação confirmada por M.C. Assis em 10/2001",NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.","O. Handro",NA,NA,NA,NA,NA,"1941","05","22",NA,NA
"61","2019-01-25 15:38:01-02","IAC","IAC","8179","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","J. Santoro & D.M. Dedecca","1947","04","28",NA,"Brasil","São Paulo","Campinas","Jardim do Instituto Agronômico",NA,NA,NA,NA,"s/nº",NA,"-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,"Jacq.","D.M. Dedecca",NA,NA,NA,NA,NA,"1947","04","29",NA,NA
"62","2019-11-12 17:14:44-03","URICER","HPBR","3463","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","MESCKA, M. P.","1987","08","24",NA,"Brasil","RS","Erechim",NA,NA,NA,"50cm de altura, flores laranja com tons amarelos e vermelhos, pouco numeroso, agrupado em jardim, cheiro forte de erva","HPBR003463",NA,NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"Jacq.","MILESI, T. R.","46790","auto",NA,NA,NA,"2013","11","18","1",NA
"63","2020-11-04 17:28:20-03","UEM","HUEM","28017","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Andó, S","2011","04","25",NA,"Brasil","São Paulo","São José do Rio Pardo","jardim praça Catedral",NA,NA,"Erva ornamental.","HUEM000000133","s.n.",NA,"-46.8800010681152","-21.5900001525879",NA,NA,NA,NA,NA,"Jacq.","Andó, S","15885","auto","HUEM000000133",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-12 17:00:51-03","UEL","FUEL","48137","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Rossetto, EFS; Cotarelli, VM; Francisco, EM","2010","09","10",NA,"Brasil","Paraná","Santo Antonio do Paraíso","Salto do rio Congonhas, entre as pedras, a jusante da queda",NA,NA,NA,NA,"107",NA,"-50.607472","-23.499861","-50.607472","-23.499861",NA,NA,"Tracheophyta","Jacq.","Rossetto, EFS",NA,NA,NA,NA,"Liliales","2010","10",NA,NA,NA
"65","2020-11-12 17:00:48-03","UEL","FUEL","15305","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Kranz, WM","1987","10","27",NA,"Brasil","Paraná","Arapoti","Rio Café, lavoura",NA,NA,NA,NA,"143",NA,"-49.8266983032227","-24.1578006744385",NA,NA,"450","450","Tracheophyta","Jacq.","Ferreira Jr, M","41852","auto",NA,NA,"Liliales","2011","11",NA,NA,NA
"66","2020-11-12 17:00:51-03","UEL","FUEL","8437","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Fukushigue, CY","1990","06","10",NA,"Brasil","Paraná","Londrina","Zona urbana",NA,NA,NA,NA,"s.n.",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Jacq.","Ferreira Jr, M","63728","auto",NA,NA,"Liliales","2011","11",NA,NA,NA
"67","2020-11-12 17:00:48-03","UEL","FUEL","22694","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Medri, C; Kinupp, VF; Francisco, EM","1998","08","29",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas",NA,NA,NA,NA,"s.n.",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Tracheophyta","Jacq.","Dias, MC","21990","auto",NA,NA,"Liliales","1998",NA,NA,NA,NA
"68","2020-11-12 17:00:48-03","UEL","FUEL","23642","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Medri, C; Kinupp, VF; Francisco, EM","1997","09","27",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas",NA,NA,NA,NA,"455",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Tracheophyta","Jacq.",NA,"21990","auto",NA,NA,"Liliales",NA,NA,NA,NA,NA
"69","2020-11-12 17:00:48-03","UEL","FUEL","24010","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Medri, C; Francisco, EM","1998","10","10",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas",NA,NA,NA,NA,"720",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Tracheophyta","Jacq.","Dias, MC","21990","auto",NA,NA,"Liliales","1999","01",NA,NA,NA
"70","2020-11-12 17:00:51-03","UEL","FUEL","50514","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Caxambu, MG","2010","07","10",NA,"Brasil","Paraná","Turvo","Propriedade da família Rickli, relevo ondulado, Floresta Ombrófila Mista Montana",NA,NA,NA,NA,"3106",NA,"-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,"Tracheophyta","Jacq.","Cordeiro, J; Barboza, E","36663","auto",NA,NA,"Liliales","2011",NA,NA,NA,NA
"71","2019-11-01 15:12:40-03","UnB","UB","178423","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Gottsberger, GK","1968","07","16","Southern America","Brasil","Espírito Santo","Santa Teresa","Colégio Agrotécnico. At the west side of the valle.",NA,NA,"UEC 162144; Petals vivid red with black spots and green tips, filamente, stigma and style red; production of nectar in the flower; Well developed secondary forest along a creek.","UB0000148","17",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"600","600","Monocotyledonae","Jacq.","Teles, AM; Assis, MC","23813","auto","UB0000148",NA,NA,"2001","06",NA,NA,NA
"72","2020-01-31 10:37:19-03","IFAM","EAFM","8034","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Kinupp, V.F.","2013","01","18",NA,"Brasil","São Paulo","Nova Odessa",NA,NA,NA,"; DESC: Erva; 0,80 m; flores avermelhadas; acesso de castro/PR.",NA,"4748",NA,"-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea catharinensis","Graham, M",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,"s.n.",NA,"-43.21","-22.9","-43.21","-22.9",NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"catharinensis"
"74","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea catharinensis","Martius, CFP",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"in campis.; HABITAT: in campis.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"catharinensis"
"75","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea catharinensis","Graham, M",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,"s.n.",NA,"-43.21","-22.9","-43.21","-22.9",NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"catharinensis"
"76","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea catharinensis","Martius, CFP",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"in campis.; HABITAT: in campis.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"catharinensis"
"77","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllea","Alstroemeria caryophyllea","Martius, CFP",NA,NA,NA,NA,"?",NA,NA,"Habitat in prov. Sebastianopolitanae parte septentrionali, in silvis, ibi Madre Silva dicta et ob odoris suavitatem in hortis culta.",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllea","Alstroemeria caryophyllea","Schüch, G (Barão d",NA,NA,NA,NA,"?",NA,NA,"Habitat in prov. Sebastianopolitanae parte septentrionali, in silvis, ibi Madre Silva dicta et ob odoris suavitatem in hortis culta.",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllea","Alstroemeria caryophyllea","Sellow, F",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Cabo Frio","prope Cabo Frio, ad Fazendam Titirica.",NA,NA,NA,NA,"s.n.",NA,"-42.02","-22.88","-42.02","-22.88",NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllea","Alstroemeria caryophyllea","Vellozo, JMC",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Habitat in prov. Sebastianopolitanae parte septentrionali, in silvis, ibi Madre Silva dicta et ob odoris suavitatem in hortis culta.",NA,NA,NA,NA,"s.n.",NA,"-43.21","-22.9","-43.21","-22.9",NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllea","Alstroemeria caryophyllea","Martius, CFP",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"in campis cbumbratis.; HABITAT: in campis cbumbratis.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-18 08:30:12-03","IBt","SP","268298","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Silva, L","1941","05","22",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-18 08:30:12-03","IBt","SP","7942","S","Plantae","Alstroemeriaceae","Alstroemeria","caryophyllaea","Alstroemeria caryophyllaea","Gehrt, A","1922","06","15",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,NA,NA,"s.n.",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Jacq.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
