"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","individualCount"
"52","2020-11-12 17:03:32-03","UEL","FUEL","27593","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1674","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,NA,NA,NA,"17656","auto","Estrada entre PR153 - M.Costa, Subida da serra",NA,NA,NA,NA,NA,NA,NA
"53","2020-08-20 15:00:36-03","UFSC","FLOR","6594","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Smith, L.B.; Klein, R.M.","13446","1964","12","03",NA,"Brasil","Santa Catarina","Água Doce","-51.4","-26.75",NA,NA,"FLOR0006594","FLOR0006594","1996","12",NA,NA,NA,"Campo and Bog, Campos de Palmas, 30km sudoeste de Horizonte (Paraná)","51º24'W","26º45'S","100","100",NA,NA,NA
"54","2020-08-20 15:00:36-03","UFSC","FLOR","1138","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Reitz, R.; Klein, R.M.","13724","1962","10","27",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,"erva, flor roxa Habitat: campo","FLOR0001138","FLOR0001138","1996","12",NA,"17656","auto",NA,NA,NA,"1100","1100",NA,NA,NA
"55","2020-08-20 15:00:36-03","UFSC","FLOR","35606","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1207","2006","12","05",NA,"Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,"erva rasteira. Com dimorfismo foliar; material em sílica gel Habitat: campo pedregoso, seco","FLOR0035606","FLOR0035606","2020","04","17","30102","auto","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e o Morro Boa Vista, em direção ao Morro dos Padres, Campo dos Padres.",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:45:30-03","UFRGS","ICN","160328","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","4310","2005","11","24","América do Sul","Brasil","SC","Matos Costa","-51.225278","-26.44",NA,"Doação BHCB; erva repente, flores magenta, com fauce esbranquiçada; em campo associado com a floresta ombrófila mista","ICN00033330",NA,NA,NA,NA,NA,NA,"estrada General Carneiro-Matos Costa.","-51.225278","-26.44","1177","1177",NA,NA,NA
"57","2021-02-08 12:45:30-03","UFRGS","ICN","160333","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","4303","2005","11","24","América do Sul","Brasil","SC","Matos Costa","-51.236111","-26.431111",NA,"Doação BHCB; erva repente, flores magenta, com fauce esbranquiçada; em campo associado à floresta ombrófila mista","ICN00033341",NA,NA,NA,NA,NA,NA,"estrada General Carneiro-Matos Costa.","-51.236111","-26.431111","1176","1176",NA,NA,NA
"58","2021-02-08 12:45:30-03","UFRGS","ICN","184917","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"John, AL W; Mäder, G","ALWJ5","2015","11","20","América do Sul","Brasil","SC","Matos Costa","-51.225278","-26.44",NA,"beira da estrada","ICN00033329",NA,"2015","11","20",NA,NA,NA,"-51.225278","-26.44",NA,NA,NA,NA,NA
"59","2021-02-08 12:45:30-03","UFRGS","ICN","184918","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"John, AL W; Mäder, G","ALWJ6","2015","11","20","América do Sul","Brasil","PR","Bituruna","-51.489722","-26.286389",NA,"beira do asfalto","ICN00033328",NA,"2015","11","20",NA,NA,NA,"-51.489722","-26.286389",NA,NA,NA,NA,NA
"60","2021-02-08 12:45:30-03","UFRGS","ICN","184919","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"John, AL W; Mäder, G","ALWJ7","2015","11","20","América do Sul","Brasil","PR","Bituruna","-51.453889","-26.17",NA,"barranco na beira do asfalto","ICN00033327",NA,"2015","11","20",NA,NA,NA,"-51.453889","-26.17",NA,NA,NA,NA,NA
"61","2021-02-08 12:45:30-03","UFRGS","ICN","184920","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"John, AL W; Mäder, G","ALWJ8","2015","11","20","América do Sul","Brasil","PR","Bituruna","-51.448889","-26.171667",NA,"valeta na beira do asfalto","ICN00033326",NA,"2015","11","20",NA,NA,NA,"-51.448889","-26.171667",NA,NA,NA,NA,NA
"62","2021-02-08 12:45:30-03","UFRGS","ICN","189557","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir",NA,"Stehmann, JR; et al.","4294","2005","11","23","América do Sul","Brasil","PR","Bituruna","-51.489722","-26.286389",NA,"Herbário BHCB, preservado em álcool.; Erva repente; flores púrpuras, fauce esbranquiçada; Beira da estrada","ICN00033342",NA,"2008","06","25",NA,NA,"estrada para General Carneiro. Lat. 26°17'11,68S Lon. 51°29'23,87W","-51.489722","-26.286389","1133","1133",NA,NA,NA
"63","2021-02-08 12:45:30-03","UFRGS","ICN","119748","S","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B. Sm. & Downs) Stehmann & Semir","Stehmann, JR","Rodrigues, RS; Flores, A","790","1998","10","18","América do Sul","Brasil","SC","Laguna","-48.7807998657227","-28.4825000762939",NA,"Erva prostrada; corola rosada; junto a matacões no topo do morro.","ICN00033331",NA,"2004","03","26","21199","auto","Morro pertencente ao Hotel Laguna Tourist",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-06 10:41:59-03","IBt","SP","114449","S","Plantae",NA,NA,"Solanaceae","Petunia","spathulata","Petunia spathulata","L.B.Sm. & Downs","Stehmann, JR","Mattos, J","11958","1964","11","09",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"SP115747","SP115747","1995","08","09","17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
