"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"476","2021-03-01 16:36:28-03","UNICAMP","UEC","11951","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Pessoal do Horto Florestal","1927","04","30","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"UEC051129","UEC051129",NA,NA,NA,"Brasil: Rio de Janeiro, matas das Obras Públicas, pr. ao Horto Florestal da Gávea.","s.n.","Árvore de 3-5 metros de altura, flores alvas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2021-03-01 16:36:28-03","UNICAMP","UEC","121470","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Souza, FM; Sampaio, D; Duarte, AR; Bernhardt, R; et al.","2001","04","17","Brazil","São Paulo","Itanhaém","-46.824417","-24.041228","-46.824417","-24.041228","30","180","UEC023668","UEC023668",NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no Entorno do Vale das Rios Mambu e dos Macacos.","222","Árvore de *m de alt. FDrutos imaturos verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2021-03-01 16:36:28-03","UNICAMP","UEC","121627","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","2001","05","12","Brazil","São Paulo","São Paulo","-46.7","-23.983333","-46.7","-23.983333","700","800","UEC023665","UEC023665",NA,NA,NA,"Parque Estadual da Serr ado Mar, Núcleo Curucutu, Trilha do Rio Branco.","2185","Árvore. &nf;; Floresta Altamontana sobre o divisor de água. Transição Floresta Altamontana- Floresta de Encosta com campos adjacentes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2021-03-01 16:36:28-03","UNICAMP","UEC","128193","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; et al.","2002","04","21","Brazil","São Paulo","Sete Barras","-47.994167","-24.141389","-47.994167","-24.141389",NA,NA,"UEC023623","UEC023623",NA,NA,NA,"Parque Estadual São Miguel Arcanjo-Sete barras (139, Km69).","260","Árvoe de 2m de alt, coletada na Beira do Curso d'água no interior da mata. Flores com cálice verde, corola creme-esverdeado e estames brancos.; Floresta Ombrófila Densa Montana ao longo do ebtorno rio bonito.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2021-03-01 16:36:28-03","UNICAMP","UEC","128218","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; et al.","2002","04","21","Brazil","São Paulo","Sete Barras","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"UEC023625","UEC023625",NA,NA,NA,"Parque Eatadual de Carlos Bolheto, Núcleo SeteBarras. estradda São Miguel Arcanjo- Sete Barras (SP139, Km ¨9), beira de Rio Bonito.","424","Árvore de 5m de alt, Flores brancas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2021-03-01 16:36:28-03","UNICAMP","UEC","128219","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; et al.","2002","04","21","Brazil","São Paulo","Sete Barras","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"UEC023626","UEC023626",NA,NA,NA,"Parque Estadual São Miguel Arcanjo-Sewte barras (SP139, Km69).","400","Árvore de 4m de alt, tronco liso.; Floresta Ombrófila Densa Montana Rileirinha (Rio Bonito).",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2021-03-01 16:36:28-03","UNICAMP","UEC","134637","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; Rodrigues, RR; Souza","2002","04","21","Brazil","São Paulo","Sete Barras","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"UEC023640","UEC023640",NA,NA,NA,"Parque Estadual de Carlos Bolheto, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sette Barras. ( Sp 139),Beira Do Rio Bonito.","423","Árvorede 3mde alt. Flores Brancas.; Floresta Ombrófila Densa Montana. Borda de mata, no entorno do rio Bonito.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2021-03-01 16:36:28-03","UNICAMP","UEC","134638","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; et al.","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","-47.968889","-24.0675","-47.968889","-24.0675",NA,NA,"UEC023646","UEC023646",NA,NA,NA,"Parque Estadual de Carlos Botelho, Núcleo S. M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Borda de Mata.","218","Árvore com 3m de alt. Flores com Cálice verde, corola branca e estames brancos.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2021-03-01 16:36:28-03","UNICAMP","UEC","142738","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Destefani, ACC; Lima, RAF; Jacovac, ACC; Vosgueritchian, SB; Campos-Filho, EM; et al.","2005","03","22","Brazil","São Paulo","Eldorado","-48.400278","-25","-48.400278","-25","400","400","UEC023670","UEC023670",NA,NA,NA,"Parque Estadual de Jacupiranga, Núcleo caverna do Diabo. trilha do Rolado.","44","Arvoreta com 2m de alt, 4 sépalas.; Floresta Ombrófila Densa montana Ribeirinha Degradada com afloramendo de Calcário.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2021-03-01 16:36:28-03","UNICAMP","UEC","143835","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Foresto, EB","Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; et al.","2005","03","30","Brazil","São Paulo","Barra do Turvo","-48.452222","-24.72","-48.452222","-24.72","700","700","UEC023645","UEC023645",NA,NA,NA,"Parque Estadual de Jacupiranga, Núcleo |Cadro. Trilha Véu de Noiva.","129","Árvore de 8 m de alt com DAP de 10 cm.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2021-03-01 16:36:28-03","UNICAMP","UEC","143839","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Foresto, EB","Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; et al.","2005","03","30","Brazil","São Paulo","Barra do Turvo","-47.468889","-24.72","-47.468889","-24.72","700","700","UEC023642","UEC023642",NA,NA,NA,"Parque estadual de Jacupiranga, Núcleo Cedro. trilha vel de noiva.","132","Árvore com 4 m de alt, DAP de10 cm.; Floresta OmbrófilaDensa Montana Muito degradada.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-03-01 16:36:28-03","UNICAMP","UEC","146466","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"UEC023633","UEC023633",NA,NA,NA,"Picinguaba.","1361","Árvore com 5 m de al, com flores brancas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-03-01 16:36:28-03","UNICAMP","UEC","146468","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"UEC037724","UEC037724","2013",NA,NA,"Picinguaba","1363","Mata Atlântica de Encosta, Morro do Corisco, altitude 100m, árvore 281 com 10m de altura, com botões e flores brancas e perfumadas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2021-03-01 16:36:28-03","UNICAMP","UEC","146469","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Sanches, M; Pedroni, F; Laps, RR; Belinello, R","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","1000","1000","UEC023637","UEC023637",NA,NA,NA,"Picinguaba.","1404","Árvore com 20 m de alt, início de frutos.; Mata Atlântica de encosta, Morro do Corisco.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2021-03-01 16:36:28-03","UNICAMP","UEC","136324","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Kinoshita, LS; Galvão, JC; Corrêa, AM; Araújo, RFC; Moraes, P; Filho, AC","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","-47.993333","-24.538889","-47.993333","-24.538889",NA,NA,"UEC023644","UEC023644",NA,NA,NA,"Parque Estadual de Carlos Botelho, Trilha do Açude.","112","Árvore, aproximadamente 2,5m, tronco com casca variegada, frutos maduros, vermelhos com forma oval.; Mata Atlântica.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2021-03-01 16:36:28-03","UNICAMP","UEC","146545","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"UEC023632","UEC023632",NA,NA,NA,"Picinguaba.","1362","Árvore com 7 m de alt, vegetativo.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2021-03-01 16:36:28-03","UNICAMP","UEC","146546","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","1000","1000","UEC023655","UEC023655",NA,NA,NA,"Picinguaba","1370","Arvore com 6mde alt, com flores brancas perfumadas.; Mata Atlântica de Encosta, Morro do Corisco.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2021-03-01 16:36:28-03","UNICAMP","UEC","146721","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","1000","1000","UEC023658","UEC023658",NA,NA,NA,"Picinguaba","1369'","Arvore com 6 m de alt, com botões e flores abertas, brancas e perfumadas.; Mata Atlântica de Encosta, Morro do Corisco.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2021-03-01 16:36:28-03","UNICAMP","UEC","146722","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","04","16","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","1000","1000","UEC023657","UEC023657",NA,NA,NA,"Picinguaba.","1403","Arvore de 422 com 13m de alt, início de frutos.; Mata Atlântica de Encosta, Morro do Corisco.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-08-20 10:21:18-03","UNICAMP","UEC","148806","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Aranha, BA","2007","01","14","Brazil","São Paulo","Ubatuba","-45.084167","-23.366389","-45.084167","-23.366389","380","380","UEC023634","UEC023634","2008","10",NA,"Fazenda Capricórnio, Parcela J","519",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2021-03-01 16:36:28-03","UNICAMP","UEC","160997","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","2010","06","01","Brazil","São Paulo","Caraguatatuba","-45.513611","-23.624722","-45.513611","-23.624722","50","90","UEC066598","UEC066598","2010","12",NA,"Parque Estadual da Serra do Mar","129","Árvore com 4m; Mata Atlântica",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2021-03-01 16:36:28-03","UNICAMP","UEC","167019","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","2011","07","01","Brazil","São Paulo","Paraíbuna","-45.539722","-23.5925","-45.539722","-23.5925","800","900","UEC066597","UEC066597","2011","11",NA,"Parque Estadual Serra do Mar","292","Árvore com 9m; Mata Atlântica",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2021-03-01 16:36:28-03","UNICAMP","UEC","181924","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Verdi, M; Hasckel, RP; Klemz, G","2009","07","17","Brazil","Santa Catarina","Urubici","-49.491944","-28.013056","-49.491944","-28.013056","1055","1055","UEC104235","UEC104235","2009","07","17","Santra Terezinha. Floristica IFFSC 191","1705","Arbórea; habitat: entorno da mata, fruto maduro verde.; Floresta Ombrófila Mista. Estádio Suces.:Avançado.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2021-03-01 16:36:28-03","UNICAMP","UEC","182205","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Stival-Santos, A; Legal, E; Silveira, S","2010","06","23","Brazil","Santa Catarina","Águas Mornas","-48.960833","-27.809722","-48.960833","-27.809722","620","620","UEC078288","UEC078288","2010","10","29","Rio Cubatão.","3106","Arbusto.; Floresta ombrófila densa.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2021-03-01 16:36:28-03","UNICAMP","UEC","185278","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Renó, IP","2014","01","28","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,"741","741","UEC105766","UEC105766",NA,NA,NA,"Brasil; São Paulo; Município de São Luís do Paraitinga; Parque Estadual da Serra do Mar, Núcleo Santa Virgínia; Floresta Ombrófila Densa Montana. (23.221700N- 45.310000L)","21","Árvore.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2021-03-01 16:36:28-03","UNICAMP","UEC","189067","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Silva, BG","2014","03","14","Brazil","São Paulo","São Miguel Arcanjo","-47.991389","-24.063611","-47.991389","-24.063611","800","800","UEC119407","UEC119407","2015",NA,NA,"Parque Estadual Carlos Botelho","142","Arbusto; Floresta Ombrófila Densa",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2021-03-01 16:36:28-03","UNICAMP","UEC","189069","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Mazine, FF","Silva, BG","2014","03","15","Brazil","São Paulo","São Miguel Arcanjo","-47.987222","-24.069444","-47.987222","-24.069444","800","800","UEC119409","UEC119409","2015",NA,NA,"Parque Estadual Carlos Botelho","146","Árvore, 8 m de altura e 7 cm de DAP; Floresta Ombrófila Densa",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2021-03-01 16:36:28-03","UNICAMP","UEC","192610","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Baez, C","Baez, C; et al.","2016","03","02","Brazil","Rio de Janeiro","Rio de Janeiro","-43.302778","-22.956389","-43.302778","-22.956389","465","465","UEC132412","UEC132412","2016","03",NA,"Parque Naional da Tijuca. Trilha Cova da Onça","515","Árvore. Terrícola, umbrófila. Pecíolo piloso castanho. Folhas discolores, levemente pilosas na face abaxial. Pedicelo e botão floral pilosos castanhos. Altura 5m",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2021-03-01 16:36:28-03","UNICAMP","UEC","193890","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Verdi, M; et al.","2009","04","23","Brazil","Santa Catarina","Urubici","-49.498333","-28.074444","-49.498333","-28.074444",NA,NA,"UEC154749","UEC154749","2009","07","17","Morro da Igreja - Parque Nacional São Joaquim.","2014","arbórea; flor branca; Floresta Nebular e campos naturais; estágio médio e regeneração.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2021-03-01 16:36:28-03","UNICAMP","UEC","200185","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Padgurschi, MCG; Belinello, R","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC177731",NA,"2016",NA,NA,"Parque Estadual da Serra do Mar","M1830","Parcela M - Projeto Biota-FAPESP. Árvore com 6.5 metros de altura. Frequência da espécie na parcela: n=15",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2021-03-01 16:36:28-03","UNICAMP","UEC","200665","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Pereira, LS; Tamashiro, JY; Belinello, R; Padgurschi, MCG","2007","05",NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC158058","UEC158058","2017",NA,NA,"Parque Estadual da Serra do Mar","N499","Parcela N - Projeto Biota-FAPESP. Árvore com 5.5 metros de altura. Frequência da espécie na parcela: n=7; Mata Atlântica",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2021-03-01 16:36:28-03","UNICAMP","UEC","197243","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.067778","-23.325556","-45.067778","-23.325556","1060","1093","UEC140540","UEC140540","2009",NA,NA,"PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","1857","K1944 Árvore, ca. 9 m, sem flores ou frutos. Abundância: 1 ind ha-1.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2021-03-01 16:36:28-03","UNICAMP","UEC","23238","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Custódio-Filho, A","1980","07","09","Brazil","São Paulo","Cunha","-45.583333","-24.516667","-45.583333","-24.516667",NA,NA,"UEC051134","UEC051134",NA,NA,NA,"reserva florestal","275","arvore 8m. flores caraosas",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2021-03-01 16:36:28-03","UNICAMP","UEC","98132","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Elias, SI; et al.","1997","07","15","Brazil","São Paulo","Bom Sucesso de Itararé","-49.259722","-24.270556","-49.259722","-24.270556",NA,NA,"UEC023664","UEC023664","2004",NA,NA,"Estrada de Bom Sucesso de Itarare a 2 Km antes da Mineração São Judas.","176","Árvore de 8m. Botôes florais amarronzados.; Floresta Ombrófila Mista; Beira do Rio.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2021-03-01 16:36:28-03","UNICAMP","UEC","70423","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Tamashiro, JY; Ivanauskas, NM; Souza, JP; Miyagi, PH; Belinello, R; Fernandes, GD","1995","04","14","Brazil","São Paulo","São José dos Campos","-45.964722","-22.898333","-45.964722","-22.898333","1000","1000","UEC023663","UEC023663","2004","03",NA,"Distrito de São Francisco Xavier, caminho para cachoeira das Couves.","905","Árvore de 5m de alt, frutos imaturos verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2021-03-01 16:36:28-03","UNICAMP","UEC","72679","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sposito, T","Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, T; Santos, K; Vieira, AP","1995","02","15","Brazil","São Paulo","Iguape","-41.491167","-24.655","-41.491167","-24.655",NA,NA,"UEC023622","UEC023622",NA,NA,NA,"Morro de Cristo,","33540","3,00 m de alt, estames brancos; em sub bosque.; Mata de Encosta.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2021-03-01 16:36:28-03","UNICAMP","UEC","73012","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Leitão Filho, HF; et al.","1995","02","13","Brazil","São Paulo","Sete Barras","-47.944444","-24.353833","-47.944444","-24.353833",NA,NA,"UEC023624","UEC023624",NA,NA,NA,"Estrada Sete Barras a Juquiá.","33420","Mata Atlântica de Encosta, Árvore 6m de al, início de frutificação.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2021-03-01 16:36:28-03","UNICAMP","UEC","75870","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","04","19","Brazil","São Paulo","Parelheiros","-46.774444","-23.9","-46.774444","-23.9",NA,NA,"UEC023641","UEC023641",NA,NA,NA,"Camping Ana Paula. Área jardinada.","474","Árvore com 5 metros de alt, DAP 0,12m. Casca rugosa não descamada. Flores alvas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2021-03-01 16:36:28-03","UNICAMP","UEC","75055","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Arantes, A A","Bastos, EB; Sanches, CD; Gorestein, MR; Hoffmann, JR; Ferreira, VF","1994","09","05","Brazil","São Paulo","Pariquera-Açu","-47.88775","-24.622917","-47.88775","-24.622917",NA,NA,"UEC023647","UEC023647","1997","02",NA,"Estação Experimental do Instituto Agronõmico de campinas.","16","Arvoreta,ca 1,5 m de alt, frutos maduros de coloração avermelhada a roxo.; Beira de Rodoviaria Regis Bittencourt. Área com Fragmento de Mata Atl^ntica Secundária. Interior de Mata.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2021-03-01 16:36:28-03","UNICAMP","UEC","64268","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Meireles, LD","Lima, HC; et al.","1989","04","20","Brazil","Rio de Janeiro","Nova Friburgo","-42.05","-22","-42.05","-22","1100","1100","UEC051128","UEC051128","2014",NA,NA,"Brasil, Rio de Janeiro, Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.","3550","Arbusto 3m, flores alvacentas com indumento ferrugíneo, estames alvos, ocasional da submata.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2021-03-01 16:36:28-03","UNICAMP","UEC","91321","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Ivanauskas, NM","Ivanauskas, NM; Gomes, A","1996","08","28","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC023661","UEC023661",NA,NA,NA,"Estação Exerimental do IAC.","878","Arvoreta de 4m. Frutos.; Floresta Atlãntica.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2021-03-01 16:36:28-03","UNICAMP","UEC","91366","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Ivanauskas, NM","Ivanauskas, NM; Sanchez, M; Laps, RR; Belinello, R","1995","05","25","Brazil","São Paulo","Pariquera-Açu","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC023656","UEC023656",NA,NA,NA,"Estação Experimental do IAC.","178","Árvore de 1.5m. Frutos imaturos.; Mata Atântica.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
