"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"1561","2019-12-09 10:46:05-03","UFSJ","HUFSJ","2526","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Lombardi, JA; Saka, MN; Temponi, LG; Cardozo, AP","2011","07","12","Brasil","Rio de Janeiro","Teresópolis","-42.989444","-22.447222","-42.989444","-22.447222","11","11","HUFSJ002526",NA,"2011",NA,NA,"Parque Nacional da Serra dos Órgãos, estrada da Barragem e pela Trilha Suspensa até a barragem.","8554","Árvore ca. 5m, folhas cartáceas, frutos imaturos verde-amarronzados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","2019-02-27 14:02:59-03","UFSJ","HUFSJ","2548","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Sobral, M","2011","08","21","Brasil","Minas Gerais","Minduri","-44.604389","-21.631028","-44.604389","-21.631028",NA,NA,"HUFSJ002548","HUFSJ002548_v00 HUFSJ002548_v01","2011",NA,NA,"Estrada para Chapada das Perdizes","14172","Árvore 3 m, em beira de mata junto a curso d'água; córtex rugoso; flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","2019-02-27 14:02:59-03","UFSJ","HUFSJ","4488","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Meyer, FS","2004","08","19","Brasil","Santa Catarina","São Bento do Sul","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,"HUFSJ004488",NA,"2013",NA,NA,"Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","58","Arbusto com 3m de altura, coletado na borda da mata, próximo ao portão (região de FOD Montana).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","2019-02-27 14:02:59-03","UFSJ","HUFSJ","4489","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Meyer, FS","2008","05","18","Brasil","Santa Catarina","São Bento do Sul","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,"HUFSJ004489",NA,"2013",NA,NA,"Arredores do Cepa Rugendas - Univille, Rio Natal.","698","Arbusto de 3m, coletado no sub-bosque da mata, em região de Floresta Ombrófila Densa Montana. Flores perfumadas, com pétalas brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","2019-02-27 14:02:59-03","UFSJ","HUFSJ","4490","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Meyer, FS","2008","09","10","Brasil","Santa Catarina","São Bento do Sul","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,"HUFSJ004490",NA,"2013",NA,NA,"Arredores do Cepa Rugendas - Univille, Rio Natal.","789","Arbusto de 2m de altura, coletado no sub-bosque de Floresta Ombrófila Densa Montana (em regeneração).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6286","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","?","2003","04","01","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"115","115","HUFSJ006286",NA,"2003","05","01","Rio São Jerônimo. Floresta ombrófila Mista Altomontana.","s.n.","Arbusto com 3,5m, em solos rasos, com flores brancas perfumadas.","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6341","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Cervi, AC","1997","08","26","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"HUFSJ006341",NA,"2014",NA,NA,"Salto Morato. Floresta Ombrófila Densa Submontana.","6290","Arvoreta de 2,5m, flores alvas.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6305","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Kuniyoshi, YS; Galvão, F","1988","07","20","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"450","450","HUFSJ006305",NA,"2014",NA,NA,"Guaricana. Frequente no interior da floresta Ombrófila Densa Montana.","5588","Arvoreta.","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6306","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Roderjan, CV; Kuniyoshi, YS","1985","12","30","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUFSJ006306",NA,"2014",NA,NA,"Estrada da Graciosa PR 410. Frequente em encosta. Florsta Ombrófila Densa Montana.","483","Arbusto, flores alvas.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","2019-02-27 14:02:59-03","UFSJ","HUFSJ","2244","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Hatschbach, G; Barbosa, E; Costa, EF","2005","03","14","Brasil","Santa Catarina","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"HUFSJ002244",NA,"2010",NA,NA,"Morro da Glória.","79129","Árvore, 4m, flor alva. Alto do morro.","21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","2019-02-27 14:02:59-03","UFSJ","HUFSJ","2277","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Hatschbach, G; Hatschbach, M; Silva, JM","1991","08","18","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"HUFSJ002277",NA,"2011",NA,NA,"Morro da igreja.","55678","Arbusto, 2m, frutos nigrescentes. Matinha nebular.","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","2019-12-09 10:46:05-03","UFSJ","HUFSJ","6906","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Melo, MMRF","1982","03","10","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ006906",NA,"1987","03",NA,"Ilha do Cardoso.","294","Árvore, ca. 4m de altura, cálice esverdeado, corola branca.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","2019-02-27 14:02:59-03","UFSJ","HUFSJ","6910","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Barroso, GM","Maruffa, AC; et al.","1982","08","17","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ006910",NA,"1989","07",NA,"Ilha do Cardoso.","18","Árvore de 4 a 5m. Frutos imaturos.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","2019-12-09 10:46:05-03","UFSJ","HUFSJ","6884","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Aguiar, OT","Melo, MMRF; Ferreira, V","1988","07","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ006884",NA,"1996","10","10","Ilha do Cardoso, mata de encosta do morro de Captação d'água.","710","Arbusto, ca. 2m de altura, frutos jovens verdes.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","2019-12-09 10:46:05-03","UFSJ","HUFSJ","6902","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Melo, MMRF; Penina, A","1988","03","01","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ006902",NA,"2014",NA,NA,"Ilha do Cardoso, mata de encosta do morro de Captação d'água.","709","Árvore, ca. 2,5m de altura, flores esbranquiçadas.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","2019-12-09 10:46:05-03","UFSJ","HUFSJ","5678","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Aguiar, OT","Toledo, CB; Melo, MMRF de","1987","08","25","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ005678",NA,"1996","10","10","Ilha do Cardoso, Morro da Captação.","346","Árvore, ca. 2,5m de altura, D.A.P. 4,5cm. Frutos não maduros verdes.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","2019-02-27 14:02:59-03","UFSJ","HUFSJ","5679","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Barros, F; et al.","2004","08","18","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"HUFSJ005679",NA,"2013",NA,NA,"Ilha do Cardoso, Morro da Captação, próximo a barragem.","3083","Arvoreta do sub-bosque, ca. 5m de altura. Frutos imaturos de cor verde.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","2020-09-22 13:48:58-03","USP","SPFW","1327","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","estrellensis","Myrceugenia estrellensis","(O.BergexMart) D.Legrand;Kausel",NA,"Sem coletor","1950","12","18","Brasil","Rio Grande do Sul","S. Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","2020-09-22 13:48:58-03","USP","SPFW","1085","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(Cambess.) O.Berg","C.D.Legrand 1957","Reitz ;Klein","1956","08","16","Brasil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,"350","350",NA,NA,NA,NA,NA,"Horto Florestal I. N. P.","3595",NA,"18533","auto",NA,NA,"acrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","2020-09-22 13:48:58-03","USP","SPFW","1085","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(Cambess.) O.Berg","C.D.Legrand 1957","Reitz ;Klein","1956","08","16","Brasil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,"350","350",NA,NA,NA,NA,NA,"Horto Florestal I. N. P.","3595",NA,"18533","auto",NA,NA,"acrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","2019-11-13 16:04:53-03","UNISANTA","HUSC","10118","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg.","Kawasaki, M.L.","Moraes, P.L.R.; Ivanauskas, N.M.","1995","01","17","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,"1997","01",NA,"Parque Estadual Carlos Botelho","1091","Arbusto, ca. 3m alt., flores em botão","27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","2019-11-13 16:04:53-03","UNISANTA","HUSC","10116","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg.","Kawasaki, M.L.","Moraes, P.L.R.; Ivanauskas, N.M.","1997","01",NA,"Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,"1997","01",NA,"Parque Estadual Carlos Botelho","1122","Arvoreta, ca 4m alt., botões creme","27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","2019-11-13 16:04:53-03","UNISANTA","HUSC","10137","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg.","Kawasaki, M.L.","Moraes, P.L.R.","1993","01","22","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual de Carlos Botelho.","801","Arvoreta, cerca de 3,5m de altura, botões esverdeados, tronco cinza sem escamas, local aberto.","27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","2019-11-13 16:04:53-03","UNISANTA","HUSC","10105","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg.","Kawasaki, M.L.","Moraes, P.L.R.","1995","03","02","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional de Carlos Botelho","1185","Arvoreta, ca 6m alt., flores brancas.; Local encharcado","27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","2020-11-04 17:30:01-03","UEM","HUEM","11523","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","F.F.Mazine; Duarte, AR","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; Rodrigues, RR; Souza, VC; J.","2002","04","21","Brasil","São Paulo","Sete Barras","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"HUEM000008880","HUEM000008880",NA,NA,NA,"Parque Estadual Carlos Botelho, Núcleo de Sete Barras; Estrada Estadual São Miguel Arcanjo-Sete Barras ( SP 139, Km 69); beira do rio Bonito; floresta Ombrófila Densa Montana; Borda da mata no entorno do rio Bonito","423","Árvore ca. 3 m de altura; flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","2020-11-04 17:30:01-03","UEM","HUEM","13805","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Lucas, EJ; J.M. de Silva; I.S. de Silva","2003","10","25","Brasil","Paraná","São José dos Pinhais","-49.978611","-25.714194","-49.978611","-25.714194",NA,NA,"HUEM000008885","HUEM000008885",NA,NA,NA,"Guaricana, perto da usina hidrelétrica","119","Frutos amarelos, embrião verde, foliáceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","2020-11-04 17:30:01-03","UEM","HUEM","13812","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Lucas, EJ; J.M. de Silva; I.S. de Silva","2003","10","25","Brasil","Paraná","São José dos Pinhais","-49.125","-25.739639","-49.125","-25.739639","781","781","HUEM000008886","HUEM000008886",NA,NA,NA,"Corrego fundo, na rodovia entre Chamirro e Guaricana, 34 km de Guaricana.","112","Arbusto de 2m, frutos maduros pretos, frutos jovens verdes, embrião verde e dobrado.; Mata atlântica de encosta alterada, beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","2020-11-04 17:30:01-03","UEM","HUEM","32386","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Brotto, ML","Silva, JM; Motta, JT","2014","10","07","Brasil","Paraná","Piraquara","-49.037778","-25.5125","-49.037778","-25.5125","909","909","HUEM000015376","HUEM000015376","2014","11","19","Caminho Trentino., Floresta Ombrófila Mista.","8630","Árvore de 4m de altura; frutos vinosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","2020-11-04 17:30:01-03","UEM","HUEM","32408","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Barboza, E","Silva, JM","2014","07","16","Brasil","Paraná","Curitiba","-49.203056","-25.481667","-49.203056","-25.481667","927","927","HUEM000015375","HUEM000015375","2014","11","19","Bairro Uberaba, Praça Paulino José Schmitt., Floresta Ombrófila Mista.","8619","Árvore de 5m de altura; frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","2020-11-04 17:30:01-03","UEM","HUEM","11016","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Hatschbach, G","S.R.Ziller; W. Maschio","1995","08","15","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"300","300","HUEM000008889","HUEM000008889","1995","10","13","Fazenda GUAM, Serra Negra, 40 km da vila de Guaraqueçaba, estrada do Correntão.","874","Arvoreta; flores brancas.; Floresta Ombrófila Densa Submontana.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","2020-11-04 17:30:01-03","UEM","HUEM","5060","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Cordeiro, J; J.M.Silva","1985","08","21","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUEM000008881","HUEM000008881","1992",NA,NA,"Véu de Noiva, Mata pluvial.","118","Arbusto; 3 m de altura; frutos imaturos.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","2020-11-04 17:30:01-03","UEM","HUEM","11637","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","F.F. Mazine; Sobral, M","F.F. Mazine; F.A. Capelo; E. Lucas; J.M.Silva","2003","11","07","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUEM000008882","HUEM000008882","2003","11",NA,"Morro sete, trilha próximo a estrada da Graciosa","990","Arbusto; cerca de 2 m de altura; frutos verdes com glândulas negras.","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","2020-11-04 17:30:01-03","UEM","HUEM","13816","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Lucas, EJ; Souza, VC; Mazine, FF; Foster, W; Udulutsch, RG","2003","01","25","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008884","HUEM000008884",NA,NA,NA,"Carlos Botelho","82","In vicinity of CB: A3-07; tree to 5 m.; several trunkes arising from base; diam. of thickest trunk c. 5 m.; leaves markedly discolourous; dark green above; paler below; flowers entirely white; locally common; DNA; Mata Atlântica","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","2019-07-02 15:56:10-03","UEM","HUEM","7106","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","F.F.Mazine","Pedro L.R. de Moraes; Natália M. Ivanauskas","1995","01","19","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008890","HUEM000008890","2003","01",NA,"Parque Estadual Carlos Botelho","1166","Arvoreta ca. de 3 m de altura; botões brancos; subosque","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","2019-07-02 15:56:10-03","UEM","HUEM","7108","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","F.F.Mazine","Pedro L.R. de Moraes; Natália M. Ivanauskas","1995","01","18","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008891","HUEM000008891","2003","01",NA,"Parque Estadual Carlos Botelho","1122","Arvoreta ca. de 4 m de altura; botões creme","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","2020-11-04 17:30:01-03","UEM","HUEM","7037","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Moraes, PLR; Ivanauskas, NM","1995","01","17","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008888","HUEM000008888","2009","08","01","Parque Estadual Carlos Botelho","1091","Arbusto; ca. 3m de alt.; flores em botão.","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","2019-07-02 15:56:10-03","UEM","HUEM","7091","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","F.F.Mazine","Moraes, Pedro L.R. de","1993","03","28","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008883","HUEM000008883",NA,NA,NA,"Parque Estadual Carlos Botelho, Fazenda Intervales-Núcleo Saibadela-Sete Barras","818","Arvoreta; subosque; estames esbranquiçados; tronco cinza sem escamas; local bastante úmido","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598","2020-11-04 17:30:01-03","UEM","HUEM","7127","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Pedro L.R. de Moraes","1995","03","02","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"HUEM000008887","HUEM000008887","2009","08","01","Parque Estadual Carlos Botelho, Local encharcado.","1185","Arvoreta; ca. 6m de alt.; flores brancas.","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000799642","S","Plantae","Myrtaceae","Eugenia","complanata","Eugenia complanata","Gardner",NA,"George Gardner; b.1812; d.1849; Gardner","1837","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"420","<a href=http://www.nhm.ac.uk/services/media-store/asset/0953b1db0d057425be7b60005ebb68fd0cf44b8a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991997"
"1600","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000799643","S","Plantae","Myrtaceae","Eugenia","complanata","Eugenia complanata","Gardner",NA,"George Gardner; b.1812; d.1849; Gardner","1841","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5710","<a href=http://www.nhm.ac.uk/services/media-store/asset/428fa8659e7e64ace402fc0b64242526dbda5683/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991998"
"1601","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000799641","S","Plantae","Myrtaceae","Eugenia","hypericifolia","Eugenia hypericifolia","Gardner",NA,"George Gardner; b.1812; d.1849; Gardner","1837","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"421","<a href=http://www.nhm.ac.uk/services/media-store/asset/65df2d0e71d286f035d35b687bb5e1a64ddccd3f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991996"
"1602","2020-12-16 08:42:22-03","Fiocruz","FIOCRUZ-CBPM","158","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Barroso, G.M.","Ramos, M.F.S.","1998","03","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.207778","-22.903333","43º12'28''W","22º54'12''S",NA,NA,"CBPM00000158",NA,"1999",NA,NA,"Floresta da Tijuca.","15","Árvore de médio porte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","2020-11-12 17:01:57-03","UEL","FUEL","39906","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Kawasaki, ML; Landrum, LR","Sucre, D","1972","08","15","Brasil","Rio de Janeiro","Guanabara",NA,NA,NA,NA,NA,NA,"FUEL011625",NA,"1995","10","18","Mata de Grotão da Estrada Alto da Boa Vista-Val Encantado, ca. 430m.s.m.","9488",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","2020-11-12 17:01:57-03","UEL","FUEL","45765","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Uller, HF","Uller, HF","2008","11","01","Brasil","Santa Catarina","Taió","-50.034194","-27.046389","-50.034194","-27.046389","380","380","FUEL011624",NA,"2008","11","01","Santo Antônio","142",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","2020-11-12 17:01:57-03","UEL","FUEL","52081","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"Duarte, AR",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.924722","-24.191389","-47.924722","-24.191389","350","450","FUEL011619",NA,NA,NA,NA,"Parque Nacional de Carlos Botelho, árvore n° 10 ,parcela permanente","359",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","2020-11-12 17:01:57-03","UEL","FUEL","28000","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Silva, JM; et al.","1996","09","06","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"FUEL011849",NA,"1998",NA,NA,"Sítio do Belizário","1709",NA,"55154","auto","Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
