"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","phylum","yearIdentified","verbatimLongitude","verbatimLatitude","imagecode","continentOcean","class","order","monthIdentified","dayIdentified","fieldNumber","preparationType","individualCount"
"48","2019-11-06 09:57:48-03","UFOP","OUPR","24345","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha-Filho, J.L.M.",NA,"Almeda, F.; Fritsch, P.W.; Aranha-Filho, J.L.M. & Belinello, R.","8779","2004","11","08","Brasil","Minas Gerais","Camanducaia","Monte Verde, Vicinity of the entrance to Monte Verde","-46.504167","-22.877722",NA,"1400","1400","Disturbed cloud forest vegetation with Drimys brasiliensis abd Podocarpus lambertii. Openly branched tree to 4 m, possibly androdioecious but must plants seen were in fruit. Corolla white, anthers yellow. Young fruti green. Locally common in humus ri",NA,NA,NA,"2010","-46.504167","-22.877722",NA,NA,NA,NA,"05",NA,NA,NA,NA
"49","2019-11-06 09:57:48-03","UFOP","OUPR","24346","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha-Filho, J.L.M.",NA,"Almeda, F.; Fritsch, P.W.; Aranha-Filho, J.L.M. & Belinello, R.","8876","2004","11","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Parque do Caraça just below the summit of Pico Inficionado","-43.477222","-21.416667",NA,"2066","2066","Em campo rupestre. Shrub 0.7 m tall (in fruit) but one sterile tree to 3 m tall seen downslope. Rare",NA,NA,NA,"2010","-43.477222","-21.416667",NA,NA,NA,NA,"05",NA,NA,NA,NA
"50","2019-11-06 09:57:48-03","UFOP","OUPR","24350","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha-Filho, J.L.M.",NA,"Aranha-Filho, J.L.M.; Cardoso, M.M.R. & Meireles, L.D.","27","2004","12","29","Brasil","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506","22140",NA,NA,"Em beira de estrada de terra. Inflorescência reduzida, com brácteas e catáfilos persistentes. Corola pentâmera. Indivíduo androdióico. Flores e botões florais",NA,"auto",NA,"2011",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"51","2020-03-12 10:29:34-03","UFOP","OUPR","34736","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Pedrosa, L.G.",NA,"Pedrosa, L.G.","2205","2019","11","25","Brasil","Minas Gerais","Ouro Preto","Lessa","-43.5080986022949","-20.2875003814697","44599",NA,NA,"Arvoreta, ca. 3m, flores alvas. Capão de mata",NA,"auto",NA,"2019",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"52","2020-12-04 13:19:46-03","UDESC","LUSC","6667","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Floriani, M.M.P.",NA,"Floriani, M.M.P.","122","2011","10","27","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223","29300",NA,NA,NA,"LUSC001983","auto",NA,NA,NA,NA,"LUSC001983",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-04 13:19:46-03","UDESC","LUSC","8799","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Silva, A.C.",NA,"Dallabrida, J. P.",NA,"2014","07","15","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484","30102",NA,NA,NA,"LUSC001267","auto",NA,NA,NA,NA,"LUSC001267",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-08 08:56:42-03","FURB","FURB","45589","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Oliveira, AA de",NA,"Oliveira, A.A. de","1029","2015","01","21","Brasil","Santa Catarina","Bom Retiro","Fazenda Reunidos Canto Novo LTDA.","-49.4975","-27.9013889",NA,"1118","1118","Fito IFFSC 218 /O/105","FURB44826",NA,NA,"2015","-49.4975000","-27.9013889","FURB44826",NA,NA,NA,"01","21",NA,NA,NA
"55","2021-03-24 16:38:58-03","FURB","FURB","67223","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha",NA,NA,"Funez, L.A.; Fiaschi, P., Trevisan, R., Comin, M., Cabral, F.S., Conti, I.","9651","2019","12","07","Brasil","Santa Catarina","Alfredo Wagner","Alto da Boa Vista.","-49.1522222","-27.6875",NA,"1333","1333","Frutos imaturos verdes Habitat: Borda da floresta nebular Habito: Arbusto","FURB67223",NA,NA,NA,"-49.1522222","-27.6875000","FURB67223",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:06:50-03","FURB","FURB","6327","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Ribas, OS",NA,"Hatschbach, G.; Goldenberg, R. & Silva, J.M.","72449","2001","09","20","Brasil","Paraná","Inácio Martins","Rio Bananas.","-51.0788993835449","-25.5711002349854","35964",NA,NA,NA,"FURB03653","auto",NA,"2004",NA,NA,"FURB03653",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:06:50-03","FURB","FURB","40900","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Felitto, G; Barbosa, E",NA,"Barbosa, E.; Silva, J.M. & Felitto, G.","3110","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625","56988",NA,NA,NA,"FURB44828","auto",NA,"2011",NA,NA,"FURB44828",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:51:54-03","UCS","HUCS","3445","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Bidá, A.",NA,"Wasum, R.A.","s.n.","1987","10","31","Brasil","Rio Grande do Sul","São Francisco de Paula","Lageado Grande","-50.5835990905762","-29.4480991363525","76715",NA,NA,"Arbusto, no campo, junto a rochedos.",NA,"auto","Angiospermae","1996",NA,NA,NA,NA,NA,"Ericales","05","22",NA,NA,NA
"59","2021-03-16 17:51:54-03","UCS","HUCS","40397","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Barbosa, E.; Felitto, G.",NA,"Barbosa, E.","3110","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,NA,"Arbusto 2m, flores alvas, beira do rio encachoeirado.&nf;Herbário MBM.",NA,"auto","Angiospermae","2011",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"60","2021-03-16 17:51:54-03","UCS","HUCS","30661","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Ribas, O.S.",NA,"Hatschbach, G.","72449","2001","09","20","Brasil","Paraná","Inácio Martins","Rio Bananas.","-51.0788993835449","-25.5711002349854","35964",NA,NA,"Árvore 5m, flor alvacenta, capão com araucária.&nf;Herbário MBM.",NA,"auto","Angiospermae","2004",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"61","2021-03-16 17:51:54-03","UCS","HUCS","1725","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Bidá, A.",NA,"Sehnem, A.","8518","1965","11","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Rua Taimbé","-50.5835990905762","-29.4480991363525","76715",NA,NA,NA,NA,"auto","Angiospermae","1996",NA,NA,NA,NA,NA,"Ericales","05","22",NA,NA,NA
"62","2021-03-16 17:51:54-03","UCS","HUCS","9768","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Aranha Filho, J.L.M.",NA,"Hatschbach, G.","24723","1970","09","18","Brasil","Paraná","Balsa Nova","Serra São Luis","-49.6356010437012","-25.5839004516602","27346",NA,NA,"Em 1991 A. Bidá determinou como Symplocos itatiaeae Waera.&nf;Orla da matinha a borda da cuesta de voniana.",NA,"auto","Angiospermae","2010",NA,NA,NA,NA,NA,"Ericales","07",NA,NA,NA,NA
"63","2019-12-13 18:23:39-03","UTFPR","HCF","30094","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","M.L. Brotto",NA,"R.R. Völtz","1828","2018","10","06","Brasil","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,"720","720","arvoreta 3 m alt. Flores alvacentas. Fisionomia herbáceo/arbustiva em solo arenoso com lajeados de pedra. Savana/Estepe.",NA,NA,NA,"2018","50°24'22 W","24°33'09 S",NA,NA,NA,NA,"10","06",NA,NA,NA
"64","2019-08-16 08:41:18-03","UTFPR","HCF","15216","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","E. Barboza",NA,"M.G. Caxambu","5639","2014","10","24","Brasil","PR","Tibagi","Sítio Sete Quedas","-50.254111","-24.5815",NA,"1054","1054","arbusto ca. 1 m, heliófito. Frutos imaturos verdes.",NA,NA,NA,"2015","50°15'14,8 W","24°34'53,4 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-16 08:41:18-03","UTFPR","HCF","23755","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","E. Barboza",NA,"J.M. Silva","9576","2016","11","14","Brasil","PR","Mangueirinha","Rio Marrecas, PCH do Tigre","-52.178056","-26.0475",NA,"890","890","arbusto com 2 m de altura; fruto verde. Floresta Ombrófila Mista, na margem de rio encachoeirado.",NA,NA,NA,"2017","52°10'41 W","26°02'51 S",NA,NA,NA,NA,"03","31",NA,NA,NA
"66","2019-08-16 08:41:18-03","UTFPR","HCF","16342","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","J. Cordeiro & G. Felitto",NA,"G. Felitto","764","2013","11","21","Brasil","RS","Bom Jesus","Caminho das Neves, estrada RS-110, Bom","-50.096389","-28.496111",NA,"903","903","arbusto, 3 m; frutos imaturos verdes.",NA,NA,NA,"2014","50°05'47 W","28°29'46 S",NA,NA,NA,NA,"04",NA,NA,NA,NA
"67","2019-08-16 08:41:18-03","UTFPR","HCF","11916","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","E.D. Lozano",NA,"E.D. Lozano","1132","2012","10","10","Brasil","PR","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545","46557",NA,NA,"arvoreta, 3 m, flores alvas, campo sujo.",NA,"auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-16 08:41:18-03","UTFPR","HCF","12773","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","M.L. Brotto",NA,"E.L. Siqueira","765","2013","09","21","Brasil","PR","Tibagi","Guartelá - Sítio São Sebastião -","-50.4136009216309","-24.5093994140625","56988",NA,NA,"arbusto ca. 2 m, heliófito. Flores amareladas.",NA,"auto",NA,"2014",NA,NA,NA,NA,NA,NA,"02","18",NA,NA,NA
"69","2019-08-16 08:41:18-03","UTFPR","HCF","10995","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha",NA,NA,"D. Liebsch","1316","2007","09","10","Brasil","SC","Vargem Bonita","Fazenda Campina da Alegria","-51.7400016784668","-27.0067005157471","18827",NA,NA,"arvoreta, 4 m, flor alva. Mata ciliar.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:46:08-03","MBM","MBM","23491","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","itatiaiae","pentandra","Symplocos itatiaiae pentandra","Mattos","Aranha Filho, J.L.M.","HOLOTYPE","Hatschbach, G.","358","1946","09","07","Brazil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895","12577",NA,NA,"Arbusto 2m, flor branca.; Capão.","MBM023491","auto",NA,"2010",NA,NA,"MBM023491","Southern America",NA,NA,"07",NA,NA,NA,NA
"71","2020-12-21 16:46:08-03","MBM","MBM","191417","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Tessmann, G.","1241A",NA,NA,NA,"Brazil","Paraná",NA,"Turma 23",NA,NA,NA,NA,NA,NA,"MBM191417",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:46:08-03","MBM","MBM","389214","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Cordeiro, J.; Felitto, G.",NA,"Felitto, G.; Bianchin, J.E.; Dutra, M.; Bianchin, J.E.; Dutra, M.","764","2013","11","21","Brazil","Rio Grande do Sul","Bom Jesus","Caminho das Neves, Estrada RS-110, Bom Jesus-São Joaquim","-50.096411","-28.496031",NA,"903","903","Arbusto, 3m; frutos imaturos verdes.; Floresta Ombrófila Mista Montana.","MBM389214",NA,NA,"2014","-50.096411","-28.496031","MBM389214","Southern America",NA,NA,"04",NA,NA,NA,NA
"73","2020-12-21 16:46:08-03","MBM","MBM","394923","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Ferreira, P.",NA,"Silva, J.M.; Motta, J.T.; Motta, J.T.","8729","2014","12","03","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Próximo à igreja","-50.010278","-25.243625",NA,"860","860","Arbusto de 80cm, frutos imaturos pretos.; Campo graminoso.","MBM394923",NA,NA,"2015","-50.010278","-25.243625","MBM394923","Southern America",NA,NA,"01","16",NA,NA,NA
"74","2020-12-21 16:46:08-03","MBM","MBM","397860","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Ribas, O.S.",NA,"Amaral-Neto, L.P.","11","2011","08","22","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Atrás da igreja","-50.008056","-25.241944",NA,"880","880","Arbusto, flor branca com vários estames com anteras amarelas.; Campos Gerais, campo seco.","MBM397860",NA,NA,"2014","-50.008056","-25.241944","MBM397860","Southern America",NA,NA,"04",NA,NA,NA,NA
"75","2020-12-21 16:46:08-03","MBM","MBM","408907","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Barboza, E.",NA,"Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9576","2016","11","14","Brazil","Paraná","Mangueirinha","PCH Tigre, Rio Marreca","-52.178056","-26.0475",NA,"890","890","Arbusto com 2 m de altura; fruto verde.; Floresta Ombrófila Mista, na margem de rio encachoeirado.","MBM408907",NA,NA,"2017","-52.178056","-26.0475",NA,"Southern America",NA,NA,"03","31",NA,NA,NA
"76","2020-12-21 16:46:08-03","MBM","MBM","409168","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Barboza, E.",NA,"Caxambu, M.G.","5639","2014","10","24","Brasil","Paraná","Tibagi","Sítio Sete Quedas","-50.254111","-24.5815",NA,"1054","1054","Arbusto ca. 1 m, heliófito. Frutos imaturos verdes.; Relevo: ondulado. Vegetação:Savana (cerrado sensu strictu).","MBM409168",NA,NA,"2015","-50.254111","-24.5815","MBM409168",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:46:08-03","MBM","MBM","415006","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Brotto, M.L.",NA,"Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1828","2018","10","06","Brazil","Paraná","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,"720","720","Arvoreta 3 m alt.; flores alvacentas; fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra.; Savana/Estepe.","MBM415006",NA,NA,"2018","-50.406111","-24.5525","MBM415006","Southern America",NA,NA,"10","06",NA,NA,NA
"78","2020-12-21 16:46:08-03","MBM","MBM","418393","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Meyer, F.S.",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2443","2018","11",NA,"Brazil","Santa Catarina","Ponte Alta do Norte","FRP - Fazenda Rio das Pedras","-50.409906","-27.120969",NA,NA,NA,"Arbusto ca. 2 m altura; flores pequenas, com pétalas brancas.; Floresta Ombrófila Mista Aluvial em regeneração.","MBM418393",NA,NA,"2018","-50.409906","-27.120969",NA,"Southern America",NA,NA,"11",NA,NA,NA,NA
"79","2020-12-21 16:46:08-03","MBM","MBM","23496","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.","7201",NA,NA,NA,"Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385","41852",NA,NA,NA,"MBM023496","auto",NA,NA,NA,NA,"MBM023496","Southern America",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:46:08-03","MBM","MBM","12053","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.","19719",NA,NA,NA,"Brazil","Paraná","Balsa Nova","Barra Rio dos Papagaios","-49.6356010437012","-25.5839004516602","27346",NA,NA,NA,"MBM012053","auto",NA,NA,NA,NA,"MBM012053","Southern America",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:46:08-03","MBM","MBM","202301","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Poliquesi, C.B.; Cruz, J.M.; Cruz, J.M.","589",NA,NA,NA,"Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346",NA,NA,NA,"MBM202301","auto",NA,NA,NA,NA,"MBM202301","Southern America",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:46:08-03","MBM","MBM","19018","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.","24723",NA,NA,NA,"Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602","27346",NA,NA,NA,"MBM019018","auto",NA,NA,NA,NA,"MBM019018","Southern America",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:46:08-03","MBM","MBM","191451","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Silva, S.M.; et al.; et al.","1677",NA,NA,NA,"Brazil","Paraná","Castro","Rio Cunhaporanga","-50.0119018554688","-24.7910995483398","50779",NA,NA,NA,"MBM191451","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:46:08-03","MBM","MBM","28880","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Kummrow, R.","65",NA,NA,NA,"Brazil","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM028880","auto",NA,NA,NA,NA,"MBM028880","Southern America",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:46:08-03","MBM","MBM","120291","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Schimelpfeng, L.","1439",NA,NA,NA,"Brazil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM120291","auto",NA,NA,NA,NA,"MBM120291","Southern America",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:46:08-03","MBM","MBM","4756","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Tessmann, G.","s.n.",NA,NA,NA,"Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM004756","auto",NA,NA,NA,NA,"MBM004756","Southern America",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:46:08-03","MBM","MBM","75207","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Tessmann, G.","846",NA,NA,NA,"Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM075207","auto",NA,NA,NA,NA,"MBM075207","Southern America",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:46:08-03","MBM","MBM","191452","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Hatschbach, G.",NA,"Dombrowski, L.T.","463",NA,NA,NA,"Brazil","Paraná","Curitiba","São Brás","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM191452","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:46:08-03","MBM","MBM","23478","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.","30703",NA,NA,NA,"Brazil","Paraná","General Carneiro","General Carneiro","-51.315601348877","-26.4274997711182","33284",NA,NA,NA,"MBM023478","auto",NA,NA,NA,NA,"MBM023478","Southern America",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:46:08-03","MBM","MBM","1350","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","14651",NA,NA,NA,"Brazil","Paraná","Morretes","Anfiteatro","-48.834400177002","-25.476900100708","30514",NA,NA,"= 23463","MBM001350","auto",NA,NA,NA,NA,"MBM001350","Southern America",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:46:08-03","MBM","MBM","191453","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dombrowski, L.T.","11841",NA,NA,NA,"Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,NA,NA,"MBM191453","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:46:08-03","MBM","MBM","191450","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dombrowski, L.T.","11444",NA,NA,NA,"Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,NA,NA,"MBM191450","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:46:08-03","MBM","MBM","191449","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dombrowski, L.T.; et al.; et al.","11413",NA,NA,NA,"Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,NA,NA,"MBM191449","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:46:08-03","MBM","MBM","191446","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dombrowski, L.T.","11822",NA,NA,NA,"Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,NA,NA,"MBM191446","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:46:08-03","MBM","MBM","191416","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dusén, P.","15800",NA,NA,NA,"Brazil","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895","12577",NA,NA,NA,"MBM191416","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:46:08-03","MBM","MBM","23463","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","14651",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545","46557",NA,NA,"= 1350","MBM023463","auto",NA,NA,NA,NA,"MBM023463","Southern America",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:46:08-03","MBM","MBM","385825","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Lozano, E.D.",NA,"Lozano, E.D.; Ariati, V.; Ariati, V.","1132","2012","10","10","Brazil","Paraná","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545","46557",NA,NA,"Arvoreta, 3m, flores alvas.; Campos Gerais, campos sujos.","MBM385825","auto",NA,"2012",NA,NA,"MBM385825","Southern America",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:46:08-03","MBM","MBM","134848","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Cervi, A.C.; Hatschbach, G.; Hatschbach, G.","2798",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Rio Monjolo","-50.1618995666504","-25.0949993133545","46557",NA,NA,NA,"MBM134848","auto",NA,NA,NA,NA,"MBM134848","Southern America",NA,NA,NA,NA,NA,NA,NA
