"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class","previousCatalogNumber"
"49","2020-05-08 11:12:11-03","UEFS","HUEFS","30173","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L.P.de Queiroz","Cavalcanti, T.B.","1546","1995","07","21",NA,"Brasil","Goiás","Niquelândia","Nas margens do Rio Tocantinzinho.","-48.3","-13.966667","420","420",NA,"Mata ecótono com cerrado. Solo arenoso. Relevo ondulado.","HUEFS0030173",NA,"2018","08",NA,NA,NA,"48W18'","13S58'",NA,NA,NA,"Rosanae",NA
"50","2020-05-08 11:12:11-03","UEFS","HUEFS","30291","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L.P.de Queiroz","Cavalcanti, T.B.","839","1991","08","13",NA,"Brasil","Goiás","Minaçu","Bacia de inundação da Usina Hidrelétrica da Serra da Mesa.","-48.283333","-13.833333","500","500",NA,"Solo latossolo amarelado. Relevo montanhoso.","HUEFS0030291",NA,"2018","08",NA,NA,NA,"48W17'","13S50'",NA,NA,NA,"Rosanae",NA
"51","2020-05-08 11:12:11-03","UEFS","HUEFS","30303","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L.P.de Queiroz","Coradin, L.","3506","1980","10","04",NA,"Brasil","Goiás","Estrela do Norte","Rodovia Anápolis-Belém, km 316-GO.","-49.066667","-13.9","460","460",NA,"Solo latossolo vermelho amarelo.","HUEFS0030303",NA,"2018","08",NA,NA,NA,"49W4'","13S54'",NA,NA,NA,"Rosanae",NA
"52","2020-05-08 11:12:11-03","UEFS","HUEFS","31243","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L.P.de Queiroz","Walter, B.M.T.","1626","1992","06","11",NA,"Brasil","Goiás","Niquelândia","Fazenda Serra Negra (Niqueltocantins). Serra Negra, para o lado da bagagem, ao lado da linha de transmissão.","-48.316667","-14.033333","470","470",NA,"Mata de galeria com elementos de mata seca, encosta da serra negra .","HUEFS0031243",NA,"2011","04",NA,NA,NA,"48W19'","14S2'",NA,NA,NA,"Rosanae",NA
"53","2020-05-08 11:12:11-03","UEFS","HUEFS","31274","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L.P.de Queiroz","Walter, B.M.T.","1626","1992","06","11",NA,"Brasil","Goiás","Niquelândia","Fazenda Serra Negra (Niqueltocantins), Serra Negra, para o lado do Bagagem, ao lado da linha de transmissão.","-48.316667","-14.033333","470","470",NA,"Solo arenoso.","HUEFS0031274",NA,"2011","04",NA,NA,NA,"48W19'","14S2'",NA,NA,NA,"Rosanae",NA
"54","2020-05-08 11:12:11-03","UEFS","HUEFS","48089","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A.S.Flores","Walter, B.M.T.","3777","1997","07","08",NA,"Brasil","Goiás","Niquelândia","Porção sul da Serra Negra, para o lado do rio Bagagem (antigo leito).","-48.044444","-14.044444","460","460",NA,"Mata de Galeria Não- inundável (estreita de encosta).","HUEFS0048089","HUEFS0048089","2005","12",NA,NA,NA,"48W2'40''","14S2'40''",NA,NA,NA,"Rosanae",NA
"55","2019-09-04 18:39:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens",NA,NA,"G. Gardner","3650","1842",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"Dicotyledoneae",NA
"56","2019-01-23 10:03:09-02","F","FMNH-SEEDPLANTS","V0077386F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens",NA,NA,"G. Gardner","3650","1842",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0077386F","V0077386F_01",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae",NA
"57","2021-03-10 11:38:36-03","UNILA","EVB","258","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Hatschbach, G.","Buttura, E.","294","1979","11","07",NA,"Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas","-54.295556","-24.068889",NA,NA,NA,NA,"EVB000258","EVB000258","1980","07","10",NA,NA,"54º17'44''W","24º4'8''S",NA,NA,NA,NA,NA
"58","2015-02-26 09:29:37-03","NHMLondon","NHM-LONDON-BOT","BM000900997","S","Plantae",NA,NA,"Leguminosae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.",NA,"George Gardner; b.1812; d.1849; Gardner","3650",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","Type",NA,NA,NA,"NHMUK:ecatalogue:4995733"
"59","2019-11-01 14:59:19-03","UnB","UB","108544","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS; Souza, R; Santos, RR","11818","1966","01","19","Southern America","Brasil","Goiás",NA,"Serra Dourada, ca. 20km S.E. of Goiás Velho",NA,NA,"700","700",NA,"Corolla yellow.; Erect herb 2m; Gallery forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 14:59:19-03","UnB","UB","108545","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS; Souza, R; Santos, RR","11057","1965","12","04","Southern America","Brasil","Goiás",NA,"Near Rio Descoberto, on the Goiás-DF. between Anápolis and Brasília",NA,NA,"1010","1010",NA,"Corolla yellow.; Erect subshrub 1,5m; Campo and cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 14:59:19-03","UnB","UB","108546","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Prance, GT; Silva, NT","58438","1964","07","26","Southern America","Brasil","Goiás",NA,"Vicinity of Estrela do Norte, Belém-Brasília",NA,NA,NA,NA,NA,"Corolla yellow.; Shrub 1m; Secondary growth in recently felled forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 14:59:19-03","UnB","UB","108547","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","24165","1969","03","06","Southern America","Brasil","Goiás",NA,"Ca. 12km south of Cavalcante",NA,NA,"1000","1000",NA,"Corolla yellow.; Subshrub 1m. Fruto green.; Cerrado and gallery woods.",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:59:19-03","UnB","UB","108548","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","24169","1969","03","09","Southern America","Brasil","Goiás",NA,"Ca. 12km south of Cavalcante",NA,NA,"1000","1000",NA,"Corolla yellow.; Subshrub 2m. Fruto green.; Cerrado and gallery woods.",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-01 14:59:19-03","UnB","UB","141486","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Iri","1121","1965",NA,NA,"Southern America","Brasil","São Paulo",NA,"Silvânia",NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:59:19-03","UnB","UB","141487","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS","25770","1970","01","31","Southern America","Brasil","Minas Gerais",NA,"Ca. 12km N of Patrocínio",NA,NA,NA,NA,NA,"Fruit green.; Herb 1m.; Cerrado and gallery woods",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 14:59:19-03","UnB","UB","141488","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Irwin, HS","23386","1969","02","16","Southern America","Brasil","Minas Gerais",NA,"Ca. 7km west of Grão Mogol",NA,NA,NA,NA,NA,"Fruit green.; Erect subshrub 1,5m.; Wet campo and adjacent gallery woods",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:59:19-03","UnB","UB","4822","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Ferreira, SO; Silva, SR","9","1995","06","08","Southern America","Brasil","Goiás","Minaçu","Reserva da Serra da Cana Brava","-48.253611","-13.465556",NA,NA,NA,"Flor sem cheiro.; Arbusto 2,. Flor amarela. Fruto castanho.; Transição cerrado/mata.",NA,NA,NA,NA,NA,NA,NA,"-48.253611","-13.465556",NA,NA,NA,NA,NA
"68","2017-09-11 17:09:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Gardner, G","3650",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"In prov. Goyazensi ad rivulorum margines prope Arrayas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 16:27:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Águas de Contendas","In provinciae Minarum campis ad Contendas.","-45.016384","-21.90157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.016384","-21.90157",NA,NA,NA,NA,NA
"70","2021-02-25 09:38:40-03","IBt","SP","293061","S","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Cavalcanti, TB","1546","1995","07","21",NA,"Brasil","Goiás","Niquelândia",NA,"-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:05:26-03","IBt","SP","262370","S","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, A","Cordeiro, I; Pirani, JR; Amaral, MCE; Rossi, L; Furlan, A","CFCR1001","1981","04","15",NA,"Brasil","Minas Gerais","Grão Mogol","Virgem da Lapa. Margem do rio Ventania","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SP026441","SP026441","2005",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"72","2014-09-23 10:57:43-03","G","G","G00364978","S","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Benth.","Windler, D. R.","Gardner, G.","3650","1841",NA,"00","AMERIQUE DU SUD","Brazil","Goias",NA,NA,"-49.56972222","-15.81194444",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00364978",NA,"1981","01","01",NA,NA,"-49.56972222","-15.81194444","ISOSYNTYPUS of Crotalaria subdecurrens Benth.",NA,NA,NA,NA
"73","2014-09-23 10:57:43-03","G","G","G00365000","S","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Benth.","Windler, D. R.","Gardner, G.","3650","1841",NA,"00","AMERIQUE DU SUD","Brazil","Goias",NA,NA,"-49.56972222","-15.81194444",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00365000",NA,"1981","01","01",NA,NA,"-49.56972222","-15.81194444","ISOSYNTYPUS of Crotalaria subdecurrens Benth.",NA,NA,NA,NA
