"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"49","2021-03-01 16:33:32-03","UNICAMP","UEC","156858","S","Plantae","Magnoliopsida",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Santos, LB; Lombardi, JA; Saka, MN","292","2009","05","28",NA,"Brazil","São Paulo","Botucatu","-46.511111","-22.8375",NA,"Herbácea, folhas discolores, cálice verde, corola amarela, frutos imaturos verdes. Duplicatas 2.","UEC008890","UEC008890","Parque Ecológico da Pavuna, Da sede até a trilha da esquerda na entrada das cachoeiras, depois a esquerda na bifurcação até cachoeira final. Mata Atlântica, floresta estacional semidecídua.","750","750","-46.511111","-22.8375","2009","06",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-04-22 16:21:33-03","UFPB","JPB","20836","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Baracho, GS","Agra, MF; Baracho, GS; Rocha, EA; Formiga, S; Castro, C","2702","1994","02","25","Southern America","Brasil","Paraíba","Teixeira","-37.139444","-7.186111",NA,"; DESC: Erva, flor alvo-amarelada, finflorescência carpídios.",NA,NA,"Pico do Jabre, Vegetação arbustivo-arbórea, semicaducifolia, subxerofítica, com elementos da caatinga e da mata úmida.","1190","1190","-37.139444","-7.186111","2005","07",NA,NA,"28",NA,NA,NA,NA,NA
"51","2021-03-18 16:51:53-03","UFPB","JPB","66589","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Gadelha Neto, PC","4317","2019","03","23","Southern America","Brasil","Paraíba","São José dos Cordeiros","-36.893611","-7.450556",NA,"; HABITAT: Savana Estética; DESC: Subarbusto ereto de folhas simples, alternas, cartáceas, estreito-oblonga, margem serreada. Flores cremes, solitárias. Fruto esquizocarpo globoso com mericarpos presos a uma columela central, depresso","JPB0066589",NA,"Fazenda Almas","58","58","-36.893611","-7.450556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-04-22 16:21:33-03","UFPB","JPB","2015","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Xavier, LP","JPB2015","1969","08","10","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,"; HABITAT: terrestre; DESC: Fruto aereseido, flores amarelas, ornamentais.",NA,NA,"Fazenda Nova",NA,NA,NA,NA,"2013","10","34231","auto","17",NA,NA,NA,NA,NA
"53","2020-04-22 16:21:33-03","UFPB","JPB","548","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Xavier, LP","JPB548","1941","12","09","Southern America","Brasil","Pernambuco","Surubim","-35.7546997070312","-7.83305978775024",NA,"; DESC: herbácea fibrosa",NA,NA,NA,NA,NA,NA,NA,"2013","10","16100","auto","17",NA,NA,NA,NA,NA
"54","2020-11-23 12:17:42-03","UFOP","OUPR","35358","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Messias, M.C.T.B.","Silveira, B.R.; Messias, M.C.T.B.","22","2019","09","03",NA,"Brasil","Goiás","Catalão","-48.585908","-18.720081",NA,"Material estéril",NA,NA,"Pedra Branca, Área de empréstimo da usina hidrelétrica Emborcação",NA,NA,"-48.585908","-18.720081","2019","10",NA,NA,"29",NA,NA,NA,NA,NA
"55","2021-03-21 19:36:41-03","UFC","EAC","12378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovichas, A.","Nunes, E.","EAC12378","1984","03","22","Southern America","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Subarbusto, flor amarela. experimento sobre controle de espéc. lenhosa","EAC0012378","EAC0012378","Estação Ecológica - próx. a lagoa do Rosilho",NA,NA,NA,NA,"1996",NA,"68662","auto",NA,NA,NA,NA,NA,NA
"56","2021-03-21 19:36:41-03","UFC","EAC","12789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Nunes, E.","Fernandes, A.; Nunes, E.","EAC12789","1984","09","20","Southern America","Brasil","Ceará","Santa Quitéria","-40.1567001342773","-4.33194017410278",NA,"Subarbusto; Capoeira","EAC0012789","EAC0012789","Caminho para Alcantil, Faz. Itataia",NA,NA,NA,NA,"1997","05","62463","auto","14",NA,NA,NA,NA,NA
"57","2021-03-21 19:36:41-03","UFC","EAC","12505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovichas, A.","Fernandes, A.; Nunes, E.; et al.","EAC12505","1984","04","26","Southern America","Brasil","Ceará","Santa Quitéria","-40.1567001342773","-4.33194017410278",NA,"Subarbusto, flor amarela.&nf;Coletado pólem para estudo taxonômico; Caatinga","EAC0012505","EAC0012505","Fazenda Itataia.",NA,NA,NA,NA,"1996",NA,"62463","auto",NA,NA,NA,NA,NA,NA
"58","2021-03-21 19:36:41-03","UFC","EAC","30300","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Fernandes, A.; Nunes, E.","Fernandes, A.","EAC30300","2001","01","26","Southern America","Brasil","Paraíba","Sousa","-38.228099822998","-6.7591700553894",NA,"Subarbusto; Mata ciliar","EAC0030300","EAC0030300","Parque dos Dinossauros",NA,NA,NA,NA,"2001","02","21208","auto","14",NA,NA,NA,NA,NA
"59","2021-03-21 19:36:41-03","UFC","EAC","57392","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Loiola, M.I.B.","Gomes, R.C.","s.n.","2014","03","07","Southern America","Brasil","Ceará","Tauá","-40.062422","-5.405367",NA,"Arbusto; flor branca.","EAC0057392","EAC0057392","Tecelão, bacia do riacho Carrapateira, relevo ondulado; neossolo litólico; micaxisto moscovítico; clima tropical quente semiárido.",NA,NA,"-40.062422","-5.405367","2015","01",NA,NA,"08",NA,NA,NA,NA,NA
"60","2021-03-21 19:36:41-03","UFC","EAC","12623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A.","Nunes, E.","EAC12623","1984","05","30","Southern America","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Subarbusto, flor amarela.; Caatinga","EAC0012623","EAC0012623","Estação Ecológica de Aiuaba",NA,NA,NA,NA,"1996",NA,"68662","auto",NA,NA,NA,NA,NA,NA
"61","2021-03-21 19:36:41-03","UFC","EAC","10192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Nunes, E.","Martins, P.","s.n.","1981","04","29","Southern America","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Erva, flor alva com estames amarelos. Pouco abundante.; Capoeira de caatinga","EAC0010192","EAC0010192","Maniçoba, Estação Ecológica, Substrato arenoso",NA,NA,NA,NA,"1997","05","68662","auto","14",NA,NA,NA,NA,NA
"62","2021-03-21 19:36:41-03","UFC","EAC","10137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Nunes, E.","Martins, P.","s.n.","1981","04","27","Southern America","Brasil","Ceará","Pedra Branca","-39.7172012329102","-5.45417022705078",NA,"Subarbusto, flor amarela; Capoeira","EAC0010137","EAC0010137","BR 020",NA,NA,NA,NA,"1997","05","42632","auto","14",NA,NA,NA,NA,NA
"63","2021-03-21 19:36:41-03","UFC","EAC","17204","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovichas, A.","Mata, M.F.","s.n.",NA,NA,NA,"Southern America","Brasil","Pernambuco","Parnamirim","-39.5783004760742","-8.09055995941162",NA,"Subarbusto, flor amarela","EAC0017204","EAC0017204","Olho d'Água",NA,NA,NA,NA,"2001","06","69919","auto","28",NA,NA,NA,NA,NA
"64","2020-12-21 16:33:08-03","MBM","MBM","192082","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","65116",NA,NA,NA,"Southern America","Brazil","Bahia","Macaúbas","-42.698600769043","-13.0193996429443",NA,NA,"MBM192082","MBM192082","Macaúbas, estrada para Canatiba, subida da Serra Poções",NA,NA,NA,NA,NA,NA,"71420","auto",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:33:09-03","MBM","MBM","354110","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Guedes, M.L.","Guedes, M.L.; et al.; et al.","15728","2009","08","04","Southern America","Brazil","Bahia","Urandi","-42.6549987792969","-14.7714004516602",NA,"Árvore. Inflorescência em botões e flores com corola branca. Frutos imaturos verdes. Carpídios mambranáceos, hialinos inflados","MBM354110","MBM354110","Serra Geral, Caminho para o Rio Raízes. Ponto 01","709","709",NA,NA,"2009","09","28091","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:33:09-03","MBM","MBM","295387","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77795","2004","06","13","Southern America","Brazil","Bahia","Urandi","-42.6549987792969","-14.7714004516602",NA,NA,"MBM295387","MBM295387","Rodovia para Sebastião Laranjeiras, km 4-6",NA,NA,NA,NA,NA,NA,"28091","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:33:09-03","MBM","MBM","217592","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Krapovickas, A.","10090",NA,NA,NA,"Southern America","Brazil","Bahia","Nossa Senhora dos Milagres",NA,NA,NA,NA,"MBM217592","MBM217592","Ca. 24km S de Nossa Senhora dos Milagres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:33:09-03","MBM","MBM","418909","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1169","2019","02","14","Southern America","Brazil","Minas Gerais","Resplendor","-41.253889","-19.301944",NA,"Subarbusto 40 cm; flores amarelas.; Beira de estrada","MBM418909",NA,"Rio Doce","99","99","-41.253889","-19.301944","2019","04",NA,NA,"06",NA,NA,NA,NA,NA
"69","2020-12-21 16:33:09-03","MBM","MBM","420744","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Marinero, F.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Resplendor","-41.284722","-19.266944",NA,"Reófita","MBM420744",NA,NA,"95","95","-41.284722","-19.266944","2019","04",NA,NA,"23",NA,NA,NA,NA,NA
"70","2020-12-21 16:33:09-03","MBM","MBM","428461","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Lozano, E.D.","Lozano, E.D.; Bóçon, R.; Pereira, I.; Passos, E.; Bóçon, R.; Pereira, I.; Passos, E.","4187","2018","06","10","Southern America","Brazil","Ceará","Madalena","-39.703111","-4.744861",NA,"Subarbusto, 1 m, flores creme, interior da mata. Prensada com álcool.; Caatinga do Cristalino.","MBM428461",NA,"Gruta Casa de Pedra",NA,NA,"-39.703111","-4.744861","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:33:09-03","MBM","MBM","428520","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Lozano, E.D.","Lozano, E.D.; Bóçon, R.; Pereira, I.; Passos, E.; Bóçon, R.; Pereira, I.; Passos, E.","4248","2018","06","12","Southern America","Brazil","Ceará","Madalena","-39.706111","-4.756111",NA,"Subarbusto, 80 cm, flores creme, interior da mata. Prensada com álcool.; Caatinga do Cristalino.","MBM428520",NA,"Afluente do Riacho Teotônio",NA,NA,"-39.706111","-4.756111","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:33:09-03","MBM","MBM","429243","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Lozano, E.D.","Lozano, E.D.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.","3767","2017","09","04","Southern America","Brazil","Ceará","Quixadá","-39.044778","-5.034194",NA,"Subarbusto, 2 m, pétalas creme, estames amarelos, interior da mata. Prensada com álcool.; Caatinga do Cristalino.","MBM429243",NA,"Monumento Natural dos Monólitos de Quixadá",NA,NA,"-39.044778","-5.034194","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:33:09-03","MBM","MBM","429250","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Lozano, E.D.","Lozano, E.D.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.","3790","2017","09","05","Southern America","Brazil","Ceará","Quixadá","-39.113806","-5.053306",NA,"Subarbusto, 2 m, pétalas creme, estames amarelos, frutos verdes. Prensada com álcool.; Caatinga do Cristalino.","MBM429250",NA,"Monumento Natural dos Monólitos de Quixadá, Fazenda Palmeira",NA,NA,"-39.113806","-5.053306","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:33:09-03","MBM","MBM","215147","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Esteves, G.L.","Hind, D.J.N.; et al.; et al.","50447",NA,NA,NA,"Southern America","Brazil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"MBM215147","MBM215147","Brejo do Engenho",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:33:08-03","MBM","MBM","184206","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban",NA,"Krapovickas, A.; et al.; et al.","38806",NA,NA,NA,"Southern America","Brazil","Bahia","Baixa Grande","-40.168098449707","-11.9596996307373",NA,NA,"MBM184206","MBM184206","1km N de Baixa Grande",NA,NA,NA,NA,NA,NA,"25048","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:33:09-03","MBM","MBM","192093","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","65073",NA,NA,NA,"Southern America","Brazil","Bahia","Boquira","-42.730598449707","-12.8231000900269",NA,NA,"MBM192093","MBM192093","Oliveira dos Brejinhos a Macaúbas, Rod. BR-122, km 54, próx. do trevo para Santa Rita",NA,NA,NA,NA,NA,NA,"36950","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:33:09-03","MBM","MBM","203371","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Ferrucci, M.S.; et al.; et al.","1028",NA,NA,NA,"Southern America","Brazil","Bahia","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"MBM203371","MBM203371","3km de Caetité",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:33:09-03","MBM","MBM","280354","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Krapovickas, A.; et al.; et al.","37903","1982","03","19","Southern America","Brazil","Bahia","Ibotirama","-43.2206001281738","-12.1852998733521",NA,NA,"MBM280354","MBM280354","20km S de Ibotirama",NA,NA,NA,NA,NA,NA,"71086","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:33:09-03","MBM","MBM","195295","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64959",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Porteirinha","-43.0283012390137","-15.7433004379272",NA,NA,"MBM195295","MBM195295","Barreiros",NA,NA,NA,NA,NA,NA,"56892","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:33:09-03","MBM","MBM","280353","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Krapovickas, A.","Mello-Silva, R.; et al.; et al.","767","1992","11","20","Southern America","Brazil","Minas Gerais","Porteirinha","-43.0283012390137","-15.7433004379272",NA,NA,"MBM280353","MBM280353","Rod. BR-122, salida al N de Porteirinha",NA,NA,NA,NA,NA,NA,"56892","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:33:09-03","MBM","MBM","411165","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban","Takeuchi, C.","Kranz, W.M.; Cassiano, J.; Cassiano, J.","734","2001","10","22","Southern America","Brazil","Paraná","Apucarana","-51.4608001708984","-23.5508003234863",NA,"Herbácea 1m, flor amarela-clara, invasora.; Pastagem.","MBM411165","MBM411165","Pinhalzinho",NA,NA,NA,NA,"2013","10","23979","auto","04",NA,NA,NA,NA,NA
"82","2020-12-21 16:33:08-03","MBM","MBM","184205","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urban",NA,"Krapovickas, A.; et al.; et al.","38009",NA,NA,NA,"Southern America","Brazil","Pernambuco","Pombos","-35.3958015441895","-8.14138984680176",NA,NA,"MBM184205","MBM184205","Pombos, arredores",NA,NA,NA,NA,NA,NA,"16427","auto",NA,NA,NA,NA,NA,NA
"83","2019-08-15 09:03:55-03","UESC","UESC","7438","S","Plantae","Angiospermae","Florideophycidae","Malvaceae","Gaya","domingensis","Gaya domingensis","Urban",NA,"J.G. Jardim","3227","2001","03","30",NA,"Brasil","Bahia","Caculé","-42.199722","-14.511667",NA,"Subarbusto ereto ca. 20 cm altura.","UESC0007438",NA,NA,NA,NA,"42W11'59''","14S30'42''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"84","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726832","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Mocquerys",NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726832' target='other'> <mi>dwc_moreinfo</mi></a>","P06726832","P06726832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726831","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Mocquerys",NA,"1893","1","1",NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726831' target='other'> <mi>dwc_moreinfo</mi></a>","P06726831","P06726831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726828","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Mocquerys",NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726828' target='other'> <mi>dwc_moreinfo</mi></a>","P06726828","P06726828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726829","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Plée, A.",NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726829' target='other'> <mi>dwc_moreinfo</mi></a>","P06726829","P06726829_01","Caracas, Environs Fetace.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72",NA,NA,NA
"88","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726833","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Grosourdy",NA,"1864","1","1",NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726833' target='other'> <mi>dwc_moreinfo</mi></a>","P06726833","P06726833_01","Caracas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA
"89","2015-09-04 19:24:11-03","MNHN","RECOLNAT_MNHN_P","P06726830","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Glaziou, A.",NA,"1880","5","18",NA,"Brasil","Minas Gerais","Rio Manso","-44.3078002929688","-20.2653007507324","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726830' target='other'> <mi>dwc_moreinfo</mi></a>","P06726830","P06726830_01","Dan la capoeira.",NA,NA,NA,NA,NA,NA,"15709","auto",NA,NA,"12442",NA,NA,NA
"90","2020-12-11 11:37:47-03","UFMG","BHCB","128026","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Mendes, MS; Brina, AE; Ranieri, BD","485","2008","08",NA,"Southern America","Brasil","Bahia","Caitité",NA,NA,NA,"Caatinga, Herbáceo",NA,NA,"Região de Brejinho das Ametistas, Área da Bahia Mineração","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:37:47-03","UFMG","BHCB","50909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:37:47-03","UFMG","BHCB","51037","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Costa, LVC; Amado, JC","s.n.","2003","03","20","Southern America","Brasil","Minas Gerais","Itacarambi","-44.240556","-15.014444",NA,"P.15. Herbácea",NA,NA,"Rio Peruaçu.",NA,NA,"-44.240556","-15.014444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:37:47-03","UFMG","BHCB","33738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jaíba","-43.6744003295898","-15.3382997512817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:37:47-03","UFMG","BHCB","2308","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Oliveira, JA de","681","1978","05",NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Herbáceo.; Terrestre.","BHCB003273",NA,"Campus da UFMG",NA,NA,NA,NA,"2013","02","17082","auto","06",NA,NA,NA,NA,NA
"95","2020-12-11 11:37:47-03","UFMG","BHCB","56787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Costa, LVC","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"Fazenda Bulcão.",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA
"96","2012-10-05 09:32:00-03","MO","MOBOT","100529304","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hills (ILLS)","Franciso Delascio C.|Ronald L. Liesner","Delascio Chitty 6850","1978","7",NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,"Distrito Páez. Laguna Larga. 8 kmts. al Sur-Este de Upata.","340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2012-10-05 09:47:00-03","MO","MOBOT","100529334","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hills (ILLS)","Henri Pittier","Pittier 13599",NA,NA,NA,"South America","Venezuela","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Ingomar, near Turmerito.","930.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2013-02-13 05:33:00-02","MO","MOBOT","100529336","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hills (ILLS)","Getulio Agostini|Gilberto N. Morillo|M. Castrillo|Omar Castro","Agostini 1186","1972","3","15","South America","Venezuela","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Cuenca del Río Macarao.","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"99","2012-10-22 12:30:00-02","MO","MOBOT","100535015","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hill (ILLS)","William R. Anderson","Anderson 9135","1973","4","19","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"13 km by road W of Januaria on road to Serra das Araras; road cut through tropical forest on sandy soil, apparentlyover limestone, ca. 2 km E of large limestone hill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2012-10-02 13:45:00-03","MO","MOBOT","1303619","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hills (ILLS)","Ronald L. Liesner","Liesner 12176","1982","2","9","South America","Venezuela","Distrito Federal",NA,"-66.8833333","10.5",NA,NA,NA,NA,"Caracas, Jardín Botanico. Weeds in lawn and cultivated area.","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","1",NA,NA
