"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","eventTime","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"49","2011-03-15 13:16:00-03","MO","MOBOT","2649209","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Syntype","Per Dusén","Dusén 18010","1916","3","25","South America","Brazil","Paraná","Paraná. Jaguariahyva in campo rupestri.","740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"P. Dusén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-08-31 08:52:58-03","INPA","INPA","159574","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusen ex Malme) R.M.King & H.Rob.",NA,"Silva, JM da","506","1988","03","24","Southern America","Brasil","Paraná","Rio dos Papagaaios. Campop limpo, seco próximo a afloramentos de arenito.",NA,NA,NA,NA,"INPA0159574","INPA0159574 INPA0159574_e","Palmeira","-50.0064010620117","-25.4293994903564","Robinson, HE","1988","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-07-30 10:40:46-03","CITSF","HXBH","009007","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada(dusen ex malme) k & r.","Hatschbachiella polyclada(dusen ex malme) k & r.",NA,NA,"G. Hatschbach",NA,"1971","04","21",NA,"Brasil","PR","Rio dos Papagaios",NA,NA,NA,"Capítulos alvos, solo pedregoso úmido, +/- 70cm de altura",NA,NA,"Palmeira","-50.0064","-25.4294",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","1481877","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"P. K. Dusén","18010","1916","3","25","South America","Brazil","Paraná","Jaguariahyva, in campo rupestri ad rivulum",NA,NA,NA,NA,"US01641625","US01641625_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","1481873","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"P. K. Dusén","9557","1910","2","26","South America","Brazil","Paraná","Fortaleza, in campo rupestri",NA,NA,NA,NA,"US01641626","US01641626_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","1131981","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"P. K. Dusén","s.n.","1904","1","1","South America","Brazil","Paraná","Capao Grande in campo",NA,NA,NA,NA,"US01641627","US01641627_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","3118572","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"J. M. Silva & G. Hatschbach","506","1988","3","24","South America","Brazil","Paraná","Rio dos Papagaios (mun. Palmeira)",NA,NA,NA,NA,"US01641623","US01641623_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2454179","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14795","1965","1","18","South America","Brazil","Paraná","Mun. Jaguariaiva: High rocky campo, boggy slope, and grove, Fazenda Cajurú, source of Rio Cajurú","1000","1100",NA,NA,"US01641624","US01641624_01",NA,"-49.32","-24.17",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2564125","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"G. Hatschbach","14204","1966","4","14","South America","Brazil",NA,"Carambei, Rio S. João (mun. Castro) PR",NA,NA,NA,NA,"US01641622","US01641622_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"58","2019-12-09 17:29:25-03","UFPR","EFC","10245","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Kozera, C.; Kersten, R.","2156","2005","04","19",NA,"Brasil","Paraná","Ponte dos Arcos","830","830",NA,"Arbusto com flores brancas, entre afloramentos de arenito, campo.","EFC010245",NA,"Balsa Nova","-49.8071","-25.5527","Cordeiro, J.; Barboza, E.","2007",NA,NA,NA,"01","01",NA,"-49.8071","-25.5527",NA,NA,NA
"59","2014-04-04 18:26:34-03","PNFM","IRAI","5829","S","Plantae","Magnoliophyta",NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.","7159","2009","03","27",NA,"Brasil","Paraná","Cachoeira da Mariquinha","950","950",NA,"Subarbusto, 60 cm, capítulos alvacentos. Campo graminioso","IRAI00005829",NA,"Ponta Grossa","-49.943917","-25.202944","Barbosa, E.","2010",NA,NA,NA,"01","01",NA,"-49.943917","-25.202944",NA,NA,NA
"60","2014-04-04 18:26:34-03","PNFM","IRAI","2630","S","Plantae","Magnoliophyta",NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.","5585","2007","03","21",NA,"Brasil","Paraná","Serra das Furnas",NA,NA,NA,"Subarbusto, 1 m, capítulo alvacento. Campo cerrado; solo arenoso","IRAI00002630",NA,"Piraí do Sul",NA,NA,"Nakajima, J.N.","2009",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:11:32-03","UEFS","HUEFS","146637","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.","6372","2008","04","01",NA,"Brasil","Paraná","Recanto dos Papagaios.",NA,NA,NA,NA,"HUEFS0146637","HUEFS0146637","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-09-04 19:34:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum",NA,"Type [status unknown]","P. Dusén","18010",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-09-04 19:34:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum",NA,"Type [status unknown]","P. Dusén",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-09-04 19:34:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum",NA,"Type [status unknown]","P. Dusén","18010","1916","3","25","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-01-23 12:00:45-02","F","FMNH-SEEDPLANTS","V0050205F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum",NA,"Isotype","P. Dusén","18010","1916","3","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"V0050205F","V0050205F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 17:28:38-03","UEM","HUEM","4972","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Hatschbach, G","26637","1971","04","21",NA,"Brasil","Paraná","rio dos Papagaios, Campo, solo pedregoso, úmido",NA,NA,NA,"Subarbusto de 70cm; capítulos alvos","HUEM000001509","HUEM000001509","Palmeira","-50.0064010620117","-25.4293994903564","Nakajima, J","2009","35166","auto",NA,"09","25",NA,NA,NA,NA,NA,NA
"67","2020-11-12 16:58:20-03","UEL","FUEL","14033","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Yamamoto, KY; et al.","1036","1981","05","22",NA,"Brasil","Minas Gerais","Campo do Saco",NA,NA,NA,NA,NA,NA,"Poços de Caldas","-46.564722","-21.838889","Fernandes, AC","2012",NA,NA,NA,"02",NA,NA,"-46.564722","-21.838889",NA,NA,NA
"68","2020-11-12 16:58:20-03","UEL","FUEL","32603","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Leitão Filho, HF; et al.","19","1980","08","27",NA,"Brasil","Minas Gerais","Área de campo",NA,NA,NA,NA,NA,NA,"Poços de Caldas","-46.564722","-21.838889","Fernandes, AC","2013",NA,NA,NA,"05",NA,NA,"-46.564722","-21.838889",NA,NA,NA
"69","2019-11-01 14:53:55-03","UnB","UB","122624","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusen ex Malme) R.M.King & H.Rob.",NA,"Goodland, R","3566","1967","07","29","Southern America","Brasil","Minas Gerais","57km south of Uberlândia on highway BR-106",NA,NA,NA,"Semishrub.; Cerrado",NA,NA,"Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:53:20-03","UFU","HUFU","38990","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Oliveira, G.C.","926","2002","06","30",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, 300m da BR 050 na altura do km 50.",NA,NA,NA,"Herbácea, ca. 0,5 m. Clara.; Vereda.","HUFU00046315","HUFU00046315","Uberaba","-48.125278","-19.295556","Nakajima, J.N.","2016",NA,NA,NA,"03",NA,NA,"-48.125278","-19.295556",NA,NA,NA
"71","2019-05-06 11:53:20-03","UFU","HUFU","50960","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.; Ribas, O.S.","6372","2008","04","01",NA,"Brasil","Paraná","Recanto dos Papagaios",NA,NA,NA,"subarbusto, 60 cm, capítulos alvacentos. Campo graminoso.; Campo limpo","HUFU00046317","HUFU00046317","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.","2008","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:53:20-03","UFU","HUFU","57284","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.; Ribas, O.S.","6372","2008","04","01",NA,"Brasil","Paraná","Recanto dos Papagaios",NA,NA,NA,"Subarbusto, 50 cm, capítulos alvacento.; Campo limpo.","HUFU00046318","HUFU00046318","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.","2008","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:53:20-03","UFU","HUFU","65779","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.; Poliquesi, C.B.","7159","2009","03","27",NA,"Brasil","Paraná","Cachoeira da Mariquinha",NA,NA,NA,"subarbusto, 60 cm, capítulos alvacentos. Campo graminoso.","HUFU00046316","HUFU00046316","Ponta Grossa","-50.1618995666504","-25.0949993133545","Barbosa, E.","2010","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-23 13:21:53-03","MN","R-TIPOS","48035b","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Isosyntypus","Dusén, P.K.H.","3938","1904","02","01",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"R000048035b","R000048035b_001","Capão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-23 13:21:53-03","MN","R-TIPOS","48035a","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Isosyntypus","Dusén, P.K.H.","3938","1904","02","01",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"R000048035a","R000048035a_001","Capão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-23 13:21:53-03","MN","R-TIPOS","48035","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Isosyntypus","Dusén, P.K.H.","3938","1904","02","01",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"R000048035","R000048035_001","Capão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 20:38:09-03","UFSC","FLOR","19796","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Silva, J.M.; Hatschbach, G.","506","1988","03","24",NA,"Brasil","Paraná","Rio dos Papagaios.",NA,NA,NA,"sub-lenhoso, flor capítulos alvos, 0,7m altura","FLOR0019796",NA,"Palmeira","-50.0064010620117","-25.4293994903564","Robinson, H.","1988","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-04 15:42:33-03","IF","SPSF","47724","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","((Dusén ex Malme)) R.M.King & H.Rob.",NA,"J.M.Silva & C.B.Poliquesi","7159","2009","03","27","América do Sul","Brasil","PR","Cachoeira da Mariquinha",NA,NA,NA,"COLETA: Subarbusto com 60cm de altura, capítulos alvacentos.; GEOGRAFIA: Campo graminoso.;",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","E.Barbosa","2010","46557","auto","Magnoliopsida","12","29",NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:36:24-03","UFRGS","ICN","186145","S","Plantae","Dicotyledon",NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"Silva, JM; Saridakis, DP; Nunes, MC; Costa, CTA","8513","2014","03","30","América do Sul","Brasil","PR","Ponte dos Arcos","830","830",NA,"Arcusto de 70cm; capítulos alvacentos.; Estepe gramíneo-lenhosa (campo).",NA,NA,"Balsa Nova","-49.6356010437012","-25.5839004516602","Barboza, E","2014","27346","auto",NA,"05","14",NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:36:24-03","UFRGS","ICN","127570","S","Plantae","Dicotyledon",NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M. King & H. Rob.",NA,"Takeda, IJM; Gardingo, JR","s.n.",NA,NA,NA,"América do Sul","Brasil","PR","Fazenda Escola",NA,NA,NA,"Do campo seco e pedregoso. (HUEPG 9745)",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","Grossi, MA","2019","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:00:42-03","IBt","SP","249974","S","Plantae",NA,NA,"Asteraceae","Hatschbachiella","polyclada","Hatschbachiella polyclada","(Dusén ex Malme) R.M.King & H.Rob.",NA,"Hatschbach, G","26637","1971","04","21",NA,"Brasil","Paraná","Rio dos Papagaios",NA,NA,NA,NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-08-16 16:37:22-03","GH","HU-HERB","GH 00007920","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Isosyntype","P. K. H. Dusén","9557","1910","2","26","South America","Brazil","Paraná","Fortabesa, in campo rupestri",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9557",NA,"undetermined"
"83","2010-08-16 16:37:22-03","GH","HU-HERB","GH 00007921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Syntype","P. K. H. Dusén","18010","1916","3","25","South America","Brazil","Paraná","Prope Jaguariahyva opp. in campo rupestri.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18010",NA,"undetermined"
"84","2010-08-16 16:37:22-03","GH","HU-HERB","GH 00007922","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme","Syntype","P. K. H. Dusén","18062","1916","4","1","South America","Brazil","Paraná","Porto Amazonas in campo rupestri.","760",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18062",NA,"undetermined"
"85","2010-08-16 16:37:22-03","GH","HU-HERB","GH 00257096","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Dusén ex Malme",NA,"A. F. C. P. Saint-Hilaire","1597",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1597",NA,"undetermined"
"86","2014-09-23 10:56:52-03","G","G","G00190749","S","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Malme","ISOSYNTYPUS of Eupatorium polycladum Malme","Dusén, P. K. H.","18010","1916","03","25","AMERIQUE DU SUD","Brazil","Paraná",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=156840&base=img&lang=en","G00190749","G00190749",NA,"-51.34944444","-24.65444444","?",NA,NA,NA,NA,NA,NA,NA,"-51.34944444","-24.65444444",NA,NA,NA
"87","2014-09-23 10:56:52-03","G","G","G00190750","S","Plantae",NA,NA,"Asteraceae","Eupatorium","polycladum","Eupatorium polycladum","Malme","ISOSYNTYPUS of Eupatorium polycladum Malme","Dusén, P. K. H.","18010","1916","03","25","AMERIQUE DU SUD","Brazil","Paraná",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=156842&base=img&lang=en","G00190750","G00190750",NA,"-51.34944444","-24.65444444","?",NA,NA,NA,NA,NA,NA,NA,"-51.34944444","-24.65444444",NA,NA,NA
