"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"44","2020-11-13 09:19:54-03","UFRJ","RFA","19577","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Cézio Pereira",NA,"Brasil",NA,NA,"Arbusto de flores amarelas Habitat: Capoeira","RFA16426",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","M.F. Castilhori","897","1978","07","22","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,"2019",NA,NA,"04","02","37987","auto",NA,NA,NA,NA
"45","2020-06-29 11:30:41-03","UFRJ","RFA","17457","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"P. Occhioni",NA,"Brasil",NA,NA,"Arbusto, flor amarelo-vivo.","RFA14554",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","M.F. Castilhori","7916","1976","06","23","Minas Gerais","São Thomé das Letras","Próximo à Caxambu","-44.9852981567383","-21.7222003936768",NA,NA,NA,"2019",NA,NA,"04","02","16076","auto",NA,NA,NA,NA
"46","2020-06-29 11:30:41-03","UFRJ","RFA","7962","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"P. Occhioni",NA,"Brasil",NA,NA,"Árvore pequena de flores alvas","RFA27291",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","M.F. Castilhori","2264","1966","05","20","Rio de Janeiro","Rio de Janeiro","Matas da Urca","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2019",NA,NA,"04","02","57442","auto",NA,NA,NA,NA
"47","2021-04-08 17:40:21-03","EAO","IAN","136975","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","angulata","Senna angulata miscadena",NA,"Belém, RP; Pinheiro, RS","Southern America","Brasil",NA,NA,"Cipó sobre árvore de 10m. Flores amarelas, estames esverdeados.","IAN136975","Dicotiledônea",NA,"miscadena","(Vogel) H.S. Irwin & Barneby","Citado Mem. NYBG. v 35. 1982","2448","1966","06","30","Bahia","Belmonte","Mata costeira.","-38.8828010559082","-15.8631000518799",NA,NA,NA,"2009",NA,NA,"04",NA,"71281","auto",NA,NA,NA,NA
"48","2021-04-08 17:40:21-03","EAO","IAN","14946","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","angulata","Senna angulata",NA,"Oliveira, JE de","Southern America","Brasil",NA,NA,"Arbusto. Flores amarelas.","IAN014946","Dicotiledônea",NA,NA,"(Vogel) H.S. Irwin & Barneby","Nascimento, EAP","s.n.","1941","11","24","Minas Gerais","Belo Horizonte","Sujo. Estação Experimental. Muito frequente.","-43.937801361084","-19.9207992553711","IAN014946 IAN014946_e",NA,NA,"2011",NA,NA,"09","28","17082","auto",NA,NA,NA,NA
"49","2019-10-09 11:17:04-03","UFBA","ALCB","129436","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Souza, JO; Andrade, RS; Landim, MF; Malaquias, EC; Pereira, BV","Southern America","Brasil",NA,NA,"Pétalas amarelas; Mata atlântica","ALCB047046","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Andrade, RS","04","2014","12","02","Sergipe","Indiaroba","Borba da mata.","-37.596667","-11.440278","ALCB047046",NA,NA,"2015","-37.596667","-11.440278","06","18",NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:17:04-03","UFBA","ALCB","76649","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lemos, RP; Thomas, W; Barbosa, MRV; Rodal, M; Agra, F; Carvalho, I; Costa; Silva, M","Southern America","Brasil",NA,NA,"flores amarelas.; pluvial tropical","ALCB027827","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Barbosa, MN","6295","2002","03","15","Alagoas","Murici","Serra do Ouro, caminho para estação da Embratel","-35.849722","-9.253889","ALCB027827",NA,NA,"2003","-35.849722","-9.253889",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:17:04-03","UFBA","ALCB","80399","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lyra-Lemos, RP de; Cavalcante, F; Tributino, L; Souza, S","Southern America","Brasil",NA,NA,"ereto. Frutos imaturos e maduros. Frequente na borda da mata.","ALCB027828","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR","7080","2002","11","07","Alagoas","Pilar","unidade de produção de gás natural/campo Petrobrás, mata do Lamarão","-35.921667","-9.617778","ALCB027828 ALCB027828_1",NA,NA,NA,"-35.921667","-9.617778",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:10:21-03","ESALQ","ESA","37367","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil",NA,NA,"Arbusto com ramos subescandentes; frutos imaturos verdes.","ESA037367","Magnoliophyta",NA,NA,NA,"Kuntz, J.","12099.0","1996","09","01","Minas Gerais","Alto Caparaó.","Parque Nacional do Caparaó. Estrada entre o alojamento e Vale Verde. Mata de altitude.","-41.8683013916016","-20.4333000183105",NA,NA,NA,"2015",NA,NA,"08","26","21645","auto",NA,NA,NA,NA
"53","2021-01-14 15:30:19-03","MN","R","65847","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Ule, E.H.G.",NA,"Brasil",NA,NA,"Museu Nacional 2482.",NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","Bortoluzzi, R.L.C.","s.n.","1892","04",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:30:19-03","MN","R","32672","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Mello Barreto, H.L.",NA,"Brasil",NA,NA,"Jardim Botânico de Belo Horizonte 29645.",NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","Bortoluzzi, R.L.C.","10183","1993","04","11","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"2003",NA,NA,"10",NA,"17082","auto",NA,NA,NA,NA
"55","2021-01-14 15:30:19-03","MN","R","65659","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata var.miscadena",NA,"Mello Filho, L.E.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","1060","1951","02",NA,"Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,"2003",NA,NA,"10",NA,"25964","auto",NA,NA,NA,NA
"56","2021-01-14 15:30:19-03","MN","R","39266","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata var.miscadena",NA,"Vidal, J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","s.n.","1943","03","20","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,"2003",NA,NA,"10",NA,"25964","auto",NA,NA,NA,NA
"57","2021-01-14 15:30:19-03","MN","R","65803","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata var.miscadena",NA,"Sampaio, A.J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","7895","1939","02",NA,"Rio de Janeiro","Campos dos Goytacazes",NA,"-41.3244018554688","-21.7541999816895",NA,NA,NA,"2003",NA,NA,"10",NA,"62761","auto",NA,NA,NA,NA
"58","2021-01-14 15:30:19-03","MN","R","38989","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata var.miscadena",NA,"Vidal, J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","s.n.","1943","05","01","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,"2003",NA,NA,"09",NA,"20726","auto",NA,NA,NA,NA
"59","2021-01-14 15:30:19-03","MN","R","64697","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata var.miscadena",NA,"Vieira, M.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","99","1937","06","09","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,"2003",NA,NA,"10",NA,"36524","auto",NA,NA,NA,NA
"60","2021-01-14 15:30:19-03","MN","R","221242","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Braga, H.N.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"164","1999","04","18","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA
"61","2014-08-08 13:03:05-03","UNICAP","HUCPE","176","S","Plantae","Caesalpiniaceae","Senna","angulata","Senna angulata",NA,"Ramalho, F. .B.",NA,"Brasil",NA,NA,"Árvore com mais ou menos 4 m de altura. Flores amarelas, sem perfume.",NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"165","1973","03","23","Bahia","Casa Nova","Fazenda Lagoa Nova.","-40.933546","-9.168873",NA,NA,NA,NA,"-40.933546","-9.168873",NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-10-27 19:15:12-02","UNICAP","HUCPE","218","S","Plantae","Caesalpiniaceae","Senna","angulata","Senna angulata",NA,"Lima, D. .P.",NA,"Brasil",NA,NA,"Árvore de pequeno porte com mais ou menos 4 m de altura por 4 cm de diâmetro. Flores amarelas não apresentando quase perfume. Madeira mole.",NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","E. Tavares","13108","1973","04","07","Bahia","Campo Formoso","Matas da Fazenda Lagoa do Porco.","-40.312402","-10.511218",NA,NA,NA,"1973","-40.312402","-10.511218","09",NA,NA,NA,NA,NA,NA,NA
"63","2014-09-04 12:55:53-03","UNICAP","HUCPE","554","S","Plantae","Caesalpiniaceae","Senna","angulata","Senna angulata",NA,"Ramalho, F. .B.",NA,"Brasil",NA,NA,"Árvorete com mais ou menos 3 m de altura, flores amarelas, perfume agradável.",NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","E. Tavares","449","1976","05","14","Maranhão","Barra do Corda","Fazenda Mucunã.","-45.231171","-5.49825",NA,NA,NA,"1976","-45.231171","-5.49825","01","01",NA,NA,NA,NA,NA,NA
"64","2019-07-26 11:40:11-03","IPA","IPA","1662","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Magalhães, L.","Southern America","Brasil",NA,NA,"Arbusto ecandente, flor amarela; fruto maduro amarelado","IPA0001662","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade-Lima","1662","1950","04","09","Pernambuco",NA,"Moxotó, areiais próximo Serra Negra",NA,NA,NA,NA,NA,"1956",NA,NA,"03","29",NA,NA,NA,NA,NA,NA
"65","2019-02-22 11:44:43-03","IPA","IPA","23064","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Harley, R.M.","Southern America","Brasil",NA,NA,"Tree to ca. 4m. Petals pale yellow","IPA0023064","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Barneby, R.","17516","1974","03","30","Bahia",NA,"Coastal zone, ca. 5km SW of Itacaré. On side road south from the main Itacaré-Ubaitaba road. South of the mouth of the Rio de Contas. High Coastal evergreen forest on heavy loam","-39.05","-14.333333",NA,"100","100",NA,"-39.05","-14.333333",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-07-26 11:40:11-03","IPA","IPA","39794","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Claussen","Southern America","Brasil",NA,NA,NA,"IPA0039794","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"39794",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-02-22 11:44:43-03","IPA","IPA","76084","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Lima, D.P.","Southern America","Brasil",NA,NA,"Árvore, com aproximadamente 4m alt. por mais ou menos 4cm de diâmetro, sem latex e sem resina. Flores amarelas, sem perfume.","IPA0076084","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Tavares, E.J.","13108","1973","04","07","Bahia","Campo Formoso","Fazenda Lagoa de Porco","-40.271389","-10.5075",NA,NA,NA,"1973","-40.271389","-10.5075","06",NA,NA,NA,NA,NA,NA,NA
"68","2019-02-22 11:44:43-03","IPA","IPA","12127","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Mello-Barreto","Southern America","Brasil",NA,NA,"Arbusto 2m, flor amarela. Muito frequênte","IPA0012127","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Mello-Barreto","10183","1939","04","11","Minas Gerais","Belo Horizonte","Estação Experimental. Sujo","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"69","2019-02-22 11:44:43-03","IPA","IPA","12083","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Andrade-Lima","Southern America","Brasil",NA,NA,NA,"IPA0012083","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"59-3407","1959","11","14","Pernambuco","Camocim de São Félix",NA,"-35.7619018554688","-8.35861015319824",NA,NA,NA,NA,NA,NA,NA,NA,"7991","auto",NA,NA,NA,NA
"70","2019-02-22 11:44:43-03","IPA","IPA","16748","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Pontual, I.","Southern America","Brasil",NA,NA,"Arbusto ca. 1m de altura; flores amarelas","IPA0016748","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade-Lima","731","1968","02","25","Bahia","Juazeiro","Margem da estrada para Barrinha","-40.4986000061035","-9.41166973114014",NA,NA,NA,"1968",NA,NA,"02","29","76509","auto",NA,NA,NA,NA
"71","2019-07-26 11:40:11-03","IPA","IPA","39793","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Sellow","Southern America","Brasil",NA,NA,NA,"IPA0039793","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"39793",NA,NA,NA,"Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","IPA0039793",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"72","2019-02-22 11:44:43-03","IPA","IPA","39795","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Spruce","Southern America","Brasil",NA,NA,NA,"IPA0039795","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"916",NA,NA,NA,"Pará","Santarém",NA,"-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA
"73","2019-02-22 11:44:43-03","IPA","IPA","2333","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Pickel, B.","Southern America","Brasil",NA,NA,NA,"IPA0002333","Plantae",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade-Lima","3523","1934","02","16","Pernambuco","Poção","Fazenda","-36.7050018310547","-8.1863899230957",NA,NA,NA,"1956",NA,NA,"02","24","14676","auto",NA,NA,NA,NA
"74","2020-12-20 21:17:46-03","UFV","VIC","45574","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lima, H.C. de; et al.",NA,"Brasil",NA,NA,"Arbusto escandente ,ramos flexuosos, flores amarelo esverdeados, ocasional,material para DNA","VIC045574",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"6555","2007","03","13","Rio de Janeiro","Miguel pereira","Vera Cruz","-43.4688987731934","-22.4538993835449","VIC045574",NA,NA,NA,NA,NA,NA,NA,"25640","auto",NA,NA,NA,NA
"75","2020-12-20 21:17:46-03","UFV","VIC","45573","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Spada, J.",NA,"Brasil",NA,NA,"Crescendo em mata de tabuleiro, vegetal de flor amarela e botão floral verde claro.","VIC045573",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"229","1973","03","27","Espírito Santo","Linhares","Reserva Florestal de Linhares","-40.0722007751465","-19.3910999298096","VIC045573",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"76","2020-12-20 21:17:46-03","UFV","VIC","328","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Mexia, Y.",NA,"Brasil",NA,NA,NA,"VIC000328",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","Malme","4559","1931","01","07","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","VIC000328",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"77","2020-12-20 21:17:46-03","UFV","VIC","45572","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lima, H.C. de; et al.",NA,"Brasil",NA,NA,"Escandente de ramos sarmentosos, flores de brácteas e cálice amarelo esverdeado, corola e estames amarelos,frutos jovens esverdeados, ocasional.; Restinga arbórea densa","VIC045572",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"2844","1987","05","04","Rio de Janeiro","Maricá","São José do Imbassal estrada para paixão.","-42.8185997009277","-22.9193992614746","VIC045572",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA
"78","2020-12-20 21:17:46-03","UFV","VIC","45576","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Sylvestre, L.S.; et al.",NA,"Brasil",NA,NA,"Flores amarelas","VIC045576",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"192","1989","03","29","Rio de Janeiro","Nova Friburgo","Estrada de São Lourenço","-42.5311012268066","-22.2819004058838","VIC045576",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"79","2020-12-20 21:17:46-03","UFV","VIC","45575","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lima, H.C. de; Lewis, G.P.",NA,"Brasil",NA,NA,"Restinga, arbórea de solo arenoso,, sarmentoso ate cipó,( sobre árvore de 7 m de altura) ramos de sistema vascular tipico de plantas trepadeiras, flores de cálice e brácteas amarelo esverdeado e gineceu esverdeado,frutos jovens esverd","VIC045575",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"2832","1987","04","25","Rio de Janeiro","Saquarema.","Praia de itaúnas","-42.5102996826172","-22.9200000762939","VIC045575",NA,NA,NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA
"80","2021-03-24 17:09:10-03","UFES","SAMES","2538","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Fink,M.G.S.; Rozário,E.M.;Coelho,R.;Ribeiro,M.",NA,"Brasil",NA,NA,"Trepadeira, fruto em forma de legume, verde claro.","SAMES02538",NA,NA,NA,"(Vogel)H.S.Irwin&Barneby","Ribeiro,M.","45","2011","07","13","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta de tabuleiro, KM 4.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"2011","-398050000.0","-182625000.0",NA,NA,"41644","auto",NA,NA,NA,NA
"81","2021-03-24 17:09:10-03","UFES","SAMES","2540","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Faria,M.B.; Martins,R.F.A.;Moreira,M.A.;Monteiro,M.M.",NA,"Brasil",NA,NA,"Planta de 1m com flores amarelas e estames em forma de foice.","SAMES02540",NA,NA,NA,"(Vogel)H.S.Irwin&Barneby","Ribeiro,M.","143","2008","03","29","Espírito Santo","São Mateus","Guriri. Vegetação de restinga, próximo ao loteamento #?#Mar Aberto#?#.","-39.8588981628418","-18.716100692749",NA,NA,NA,"2010","-397597222.0","-187438889.0","11","05","56510","auto",NA,NA,NA,NA
"82","2021-03-24 17:09:10-03","UFES","SAMES","2539","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Giaretta,A.O.; Pereira,O.J.;Menezes,L.F.T.;Martins,R.F.A.",NA,"Brasil",NA,NA,"Arbusto de 3m de altura com flores amarelas e sépalas verdes.","SAMES02539",NA,NA,NA,"(Vogel)H.S.Irwin&Barneby","Rossini,J.","27","2007","03","29","Espírito Santo","Linhares","Degredo. Vegetação de restinga. Mata de cordão arenoso, não inundável. Sítio do chiquinho, Fazenda Ralph.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2010",NA,NA,"11","09","48094","auto",NA,NA,NA,NA
"83","2021-03-24 17:09:10-03","UFES","SAMES","2537","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Ribeiro,R.D.; Sá,C.C.;Menezes,L.F.T.;Giaretta,A.O.",NA,"Brasil",NA,NA,"Arbusto escandente alcançando 3 metros de altura, planta semi-lenhosa. Folhas discolores. Flores amarelo claro.","SAMES02537",NA,NA,NA,"(Vogel)H.S.Irwin&Barneby",NA,"787","2007","03","13","Espírito Santo","São Mateus","Guriri. Restinga arbustiva/arbórea.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"-397597222.0","-187438889.0",NA,NA,"56510","auto",NA,NA,NA,NA
"84","2019-11-21 14:37:07-03","UFJF","CESJ","2294","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"L. Roth","América do Sul","Brasil",NA,NA,"Arbusto de capoeira (1-2m). Flores amarelas.","CESJ002294","Angiosperma",NA,NA,"(Vogel) H.S.Irwin & Barneby","L. Roth","CESJ2294","1955","02","10","Minas Gerais","Betim/Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:37:07-03","UFJF","CESJ","10490","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"L. Krieger","América do Sul","Brasil",NA,NA,"Arbusto sarmentoso. Flores amarelo-vivo. Restinga (mata).","CESJ010490","Angiosperma",NA,NA,"(Vogel) H.S.Irwin & Barneby","L.G. Rosignoli-Oliveira","CESJ10490","1971","04","07","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,"2016",NA,NA,"06","07","17620","auto",NA,NA,NA,NA
"86","2019-11-27 13:49:19-03","UFS","ASE","32859","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Andrade, RS; Landim, MF; Malaquias, EC; Nunes, SS; Pereira, BV; Souza, JO","Southern America","Brasil",NA,NA,"Arvoreta. Ca. 1m. Flores amarelas. Botões amarelo esverdeados.; Mata Atlântica.","ASE0004710","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade, RS","37","2014","11","25","Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","-37.344713","-11.304369","ASE0004710",NA,NA,"2015","-37.344713","-11.304369","06","18",NA,NA,NA,NA,NA,NA
"87","2019-11-27 13:49:19-03","UFS","ASE","1520","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Viana, G","Southern America","Brasil",NA,NA,"subarbusto. folhas compostas e alternas, flores amarelas.; subarbusto. folhas compostas e alternas, flores amarelas.; Cerrado (solo arenoso)","ASE0013589","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","177","1981","10","06","Sergipe","São Cristóvão","Pov. Feijão","-37.206389","-11.014722","ASE0013589",NA,NA,"2015","-37.206389","-11.014722","08",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:49:19-03","UFS","ASE","12375","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Silva, AC; D#?#Avila, HM","Southern America","Brasil",NA,NA,"Inflorescência racemosa. Flor amarela.; Inflorescência racemosa. Flor amarela.","ASE0010689","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"167","2008","10","22","Sergipe","Capela","Refugio de Vida Silvestre Mata do Junco","-37.0309","-10.3012","ASE0010689",NA,NA,NA,"-37.0309","-10.3012",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-27 13:49:19-03","UFS","ASE","1594","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Carneiro, EM","Southern America","Brasil",NA,NA,"trepadeira. flores amarelas, folhas alternas e compostas.; trepadeira. flores amarelas, folhas alternas e compostas.; Apicum de mangue","ASE0013644","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","136","1981","10","20","Sergipe","Pirambu","a margem do rio Sergipe","-36.855833","-10.737778","ASE0013644",NA,NA,"2015","-36.855833","-10.737778","08",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-27 13:49:19-03","UFS","ASE","1631","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Silva, GN","Southern America","Brasil",NA,NA,"Cerrado devastado.","ASE0026858","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","36","1981","10","30","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722","ASE0026858","47","47","2015","-37.206389","-11.014722","08",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-27 13:49:19-03","UFS","ASE","181","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Fonseca, MR","Southern America","Brasil",NA,NA,"Mata de cipó.","ASE0026882","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","ASE181","1974","11","19","Sergipe","Capela",NA,"-37.0525","-10.503333","ASE0026882","162","162","2015","-37.0525","-10.503333","08",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-27 13:49:19-03","UFS","ASE","19378","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Calazans, C; Oliveira, A; Tavares, M; Santana, R; Almeida, E","Southern America","Brasil",NA,NA,NA,"ASE0025811","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Mota, MCS","328","2009","12","15","Sergipe","Estância","Povoado Fonte Nova, Nascente 1.","-37.491667","-11.172222","ASE0025811",NA,NA,"2010","-37.491667","-11.172222","11","08",NA,NA,NA,NA,NA,NA
