"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"140","2015-09-04 02:45:28-03","MNHN","RECOLNAT_MNHN_P","P00684205","PreservedSpecimen",NA,"Fabaceae","Senna","angulata","Senna angulata",NA,"Saint-Hilaire, A. de",NA,"Brésil","hb",NA,". . Voyage d´ Auguste de Saint-Hilaire, de 1816 á 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00684205' target='other'> <mi>dwc_moreinfo</mi></a>","P00684205",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,NA,"1816","1","1","Minas Gerais",NA,"Brésil, province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P00684205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c 1326",NA,NA,NA
"141","2015-10-03 21:56:07-03","MNHN","RECOLNAT_MNHN_P","P00798389","PreservedSpecimen",NA,"Fabaceae","Senna","angulata","Senna angulata","isotype","Sellow, F.",NA,"Brasilia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798389' target='other'> <mi>dwc_moreinfo</mi></a>","P00798389",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,"S.loc.",NA,NA,"P00798389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-09-04 02:45:27-03","MNHN","RECOLNAT_MNHN_P","P02769568","PreservedSpecimen",NA,"Fabaceae","Senna","angulata","Senna angulata",NA,"Gaudichaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02769568' target='other'> <mi>dwc_moreinfo</mi></a>","P02769568",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,NA,"1831","1","1","Rio de Janeiro",NA,NA,NA,NA,"P02769568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"881",NA,NA,NA
"143","2020-12-11 11:36:27-03","UFMG","BHCB","131768","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Souza, DT; Giorni, VT","Southern America","Brasil",NA,NA,"Floresta Estacional Semidecidual em regeneração inicial; formações de campos rupestres sobre quartzito e canga. Arbusto. Flores com pétalas amarelas",NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"794","2009","06","10","Minas Gerais","Brumadinho","Área adjacente à Serra da Moeda, área da mineradora Ferrous, lado direito do BR 040, sentido Belo Horizonte-Rio de Janeiro","-44.000278","-20.166111",NA,"938","938",NA,"-44.000278","-20.166111",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-11 11:36:27-03","UFMG","BHCB","132362","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Moreira, NC; Gomes, F; Moreira, B","Southern America","Brasil",NA,NA,"Herbácea; flor amarela.; beira de estrada;","BHCB045842","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"51","2009","05","02","Minas Gerais","Ribeirão das Neves","Lote do Sr. Otávio","-44.053333","-19.831944",NA,"878","878","2018","-44.053333","-19.831944","04",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-11 11:36:27-03","UFMG","BHCB","133964","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Carmo, FF","Southern America","Brasil",NA,NA,"Granito: depressões","BHCB045841","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"4968","2009","04","22","Minas Gerais","Moeda","Marinho da Serra, GR1","-43.958611","-20.33",NA,"1135","1135","2018","-43.958611","-20.33","04",NA,NA,NA,NA,NA,NA,NA
"146","2020-12-11 11:36:27-03","UFMG","BHCB","64684","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Silva, AF; Andrade, EA; Alves, TMA; Souza, CP","Southern America","Brasil",NA,NA,"VOUCHER.",NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"121","2001","05","18","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.9725","-19.874444",NA,NA,NA,NA,"-43.9725","-19.874444",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:36:27-03","UFMG","BHCB","99460","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Salino, A; Melo, PHA de; Andrade, LE","Southern America","Brasil",NA,NA,"Arbusto escandente, flores amarelas; Na borda de mata, fragmento de floresta estacional semidecidual montana","BHCB045807","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"10415","2005","04","26","Minas Gerais","Nova Lima","RPPN Mata Samuel de Paula","-43.863353","-20.001256",NA,"900","900","2018","-43.863353","-20.001256",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-11 11:36:27-03","UFMG","BHCB","29644","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lombardi, JA; Temponi, LG","Southern America","Brasil",NA,NA,"Liana, folhas herbáceas, frutos maduros castanhos, abertos, sementes negras e pegajosas; Capoeira","BHCB031650","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"917","1995","08","10","Minas Gerais","Belo Horizonte","Campus da UFMG, Próximo à prefeitura","-43.937801361084","-19.9207992553711",NA,NA,NA,"1996",NA,NA,"09",NA,"17082","auto",NA,NA,NA,NA
"149","2020-12-11 11:36:27-03","UFMG","BHCB","6315","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Andrade, PM de; et al.","Southern America","Brasil",NA,NA,"Mata atlântica;escandente;fruto verde;",NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"294","1984","07","23","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"150","2020-12-11 11:36:27-03","UFMG","BHCB","6317","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lopes, MA; Andrade, PM de","Southern America","Brasil",NA,NA,"Escandente;flores amarelas; Mata atlântica","BHCB031649","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"379","1984","04","26","Minas Gerais","Caratinga","Estação Biológica de Caratinga., Matão","-42.1391983032227","-19.7896995544434",NA,NA,NA,"1995",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"151","2020-12-11 11:36:27-03","UFMG","BHCB","27245","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"s.n.",NA,NA,NA,"Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"152","2020-12-11 11:36:27-03","UFMG","BHCB","23070","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Santos, EM","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"s.n.","1990","05","16","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"153","2020-12-11 11:36:27-03","UFMG","BHCB","96790","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Echternacht, LA; Dornas, T","Southern America","Brasil",NA,NA,"Arbustiva (1,5m) em campo aberto. Pétalas amarelas, frutos verdes.","BHCB045806","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"409","2004","05","17","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,"2018",NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA
"154","2020-12-11 11:36:27-03","UFMG","BHCB","19160","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Mendonça Filho, CV; Lima, HC de; Andrade, PM de","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"156","1991","03","23","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"155","2020-12-11 11:36:27-03","UFMG","BHCB","881","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"s.n.",NA,NA,NA,"Minas Gerais","Belo Horizonte","Instituto Agronômico.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"156","2020-12-11 11:36:27-03","UFMG","BHCB","173558","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Torres, RB; Borges, TS","Southern America","Brasil",NA,NA,"Arvoreta 3,5m, flores cálice verde, corola e filetes amarelos, anteras marrons.","BHCB018473","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"1046","1999","12","21","Minas Gerais","Camanducaia","Mata do Altair","-46.1446990966797","-22.7553005218506",NA,NA,NA,"2003",NA,NA,"02",NA,"22140","auto",NA,NA,NA,NA
"157","2020-12-11 11:36:27-03","UFMG","BHCB","4545","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Krieger, PL","Southern America","Brasil",NA,NA,"Arbusto sarmentoso. Fl. Amarelo-vivo",NA,"Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"10490","1971","04","07","Rio de Janeiro","Rio das Ostras","Restinga (mata)","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA
"158","2010-08-24 09:46:00-03","MO","MOBOT","3254911","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"Sellow 9306","1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2012-05-01 09:19:00-03","MO","MOBOT","3255095","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Louis O. Williams","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"Williams 6489","1945","3","25","Minas Gerais",NA,"In campo, Morro das Pedras, Mun. of Belo Horizonte.",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2015-08-13 05:50:00-03","MO","MOBOT","3255312","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Howard S. Irwin|R.M. Harley|Eunice Onishi","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby","H.S. Irwin & R.C. Barneby","Irwin 30520","1971","1","16",NA,NA,"Wooded middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, near Br-31.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2011-06-27 08:43:00-03","MO","MOBOT","3255488","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"Sellow 27996","1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2011-02-18 15:11:00-02","MO","MOBOT","3256679","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Apparicio P. Duarte","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"Duarte 8975","1965","2","25","Rio de Janeiro",NA,"Estado do Espirito Santo, entre Santo, entre Sao Matheus e Nova Venecia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2008-05-27 22:02:00-03","MO","MOBOT","3257047","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lima","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"Lima 2832","1987","4","25","Rio de Janeiro",NA,"Mun. Saquarema, Praia de Itaunas. Restinga. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-06-22 14:18:07-03","UNESP-IBILCE","SJRP","04650","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Louis O. Williams","América do Sul","Brasil",NA,NA,"No campo;",NA,"Tracheophyta","Fabales",NA,"(Vogel) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,"Minas Gerais","Santa Luzia","entre Venda Nova e Vespasiano","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,"Magnoliopsida",NA,NA
"165","2015-05-20 10:35:12-03","UFERSA","MOSS","9534","S","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"Lyra-Lemos, R.P. de","América do Sul","Brasil",NA,NA,"arbusto, ereto; coletado na mata atlântica; frequente na borda da mata; frutos imaturos e maduros.HABITAT:Mata Atlântica;",NA,NA,NA,NA,"(Vogel) H. S. Irwin & Barneby",NA,"7080","2002","11","07","Alagoas","Pilar","Unidade de Produção de Gás Natural/Campo Petrobrás, mata do Lamarão.","-35.921667","-9.616667",NA,NA,NA,NA,"35W55'18","9S37'00",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","10417",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"L. Kollmann; E. Bausen & W. Pizziolo",NA,"Brasil",NA,NA,"Trepadeira. Flores amarelas.","MBML010417",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Robson D. Ribeiro/25-08-2009","2412","1999","04","06","Espírito Santo","Santa Teresa","Estrada de Alto Tabocas","-40.6002998352051","-19.9356002807617","MBML010417",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"167","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","20028",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"R.R. Vervloet; et al",NA,"Brasil",NA,NA,"Trepadeira, flores a 4m do solo, de cor amarela, frutos jovens de cor verde, baixada, capoeira, dossel 8m.","MBML020028",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Robson D. Ribeiro/02-12-2009","1949","2003","03","11","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","MBML020028",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","20346",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"R.R. Vervloet; et al",NA,"Brasil",NA,NA,"Trepadeira, flores a 6m do solo, de cor amarela, meia encosta, dossel 9m.","MBML020346",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Robson D. Ribeiro/25-08-2009","2225","2003","04","10","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","MBML020346",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","29958",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.",NA,"Brasil",NA,NA,"Escandente botões florais, flores amarelas. Borda de mata.","MBML029958",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Robson D. Ribeiro/25-08-2009","3740","2007","04","24","Espírito Santo","Governador Lindenberg","Morelo, propr.: Fernando Nicolli (mata próximo da sede)","-40.459722","-19.139444","MBML029958","150","150",NA,"40W27'35","19S8'22",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","47740",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana",NA,"Brasil",NA,NA,"Arbusto escandente, sobre árvore de 7m alt., flores com cálice amarelo-esverdeado e corola amarela, estames amarelados e gineceu esverdeado. Ocasional na floresta baixa no entorno de afloramento. Material DNA","MBML047740",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","A. Gibau/19-03-2019","7630","2013","03","14","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre. Vegetação rupestre","-40.876667","-19.231222","MBML047740","750","750",NA,"40W52'36","19S13'52,4",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","21021",NA,"Plantae","Leguminosae Caesalpinoideae","Senna","angulata","Senna angulata",NA,"C. N. de Fraga; et al",NA,"Brasil",NA,NA,"Trepadeira em sub-bosque de mata, flores amarelas.","MBML021021",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","A. Gibau/19-03-2019","972","2003","03","07","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167","MBML021021",NA,NA,NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-06-10 10:10:44-03","FZB-BH","BHZB","6715","S","Plantae","Fabaceae - Caesalpinioideae","Senna","angulata","Senna angulata",NA,"Ordones, J. et al.",NA,"Brasil",NA,NA,"Nº 404. Doação de duplicata para Herbário HUEFS em agosto 2013.",NA,NA,NA,NA,NA,"G.C.Machado & A.Massensini Jr., L.P.Queiroz","1357","2008","04","09","MG","Belo Horizonte","FZBBH/ Camelo","-43.937801361084","-19.9207992553711",NA,NA,NA,"2014",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"173","2019-06-10 10:10:44-03","FZB-BH","BHZB","1923","S","Plantae","Fabaceae - Caesalpinioideae","Senna","angulata var. angulata","Senna angulata var. angulata",NA,"Mendonça Filho, C.V.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"C.V. Mendonça Filho","336","1997","05","15","MG","Belo Horizonte","FZBBH/ Setor Extra - mata do pau d'óleo","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"174","2021-01-26 13:55:02-03","IMA","MAC","24575","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"M.N.Rodrigues; R.P.Lyra-Lemos",NA,"Brasil",NA,NA,"Trepadeira solo bem drenado. Flores amarelas; Mata degradada.","MAC0024575",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","872","1982","03","08","Alagoas","Barra de Santo Antônio","Fazenda Santa Rosa, mata degradada rodeada pela plantação de cana-de-açúca.","-35.5071983337402","-9.40472030639648",NA,NA,NA,"2007",NA,NA,NA,NA,"19748","auto",NA,NA,NA,NA
"175","2021-01-26 13:55:02-03","IMA","MAC","13587","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.P.Lyra-Lemos; E.M.Duarte",NA,"Brasil",NA,NA,"Árvore com ca. de 2m de altura. Flores amarelas, estames cremes.; Restinga.","MAC0013587",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","5505","2001","02","13","Alagoas","Barra de São Miguel",NA,"-35.9077987670898","-9.84000015258789",NA,NA,NA,"2007",NA,NA,NA,NA,"13333","auto",NA,NA,NA,NA
"176","2021-01-26 13:55:02-03","IMA","MAC","37792","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Chagas-Mota; E.Gonçalves; N.Ramos",NA,"Brasil",NA,NA,"Arbusto ca. 1m de altura. Estéril.; Mata Pluvial Atlântica.","MAC0037792",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","E.C.O.Chagas","2507","2009","03","28","Alagoas","Boca da Mata","Fazenda Daniel.","-36.2202987670898","-9.64138984680176",NA,NA,NA,"2009",NA,NA,"03","28","17145","auto",NA,NA,NA,NA
"177","2021-01-26 13:55:02-03","IMA","MAC","6828","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"G.L.Esteves; et al.",NA,"Brasil",NA,NA,"Arbusto.; Mata Atlântica.","MAC0006828",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","1673","1986","03","05","Alagoas","Colônia Leopoldina","Serra do Livramento, Mata do Tamanduá.","-35.7249984741211","-8.90888977050781",NA,NA,NA,"2007",NA,NA,NA,NA,"21331","auto",NA,NA,NA,NA
"178","2021-01-26 13:55:02-03","IMA","MAC","9884","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.P.Lyra-Lemos; et al.",NA,"Brasil",NA,NA,"Árvore com ca. de 4m de altura. Flores amarelas.; Mata Atlântica.","MAC0009884",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","4002","1998","11","26","Alagoas","Marechal Deodoro","Dunas de Cavalo Russo.","-35.8950004577637","-9.710280418396",NA,NA,NA,"2007",NA,NA,NA,NA,"15565","auto",NA,NA,NA,NA
"179","2021-01-26 13:55:02-03","IMA","MAC","6906","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"G.L.Esteves; et al.",NA,"Brasil",NA,NA,"Arbusto.; Capoeira de Caatinga.","MAC0006906",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","2082","1981","08","27","Alagoas","Santana do Ipanema","Br. 316 em direção a Dois Riachos.","-37.2453002929688","-9.37833023071289",NA,NA,NA,"2007",NA,NA,NA,NA,"22938","auto",NA,NA,NA,NA
"180","2021-01-26 13:55:02-03","IMA","MAC","23618","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"M.N.Rodrigues; G.B.Araujo; S.Araújo",NA,"Brasil",NA,NA,"Subarbusto ca. de 70 cm. Flores amarelas. Frutos verdes.; Mata Atlântica.","MAC0023618",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","1863","2005","10","20","Alagoas","São Miguel dos Campos","AL - 101 Sul.","-36.0936012268066","-9.78110980987549",NA,NA,NA,"2007",NA,NA,NA,NA,"30539","auto",NA,NA,NA,NA
"181","2021-01-26 13:55:02-03","IMA","MAC","47813","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"D.G.Oliveira; E.S.Almeida",NA,"Brasil",NA,NA,"Árvore ca. 6,93 m de altura.; Mata Atlântica.","MAC0047813",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","J.P.Santos","s.n.","2009","12","14","Sergipe","Salgado","Povoado Grilo.","-37.478278","-11.238",NA,NA,NA,"2018","-37.478278","-11.238","03","20",NA,NA,NA,NA,NA,NA
"182","2021-01-26 13:55:02-03","IMA","MAC","4333","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"M.N.Rodrigues; et al.",NA,"Brasil",NA,NA,"Árvore. Flores amarelas.; Restinga.","MAC0004333",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","M.R.Santos","867","1981","08","25","Alagoas","São Miguel dos Campos","3 km depois do entroncamento da AL-101 com AL-201.","-36.923358","-9.783111",NA,NA,NA,"2007","-36.923358","-9.783111","07","30",NA,NA,NA,NA,NA,NA
"183","2021-01-26 13:55:02-03","IMA","MAC","15202","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.P.Lyra-Lemos",NA,"Brasil",NA,NA,"Arvoreta planta com ramos decumbentes. Flores amarelas. Frutos imaturos.; Mata Atlântica.","MAC0015202",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, MR dos","6509","2002","04","06","Alagoas","Pilar","BR101, entre canavial, primeiro ponto no fim da mata, próximo à lagoa, borda da mata.","-35.9225","-9.601667",NA,NA,NA,"2007","-35.9225","-9.601667",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-01-26 13:55:02-03","IMA","MAC","1130","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.P.Lyra-Lemos",NA,"Brasil",NA,NA,"Arbusto. Flores amarelas.; Mata Atlântica.","MAC0001130",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","M.R.Santos","110","1980","07","15","Alagoas","São Miguel dos Campos","Fazenda Pau brasil, Km 127 da Br - 101.","-35.797425","-9.6375",NA,NA,NA,"2007","-35.797425","-9.6375","07","25",NA,NA,NA,NA,NA,NA
"185","2021-01-26 13:55:02-03","IMA","MAC","24901","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"R.P.Lyra-Lemos; P.A.F.Rios",NA,"Brasil",NA,NA,"Arbusto com ramos decumbentes. Flores amarelo-claro.; Mata Atlântica.","MAC0024901",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,"9550","2006","05","05","Alagoas","Paripueira","Sítio Laranjeiras.","-35.620556","-9.443611",NA,NA,NA,NA,"-35.620556","-9.443611",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-01-26 13:55:02-03","IMA","MAC","38448","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Chagas-Mota; L.M.Leão",NA,"Brasil",NA,NA,"Árvore ca. 4 m de altura. Estéril.; Caatinga.","MAC0038448",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","J.P.Santos","3160","2009","04","24","Alagoas","Água Branca","Morro do Craunã.","-37.887547","-9.264861",NA,NA,NA,"2018","-37.887547","-9.264861","03","20",NA,NA,NA,NA,NA,NA
"187","2021-01-26 13:55:02-03","IMA","MAC","44658","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Chagas-Mota",NA,"Brasil",NA,NA,"Arbusto escandente ca. 8 m de altura. Flores amarelo-alaranjadas. Frutos verdes.; Mata Atlântica.","MAC0044658",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","J.P.Santos","6162","2009","10","17","Alagoas","Maribondo","Sítio Santa Rosa.","-36.304056","-9.580864",NA,NA,NA,"2018","-36.304056","-9.580864","03","20",NA,NA,NA,NA,NA,NA
