"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"47","2014-02-25 05:40:00-03","MO","MOBOT","3314250","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","A. Smith","Ángel Fernández","Fernández 5423","1989","4",NA,"South America","Venezuela","Bolívar",NA,"Municipio Cedeno Serrania de Maigualida, Montañas, graniticas, 20 km al E de San José de Kayamá, 45 km al N de Cerro Impacto.","-65.03333","6.31666","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-06-29 10:10:00-03","MO","MOBOT","3314362","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","J. Mickel","Julian A. Steyermark","Steyermark 107347","1973","5","4","South America","Venezuela","Bolívar",NA,"Sierra Pakaraima: Cabeceras del Rio Paragua. A lo largo de la frontera Venezolana-Brasilera, frontera Nº 15.",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","8555","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","J. Mickel","Ronald L. Liesner|Bruce K. Holst","Liesner 21738","1987","3","7","South America","Venezuela","Amazonas",NA,"ATURES Along stream on plateau north of unnamed 1760 m peak, 9 km NW of settlement of Yutaje, 4 km W of Río Coro-Coro, W of Serranía de Yutaje. Forested area.","-66.16666","5.68333","1050.00000000",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"87-22","3",NA
"50","2012-10-19 08:59:00-03","MO","MOBOT","100331837","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","M.A. Kieling-Rubio","Alexander C. Brade","Brade 19159","1948","8","6","South America","Brazil","Espírito Santo","Castelo","Braco do Sul.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,"1",NA
"51","2017-04-12 15:58:46-03","F","FMNH-PTERIDOPHYTES","C0647306F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"J. A. Steyermark","75064","1953","4","17","South America","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,"C0647306F","C0647306F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida"
"52","2017-04-12 15:00:22-03","F","FMNH-PTERIDOPHYTES","C0647307F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"J. A. Steyermark","107347","1973","5","4","South America","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,"C0647307F","C0647307F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida"
"53","2017-04-12 14:50:54-03","F","FMNH-PTERIDOPHYTES","C0647309F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"J. A. Steyermark","1206","1955","3","1","South America","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,"C0647309F","C0647309F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida"
"54","2017-04-12 15:58:47-03","F","FMNH-PTERIDOPHYTES","C0647310F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"J. A. Steyermark","75064","1953","4","17","South America","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,"C0647310F","C0647310F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida"
"55","2020-09-12 05:00:02-03","US","US","3299965","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","J. A. Steyermark","75656","1953","6","5","South America - Neotropics","Venezuela","Bolívar",NA,"Chimantá-tepuí (Torono-tepuí), Bluff Camp",NA,NA,"1600",NA,NA,"US00798921",NA,"1700",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"56","2020-09-12 05:00:02-03","US","US","3297510","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","J. A. Steyermark, G. C. K. Dunsterville & E. Dunsterville","92323","1963","12","28","South America - Neotropics","Venezuela","Bolívar",NA,"Cerro Venamo, Río Venamo, cerca de los limites con Guayana Inglesa","-61.4","5.93","950",NA,NA,"US00798919",NA,"1400",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"57","2020-09-12 05:00:02-03","US","US","2695971","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","J. A. Steyermark, V. Carreño E. & C. Brewer-Carias","109084","1974","2","12","South America - Neotropics","Venezuela","Bolívar",NA,"Meseta del Jaua: Cerro Sarisariñama: summit, porción Nor-este, Sima Mayor","-64.22","4.69","700",NA,NA,"US00798922",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"58","2020-09-12 05:00:02-03","US","US","3594208","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"H. van der Werff, B. Gray & W. Quizhpe","21991","2006","11","7","South America - Neotropics","Ecuador","Zamora-Chinchipe",NA,"Nangaritza, Cordillera del Condor region, in the upper Rio Nangaritza valley. Hill acrross the lodge outside Las Orquideas","-78.6806","-4.2575","1200",NA,NA,"US01566032",NA,"1500",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"59","2020-09-12 05:00:02-03","US","US","3065896","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Rojas, A.","R. L. Liesner & B. L. Stannard","16877","1984","3","21","South America - Neotropics","Venezuela","Amazonas","Río Negro","Cerro de La Neblina Base Camp V, north base of Pico Cardona","-66","0.81","1250",NA,NA,"US00798917",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"60","2020-09-12 05:00:02-03","US","US","2935993","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore",NA,"L. Alencar","536","1979","7","10","South America - Neotropics","Brazil","Amazonas",NA,"Along the Rio Negro between Manaus and São Gabriel, Base of Serra Curicuriari; campina","-66.83","-0.33",NA,NA,NA,"US01566033","US01566033_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"61","2020-09-12 05:00:02-03","US","US","2291688","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","B. Maguire","29183","1949","5","3","South America - Neotropics","Venezuela","Amazonas",NA,"Cerro Marahuaca","-65.45","3.56","1000",NA,NA,"US00798923","US00798923_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"62","2020-09-12 05:00:02-03","US","US","3294367","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","B. Maguire, J. J. Wurdack & C. K. Maguire","42002","1957","11","8","South America - Neotropics","Venezuela","Amazonas","Río Negro","Cerro de la Neblina, Río Yatua, between Camps 3 and 4","-65.95","1.01","900",NA,NA,"US00798925",NA,"1000",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"63","2020-09-12 05:00:02-03","US","US","2751681","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","H. E. Moore, J. D. Ambrose, R. Dietz & D. H. Pfister","9723","1970","8","14","South America - Neotropics","Venezuela","Bolívar",NA,"Ptari-tepuí, vicinity of Cave Rock camp","-61.75","5.76","1600",NA,NA,"US00798918","US00798918_01","2000",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"64","2020-09-12 05:00:02-03","US","US","3299966","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","J. A. Steyermark","75064","1953","4","17","South America - Neotropics","Venezuela","Bolívar",NA,"Chimantá Massif, Abácapa-tepuí, NW part, between camp 3 and main line of sandstone bluffs","-62.25","5.21","1210",NA,NA,"US00798920",NA,"1600",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"65","2020-09-12 05:00:02-03","US","US","2359209","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Mickel, J. T., (NY), New York Botanical Garden","B. Maguire & J. J. Wurdack","33875","1952","12","17","South America - Neotropics","Venezuela","Bolívar",NA,"Ptari-tepuí","-61.76","5.76","1600",NA,NA,"US00798924",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte"
"66","2019-12-19 16:19:08-03","UFMG","BHCB-SL","196430","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Salino, A","Novelino, RF","10541","1991","04","17","América","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"no chão da mata muito úmida (brejo). Estéreis. As frondes férteis menores inteiramente recobertas de soros na face dorsal.",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"67","2019-11-07 11:16:19-03","UFMG","BHCB-SL","74370","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Melo, LCN","Badini, J","271","1937",NA,NA,"América","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2009","09",NA,"44599","auto",NA,NA,NA,NA
