"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"341","2019-10-07 09:19:40-03","UEFS","HUEFS","129006","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cotrim, A.","861","2007","07","21",NA,"Brasil","Manoel de Souza.","-45.0975","-12.517222",NA,"Área antropizada.","HUEFS0129006","HUEFS0129006","L.R.Noblick","Bahia","São Desidério","583","583","2014","02",NA,"45W5'51''","12S31'2''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"342","2019-10-07 09:19:40-03","UEFS","HUEFS","150353","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Batista, E.S.","1","2009","07","17",NA,"Brasil","Sítio Sossego.","-42.836944","-5.093889",NA,NA,"HUEFS0150353","HUEFS0150353","O.F.Oliveira","Maranhão","Timon",NA,NA,"2009","08",NA,"42W50'13''","5S5'38''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"343","2019-10-07 09:19:40-03","UEFS","HUEFS","168560","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cotrim, A.","1040",NA,NA,NA,NA,"Brasil",NA,"-45.826944","-11.877778",NA,NA,"HUEFS0168560",NA,NA,"Bahia","Barreiras","765","765",NA,NA,NA,"45W49'37''","11S52'40''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"344","2019-10-07 09:19:40-03","UEFS","HUEFS","168561","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cotrim, A.","1030",NA,NA,NA,NA,"Brasil",NA,"-45.826944","-11.877778",NA,NA,"HUEFS0168561","HUEFS0168561",NA,"Bahia","Barreiras","765","765",NA,NA,NA,"45W49'37''","11S52'40''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"345","2019-10-07 09:19:40-03","UEFS","HUEFS","168818","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cotrim, A.","503",NA,NA,NA,NA,"Brasil",NA,"-46.041667","-11.621667",NA,NA,"HUEFS0168818","HUEFS0168818 HUEFS0168818_01 HUEFS0168818_02",NA,"Bahia","Barreiras","770","770",NA,NA,NA,"46W2'30''","11S37'18''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"346","2019-10-07 09:19:40-03","UEFS","HUEFS","232777","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Couvreur, T.L.P.","194","2009","10","20",NA,"Bolivia","Ixiamas.","-68","-13",NA,"Pampas.","HUEFS0232777","HUEFS0232777 HUEFS0232777_01",NA,"La Paz","Ixiamas","188","188",NA,NA,NA,"68W","13S",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"347","2019-10-07 09:19:40-03","UEFS","HUEFS","243322","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cota, M.M.T.","879","2016","11","27",NA,"Brasil","Próximo ao Rio São Desidério","-44.884167","-12.623056",NA,NA,"HUEFS0243322",NA,NA,"Bahia","São Desidério","706","706",NA,NA,NA,"44W53'3''","12S37'23''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"348","2019-06-11 12:36:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"R. B. Foster","9729","1984","7","29","South America","Peru",NA,"-70.25","-12",NA,NA,NA,NA,"RRC ID Flag","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"9729",NA,NA,NA
"349","2019-06-11 12:36:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"R. B. Foster","9728","1984","7","29","South America","Peru",NA,"-70.25","-12",NA,NA,NA,NA,"RRC ID Flag","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"9728",NA,NA,NA
"350","2019-06-11 13:02:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"Ll. Williams","12665","1940","3","19","South America","Venezuela",NA,"-63.5","6.3333",NA,NA,NA,NA,"RRC ID Flag","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"12665",NA,NA,NA
"351","2019-06-11 13:02:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"Ll. Williams","12665","1940","3","19","South America","Venezuela",NA,"-63.5","6.3333",NA,NA,NA,NA,"RRC ID Flag","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"12665",NA,NA,NA
"352","2019-06-11 12:39:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"T. J. Killeen","1409","1985","11","6","South America","Bolivia",NA,"-61.5","-17.5",NA,NA,NA,NA,"RRC ID Flag","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"1409",NA,NA,NA
"353","2019-04-05 11:02:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"B. A. Krukoff","1606","1931",NA,NA,"South America","Brazil","Rio Machado",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"354","2019-09-04 17:46:38-03","F","FMNH-SEEDPLANTS","V0092073F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa venezuelana",NA,"J. A. Steyermark","57649","1944","8","2","South America","Venezuela","savanna between Rio Caroni and Ciudad Bolivar",NA,NA,NA,NA,"V0092073F","V0092073F_01 V0092073F_02",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"Holotype","venezuelana"
"355","2019-09-04 17:46:38-03","F","FMNH-SEEDPLANTS","V0092073F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa venezuelana",NA,"J. A. Steyermark","57649","1944","8","2","South America","Venezuela","savanna between Rio Caroni and Ciudad Bolivar",NA,NA,NA,NA,"V0092073F","V0092073F_01 V0092073F_02",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"Holotype","venezuelana"
"356","2019-09-04 19:15:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera",NA,"A. Glaziou","22272",NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"Type [status unknown]",NA
"357","2019-01-25 15:38:27-02","IAC","IAC","54143","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","J.L.S. Silva","s/nº","2013",NA,NA,NA,"Brasil",NA,"-72.4544","-7.31778",NA,"Projeto Buriti.",NA,NA,"L.C. Bernacci","Amazonas","Guajará",NA,NA,"2013","04","10","-72.454400","-7.317780",NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-02-17 11:28:58-03","UEG","HUEG","2349","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Irwin, H.S.; Ramos, M.V.V.","s.n.","2003",NA,NA,"Southern America","Brasil","região do triangulo mineiro",NA,NA,NA,"19 17 43,5 s &nf;48 07 31,9 w","HUEG002349",NA,"Jones, S.B.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-08-02 10:06:59-03","CPATSA","HTSA-CARPOTECA","151","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Lima, J.L.S.",NA,"1985","11","13",NA,"Brasil","Faz. Tatu.","-43.0224990844727","-6.76694011688232","Álcool","<ll>dwc_commonname:</ll> Buriti",NA,NA,NA,"Piauí","Floriano",NA,NA,NA,NA,NA,NA,NA,"78338","auto",NA,NA,NA,NA,NA,NA
"360","2020-11-19 14:06:01-03","Unimontes","MCMG","1223","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.F.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Matos,F.S. | Mota,G.S. | Mota,N.M. | Nunes,Y.R.F. | Oliveira,M.H. | Silva,M.A.P. | Souza, S.R. |",NA,NA,NA,NA,NA,"Brasil","APA do Rio PandeirosVereda Agua doce","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"361","2020-11-19 14:06:01-03","Unimontes","MCMG","1283","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Matos,F.S. | Menino,G.C.O. | Mota,G.S. | Nunes,Y.R.F. | Oliveira,M.H. | Santos,P.F. | Santos,R.M. | Silva,M.A.P. | Silva,W.P. |",NA,NA,NA,NA,NA,"Brasil","APA do Rio PandeirosVereda Amescla","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"362","2020-11-19 14:06:01-03","Unimontes","MCMG","389","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","208","2008","07","30",NA,"Brasil","APA do Rio PandeirosCatulé","-44.3616981506348","-15.4881000518799",NA,"Regeneração Natural",NA,NA,"Santos R.M.","Minas Gerais","Janúaria",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"363","2020-11-19 14:06:01-03","Unimontes","MCMG","433","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Veloso,M.D.M | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Sales, H. R | Aruda, D.M | Luz, G. R,Tolentino,G.","191","2008","07","30",NA,"Brasil","APA do Rio PandeirosLarga","-44.3616981506348","-15.4881000518799",NA,"Abóreo",NA,NA,"Santos R.M.","Minas Gerais","Janúaria",NA,NA,"2008",NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"364","2020-11-19 14:06:01-03","Unimontes","MCMG","1326","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Matos,F.S. | Mota,G.S. | Santos,P.F. | Santos,R.M. | Silva,M.A.P. | Silva,W.P. | Souza,S.R. |",NA,NA,NA,NA,NA,"Brasil","APA do Rio PandeirosVereda Buriti Grosso","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"365","2020-11-19 14:06:01-03","Unimontes","MCMG","1349","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Bahia, T.O. | Àvila,M.A. | Luz,G.R. | Mota,G.S. | Mota,N.M. | Oliveira,M.H. | Silva,D.L. | Souza,S.R. |",NA,NA,NA,NA,NA,"Brasil","APA do Rio PandeirosVereda Capivara","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"366","2020-11-19 14:06:01-03","Unimontes","MCMG","1389","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Lf.","Bahia, T.O. | Àvila,M.A. | Luz,G.R. | Mota,G.S. | Mota,N.M. | Oliveira,M.H. | Silva,D.L. | Souza,S.R. |",NA,NA,NA,NA,NA,"Brasil","APA do Rio PandeirosVereda Pindaibal","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"367","2020-11-19 14:06:01-03","Unimontes","MCMG","1448","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Lf.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Dantas, I.M. | Matos,F.S. | Menino,G.C.O. | Mota,G.S . | Oliveira,M.H. | Santos,P.F. | Silva,M.A.P. | Silva,W.P. |",NA,"2009","04","09",NA,"Brasil","APA do Rio PandeirosVereda São Francisco","-44.3616981506348","-15.4881000518799",NA,"Arbóreo",NA,NA,"Santos, R. M.","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"368","2020-11-19 14:06:01-03","Unimontes","MCMG","5777","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Azevedo, I.F.P.",NA,"2017","08","08",NA,"Brasil","Vereda da Almescla",NA,"-15.356944",NA,"Vereda da Almescla, Veredas, solo turfoso.",NA,NA,"Azevedo, I.F.P.","Minas Gerais","Bonito de Minas",NA,NA,"2017",NA,NA,"Lon 44° 54' 34 W","Lat 15° 21' 25 S",NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-09-22 13:45:54-03","USP","SPFW","6503","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Pace, M.R.","86",NA,NA,NA,NA,"Brasil","APA do Guariroba","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"Mato Grosso do Sul","Campo Grande",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"370","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12857","410",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12861","143",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12877","86",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12868","297",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12862","306",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12863","329",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12864","242",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12867","194",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12874","208",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12869","321",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 6883","263",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12859","391",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Maria, J; 12856","10",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12860","344",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12865","198",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Ferreira, E; 12858","398",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-09-18 09:34:05-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Mauritia","flexuosa","Mauritia flexuosa","Daly, DC; M. Silveira, R Saraiva,","Bandeira, JR; 12866","37",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-11-12 16:58:04-03","UEL","FUEL","33254","PreservedSpecimen","Plantae","Tracheophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Martins, RC; Paulo, F","239","1999","01","27",NA,"Brasil","Estação Ecológica do Jardim Botânico-próximo Qi 17","-47.9296989440918","-15.7797002792358",NA,NA,"FUEL009808",NA,"Martins, RC","Distrito Federal","Brasília",NA,NA,"1999","01","27",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"388","2019-11-01 15:13:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Viana, G","IFN-56444extra","2018","07","17","Southern America","Brasil","Riacho Das Porcas","-45.720482","-9.54025",NA,"Conglomerado PI-564. Extra; Palmeira; dap: 25,0; ht: 9,00; base reta; casca: acinzentada (cor externa), amarronzado (cor interna), grossa, lisa; área de mata de galeria, solo bastante úmido.","UB0124634","UB0124634","Neto, NEO","Piauí","Santa Filomena","452","452","2018","10","02","-45.720482","-9.54025",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-07-29 09:06:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Rigo, S","IFN-127430582.7","2018","11","15","Southern America","Brasil",NA,"-58.86","-13.32",NA,"Conglomerado IFN-1274. Subunidade 2. Subparcela 7. Indivíduo 95. F6; SubArbusto, 23m de altura, DAP 11,3cm. Base reta. Casca cor externa cinza, cor interna amarela, fina, áspera, odor do corte não observado; relevo plano, solo profundo com muita serr",NA,NA,"Gomes, BM","Mato Grosso","Sapezal",NA,NA,"2018","12","12","-58.86","-13.32",NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-07-29 09:06:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Sathler, DFT","IFN-21791994.1","2018","03","29","Southern America","Brasil",NA,"-53.099722","-16.56",NA,"Conglomerado IFN-2179. Subunidade 4. Subparcela 1. Indivíduo 9. F8; SubArbusto, 2,8m de altura. Base reta. Casca cor externa cinza, cor interna amarelo, grossa, áspera; Mata de galeria, solo úmido.",NA,NA,"Moura, RL","Mato Grosso","Ponte Branca",NA,NA,"2020","02","05","-53.099722","-16.56",NA,NA,NA,NA,NA,NA,NA,NA
"391","2019-11-01 15:13:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Silva, IA","IFN-1003053.3","2018","09","24","Southern America","Brasil","Povoado Cedro","-42.83999","-2.699976",NA,"Conglomerado MA-100. Subunidade 3. Subparcela 3. indivíduo 7. F6; Palmeira; DAP em cm: 35,9; altura em m: 15,90; base reta; casca cinza por fora, marrom por dentro, fina, áspera; Vegetação de baixo porte e antropizada com pomar de caju","UB0124155","UB0124155","Neto, NEO","Maranhão","Barreirinhas","15","15","2018","12","01","-42.83999","-2.699976",NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-07-29 09:06:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Silva, DP; Jesus, EA; Bijos, NR; Munhoz, CBR","830","2018","07","05","Southern America","Brasil","Chapada dos Veadeiros Vereda dos Ingleses","-47.763806","-14.135556",NA,"Vereda",NA,NA,"Munhoz, CBR","Goiás","Alto Paraíso",NA,NA,NA,NA,NA,"-47.763806","-14.135556",NA,NA,NA,NA,NA,NA,NA,NA
"393","2019-11-01 15:13:11-03","UnB","UB","122966","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Massarotto, NP","131","2008",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Material testemunha da tese de mestrado de Natália P. Massarotto, Depto. de Enga. Florestal, UnB","UB0003370","UB0003370","Lima, GP","Goiás",NA,NA,NA,"2017","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
