"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"91","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140003","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","01","28","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140003","NL-U1140003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149162",NA,NA,NA,NA
"92","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140004","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","01","28","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140004","NL-U1140004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0036453",NA,NA,NA,NA
"93","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140007","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Maguire B; Holmgren NH; Soderstrom TR; Schulz J",NA,"1963","07","18","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140007","NL-U1140007","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0046073",NA,NA,NA,NA
"94","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140008","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Maguire B; Holmgren NH; Soderstrom TR; Schulz J",NA,"1963","07","18","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140008","NL-U1140008","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0046072",NA,NA,NA,NA
"95","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140009","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Maguire B; Holmgren NH; Soderstrom TR; Schulz J",NA,"1963","07","18","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140009","NL-U1140009","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0046071",NA,NA,NA,NA
"96","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140013","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1962","12","19","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140013","NL-U1140013","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149161",NA,NA,NA,NA
"97","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140014","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1962","12","19","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140014","NL-U1140014","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149160",NA,NA,NA,NA
"98","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140015","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","06","08","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140015","NL-U1140015",NA,"Kappelsavanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149167",NA,NA,NA,NA
"99","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140016","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","06","08","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140016","NL-U1140016",NA,"Kappelsavanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149168",NA,NA,NA,NA
"100","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140018","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","06","08","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140018","NL-U1140018",NA,"Kappelsavanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149165",NA,NA,NA,NA
"101","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140019","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","06","08","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140019","NL-U1140019",NA,"Kappelsavanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149166",NA,NA,NA,NA
"102","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140139","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Irwin HS; et al.",NA,"1963","09","06","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140139","NL-U1140139","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149156",NA,NA,NA,NA
"103","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140140","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140140","NL-U1140140","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149154",NA,NA,NA,NA
"104","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140141","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140141","NL-U1140141","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149155",NA,NA,NA,NA
"105","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140144","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","09","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140144","NL-U1140144",NA,"Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149159",NA,NA,NA,NA
"106","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140145","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","09","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140145","NL-U1140145",NA,"Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149158",NA,NA,NA,NA
"107","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140146","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","09","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140146","NL-U1140146",NA,"Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149157",NA,NA,NA,NA
"108","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140147","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140147","NL-U1140147","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149149",NA,NA,NA,NA
"109","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140148","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140148","NL-U1140148","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149148",NA,NA,NA,NA
"110","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140149","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140149","NL-U1140149","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149147",NA,NA,NA,NA
"111","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140150","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1962","11","05","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140150","NL-U1140150","Wessels Boer JG","Marowijne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149146",NA,NA,NA,NA
"112","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140151","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","04","16","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140151","NL-U1140151","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149144",NA,NA,NA,NA
"113","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140152","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","04","16","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140152","NL-U1140152","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149143",NA,NA,NA,NA
"114","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140153","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","04","16","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140153 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140153","NL-U1140153","Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149145",NA,NA,NA,NA
"115","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140154","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","25","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140154 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140154","NL-U1140154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022743",NA,NA,NA,NA
"116","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140155","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","25","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140155","NL-U1140155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022744",NA,NA,NA,NA
"117","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140156","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","25","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140156 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140156","NL-U1140156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022745",NA,NA,NA,NA
"118","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U.1140157","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140157","NL-U1140157",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149140",NA,NA,NA,NA
"119","2020-02-08 08:45:24-03","NBC","NL-BOTANY","U.1140158","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Jansen-Jacobs MJ",NA,"1989","09","27","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140158","NL-U1140158","Henderson A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149141",NA,NA,NA,NA
"120","2020-02-08 08:45:24-03","NBC","NL-BOTANY","U.1140159","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Jansen-Jacobs MJ",NA,"1989","09","27","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140159","NL-U1140159","Henderson A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149142",NA,NA,NA,NA
"121","2020-02-08 08:45:24-03","NBC","NL-BOTANY","U.1140160","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Jansen-Jacobs MJ",NA,"1992","10","28","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140160","NL-U1140160","Henderson A","Rupununi District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149138",NA,NA,NA,NA
"122","2020-02-08 08:45:24-03","NBC","NL-BOTANY","U.1140161","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140161","NL-U1140161","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149151",NA,NA,NA,NA
"123","2020-02-08 08:45:24-03","NBC","NL-BOTANY","U.1140162","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","13","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140162","NL-U1140162","Wessels Boer JG","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149150",NA,NA,NA,NA
"124","2020-11-04 11:00:41-03","ESALQ","ESA","48065","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14704.0","1997","03","20",NA,"Brasil","Ca. 31 km WNW (em linha reta) de São Félix do Araguaia. Estrada para Luciara. Fazenda Buritizal. Savana Parque. Área arborizada com palmeiras (buritizal).","-50.6693992614746","-11.6171998977661",NA,"Palmeira, até 15 m alt.; frutos castanhos.","ESA048065","ESA048065","Souza, V.C.","Mato Grosso","São Félix do Araguaia",NA,NA,NA,NA,NA,"-50,942,222","-11,501,389","290331","auto",NA,NA,NA,NA,NA,NA
"125","2021-03-30 01:08:17-03","UFPI","TEPB","30567","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Freire, J. A. P.","1","2015","08","08",NA,"Brasil","Área de Brejo","-42.634167","-5.913889",NA,"<ll>dwc_commonname:</ll> Buriti",NA,NA,"Freire, J. A. P.","Piauí","Água Branca",NA,NA,"2015","08","08","42°38'03W","5°54'50S",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-31 16:50:35-03","UFPI","TEPB","32222","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f","LOPES, M. S.","1116","2015","01","20",NA,"Brasil","Estação ecológica Uruçui-Una.","-45.2136001586914","-7.85027980804443",NA,"Árvore de aproximadamente 12m e CAP= 114,2. (tabela15 i) Ambiente: Mata Ripária (Cerrado) <ll>dwc_commonname:</ll> buriti",NA,NA,"LOPES,M.S","Piauí","Baixa Grande do Ribeiro","315","315","2015","01","20","9018347'W","504469'S","157537","auto",NA,NA,NA,NA,NA,NA
"127","2020-11-19 10:22:47-03","CPAP","CPAP","12060","PreserverdSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Pott, V. J.","2194","1994","02","25",NA,"Brasil","4Km da BR-163, no município de São Gabriel D'Oeste","-54.7","-19.233333",NA,"Estipe. FLOR: amarelada. FRUTO: . INTERESSE: Frutífera. FREQUÊNCIA: Muito frequente. AMBIENTE: Vereda. SUBSTRATO: latosolo vermelho escuro. RELEVO: plano. <ll>dwc_commonname:</ll> Buriti",NA,NA,NA,"MS","São Gabriel do Oeste","390","390",NA,NA,NA,"54°42' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA
"128","2016-02-02 14:38:50-02","BGBM","B","B 18 0001866","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,NA,NA,NA,"Middle and South America","Brazil","Pará.",NA,NA,NA,"Gärtnerei Vilmorin; dedit Seemann <a href=http://herbarium.bgbm.org/object/B180001866 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180001866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2016-02-02 14:38:50-02","BGBM","B","B 10 0185803","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185803 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185803","B100185803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2016-02-02 14:38:50-02","BGBM","B","B 10 0185802","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185802 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185802","B100185802 B100185802_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2016-02-02 14:38:50-02","BGBM","B","B 10 0185810","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185810 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185810","B100185810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2016-02-02 14:38:50-02","BGBM","B","B 10 0347241","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347241 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347241","B100347241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2016-02-02 14:38:50-02","BGBM","B","B 10 0347477","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347477 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347477","B100347477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2016-02-02 14:38:50-02","BGBM","B","B 18 0001863","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Burret","20c",NA,NA,NA,"Middle and South America","Brazil","[Minas Gerais], Pirapora.",NA,NA,NA,"abgefallener weibl. Kolben, ca. 3 m lang; auch Bügelbogen <a href=http://herbarium.bgbm.org/object/B180001863 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-02-02 14:38:50-02","BGBM","B","B 18 0001867","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"Buxichi<?> Brasil.; <Rückseite des selben Etiketts:> 28.31, Guatemala, v. Warscewicz <a href=http://herbarium.bgbm.org/object/B180001867 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180001867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2016-02-02 14:38:50-02","BGBM","B","B 10 0347472","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347472 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347472","B100347472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2016-02-02 14:38:50-02","BGBM","B","B 10 0347478","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347478 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347478","B100347478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2016-02-02 14:38:50-02","BGBM","B","B 18 0001871","S","Plantae",NA,NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180001871 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180001871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
