"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified"
"52","2020-09-12 05:00:02-03","US","US","2685000","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,"G. T. Prance, W. A. Rodrigues, J. F. Ramos & L. G. Farias","8245","1968","11","7","South America - Neotropics","Brazil","Rondônia",NA,"8 Km NE of Porto Velho",NA,NA,NA,NA,"US01894742","US01894742_01 US01894742_02",NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2684985","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,"E. Forero & B. L. Wrigley","7119","1968","8","16","South America - Neotropics","Brazil","Rondônia",NA,"Vicinity of Jarú",NA,NA,NA,NA,"US01894738","US01894738_01 US01894738_02",NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"57","2021-03-15 18:29:02-03","USP","SPF","67312","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","skortzoviana","Myrcia skortzoviana","(Mattos) E.LucasC.E.Wilson","Santos, MF","Mattos, J","13655","1966","07","14",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, Via férrea São Paulo-Santos; Estação Biológica.","-46.5299987792969","-23.6599998474121",NA,"Na mata virgem. Árvore de 6 m de altura. Flores brancas. Frutos imaturos.","SPF00067312",NA,"paratype",NA,NA,NA,NA,"2018","08",NA,NA,NA,"27258","auto",NA
"58","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105729F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0105729F","V0105729F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"59","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105731F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0105731F","V0105731F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"60","2017-04-20 17:08:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,"RRC ID Flag","M. E. Mathias","5458","1961","7","8","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,NA,NA,"5458",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"61","2018-08-22 15:15:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,"L. A. Torres Montenegro : Servicios de Biodiversidad EIRL","I. Huamantupa et al.",NA,"2009","10","20","South America","Peru","Loreto","Maynas Province, Santa Clotilde District","Satellite campsite (Chino) on Rapid Biological and Social Inventory #22.","-72.95244","-2.816667",NA,NA,NA,NA,NA,"125","185",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"62","2018-08-13 15:52:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,"L. A. Torres Montenegro : Servicios de Biodiversidad EIRL","M. A. Ríos Paredes et al.",NA,"2012","10","26","South America","Peru","Loreto",NA,"Campsite #3 (Medio Campuya) on Rapid Biological and Social Inventory #25.","-73.81616667","-1.51761111",NA,NA,NA,NA,NA,"135","200",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"63","2019-09-05 16:06:13-03","F","FMNH-SEEDPLANTS","V0040044F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,"G. Klug","1341","1930",NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0040044F","V0040044F_01","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"64","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105726F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0105726F","V0105726F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"65","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105727F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0105727F","V0105727F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"66","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105728F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0105728F","V0105728F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"67","2015-03-07 08:59:58-03","F","FMNH-SEEDPLANTS","V0105730F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0105730F","V0105730F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"68","2015-03-07 08:59:59-03","F","FMNH-SEEDPLANTS","V0105732F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0105732F","V0105732F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"69","2019-06-11 12:43:51-03","F","FMNH-SEEDPLANTS","V0349999F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata",NA,"RRC ID Flag","L. Vargas","966","1992","7","14","South America","Bolivia","Pando",NA,NA,"-67.6667","-11.3333",NA,NA,"V0349999F","V0349999F_01",NA,NA,NA,"966",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"70","2019-11-06 13:42:39-03","F","FMNH-SEEDPLANTS","V0324330F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","subulata","Myrcia subulata",NA,"M. L. Kawasaki : Field Museum of Natural History","M. A. Ríos Paredes et al.",NA,"2012","10","28","South America","Peru","Loreto",NA,"Campsite #3 (Medio Campuya) on Rapid Biological and Social Inventory #25.","-73.81616667","-1.51761111",NA,NA,"V0324330F","V0324330F_01",NA,"135","200",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"71","2020-11-23 11:39:09-03","IAC","IAC","21601","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Marlierea","subulata","Marlierea subulata","McVaugh","H.M. Souza","H.M. Souza","8","1966","11","23",NA,"Brasil","São Paulo",NA,"Vale do Ribeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966","11",NA,NA,NA,NA,NA,"23"
"72","2019-10-03 10:04:15-03","UFSCar","SORO","4316","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos",NA,"Kirizawa, M.; Sugiyama, M.; Guerra, T.P.; Macedo, I.C.C.","983","1983","06","27",NA,"Brasil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Picada 4. Parte Baixa. Árvore ca. 3m alt. Pétalas e estames brancos, baga verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA
"73","2019-10-03 10:04:15-03","UFSCar","SORO","4355","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subullata","Marlierea subullata","Mattos",NA,"De Grande, D.A.; Lopes, E.A.","13","1977","09","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Centro de Pesquisas","-47.9199981689453","-25.0100002288818",NA,"Arbusto de mais ou menos 2m de altura. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA
"74","2021-03-04 15:45:28-03","IF","SPSF","33267","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","O.T. Aguiar","F.A.R.D.P.Arzolla","266","2001","11","26","América do Sul","Brasil","SP","Mairiporã","P.E.Cantareira, nucleo Aguas Claras","-46.5800018310547","-23.3099994659424",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore, com frutos.; GEOGRAFIA: Floresta ombrófila densa montana;",NA,NA,NA,NA,NA,NA,NA,"2017","04",NA,NA,"Magnoliopsida","15840","auto","13"
"75","2021-03-04 15:45:28-03","IF","SPSF","27940","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","O.T. Aguiar","F.A.R.D.P.Arzolla & N.M. Oliveira","225","2000","11","02","América do Sul","Brasil","SP","Mairiporã","P.E.Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 4 m de altura, frutos cor verde escura.;",NA,NA,NA,NA,NA,NA,NA,"2017","04",NA,NA,"Magnoliopsida","15840","auto","13"
"76","2021-02-08 12:44:03-03","UFRGS","ICN","197822","S","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana"," Mattos","Jorquera, CB","Kuhlmann, M","3335","1948","02","27","América do Sul","Brasil","SP","Paranapiacaba","Estação Biologica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","03",NA,NA,NA,NA,NA,"28"
"77","2020-08-26 10:50:04-03","MCN-FZBRS","HAS","87493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","Mattos",NA,"Mattos, J.","13665","1966","07",NA,NA,"Brasil","São Paulo","Santo André","Paranapiacaba, via-férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,"Na mata virgem. Árvore de 6m de altura. Flores brancas. Frutos imaturos.","HAS0087493",NA,"Paratypus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA
"78","2019-11-21 10:11:49-03","IBt","SP","151481","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","Mazine, FF","De-Grande, DA; Lopes, EA","13","1977","11","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Centro de pesquisas","-47.9199981689453","-25.0100002288818",NA,"Arbusto ca. 2m alt., flores brancas",NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"37574","auto",NA
"79","2019-11-21 10:11:49-03","IBt","SP","186252","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","Sobral, M","Kirizawa, M; Sugiyama, M; Guerra, TP; Macedo, ICC","983","1983","06","27",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Picada quatro, parte baixa, árvore +-3m de alt., pétalas e estames brancos, baga verde","SP057309","SP057309",NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"27258","auto",NA
"80","2019-11-21 10:11:49-03","IBt","SP","201177","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","Sobral, M","Kirizawa, M; Guerra, TP","1383","1985","02","26",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Mata, picada quatro, arbusto com flores brancas","SP057308","SP057308",NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"27258","auto",NA
"81","2019-11-21 10:11:49-03","IBt","SP","80034","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos",NA,"Kuhlmann, M","3335","1948","02","27",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Arbusto do sub-bosque da mata úmida","SP057307","SP057307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA
"82","2019-11-21 10:11:49-03","IBt","SP","115866","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","Jorquera J, CB","Mattos, J","13655","1966","07","14",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Via férrea São Paulo - Santos","-46.5299987792969","-23.6599998474121",NA,NA,"SP002829","SP002829","Paratype",NA,NA,NA,NA,"1987","10",NA,NA,NA,"27258","auto","28"
"83","2019-11-21 10:11:49-03","IBt","SP","80782","S","Plantae",NA,NA,"Myrtaceae","Marlierea","skortzoviana","Marlierea skortzoviana","Mattos","Jorquera J, CB","Mattos, J","11839","1964","03","03",NA,"Brasil","São Paulo","Santo André","Estação Biológica, Paranapiacaba (Viação Férrea São Paulo-Santos)","-46.5299987792969","-23.6599998474121",NA,"Na mata","SP001349","SP001349","Holotype",NA,NA,NA,NA,"1987","10",NA,NA,NA,"27258","auto","28"
