"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","class","scientificNameAuthorship","identifiedBy","dayIdentified","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber"
"51","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Magalhães Gomes, FP","2898?",NA,NA,"Southern America","Brazil","Minas Gerais","In prov. Minas Geraes ad Serra de Lavras-Novas",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil","Espírito Santo","Habitat in prov. Espiritu-Santo",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Glaziou, AFM","15650",NA,NA,"Southern America","Brazil",NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil","Espírito Santo","Habitat in prov. Espiritu-Santo",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Magalhães Gomes, FP","2602",NA,NA,"Southern America","Brazil","Minas Gerais","In prov. Minas Geraes supra arbores ad Ouro Preto",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:13:27-03","IBt","SP","275568","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2008","11",NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Guimarães, LRS","10","Barros, F","2770","1993","05",NA,"Brasil","Minas Gerais","Serra do Cipó, Retiro do Alto do Palácio",NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,"1300","1300",NA
"57","2019-11-21 10:13:27-03","IBt","SP","474291","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2014","06",NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Vieira, TL","24","Vieira, TL","200","2014","06",NA,"Brasil","Minas Gerais","Serra do Ouro Branco",NA,NA,NA,"Ouro Branco","-43.7025","-20.485556",NA,NA,"24","-43.7025","-20.485556","1515","1515",NA
"58","2019-11-21 10:13:27-03","IBt","SP","390724","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2005","05",NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Barros, F",NA,"Barros, F","290",NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:27-03","IBt","SP","390720","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata",NA,NA,NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Barros, F",NA,"Barros, F","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó, Cult. no Instituto de Botânica sob nº 12404, fl. 29/V/1985",NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:27-03","IBt","SP","224886","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata",NA,NA,NA,NA,NA,"(Cogn.) Chiron & V.P.Castro",NA,NA,"Menezes, NL","CFSC11102","1988","05",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 126 antigo",NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","01",NA,NA,NA,NA,NA
"61","2019-11-21 10:13:27-03","IBt","SP","390713","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2005","05",NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Barbero, APP","03","Barbero, APP","31",NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó, Palácio. Cult. no Instituto de Botânica, sob nº 5024, fl. 3/V/2005",NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA
