"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"48","2014-03-21 09:51:00-03","MO","MOBOT","3138860","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"M. de Pardo","Pardo 69","1995",NA,NA,"South America","Brazil","Acre","Rio Branco Mun. de Bujari. Riozinho do Andira, afluente de Rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-02-16 09:24:00-02","MO","MOBOT","3138894","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"N. Salinas","Salinas 2902","1994",NA,NA,"South America","Bolivia","La Paz","Comunidad Khora-Charrupampa, cuenca del rio Miguillas; NE, Presencia de ruinas en terrazas, aproximadamente a 22km al N de Choquetanga, con antiguos cultivos de citricos.","-67.33333","-16.66666","1340.00000000",NA,NA,NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-03-21 09:42:00-03","MO","MOBOT","3138931","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Juan Revilla","Revilla Cardenas 576","1976",NA,NA,"South America","Peru","Loreto","Pebas; quebrada tuye, margen derecha del Rio Ampiyacu, a 3km del pueblo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2016-09-14 05:18:00-03","MO","MOBOT","3138988","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Paul J. M. Maas|Klaus Kubitzki|William C. Steward|José F. Ramos|W.S. Pinheiro|José F. Lima","Maas 12811","1971","5","8","South America","Brazil","Acre","Cruziero do Sul, Estrada Alemanha; forest on terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2014-03-21 09:53:00-03","MO","MOBOT","3139079","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Douglas C. Daly","Daly 9499","1997",NA,NA,"South America","Brazil","Acre","Bujari; Basin of Rio Purus, Rio Anitmari, Floresta Estadual do Antimari, upstream from FUNTAC St. Floodpain and riverside vegetation, river at record flood level.","-68.11666","-9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-03-21 09:40:00-03","MO","MOBOT","3139825","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"KVIST","KVIST 1072","1994",NA,NA,"South America","Peru","Loreto","7km SW of the Jenaro Herrera, Zona de Lobillo near the small village Nuevo Aucayacu; in plot 5 and 6","-73.73333","-4.98333","120.00000000",NA,NA,NA,NA,NA,NA,"Ucayali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2014-03-21 09:34:00-03","MO","MOBOT","3140174","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"José Schunke V.","Schunke Vigo 4458","1970",NA,NA,"South America","Peru","San Martín","Tocache Nuevo; Quebrada de Almendras (margen derecha del rio Huallaga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-03-21 09:51:00-03","MO","MOBOT","3140470","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"José Schunke V.","Schunke Vigo 4784","1971",NA,NA,"South America","Peru","San Martín","Tocache Nuevo; Isla de Pucunuchu (margen izquierda del ri Huallaga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2014-03-21 09:53:00-03","MO","MOBOT","3141544","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Basil Stergios|Manuel Yánez|Leo Nico","Stergios 15292","1991",NA,NA,"South America","Venezuela","Amazonas","Mision Rio Mavaca; Selvas humedas siempre-verdes de planicies bajas con sectores de rebalse estacional y de arroyos; y de planicie de tierra firme hasta pie de lomerio.","-65.1","2","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2014-03-21 09:53:00-03","MO","MOBOT","3336579","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Efraín Suclli","Suclli Montañés 2503","2005","10","19","South America","Peru","Cusco","Dist. Yanatile, Estrella, Bosque primario","-72.50138","-12.44722","1567.00000000",NA,NA,NA,NA,NA,NA,"Calca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"58","2014-03-21 09:52:00-03","MO","MOBOT","508081","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Camilo Díaz S.","Díaz Santibáñez 602","1978","11","9","South America","Peru","Loreto","Shiriara, Caserio a 15 min. abajo de Mishana, margen izquierda, a lo largo del Caño de Entrada.","-73.4919444","-3.8811111",NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","2",NA
"59","2014-04-04 05:46:00-03","MO","MOBOT","508912","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Rodolfo Vásquez|T. Soto","Vásquez Martínez 11879","1989","3","12","South America","Peru","Loreto","Sapuena, Jenaro Herrera, (CDJH). Bosque primario.","-73.75","-4.91666","130.00000000",NA,NA,NA,NA,NA,NA,"Ucayali",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","3",NA
"60","2014-04-04 05:46:00-03","MO","MOBOT","509042","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 5710","1984","10","11","South America","Peru","Loreto","Cahuide (Río Itaya). Bosque primario.","-73.4847222","-4.2286111",NA,NA,NA,NA,NA,NA,"C.M. Taylor","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-37","6",NA
"61","2014-03-21 09:41:00-03","MO","MOBOT","515830","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Robin B. Foster","Foster 9667","1984","7","21","South America","Peru","Madre de Dios","Parque Nacional del Manu. Río Manu, Cocha Cashu Station. Floodplain forest.","-71.41666","-11.83333","350.00000000",NA,NA,NA,NA,NA,NA,"Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-34","7",NA
"62","2017-10-06 17:37:00-03","MO","MOBOT","532301","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Percy Núñez V.|M. Riley|M. Bolaños|John W. Terborgh","Núñez Vargas 11231","1989","8","18","South America","Peru","Madre de Dios","Manú National Park. Cocha Cashu Biological Station. Flood plain forest.","-71.4166667","-11.8333333","400.00000000",NA,NA,NA,NA,NA,NA,"Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","5",NA
"63","2016-06-14 06:22:00-03","MO","MOBOT","533610","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Marko Lewis","Lewis 40471","1991","9","24","South America","Bolivia","La Paz","Parillada - Slopes between Lakea Chaka and mouth of Río Khewani 12 km S of Miguillas.","-67.35","-16.65",NA,NA,NA,NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","5",NA
"64","2014-03-21 09:33:00-03","MO","MOBOT","942082","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Timothy J. Killeen|S.N. Panfil|Luzmila Arroyo P.","Killeen 5056","1993","4","13","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Campo cerrado con cobertura graminoide, arbustiva y arborea densas; arboles hasta 10 m. Cerca a caida de agua, bosque húmedo de colina.","-60.39305","-14.80305","815.00000000",NA,NA,NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-03-21 09:40:00-03","MO","MOBOT","979317","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum. ex Üle",NA,"Antony Jardim","Jardim 2499","1995","10","5","South America","Bolivia","Pando","15 km al norte de Puerto América, entrando bosque alto de Bertholletia, varios Couratari, varios Aspidosperma, varios Parkia, Apuleia, Iriartea deltoidea, Chelyocarpus chuco.. Suelos oxisoles.","-67.94583","-11.60194","211.00000000",NA,NA,NA,NA,NA,NA,"Manuripi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"66","2013-11-13 05:54:00-02","MO","MOBOT","535725","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"Walter A. Palacios|Galo A. Tipaz|Daniel Rubio|Edgar Gudiño|Milton Aulestia","Palacios Cuenca 9072","1991","11","16","South America","Ecuador","Sucumbíos","Reserva Cuyabeno. Area totalmente inundada por Laguna Grande (aguas negras). Bosque húmedo Tropical.","-76.18333",NA,"230.00000000",NA,NA,NA,NA,NA,"C. M. Taylor (MO)","Lago Agrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-108","2",NA
"67","2020-08-31 08:56:45-03","INPA","INPA","135762","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Hillia","ulei","Hillia ulei","K.Krause",NA,"Silva, MG da","6483","1983","06","28","Southern America","Brasil","Rondônia","Alvoarada-Costa Marques, km 90, Rodovia Alvorada-Costa Marque, km 90. Mata de terra firme. Solo areno-argiloso.","-62.9","-11.8",NA,NA,NA,NA,"INPA0135762","INPA0135762 INPA0135762_e","Taylor, CM",NA,"-62.9","-11.8","2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-01-10 20:43:54-03","INPA","INPA","185099","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Hillia","ulei","Hillia ulei","K.Krause",NA,"Ribeiro, JELS","1789","1996","01","30","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,NA,NA,"INPA0185099","INPA0185099 INPA0185099_e","Campos, MTVA do A.","Manaus","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-31 08:56:45-03","INPA","INPA","31173","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Hillia","ulei","Hillia ulei","K.Krause",NA,"Maas, PJM","P12811","1971","05","08","Southern America","Brasil","Acre","Estrada Alemanha, Estrada Alemanha. Forest on terra firme.","-72.11782","-7.90266",NA,NA,NA,NA,"INPA0031173","INPA0031173_nd INPA0031173_num","Taylor, CM","Cruzeiro do Sul","-72.11782","-7.90266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-31 08:56:45-03","INPA","INPA","36208","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Hillia","ulei","Hillia ulei","K.Krause",NA,"Schunke-Vigo, J","4458","1970","09","26","Southern America","Venezuela","San Martín","Tocache Nuevo, Quebrada de Almendras (margen derecha del río Huallaga).","-76.65","7.95",NA,NA,NA,NA,"INPA0036208","INPA0036208 INPA0036208_e","Simpson, DR","Marical Cáceres","-76.65","7.95","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2757879","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","irwinii","Hillia irwinii","Steyerm.","Isotype","W. A. Egler & H. S. Irwin","46683","1961","8","26","South America - Neotropics","Brazil","Amapá","Near Cachoeira Macacoara.",NA,NA,NA,NA,NA,NA,"US00130578","US00130578_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","2195635","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","schultesii","Hillia schultesii","Steyerm.","Holotype","R. E. Schultes & I. Cabrera","13075","1951","7","18","South America - Neotropics","Colombia","Amazônas / Vaupés","Mouth of Pacoa River, between Rio Pacoa and Rio Kananri, tributaries of Rio Apoporis.",NA,NA,"250","250",NA,NA,"US00130586",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3737020","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"S. M. Niño & D. Canelon","5048","2018","5","27","South America - Neotropics","Venezuela","Portuguesa","Biscucuy, Valle Verde",NA,NA,"640","640",NA,NA,NA,NA,NA,"Sucre",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","3514243","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"M. Rimachi Y.","10947","1994","5","19","South America - Neotropics","Peru","Loreto","Peru, Loreto, Maynas, Dtto. Punchana, Rio Momon, varadero del caserio de Porvenir",NA,NA,"1100",NA,NA,NA,"US02368098","US02368098_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","3512276","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"M. Rimachi Y.","10538","1993","4","21","South America - Neotropics","Peru","Loreto","Peru, Loreto, Maynas, Dtto. Punchana, Rio Nanay, margen de Bieja Cocha, frente al caserio de Padre Cocha, 10 minutos de Bellevista",NA,NA,"90",NA,NA,NA,"US02368099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","3378042","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"H. D. Clarke","4911","1997","5","24","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kamoa Mts.; summit of unnamed outlier, 5 km S of camp on Kassikaityu R.","-58.7383","1.78944","490",NA,NA,NA,"US00614586",NA,"Taylor, C. M.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","2707834","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"J. Schunke Vigo","4784","1971","4","3","South America - Neotropics","Peru","San Martin","Dpto. San Martin: prov. Mariscal Caceres, Dtto. Tocache Nuevo. Epifita en bosque alto a orilla del rio, Isla de Pucunuchu (margen izquierda del rio Huallaga)",NA,NA,NA,NA,NA,NA,"US02368100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1456045","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"G. Klug","1182","1930","4",NA,"South America - Neotropics","Peru","Loreto","Dept. Loreto: Mishuyacu, near Iquitos",NA,NA,"100",NA,NA,NA,"US02368102","US02368102_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","3715629","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"P. Acevedo-Rodriguez, C. E. de Oliveiras, H. Medeiro & F. A. Obermuller","14998","2009","2","23","South America - Neotropics","Brazil","Acre","Acre; Muncipio Bujarí, Riocinho Anjira. Along Rio Anjira","-68.0772","-9.7025","160",NA,NA,NA,"US01925107","US01925107_01","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","USw42323","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"J. Schunke Vigo et al.","4784","1970","9","24","South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","USw40589","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"J. Schunke Vigo et al.","4458","1970","9","24","South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","2572380A","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Krause",NA,"H. S. Irwin, G. T. Prance, T. R. Soderstrom & N. H. Holmgren","54944","1963","8","21","South America - Neotropics","Suriname",NA,"Frederik Top, 3 km SE of Juliana Top, Wilhelmina Gebergte","-56.5","3.65","500",NA,NA,NA,"US00759023","US00759023_01","Taylor, C. M.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","2862341","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","ulei","Hillia ulei","K. Schum.",NA,"J. Schunke Vigo","4458","1970","9","26","South America - Neotropics","Peru","San Martin","Dpto. San Martin: prov. Mariscal Caceres, Dtto. Tocache Nuevo. Quebrada de Almendras (margen derecha del rio Huallaga)",NA,NA,NA,NA,NA,NA,"US02368101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","1518496","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hillia","viridiflora","Hillia viridiflora","Kuhlm. & F. Silveira","Isotype","J. G. Kuhlmann & F. Silveira","Jard. Bot. Rio 15737","1920","4",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00130588","US00130588_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"85","2020-09-02 16:38:55-03","Cenargen","CEN","80870","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hillia","ulei","Hillia ulei","K.Krause",NA,"Aécio Amaral-Santos","3367","2011","05","27",NA,"Brasil","RO","Margem esquerda do rio São Lourenço, afluente do Madeira.","-64.850277","-9.3677777","81","81","Exsicatas","Entre 7 a 9 sépalas. Área de influência direta da UHE Jirau.","CEN00080870","CEN00080870","P. Delprete","PORTO VELHO","-64.850277","-9.3677777","2016",NA,NA,NA,NA,NA,NA,NA,"8",NA
"86","2019-09-04 20:01:47-03","F","FMNH-SEEDPLANTS","V0069465F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","irwinii","Hillia irwinii",NA,"Isotype","W. Egler & H. S. Irwin","46683","1961","8","26","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069465F","V0069465F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"87","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290504F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290504F","V0290504F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"88","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290500F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290500F","V0290500F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"89","2015-03-17 13:16:34-03","F","FMNH-SEEDPLANTS","V0290507F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290507F","V0290507F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"90","2015-03-17 13:16:34-03","F","FMNH-SEEDPLANTS","V0290508F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290508F","V0290508F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"91","2019-09-05 16:03:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,"Holotype","E. H. G. Ule","6305","1902","8",NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"92","2019-08-25 15:43:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,"R. B. Foster","9667","1984","7","21","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"9667",NA,NA
"93","2019-01-23 12:22:40-02","F","FMNH-SEEDPLANTS","V0040953F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,"Isotype","E. H. G. Ule","6305","1902","8",NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0040953F","V0040953F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"94","2019-01-23 12:22:43-02","F","FMNH-SEEDPLANTS","V0040954F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,"Isotype","E. H. G. Ule","6305","1902","8",NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0040954F","V0040954F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"95","2019-06-13 10:08:04-03","F","FMNH-SEEDPLANTS","V0087598F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,"I. M. Sánchez Vega & M. O. Dillon","8103","1995","7","18","South America","Peru","San Martín","Mina de Sal, sector La Mina",NA,NA,"940",NA,NA,NA,"V0087598F","V0087598F_01",NA,"Rioja",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"96","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290501F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290501F","V0290501F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"97","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290502F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"V0290502F","V0290502F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"98","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290503F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"V0290503F","V0290503F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"99","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290505F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Suriname",NA,NA,"-55.625","4.1006",NA,NA,NA,NA,"V0290505F","V0290505F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"100","2015-03-17 13:16:33-03","F","FMNH-SEEDPLANTS","V0290506F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0290506F","V0290506F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"101","2019-06-11 14:09:02-03","F","FMNH-SEEDPLANTS","V0355316F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hillia","ulei","Hillia ulei",NA,NA,"Sidney McDaniel","25763","1982","3","11","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,NA,"V0355316F","V0355316F_01 V0355316F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"25763",NA,NA
