"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"973","2020-04-29 16:30:23-03","UFVJM","HDJF","4794","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Moreira, SN; Pereira, E","1963","2016","04","11","Southern America","Brasil",NA,NA,NA,"HDJF004794","Minas Gerais","Dicotyledoneae",NA,"Conceição do Mato Dentro","Cava Sul - Anglo American","-43.426944","-18.904444","845","HDJF004794_01","A.H.L. Juss.","845","Moreira, SN",NA,NA,"-43.426944","-18.904444","2016","05","19",NA,NA,NA,NA,NA
"974","2020-04-29 16:30:23-03","UFVJM","HDJF","3189","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Munhoz, CBR; Mello, TRB; Silva Júnior, MC","7382","2011","04","22","Southern America","Brasil",NA,NA,NA,"HDJF003189","Minas Gerais","Dicotyledoneae",NA,"Diamantina","Parque Nacional Sempre Vivas. Vila de Macacos.","-43.6002998352051","-18.2493991851807",NA,"HDJF003189_01","A.H.L. Juss.",NA,"Otoni, TJO; Machado, ELM","101169","auto",NA,NA,"2015","05","06",NA,NA,NA,NA,NA
"975","2020-04-29 16:30:23-03","UFVJM","HDJF","5933","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Santos, LAG; Otoni, TJO; Machado, ELM","674","2012","09",NA,"Southern America","Brasil",NA,NA,NA,"HDJF005933","Minas Gerais","Dicotyledoneae",NA,"Dom Joaquim","Zona Rural","-43.194167","-19.0025","738","HDJF005933_01","A.H.L. Juss.","738","Machado, ELM",NA,NA,"-43.194167","-19.0025","2013",NA,NA,NA,NA,NA,NA,NA
"976","2020-01-27 18:26:09-03","IAC","IAC","56729","S","Plantae","Rutaceae-1.Cneoroideae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.C.O. Souza & L.C. Bernacci","199","2016","02","02",NA,"Brasil",NA,NA,"Vegetativo, Parcela NUC 01 - regeneração após corte raso, seguido de fogo e pastagem, Ind.",NA,"São Paulo",NA,NA,"Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha","-44.9597","-45.012952",NA,NA,"A.Juss.",NA,"s/det.",NA,NA,"-44.9597","-45.012952","2016","02","02",NA,NA,NA,NA,NA
"977","2020-01-27 18:26:09-03","IAC","IAC","44199","S","Plantae","Rutaceae-1.Cneoroideae","Dictyoloma","vandellianum","Dictyoloma vandellianum","F.C. Hoehne","s/nº","1918","04","11",NA,"Brasil",NA,NA,NA,NA,"São Paulo",NA,NA,"São Paulo","Horto do Museu Paulista","-46.6361","-23.5475",NA,NA,"A.Juss.",NA,"J.R. Pirani",NA,NA,"-46.6361","-23.5475","1994","06","11",NA,NA,NA,NA,NA
"978","2020-01-27 18:26:09-03","IAC","IAC","44200","S","Plantae","Rutaceae-1.Cneoroideae","Dictyoloma","vandellianum","Dictyoloma vandellianum","O. Handro","s/nº","1942","04","15",NA,"Brasil",NA,NA,NA,NA,"São Paulo",NA,NA,"São Paulo","Jardim Botânico","-46.6361","-23.5475",NA,NA,"A.Juss.",NA,"J.R. Pirani",NA,NA,"-46.6361","-23.5475","1994","05","15",NA,NA,NA,NA,NA
"979","2020-01-27 18:26:09-03","IAC","IAC","55567","S","Plantae","Rutaceae-1.Cneoroideae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L.L. Silva","s/nº","1995","06","01",NA,"Brasil",NA,NA,NA,NA,"São Paulo",NA,NA,"São Paulo","Parque Estadual da Fontes do Ipiranga, trilha atrás da seção de Ecologia do Instituto de Botânica","-46.6361","-23.5475",NA,NA,"A.Juss.",NA,"L.L. Silva",NA,NA,"-46.6361","-23.5475","1995","06","01",NA,NA,NA,NA,NA
"980","2020-07-23 12:21:35-03","CEPLAC","CEPEC","25836","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","R. M. Harley","21359","1980","04","14",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"bom jesus da lapa","Acima Bacia Rio Sao Francisco. 2Km a E Igapora, BR-430. 44Km de Caetite.","-42.683333","-13.766667",NA,NA,NA,NA,"L. A. Mattos-Silva",NA,NA,"42W41'","13S46'",NA,NA,NA,NA,"15/04/1982",NA,NA,NA
"981","2020-07-23 12:21:35-03","CEPLAC","CEPEC","23530","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","L. C. de O. Filho","41","1981","01","22",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"Mun. de Fazenda, Varzea.","-42.4","-13.853889",NA,NA,NA,NA,"M. P. M. de Lima",NA,NA,"42W24'0","13S51'14",NA,NA,NA,NA,"06/08/1979",NA,NA,NA
"982","2020-07-23 12:21:35-03","CEPLAC","CEPEC","40996","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","O. A. Salgado","278","1984","03","20",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Catinga-de-urubu",NA,"Bahia",NA,NA,"MACAÚBAS","Prox. de Veredinha.","-42.633333","-12.9",NA,NA,NA,NA,"H. P. Bautista",NA,NA,"42W38'","12S54'",NA,NA,NA,NA,"20/03/1984",NA,NA,NA
"983","2020-07-23 12:21:35-03","CEPLAC","CEPEC","36198","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","M. M. Fernandez","18","1984","03","30",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Catinga-de-urubu",NA,"Bahia",NA,NA,"santana","Estr. Santana/Lagoa Clara.","-44.166667","-12.8",NA,NA,NA,NA,"M. M. Fernandez",NA,NA,"44W10'","12S48'",NA,NA,NA,NA,"30/12/1984",NA,NA,NA
"984","2020-07-23 12:21:35-03","CEPLAC","CEPEC","38622","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","M. L. Guedes","743","1983","06","30",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"M. L. Guedes","20767","auto",NA,NA,NA,NA,NA,NA,"05/07/1985",NA,NA,NA
"985","2020-07-23 12:21:35-03","CEPLAC","CEPEC","122044","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. A. Conceição","1917","2007","04","28",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PARAMIRIM","Caminho Catuarama para Mateus.","-41.245556","-13.297222",NA,NA,NA,NA,"A. A. Conceição",NA,NA,"41W14'44","13S17'50",NA,NA,NA,NA,"30/12/2007",NA,NA,NA
"986","2020-07-23 12:21:35-03","CEPLAC","CEPEC","103357","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","T. R. S. Silva","101","2001","04","19",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PARAMIRIM","19Km de Paramirim, estrada de Paramirim/Caetité.","-42.281389","-13.58",NA,NA,NA,NA,"M. Groppo",NA,NA,"42W16'53","13S34'48",NA,NA,NA,NA,"30/04/2008",NA,NA,NA
"987","2020-07-23 12:21:35-03","CEPLAC","CEPEC","115347","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","W. W. Thomas","14670","2006","04","23",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Minas Gerais",NA,NA,"SANTA MARIA DO SALTO",NA,"-40.066667","-16.4",NA,NA,NA,NA,"W. W. Thomas",NA,NA,"40W4'","16S24'",NA,NA,NA,NA,NA,NA,NA,NA
"988","2020-07-23 12:21:35-03","CEPLAC","CEPEC","116691","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Amorim, A. M.","6957","2007","03","25",NA,"Brasil",NA,NA,"UNICATA.",NA,"Bahia",NA,NA,"CAMACAN","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha de acesso à RPPN.","-39.564722","-15.393056","850",NA,NA,"850","Sem Informação",NA,NA,"39W33'53","15S23'35",NA,NA,NA,NA,NA,NA,NA,NA
"989","2020-07-23 12:21:35-03","CEPLAC","CEPEC","117746","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Ferreira, F. M.","1409","2007","09","22",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"arataca","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000",NA,NA,"1000","Sem Informação",NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA
"990","2020-07-23 12:21:35-03","CEPLAC","CEPEC","123503","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Piotto, D.","16","2007","06","01",NA,"Brasil",NA,NA,"Floresta secundária, idade: 40 anos, sítio: 3 , linha: 1 , #: 31 , dist.: 48 , dap: 8 cm, altura: 5 m",NA,"Bahia",NA,NA,"URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667","120",NA,NA,"120","Sem Informação",NA,NA,"39W5'0","14S25'0",NA,NA,NA,NA,NA,NA,NA,NA
"991","2020-07-23 12:21:35-03","CEPLAC","CEPEC","126075","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Matos, F. B.","1743","2009","06","14",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PORTO SEGURO","Parque Nacional do Pau Brasil. Mussununga. Borda da mata.","-39.25","-16.5","100",NA,NA,"100","Sem Informação",NA,NA,"39W15'","16S30'",NA,NA,NA,NA,NA,NA,NA,NA
"992","2020-07-23 12:21:36-03","CEPLAC","CEPEC","142369","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Oliveira, N.E.","135","2014","08","11",NA,"Brasil",NA,NA,"Duplicatas: RB",NA,"Bahia",NA,NA,"ITAMARAJÚ","Conglomerado BA_1412-2-5-10","-39.599722","-17.100556",NA,NA,NA,NA,"Sem Informação",NA,NA,"39W35'59","17S6'2",NA,NA,NA,NA,NA,NA,NA,NA
"993","2020-07-23 12:21:35-03","CEPLAC","CEPEC","19187","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. M. Harley","19969","1977","03","24",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"RIO DE CONTAS","9Km ao S Povoado de Mata Grosso., Rod. p/ Vila do Rio de Contas.","-41.816667","-13.483333",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"41W49'","13S29'",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"994","2020-07-23 12:21:35-03","CEPLAC","CEPEC","42079","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. C. A. Lima","67","1984","03","21",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"BOTUPORÃ",NA,"-42.383333","-13.266667",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"42W23'","13S16'",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"995","2020-07-23 12:21:36-03","CEPLAC","CEPEC","41655","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. P. Orlandi","756","1986","08","21",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Piolho-de-urubu",NA,"Bahia",NA,NA,"IBICOARA",NA,"-41.35","-12.8",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"41W21'","12S48'",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"996","2020-07-23 12:21:35-03","CEPLAC","CEPEC","23304","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. E. M. Brazão","191","1980","03","21",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PIATÃ","6Km Piata, vindo de Cabralia.","-41.776111","-13.131389",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"41W46'34","13S7'53",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"997","2020-07-23 12:21:36-03","CEPLAC","CEPEC","50884","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","F. S. Santos","640","1986","07","24",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Maui",NA,"Bahia",NA,NA,"SANTA CRUZ CABRÁLIA","Area da ESPAB.","-39.133333","-16.383333",NA,NA,NA,NA,"J. A. Kallunki",NA,NA,"39W8'","16S23'",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"998","2020-07-23 12:21:35-03","CEPLAC","CEPEC","41714","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","S. B. da Silva","85","1980","03","25",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"Proximidades do Riacho dos Novatos.","-42.346667","-13.094444",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"42W20'48","13S5'40",NA,NA,NA,NA,"30/12/1992",NA,NA,NA
"999","2020-07-23 12:21:35-03","CEPLAC","CEPEC","43210","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. P. de Queiroz","1561","1987","05","27",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"castro alves","6Km SE Pedra Branca, subida da Serra da Jiboia.","-39.471944","-12.845833",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"39W28'19","12S50'45",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1000","2020-07-23 12:21:35-03","CEPLAC","CEPEC","47561","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. M. Harley","27150","1988","12","13",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"RIO DE CONTAS","Pico das Almas. Vertente leste. Estr. Faz. Brumadinho, Faz. Silvina.","-41.916667","-13.533333",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"41W55'","13S32'",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1001","2020-07-23 12:21:35-03","CEPLAC","CEPEC","58255","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. M. Amorim","1235","1993","04","14",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"UNA","Reserva Biológica do Mico-leão. ntr. KM 46 BA-001 Ilheus/Una. Estr. para sede da REBIO.","-39.083333","-15.15",NA,NA,NA,NA,"J. A. Kallunki",NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1002","2020-07-23 12:21:35-03","CEPLAC","CEPEC","66477","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","H. Q. B. Fernandes","2937","1990","05","27",NA,"Brasil",NA,NA,NA,NA,"Espírito Santo",NA,NA,"IBIRAÇU","Est. Eco. do Morro da Vargem. Trilha do bananal.","-40.383333","-19.883333",NA,NA,NA,NA,"J. R. Pirani",NA,NA,"40W23'","19S53'",NA,NA,NA,NA,"16/10/1992",NA,NA,NA
"1003","2020-07-23 12:21:35-03","CEPLAC","CEPEC","73959","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. M. Amorim","2060","1997","06","18",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"UNA","Reserva Biologica do Mico-leão. Entrada KM 46 Ba-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"A. M. Amorim",NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/1997",NA,NA,NA
"1004","2020-07-23 12:21:35-03","CEPLAC","CEPEC","93584","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. G. Jardim","1304","1998","01","21",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"ALMADINA","Rod. Lmadina/Ibitupã, entrada a ca. 5Km ao W da sede do municpio. Faz. Cruzeiro dom Sul. Serra dos Sete Paus, ca. 8Km da etrada. Inventário Florestal e Fitossocioloico. # 53.","-39.696111","-14.735",NA,NA,NA,NA,"P. Fiaschi",NA,NA,"39W41'46","14S44'6",NA,NA,NA,NA,"30/12/2003",NA,NA,NA
"1005","2020-07-23 12:21:35-03","CEPLAC","CEPEC","14622","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","S. A. Mori","10623","1978","09","17",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"ALCOBAÇA","6Km NW Alcobaca, BR-255.","-39.1955986022949","-17.5193996429443",NA,NA,NA,NA,"J. R. Pirani","50074","auto",NA,NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA
"1006","2020-07-23 12:21:35-03","CEPLAC","CEPEC","20435","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","S. A. Mori","13475","1980","03","20",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"CAETITÉ","A 1Km de Caetite.","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,"J. R. Pirani","53684","auto","0*0'99","99*99'99",NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1007","2020-07-23 12:21:35-03","CEPLAC","CEPEC","32019","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. M. de Carvalho","1838","1983","04","18",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"CAETITÉ","Km 22 estr. Caetite/Bom Jesus da Lapa.","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,"J. R. Pirani","53684","auto",NA,NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA
"1008","2020-07-23 12:21:35-03","CEPLAC","CEPEC","69867","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. P. de Queiroz","3834","1994","04","25",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"castro alves","Subida da Serra da Jiboia.","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,"L. P. de Queiroz","26883","auto",NA,NA,NA,NA,NA,NA,"30/12/1994",NA,NA,NA
"1009","2020-07-23 12:21:35-03","CEPLAC","CEPEC","71672","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. P. de Queiroz","3834","1994","04","15",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"castro alves","Subida da Serra da Jiboia.","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,"L. P. de Queiroz","26883","auto",NA,NA,NA,NA,NA,NA,"30/12/1994",NA,NA,NA
"1010","2020-07-23 12:21:35-03","CEPLAC","CEPEC","4713","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. A. de Jesus","2","1968","07","23",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"JUSSARÍ",NA,"-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,"J. R. Pirani","21386","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1011","2020-07-23 12:21:35-03","CEPLAC","CEPEC","38817","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Hatschbach","49448","1985","06","17",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"NOVA VIÇOSA",NA,"-39.371898651123","-17.8918991088867",NA,NA,NA,NA,"J. R. Pirani","70538","auto",NA,NA,NA,NA,NA,NA,"30/12/1986",NA,NA,NA
"1012","2020-07-23 12:21:35-03","CEPLAC","CEPEC","45383","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. M. de Carvalho","2482","1994","10","08",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"NOVA VIÇOSA","12Km na estr. do Boi/Nova Vicosa.","-39.371898651123","-17.8918991088867",NA,NA,NA,NA,"J. R. Pirani","70538","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1013","2020-07-23 12:21:35-03","CEPLAC","CEPEC","34092","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. Eupunino","468","1980","05","09",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PORTO SEGURO","50Km a W cidade, BR-0367.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"J. R. Pirani","68835","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1014","2020-07-23 12:21:35-03","CEPLAC","CEPEC","21002","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. A. Mattos-Silva","825","1980","06","16",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PORTO SEGURO","Km 17 no ramal p/ Vale Verde, entr. Vera Cruz. Km 51 Rod. P. Seguro/Eunapolis.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"J. R. Pirani","68835","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1015","2020-07-23 12:21:35-03","CEPLAC","CEPEC","39595","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. A. Mattos-Silva","2112","2002","08","05",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"PRADO","Km 8 a 12 Rod. liga Prado/Cumuruxatiba.","-39.2207984924316","-17.341100692749",NA,NA,NA,NA,"J. R. Pirani","53161","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1016","2020-07-23 12:21:35-03","CEPLAC","CEPEC","82799","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. C. Forzza","1183","1999","04","10",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"RIO DE CONTAS","Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"J. R. Pirani","49773","auto",NA,NA,NA,NA,NA,NA,"28/02/2002",NA,NA,NA
"1017","2020-07-23 12:21:36-03","CEPLAC","CEPEC","34043","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","F. S. Santos","168","1984","01","19",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Maui",NA,"Bahia",NA,NA,"SANTA CRUZ CABRÁLIA","Area da ESPAB.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"J. R. Pirani","49584","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1018","2020-07-23 12:21:35-03","CEPLAC","CEPEC","2768","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. P. Belém","2198","1966","05","13",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"ubaitaba","Rod. p/ Itacare.","-39.323299407959","-14.3125",NA,NA,NA,NA,"J. R. Pirani","27575","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1019","2020-07-23 12:21:35-03","CEPLAC","CEPEC","7292","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. S. Pinheiro","1342","1971","06","15",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"UNA","Rod. Rio Branco/Una.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"J. R. Pirani","36070","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1020","2020-07-23 12:21:35-03","CEPLAC","CEPEC","9373","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","T. S. dos Santos","2654","1973","06","09",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,"VALENÇA","Km 15 Rod. Valença/Orobó.","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,"J. R. Pirani","43634","auto",NA,NA,NA,NA,NA,NA,"30/12/1988",NA,NA,NA
"1021","2020-07-23 12:21:35-03","CEPLAC","CEPEC","125183","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. P. Fontana","5125",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Espírito Santo",NA,NA,"cariacica",NA,"-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,"A. M. Amorim","18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","2020-07-23 12:21:35-03","CEPLAC","CEPEC","63552","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Hatschbach","57981","1993","01","01",NA,"Brasil",NA,NA,NA,NA,"Espírito Santo",NA,NA,"domingos martins","BR-262, prox. ao Rio Araguaia.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"J. R. Pirani","48150","auto",NA,NA,NA,NA,NA,NA,"30/12/1993",NA,NA,NA
"1023","2020-07-23 12:21:35-03","CEPLAC","CEPEC","145882","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","K.F. Silva","85",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Minas Gerais",NA,NA,"jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"M. Groppo","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","2020-07-23 12:21:35-03","CEPLAC","CEPEC","139080","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","S. J. Silva-Neto","1681",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Rio de Janeiro",NA,NA,"Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"J. R. Pirani","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","2020-07-23 12:21:35-03","CEPLAC","CEPEC","153960","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L.J.T. Cardoso","1355",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Rio de Janeiro",NA,NA,"resende",NA,"-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
