"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"175","2020-02-08 10:31:17-03","NBC","NL-BOTANY","U.1583303","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Herb Krukoff; Echea",NA,"1942","07","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583303","Cuzco",NA,"Sapindales",NA,"La Convencion, Cuzco","-73","-12",NA,"NL-U1583303","DC.",NA,"Reynel Rodriguez C",NA,NA,"-73.0","-12.0",NA,NA,NA,"Magnoliopsidae","U 0250699",NA,NA,NA
"176","2020-02-08 10:31:17-03","NBC","NL-BOTANY","U.1583387","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Harley RM; Bromley GL; Carvalho AMV de; Hage JL; Brito HS",NA,"1980","04","14","Southern America","Brazil",NA,NA,"Caatinga.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583387","Bahia",NA,"Sapindales",NA,"Basin of the Upper São Francisco River. 2 km E. of Igaporã, on the BR 430 and c. 44 km. from Caitité.","-42.683333","-13.766667",NA,"NL-U1583387","DC.",NA,"Reynel Rodriguez C",NA,NA,"-42.683333","-13.766667",NA,NA,NA,"Magnoliopsidae","U 0250700",NA,NA,NA
"177","2020-02-08 10:31:17-03","NBC","NL-BOTANY","U.1583388","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Harley RM; Bromley GL; Carvalho AMV de; Hage JL; Brito HS",NA,"1980","04","14","Southern America","Brazil",NA,NA,"Caatinga.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583388","Bahia",NA,"Sapindales",NA,"Basin of the Upper São Francisco River. 2 km E. of Igaporã, on the BR 430 and c. 44 km. from Caitité.","-42.683333","-13.766667",NA,"NL-U1583388","DC.",NA,"Reynel Rodriguez C",NA,NA,"-42.683333","-13.766667",NA,NA,NA,"Magnoliopsidae","U 0250701",NA,NA,NA
"178","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298799","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298799",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298799","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"179","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.2115357","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Ule EHG",NA,"1902","08","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115357",NA,NA,"Sapindales",NA,"Capoeirs bei Yurium aguas.* Departamento Loreto.",NA,NA,NA,"NL-L2115357","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"180","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.2115359","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Herzog T",NA,"1911","02","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115359",NA,NA,"Sapindales",NA,"in gebusch der Savannengehölge um Ste leuz kleines Baümeken.",NA,NA,NA,"NL-L2115359","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"181","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.2115360","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Herzog T",NA,"1911","02","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115360",NA,NA,"Sapindales",NA,"in gebusch der Savannengehölge um Ste leuz kleines Baümeken.",NA,NA,NA,"NL-L2115360","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"182","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4196949","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Killeen TJ; Panfil SN; Arroyo L",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4196949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4196949",NA,NA,"Sapindales",NA,"Santa Cruz: Welasco. Parque Nacional Noel Kempff M. Sector Sur. Campamento Las Gamas. Bosque humedo con muchas epifitas.","-60.383333","-14.8",NA,"NL-L4196949","Planch.",NA,NA,NA,NA,"-60.383333","-14.8",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"183","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298780","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298780",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298780","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"184","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298797","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298797",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298797","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"185","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298798","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298798",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298798","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"186","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298804","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298804",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298804","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"187","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.4298805","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4298805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4298805",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L4298805","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"188","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U 0283934","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Dutton BE; Mathias ME; Taylor D",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200283934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0283934",NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17616",NA,NA,NA
"189","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U.1583307","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Meyer G",NA,"1923","07","01","Southern America","Bolivia",NA,NA,"Tropical rainforest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583307","Beni",NA,"Sapindales",NA,"Bolivia: Cachuela Esperanza, Rio Beni. Dpto. Beni.",NA,NA,NA,"NL-U1583307","Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250726",NA,NA,NA
"190","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U.1583308","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Steinbach RF",NA,"1967","03","06","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583308","Santa Cruz",NA,"Sapindales",NA,NA,NA,NA,NA,"NL-U1583308","Planch.",NA,"Maas PJM",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023812",NA,NA,NA
"191","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U.1583309","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Steinbach RF",NA,"1967","03","06","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583309","Santa Cruz",NA,"Sapindales",NA,NA,NA,NA,NA,"NL-U1583309","Planch.",NA,"Maas PJM",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023811",NA,NA,NA
"192","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.2115361","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115361",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L2115361","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"193","2020-02-08 10:31:18-03","NBC","NL-BOTANY","L.2115362","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115362",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"NL-L2115362","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"194","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U.1583401","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Amorim AM; et al.",NA,"1997","06","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583401","Bahia",NA,"Sapindales",NA,NA,NA,NA,NA,"NL-U1583401","A.Juss.",NA,"Kallunki JA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132096",NA,NA,NA
"195","2020-02-08 10:31:18-03","NBC","NL-BOTANY","U.1583402","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Pirani JR; Furlan A; Cordeiro I; et al.",NA,"1981","04","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583402","Minas Gerais",NA,"Sapindales",NA,NA,NA,NA,NA,"NL-U1583402","A.Juss.",NA,"Pirani JR",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088896",NA,NA,NA
"196","2020-02-08 10:31:18-03","NBC","NL-BOTANY","WAG.1255717","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Hatschbach GG; Cervi AC; Silva JM da",NA,"1992","10","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255717",NA,NA,"Sapindales",NA,"Rod. BR-262, próximo ao Rio Araguaia (mun. Domingos Martins) Espirito Santo.",NA,NA,NA,"NL-WAG1255717","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"197","2020-02-08 10:31:18-03","NBC","NL-BOTANY","WAG.1255718","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Hatschbach GG; Cervi AC; Silva JM da",NA,"1992","10","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255718 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255718",NA,NA,"Sapindales",NA,"Rod. BR-262, próximo ao Rio Araguaia (mun. Domingos Martins) Espirito Santo.",NA,NA,NA,"NL-WAG1255718","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"198","2020-11-04 11:19:04-03","ESALQ","ESA","15365","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Leoni, L.S.","2547.0","1994","04","15",NA,"Brasil",NA,NA,NA,"ESA015365","Minas Gerais","Magnoliophyta",NA,NA,"Serra da Grama",NA,NA,NA,"ESA015365","Adr. Juss.",NA,"Leoni, L.S.",NA,NA,"-42,416,667","-20,716,667","1994","04","16",NA,NA,NA,NA,NA
"199","2020-11-04 11:19:04-03","ESALQ","ESA","130594","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35797.0","2013","03","22",NA,"Brasil",NA,NA,"Árvore. Botões esverdeados.","ESA130594","São Paulo","Magnoliophyta",NA,"Queluz","Fragmento 41 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5087","-44.8187","727",NA,"A.Juss.","727","Souza, V.C.",NA,NA,"-22.5087","-44.8187","2013",NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:19:04-03","ESALQ","ESA","10225","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Tombolato, A.F.C. ; Torres, R.B.","23407.0","1990","04","15",NA,"Brasil",NA,NA,NA,"ESA010225","Minas Gerais","Magnoliophyta",NA,"Cachoeira do Carmo",NA,NA,NA,NA,"ESA010225","A.Juss.",NA,"Ferraro, L. et al.",NA,NA,NA,NA,"1999","10","21",NA,NA,NA,NA,NA
"201","2020-11-04 12:16:08-03","ESALQ","ESA","127925","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Couto, D.R.","1158.0","2009","05","04",NA,"Brasil",NA,NA,NA,"ESA127925","Espírito Santo",NA,NA,"Alegre",NA,"-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"Flores, T.B.","26101","auto",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 11:19:04-03","ESALQ","ESA","114967","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Morokawa, R.","339.0","2011","04","15",NA,"Brasil",NA,NA,NA,"ESA114967","Espírito Santo","Magnoliophyta",NA,"Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 11:19:04-03","ESALQ","ESA","48445","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Gontijo, T.A.",NA,"1993","06","22",NA,"Brasil",NA,NA,NA,"ESA048445","Minas Gerais","Magnoliophyta",NA,"Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,"ESA048445","A.Juss.",NA,"Lombardi, J.A.","12338","auto",NA,NA,"1998","06","01",NA,NA,NA,NA,NA
"204","2020-11-04 11:19:04-03","ESALQ","ESA","87832","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Luchi, A.E. et al.","415.0","1995","03","21",NA,"Brasil",NA,NA,NA,"ESA087832","Minas Gerais","Magnoliophyta",NA,"Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,"ESA087832","Adr. Juss.",NA,"Cordeiro, I.","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:19:04-03","ESALQ","ESA","19044","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Souza, V.C. et al.","8356.0","1995","03","11",NA,"Brasil",NA,NA,NA,"ESA019044","Minas Gerais","Magnoliophyta",NA,"Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,"ESA019044","A.Juss.",NA,"Souza, V.C.","26557","auto",NA,NA,"2003","05","16",NA,NA,NA,NA,NA
"206","2020-11-04 11:19:04-03","ESALQ","ESA","100304","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Costa, F.N.","835.0","2005","04","02",NA,"Brasil",NA,NA,NA,"ESA100304","Minas Gerais","Magnoliophyta",NA,"São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,"ESA100304",NA,NA,"Pirani, J.R.","26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 11:19:04-03","ESALQ","ESA","63042","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Hoehne, W.",NA,"1947","11","19",NA,"Brasil",NA,NA,NA,"ESA063042","São Paulo","Magnoliophyta",NA,"São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"ESA063042","A.Juss.",NA,"Pirani, J.R.","53584","auto",NA,NA,"1989","01","01",NA,NA,NA,NA,NA
"208","2020-11-04 12:16:08-03","ESALQ","ESA","132815","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Colletta, G, D","1180.0","2013","10","11",NA,"Brasil",NA,NA,"Árvore, 4m.","ESA132815","São Paulo",NA,NA,"Piracicaba","Campus da Esalq, proxima a guarita da engenharia","-47.6399993896484","-22.7199993133545",NA,NA,"A.Juss.",NA,"Colletta, G.D","44778","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:19:04-03","ESALQ","ESA","31645","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","11178.0","1996","06","01",NA,"Brasil",NA,NA,"Árvore, ca. 6 m alt.; frutos imaturos verdes.","ESA031645","São Paulo","Magnoliophyta",NA,"Nazaré Paulista","Estrada em torno da Represa Atibainha. Mata mesófila semidecídua.","-463.578","-231.425","800","ESA031645","A.Juss.","800","Souza, V.C.",NA,NA,"-463,578","-231,425","2003","05","16",NA,NA,NA,NA,NA
"210","2020-11-04 11:19:04-03","ESALQ","ESA","6005","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Fernandes, H.Q.B. et al.",NA,"1990","05","01",NA,"Brasil",NA,NA,NA,"ESA006005","São Paulo","Magnoliophyta",NA,"Ibiraçu",NA,NA,NA,NA,"ESA006005","A.Juss.",NA,"Ferraro, L. et al.",NA,NA,NA,NA,"1999","10","21",NA,NA,NA,NA,NA
"211","2020-11-04 11:19:04-03","ESALQ","ESA","22174","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Sugiyama, M. et al.","1353.0","1995","05","11",NA,"Brasil",NA,NA,NA,"ESA022174","São Paulo","Magnoliophyta",NA,"Bananal",NA,"-44.3199996948242","-22.6800003051758",NA,"ESA022174","A.Juss.",NA,"Pirani, J.R.","26795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:19:04-03","ESALQ","ESA","29627","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Ivanauskas, N.M.","1139.0","1997","05","22",NA,"Brasil",NA,NA,NA,"ESA029627","São Paulo","Magnoliophyta",NA,"Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,"ESA029627",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:19:04-03","ESALQ","ESA","6863","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Ivanauskas, N.M.",NA,"1991","06","06",NA,"Brasil",NA,NA,NA,"ESA006863","São Paulo","Magnoliophyta",NA,"Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,"ESA006863","Adr. Juss.",NA,"Rodrigues, R.R.","44778","auto",NA,NA,"1991","06","06",NA,NA,NA,NA,NA
"214","2020-11-04 11:19:04-03","ESALQ","ESA","10491","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Barreto, K.D. et al.","494.0","1993","05","17",NA,"Brasil",NA,NA,NA,"ESA010491","São Paulo","Magnoliophyta",NA,"Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,"ESA010491","Adr. Juss.",NA,"Souza, V.C. et al.","44778","auto",NA,NA,"1993","05","28",NA,NA,NA,NA,NA
"215","2020-11-04 11:19:04-03","ESALQ","ESA","47304","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","2008.0","1997","09","09",NA,"Brasil",NA,NA,"Arbóreo. Altura de 7,0 m e com fruto seco marrom.","ESA047304","Mato Grosso","Magnoliophyta",NA,"Pontes e Lacerda","Estrada na Mineradora Santa Elina. Floresta Estacional Semidecidual. Beira de estrada, antropizado","-59.3353004455566","-15.2260999679565",NA,"ESA047304","A.Juss.",NA,"Nave, A.G.","110136","auto","-59,784,167","-14,518,333",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-11-04 12:16:08-03","ESALQ","ESA","132786","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Colletta, G.D.; Coelho, R. L. G; Calliari, C. P; Barroso, R","821.0","2013","02","21",NA,"Brasil",NA,NA,"Árvore, 5m.","ESA132786","São Paulo",NA,NA,"Caçapava","Fragmento 28 (TAV)","-45.7000007629395","-23.1000003814697",NA,NA,"A.Juss.",NA,"Souza, V. C","15403","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"217","2020-11-04 11:19:04-03","ESALQ","ESA","130057","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Colletta, G.D.; Flores, T.B.; Duarte, M.M.; Ferrari, A.C.","1812.0","2011","04","14",NA,"Brasil",NA,NA,"Regenerante estéril","ESA130057","Espírito Santo","Magnoliophyta",NA,"Linhares","Reserva Vale, área do projeto de restauração, projeto 170","-40.0722007751465","-19.3910999298096",NA,NA,"A.Juss.",NA,"Siqueira, G.","48094","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"218","2019-02-15 11:49:58-02","IPA","IPA","81864","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Cano, O.; et al.; et al.","861","2007","07","26","Southern America","Brasil",NA,NA,"Arbusto ca. 2,5m de altura, folíolos discolor com a face dorsal verde-escura.; Caatinga em área de transição para cerrado.","IPA0081864","Bahia","Plantae",NA,"Palmeiras","Chapada Diamantina, Estrada Palmeiras - Vale do Capão; na parte alta da estrada, após o riachinho","-41.521306","-12.550556",NA,NA,"A.H.L. Juss.",NA,"Rita Pereira",NA,NA,"-41.521306","-12.550556","2008","02",NA,NA,NA,NA,NA,NA
"219","2020-12-20 21:19:22-03","UFV","VIC","010043","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Vieira, M.F.V.","s.n.","1987","04","23",NA,"Brasil",NA,NA,"Árvore de flores branca creme.","VIC010043","Minas Gerais",NA,NA,"Viçosa","Dendrologia","-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-20 21:19:22-03","UFV","VIC","001735","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Kulhmann","s.n.","1934","11","24",NA,"Brasil",NA,NA,NA,"VIC001735","Minas Gerais",NA,NA,"Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-20 21:19:22-03","UFV","VIC","011078","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Silva, A.F.; Capellari Jr.","s.n.","1986","04","09",NA,"Brasil",NA,NA,"Árvore de 15 m, flores creme, botões castanhos madeira fortemente aromática, casca salmão, lenho creme,súber liso, fendas finas e pústulas.","VIC011078","São Paulo",NA,NA,"São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,"DC",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
