FID,family,specie,Comparação,id,inst_code,col_code,catalog_n,recordedby,record_n,year,month,day,state,city,locality,longitude,latitude,precision,protocol,categoria,projeto
1113,ASTERACEAE,Vernonanthura mucronulata,,54c7ca3f6cb8b, ,RB,406418,"Brade, A.C.",10956,1931,7,0,SP,Vila Ema, ,-45.903738,-23.207787, , ,LC,Livro Vermelho 2013
1114,ASTERACEAE,Vernonanthura mucronulata,,54c7caef79724, ,MBM,215095,"Hoehne, W.",s.n.,1945,8,22,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1115,ASTERACEAE,Vernonanthura mucronulata,,54c7caef83e1b, ,MBM,215102,"Hoehne, W.",s.n.,1946,7,18,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1116,ASTERACEAE,Vernonanthura mucronulata,,54c7caf0045ec, ,MBM,215500,"Hoehne, W.",s.n.,1946,8,7,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1117,ASTERACEAE,Vernonanthura mucronulata,,54c7caf1173aa, ,NYBG,1017823,F. C. Hoehne,2367,1918,8,14,SP, ,Butantan.,-46.739394,-23.561246, , ,LC,Livro Vermelho 2013
1118,ASTERACEAE,Vernonanthura mucronulata,,54c7caf119a85, ,MOBOT,3389605,Keiichi Mizoguchi, ,1978,8,17,SP, ,"Coronia De Suguro, Municipio De Itapebi. .",-46.971599,-23.551457, , ,LC,Livro Vermelho 2013
1119,ASTERACEAE,Vernonanthura mucronulata,,54c7caf22f99a, ,UB, ,"Kuhlmann, M.",45791,1941,6,27,SP,Cotia, ,-46.945978,-23.682659, , ,LC,Livro Vermelho 2013
1120,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5dda291, ,IAC,20791,A. Daniel, ,1969,8,7,SP,Sorocaba, ,-47.4581,-23.5017, , ,LC,Livro Vermelho 2013
1121,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5ddd2ea, ,MOBOT,3387997,Moyses Kuhlmann, ,0,0,0,SP, ,Cotia.,-46.945978,-23.682659, , ,LC,Livro Vermelho 2013
1122,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5ddddee, ,MOBOT,3388941,W. Hoehne, ,0,0,0,SP, ,"São Paulo, Caieiras.",-46.738526,-23.370727, , ,LC,Livro Vermelho 2013
1123,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5dde163, ,MOBOT,3387312,Unknown, ,0,0,0,SP, ,"São Paulo, Ypiranga.",-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1124,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5de162a, ,MOBOT,3388989,W. Hoehne, ,0,0,0,SP, ,"São Paulo, Prox. ao Jaraguá.",-46.765896,-23.454358, , ,LC,Livro Vermelho 2013
1125,ASTERACEAE,Vernonanthura mucronulata,,54c7cb5de26b5, ,RB,406454,"Joly, A.B.", ,1946,7,26,SP, ,Campos Butantã.,-46.723667,-23.574243, , ,LC,Livro Vermelho 2013
1126,AYTONIACEAE,Asterella venosa,,54c7ca40050b8, ,HSJRP,18231,"Ferreira, K.M.",4,1996,10,12,SP,Neves Paulista,pedreira da cidade,-46.364209,-23.190016, , ,LC,Livro Vermelho 2013
1127,AYTONIACEAE,Asterella venosa,,54c7ca400513f, ,HSJRP,18291,"Ferreira, K.M.",6,1996,10,12,SP,Neves Paulista,pedreira da cidade,-46.364209,-23.190016, , ,LC,Livro Vermelho 2013
1128,AYTONIACEAE,Asterella venosa,,54c7caf3c711f, ,HSJRP,18231,K.M. Ferreira,7,1996,10,12,SP,Neves Paulista, ,-46.364209,-23.190016, , ,LC,Livro Vermelho 2013
1129,AYTONIACEAE,Asterella venosa,,54c7caf3c7173, ,HSJRP,18291,K.M. Ferreira,6,1996,10,12,SP,Neves Paulista, ,-46.364209,-23.190016, , ,LC,Livro Vermelho 2013
1130,BALANOPHORACEAE,Helosis cayennensis,,54c7ca40055a7, ,ESA,73144,"Souza, J.P. Fonseca, M.G., Matteo, B.C., Giarola, N., Silva, L.N., Passold, A.J., Rodrigues, R.R., S",3271,2000,4,19,SP,São Sebastião,"Parque Estadual da Serra do Mar, Estrada da Limeira. Floresta Ombrófila Densa de Encosta com perturbação. Interior de mata",-45.32,-23.44, , ,LC,Livro Vermelho 2013
1131,BALANOPHORACEAE,Helosis cayennensis,,54c7ca4006473, ,UEC,54984,"Meira Neto, J.A.A.",2170,0,0,0,SP,Atibaia,Faz. Grota Funda,-46.572982,-23.129536, , ,LC,Livro Vermelho 2013
1132,BALANOPHORACEAE,Langsdorffia hypogaea,,54c7ca4006f8b, ,ESA,10921,"Rodrigues,R.R.", ,1993,6,16,SP,São Roque,Mata da CÃ¢mara,-47.1125,-23.523889, , ,LC,Livro Vermelho 2013
1133,BALANOPHORACEAE,Langsdorffia hypogaea,,54c7ca400839f, ,SPSF,34507,F.A.R.D.P.Arzolla & M.Imamoto & R.A. Martins & F.H.dos Santos,828,2005,5,6,SP,Caieiras,Condomínio Parque Suiça,-46.695556,-23.402222, , ,LC,Livro Vermelho 2013
1134,BALANOPHORACEAE,Langsdorffia hypogaea,,54c7ca4008421, ,SPSF,34564,F.A.R.D.P.Arzolla & M.Imamoto & F.H.Santos,835,2005,5,30,SP,Caieiras,Condominio Parque Imperial,-46.584722,-23.629444, , ,LC,Livro Vermelho 2013
1135,BALANOPHORACEAE,Lophophytum leandri,,54c7ca4009a8e, ,UPCB,48912,"Goldenberg, R.",664,2004,10,1,SP,Sete Barras,Material cedido por Paola Marchi em 23.VIII.2004,-47.950178,-24.303886, , ,LC,Livro Vermelho 2013
1136,BEGONIACEAE,Begonia angularis,,54c7ca400bd29, ,ESA,52145,"Lima, R.A.F.",313,0,0,0,SP,São Miguel Arcanjo,Trilha taquaral - Parque Estadual de Carlos Botelho,-47.954378,-24.124503, , ,LC,Livro Vermelho 2013
1137,BEGONIACEAE,Begonia angularis,,54c7ca4081329, ,SP,336943,"Gomes da Silva, S.J.",300,1992,2,16,SP,Moji das Cruzes,Serra do Itapeti-Cruz do Século,-46.24287,-23.51098, , ,LC,Livro Vermelho 2013
1138,BEGONIACEAE,Begonia angularis,,54c7ca4083214, ,RB,53045,"Markgraf, F.",10263,1952,12,6,SP,São Paulo,Bocaúna.,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1139,BEGONIACEAE,Begonia angularis,,54c7caf4631b5, ,NMNH,3355050.2526940,S. Neto & A. Filho, ,1984,9,13,SP, ,"Sao paulo, biritiba mirim, estacao bilogica de boraceia",-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1140,BEGONIACEAE,Begonia brevilobata,,54c7ca4086140, ,SP,18034,"Luederwaldt, H.",s.n.,1916,2,0,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,DD,Livro Vermelho 2013
1141,BEGONIACEAE,Begonia fruticosa,,54c7ca4114a6d, ,ESA,76479,"Forster, W. Mazine, F.F., ParanaguÃ¡, P.A., Moura, C., Oliveira, R.C., Silveira, E.R., Rodrigues, R.",254,2000,4,18,SP,Caraguatatuba,"Parque Estadual da Serra do Mar - Estrada da Intermediária - Km30/570m. Floresta Ombrófila Densa Submontana """"de Encosta"""". Beira de estrada.",-45.37,-23.41, , ,LC,Livro Vermelho 2013
1142,BEGONIACEAE,Begonia fruticosa,,54c7ca4114ac5, ,ESA,79258,"Souza, J.P. Souza, V.C., Salino, A., ParanaguÃ¡, P.A., Oliveira, R.C., F.M.Scarpa, I.S.M.Gajardo & M",3469,2000,4,25,SP,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, ca. Km 41. Floresta Ombrófila Densa. Interior de mata úmida",-45.4021,-23.3844, , ,LC,Livro Vermelho 2013
1143,BEGONIACEAE,Begonia fruticosa,,54c7ca4114b1f, ,ESA,79811,"Bortoleto, S. Araujo, A.O., Freire, R.A.P., Capretz, R.L., Castellen, M., Rodrigues, R.R., Souza, V.",68,2002,4,21,SP,Sete Barras,"Parque Estadual Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito. Borda de floresta.",-47.5939,-24.083, , ,LC,Livro Vermelho 2013
1144,BEGONIACEAE,Begonia fruticosa,,54c7ca4116827, ,HUEFS,155963,"Hoehne, W.",SPF13639,1951,8,29,SP,São Paulo,São Paulo.,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1145,BEGONIACEAE,Begonia fruticosa,,54c7ca4116a29, ,IAC,40957,"L.C. Bernacci, G.A.D.C. Franco, G.F. Ãrbocz, E. Furlan & G. Durigan",2938,2000,11,7,SP,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Zézinho",-47.091717,-23.761081, , ,LC,Livro Vermelho 2013
1146,BEGONIACEAE,Begonia fruticosa,,54c7ca4116cef, ,NYBG,453938,G. Eiten,2179,1960,7,18,SP,Sao Paulo,"About 10 km due north of center of SAO PAULO (Praça da Sé). Serra da Cantareira, near top",-46.63,-23.54, , ,LC,Livro Vermelho 2013
1147,BEGONIACEAE,Begonia fruticosa,,54c7ca411717c, ,SP,111648,"Sendulsky, T.",997,1968,8,13,SP,São Paulo,"Jardim BotÃ¢nico, Parque do Estado",-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
1148,BEGONIACEAE,Begonia fruticosa,,54c7ca41171dd, ,SP,115979,"Mattos, J.R.",13862,1966,8,26,SP,Salesópolis,Estação Biológica de Boracéia-Na margem do rio Claro,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1149,BEGONIACEAE,Begonia fruticosa,,54c7ca411723d, ,SP,127086,"Silva, J.S.",334,1974,8,30,SP,São Paulo,Jardim BotÃ¢nico. Parque do Estado. área 16,-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
1150,BEGONIACEAE,Begonia fruticosa,,54c7ca41172fd, ,SP,154460,"Kirizawa, M.",219,1978,8,20,SP,Moji das Cruzes,Parque Municipal da Serra do Itapeti,-46.24287,-23.51098, , ,LC,Livro Vermelho 2013
1151,BEGONIACEAE,Begonia fruticosa,,54c7ca411735d, ,SP,154626,"Davis, P.H.",60516,1976,9,3,SP,Santo André,"Near Paranapiacaba, on Santos-Santo André road. Rain forest",-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1152,BEGONIACEAE,Begonia fruticosa,,54c7ca41173bc, ,SP,160290,"Custodio Filho, A.",47,1979,7,3,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-Picada sete,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1153,BEGONIACEAE,Begonia fruticosa,,54c7ca411741b, ,SP,160660,"Custodio Filho, A.",66,1979,7,16,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1154,BEGONIACEAE,Begonia fruticosa,,54c7ca411747a, ,SP,161073,"Wanderley, M.G.L.",111,1979,6,29,SP,São Paulo,Parque Estadual das Fontes do Ipiranga-Jardim BotÃ¢nico,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1155,BEGONIACEAE,Begonia fruticosa,,54c7ca41174da, ,SP,161078,"Wanderley, M.G.L.",126,1979,7,16,SP,São Paulo,Parque Estadual das Fontes do Ipiranga-Jardim BotÃ¢nico,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1156,BEGONIACEAE,Begonia fruticosa,,54c7ca4117539, ,SP,161097,"Kirizawa, M.",452,1979,8,2,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1157,BEGONIACEAE,Begonia fruticosa,,54c7ca4117598, ,SP,161387,"Makino, H.",153,1979,6,26,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1158,BEGONIACEAE,Begonia fruticosa,,54c7ca41175f8, ,SP,162889,"Kirizawa, M.",545,1980,5,7,SP,São Paulo,Parque Estadual das Fontes do Ipiranga-Sobre barranco do riacho Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1159,BEGONIACEAE,Begonia fruticosa,,54c7ca4117656, ,SP,163811,"Muniz, C.F.S.",23,1979,8,1,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1160,BEGONIACEAE,Begonia fruticosa,,54c7ca41176b5, ,SP,169378,"Silvestre, M.S.F.",202,1979,9,5,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1161,BEGONIACEAE,Begonia fruticosa,,54c7ca4117713, ,SP,18023,"Luederwaldt, H.",s.n.,1915,11,0,SP,São Paulo,"Horto BotÃ¢nico, Ipiranga, alto da serra",-46.623,-23.654, , ,LC,Livro Vermelho 2013
1162,BEGONIACEAE,Begonia fruticosa,,54c7ca4117771, ,SP,180552,"Chiea, S.A.C.",106,1980,6,30,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1163,BEGONIACEAE,Begonia fruticosa,,54c7ca41177cf, ,SP,180571,"Chiea, S.A.C.",129,1980,8,21,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1164,BEGONIACEAE,Begonia fruticosa,,54c7ca411782d, ,SP,182835,"Marassi, R.D.",4,1982,9,1,SP,São Paulo,Parque Estadual das Fontes do Ipiranga-Vila Facchini. Mata Primária,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1165,BEGONIACEAE,Begonia fruticosa,,54c7ca411788c, ,SP,186251,"Sugiyama, M.",984,1983,6,27,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1166,BEGONIACEAE,Begonia fruticosa,,54c7ca41178e9, ,SP,186257,"Kirizawa, M.",982,1983,6,27,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1167,BEGONIACEAE,Begonia fruticosa,,54c7ca4117947, ,SP,188994,"Kirizawa, M.",1021,1983,7,28,SP,Moji das Cruzes,"Serra do Mar-Picada Mogi-Bertioga, ca 800 msm. Local úmido",-46.185121,-23.550958, , ,LC,Livro Vermelho 2013
1168,BEGONIACEAE,Begonia fruticosa,,54c7ca41179a5, ,SP,194418,"Xavier, R.D.C.",5,1982,4,27,SP,São Paulo,Parque Estadual das Fontes do Ipiranga-Na margem de um riacho,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1169,BEGONIACEAE,Begonia fruticosa,,54c7ca4117a02, ,SP,194792,"Custodio Filho, A.",1620,1983,9,30,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1170,BEGONIACEAE,Begonia fruticosa,,54c7ca4117a5e, ,SP,194797,"Custodio Filho, A.",1627,1983,9,30,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1171,BEGONIACEAE,Begonia fruticosa,,54c7ca4117aba, ,SP,194867,"Melo, M.M.R.F.",254,1981,7,8,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1172,BEGONIACEAE,Begonia fruticosa,,54c7ca4117b16, ,SP,195300,"Custodio Filho, A.",1795,1983,11,11,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1173,BEGONIACEAE,Begonia fruticosa,,54c7ca4117b71, ,SP,195308,"Custodio Filho, A.",1772,1983,10,26,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1174,BEGONIACEAE,Begonia fruticosa,,54c7ca4117bcb, ,SP,195736,"Custodio Filho, A.",1745,1983,10,26,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1175,BEGONIACEAE,Begonia fruticosa,,54c7ca4117c25, ,SP,195983,"Sugiyama, M.",326,1983,9,20,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
1176,BEGONIACEAE,Begonia fruticosa,,54c7ca4117c84, ,SP,198109,"Forero, E.",7657,1980,8,27,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1177,BEGONIACEAE,Begonia fruticosa,,54c7ca4117ce2, ,SP,200908,"Sugiyama, M.",534,1984,8,14,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
1178,BEGONIACEAE,Begonia fruticosa,,54c7ca4117d3f, ,SP,200913,"Sugiyama, M.",540,1984,9,11,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
1179,BEGONIACEAE,Begonia fruticosa,,54c7ca4117da5, ,SP,203930,"Romaniuc Neto, S.",110,1984,2,3,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1180,BEGONIACEAE,Begonia fruticosa,,54c7ca4117e01, ,SP,209669,"Macedo, I.C.C.",46,1984,5,28,SP,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.623,-23.654, , ,LC,Livro Vermelho 2013
1181,BEGONIACEAE,Begonia fruticosa,,54c7ca4117e5c, ,SP,215009,"Guerra, T.P.",126,1985,9,24,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1182,BEGONIACEAE,Begonia fruticosa,,54c7ca4117f6b, ,SP,246132,"Webster, G.L.",25507,1986,10,7,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-lower montane rain forest with cloud forest on upper,-46.333333,-23.783333, , ,LC,Livro Vermelho 2013
1183,BEGONIACEAE,Begonia fruticosa,,54c7ca4118074, ,SP,246517,"Pastore, J.A.",235,1988,12,8,SP,São Paulo,Serra da Cantareira-Região do Pinheirinho. linha 6 da fitossociologia,-46.645745,-23.444658, , ,LC,Livro Vermelho 2013
1184,BEGONIACEAE,Begonia fruticosa,,54c7ca41180cd, ,SP,246518,"Franco, G.A.D.C.",705,1988,9,28,SP,Salesópolis,"Estação Biológica de Boracéia-Casa Grande, Guaratuba",-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1185,BEGONIACEAE,Begonia fruticosa,,54c7ca4118180, ,SP,249162,"Custodio Filho, A.",4698,1987,2,4,SP,Salesópolis,"Boracéia-Between Mogi da Cruzes and Biritiba Mirim, cast of Serra do Mar",-46,-23.583333, , ,LC,Livro Vermelho 2013
1186,BEGONIACEAE,Begonia fruticosa,,54c7ca41181d9, ,SP,249831,"Gomes da Silva, S.J.",252,1991,11,23,SP,Salesópolis,Estação Biológica de Boracéia-Trilha dos Pilões,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1187,BEGONIACEAE,Begonia fruticosa,,54c7ca4118232, ,SP,249837,"Gomes da Silva, S.J.",258,1991,11,24,SP,Salesópolis,Estação Biológica de Boracéia-estrada de Guaratuba,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1188,BEGONIACEAE,Begonia fruticosa,,54c7ca411828b, ,SP,2514,"Hoehne, F.C.",s.n.,1918,10,19,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1189,BEGONIACEAE,Begonia fruticosa,,54c7ca41182e5, ,SP,252550,"Gomes da Silva, S.J.",237,1991,9,8,SP,Biritiba-Mirim,"estrada para Casagrande, área da Sabesp",-46.013614,-23.619698, , ,LC,Livro Vermelho 2013
1190,BEGONIACEAE,Begonia fruticosa,,54c7ca411833f, ,SP,252551,"Gomes da Silva, S.J.",263,1991,12,16,SP,Santo André,Reserva Biológica de Paranapiacaba-ca. 840 msm,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1191,BEGONIACEAE,Begonia fruticosa,,54c7ca4118398, ,SP,252555,"Gomes da Silva, S.J.",286,1991,12,17,SP,Santo André,"Paranapiacaba, morro das torres de TV",-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1192,BEGONIACEAE,Begonia fruticosa,,54c7ca41183f2, ,SP,252557,"Gomes da Silva, S.J.",296,1991,12,28,SP,Salesópolis,"km 31,5 da estrada Petrobrás, sentido Caraguatatuba, margem do rio Pardo",-45.842266,-23.558466, , ,LC,Livro Vermelho 2013
1193,BEGONIACEAE,Begonia fruticosa,,54c7ca41184ff, ,SP,253655,"Gomes da Silva, S.J.",317,1992,6,4,SP,Salesópolis,Estação Biológica de Boracéia-Trilha do Divisor Marítimo,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1194,BEGONIACEAE,Begonia fruticosa,,54c7ca411860a, ,SP,256076,"Cordeiro, I.",919,1992,9,18,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
1195,BEGONIACEAE,Begonia fruticosa,,54c7ca4118664, ,SP,256161,"Kirizawa, M.",2693,1992,9,21,SP,São Miguel Arcanjo,"Parque Estadual Carlos Botelho-Bairro Taquaral. Mata AtlÃ¢ntica preservada, beira do rio Taquaral, com cachoeira",-47.954378,-24.124503, , ,LC,Livro Vermelho 2013
1196,BEGONIACEAE,Begonia fruticosa,,54c7ca4118719, ,SP,347500,"Tomasulo, P.L.B.",88,1990,8,25,SP,Moji das Cruzes,Parque Municipal da Serra do Itapeti-trilha Martim Percador,-46.24287,-23.51098, , ,LC,Livro Vermelho 2013
1197,BEGONIACEAE,Begonia fruticosa,,54c7ca41188da, ,SP,352658,"Pirani, J.R.",4905,2001,10,20,SP,Salesópolis,Estação Biológica de Boracéia-Floresta Pluvial Tropical. Trilha atrás do alojamento do alto,-45.888889,-23.656944, , ,LC,Livro Vermelho 2013
1198,BEGONIACEAE,Begonia fruticosa,,54c7ca4118934, ,SP,359282,"Young, M.C.",64,2002,8,23,SP,Santo André,"Paranapiacaba, trilha 12",-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
1199,BEGONIACEAE,Begonia fruticosa,,54c7ca411898d, ,SP,46068,"Handro, O.",s.n.,1939,5,5,SP,São Paulo,Jardim BotÃ¢nico,-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
1200,BEGONIACEAE,Begonia fruticosa,,54c7ca41189e5, ,SP,64702,"Mattos, J.R.",9107,1961,9,12,SP,Salesópolis,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1201,BEGONIACEAE,Begonia fruticosa,,54c7ca4118a9b, ,SP,74276,"Eiten, G.",2179,1960,7,18,SP,São Paulo,"Serra da Cantareira-about 10 km due north of center of Praça da Sé. Serra, near top. Virgin forest, ravine of brook, in shade",-46.645745,-23.444658, , ,LC,Livro Vermelho 2013
1202,BEGONIACEAE,Begonia fruticosa,,54c7ca4118ba9, ,SPSF,10141,A.Custodio Filho,1620,1983,9,30,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1203,BEGONIACEAE,Begonia fruticosa,,54c7ca4118c09, ,SPSF,10934,A.Custodio Filho,2786,1986,10,18,SP,Salesópolis,"Casa Grande, E.B.Boraceia",-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1204,BEGONIACEAE,Begonia fruticosa,,54c7ca4118c68, ,SPSF,11147,S.Romaniuc Neto & A.Custodio Filho,110,1984,2,3,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1205,BEGONIACEAE,Begonia fruticosa,,54c7ca4118d1f, ,SPSF,12037,A.Custodio Filho & Al.Gentry,4698,1987,2,4,SP,Boraceia,between Mogi das Cruzes and Biritiba Mirim crest of Serra do Mar,-46.107683,-23.54876, , ,LC,Livro Vermelho 2013
1206,BEGONIACEAE,Begonia fruticosa,,54c7ca4118d79, ,SPSF,12542,G.A.D.C. Franco & A.Custodio Filho,705,1988,9,28,SP,Salesópolis,"Casa Grande, R.F.Guaratuba",-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
1207,BEGONIACEAE,Begonia fruticosa,,54c7ca4118dd6, ,SPSF,12643,J.A.Pastore,235,1988,12,8,SP,Sao Paulo,"serra da Cantareira, Nucleo Chapada",-46.645745,-23.444658, , ,LC,Livro Vermelho 2013
1208,BEGONIACEAE,Begonia fruticosa,,54c7ca4118e3b, ,SPSF,15466,M. Kirizawa & M.Sugiyama,2693,1992,9,21,SP,Sao Miguel Arcanjo,P.E.Carlos Botelho,-47.954378,-24.124503, , ,LC,Livro Vermelho 2013
1209,BEGONIACEAE,Begonia fruticosa,,54c7ca4118f68, ,SPSF,19022,G.A.D.C. Franco,1337,1995,5,8,SP,Sao Paulo,P.E.Cantareira,-46.532013,-23.402888, , ,LC,Livro Vermelho 2013
1210,BEGONIACEAE,Begonia fruticosa,,54c7ca4118fc6, ,SPSF,19225,J.A.Pastore & J.B.Baitello,610,1995,7,21,SP,Ibiúna,"P.E.Jurupara, fazenda Tucano",-47.292999,-23.919079, , ,LC,Livro Vermelho 2013
1211,BEGONIACEAE,Begonia fruticosa,,54c7ca41192cc, ,SPSF,31439,S.Bortoleto,68,2002,4,21,SP,Sete Barras,P.E.Carlos Botelho,-47.994167,-24.141667, , ,LC,Livro Vermelho 2013
1212,BEGONIACEAE,Begonia fruticosa,,54c7ca41193e7, ,SPSF,42101,R.T.Polisel,931,2008,11,28,SP,Juquitiba,Estrada da Palestina,-47.090278,-23.975556, , ,LC,Livro Vermelho 2013
1213,BEGONIACEAE,Begonia fruticosa,,54c7ca41194a0, ,UEC, ,"Breier, T.B.",0546,0,0,0,SP,Sete Barras,Parque Estadual Carlos Botelho-parcelas permanentes,-47.916667,-24.166667, , ,LC,Livro Vermelho 2013
1214,BEGONIACEAE,Begonia fruticosa,,54c7ca411ab38, ,RB,52858,"Edwall, G.",8743,1892,10,26,SP,Campo Grande,"Ex. Herb. Comm. Georg. S. Paulo, nÂº 1889.",-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
1215,BEGONIACEAE,Begonia fruticosa,,54c7caf3c9520, ,BHCB,76649,"Bortoleto, S.",68,0,0,0,SP,Sete Barras, ,-47.950179,-24.303886, , ,LC,Livro Vermelho 2013
1216,BEGONIACEAE,Begonia fruticosa,,54c7caf3c9e65, ,ESA,19205,"SimÃ£o-Bianchini, R. et al.",489,1994,9,3,SP,Salesópolis, ,-45.842266,-23.558466, , ,LC,Livro Vermelho 2013
1217,BEGONIACEAE,Begonia fruticosa,,54c7caf3c9fb1, ,ESA,22466,"Miyagi, P.H. et al.",230,1994,9,9,SP,Juquiá, ,-47.639307,-24.206442, , ,LC,Livro Vermelho 2013
1218,BEGONIACEAE,Begonia fruticosa,,54c7caf3ca003, ,ESA,22467,"Miyagi, P.H. et al.",233,1994,9,9,SP,Juquiá, ,-47.639307,-24.206442, , ,LC,Livro Vermelho 2013
1219,BEGONIACEAE,Begonia fruticosa,,54c7caf3cb645, ,MBM,140662,"Pastore, J.A.",235,1988,11,8,SP,Mairiporã, ,-46.542454,-23.29932, , ,LC,Livro Vermelho 2013
1220,BEGONIACEAE,Begonia fruticosa,,54c7caf3cb87a, ,MBM,148907,"Romaniuc, S.",110,1984,2,3,SP,Biritiba-Mirim, ,-46.013614,-23.619698, , ,LC,Livro Vermelho 2013
