"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount"
"321","2020-06-15 15:29:42-03","UNESP-RC","HRCB","58435","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Lombardi","9404","2012","07","13",NA,"Brasil",NA,NA,"Prensado em álcool. Erva, ramos esverdeados, flores alvas",NA,NA,NA,NA,"(Hook.) Miers","Bahia","Estrada de terra de Palmeiras a Guiné","743","743",NA,"Palmeiras","-41.575333","-12.541694",NA,NA,"Lombardi, J.A.","2012","07","41º34'31.2W","12º32'30.1S",NA,NA,NA,NA,NA,NA
"322","2020-06-15 15:29:42-03","UNESP-RC","HRCB","15988","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Garcia, F.C.P","675","1993","03","27",NA,"Brasil",NA,NA,"Saprófita-terrestre",NA,NA,NA,NA,"(Hook.) Miers","São Paulo","Parque Estadual Intervales",NA,NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666","34059","auto","Maas, H. & Maas, P.J.M.","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-01-26 13:52:59-03","IMA","MAC","61675","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","L.Nusbaumer","4643","2015","10","18",NA,"Brasil",NA,NA,"Herbácea saprófita ca. 20 cm. Flores brancas.; Mata Atlântica.","MAC0061675",NA,NA,NA,"(Hook.) Miers","Alagoas","Serra de Angilina, Serra de Murici.",NA,NA,"MAC0061675","Flexeiras","-36.417006","-9.319153",NA,NA,"P.; H.Maas","2015","10","-36.417006","-9.319153",NA,NA,NA,"22",NA,NA
"324","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","K. M. Redden, K. J. Wurdack, A. Rodriguez, C. Perry, P. Ragnauth, N. John & E. Joseph","6326","2008","10","8","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"(Hook.) Miers","U. Takutu-U. Essequibo","CI concession. Line 9. Top of Mountain","359",NA,NA,NA,"-58.3223","3.40214",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"325","2020-09-12 05:00:02-03","US","US","2268185","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","W. H. Hodge","6103","1943","11","19","South America - Neotropics","Peru",NA,NA,NA,"US00225324",NA,"Orchidales","purdieana",NA,"Cajamarca","along ridges of one of the quebradas of the valley of the Manchara River, E of Tabaconas","2134","2134",NA,"Jaén",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"326","2020-09-12 05:00:02-03","US","US","1931189","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","T. A. Sprague","338","1899","4","7","South America - Neotropics","Colombia",NA,NA,NA,"US00225333",NA,"Orchidales","purdieana",NA,NA,"E. Cordilleras between Pitalito and Mocoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"327","2020-09-12 05:00:02-03","US","US","3566385","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","H. D. Clarke, R. Williams & C. Perry","8274","1999","9","8","South America - Neotropics","Guyana",NA,NA,NA,"US01073918",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","U. Takutu-U. Essequibo","Wassarai Mts., summit of highest peak, 14 km S of S. Kassikaityu R.","1135",NA,NA,NA,"-59.2397","1.52778",NA,NA,"Maas, P. J.; Maas, H.",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"328","2020-09-12 05:00:02-03","US","US","2142749","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","N. C. Fassett","25424","1944","6","30","South America - Neotropics","Colombia",NA,NA,NA,"US00225323",NA,"Orchidales","purdieana",NA,"Santander","Region about Landazuri, 70 km N of Velez; Cerro del Panamo, Cerro de Arumas","1829","1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"329","2020-09-12 05:00:02-03","US","US","3426061","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, T. Hollowell, K. David, C. Chin & C. Perry","5522","1997","7","10","South America - Neotropics","Guyana",NA,NA,NA,"US00723767",NA,"Orchidales","orobanchoides","(Hook.) Miers","Cuyuni-Mazaruni","Waukauyengtipu, slope","1300",NA,NA,NA,"-61.1944","5.825",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"330","2020-09-12 05:00:02-03","US","US","1878809","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","J. T. Baldwin","3238","1944","3","3","South America - Neotropics","Brazil",NA,NA,NA,"US00225313",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Amazonas","Cucuhy, rio negro",NA,NA,"US00225313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"331","2020-09-12 05:00:02-03","US","US","3494655","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10195","2003","6","28","South America - Neotropics","Guyana",NA,NA,NA,"US00892340",NA,"Orchidales","orobanchoides","(Hook.) Miers","Potaro-Siparuni","Mt. Wokomung, plateau above first of four escarpments","1135",NA,NA,NA,"-59.8206","5.11008",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"332","2020-09-12 05:00:02-03","US","US","3494654","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10245","2003","6","28","South America - Neotropics","Guyana",NA,NA,NA,"US00892339",NA,"Orchidales","orobanchoides","(Hook.) Miers","Potaro-Siparuni","Mt. Wokomung, plateau above first of four escarpments","1135",NA,NA,NA,"-59.8206","5.11008",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"333","2020-09-12 05:00:02-03","US","US","2108506","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","F. R. Fosberg","20105","1943","2","12","South America - Neotropics","Colombia",NA,NA,NA,"US00225326",NA,"Orchidales","purdieana",NA,"Huila","Ridge N of Quebrada La Candela, affluent of Rio Naranjo, 18 km SW of San Agustin","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"334","2020-09-12 05:00:02-03","US","US","2108411","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","F. R. Fosberg","19901","1943","1","31","South America - Neotropics","Colombia",NA,NA,NA,"US00225328",NA,"Orchidales","purdieana",NA,"Huila","Above Finca la Estrella on ridge S of Quebrada Cucaracha, one of headwaters of Quebrada Damas, 12 km ESE of Garzon","2200","2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"335","2020-09-12 05:00:02-03","US","US","2341710","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","R. E. Schultes & I. Cabrera","16724","1952","6","15","South America - Neotropics","Colombia",NA,NA,NA,"US00225308",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Vaupés","Rio Apaporis:jinogoje (at mouth of Rio Piraparana) and vicinity","213","213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"336","2020-09-12 05:00:02-03","US","US","3566354","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","B. Hoffman, T. Henkel & H. Kennedy","3019 A","1992","10","15","South America - Neotropics","Guyana",NA,NA,NA,"US01073887",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Cuyuni-Mazaruni","Pakaraima Mountains; Karowrieng River; 0.5-1 km SE of Maipuri Falls, trail to rock drawings","625","650",NA,NA,"-60.2167","5.66667",NA,NA,"Maas, P. J.; Maas, H.",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"337","2020-09-12 05:00:02-03","US","US","2844907","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","G. T. Prance, D. F. Coêlho & O. P. Monteiro","15024","1971","9","29","South America - Neotropics","Brazil",NA,NA,NA,"US00154361",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Amazonas","Rio cuieras just below mouth of rio brancinho",NA,NA,"US00154361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"338","2020-09-12 05:00:02-03","US","US","2509277","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","G. Hatschbach","14072","1966","3","18","South America","Brazil",NA,NA,NA,"US00154378",NA,"Orchidales",NA,"(Hook.) Miers","Paraná","Pilão de Pedra",NA,NA,"US00154378_01","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"339","2020-09-12 05:00:02-03","US","US","3571360","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","K. J. Wurdack, K. M. Redden, C. Perry, E. Zimmerman, D. Hunter, T. Hunter & V. Roland","4880","2009","5","6","South America - Neotropics","Guyana",NA,NA,NA,"US01087596",NA,"Orchidales",NA,"(Hook.) Miers","Cuyuni-Mazaruni","Kako River on savanna near old farm","486",NA,NA,NA,"-60.632","5.71453",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"340","2020-09-12 05:00:02-03","US","US","1951136","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","B. Maguire","24362","1944","8","13","South America - Neotropics","Suriname",NA,NA,NA,"US00225312",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas",NA,"1 km s of savanna i.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"341","2020-09-12 05:00:02-03","US","US","2341733","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","R. E. Schultes & I. Cabrera","17281","1952","9","6","South America - Neotropics","Colombia",NA,NA,NA,"US00225307",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Vaupés","Rio Piraparana (tributary of Rio Apaporis): Caño Teemeena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"342","2020-09-12 05:00:02-03","US","US","2279291","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","B. Maguire","41612","1957","9","27","South America - Neotropics","Venezuela",NA,NA,NA,"US00225306",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Amazonas","On piedra arauicaus, rio yatua, rios pacimoni, yatua, casiquiare","110","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"343","2020-09-12 05:00:02-03","US","US","2029764","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","J. M. Idrobo & R. E. Schultes","1145","1951","1","6","South America - Neotropics","Colombia",NA,NA,NA,"US00225319",NA,"Orchidales","purdieana",NA,"Meta","Cordillera la Macarena (extreme NE) Macizo Renjifo, summit and vicinity","1300","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"344","2020-09-12 05:00:02-03","US","US","1280845","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","P. K. Dusén","9897","1910","4","5","South America","Brazil",NA,NA,NA,"US00154368",NA,"Orchidales",NA,"(Hook.) Miers","Paraná",NA,NA,NA,"US00154368_01","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"345","2020-09-12 05:00:02-03","US","US","2340804","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","R. M. Klein","2406","1960","3","10","South America","Brazil",NA,NA,NA,"US00154377",NA,"Orchidales",NA,"(Hook.) Miers","Santa Catarina","Mata da Companhia Hering, Bom Retiro",NA,NA,"US00154377_01","Blumenau","-49.0661010742188","-26.9193992614746","34291","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"346","2020-09-12 05:00:02-03","US","US","2340822","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","R. Reitz & R. M. Klein","2941","1956","3","29","South America","Brazil",NA,NA,NA,"US00154376",NA,"Orchidales",NA,"(Hook.) Miers","Santa Catarina","Morro da Ressacada","200",NA,"US00154376_01","Itajaí","-48.6618995666504","-26.9078006744385","27253","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"347","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","L. E. Skog & C. Feuillet","5695","1985","3","26","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Orchidales",NA,"(Hook.) Miers",NA,"Route de Nancibo, at end of track. 35 km S of Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"348","2020-09-12 05:00:02-03","US","US","3108879","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","D. Alvarenga & E. C. Lopes","643","1990","1","29","South America - Neotropics","Brazil",NA,NA,NA,"US01328240",NA,"Orchidales",NA,"(Hook.) Miers","Distrito Federal","Fazenda Santa Prisca",NA,NA,"US01328240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"349","2020-09-12 05:00:02-03","US","US","3333470","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","T. McDowell & D. Gopaul","2808","1990","5","24","South America - Neotropics","Guyana",NA,NA,NA,"US00518756",NA,"Orchidales",NA,"(Hook.) Miers","Cuyuni-Mazaruni","Utshi River and Falls","900","975",NA,NA,"-61.1333","5.73333",NA,NA,"Boggan, J. K., (US), NMNH",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"350","2020-09-12 05:00:02-03","US","US","3434229","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","J. L. Clark & D. Barrientos","06702","2002","7","24","South America - Neotropics","Bolivia",NA,NA,NA,"US00744092",NA,"Orchidales",NA,"(Hook.) Miers","La Paz","Mapiri trail (trek from Ingenio to Mapiri); day 5 of 5, from campamento Incapampa to Mapiri.","1600","1000",NA,"Larecaja","-68.2492","-15.3757",NA,NA,"Clark, J. L., (UNA), University of Alabama (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"351","2020-09-12 05:00:02-03","US","US","2509276","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","G. Hatschbach","14415","1966","5","1","South America","Brazil",NA,NA,NA,"US00154379",NA,"Orchidales",NA,"(Hook.) Miers","Paraná","Pontal do Sul",NA,NA,"US00154379_01","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"352","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","K. J. Wurdack, E. Tripp, A. Radosavljevic & J. Ralph","5803","2012","6","4","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales","orobanchoides","(Hook.) Miers","Cuyuni-Mazaruni","On top of 1st escarpment (of four) of Kamakusa Mt., within 0.5 mi. of Full Moon (6th) Camp","1000",NA,NA,NA,"-60.1557","5.86233",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"353","2020-09-12 05:00:02-03","US","US","3426059","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, T. Hollowell, K. David, C. Chin & C. Perry","5319","1997","7","4","South America - Neotropics","Guyana",NA,NA,NA,"US00723765",NA,"Orchidales","orobanchoides","(Hook.) Miers","Cuyuni-Mazaruni","Paruima, 9 km W; Ararata scrub area","800",NA,NA,NA,"-61.1444","5.82667",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"354","2020-09-12 05:00:02-03","US","US","1363033","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. H. Rusby","859","1885",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US00154365",NA,"Orchidales","orobanchoides","(Hook.) Miers",NA,"Yungas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"355","2020-09-12 05:00:02-03","US","US","3494648","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10695","2003","7","10","South America - Neotropics","Guyana",NA,NA,NA,"US00892333",NA,"Orchidales","orobanchoides","(Hook.) Miers","Potaro-Siparuni","Mt. Wokomung, summit","1560",NA,NA,NA,"-59.8616","5.06758",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"356","2020-09-12 05:00:02-03","US","US","3424240","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","J. L. Clark","5243","1998","4","28","South America - Neotropics","Ecuador",NA,NA,NA,"US00611210",NA,"Orchidales","orobanchoides","(Hook.) Miers","Napo","Archidona Canton, Reserva Ecologica Antisana, Comunidad Shamato.","1700","1700",NA,"Archidona","-77.8","-0.7333",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"357","2020-09-12 05:00:02-03","US","US","3257618","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","T. McDowell, B. Hoffman & K. Lance","4736","1991","6","20","South America - Neotropics","Guyana",NA,NA,NA,"US00634361",NA,"Orchidales","orobanchoides","(Hook.) Miers","Cuyuni-Mazaruni","To plateau at South end of Haiamatipu","610","914",NA,NA,"-60.5333","5.46667",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"358","2020-09-12 05:00:02-03","US","US","3426412","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","J.-J. de Granville, C. S. Roesel & L. Brothers","11322","1991","4","18","South America - Neotropics","French Guiana",NA,NA,NA,"US00705906",NA,"Orchidales","orobanchoides","(Hook.) Miers",NA,"D.Z. du Haut-Kourcibo, Bassin du Sinnamary","110",NA,NA,NA,"-53.28","4.47",NA,NA,"Maas, H.",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"359","2020-09-12 05:00:02-03","US","US","3426062","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. D. Clarke, K. David, C. Chin & C. Perry","5659","1997","7","13","South America - Neotropics","Guyana",NA,NA,NA,"US00723768",NA,"Orchidales","orobanchoides","(Hook.) Miers","Cuyuni-Mazaruni","Paruima, 15 km W; eastern edge of Waukauyengtipu","1570",NA,NA,NA,"-61.1953","5.82889",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"360","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","K. J. Wurdack, K. M. Redden, A. Rodriguez, C. Perry, P. Ragnauth, N. John & E. Joseph","4770","2008","10","9","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","U. Takutu-U. Essequibo","CI concession. Line 9. Mid-mountain","311",NA,NA,NA,"-58.3223","3.40214",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"361","2020-09-12 05:00:02-03","US","US","2821753","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","G. T. Prance","5932","1968","7","13","South America - Neotropics","Brazil",NA,NA,NA,"US00225304",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Rondônia","Km 214-215 madeira-mamore railroad, near abuna; basin of rio madeira",NA,NA,"US00225304_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"362","2020-09-12 05:00:02-03","US","US","2844906","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","G. T. Prance","14743","1971","9","14","South America - Neotropics","Brazil",NA,NA,NA,"US00225301",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Amazonas","Reserva ducke, vicinity of igarape acara; vicinity of manaus",NA,NA,"US00225301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"363","2020-09-12 05:00:02-03","US","US","2029783","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","J. M. Idrobo & R. E. Schultes","1186","1951","1","22","South America - Neotropics","Colombia",NA,NA,NA,"US00225309",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Meta","Cordillera la Macarena (extreme NE), Macizo Renjifo, E slopes; Colina el Pesebre","600","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"364","2020-09-12 05:00:02-03","US","US","1592411","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","O. L. Haught","1376","1934","9","19","South America - Neotropics","Colombia",NA,NA,NA,"US00225316",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Santander","Vicinity of Barrancabermeja, Magdalena Valley, between Sogamoso and Colorado Rivers; camp on Margarita Creek","100","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"365","2020-09-12 05:00:02-03","US","US","3494910","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","K. M. Redden, M. Lyle, C. Perry, R. Williams & C. Paul","2641","2004","2","10","South America - Neotropics","Guyana",NA,NA,NA,"US00923734",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Cuyuni-Mazaruni","Pakaraima Mts., Mazaruni River. Base Camp 6","501",NA,NA,NA,"-60.6517","6.04444",NA,NA,"Kelloff, Carol L., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"366","2020-09-12 05:00:02-03","US","US","2824274","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","J. M. Idrobo & R. E. Schultes","854","1950","12","30","South America - Neotropics","Colombia",NA,NA,NA,"US00225310",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Meta","Cordillera la Macarena (extreme NE), Macizo Renjifo, E slopes; Colina el Pesebre","600","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"367","2020-09-12 05:00:02-03","US","US","2916813","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","G. T. Prance","18735","1973","8","8","South America - Neotropics","Brazil",NA,NA,NA,"US00154362",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas","Amazonas","Reserva ducke, igarape acara",NA,NA,"US00154362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"368","2020-09-12 05:00:02-03","US","US","1997074","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","R. E. Schultes & F. Lopéz","10206","1948","7","8","South America - Neotropics","Colombia",NA,NA,NA,"US00225311",NA,"Orchidales","parviflora","(Benth.) Snelders & Maas",NA,"Rio Taraira, second rapids upstream (Colombian side)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
