"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount"
"88","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173403","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Steyermark JA; Bunting GS",NA,"1970","04","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173403",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERRITORIO FEDERAL AMAZONAS: Cerro Arauicaua, bosque al pie y en las faldas inferiores, rio Yatua.",NA,NA,"NL-U1173403",NA,"-66.166667","1.583333",NA,NA,NA,NA,NA,"-66.166667","1.583333","Magnoliopsidae",NA,NA,NA,NA,NA
"89","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173404","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Werff HH van der; et al.",NA,"2003","07","12","Southern America","Peru",NA,NA,"Heavily logged forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173404",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Pasco","Pasco: Oxapampa. Along road Chatarra-Pto. Bermudez.",NA,NA,"NL-U1173404",NA,"-75.066667","-10.533333",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-75.066667","-10.533333","Magnoliopsidae","U 0123487",NA,NA,NA,NA
"90","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173405","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1979","04","10","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173405",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Territorio Federal Amazonas. 7 km NE of San Carlos de Rio Negro. Forest along roadside on hill and forest along stream (ca. 20 km S of confluence of Rio Negro & Brazo Casiquiare).",NA,NA,"NL-U1173405",NA,"-67.05","1.933333",NA,NA,NA,NA,NA,"-67.05","1.933333","Magnoliopsidae",NA,NA,NA,NA,NA
"91","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173406","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Steyermark JA; Davidse G; Guanchez F",NA,"1980","05","14","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173406",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Territorio Federal Amazonas: Depto. Aturs: forested areas and igneous outcrops along Río Coromoto, at Tobogán de la Selva, 35 km southeast of Puerto Ayacucho.",NA,NA,"NL-U1173406",NA,"-67.55","5.366667",NA,NA,NA,NA,NA,"-67.55","5.366667","Magnoliopsidae",NA,NA,NA,NA,NA
"92","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173407","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Huber O; Colchester MEM",NA,"1983","11","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173407",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS, Dept. Atabapo: Sector Norte de la Sierra Parima. Bosques entre Shimada Wochi y el alto río Matacuni.",NA,NA,"NL-U1173407",NA,"-64.666667","3.916667",NA,NA,NA,NA,NA,"-64.666667","3.916667","Magnoliopsidae",NA,NA,NA,NA,NA
"93","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173408","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","MacDougal JM; Betancur J",NA,"1989","02","17","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173408",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"ANTIOQUIA: Mpio. de Amalfi; road between Amalfi and Medellin, 13.5 km SW of Amalfi, bosque húmedo premontaño, disturbed primary forest.",NA,NA,"NL-U1173408",NA,"-75.1","6.9",NA,NA,NA,NA,NA,"-75.1","6.9","Magnoliopsidae",NA,NA,NA,NA,NA
"94","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173409","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Huber O; Colchester MEM",NA,"1983","11","10","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173409",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS: Dept. Atabapo: Sector Norte de la Sierra Parima. Bosques en la cuenca alta del río Matacuni, approx. 20 km al NNW de Shimada-Wochi.",NA,NA,"NL-U1173409",NA,"-64.683333","3.983333",NA,NA,NA,NA,NA,"-64.683333","3.983333","Magnoliopsidae",NA,NA,NA,NA,NA
"95","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173410","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1988","04","27","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173410",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Edo. BOLIVAR: Gran Sabana; ca. 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa). In forest.",NA,NA,"NL-U1173410",NA,"-61.05","5.316667",NA,NA,NA,NA,NA,"-61.05","5.316667","Magnoliopsidae",NA,NA,NA,NA,NA
"96","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173411","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Guanchez F; Melgueiro E",NA,"1984","11","14","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173411",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Territorio Federal Amazonas, Dpto. Atures, transecto desde pequeño caño a 1 Km abajo del raudal 'Ceguera' en la margen derecha del río Autana, pasando por bosque inundado, orillas de pequeño riachuelo de aguas cristallinas, fallas rocosas de la vertiente oeste de cerro de arenisca de unos 200m de altura sobre el río, hasta la cumbre cubierta de herbazal.",NA,NA,"NL-U1173411",NA,"-67.433333","4.816667",NA,NA,NA,NA,NA,"-67.433333","4.816667","Magnoliopsidae",NA,NA,NA,NA,NA
"97","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173412","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Betancur J; Galvis P; Marin Z",NA,"1994","04","20","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173412",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"COLOMBIANO. PUTUMAYO: municipio Mocoa, corregimiento de San Antonio, vereda Alto Campucana, finca La Mariposa, bosque primario. Vertiente amazonica de Colombia.",NA,NA,"NL-U1173412",NA,"-76.633333","1.2",NA,NA,NA,NA,NA,"-76.633333","1.2","Magnoliopsidae",NA,NA,NA,NA,NA
"98","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173413","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL; Carnevali G",NA,"1987","10","24","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173413",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Dpto. RIO NEGRO: Slope of Cerro Aracamuni. Quebrada camp. Tall forest on slope.",NA,NA,"NL-U1173413",NA,"-65.633333","1.4",NA,NA,NA,NA,NA,"-65.633333","1.4","Magnoliopsidae",NA,NA,NA,NA,NA
"99","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173414","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1988","10","10","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173414",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS, Dpto. Atabapo: Cerro Duida, base on N side opposite Culebra. Forest.",NA,NA,"NL-U1173414",NA,"-65.733333","3.733333",NA,NA,NA,NA,NA,"-65.733333","3.733333","Magnoliopsidae",NA,NA,NA,NA,NA
"100","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173415","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1988","10","27","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173415",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS, Depto. Atabapo: In saddle between Duida en Marahuaca near base of Duida. Medium height forest.",NA,NA,"NL-U1173415",NA,"-65.533333","3.566667",NA,NA,NA,NA,NA,"-65.533333","3.566667","Magnoliopsidae",NA,NA,NA,NA,NA
"101","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173416","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1988","11","03","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173416",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS, Depto. Atabapo: Cerro Huachamacari, E. slope. Forested.",NA,NA,"NL-U1173416",NA,"-65.7","3.816667",NA,NA,NA,NA,NA,"-65.7","3.816667","Magnoliopsidae",NA,NA,NA,NA,NA
"102","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173417","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL",NA,"1988","11","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173417",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"TERR. FED. AMAZONAS, Depto. Atabapo: Trail from Río Cunucunuma to Huachmacarí. Forest.",NA,NA,"NL-U1173417",NA,"-65.7","3.816667",NA,NA,NA,NA,NA,"-65.7","3.816667","Magnoliopsidae",NA,NA,NA,NA,NA
"103","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173418","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Davidse G; Huber O",NA,"1982","11","25","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173418",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"EDO. BOLIVAR. Distrito Piar: Guayaraca, between escarmpent and Río Guayaraca southern base of Auyan-tepui.",NA,NA,"NL-U1173418",NA,"-62.533333","5.733333",NA,NA,NA,NA,NA,"-62.533333","5.733333","Magnoliopsidae",NA,NA,NA,NA,NA
"104","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173419","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Liesner RL; Delascio Chitty F",NA,"1987","10","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173419",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Dpto. RIO NEGRO: Slope of Cerro Aracamuni. Quebrada Camp. Forested slope.",NA,NA,"NL-U1173419",NA,"-65.633333","1.4",NA,NA,NA,NA,NA,"-65.633333","1.4","Magnoliopsidae",NA,NA,NA,NA,NA
"105","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173420","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Haught O",NA,"1934","12","05","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173420",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"DEPARTMENT OF SUR DE SANTANDER. Vicinity of Barranca Bermeja, Magdalena Valley, between Sogamoso and Colorado Rivers.",NA,NA,"NL-U1173420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"106","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173347","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Granville J-J de; Roesel C; Brothers L",NA,"1991","04","18","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173347",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Bassin du Sinnamary",NA,NA,NA,"NL-U1173347",NA,"-53.283333","4.466667",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-53.283333","4.466667","Magnoliopsidae","U 0102506",NA,NA,NA,NA
"107","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735894","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Graham JG",NA,"2007","10","10","Southern America","Peru",NA,NA,"Bosque neblina, primario.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735894",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas","Huánuco","Prov: Coronel Portillo. Distr: Iparia. Cuenca del Rio Iparia, afluente del Rio Ucayali. Reserva Comunal el Sira.",NA,NA,"NL-L3735894",NA,"-74.583611","-9.473056",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-74.583611","-9.473056","Magnoliopsidae",NA,NA,NA,NA,NA
"108","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173421","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Monteagudo A; Peña A; Francis J R; Arias C; Rojas C",NA,"2004","11","11","Southern America","Peru",NA,NA,"Bosque secundario montano zona de amortiguamiento.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173421",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas","Pasco","Pasco: Oxapampa. Dist. Chontabamba. Carretera Chontabamba a la Suiza.",NA,NA,"NL-U1173421",NA,"-75.456389","-10.561667",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-75.456389","-10.561667","Magnoliopsidae","U 0183782",NA,NA,NA,NA
"109","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173422","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Stein BA; McDade LA",NA,"1986","01","24","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173422",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas","Valle del Cauca","Valle Department: Cordillera Central, 5 km N of Darien along road towards La Guajira. Mountain slopes of upper Rio Calima.",NA,NA,"NL-U1173422",NA,"-76.466667","3.966667",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-76.466667","3.966667","Magnoliopsidae","U 0124945",NA,NA,NA,NA
"110","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173423","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Díaz Santibanez C; et al.; Opisso J",NA,"1999","08","26","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173423",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas","Cajamarca",NA,NA,NA,"NL-U1173423",NA,NA,NA,NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,NA,NA,"Magnoliopsidae","U 0086222",NA,NA,NA,NA
"111","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173426","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Stein BA; Cogollo A",NA,"1986","02","08","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173426",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas",NA,"Antioquia Department: c. Km 25 of road from Panamerican Hwy at El Roble (near Sta. Rosa) to Represa Miraflores, c. 4 km W of Dam. Primary montane forest.",NA,NA,"NL-U1173426",NA,"-75.366667","6.75",NA,NA,NA,NA,NA,"-75.366667","6.75","Magnoliopsidae",NA,NA,NA,NA,NA
"112","2020-02-08 09:00:05-03","NBC","NL-BOTANY","WAG.1489113","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides purdieana","Perea J; Flores V",NA,"2006","06","24","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1489113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1489113",NA,"Dioscoreales","purdieana","(Benth.) Snelders & Maas",NA,"Cajamarca: San Ignacio. Dist. San José de Lourdes. Caserio Rumichina, limite con caserio Naranjos.",NA,NA,"NL-WAG1489113",NA,"-78.6025","-5.901111",NA,NA,NA,NA,NA,"-78.6025","-5.901111","Magnoliopsidae",NA,NA,NA,NA,NA
"113","2020-11-04 11:03:58-03","ESALQ","ESA","79066","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Souza, J.P.; Batista, F.R.Q.; Micheletto, F.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3375.0","2000","04","21",NA,"Brasil",NA,NA,"Erva, flores alvas","ESA079066","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo","Trilha do Escorrega, Sítio Urucurana. Interior de Mata Ombrófila Densa de Encosta com perturbação","600","600","ESA079066","São Sebastião","-45.42","-23.42",NA,NA,"Souza, V.C.",NA,NA,"-45.42","-23.42",NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:03:58-03","ESALQ","ESA","84623","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Araki, D.F.; Rother, D.C; Oliveira S.H; Toledo, R.M; Tamashiro J.Y; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J. ; Muniz, M.R.A.","34.0","2003","04","16",NA,"Brasil",NA,NA,"Erva - 0,20 m, trilha, flores brancas","ESA084623","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo","Parque Estadual Intervales - trilha cachoeira das pedrinhas, Floresta Ombrófila Densa Montana com intensa exploração seletiva (palmito e madeira) estrada São Pedro",NA,NA,"ESA084623","Eldorado","-482.188","-241.827",NA,NA,"Paula-Souza, J.","2003","01","-482,188","-241,827",NA,NA,NA,"01",NA,NA
"115","2020-11-04 11:03:58-03","ESALQ","ESA","61470","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22963.0","1999","05","20",NA,"Brasil",NA,NA,"Erva; flores creme. Mata ciliar.","ESA061470","Magnoliophyta",NA,NA,"(Hooker) Miers","Bahia","Catolés. Serra dos Cristais. Campo rupestre com mata ciliar no fundo do vale.","1600","1600","ESA061470","Abaíra","-41.6636009216309","-13.2496995925903","26531","auto","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:03:58-03","ESALQ","ESA","79067","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Souza, J.P.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R. Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3452.0","2000","04","24",NA,"Brasil",NA,NA,"Erva saprófita, flores alvas","ESA079067","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo","Limite entre os municípios de Mogi das Cruzes e Salesópolis, entorno da represa Casa Grande (SABESP) , ao logo da estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar, com perturbação. Interior da mata","800","800","ESA079067","Mogi das Cruzes","-455.734","-233.917",NA,NA,"Souza, J.P.",NA,NA,"-455,734","-233,917",NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:03:58-03","ESALQ","ESA","69113","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Forster, W.; Stella, A.; Pereira, V.A.A.C.; Souza, P.C.A.; Silva, P.P.V.; Muniz, M.R.A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","534.0","2000","04","24",NA,"Brasil",NA,NA,"Epífita. Corola branca","ESA069113","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo","Represa Casa Grande da SABESP, ao longo da estrada Usacá. Floresta Ombrófila Densa com Perturbação. Interior da mata de topo de morro perturbada",NA,NA,"ESA069113","Mogi das Cruzes","-455.734","-233.917",NA,NA,"Forster, W.","2000","04","-455,734","-233,917",NA,NA,NA,"24",NA,NA
"118","2020-11-04 11:03:58-03","ESALQ","ESA","80068","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","455.0","2002","04","24",NA,"Brasil",NA,NA,"Saprófita. Caule e flor brancos. Fruto seco paleáceo.","ESA080068","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha do Rio Taquaral 2. Floresta Ombrófila Densa Montana/ Floresta Estacional Semidecidual.",NA,NA,"ESA080068_1 ESA080068_2","Sete Barras","-475.813","-290.344",NA,NA,"Souza, V.C.","2002",NA,"-475,813","-290,344",NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:03:58-03","ESALQ","ESA","68502","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Kozera, C. et al.","1396.0","2000","02","19",NA,"Brasil",NA,NA,NA,"ESA068502","Magnoliophyta",NA,NA,"(Hook.) Miers","Paraná",NA,NA,NA,"ESA068502","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:03:58-03","ESALQ","ESA","68517","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Kozera, C. ; Dittrich, V.A.O.","1045.0","1999","04","21",NA,"Brasil",NA,NA,NA,"ESA068517","Magnoliophyta",NA,NA,"(Hook.) Miers","Paraná",NA,NA,NA,"ESA068517","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:03:58-03","ESALQ","ESA","32265","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Ivanauskas, N.M. et al.","1578.0","1996","06","22",NA,"Brasil",NA,NA,NA,"ESA032265","Magnoliophyta",NA,NA,"(Hook.) Miers","São Paulo",NA,NA,NA,NA,"Pariquera-Açu","-47.8800010681152","-24.7099990844727","17990","auto","Maas, H. & Maas, P.J.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:03:58-03","ESALQ","ESA","88376","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Souza, V.C. ; Pinho, D.A.C.","29993.0","2004","07","11",NA,"Brasil",NA,NA,"Erva; flores brancas. Saprófita entre folhas em decomposição (folhedo).","ESA088376","Magnoliophyta",NA,NA,"(Hook.) Miers","Amazonas","Reserva Ducke. Igarapé do Acará. Floresta de baixio.",NA,NA,"ESA088376","Manaus","-60.0250015258789","-3.10193991661072","138090","auto","Souza, V.C.","2004","07",NA,NA,NA,NA,NA,"11",NA,NA
"123","2021-01-14 15:26:37-03","MN","R","129007","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Bang, A.M.","1563","1892","08",NA,NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,NA,NA,NA,NA,"Mapiri",NA,NA,NA,NA,"Snelders, H.C.M. & Maas, P.J.M.","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:26:37-03","MN","R","26646","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Brade, A.C.","10709","1931","04","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snelders, H.C.M. & Maas, P.J.M.","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
