"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"54","2008-05-27 22:02:00-03","MO","MOBOT","3013275","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Per Dusén","Dusén 15852","1914","11","6","South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"R.C. Tardivo","Pinhaes, in silvula, ad troncos arb.","885.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-12-03 15:35:23-02","UNIOESTE","UNOP","6969","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Martinez, M.T.; Ferneda Rocha, L.C.; Boff, L.; Temponi, L.G.; Ferneda Rocha, L.C.; Boff, L.; Temponi, L.G.","77","2011","09","06",NA,"Brasil","Paraná","Céu Azul","-53.856667","-25.241444",NA,"Epífita. Roseta não tão fechada.",NA,NA,"Martinez, M.T.","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.",NA,NA,NA,NA,"2011","09",NA,NA,NA,"-53.856667","-25.241444",NA,NA,NA
"56","2015-10-22 10:02:39-02","UNIOESTE","UNOP","5920","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Bianchini, R.S.; Kiyama, C.Y.; Proença, S.; Fozzar, R.C.; Ferreira, C.; Kiyama, C.Y.; Proença, S.; Fozzar, R.C.; Ferreira, C.","765","1995","09","26",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Epífita muito frequente. Pétalas azul celeste.",NA,NA,NA,"Embu Guaçu Mata de Varzea do rio Embu Guaçu.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-04 11:04:09-03","UFRB","HURB","25808","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell","Souza, E. H.","204","2020","01","26",NA,"Brasil","Bahia","Itapebi","-39.902528","-15.976667",NA,"planta epífita, folhas avermelhadas, inflorescencia simples, bracteas vermelhas e flores arroxeadas","HURB000025808",NA,"E.H.Souza","Distrito de Caubi; Margens do Rio Jaquitinhonha, próximo ao salto da Divisa",NA,NA,NA,NA,"2020","01",NA,NA,NA,"39º54'09,1W","15º58'36S",NA,NA,NA
"58","2021-03-04 11:04:42-03","UFRB","HURB","23932","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Santos, J.E. dos",NA,"2003","12","15",NA,"Brasil","Bahia","Itapebi","-39.561","-15.952583",NA,"planta florescida em ripado, Banco de Germoplasma de Bromélia da Embrapa Mandioca e Fruticultura. BGB 101 em 03/2019","HURB000023932","HURB000023932","E.H.Souza","Prox a Ponte do Rio Jaquitinhonha;",NA,NA,NA,NA,"2019","11",NA,NA,NA,"39º33'39,6W","15º57'9,3S",NA,NA,NA
"59","2020-06-15 15:29:40-03","UNESP-RC","HRCB","27832","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Segecin, S.","2","1997","10","19",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Epífita, folhas avermelhadas, brácteas avermelhadas a vinho <ll>dwc_commonname:</ll> brómelia",NA,NA,"Jardivo, R. C.",NA,NA,NA,"46557","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 11:55:15-03","UFPE","UFP","9658","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Cervi, AC","2180","1983","10","06",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita de araucaria.; Epífita de araucaria.","UFP009658",NA,"Cervi, AC",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1481849","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","P. K. Dusén",NA,"1914","11","6","South America - Neotropics","Brazil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"US01917468","US01917468_01",NA,"Pinhaes","885",NA,"10418","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2565436","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Hatschbach & O. Guimarães",NA,"1966","11","23","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"US01917474","US01917474_01",NA,"Sitio do Belizario",NA,NA,"55154","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","2520946","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","S.C.",NA,NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,"US01917472","US01917472_01",NA,"On the litoral, near Santos",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2058803","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Hatschbach",NA,"1951","12","23","South America - Neotropics","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"US01917471","US01917471_01",NA,"Campininha",NA,NA,"12577","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","1234396","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","P. K. Dusén",NA,"1910","10","17","South America - Neotropics","Brazil","Paraná",NA,NA,NA,NA,NA,"US01917470","US01917470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2520938","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Hatschbach",NA,"1962","10","28","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"US01917473","US01917473_01",NA,"Jaguatirica",NA,NA,"55154","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","1952960","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Tessmann",NA,"1947","12","15","South America - Neotropics","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"US01917469","US01917469_01",NA,"Florestal, 29 Km para leste de Curitiba, estrada C-Paranaguá","930",NA,"25180","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"68","2019-12-09 17:29:36-03","UFPR","EFC","14219","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Blum, C.T.; Bizarro, O.M.R.","1061","2013","10","14",NA,"Brasil","Paraná","Curitiba","-49.1426","-25.2652",NA,"Epífita a 19 m. Com flores roxas.","EFC014219",NA,"Blum, C.T.","Capão do Cifloma","920","920",NA,NA,"2013","10","14",NA,NA,"-49.1426","-25.2652",NA,NA,NA
"69","2019-10-07 09:20:39-03","UEFS","HUEFS","19602","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Silva, J.M.","1402","1994","10","16",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"HUEFS0019602","HUEFS0019602",NA,NA,NA,NA,"61623","auto",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"70","2019-07-09 12:55:46-03","F","FMNH-SEEDPLANTS","V0411548F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis",NA,"G. G. Hatschbach","47848","1983","12","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0411548F","V0411548F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"71","2019-07-09 12:56:08-03","F","FMNH-SEEDPLANTS","V0411549F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis",NA,"G. G. Hatschbach & O. A. Guimarães","15255","1966","11","25","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0411549F","V0411549F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"72","2019-01-25 15:39:07-02","IAC","IAC","36641","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","F. Chung; J. Matos; M. Schmidt; F.B. Gandara; N.M. Ivanauskas; A. Vanini; J. Paula-Souza; J.Y. Tamashiro & R.R. Rodrigues","109","1997","12","13",NA,"Brasil","São Paulo","Apiaí","-49.077222","-24.335278",NA,"coordenadas originais: 24°20#?#07S, 49°04#?#38W",NA,NA,"S.I. Elias","Estrada do pinhalzinho, 11 Km de Bom Sucesso de Itararé",NA,NA,NA,NA,"1998","01","13",NA,NA,"-49.077222","-24.335278",NA,NA,NA
"73","2021-02-12 15:01:57-03","UFSCar","SPSC","8462","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","F.A. Botoylin",NA,"2012","11","16",NA,"Brasil","São Paulo",NA,NA,NA,NA,"n54.1;",NA,NA,"F.A. Botoylin","BH-5MT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-05 16:09:36-03","MN","R-TIPOS","46213a","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Sellow, F.","4684",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"R000046213a","R000046213a_001","Smith, L.B.",NA,NA,NA,NA,NA,"1929","03","28",NA,NA,NA,NA,NA,NA,"Isotypus de Tillandsia selloa K. Koch"
"75","2021-03-05 16:09:36-03","MN","R-TIPOS","46213","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Sellow, F.","4684",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"R000046213","R000046213_001","Smith, L.B.",NA,NA,NA,NA,NA,"1929","03","28",NA,NA,NA,NA,NA,NA,"Isotypus de Tillandsia selloa K. Koch"
"76","2020-08-20 20:41:00-03","UFSC","FLOR","27307","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Silva, J.M.; Deodato, F.","1402","1994","10","16",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"epífita, flor lilás","FLOR0027307",NA,"Hatschbach, G.","Estrada velha para Bocaiúva, Moinho Velho.",NA,NA,"61623","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-04 15:41:58-03","IF","SPSF","23014","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis",NA,"F.Chung","109","1997","12","13","América do Sul","Brasil","SP","Apiaí","-48.8400001525879","-24.5",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"estrada para Pinhalzinho",NA,NA,"37738","auto",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Brasiliae orientalis prov. Rio de Janeiro ,,maritimis ac mediterraneis incola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","selloa","Tillandsia selloa","K.Koch","Saldanha da Gama, J de","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Nova Friburgo","-42.53","-22.28",NA,NA,NA,NA,NA,"Habitat in Brasiliae prov. Rio de Janeiro in Serra de Novo Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.53","-22.28",NA,NA,NA
"80","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","selloa","Tillandsia selloa","K.Koch","Schwacke, CAW","herb4586",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Nova Friburgo","-42.53","-22.28",NA,NA,NA,NA,NA,"Habitat in Brasiliae prov. Rio de Janeiro in Serra de Novo Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.53","-22.28",NA,NA,NA
"81","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Tillandsia","selloa","Tillandsia selloa","K.Koch","Sellow, F","4684",NA,NA,NA,"Southern America","Brazil","Paraná ","Curitiba","-49.27","-25.43",NA,"(V. s. in herb. Berol. et Scwacke.)",NA,NA,NA,"in prov. Paraná in sylvis prope Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.27","-25.43",NA,NA,NA
"82","2019-11-21 10:02:47-03","IBt","SP","44425","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Kuhlmann, M","s.n.","1940","10","14",NA,"Brasil","São Paulo","Cotia","-46.9099998474121","-23.6000003814697",NA,NA,"SP053010","SP053010","Gehrt, A","Cultivado na capital de SP.",NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:02:47-03","IBt","SP","426109","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Shirasuna, RT; et al.","313","2007","09","20",NA,"Brasil","São Paulo","Embu","-46.8499984741211","-23.6399993896484",NA,NA,NA,NA,"Wanderley, MGL","Lote 5 Rodoanel Mário Covas, Trecho Sul",NA,NA,"6851","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:02:47-03","IBt","SP","453345","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Wanderley, MGL; Simão Bianchini, R; Catharino, ELM","2089-A","1993","09","03",NA,"Brasil","São Paulo","Embu-Guaçu","-46.810001373291","-23.8299999237061",NA,NA,NA,NA,NA,NA,NA,NA,"15311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:02:47-03","IBt","SP","337822","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Simão Bianchini, R; et al.","765","1995","09","26",NA,"Brasil","São Paulo","Embu-Guaçu","-46.810001373291","-23.8299999237061",NA,NA,"SP053007","SP053007","Wanderley, MGL",NA,NA,NA,"15311","auto","2006","11","22",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:02:47-03","IBt","SP","44418","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Gehrt, G","s.n.","1940","10","15",NA,"Brasil","São Paulo","Itapecerica da Serra","-46.8400001525879","-23.7099990844727",NA,NA,"SP053009","SP053009","Gehrt, G","Paiol do Meio.",NA,NA,"12011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:02:47-03","IBt","SP","6744","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Brade, AC","7199","1913","10","26",NA,"Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,"SP053005","SP053005",NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:02:47-03","IBt","SP","4571","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Gehrt, G","s.n.","1920","09","28",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP053008","SP053008",NA,"Butantã.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:02:47-03","IBt","SP","823","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hoehne, FC","s.n.","1917","10","31",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP053006","SP053006",NA,"Butantã.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:02:47-03","IBt","SP","41895","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Handro, O","s.n.","1939","10","20",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP053011","SP053011","Handro, O","Jardim Botânico",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:02:47-03","IBt","SP","12381","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Edwall, G","CGG2239","1893","11","20",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Herb. epifita, toda planta rubescente, fl. violacea.","SP008967","SP008967",NA,"Santo Amaro, sítio do Sr, P. Roschel, capoeira.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
