"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"49","2019-06-27 10:24:30-03","UFES","VIES","30740","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Lage, C.; Castro, K.C.","46","2012","04",NA,NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"VIES030740","650","VIES030740","17884","auto",NA,NA,NA,NA,NA,"650",NA,NA,NA,NA,NA
"50","2021-02-12 18:12:00-03","UFES","VIES","11727","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Thomaz, L.D.","s.n.","1994","03","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES011727",NA,"VIES011727","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-12 18:12:00-03","UFES","VIES","11730","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Thomaz, L.D.","Thomaz, L.D.","s.n.","1995","03","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES011730",NA,"VIES011730","23813","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-12 18:12:00-03","UFES","VIES","14217","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Sobral, M.","Thomaz, L.D.","s.n.","1993","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014217",NA,"VIES014217","23813","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-12 18:12:00-03","UFES","VIES","14218","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Sobral, M.","Thomaz, L.D.","s.n.","1993","09","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014218",NA,"VIES014218","23813","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-12 18:12:00-03","UFES","VIES","14219","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Sobral, M.","Thomaz, L.D.","s.n.","1993","05","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014219",NA,"VIES014219","23813","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-06-27 10:24:30-03","UFES","VIES","14322","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Saiter, F.Z.","307",NA,NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014322",NA,"VIES014322","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-06-27 10:24:30-03","UFES","VIES","14323","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Saiter, F.Z.","306",NA,NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014323",NA,"VIES014323","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-04-27 16:09:13-03","UFES","VIES","14487","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Saiter, F.Z.","Saiter, F.Z.","92","2004","06","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014487",NA,"VIES014487","23813","auto","2004","06","29",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-06-27 10:24:30-03","UFES","VIES","14626","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Thomaz, L.D.","1837","1993","06","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014626",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-04-27 16:09:13-03","UFES","VIES","10633","S","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Assis, A.M.","Botelho, R.M.; Assis, A.M. & Cribari, R.S.","70","2010","06","18",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES010633","220","VIES010633","16451","auto","2010","06","18",NA,NA,"220",NA,NA,NA,NA,NA
"60","2020-02-10 08:20:56-03","UTFPR","HCF","30475","S","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","U.G. Fernandes","U.G. Fernandes","713","2018","08","08",NA,"Brasil","SP","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,"arvoreta ca. 6 m alt. Folhas cartáceas levemente discolores, verdes, com a face abaxial mais clara. Flores de cor creme. Ocasional na área. Coletada em interior de mata, em área sombreada.",NA,NA,NA,"30093","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:20:24-03","MBM","MBM","415187","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Fernandes, U.G.","Fernandes, U.G.; Sanglade, L.D.; Sanglade, L.D.","713","2018","08","08","Southern America","Brazil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,"Arvoreta, ca. 6 m alt.; folhas cartáceas levemente discolores, verdes, com a face abaxial mais clara; flores de cor creme. Ocasional na área.; Coletada em interior de mata, em área de Floresta Ombrófila Densa de Terras Baixas, área s","MBM415187",NA,"MBM415187","30093","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:20:29-03","MBM","MBM","410031","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","Biral, L.","Hottz, D.; Cordeiro, E.A.S.; Ferreira, M.A.; Cordeiro, E.A.S.; Ferreira, M.A.","280","2013","12","09","Southern America","Brazil","Rio de Janeiro","Bom Jardim","Pedra de Santa Tereza, Divisa com Duas Barras próximo ao Sítio Panorama. Conglomerado 172-2-10-50-R. UTM do Ponto Central: E (759960m) N (7549532m). Fuso do GPS (23K).","-42.480456","-22.14015",NA,"Arvoreta bifurcada. Fruto vermelho, em desenvolvimento.; Floresta Ombrófila Densa Montana, transição com Altomontana, em afloramento rochoso.","MBM410031",NA,"MBM410031",NA,NA,"2019","02",NA,"-42.480456","-22.14015",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:20:29-03","MBM","MBM","381186","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","Biral, L.","Braga, J.M.A.; et al.; et al.","4149","1997","06","15","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Lago Azul, próximo da estrada","-44.75","-22.466667",NA,"Arvoreta, ca. 3,5m altura, ciófila. Ramos delgados, folhas membranáceas. Frutos imaturos verdes.; Mata alterada e densa.","MBM381186","650","MBM381186",NA,NA,"2019","02",NA,"-44.75","-22.466667","650",NA,NA,NA,NA,NA
"64","2020-12-21 16:20:29-03","MBM","MBM","69357","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","Biral, L.","Custódio Filho, A.; et al.; et al.","276","1980","07","09","Southern America","Brazil","São Paulo","Cunha","Reserva Florestal","-44.833333","-23.166667",NA,"Árvore 12m, flores creme.; Próximo a margem do rio Paraibuna","MBM069357",NA,"MBM069357",NA,NA,"2019","02",NA,"-44.833333","-23.166667",NA,NA,NA,NA,NA,NA
"65","2019-11-01 15:33:05-03","PUC-RIO","FCAB","7804","PreservedSpecimen","Plantae",NA,"Angiospermae","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","J.M.A Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","659","2010","06","10",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 10.10","-75.026194","-66.473611",NA,"Árvore com 7 m de altura, com 19 cm de CAP.","FCAB007804","180",NA,NA,NA,NA,NA,NA,"-75.026194","-66.473611","180",NA,NA,NA,NA,NA
"66","2014-11-13 16:00:04-02","MNHN","RECOLNAT_MNHN_P","P02273991","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273991' target='other'> <mi>dwc_moreinfo</mi></a>","P02273991",NA,"P02273991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"67","2015-11-06 23:59:39-02","MNHN","RECOLNAT_MNHN_P","P02273992","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Beyrich",NA,NA,"5",NA,NA,"Brésil",NA,NA,"in sylvis prope Botafogo. Rio de Jan.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273992' target='other'> <mi>dwc_moreinfo</mi></a>","P02273992",NA,"P02273992_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"68","2015-09-05 10:56:21-03","MNHN","RECOLNAT_MNHN_P","P05523408","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523408' target='other'> <mi>dwc_moreinfo</mi></a>","P05523408",NA,"P05523408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17577",NA,NA
"69","2015-09-05 09:31:14-03","MNHN","RECOLNAT_MNHN_P","P05527287","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Santos, A.|Almeida-Scabbia, R.J.|Costa, P.O.|Yang, A.M.K.",NA,"2008","9","11",NA,"Brasil","São Paulo",NA,"Santo André, Parque Andreense,Rua Pombo Correio.","-46.445","-23.78028","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05527287' target='other'> <mi>dwc_moreinfo</mi></a>","P05527287",NA,"P05527287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,NA
"70","2015-09-05 09:31:14-03","MNHN","RECOLNAT_MNHN_P","P05527288","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Santos, A.|Almeida-Scabbia, R.J.|Costa, P.O.|Yang, A.M.K.",NA,"2008","9","11",NA,"Brasil","São Paulo","Santo André","Parque Andreense, Rua Pombo Correio.","-46.43583","-23.78028","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05527288' target='other'> <mi>dwc_moreinfo</mi></a>","P05527288",NA,"P05527288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,NA
"71","2015-09-05 10:56:20-03","MNHN","RECOLNAT_MNHN_P","P05523407","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Glaziou, A.",NA,"1885","2","3",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. (Rio Jan.) Alto Macahé","-42.5311012268066","-22.2819004058838","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523407' target='other'> <mi>dwc_moreinfo</mi></a>","P05523407",NA,"P05523407_01","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"17577",NA,NA
"72","2015-09-05 10:56:21-03","MNHN","RECOLNAT_MNHN_P","P05523409","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Glaziou, A.",NA,"1885","2","3",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil (R.J.) Alto Macahé.","-42.5311012268066","-22.2819004058838","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523409' target='other'> <mi>dwc_moreinfo</mi></a>","P05523409",NA,"P05523409_01","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"17577",NA,NA
"73","2021-03-19 17:58:27-03","UFMG","BHCB","201799","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Braga, JMA; et al.","4149","1997","06","15","Southern America","Brasil","Rio de Janeiro","Itatiaia","PARNA do Itatiaia, Lago Azul","-44.566667","-22.25",NA,"Arvoreta ca. 3,5m altura, ciófila. Ramos delgados, folhas membranáceas. Frutos imaturos verdes; Mata alterada e densa","BHCB201799","650",NA,NA,NA,"2002",NA,NA,"-44.566667","-22.25","650",NA,NA,NA,NA,NA
"74","2020-08-03 10:13:00-03","MO","MOBOT","2977515","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","R.Liesner (MO)","A. Custodio Filho","Custodio Filho 276","1980",NA,NA,"South America","Brazil","São Paulo",NA,"Cunha, Reserva Florestal.","-44.8333333","-23.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-08-03 10:14:00-03","MO","MOBOT","100287456","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","R.Liesner (MO)","Heinrich K. Beyrich","Beyrich s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Prope Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-12-14 17:32:00-03","MO","MOBOT","2977419","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","cestrifolia","Monteverdia cestrifolia","(Reissek) Biral","R.Liesner (MO)","C.A.L. de Oliveira","Oliveira 42","1984","7","3","South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro. Estrada da Vista Chinesa, 741 FEEMA-CBRJ, proximo a casa do Leopoldino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2021-01-10 20:44:54-03","INPA","INPA",NA,"S","Plantae","Dicotyledon Com-Clade","Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Beyrich","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,"(Vienna)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","14130",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reiss.","Ana Joffily/30-05-2004","L. Kollmann; et al","3589","2001","03","09",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Arvoreto 4m na sombra. Frutos verdes.","MBML014130",NA,"MBML014130",NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","9034",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reiss.","Ana Joffily/21-11-2003","L. Kollmann; E. Bausen & W. Pizziolo","1923","1999","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 2m. Frutos verdes.","MBML009034",NA,"MBML009034",NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","15589",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","cf. cestrifolia","Maytenus cf. cestrifolia","Reiss.","Ana Joffily/30-05-2004","L. Kollmann; et al","5038","2001","11","27",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto 3m. Flores verdes.","MBML015589",NA,"MBML015589",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"81","2021-03-04 11:04:49-03","UFRB","HURB","3606","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek.","G.A.D.C. Franco","Souza, M.F.; et al.","1134","2009","09","04",NA,"Brasil","São Paulo","Iporanga","Parque Estadual Turístico do Alto da Ribeira; Núcleo Bulha d'água, Trilha do Bueno","-48.511389","-24.336667",NA,"SAD69, Zona 22J.","HURB000003606","569",NA,NA,NA,"2010","01","29","48°30'41 W","24°20'12 S","569",NA,NA,NA,NA,NA
"82","2020-06-15 15:29:52-03","UNESP-RC","HRCB","34769","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Biral, L.","Custódio Filho, A.","276","1980","07","12",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,"Árvore 12m alt., flores creme",NA,NA,NA,"38855","auto","2012","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:29:52-03","UNESP-RC","HRCB","74092","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","L. Biral","Ferreira",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Estadual Maciço da Pedra Branca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-15 15:29:52-03","UNESP-RC","HRCB","60709","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reiss.","Biral, L.","Almeida-Scabbia, R.J.","5102","2007","10","30",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Rua Municipal, Sítio São Benedito, borda da mata.","-46.4641","-23.724858",NA,"Árvore, 4 m alt.; botões florais amarelados; flores cremes. Voucher de levantamento florístico (R.J. Almeida-Scabbia, 2011 IBot)",NA,NA,NA,NA,NA,"2013","08",NA,"46º27'50.76W","23º43'29,49S",NA,NA,NA,NA,NA,NA
"85","2021-02-09 10:12:26-03","UENF","HUENF","4937","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","1262","2008","09","15",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Imburi","-41.1","-21.325556",NA,"Arbóreo; Fragmento de Mata Atlântica","HUENF00004940","41",NA,NA,NA,NA,NA,NA,"41º6'0''W","21º19'32''S","41",NA,NA,NA,NA,NA
"86","2021-02-09 10:12:26-03","UENF","HUENF","4876","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","07","30",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00004879","39",NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S","39",NA,NA,NA,NA,NA
"87","2021-02-09 10:12:26-03","UENF","HUENF","10321","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Souza, T.P.","262","2012","04","14",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 4, com fruto","HUENF00010968",NA,NA,NA,NA,NA,NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA
"88","2021-02-09 10:12:26-03","UENF","HUENF","4936","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","407","2009","06","17",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944",NA,NA,"HUENF00004939","61",NA,NA,NA,NA,NA,NA,"41º5'25''W","21º17'49''S","61",NA,NA,NA,NA,NA
"89","2021-02-09 10:12:26-03","UENF","HUENF","4877","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","07","30",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00004880","39",NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S","39",NA,NA,NA,NA,NA
"90","2021-02-09 10:12:26-03","UENF","HUENF","4935","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","2610","2008","10","06",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santana","-41.138333","-21.335833",NA,NA,"HUENF00004938","53",NA,NA,NA,NA,NA,NA,"41º8'18''W","21º20'9''S","53",NA,NA,NA,NA,NA
"91","2021-02-09 10:12:26-03","UENF","HUENF","4875","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","07","29",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00004878","39",NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S","39",NA,NA,NA,NA,NA
"92","2021-02-09 10:12:26-03","UENF","HUENF","4878","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","100","2009","07","29",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00004881","39",NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S","39",NA,NA,NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","1484356","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01866912",NA,"US01866912_01 US01866912_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","1829179","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"L. Tatto","8","1905","4","24","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Matas do H. Florestal da Gavea",NA,NA,NA,NA,"US01866911",NA,"US01866911_01 US01866911_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2839788","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"A. P. Duarte","5827","1961","5","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Guanabara, Sacopan, Lagoa Rodrigo de Freitas.",NA,NA,NA,NA,"US01866910",NA,"US01866910_01 US01866910_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","3329162","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,NA,"174","1979","11","23","South America - Neotropics","Brazil","Linhares",NA,"Reserva Florestal da CVRD. Est. Imbiruçu, km 0,172, lado direito",NA,NA,NA,NA,"US01866909",NA,"US01866909_01 US01866909_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"97","2019-11-13 11:17:42-03","USP","SPF","212154","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Joffily, A","Braga, JMA","4149","1997","06","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-22.25",NA,NA,"SPF00212154","650",NA,NA,NA,"2002","12",NA,"-44.566667","-22.25","650",NA,NA,NA,NA,NA
"98","2019-11-13 11:17:42-03","USP","SPF","71562","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek","Anônimo","Schwebel, E","62",NA,NA,NA,NA,"Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,"SPF00071562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-10-07 09:23:57-03","UEFS","HUEFS","188651","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","cestrifolia","Maytenus cestrifolia","Reissek",NA,"Matos, E.N.de","2369","2011","10","05",NA,"Brasil","Bahia","Nilo Peçanha","Pratigi","-39.017222","-13.704167",NA,"Restinga. Floresta.","HUEFS0188651",NA,"HUEFS0188651",NA,NA,NA,NA,NA,"39W1'2''","13S42'15''",NA,"Rosanae",NA,NA,NA,NA
