"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"101","2020-08-20 20:39:14-03","UFSC","FLOR","21696","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Falkenberg, D.B.","1991",NA,NA,"Falkenberg, D.B.","1984","11","16","Brasil","Santa Catarina","Praia Grande","Estrada Praia Grande-Itaimbezinho.","-49.9502983093262","-29.1966991424561",NA,NA,"FLOR0021696","Folha jovem",NA,NA,"Gunnerales","1850",NA,"700","700",NA,NA,NA,"21549","auto",NA,NA,NA
"102","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden",NA,NA,NA,NA,"Libon, J",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia merid., Campos de Lage",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:42:39-03","UFRGS","ICN","003135","S","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.",NA,NA,NA,NA,"Nunes, FRB","1962","10",NA,"Brasil","RS","São Francisco de Paula","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"104","2021-02-08 12:42:39-03","UFRGS","ICN","001656","S","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.","Schultz",NA,NA,NA,"Schultz","1958","01","08","Brasil","RS","São Francisco de Paula","Margem do Rio Santa Cruz","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"Dicotyledon",NA,"1656","América do Sul",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"105","2021-02-08 12:42:39-03","UFRGS","ICN","009402","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Lindn.","Lindeman, JC",NA,NA,NA,"Cordeiro, J; et al.","1971","12","04","Brasil","RS","Rocinha","Rocinha campo na margem do planalto fronteira RS-SC",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; folhas até 1m diâmetro, petíolo espinhoso até 1m, 5 nervuras primárias; frutinhos avermelhados.; No perau.",NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:42:39-03","UFRGS","ICN","193368","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Lindn.","Felitto, G","2014","03","24","Ariati, V; Felitto, G; Bianchin, JE; Czelusnik, BH; Dutra, MM","2014","03","24","Brasil","RS","São José dos Ausentes","Pico do Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Erva de 1 m de altura.; Campo de altitude- na beira da escarpa",NA,"Dicotyledon",NA,"962","América do Sul",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA
"107","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","81635","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Silveira, N.","1989","11",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Na Fortaleza,","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0081635",NA,NA,"Magnoliophyta",NA,"12191",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"108","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","85936","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Silveira, N.","1989","11",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Na Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0085936",NA,NA,"Magnoliophyta",NA,"7300",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"109","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","45681","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Carneiro, A. M.",NA,NA,NA,"Nilson, A.D.","2004","11",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Campos de Cima da Serra; Pico Montenegro","-50.0657997131348","-28.7483005523682",NA,NA,"HAS0045681",NA,NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA
"110","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","85937","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Mattos, J.","1977","11",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro,","-49.624698638916","-28.3369007110596",NA,NA,"HAS0085937",NA,NA,"Magnoliophyta",NA,"18022",NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA
"111","2019-11-21 10:07:04-03","IBt","SP","58561","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Buck, P","1935","01","14","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
