"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","order","dayIdentified"
"51","2014-04-04 18:29:07-03","PNFM","IRAI","4520","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Amaro, A.C.C.","s.n.","2011","10",NA,"Brasil","Área 1, Parque Newton Freire Maia, Jardim Boa Vista",NA,"Terrícola. Área antropizada","IRAI00004520",NA,"Peralta, D.F.","10","Paraná","Pinhais","-49.121278","-25.381306","900","900","2012","07",NA,NA,NA,"-49.121278","-25.381306",NA,NA,NA,NA
"52","2020-05-19 18:50:30-03","UNESP-IBILCE","SJRP-BRYOPHYTA","26073","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"J. Ternery","12421","2001","04","América do Sul","Brasil",NA,NA,"DUPLICATAS: HASU; Rupícola;",NA,NA,"D.F. Peralta","07","Rio Grande do Sul","Paverama","-51.7303009033203","-29.551700592041",NA,NA,"2016","05","12402","auto","Marchantiopsida",NA,NA,NA,NA,"Marchantiales",NA
"53","2020-05-19 18:50:30-03","UNESP-IBILCE","SJRP-BRYOPHYTA","25999","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"J. Ternery","12420","2001","04","América do Sul","Brasil",NA,NA,"DUPLICATAS: HASU; Rupícola;",NA,NA,"D.F. Peralta","07","Rio Grande do Sul","Paverama","-51.7303009033203","-29.551700592041",NA,NA,"2016","05","12402","auto","Marchantiopsida",NA,NA,NA,NA,"Marchantiales",NA
"54","2020-05-19 18:50:30-03","UNESP-IBILCE","SJRP-BRYOPHYTA","25997","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"J. Ternery","12424","2001","03","América do Sul","Brasil",NA,NA,"DUPLICATAS: HASU; Margem do arroio;",NA,NA,"D.F. Peralta","31","Rio Grande do Sul","Teutônia","-51.8064002990723","-29.4480991363525",NA,NA,"2016","05","13597","auto","Marchantiopsida",NA,NA,NA,NA,"Marchantiales",NA
"55","2019-11-01 15:12:32-03","UnB","UB","119563","PreservedSpecimen","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Câmara, PEAS","2451652b","2003","01","Southern America","Chile","Parque Omora, Puerto Willians, Isla Navarino.",NA,"Bosque subantártico.",NA,NA,"Câmara, PEAS","06","Antártica Chilena","Isla Navarino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:12:32-03","UnB","UB","144536","PreservedSpecimen","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Câmara, PEAS","644","2003","01","Southern America","Chile","Parque Omora, Piesto Willians",NA,"Bosque sobre o solo",NA,NA,"Buck, WR","04","Antártica Chilena","Isal Navarino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:12:32-03","UnB","UB","144249","PreservedSpecimen","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Vital, DM","1596","1969","10","Southern America","Brasil","Nos barrancos úmidos, a um plano artificial, Brejo da Lapa, Parque Nacional de Itatiaia",NA,NA,NA,NA,"Vital, DM","17","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:50:21-03","UFRGS","ICN","010712","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vianna, EC","712","1969","01","América do Sul","Chile",NA,NA,NA,NA,NA,"Peralta, DF","21","Biobío","Salto del Laja",NA,NA,NA,NA,"2014","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:50:21-03","UFRGS","ICN","012002","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vianna, EC","2002","1969","01","América do Sul","Chile","Cerro Velludo",NA,NA,NA,NA,"Peralta, DF","23","Biobío","Ñuble",NA,NA,NA,NA,"2014","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:50:21-03","UFRGS","ICN","037602","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Camargo, OR","s.n.","1976","04","América do Sul","Brasil","Silveiras, 4º distrito",NA,"sobre rocha",NA,NA,"Peralta, DF","18","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"2014","08","55856","auto",NA,NA,NA,NA,NA,NA,"01"
"61","2021-02-08 12:50:21-03","UFRGS","ICN","039995","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Sehnem, A","4510","1949","12","América do Sul","Brasil",NA,NA,"in terra, in silva",NA,NA,"Peralta, DF","19","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","900","900","2014","11","76715","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:50:21-03","UFRGS","ICN","011792","S","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Sehnem, A","4510","1949","12","América do Sul","Brasil",NA,NA,NA,NA,NA,"Peralta, DF","19","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"2014","08","76715","auto",NA,NA,NA,NA,NA,NA,"01"
