familia,especie_autor,especie_original,cat_ameaca_sp,fonte
Euphorbiaceae,Croton leptobothryus Müll.Arg.,Croton leptobothryus,VU,SP_oficial
Euphorbiaceae,Croton serratifolius Baill.,Croton serratifolius,CR,SP_oficial
Euphorbiaceae,Croton sphaerogynus Baill.,Croton sphaerogynus,VU,SP_oficial
Fabaceae,Ancistrotropis firmula (Mart. ex Benth.) A.Delgado,Ancistrotropis firmula,VU,SP_oficial
Fabaceae,Apuleia leiocarpa (Vogel) J.F.Macbr.,Apuleia leiocarpa,VU,SP_oficial
Fabaceae,Bauhinia marginata (Bong.) Steud.,Bauhinia marginata,EX,SP_oficial
Fabaceae,Camptosema bellum (Mart. ex Benth.) Benth,Camptosema bellum,VU,SP_oficial
Fabaceae,Camptosema isopetalum Taub.,Camptosema isopetalum,EX,SP_oficial
Fabaceae,Chamaecrista atroglandulosa (Taub.) H.S.Irwin & Barneby,Chamaecrista atroglandulosa,EX,SP_oficial
Fabaceae,Chamaecrista trachycarpa (Vogel) H.S.Irwin & Barneby,Chamaecrista trachycarpa,EX,SP_oficial
Fabaceae,Cratylia intermedia (Hassl.) L.P.Queiroz & R.Monteiro,Cratylia intermedia,EX,SP_oficial
Fabaceae,Crotalaria otoptera Benth.,Crotalaria otoptera,VU,SP_oficial
Fabaceae,Dalbergia nigra (Vell.) Allemão ex Benth.,Dalbergia nigra,CR,SP_oficial
Fabaceae,Eriosema glaziovii Harms,Eriosema glaziovii,VU,SP_oficial
Fabaceae,Eriosema platycarpon Micheli,Eriosema platycarpon,VU,SP_oficial
Fabaceae,Galactia marginalis Benth.,Galactia marginalis,EX,SP_oficial
Fabaceae,Indigofera guaranitica Hassl.,Indigofera guaranitica,VU,SP_oficial
Fabaceae,Inga mendoncaei Harms,Inga mendoncaei,VU,SP_oficial
Fabaceae,Inga praegnans T.D.Penn.,Inga praegnans,VU,SP_oficial
Fabaceae,Melanoxylon brauna Schott,Melanoxylon brauna,EW,SP_oficial
Fabaceae,Mimosa myuros Barneby,Mimosa myuros,VU,SP_oficial
Fabaceae,Mimosa paucifolia Benth.,Mimosa paucifolia,VU,SP_oficial
Fabaceae,Mysanthus uleanus (Harms) G.P.Lewis & A.Delgado Salinas,Mysanthus uleanus,EN,SP_oficial
Fabaceae,Peltogyne confertiflora (Hayne) Benth.,Peltogyne confertiflora,EN,SP_oficial
Fabaceae,Rhynchosia reticulata (Sw.) DC.,Rhynchosia reticulata,EX,SP_oficial
Fabaceae,Senna paradictyon (Vogel) H.S.Irwin & Barneby,Senna paradictyon,EX,SP_oficial
Fabaceae,Tephrosia sessiliflora Hassl.,Tephrosia sessiliflora,VU,SP_oficial
Gelsemiaceae,Mostuea muricata Sobral & Lc.Rossi,Mostuea muricata,VU,SP_oficial
Gentianaceae,Curtia tenuifolia (Aubl.) Knobl.,Curtia tenuifolia,CR,SP_oficial
Gentianaceae,Schultesia aptera Cham.,Schultesia aptera,CR,SP_oficial
Gentianaceae,Zygostigma australe (Cham. & Schltdl.) Griseb.,Zygostigma australe,CR,SP_oficial
Gesneriaceae,Besleria umbrosa Mart.,Besleria umbrosa,VU,SP_oficial
Gesneriaceae,Codonanthe carnosa (Gardner) Hanst.,Codonanthe carnosa,VU,SP_oficial
Gesneriaceae,Codonanthe venosa Chautems,Codonanthe venosa,VU,SP_oficial
Gesneriaceae,Nematanthus crassifolius (Schott) Wiehler,Nematanthus crassifolius,VU,SP_oficial
Gesneriaceae,Nematanthus mattosianus (Handro) H.E.Moore,Nematanthus mattosianus,VU,SP_oficial
Gesneriaceae,Nematanthus monanthos (Vell.) Chautems,Nematanthus monanthos,EN,SP_oficial
Gesneriaceae,Nematanthus strigillosus (Mart.) H.E.Moore,Nematanthus strigillosus,EX,SP_oficial
Gesneriaceae,Sinningia araneosa Chautems,Sinningia araneosa,VU,SP_oficial
Gesneriaceae,Sinningia canescens (Mart.) Wiehler,Sinningia canescens,VU,SP_oficial
Gesneriaceae,Sinningia glazioviana (Fritsch) Chautems,Sinningia glazioviana,CR,SP_oficial
Gesneriaceae,Sinningia hatschbachii Chautems,Sinningia hatschbachii,EN,SP_oficial
Gesneriaceae,Sinningia iarae Chautems,Sinningia iarae,EN,SP_oficial
Gesneriaceae,Sinningia insularis (Handro) Chautems,Sinningia insularis,EN,SP_oficial
Gesneriaceae,Sinningia magnifica (Otto & A.Dietr.) Wiehler,Sinningia magnifica,VU,SP_oficial
Gesneriaceae,Sinningia micans (Fritsch) Chautems,Sinningia micans,EN,SP_oficial
Gesneriaceae,Sinningia piresiana (Hoehne) Chautems,Sinningia piresiana,EN,SP_oficial
Gesneriaceae,Sinningia warmingii (Hiern.) Chautems,Sinningia warmingii,VU,SP_oficial
Hypericaceae,Hypericum mutilum L.,Hypericum mutilum,VU,SP_oficial
Hypericaceae,Hypericum piriai Arechav.,Hypericum piriai,EX,SP_oficial
Hypericaceae,Hypericum rigidum A.St.-Hil.,Hypericum rigidum,EX,SP_oficial
Hypericaceae,Vismia martiana Reichardt,Vismia martiana,EN,SP_oficial
Iridaceae,Neomarica glauca (Seub. ex Klatt) Sprague,s.i.,VU,SP_oficial
Lamiaceae,Aegiphila capitata Moldenke,Aegiphila capitata,EX,SP_oficial
Lamiaceae,Hyptis alpestris A.St.-Hil. ex Benth.,Hyptis alpestris,EN,SP_oficial
Lamiaceae,Hyptis lagenaria A.St.-Hil. ex Benth.,Hyptis lagenaria,EN,SP_oficial
Lamiaceae,Hyptis lavandulacea Pohl ex Benth.,Hyptis lavandulacea,EX,SP_oficial
Lamiaceae,Hyptis lobata A.St.-Hil. ex Benth.,Hyptis lobata,EX,SP_oficial
Lamiaceae,Hyptis riparia Harley,Hyptis riparia,EX,SP_oficial
Lamiaceae,Hyptis uliginosa A.St.-Hil. ex Benth.,Hyptis uliginosa,EX,SP_oficial
Lamiaceae,Rhabdocaulon gracile (Benth.) Epling,Rhabdocaulon gracile,EX,SP_oficial
Lamiaceae,Salvia campos-portoi Brade,Salvia campos-portoi,EX,SP_oficial
Lamiaceae,Salvia lachnostachys Benth.,Salvia lachnostachys,EX,SP_oficial
Lauraceae,Aiouea bracteata Kosterm.,Aiouea bracteata,VU,SP_oficial
Lauraceae,Aiouea piauhyensis (Meisn.) Mez,Aiouea piauhyensis,EX,SP_oficial
Lauraceae,Aiouea trinervis Meisn.,Aiouea trinervis,EN,SP_oficial
Lauraceae,Aniba heringerii Vattimo-Gil,Aniba heringerii,EN,SP_oficial
Lauraceae,Beilschmiedia fluminensis Kosterm.,Beilschmiedia fluminensis,VU,SP_oficial
Lauraceae,Cryptocarya botelhensis P.L.R. de Moraes,Cryptocarya botelhensis,VU,SP_oficial
Lauraceae,Cryptocarya micrantha Meisn.,Cryptocarya micrantha,VU,SP_oficial
Lauraceae,Nectandra angustifolia (Schrad) Nees,Nectandra angustifolia,EN,SP_oficial
Lauraceae,Nectandra barbellata Coe-Teix.,Nectandra barbellata,VU,SP_oficial
Lauraceae,Nectandra cissiflora Nees,Nectandra cissiflora,VU,SP_oficial
Lauraceae,Nectandra debilis Mez,Nectandra debilis,VU,SP_oficial
Lauraceae,Nectandra hihua (Ruiz & Pav.) Rohwer,Nectandra hihua,EN,SP_oficial
Lauraceae,Nectandra paranaensis Coe-Teix.,Nectandra paranaensis,VU,SP_oficial
Lauraceae,Ocotea basicordatifolia Vattimo-Gil,Ocotea basicordatifolia,VU,SP_oficial
Lauraceae,Ocotea beulahiae Baitello,Ocotea beulahiae,EN,SP_oficial
Lauraceae,Ocotea beyrichii (Nees) Mez,Ocotea beyrichii,VU,SP_oficial
Lauraceae,Ocotea bragai Coe-Teix.,Ocotea bragai,EN,SP_oficial
Lauraceae,Ocotea catharinensis Mez,Ocotea catharinensis,VU,SP_oficial
Lauraceae,Ocotea daphnifolia (Meisn.) Mez,Ocotea daphnifolia,VU,SP_oficial
Lauraceae,Ocotea felix Coe-Teix.,Ocotea felix,EN,SP_oficial
Lauraceae,Ocotea frondosa (Meisn.) Mez,Ocotea frondosa,VU,SP_oficial
Lauraceae,Ocotea inhauba Coe-Teix.,Ocotea inhauba,EX,SP_oficial
Lauraceae,Ocotea mosenii Mez,Ocotea mosenii,VU,SP_oficial
Lauraceae,Ocotea odorifera (Vell.) Rohwer,Ocotea odorifera,EN,SP_oficial
Lauraceae,Ocotea porosa (Nees & Mart.) L.Barroso,Ocotea porosa,EN,SP_oficial
Lauraceae,Ocotea serrana Coe-Teix.,Ocotea serrana,EN,SP_oficial
Lauraceae,Ocotea tabacifolia (Meisn.) Rohwer,Ocotea tabacifolia,EN,SP_oficial
Lauraceae,Ocotea vaccinioides (Meisn.) Rohwer,Ocotea vaccinioides,VU,SP_oficial
Lauraceae,Ocotea virgultosa (Nees) Mart.,Ocotea virgultosa,EN,SP_oficial
Lauraceae,Persea obovata Nees & Mart.,Persea obovata,CR,SP_oficial
Lauraceae,Persea punctata Meisn.,Persea punctata,EN,SP_oficial
Lauraceae,Persea rigida Nees & Mart.,Persea rigida,EN,SP_oficial
Lauraceae,Urbanodendron bahiense (Meisn.) Rohwer,Urbanodendron bahiense,VU,SP_oficial
Lecythidaceae,Cariniana legalis (Mart.) Kuntze,Cariniana legalis,VU,SP_oficial
Lentibulariaceae,Genlisea aurea A.St.-Hil.,Genlisea aurea,EN,SP_oficial
Lentibulariaceae,Genlisea repens Benj.,Genlisea repens,EN,SP_oficial
Lentibulariaceae,Genlisea violacea A.St.-Hil.,Genlisea violacea,EX,SP_oficial
Lentibulariaceae,Utricularia nigrescens Sylvén,Utricularia nigrescens,EN,SP_oficial
Lentibulariaceae,Utricularia olivacea C.Wright ex Griseb.,Utricularia olivacea,VU,SP_oficial
Lentibulariaceae,Utricularia trichophylla Spruce ex Oliv.,Utricularia trichophylla,VU,SP_oficial
Lentibulariaceae,Utricularia warmingii Kam.,Utricularia warmingii,EX,SP_oficial
Linaceae,Linum littorale A.St.-Hil,Linum littorale,EN,SP_oficial
Loasaceae,Aosa parviflora (Schrad. ex DC.) Weigend,Aosa parviflora,EN,SP_oficial
Loasaceae,Blumenbachia scabra (Miers) Urb.,Blumenbachia scabra,EN,SP_oficial
Loganiaceae,Spigelia amplexicaulis E.F.Guimar. & Fontella,Spigelia amplexicaulis,EW,SP_oficial
Loganiaceae,Spigelia reitzii L.B.Sm.,Spigelia reitzii,EN,SP_oficial
Loganiaceae,Strychnos gardneri A.DC.,Strychnos gardneri,EX,SP_oficial
Loganiaceae,Strychnos nigricans Prog.,Strychnos nigricans,EX,SP_oficial
Loganiaceae,Strychnos trinervis (Vell.) Mart.,Strychnos trinervis,VU,SP_oficial
Lythraceae,Cuphea arenarioides A. St.-Hil,Cuphea arenarioides,EN,SP_oficial
Lythraceae,Cuphea lutescens Pohl ex Koehne,Cuphea lutescens,VU,SP_oficial
Lythraceae,Diplusodon ovatus Pohl,Diplusodon ovatus,EN,SP_oficial
Lythraceae,Diplusodon villosissimus Pohl,Diplusodon villosissimus,EN,SP_oficial
Lythraceae,Lafoensia nummularifolia A.St.-Hil.,Lafoensia nummularifolia,VU,SP_oficial
Malpighiaceae,Aspicarpa sericea (A.St.-Hil.) Nied.,Aspicarpa sericea,VU,SP_oficial
Malpighiaceae,Banisteriopsis basifixa B. Gates,Banisteriopsis basifixa,EX,SP_oficial
Malpighiaceae,Byrsonima brachybotrya Nied.,Byrsonima brachybotrya,VU,SP_oficial
Malpighiaceae,Byrsonima cydoniifolia A.Juss.,Byrsonima cydoniifolia,VU,SP_oficial
Malpighiaceae,Byrsonima psilandra Griseb.,Byrsonima psilandra,EN,SP_oficial
Malpighiaceae,Camarea hirsuta A.St.-Hil.,Camarea hirsuta,EN,SP_oficial
Malpighiaceae,Mascagnia divaricata (Kunth) Nied.,Mascagnia divaricata,VU,SP_oficial
Malpighiaceae,Tetrapterys microphylla (A. Juss.) Nied.,Tetrapterys microphylla,VU,SP_oficial
Malpighiaceae,Thryallis brachystachys Lindley,Thryallis brachystachys,EX,SP_oficial
Malvaceae,Abutilon nigricans G.L.Esteves & Krapov.,Abutilon nigricans,CR,SP_oficial
Malvaceae,Byttneria oblongata Pohl,Byttneria oblongata,EX,SP_oficial
Malvaceae,Byttneria scabra L.,Byttneria scabra,VU,SP_oficial
Malvaceae,Eriotheca pubescens (Mart. & Zucc.) Schott & Endl.,Eriotheca pubescens,VU,SP_oficial
Malvaceae,Gaya guerkeana K. Schum.,Gaya guerkeana,EX,SP_oficial
Malvaceae,Hibiscus diversifolius Jacq.,Hibiscus diversifolius,EX,SP_oficial
Malvaceae,Hibiscus urticifolius A.St.-Hil.,Hibiscus urticifolius,EX,SP_oficial
Malvaceae,Luehea conwentizii K. Schum.,Luehea conwentizii,VU,SP_oficial
Malvaceae,Pachira calophylla (K.Schum.) Fern. Alonso,Pachira calophylla,VU,SP_oficial
Malvaceae,Pavonia distinguenda A.St.-Hil.,Pavonia distinguenda,VU,SP_oficial
Malvaceae,Pavonia kleinii Krapov.,Pavonia kleinii,VU,SP_oficial
Malvaceae,Pseudobombax marginatum (St. Hil) A.Robyns,Pseudobombax marginatum,EN,SP_oficial
Malvaceae,Pseudobombax tomentosum (Mart. & Zucc.) A.Robyns,Pseudobombax tomentosum,VU,SP_oficial
Malvaceae,Sida acrantha Link,Sida acrantha,EN,SP_oficial
Marantaceae,Goeppertia aemula (Körn.) Borchs. & S. Suárez,Goeppertia aemula,VU,SP_oficial
Marantaceae,Goeppertia zebrina (Sims) Nees,Goeppertia zebrina,VU,SP_oficial
Melastomataceae,Behuria parvifolia Cogn.,Behuria parvifolia,VU,SP_oficial
Melastomataceae,Bertolonia angustifolia Cogn.,Bertolonia angustifolia,EX,SP_oficial
Melastomataceae,Bertolonia leuzeana (Bonpl.) DC.,Bertolonia leuzeana,VU,SP_oficial
Melastomataceae,Bertolonia paranaensis (Wurdack) Baumgratz,Bertolonia paranaensis,EX,SP_oficial
Melastomataceae,Cambessedesia pityrophylla (Mart. ex DC.) A.B.Martins,Cambessedesia pityrophylla,VU,SP_oficial
Melastomataceae,Cambessedesia regnelliana Cogn.,Cambessedesia regnelliana,VU,SP_oficial
Melastomataceae,Cambessedesia weddellii Naudin,Cambessedesia weddellii,VU,SP_oficial
Melastomataceae,Chaetostoma glaziovii Cogn.,Chaetostoma glaziovii,VU,SP_oficial
Melastomataceae,Clidemia sericea D.Don,Clidemia sericea,VU,SP_oficial
Melastomataceae,Graffenrieda weddellii Naudin,Graffenrieda weddellii,EN,SP_oficial
Melastomataceae,Henriettea saldanhaei Cogn.,Henriettea saldanhaei,VU,SP_oficial
Melastomataceae,Huberia laurina DC.,Huberia laurina,EX,SP_oficial
Melastomataceae,Huberia nettoana Brade,Huberia nettoana,EX,SP_oficial
Melastomataceae,Lavoisiera serrulata Cogn.,Lavoisiera serrulata,EX,SP_oficial
Melastomataceae,Leandra calvescens (Triana) Cogn.,Leandra calvescens,VU,SP_oficial
Melastomataceae,Leandra coriacea Cogn.,Leandra coriacea,VU,SP_oficial
Melastomataceae,Leandra dispar (Gardner) Cogn.,Leandra dispar,VU,SP_oficial
Melastomataceae,Leandra eichleri Cogn.,Leandra eichleri,VU,SP_oficial
Melastomataceae,Leandra hermogenesii Baumgratz & D`El Rei Souza,Leandra hermogenesii,VU,SP_oficial
Melastomataceae,Leandra involucrata DC.,Leandra involucrata,VU,SP_oficial
Melastomataceae,Leandra itatiaiae (Wawra) Cogn.,Leandra itatiaiae,VU,SP_oficial
Melastomataceae,Leandra lancifolia Cogn.,Leandra lancifolia,EN,SP_oficial
Melastomataceae,Leandra lapae D’El Rei Souza & Baumgratz,Leandra lapae,VU,SP_oficial
Melastomataceae,Leandra limbata Cogn.,Leandra limbata,EX,SP_oficial
Melastomataceae,Leandra linearifolia Cogn.,Leandra linearifolia,VU,SP_oficial
Melastomataceae,Leandra longistyla Cogn.,Leandra longistyla,VU,SP_oficial
Melastomataceae,Leandra mattosii Baumgratz & D’El Rei Souza,Leandra mattosii,EX,SP_oficial
Melastomataceae,Leandra neglecta Brade,Leandra neglecta,VU,SP_oficial
Melastomataceae,Leandra pallida Cogn.,Leandra pallida,VU,SP_oficial
Melastomataceae,Leandra paulina DC.,Leandra paulina,VU,SP_oficial
Melastomataceae,Leandra pauloensis Hoehne,Leandra pauloensis,EX,SP_oficial
Melastomataceae,Leandra quinquenodis (DC.) Cogn.,Leandra quinquenodis,EN,SP_oficial
Melastomataceae,Leandra riedeliana (O.Berg ex Triana) Cogn.,Leandra riedeliana,EX,SP_oficial
Melastomataceae,Leandra sparsisetulosa Hoehne,Leandra sparsisetulosa,EX,SP_oficial
Melastomataceae,Leandra strigilliflora (Naudin) Cogn.,Leandra strigilliflora,VU,SP_oficial
Melastomataceae,Leandra tristis Cogn.,Leandra tristis,EN,SP_oficial
Melastomataceae,Leandra uliginosa Brade,Leandra uliginosa,VU,SP_oficial
Melastomataceae,Leandra umbellata DC.,Leandra umbellata,EN,SP_oficial
Melastomataceae,Leandra vesiculosa Cogn.,Leandra vesiculosa,EN,SP_oficial
Melastomataceae,Leandra viridiflava Brade,Leandra viridiflava,VU,SP_oficial
Melastomataceae,Miconia macrothyrsa Benth.,Miconia macrothyrsa,EN,SP_oficial
Melastomataceae,Miconia mendoncae Cogn.,Miconia mendoncae,VU,SP_oficial
Melastomataceae,Miconia picinguabensis R.Goldenb. & A.B.Martins,Miconia picinguabensis,EN,SP_oficial
Melastomataceae,Miconia polyandra Gardner,Miconia polyandra,VU,SP_oficial
Melastomataceae,Miconia robustissima Cogn.,Miconia robustissima,EN,SP_oficial
Melastomataceae,Miconia sclerophylla Triana,Miconia sclerophylla,EN,SP_oficial
Melastomataceae,Miconia serrulata (DC.) Naudin,Miconia serrulata,VU,SP_oficial
Melastomataceae,Miconia shepherdii R.Goldenb. & Reginato,Miconia shepherdii,EN,SP_oficial
Melastomataceae,Miconia tentaculifera Naudin,Miconia tentaculifera,VU,SP_oficial
Melastomataceae,Miconia urophylla DC.,Miconia urophylla,VU,SP_oficial
Melastomataceae,Microlicia myrtoidea Cham.,Microlicia myrtoidea,VU,SP_oficial
Melastomataceae,Pleroma guartelaensis F.S.Mey & R.Goldenb.,Pleroma guartelaensis,VU,SP_oficial
Melastomataceae,Pterolepis perpusilla (Naudin) Cogn.,Pterolepis perpusilla,VU,SP_oficial
Melastomataceae,Rhynchanthera grandiflora (Aubl.) DC.,Rhynchanthera grandiflora,VU,SP_oficial
Melastomataceae,Siphanthera cordata Pohl ex DC.,Siphanthera cordata,VU,SP_oficial
Melastomataceae,Siphanthera dawsonii Wurdack,Siphanthera dawsonii,VU,SP_oficial
Melastomataceae,Tibouchina aegopogon (Naudin) Cogn.,Tibouchina aegopogon,EN,SP_oficial
Melastomataceae,Tibouchina cinerea Cogn.,Tibouchina cinerea,VU,SP_oficial
Melastomataceae,Tibouchina eichleri Cogn.,Tibouchina eichleri,EX,SP_oficial
Melastomataceae,Tibouchina herincquiana Cogn.,Tibouchina herincquiana,VU,SP_oficial
Melastomataceae,Tibouchina itatiaiae Cogn.,Tibouchina itatiaiae,VU,SP_oficial
Melastomataceae,Tibouchina minutiflora Cogn.,Tibouchina minutiflora,VU,SP_oficial
Melastomataceae,Tibouchina riedeliana Cogn.,Tibouchina riedeliana,EX,SP_oficial
Melastomataceae,Tibouchina schenckii Cogn.,Tibouchina schenckii,EX,SP_oficial
Melastomataceae,Tibouchina serrana P.J.F.Guim. & A.B.Martins,Tibouchina serrana,VU,SP_oficial
Melastomataceae,Tibouchina versicolor (Lindl.) Cogn.,Tibouchina versicolor,VU,SP_oficial
Meliaceae,Cedrela fissilis Vell.,Cedrela fissilis,VU,SP_oficial
Meliaceae,Cedrela odorata L.,Cedrela odorata,VU,SP_oficial
Molluginaceae,Glinus radiatus (Ruiz & Pav.) Rohrb.,Glinus radiatus,EX,SP_oficial
Monimiaceae,Mollinedia luizae Peixoto,Mollinedia luizae,VU,SP_oficial
Monimiaceae,Mollinedia oligotricha Perkins,Mollinedia oligotricha,EX,SP_oficial
Monimiaceae,Mollinedia pachysandra Perkins,Mollinedia pachysandra,VU,SP_oficial
Monimiaceae,Mollinedia salicifolia Perkins,Mollinedia salicifolia,VU,SP_oficial
Moraceae,Brosimum glaziovii Taub.,Brosimum glaziovii,VU,SP_oficial
Moraceae,Ficus cyclophylla (Miq.) Miq.,Ficus cyclophylla,VU,SP_oficial
Myristicaceae,Virola bicuhyba (Schott ex Spreng.) Warb.,Virola bicuhyba,EN,SP_oficial
Myrtaceae,Calyptranthes brasiliensis Spreng.,Calyptranthes brasiliensis,EX,SP_oficial
Myrtaceae,Calyptranthes curta Sobral & O.Aguiar,Calyptranthes curta,EN,SP_oficial
Myrtaceae,Calyptranthes dichotoma Casar.,Calyptranthes dichotoma,EX,SP_oficial
Myrtaceae,Calyptranthes dryadica M.L.Kawas.,Calyptranthes dryadica,VU,SP_oficial
Myrtaceae,Calyptranthes fusiformis M.L.Kawas.,Calyptranthes fusiformis,VU,SP_oficial
Myrtaceae,Calyptranthes grammica (Spreng.) D.Legrand,Calyptranthes grammica,VU,SP_oficial
Myrtaceae,Calyptranthes maritima Sobral & Bertoncello,Calyptranthes maritima,VU,SP_oficial
Myrtaceae,Calyptranthes obovata Kiaersk.,Calyptranthes obovata,EX,SP_oficial
Myrtaceae,Calyptranthes serrana A.R.Lourenço,Calyptranthes serrana,VU,SP_oficial
Myrtaceae,"Calyptranthes solitaria Sobral, Aguiar & Antunes",Calyptranthes solitaria,VU,SP_oficial
Myrtaceae,Calyptranthes ubatubana Sobral & Rochelle,Calyptranthes ubatubana,VU,SP_oficial
Myrtaceae,Campomanesia aurea O.Berg,Campomanesia aurea,EN,SP_oficial
Myrtaceae,Eugenia angustissima O.Berg,Eugenia angustissima,EN,SP_oficial
Myrtaceae,Eugenia arenosa Mattos,Eugenia arenosa,VU,SP_oficial
Myrtaceae,Eugenia bahiensis DC.,Eugenia bahiensis,VU,SP_oficial
Myrtaceae,Eugenia brunneopubescens Mazine,Eugenia brunneopubescens,VU,SP_oficial
Myrtaceae,Eugenia bunchosiifolia Nied.,Eugenia bunchosiifolia,VU,SP_oficial
Myrtaceae,Eugenia catharinensis D.Legrand,Eugenia catharinensis,VU,SP_oficial
Myrtaceae,Eugenia cinerascens Gardner,Eugenia cinerascens,EX,SP_oficial
Myrtaceae,Eugenia disperma Vell.,Eugenia disperma,VU,SP_oficial
Myrtaceae,Eugenia gracillima Kiaersk.,Eugenia gracillima,VU,SP_oficial
Myrtaceae,Eugenia handroi (Mattos) Mattos,Eugenia handroi,VU,SP_oficial
Myrtaceae,Eugenia hermesiana Mattos,Eugenia hermesiana,CR,SP_oficial
Myrtaceae,Eugenia lambertiana DC.,Eugenia lambertiana,VU,SP_oficial
Myrtaceae,Eugenia longibracteata Mazine,Eugenia longibracteata,VU,SP_oficial
Myrtaceae,Eugenia macahensis O.Berg,Eugenia macahensis,VU,SP_oficial
Myrtaceae,Eugenia macrobracteolata Mattos,Eugenia macrobracteolata,EN,SP_oficial
Myrtaceae,Eugenia malacantha D.Legrand,Eugenia malacantha,EN,SP_oficial
Myrtaceae,Eugenia modesta DC.,Eugenia modesta,VU,SP_oficial
Myrtaceae,Eugenia neophaea Sobral & Mazine,Eugenia neophaea,EN,SP_oficial
Myrtaceae,Eugenia nutans O.Berg,Eugenia nutans,VU,SP_oficial
Myrtaceae,Eugenia peruibensis Mattos,Eugenia peruibensis,EN,SP_oficial
Myrtaceae,Eugenia pisiformis Cambess.,Eugenia pisiformis,VU,SP_oficial
Myrtaceae,Eugenia plicata Nied.,Eugenia plicata,VU,SP_oficial
Myrtaceae,Eugenia pruinosa D. Legrand,Eugenia pruinosa,EN,SP_oficial
Myrtaceae,Eugenia sphenoides O.Berg,Eugenia sphenoides,EX,SP_oficial
Myrtaceae,Eugenia stephanii O.Berg,Eugenia stephanii,EX,SP_oficial
Myrtaceae,Eugenia subundulata Kiaersk.,Eugenia subundulata,EN,SP_oficial
Myrtaceae,Eugenia zuccarinii O.Berg,Eugenia zuccarinii,VU,SP_oficial
Myrtaceae,Marlierea regeliana O. Berg,Marlierea regeliana,VU,SP_oficial
Myrtaceae,Marlierea skortzoviana Mattos,Marlierea skortzoviana,CR,SP_oficial
Myrtaceae,Myrceugenia alpigena (DC.) Landrum,Myrceugenia alpigena,VU,SP_oficial
Myrtaceae,Myrceugenia bracteosa (DC.) D. Legrand & Kausel,Myrceugenia bracteosa,EN,SP_oficial
Myrtaceae,Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel,Myrceugenia brevipedicellata,EN,SP_oficial
Myrtaceae,Myrceugenia euosma (O.Berg) D.Legrand,Myrceugenia euosma,EX,SP_oficial
Myrtaceae,Myrceugenia franciscensis (O.Berg) Landrum,Myrceugenia franciscensis,EN,SP_oficial
Myrtaceae,Myrceugenia gertii Landrum,Myrceugenia gertii,EN,SP_oficial
Myrtaceae,Myrceugenia hoehnei (Burret) D.Legrand & Kausel,Myrceugenia hoehnei,VU,SP_oficial
Myrtaceae,Myrceugenia kleinii D.Legrand & Kausel,Myrceugenia kleinii,VU,SP_oficial
Myrtaceae,Myrceugenia venosa D.Legrand,Myrceugenia venosa,VU,SP_oficial
Myrtaceae,Myrcia anomala Cambess.,Myrcia anomala,EX,SP_oficial
Myrtaceae,Myrcia bicolor Kiaersk.,Myrcia bicolor,EN,SP_oficial
Myrtaceae,Myrcia cionei (Mattos) Mazine,Myrcia cionei,VU,SP_oficial
Myrtaceae,Myrcia congestiflora Caliari & V.C.Souza,Myrcia congestiflora,VU,SP_oficial
Myrtaceae,Myrcia cordiifolia DC.,Myrcia cordiifolia,EX,SP_oficial
Myrtaceae,Myrcia diaphana (O.Berg) N.J.E.Silveira,Myrcia diaphana,VU,SP_oficial
Myrtaceae,Myrcia eriocalyx DC.,Myrcia eriocalyx,VU,SP_oficial
Myrtaceae,Myrcia eriopus DC.,Myrcia eriopus,VU,SP_oficial
Myrtaceae,Myrcia flagellaris (D.Legrand) Sobral,Myrcia flagellaris,VU,SP_oficial
Myrtaceae,"Myrcia guarujana Sobral, Magenta & Caliari",Myrcia guarujana,EN,SP_oficial
Myrtaceae,Myrcia hexasticha Kiaersk.,Myrcia hexasticha,EN,SP_oficial
Myrtaceae,Myrcia isaiana G.M.Barroso & Peixoto,Myrcia isaiana,EN,SP_oficial
Myrtaceae,Myrcia montana Cambess.,Myrcia montana,VU,SP_oficial
Myrtaceae,Myrcia oligantha O.Berg,Myrcia oligantha,EN,SP_oficial
Myrtaceae,Myrcia rupicola D.Legrand,Myrcia rupicola,EN,SP_oficial
Myrtaceae,Myrcia stictophylla (O. Berg) N.J.E. Silveira,Myrcia stictophylla,VU,SP_oficial
Myrtaceae,Myrcia ubatubana Mazine & Sobral,Myrcia ubatubana,VU,SP_oficial
Myrtaceae,Myrcia vestita DC.,Myrcia vestita,EN,SP_oficial
Myrtaceae,Myrcia vittoriana Kiaersk.,Myrcia vittoriana,EX,SP_oficial
Myrtaceae,Neomitranthes amblymitra (Burret) Mattos,Neomitranthes amblymitra,EX,SP_oficial
Myrtaceae,Neomitranthes capivariensis (Mattos) Mattos,Neomitranthes capivariensis,EN,SP_oficial
Myrtaceae,Neomitranthes gracilis (D.Legrand) D.Legrand,Neomitranthes gracilis,EN,SP_oficial
Myrtaceae,Neomitranthes pedicellata (Burret) Mattos,Neomitranthes pedicellata,EN,SP_oficial
Myrtaceae,Plinia complanata M.L.Kawas. & B.Holst,Plinia complanata,EN,SP_oficial
Myrtaceae,Plinia edulis (Vell.) Sobral,Plinia edulis,VU,SP_oficial
Myrtaceae,Plinia hatschbachii (Mattos) Sobral,Plinia hatschbachii,EN,SP_oficial
