familia,especie_autor,especie,cat_ameaca_sp
Gesneriaceae,Sinningia warmingii (Hiern.) Chautems,Sinningia warmingii,VU
Hypericaceae,Hypericum mutilum L.,Hypericum mutilum,VU
Hypericaceae,Hypericum piriai Arechav.,Hypericum piriai,EX
Hypericaceae,Hypericum rigidum A.St.-Hil.,Hypericum rigidum,EX
Hypericaceae,Vismia martiana Reichardt,Vismia martiana,EN
Iridaceae,Neomarica glauca (Seub. ex Klatt) Sprague,Neomarica glauca,VU
Lamiaceae,Aegiphila capitata Moldenke,Aegiphila capitata,EX
Lamiaceae,Hyptis alpestris A.St.-Hil. ex Benth.,Hyptis alpestris,EN
Lamiaceae,Hyptis lagenaria A.St.-Hil. ex Benth.,Hyptis lagenaria,EN
Lamiaceae,Hyptis lavandulacea Pohl ex Benth.,Hyptis lavandulacea,EX
Lamiaceae,Hyptis lobata A.St.-Hil. ex Benth.,Hyptis lobata,EX
Lamiaceae,Hyptis riparia Harley,Hyptis riparia,EX
Lamiaceae,Hyptis uliginosa A.St.-Hil. ex Benth.,Hyptis uliginosa,EX
Lamiaceae,Rhabdocaulon gracile (Benth.) Epling,Rhabdocaulon gracile,EX
Lamiaceae,Salvia campos-portoi Brade,Salvia campos-portoi,EX
Lamiaceae,Salvia lachnostachys Benth.,Salvia lachnostachys,EX
Lauraceae,Aiouea bracteata Kosterm.,Aiouea bracteata,VU
Lauraceae,Aiouea piauhyensis (Meisn.) Mez,Aiouea piauhyensis,EX
Lauraceae,Aiouea trinervis Meisn.,Aiouea trinervis,EN
Lauraceae,Aniba heringerii Vattimo-Gil,Aniba heringerii,EN
Lauraceae,Beilschmiedia fluminensis Kosterm.,Beilschmiedia fluminensis,VU
Lauraceae,Cryptocarya botelhensis P.L.R. de Moraes,Cryptocarya botelhensis,VU
Lauraceae,Cryptocarya micrantha Meisn.,Cryptocarya micrantha,VU
Lauraceae,Nectandra angustifolia (Schrad) Nees,Nectandra angustifolia,EN
Lauraceae,Nectandra barbellata Coe-Teix.,Nectandra barbellata,VU
Lauraceae,Nectandra cissiflora Nees,Nectandra cissiflora,VU
Lauraceae,Nectandra debilis Mez,Nectandra debilis,VU
Lauraceae,Nectandra hihua (Ruiz & Pav.) Rohwer,Nectandra hihua,EN
Lauraceae,Nectandra paranaensis Coe-Teix.,Nectandra paranaensis,VU
Lauraceae,Ocotea basicordatifolia Vattimo-Gil,Ocotea basicordatifolia,VU
Lauraceae,Ocotea beulahiae Baitello,Ocotea beulahiae,EN
Lauraceae,Ocotea beyrichii (Nees) Mez,Ocotea beyrichii,VU
Lauraceae,Ocotea bragai Coe-Teix.,Ocotea bragai,EN
Lauraceae,Ocotea catharinensis Mez,Ocotea catharinensis,VU
Lauraceae,Ocotea daphnifolia (Meisn.) Mez,Ocotea daphnifolia,VU
Lauraceae,Ocotea felix Coe-Teix.,Ocotea felix,EN
Lauraceae,Ocotea frondosa (Meisn.) Mez,Ocotea frondosa,VU
Lauraceae,Ocotea inhauba Coe-Teix.,Ocotea inhauba,EX
Lauraceae,Ocotea mosenii Mez,Ocotea mosenii,VU
Lauraceae,Ocotea odorifera (Vell.) Rohwer,Ocotea odorifera,EN
Lauraceae,Ocotea porosa (Nees & Mart.) L.Barroso,Ocotea porosa,EN
Lauraceae,Ocotea serrana Coe-Teix.,Ocotea serrana,EN
Lauraceae,Ocotea tabacifolia (Meisn.) Rohwer,Ocotea tabacifolia,EN
Lauraceae,Ocotea vaccinioides (Meisn.) Rohwer,Ocotea vaccinioides,VU
Lauraceae,Ocotea virgultosa (Nees) Mart.,Ocotea virgultosa,EN
Lauraceae,Persea obovata Nees & Mart.,Persea obovata,CR
Lauraceae,Persea punctata Meisn.,Persea punctata,EN
Lauraceae,Persea rigida Nees & Mart.,Persea rigida,EN
Lauraceae,Urbanodendron bahiense (Meisn.) Rohwer,Urbanodendron bahiense,VU
Lecythidaceae,Cariniana legalis (Mart.) Kuntze,Cariniana legalis,VU
Lentibulariaceae,Genlisea aurea A.St.-Hil.,Genlisea aurea,EN
Lentibulariaceae,Genlisea repens Benj.,Genlisea repens,EN
Lentibulariaceae,Genlisea violacea A.St.-Hil.,Genlisea violacea,EX
Lentibulariaceae,Utricularia nigrescens Sylvén,Utricularia nigrescens,EN
Lentibulariaceae,Utricularia olivacea C.Wright ex Griseb.,Utricularia olivacea,VU
Lentibulariaceae,Utricularia trichophylla Spruce ex Oliv.,Utricularia trichophylla,VU
Lentibulariaceae,Utricularia warmingii Kam.,Utricularia warmingii,EX
Linaceae,Linum littorale A.St.-Hil,Linum littorale,EN
Loasaceae,Aosa parviflora (Schrad. ex DC.) Weigend,Aosa parviflora,EN
Loasaceae,Blumenbachia scabra (Miers) Urb.,Blumenbachia scabra,EN
Loganiaceae,Spigelia amplexicaulis E.F.Guimar. & Fontella,Spigelia amplexicaulis,EW
Loganiaceae,Spigelia reitzii L.B.Sm.,Spigelia reitzii,EN
Loganiaceae,Strychnos gardneri A.DC.,Strychnos gardneri,EX
Loganiaceae,Strychnos nigricans Prog.,Strychnos nigricans,EX
Loganiaceae,Strychnos trinervis (Vell.) Mart.,Strychnos trinervis,VU
Lythraceae,Cuphea arenarioides A. St.-Hil,Cuphea arenarioides,EN
Lythraceae,Cuphea lutescens Pohl ex Koehne,Cuphea lutescens,VU
Lythraceae,Diplusodon ovatus Pohl,Diplusodon ovatus,EN
Lythraceae,Diplusodon villosissimus Pohl,Diplusodon villosissimus,EN
Lythraceae,Lafoensia nummularifolia A.St.-Hil.,Lafoensia nummularifolia,VU
Malpighiaceae,Aspicarpa sericea (A.St.-Hil.) Nied.,Aspicarpa sericea,VU
Malpighiaceae,Banisteriopsis basifixa B. Gates,Banisteriopsis basifixa,EX
Malpighiaceae,Byrsonima brachybotrya Nied.,Byrsonima brachybotrya,VU
Malpighiaceae,Byrsonima cydoniifolia A.Juss.,Byrsonima cydoniifolia,VU
Malpighiaceae,Byrsonima psilandra Griseb.,Byrsonima psilandra,EN
Malpighiaceae,Camarea hirsuta A.St.-Hil.,Camarea hirsuta,EN
Malpighiaceae,Mascagnia divaricata (Kunth) Nied.,Mascagnia divaricata,VU
Malpighiaceae,Tetrapterys microphylla (A. Juss.) Nied.,Tetrapterys microphylla,VU
Malpighiaceae,Thryallis brachystachys Lindley,Thryallis brachystachys,EX
Malvaceae,Abutilon nigricans G.L.Esteves & Krapov.,Abutilon nigricans,CR
Malvaceae,Byttneria oblongata Pohl,Byttneria oblongata,EX
Malvaceae,Byttneria scabra L.,Byttneria scabra,VU
Malvaceae,Eriotheca pubescens (Mart. & Zucc.) Schott & Endl.,Eriotheca pubescens,VU
Malvaceae,Gaya guerkeana K. Schum.,Gaya guerkeana,EX
Malvaceae,Hibiscus diversifolius Jacq.,Hibiscus diversifolius,EX
Malvaceae,Hibiscus urticifolius A.St.-Hil.,Hibiscus urticifolius,EX
Malvaceae,Luehea conwentizii K. Schum.,Luehea conwentizii,VU
Malvaceae,Pachira calophylla (K.Schum.) Fern. Alonso,Pachira calophylla,VU
Malvaceae,Pavonia distinguenda A.St.-Hil.,Pavonia distinguenda,VU
Malvaceae,Pavonia kleinii Krapov.,Pavonia kleinii,VU
Malvaceae,Pseudobombax marginatum (St. Hil) A.Robyns,Pseudobombax marginatum,EN
Malvaceae,Pseudobombax tomentosum (Mart. & Zucc.) A.Robyns,Pseudobombax tomentosum,VU
Malvaceae,Sida acrantha Link,Sida acrantha,EN
Marantaceae,Goeppertia aemula (Körn.) Borchs. & S. Suárez,Goeppertia aemula,VU
Marantaceae,Goeppertia zebrina (Sims) Nees,Goeppertia zebrina,VU
Melastomataceae,Behuria parvifolia Cogn.,Behuria parvifolia,VU
Melastomataceae,Bertolonia angustifolia Cogn.,Bertolonia angustifolia,EX
Melastomataceae,Bertolonia leuzeana (Bonpl.) DC.,Bertolonia leuzeana,VU
Melastomataceae,Bertolonia paranaensis (Wurdack) Baumgratz,Bertolonia paranaensis,EX
Melastomataceae,Cambessedesia pityrophylla (Mart. ex DC.) A.B.Martins,Cambessedesia pityrophylla,VU
Melastomataceae,Cambessedesia regnelliana Cogn.,Cambessedesia regnelliana,VU
Melastomataceae,Cambessedesia weddellii Naudin,Cambessedesia weddellii,VU
Melastomataceae,Chaetostoma glaziovii Cogn.,Chaetostoma glaziovii,VU
Melastomataceae,Clidemia sericea D.Don,Clidemia sericea,VU
Melastomataceae,Graffenrieda weddellii Naudin,Graffenrieda weddellii,EN
Melastomataceae,Henriettea saldanhaei Cogn.,Henriettea saldanhaei,VU
Melastomataceae,Huberia laurina DC.,Huberia laurina,EX
Melastomataceae,Huberia nettoana Brade,Huberia nettoana,EX
Melastomataceae,Lavoisiera serrulata Cogn.,Lavoisiera serrulata,EX
Melastomataceae,Leandra calvescens (Triana) Cogn.,Leandra calvescens,VU
Melastomataceae,Leandra coriacea Cogn.,Leandra coriacea,VU
Melastomataceae,Leandra dispar (Gardner) Cogn.,Leandra dispar,VU
Melastomataceae,Leandra eichleri Cogn.,Leandra eichleri,VU
Melastomataceae,Leandra hermogenesii Baumgratz & D`El Rei Souza,Leandra hermogenesii,VU
Melastomataceae,Leandra involucrata DC.,Leandra involucrata,VU
Melastomataceae,Leandra itatiaiae (Wawra) Cogn.,Leandra itatiaiae,VU
Melastomataceae,Leandra lancifolia Cogn.,Leandra lancifolia,EN
Melastomataceae,Leandra lapae D’El Rei Souza & Baumgratz,Leandra lapae,VU
Melastomataceae,Leandra limbata Cogn.,Leandra limbata,EX
Melastomataceae,Leandra linearifolia Cogn.,Leandra linearifolia,VU
Melastomataceae,Leandra longistyla Cogn.,Leandra longistyla,VU
Melastomataceae,Leandra mattosii Baumgratz & D’El Rei Souza,Leandra mattosii,EX
Melastomataceae,Leandra neglecta Brade,Leandra neglecta,VU
Melastomataceae,Leandra pallida Cogn.,Leandra pallida,VU
Melastomataceae,Leandra paulina DC.,Leandra paulina,VU
Melastomataceae,Leandra pauloensis Hoehne,Leandra pauloensis,EX
Melastomataceae,Leandra quinquenodis (DC.) Cogn.,Leandra quinquenodis,EN
Melastomataceae,Leandra riedeliana (O.Berg ex Triana) Cogn.,Leandra riedeliana,EX
Melastomataceae,Leandra sparsisetulosa Hoehne,Leandra sparsisetulosa,EX
Melastomataceae,Leandra strigilliflora (Naudin) Cogn.,Leandra strigilliflora,VU
Melastomataceae,Leandra tristis Cogn.,Leandra tristis,EN
Melastomataceae,Leandra uliginosa Brade,Leandra uliginosa,VU
Melastomataceae,Leandra umbellata DC.,Leandra umbellata,EN
Melastomataceae,Leandra vesiculosa Cogn.,Leandra vesiculosa,EN
Melastomataceae,Leandra viridiflava Brade,Leandra viridiflava,VU
Melastomataceae,Miconia macrothyrsa Benth.,Miconia macrothyrsa,EN
Melastomataceae,Miconia mendoncae Cogn.,Miconia mendoncae,VU
Melastomataceae,Miconia picinguabensis R.Goldenb. & A.B.Martins,Miconia picinguabensis,EN
Melastomataceae,Miconia polyandra Gardner,Miconia polyandra,VU
Melastomataceae,Miconia robustissima Cogn.,Miconia robustissima,EN
Melastomataceae,Miconia sclerophylla Triana,Miconia sclerophylla,EN
Melastomataceae,Miconia serrulata (DC.) Naudin,Miconia serrulata,VU
Melastomataceae,Miconia shepherdii R.Goldenb. & Reginato,Miconia shepherdii,EN
Melastomataceae,Miconia tentaculifera Naudin,Miconia tentaculifera,VU
Melastomataceae,Miconia urophylla DC.,Miconia urophylla,VU
Melastomataceae,Microlicia myrtoidea Cham.,Microlicia myrtoidea,VU
Melastomataceae,Pleroma guartelaensis F.S.Mey & R.Goldenb.,Pleroma guartelaensis,VU
Melastomataceae,Pterolepis perpusilla (Naudin) Cogn.,Pterolepis perpusilla,VU
Melastomataceae,Rhynchanthera grandiflora (Aubl.) DC.,Rhynchanthera grandiflora,VU
Melastomataceae,Siphanthera cordata Pohl ex DC.,Siphanthera cordata,VU
Melastomataceae,Siphanthera dawsonii Wurdack,Siphanthera dawsonii,VU
Melastomataceae,Tibouchina aegopogon (Naudin) Cogn.,Tibouchina aegopogon,EN
Melastomataceae,Tibouchina cinerea Cogn.,Tibouchina cinerea,VU
Melastomataceae,Tibouchina eichleri Cogn.,Tibouchina eichleri,EX
Melastomataceae,Tibouchina herincquiana Cogn.,Tibouchina herincquiana,VU
Melastomataceae,Tibouchina itatiaiae Cogn.,Tibouchina itatiaiae,VU
Melastomataceae,Tibouchina minutiflora Cogn.,Tibouchina minutiflora,VU
Melastomataceae,Tibouchina riedeliana Cogn.,Tibouchina riedeliana,EX
Melastomataceae,Tibouchina schenckii Cogn.,Tibouchina schenckii,EX
Melastomataceae,Tibouchina serrana P.J.F.Guim. & A.B.Martins,Tibouchina serrana,VU
Melastomataceae,Tibouchina versicolor (Lindl.) Cogn.,Tibouchina versicolor,VU
Meliaceae,Cedrela fissilis Vell.,Cedrela fissilis,VU
Meliaceae,Cedrela odorata L.,Cedrela odorata,VU
Molluginaceae,Glinus radiatus (Ruiz & Pav.) Rohrb.,Glinus radiatus,EX
Monimiaceae,Mollinedia luizae Peixoto,Mollinedia luizae,VU
Monimiaceae,Mollinedia oligotricha Perkins,Mollinedia oligotricha,EX
Monimiaceae,Mollinedia pachysandra Perkins,Mollinedia pachysandra,VU
Monimiaceae,Mollinedia salicifolia Perkins,Mollinedia salicifolia,VU
Moraceae,Brosimum glaziovii Taub.,Brosimum glaziovii,VU
Moraceae,Ficus cyclophylla (Miq.) Miq.,Ficus cyclophylla,VU
Myristicaceae,Virola bicuhyba (Schott ex Spreng.) Warb.,Virola bicuhyba,EN
Myrtaceae,Calyptranthes brasiliensis Spreng.,Calyptranthes brasiliensis,EX
Myrtaceae,Calyptranthes curta Sobral & O.Aguiar,Calyptranthes curta,EN
Myrtaceae,Calyptranthes dichotoma Casar.,Calyptranthes dichotoma,EX
Myrtaceae,Calyptranthes dryadica M.L.Kawas.,Calyptranthes dryadica,VU
Myrtaceae,Calyptranthes fusiformis M.L.Kawas.,Calyptranthes fusiformis,VU
Myrtaceae,Calyptranthes grammica (Spreng.) D.Legrand,Calyptranthes grammica,VU
Myrtaceae,Calyptranthes maritima Sobral & Bertoncello,Calyptranthes maritima,VU
Myrtaceae,Calyptranthes obovata Kiaersk.,Calyptranthes obovata,EX
Myrtaceae,Calyptranthes serrana A.R.Lourenço,Calyptranthes serrana,VU
Myrtaceae,"Calyptranthes solitaria Sobral, Aguiar & Antunes",Calyptranthes solitaria,VU
Myrtaceae,Calyptranthes ubatubana Sobral & Rochelle,Calyptranthes ubatubana,VU
Myrtaceae,Campomanesia aurea O.Berg,Campomanesia aurea,EN
Myrtaceae,Eugenia angustissima O.Berg,Eugenia angustissima,EN
Myrtaceae,Eugenia arenosa Mattos,Eugenia arenosa,VU
Myrtaceae,Eugenia bahiensis DC.,Eugenia bahiensis,VU
Myrtaceae,Eugenia brunneopubescens Mazine,Eugenia brunneopubescens,VU
Myrtaceae,Eugenia bunchosiifolia Nied.,Eugenia bunchosiifolia,VU
Myrtaceae,Eugenia catharinensis D.Legrand,Eugenia catharinensis,VU
Myrtaceae,Eugenia cinerascens Gardner,Eugenia cinerascens,EX
Myrtaceae,Eugenia disperma Vell.,Eugenia disperma,VU
Myrtaceae,Eugenia gracillima Kiaersk.,Eugenia gracillima,VU
Myrtaceae,Eugenia handroi (Mattos) Mattos,Eugenia handroi,VU
Myrtaceae,Eugenia hermesiana Mattos,Eugenia hermesiana,CR
Myrtaceae,Eugenia lambertiana DC.,Eugenia lambertiana,VU
Myrtaceae,Eugenia longibracteata Mazine,Eugenia longibracteata,VU
Myrtaceae,Eugenia macahensis O.Berg,Eugenia macahensis,VU
Myrtaceae,Eugenia macrobracteolata Mattos,Eugenia macrobracteolata,EN
Myrtaceae,Eugenia malacantha D.Legrand,Eugenia malacantha,EN
Myrtaceae,Eugenia modesta DC.,Eugenia modesta,VU
Myrtaceae,Eugenia neophaea Sobral & Mazine,Eugenia neophaea,EN
Myrtaceae,Eugenia nutans O.Berg,Eugenia nutans,VU
Myrtaceae,Eugenia peruibensis Mattos,Eugenia peruibensis,EN
Myrtaceae,Eugenia pisiformis Cambess.,Eugenia pisiformis,VU
Myrtaceae,Eugenia plicata Nied.,Eugenia plicata,VU
Myrtaceae,Eugenia pruinosa D. Legrand,Eugenia pruinosa,EN
Myrtaceae,Eugenia sphenoides O.Berg,Eugenia sphenoides,EX
Myrtaceae,Eugenia stephanii O.Berg,Eugenia stephanii,EX
Myrtaceae,Eugenia subundulata Kiaersk.,Eugenia subundulata,EN
Myrtaceae,Eugenia zuccarinii O.Berg,Eugenia zuccarinii,VU
Myrtaceae,Marlierea regeliana O. Berg,Marlierea regeliana,VU
Myrtaceae,Marlierea skortzoviana Mattos,Marlierea skortzoviana,CR
Myrtaceae,Myrceugenia alpigena (DC.) Landrum,Myrceugenia alpigena,VU
Myrtaceae,Myrceugenia bracteosa (DC.) D. Legrand & Kausel,Myrceugenia bracteosa,EN
Myrtaceae,Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel,Myrceugenia brevipedicellata,EN
Myrtaceae,Myrceugenia euosma (O.Berg) D.Legrand,Myrceugenia euosma,EX
Myrtaceae,Myrceugenia franciscensis (O.Berg) Landrum,Myrceugenia franciscensis,EN
Myrtaceae,Myrceugenia gertii Landrum,Myrceugenia gertii,EN
Myrtaceae,Myrceugenia hoehnei (Burret) D.Legrand & Kausel,Myrceugenia hoehnei,VU
Myrtaceae,Myrceugenia kleinii D.Legrand & Kausel,Myrceugenia kleinii,VU
Myrtaceae,Myrceugenia venosa D.Legrand,Myrceugenia venosa,VU
Myrtaceae,Myrcia anomala Cambess.,Myrcia anomala,EX
Myrtaceae,Myrcia bicolor Kiaersk.,Myrcia bicolor,EN
Myrtaceae,Myrcia cionei (Mattos) Mazine,Myrcia cionei,VU
Myrtaceae,Myrcia congestiflora Caliari & V.C.Souza,Myrcia congestiflora,VU
Myrtaceae,Myrcia cordiifolia DC.,Myrcia cordiifolia,EX
Myrtaceae,Myrcia diaphana (O.Berg) N.J.E.Silveira,Myrcia diaphana,VU
Myrtaceae,Myrcia eriocalyx DC.,Myrcia eriocalyx,VU
Myrtaceae,Myrcia eriopus DC.,Myrcia eriopus,VU
Myrtaceae,Myrcia flagellaris (D.Legrand) Sobral,Myrcia flagellaris,VU
Myrtaceae,"Myrcia guarujana Sobral, Magenta & Caliari",Myrcia guarujana,EN
Myrtaceae,Myrcia hexasticha Kiaersk.,Myrcia hexasticha,EN
Myrtaceae,Myrcia isaiana G.M.Barroso & Peixoto,Myrcia isaiana,EN
Myrtaceae,Myrcia montana Cambess.,Myrcia montana,VU
Myrtaceae,Myrcia oligantha O.Berg,Myrcia oligantha,EN
Myrtaceae,Myrcia rupicola D.Legrand,Myrcia rupicola,EN
Myrtaceae,Myrcia stictophylla (O. Berg) N.J.E. Silveira,Myrcia stictophylla,VU
Myrtaceae,Myrcia ubatubana Mazine & Sobral,Myrcia ubatubana,VU
Myrtaceae,Myrcia vestita DC.,Myrcia vestita,EN
Myrtaceae,Myrcia vittoriana Kiaersk.,Myrcia vittoriana,EX
Myrtaceae,Neomitranthes amblymitra (Burret) Mattos,Neomitranthes amblymitra,EX
Myrtaceae,Neomitranthes capivariensis (Mattos) Mattos,Neomitranthes capivariensis,EN
Myrtaceae,Neomitranthes gracilis (D.Legrand) D.Legrand,Neomitranthes gracilis,EN
Myrtaceae,Neomitranthes pedicellata (Burret) Mattos,Neomitranthes pedicellata,EN
Myrtaceae,Plinia complanata M.L.Kawas. & B.Holst,Plinia complanata,EN
Myrtaceae,Plinia edulis (Vell.) Sobral,Plinia edulis,VU
Myrtaceae,Plinia hatschbachii (Mattos) Sobral,Plinia hatschbachii,EN
Myrtaceae,Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral,Plinia pseudodichasiantha,VU
Myrtaceae,Psidium giganteum Mattos,Psidium giganteum,EN
Myrtaceae,Psidium salutare (Kunth) O.Berg,Psidium salutare,EX
Myrtaceae,Psidium sartorianum Nied.,Psidium sartorianum,VU
Myrtaceae,Siphoneugena kuhlmannii Mattos,Siphoneugena kuhlmannii,VU
Myrtaceae,Siphoneugena reitzii D.Legrand,Siphoneugena reitzii,VU
Nyctaginaceae,Guapira nitida (Mart. ex J.A.Schmidt) Lundell,Guapira nitida,VU
Nyctaginaceae,Neea verticillata Ruiz & Pav.,Neea verticillata,EX
Olacaceae,Heisteria perianthomega (Vell.) Sleumer,Heisteria perianthomega,EX
Orchidaceae,Anathallis gehrtii (Hoehne & Schltr.) F.Barros,Anathallis gehrtii,VU
Orchidaceae,Bifrenaria racemosa (Hook.) Lindl.,Bifrenaria racemosa,EX
Orchidaceae,Bifrenaria tyrianthina (Lodd.) Reichb.f.,Bifrenaria tyrianthina,EW
Orchidaceae,Brachionidium restrepioides (Hoehne) Pabst,Brachionidium restrepioides,VU
Orchidaceae,Cattleya guttata Lindl.,Cattleya guttata,VU
Orchidaceae,Cattleya harrisoniana Batem. ex Lindl.,Cattleya harrisoniana,VU
Orchidaceae,Cattleya intermedia Grah.,Cattleya intermedia,VU
Orchidaceae,Cattleya labiata Lindl.,Cattleya labiata,VU
Orchidaceae,Cattleya perrinii Lindl.,Cattleya perrinii,VU
Orchidaceae,Cattleya purpurata (Lindl. & Paxton) Van den Berg,Cattleya purpurata,EW
Orchidaceae,Cattleya tigrina A.Rich.,Cattleya tigrina,EW
Orchidaceae,Cattleya velutina Rchb.f.,Cattleya velutina,VU
Orchidaceae,Cattleya walkeriana Gardner,Cattleya walkeriana,VU
Orchidaceae,Chytroglossa paulensis Edwall,Chytroglossa paulensis,EX
Orchidaceae,Cirrhaea fuscolutea Lindl.,Cirrhaea fuscolutea,EN
Orchidaceae,Cirrhaea loddigesii Lindl.,Cirrhaea loddigesii,CR
Orchidaceae,Cirrhaea longiracemosa Hoehne,Cirrhaea longiracemosa,VU
Orchidaceae,Cyrtopodium blanchetii Rchb.f.,Cyrtopodium blanchetii,VU
Orchidaceae,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum,EX
Orchidaceae,Cyrtopodium dusenii Schltr.,Cyrtopodium dusenii,VU
Orchidaceae,Cyrtopodium fowliei L.Menezes,Cyrtopodium fowliei,EN
Orchidaceae,Cyrtopodium hatschbachii Pabst,Cyrtopodium hatschbachii,EN
Orchidaceae,Cyrtopodium lissochiloides Hoehne & Schltr.,Cyrtopodium lissochiloides,EX
Orchidaceae,Cyrtopodium parviflorum Lindl.,Cyrtopodium parviflorum,EX
Orchidaceae,Cyrtopodium triste Rchb.f. & Warm.,Cyrtopodium triste,VU
Orchidaceae,Dichaea mosenii Cogn.,Dichaea mosenii,VU
Orchidaceae,Dryadella auriculigera (Rchb.f.) Luer,Dryadella auriculigera,EX
Orchidaceae,Dryadella lilliputiana (Cogn.) Luer,Dryadella lilliputiana,VU
Orchidaceae,Epidendrum addae Pabst,Epidendrum addae,VU
Orchidaceae,Epidendrum ecostatum Pabst,Epidendrum ecostatum,VU
Orchidaceae,Epidendrum filicaule Lindl.,Epidendrum filicaule,VU
Orchidaceae,Epidendrum geniculatum Barb.Rodr.,Epidendrum geniculatum,VU
Orchidaceae,Epidendrum henschenii Barb.Rodr.,Epidendrum henschenii,EN
Orchidaceae,Epidendrum hololeucum Barb.Rodr.,Epidendrum hololeucum,VU
Orchidaceae,Epidendrum infaustum Reichb.f.,Epidendrum infaustum,EX
Orchidaceae,Epidendrum saxatile Lindl.,Epidendrum saxatile,EX
Orchidaceae,Eulophia ruwenzoriensis Rendle,Eulophia ruwenzoriensis,EN
Orchidaceae,Gomesa ciliata (Lindl.) M.W.Chase & N.H.Williams,Gomesa ciliata,VU
Orchidaceae,Gomesa concolor (Hook.) M.W.Chase & N.H.Williams,Gomesa concolor,EN
Orchidaceae,Gomesa cruciata (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa cruciata,VU
Orchidaceae,Gomesa cuneata (Scheidw.) M.W.Chase & N.H.Williams,Gomesa cuneata,VU
Orchidaceae,Gomesa jucunda (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa jucunda,VU
Orchidaceae,Gomesa pectoralis (Lindl.) M.W.Chase & N.H.Williams,Gomesa pectoralis,CR
Orchidaceae,Gomesa praetexta (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa praetexta,VU
Orchidaceae,Gomesa welteri (Pabst) M.W.Chase & N.H.Williams,Gomesa welteri,VU
Orchidaceae,Grandiphyllum divaricatum (Lindl.) Docha Neto,Grandiphyllum divaricatum,VU
Orchidaceae,Grandiphyllum hians (Lindl.) Docha Neto,Grandiphyllum hians,VU
Orchidaceae,Grobya fascifera Reichb. f.,Grobya fascifera,EX
Orchidaceae,Habenaria achalensis Kraenzl.,Habenaria achalensis,VU
Orchidaceae,Habenaria armata Rchb.f.,Habenaria armata,EX
Orchidaceae,Habenaria brachyplectron Hoehne & Schltr.,Habenaria brachyplectron,EX
Orchidaceae,Habenaria crucifera Rchb.f. & Warm.,Habenaria crucifera,EX
Orchidaceae,Habenaria ernest-ulei Hoehne,Habenaria ernest-ulei,EX
Orchidaceae,Habenaria exaltata Barb.Rodr.,Habenaria exaltata,EX
Orchidaceae,Habenaria galeandriformis Hoehne,Habenaria galeandriformis,EX
Orchidaceae,Habenaria hexaptera Lindl.,Habenaria hexaptera,EX
Orchidaceae,Habenaria hydrophila Barb.Rodr.,Habenaria hydrophila,EX
Orchidaceae,Habenaria jordanensis (J.E.Leite) Garay,Habenaria jordanensis,EX
Orchidaceae,Habenaria leucosantha Barb.Rodr.,Habenaria leucosantha,EN
Orchidaceae,Habenaria novaesii Edwall ex Hoehne,Habenaria novaesii,EX
Orchidaceae,Habenaria regnellii Cogn.,Habenaria regnellii,EN
Orchidaceae,Habenaria santensis Barb.Rodr.,Habenaria santensis,EX
Orchidaceae,Habenaria schwackei Barb.Rodr.,Habenaria schwackei,EN
Orchidaceae,Habenaria trifida Kunth,Habenaria trifida,VU
Orchidaceae,Habenaria umbraticola Barb.Rodr.,Habenaria umbraticola,EX
Orchidaceae,Homalopetalum hypoleptum (Lindl.) Soto-Arenas,Homalopetalum hypoleptum,EX
Orchidaceae,Houlletia brocklehurstiana Lindl.,Houlletia brocklehurstiana,EN
Orchidaceae,Isabelia virginalis Barb.Rodr.,Isabelia virginalis,VU
Orchidaceae,Koellensteinia tricolor (Lindl.) Reichb.f.,Koellensteinia tricolor,VU
Orchidaceae,Lepanthopsis densiflora (Barb.Rodr.) Ames,Lepanthopsis densiflora,EX
Orchidaceae,Lepanthopsis floripecten (Rchb.f.) Ames,Lepanthopsis floripecten,VU
Orchidaceae,Macradenia multiflora R.Br. Cogn.,Macradenia multiflora,VU
Orchidaceae,Malaxis cogniauxiana (Schltr.) Pabst,Malaxis cogniauxiana,EX
Orchidaceae,Malaxis jaraguae (Hoehne & Schltr.) Pabst,Malaxis jaraguae,VU
Orchidaceae,Mesadenella atroviridis (Barb.Rodr.) Garay,Mesadenella atroviridis,EX
Orchidaceae,Miltonia clowesii Lindl.,Miltonia clowesii,EX
Orchidaceae,Miltonia kayasimae Pabst,Miltonia kayasimae,EX
Orchidaceae,Neogardneria murrayana (Gardner ex Hook.) Schltr.,Neogardneria murrayana,EN
Orchidaceae,Nohawilliamsia pirarense (Rchb.f.) M.W.Chase & Whitten,Nohawilliamsia pirarense,EX
Orchidaceae,Octomeria alexandri Schltr.,Octomeria alexandri,EN
Orchidaceae,Octomeria estrellensis Hoehne,Octomeria estrellensis,EW
Orchidaceae,Octomeria geraensis Barb.Rodr.,Octomeria geraensis,EX
Orchidaceae,Octomeria hatschbachii Schltr.,Octomeria hatschbachii,EX
Orchidaceae,Octomeria hoehnei Schltr.,Octomeria hoehnei,EX
Orchidaceae,Octomeria lichenicola Barb.Rodr.,Octomeria lichenicola,EN
