especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Agarista nummularia,Ericaceae,Agarista,nummularia,NA,LC,EX,sima
Gaylussacia montana,Ericaceae,Gaylussacia,montana,NA,LC,EX,sima
Senecio adamantinus,Asteraceae,Senecio,adamantinus,NA,LC,NA,sima
Pouteria glomerata,Sapotaceae,Pouteria,glomerata,NA,LC,VU,sima
Trichocline catharinensis,Asteraceae,Trichocline,catharinensis,NA,LC,NA,sima
Trichocline macrocephala,Asteraceae,Trichocline,macrocephala,NA,LC,NA,sima
Vernonanthura mucronulata,Asteraceae,Vernonanthura,mucronulata,NA,LC,NA,sima
Ancistrotropis firmula,Fabaceae,Ancistrotropis,firmula,NA,LC,VU,sima
Camptosema isopetalum,Fabaceae,Camptosema,isopetalum,NA,LC,EX,sima
Euploca salicoides,Boraginaceae,Euploca,salicoides,NA,LC,NA,sima
Jacaratia spinosa,Caricaceae,Jacaratia,spinosa,NA,LC,NA,sima
Chamaecrista trachycarpa,Fabaceae,Chamaecrista,trachycarpa,NA,LC,EX,sima
Achatocarpus praecox,Achatocarpaceae,Achatocarpus,praecox,NA,LC,NA,sima
Cratylia intermedia,Fabaceae,Cratylia,intermedia,NA,LC,EX,sima
Crotalaria otoptera,Fabaceae,Crotalaria,otoptera,NA,LC,VU,sima
Alternanthera puberula,Amaranthaceae,Alternanthera,puberula,NA,LC,NA,sima
Alternanthera sessilis,Amaranthaceae,Alternanthera,sessilis,NA,LC,NA,sima
Galactia marginalis,Fabaceae,Galactia,marginalis,NA,LC,EX,sima
Gomphrena graminea,Amaranthaceae,Gomphrena,graminea,NA,LC,NA,sima
Gomphrena macrocephala,Amaranthaceae,Gomphrena,macrocephala,NA,LC,NA,sima
Indigofera guaranitica,Fabaceae,Indigofera,guaranitica,NA,LC,VU,sima
Pfaffia glabrata,Amaranthaceae,Pfaffia,glabrata,NA,LC,NA,sima
Pfaffia jubata,Amaranthaceae,Pfaffia,jubata,NA,LC,NA,sima
Microtea maypurensis,Microteaceae,Microtea,maypurensis,NA,LC,NA,sima
Trichostigma octandrum,Phytolaccaceae,Trichostigma,octandrum,NA,LC,NA,sima
Elachyptera festiva,Celastraceae,Elachyptera,festiva,NA,LC,NA,sima
Mysanthus uleanus,Fabaceae,Mysanthus,uleanus,NA,LC,EN,sima
Peltogyne confertiflora,Fabaceae,Peltogyne,confertiflora,NA,LC,EN,sima
Rhynchosia reticulata,Fabaceae,Rhynchosia,reticulata,NA,LC,EX,sima
Begonia herbacea,Begoniaceae,Begonia,herbacea,NA,LC,NA,sima
Senna paradictyon,Fabaceae,Senna,paradictyon,NA,LC,EX,sima
Tephrosia sessiliflora,Fabaceae,Tephrosia,sessiliflora,NA,LC,VU,sima
Cayaponia espelina,Cucurbitaceae,Cayaponia,espelina,NA,LC,NA,sima
Polygala brasiliensis,Polygalaceae,Polygala,brasiliensis,NA,LC,EN,sima
Polygala galioides,Polygalaceae,Polygala,galioides,NA,LC,EX,sima
Ceratosanthes hilariana,Cucurbitaceae,Ceratosanthes,hilariana,NA,LC,NA,sima
Polygala molluginifolia,Polygalaceae,Polygala,molluginifolia,NA,LC,EX,sima
Doliocarpus glomeratus,Dilleniaceae,Doliocarpus,glomeratus,NA,LC,NA,sima
Diospyros lasiocalyx,Ebenaceae,Diospyros,lasiocalyx,NA,LC,NA,sima
Agarista chlorantha,Ericaceae,Agarista,chlorantha,NA,LC,NA,sima
Gaylussacia rhododendron,Ericaceae,Gaylussacia,rhododendron,NA,LC,NA,sima
Asclepias langsdorffii,Apocynaceae,Asclepias,langsdorffii,NA,LC,EX,sima
Cybianthus densicomus,Primulaceae,Cybianthus,densicomus,NA,LC,NA,sima
Aspidosperma macrocarpon,Apocynaceae,Aspidosperma,macrocarpon,NA,LC,VU,sima
Aspidosperma nobile,Apocynaceae,Aspidosperma,nobile,NA,LC,CR,sima
Pouteria salicifolia,Sapotaceae,Pouteria,salicifolia,NA,LC,NA,sima
Pouteria torta,Sapotaceae,Pouteria,torta,NA,LC,NA,sima
Aspidosperma riedelii,Apocynaceae,Aspidosperma,riedelii,NA,LC,EN,sima
Aspidosperma spruceanum,Apocynaceae,Aspidosperma,spruceanum,NA,LC,EN,sima
Pradosia brevipes,Sapotaceae,Pradosia,brevipes,NA,LC,NA,sima
Pradosia lactescens,Sapotaceae,Pradosia,lactescens,NA,LC,NA,sima
Ditassa lagoensis,Apocynaceae,Ditassa,lagoensis,NA,LC,EX,sima
Aeschynomene denticulata,Fabaceae,Aeschynomene,denticulata,NA,LC,NA,sima
Aeschynomene montevidensis var. microphylla,Fabaceae,Aeschynomene,montevidensis,NA,LC,NA,sima
Albizia niopoides,Fabaceae,Albizia,niopoides,NA,LC,NA,sima
Centrolobium tomentosum,Fabaceae,Centrolobium,tomentosum,NA,LC,NA,sima
Centrosema bracteosum,Fabaceae,Centrosema,bracteosum,NA,LC,NA,sima
Mandevilla fragrans,Apocynaceae,Mandevilla,fragrans,NA,LC,EX,sima
Centrosema sagittatum,Fabaceae,Centrosema,sagittatum,NA,LC,NA,sima
Crotalaria subdecurrens,Fabaceae,Crotalaria,subdecurrens,NA,LC,NA,sima
Oxypetalum confusum,Apocynaceae,Oxypetalum,confusum,NA,LC,EX,sima
Desmodium procumbens,Fabaceae,Desmodium,procumbens,NA,LC,NA,sima
Oxypetalum strictum,Apocynaceae,Oxypetalum,strictum,NA,LC,EX,sima
Dioclea burkartii,Fabaceae,Dioclea,burkartii,NA,LC,NA,sima
Galactia decumbens,Fabaceae,Galactia,decumbens,NA,LC,NA,sima
Prestonia bahiensis,Apocynaceae,Prestonia,bahiensis,NA,LC,EX,sima
Hymenaea courbaril,Fabaceae,Hymenaea,courbaril,NA,LC,NA,sima
Indigofera bongardiana,Fabaceae,Indigofera,bongardiana,NA,LC,NA,sima
Inga laurina,Fabaceae,Inga,laurina,NA,LC,NA,sima
Curtia tenuifolia,Gentianaceae,Curtia,tenuifolia,NA,LC,CR,sima
Schultesia aptera,Gentianaceae,Schultesia,aptera,NA,LC,CR,sima
Machaerium paraguariense,Fabaceae,Machaerium,paraguariense,NA,LC,NA,sima
Strychnos gardneri,Loganiaceae,Strychnos,gardneri,NA,LC,EX,sima
Mimosa sanguinolenta,Fabaceae,Mimosa,sanguinolenta,NA,LC,NA,sima
Strychnos trinervis,Loganiaceae,Strychnos,trinervis,NA,LC,VU,sima
Myrocarpus frondosus,Fabaceae,Myrocarpus,frondosus,NA,LC,NA,sima
Declieuxia oenanthoides,Rubiaceae,Declieuxia,oenanthoides,NA,LC,EN,sima
Faramea monantha,Rubiaceae,Faramea,monantha,NA,LC,VU,sima
Myroxylon peruiferum,Fabaceae,Myroxylon,peruiferum,NA,LC,NA,sima
Galianthe peruviana,Rubiaceae,Galianthe,peruviana,NA,LC,EX,sima
Galium equisetoides,Rubiaceae,Galium,equisetoides,NA,LC,EX,sima
Poiretia angustifolia,Fabaceae,Poiretia,angustifolia,NA,LC,NA,sima
Galium nigroramosum,Rubiaceae,Galium,nigroramosum,NA,LC,EX,sima
Palicourea tetraphylla,Rubiaceae,Palicourea,tetraphylla,NA,LC,VU,sima
Psychotria prunifolia,Rubiaceae,Psychotria,prunifolia,NA,LC,EN,sima
Psychotria rhytidocarpa,Rubiaceae,Psychotria,rhytidocarpa,NA,LC,VU,sima
Psychotria tenuifolia,Rubiaceae,Psychotria,tenuifolia,NA,LC,EN,sima
Schizocalyx cuspidatus,Rubiaceae,Schizocalyx,cuspidatus,NA,LC,VU,sima
Senna angulata var. miscadena,Fabaceae,Senna,angulata,NA,LC,NA,sima
Stryphnodendron adstringens,Fabaceae,Stryphnodendron,adstringens,NA,LC,NA,sima
Swartzia acutifolia,Fabaceae,Swartzia,acutifolia,NA,LC,NA,sima
Acanthocladus brasiliensis,Polygalaceae,Acanthocladus,brasiliensis,NA,LC,NA,sima
Aphelandra squarrosa,Acanthaceae,Aphelandra,squarrosa,NA,LC,EW,sima
Aspidosperma australe,Apocynaceae,Aspidosperma,australe,NA,LC,NA,sima
Aspidosperma cylindrocarpon,Apocynaceae,Aspidosperma,cylindrocarpon,NA,LC,NA,sima
Aspidosperma ramiflorum,Apocynaceae,Aspidosperma,ramiflorum,NA,LC,NA,sima
Barjonia erecta,Apocynaceae,Barjonia,erecta,NA,LC,NA,sima
Blepharodon bicuspidatum,Apocynaceae,Blepharodon,bicuspidatum,NA,LC,NA,sima
Gonolobus parviflorus,Apocynaceae,Gonolobus,parviflorus,NA,LC,NA,sima
Malouetia cestroides,Apocynaceae,Malouetia,cestroides,NA,LC,NA,sima
Mandevilla coccinea,Apocynaceae,Mandevilla,coccinea,NA,LC,NA,sima
Mandevilla hirsuta,Apocynaceae,Mandevilla,hirsuta,NA,LC,NA,sima
Minaria acerosa,Apocynaceae,Minaria,acerosa,NA,LC,NA,sima
Oxypetalum warmingii,Apocynaceae,Oxypetalum,warmingii,NA,LC,NA,sima
Peplonia adnata,Apocynaceae,Peplonia,adnata,NA,LC,NA,sima
Prestonia quinquangularis,Apocynaceae,Prestonia,quinquangularis,NA,LC,NA,sima
Prestonia riedelii,Apocynaceae,Prestonia,riedelii,NA,LC,NA,sima
Stenandrium diphyllum,Acanthaceae,Stenandrium,diphyllum,NA,LC,EX,sima
Prestonia tomentosa,Apocynaceae,Prestonia,tomentosa,NA,LC,NA,sima
Temnadenia violacea,Apocynaceae,Temnadenia,violacea,NA,LC,NA,sima
Tetrapollinia caerulescens,Gentianaceae,Tetrapollinia,caerulescens,NA,LC,NA,sima
Strychnos rubiginosa,Loganiaceae,Strychnos,rubiginosa,NA,LC,NA,sima
Declieuxia fruticosa,Rubiaceae,Declieuxia,fruticosa,NA,LC,NA,sima
Genipa americana,Rubiaceae,Genipa,americana,NA,LC,NA,sima
Nematanthus crassifolius,Gesneriaceae,Nematanthus,crassifolius,NA,LC,VU,sima
Sabicea villosa,Rubiaceae,Sabicea,villosa,NA,LC,NA,sima
Sinningia magnifica,Gesneriaceae,Sinningia,magnifica,NA,LC,VU,sima
Sinningia warmingii,Gesneriaceae,Sinningia,warmingii,NA,LC,VU,sima
Tocoyena sellowiana,Rubiaceae,Tocoyena,sellowiana,NA,LC,NA,sima
Aphelandra longiflora,Acanthaceae,Aphelandra,longiflora,NA,LC,NA,sima
Aphelandra schottiana,Acanthaceae,Aphelandra,schottiana,NA,LC,NA,sima
Hyptis lagenaria,Lamiaceae,Hyptis,lagenaria,NA,LC,EN,sima
Dicliptera squarrosa,Acanthaceae,Dicliptera,squarrosa,NA,LC,NA,sima
Justicia brasiliana,Acanthaceae,Justicia,brasiliana,NA,LC,NA,sima
Genlisea aurea,Lentibulariaceae,Genlisea,aurea,NA,LC,EN,sima
Genlisea repens,Lentibulariaceae,Genlisea,repens,NA,LC,EN,sima
Genlisea violacea,Lentibulariaceae,Genlisea,violacea,NA,LC,EX,sima
Utricularia nigrescens,Lentibulariaceae,Utricularia,nigrescens,NA,LC,EN,sima
Utricularia trichophylla,Lentibulariaceae,Utricularia,trichophylla,NA,LC,VU,sima
Agalinis communis,Orobanchaceae,Agalinis,communis,NA,LC,EN,sima
Buchnera amethystina,Orobanchaceae,Buchnera,amethystina,NA,LC,EX,sima
Escobedia grandiflora,Orobanchaceae,Escobedia,grandiflora,NA,LC,EN,sima
Melasma rhinanthoides,Orobanchaceae,Melasma,rhinanthoides,NA,LC,EX,sima
Angelonia integerrima,Plantaginaceae,Angelonia,integerrima,NA,LC,EX,sima
Bacopa congesta,Plantaginaceae,Bacopa,congesta,NA,LC,EX,sima
Justicia kleinii,Acanthaceae,Justicia,kleinii,NA,LC,NA,sima
Justicia laevilinguis,Acanthaceae,Justicia,laevilinguis,NA,LC,NA,sima
Justicia lythroides,Acanthaceae,Justicia,lythroides,NA,LC,NA,sima
Justicia pseudoamazonica,Acanthaceae,Justicia,pseudoamazonica,NA,LC,NA,sima
Pseuderanthemum modestum,Acanthaceae,Pseuderanthemum,modestum,NA,LC,NA,sima
Pseuderanthemum riedelianum,Acanthaceae,Pseuderanthemum,riedelianum,NA,LC,NA,sima
Licania gardneri,Chrysobalanaceae,Licania,gardneri,NA,LC,EX,sima
Ruellia bulbifera,Acanthaceae,Ruellia,bulbifera,NA,LC,NA,sima
Erythroxylum myrsinites,Erythroxylaceae,Erythroxylum,myrsinites,NA,LC,EN,sima
Ruellia dissitifolia,Acanthaceae,Ruellia,dissitifolia,NA,LC,NA,sima
Ruellia epallocaulos,Acanthaceae,Ruellia,epallocaulos,NA,LC,NA,sima
Ruellia erythropus,Acanthaceae,Ruellia,erythropus,NA,LC,NA,sima
Ruellia multifolia,Acanthaceae,Ruellia,multifolia,NA,LC,NA,sima
Ruellia solitaria,Acanthaceae,Ruellia,solitaria,NA,LC,NA,sima
Stenandrium diphyllum,Acanthaceae,Stenandrium,diphyllum,NA,LC,NA,sima
Adenocalymma paulistarum,Bignoniaceae,Adenocalymma,paulistarum,NA,LC,NA,sima
Croton compressus,Euphorbiaceae,Croton,compressus,NA,LC,EN,sima
Fridericia caudigera,Bignoniaceae,Fridericia,caudigera,NA,LC,NA,sima
Croton serratifolius,Euphorbiaceae,Croton,serratifolius,NA,LC,CR,sima
Croton sphaerogynus,Euphorbiaceae,Croton,sphaerogynus,NA,LC,VU,sima
Fridericia pubescens,Bignoniaceae,Fridericia,pubescens,NA,LC,NA,sima
Handroanthus heptaphyllus,Bignoniaceae,Handroanthus,heptaphyllus,NA,LC,NA,sima
Zeyheria montana,Bignoniaceae,Zeyheria,montana,NA,LC,NA,sima
Napeanthus primulifolius,Gesneriaceae,Napeanthus,primulifolius,NA,LC,NA,sima
Eriope crassipes,Lamiaceae,Eriope,crassipes,NA,LC,NA,sima
Hypericum rigidum,Hypericaceae,Hypericum,rigidum,NA,LC,EX,sima
Vismia martiana,Hypericaceae,Vismia,martiana,NA,LC,CR,sima
Medusantha eriophylla var. coriifolia,Lamiaceae,Medusantha,eriophylla,NA,LC,NA,sima
Linum littorale,Linaceae,Linum,littorale,NA,LC,EN,sima
Ocimum nudicaule,Lamiaceae,Ocimum,nudicaule,NA,LC,NA,sima
Camarea hirsuta,Malpighiaceae,Camarea,hirsuta,NA,LC,EN,sima
Aloysia polygalifolia,Verbenaceae,Aloysia,polygalifolia,NA,LC,NA,sima
Tetrapterys microphylla,Malpighiaceae,Tetrapterys,microphylla,NA,LC,VU,sima
Thryallis brachystachys,Malpighiaceae,Thryallis,brachystachys,NA,LC,EX,sima
Lippia pusilla,Verbenaceae,Lippia,pusilla,NA,LC,NA,sima
Passiflora malacophylla,Passifloraceae,Passiflora,malacophylla,NA,LC,EX,sima
Passiflora racemosa,Passifloraceae,Passiflora,racemosa,NA,LC,EW,sima
Verbena hirta var. hirta,Verbenaceae,Verbena,hirta,NA,LC,NA,sima
Caryocar brasiliense,Caryocaraceae,Caryocar,brasiliense,NA,LC,NA,sima
Erythroxylum anguifugum,Erythroxylaceae,Erythroxylum,anguifugum,NA,LC,NA,sima
Erythroxylum passerinum,Erythroxylaceae,Erythroxylum,passerinum,NA,LC,NA,sima
Podostemum distichum,Podostemaceae,Podostemum,distichum,NA,LC,VU,sima
Erythroxylum pelleterianum,Erythroxylaceae,Erythroxylum,pelleterianum,NA,LC,NA,sima
Astraea lobata,Euphorbiaceae,Astraea,lobata,NA,LC,NA,sima
Turnera hilaireana,Turneraceae,Turnera,hilaireana,NA,LC,EN,sima
Viola subdimidiata,Violaceae,Viola,subdimidiata,NA,LC,EN,sima
Caperonia palustris,Euphorbiaceae,Caperonia,palustris,NA,LC,NA,sima
Byttneria oblongata,Malvaceae,Byttneria,oblongata,NA,LC,EX,sima
Byttneria scabra,Malvaceae,Byttneria,scabra,NA,LC,VU,sima
Eriotheca pubescens,Malvaceae,Eriotheca,pubescens,NA,LC,VU,sima
Gaya guerkeana,Malvaceae,Gaya,guerkeana,NA,LC,EX,sima
Hibiscus diversifolius,Malvaceae,Hibiscus,diversifolius,NA,LC,EX,sima
Dalechampia glechomifolia,Euphorbiaceae,Dalechampia,glechomifolia,NA,LC,NA,sima
Luehea conwentzii,Malvaceae,Luehea,conwentzii,NA,LC,VU,sima
Dalechampia weddelliana,Euphorbiaceae,Dalechampia,weddelliana,NA,LC,NA,sima
Manihot carthagenensis,Euphorbiaceae,Manihot,carthagenensis,NA,LC,NA,sima
Pavonia distinguenda,Malvaceae,Pavonia,distinguenda,NA,LC,VU,sima
Tetrorchidium rubrivenium,Euphorbiaceae,Tetrorchidium,rubrivenium,NA,LC,NA,sima
Pseudobombax marginatum,Malvaceae,Pseudobombax,marginatum,NA,LC,EN,sima
Pseudobombax tomentosum,Malvaceae,Pseudobombax,tomentosum,NA,LC,VU,sima
Hypericum caprifoliatum,Hypericaceae,Hypericum,caprifoliatum,NA,LC,NA,sima
Cliococca selaginoides,Linaceae,Cliococca,selaginoides,NA,LC,NA,sima
Cuphea lutescens,Lythraceae,Cuphea,lutescens,NA,LC,VU,sima
Byrsonima coccolobifolia,Malpighiaceae,Byrsonima,coccolobifolia,NA,LC,NA,sima
Camarea affinis,Malpighiaceae,Camarea,affinis,NA,LC,NA,sima
Heteropterys bicolor,Malpighiaceae,Heteropterys,bicolor,NA,LC,NA,sima
Hiraea cuneata,Malpighiaceae,Hiraea,cuneata,NA,LC,NA,sima
Peixotoa jussieuana,Malpighiaceae,Peixotoa,jussieuana,NA,LC,NA,sima
Ouratea spectabilis,Ochnaceae,Ouratea,spectabilis,NA,LC,NA,sima
Passiflora miersii,Passifloraceae,Passiflora,miersii,NA,LC,NA,sima
Phyllanthus rosellus,Phyllanthaceae,Phyllanthus,rosellus,NA,LC,NA,sima
Savia dictyocarpa,Phyllanthaceae,Savia,dictyocarpa,NA,LC,NA,sima
Miconia polyandra,Melastomataceae,Miconia,polyandra,NA,LC,VU,sima
Miconia robusta,Melastomataceae,Miconia,robusta,NA,LC,EN,sima
Casearia gossypiosperma,Salicaceae,Casearia,gossypiosperma,NA,LC,NA,sima
Pterolepis perpusilla,Melastomataceae,Pterolepis,perpusilla,NA,LC,VU,sima
Rhynchanthera grandiflora,Melastomataceae,Rhynchanthera,grandiflora,NA,LC,VU,sima
Tibouchina aegopogon,Melastomataceae,Tibouchina,aegopogon,NA,LC,EN,sima
Cochlospermum regium,Bixaceae,Cochlospermum,regium,NA,LC,NA,sima
Krapovickasia urticifolia,Malvaceae,Krapovickasia,urticifolia,NA,LC,NA,sima
Monteiroa bullata,Malvaceae,Monteiroa,bullata,NA,LC,NA,sima
Eugenia angustissima,Myrtaceae,Eugenia,angustissima,NA,LC,EN,sima
Eugenia arenosa,Myrtaceae,Eugenia,arenosa,NA,LC,VU,sima
Pavonia lanata,Malvaceae,Pavonia,lanata,NA,LC,NA,sima
Eugenia bahiensis,Myrtaceae,Eugenia,bahiensis,NA,LC,VU,sima
Terminalia argentea,Combretaceae,Terminalia,argentea,NA,LC,NA,sima
Cuphea melvilla,Lythraceae,Cuphea,melvilla,NA,LC,NA,sima
Eugenia nutans,Myrtaceae,Eugenia,nutans,NA,LC,VU,sima
Cambessedesia hilariana,Melastomataceae,Cambessedesia,hilariana,NA,LC,NA,sima
Leandra catharinensis,Melastomataceae,Leandra,catharinensis,NA,LC,NA,sima
Eugenia pisiformis,Myrtaceae,Eugenia,pisiformis,NA,LC,VU,sima
Leandra echinata,Melastomataceae,Leandra,echinata,NA,LC,NA,sima
Marlierea regeliana,Myrtaceae,Marlierea,regeliana,NA,LC,VU,sima
Myrceugenia alpigena,Myrtaceae,Myrceugenia,alpigena,NA,LC,VU,sima
Miconia eichleri,Melastomataceae,Miconia,eichleri,NA,LC,NA,sima
Miconia fasciculata,Melastomataceae,Miconia,fasciculata,NA,LC,NA,sima
Myrceugenia venosa,Myrtaceae,Myrceugenia,venosa,NA,LC,VU,sima
Myrcia cordiifolia,Myrtaceae,Myrcia,cordiifolia,NA,LC,EX,sima
Myrcia eriopus,Myrtaceae,Myrcia,eriopus,NA,LC,VU,sima
Miconia paniculata,Melastomataceae,Miconia,paniculata,NA,LC,NA,sima
Miconia paucidens,Melastomataceae,Miconia,paucidens,NA,LC,NA,sima
Miconia ramboi,Melastomataceae,Miconia,ramboi,NA,LC,NA,sima
Pterolepis glomerata,Melastomataceae,Pterolepis,glomerata,NA,LC,NA,sima
Tibouchina urvilleana,Melastomataceae,Tibouchina,urvilleana,NA,LC,NA,sima
Psidium salutare,Myrtaceae,Psidium,salutare,NA,LC,EX,sima
Psidium sartorianum,Myrtaceae,Psidium,sartorianum,NA,LC,VU,sima
Siphoneugena reitzii,Myrtaceae,Siphoneugena,reitzii,NA,LC,VU,sima
Trembleya phlogiformis,Melastomataceae,Trembleya,phlogiformis,NA,LC,NA,sima
Calyptranthes concinna,Myrtaceae,Calyptranthes,concinna,NA,LC,NA,sima
Panopsis rubescens,Proteaceae,Panopsis,rubescens,NA,LC,VU,sima
Campomanesia pubescens,Myrtaceae,Campomanesia,pubescens,NA,LC,NA,sima
Campomanesia sessiliflora var. bullata,Myrtaceae,Campomanesia,sessiliflora,NA,LC,NA,sima
Eugenia anomala,Myrtaceae,Eugenia,anomala,NA,LC,NA,sima
Eugenia aurata,Myrtaceae,Eugenia,aurata,NA,LC,NA,sima
Clematis campestris,Ranunculaceae,Clematis,campestris,NA,LC,EW,sima
Ranunculus flagelliformis,Ranunculaceae,Ranunculus,flagelliformis,NA,LC,EX,sima
Brosimum glaziovii,Moraceae,Brosimum,glaziovii,NA,LC,VU,sima
Eugenia excelsa,Myrtaceae,Eugenia,excelsa,NA,LC,NA,sima
Eugenia florida,Myrtaceae,Eugenia,florida,NA,LC,NA,sima
Colubrina retusa,Rhamnaceae,Colubrina,retusa,NA,LC,EN,sima
Crumenaria choretroides,Rhamnaceae,Crumenaria,choretroides,NA,LC,VU,sima
Eugenia hamiltonii,Myrtaceae,Eugenia,hamiltonii,NA,LC,NA,sima
Gouania blanchetiana,Rhamnaceae,Gouania,blanchetiana,NA,LC,EX,sima
Gouania ulmifolia,Rhamnaceae,Gouania,ulmifolia,NA,LC,EX,sima
Reissekia smilacina,Rhamnaceae,Reissekia,smilacina,NA,LC,EX,sima
Eugenia puberula,Myrtaceae,Eugenia,puberula,NA,LC,NA,sima
Eubrachion ambiguum,Santalaceae,Eubrachion,ambiguum,NA,LC,VU,sima
Eugenia subterminalis,Myrtaceae,Eugenia,subterminalis,NA,LC,NA,sima
Myrcia guianensis,Myrtaceae,Myrcia,guianensis,NA,LC,NA,sima
Myrcia subcordata,Myrtaceae,Myrcia,subcordata,NA,LC,NA,sima
Myrcia venulosa,Myrtaceae,Myrcia,venulosa,NA,LC,NA,sima
Esenbeckia pilocarpoides,Rutaceae,Esenbeckia,pilocarpoides,NA,LC,EN,sima
Neomitranthes glomerata,Myrtaceae,Neomitranthes,glomerata,NA,LC,NA,sima
Paullinia racemosa,Sapindaceae,Paullinia,racemosa,NA,LC,VU,sima
Paullinia uloptera,Sapindaceae,Paullinia,uloptera,NA,LC,VU,sima
Abuta selloana,Menispermaceae,Abuta,selloana,NA,LC,NA,sima
Evolvulus filipes,Convolvulaceae,Evolvulus,filipes,NA,LC,EX,sima
Ipomoea acutisepala,Convolvulaceae,Ipomoea,acutisepala,NA,LC,EX,sima
Anemone decapetala var. foliolosa,Ranunculaceae,Anemone,decapetala,NA,LC,NA,sima
Ipomoea sericophylla,Convolvulaceae,Ipomoea,sericophylla,NA,LC,EX,sima
Anemone sellowii,Ranunculaceae,Anemone,sellowii,NA,LC,NA,sima
Operculina macrocarpa,Convolvulaceae,Operculina,macrocarpa,NA,LC,EW,sima
Dorstenia brasiliensis,Moraceae,Dorstenia,brasiliensis,NA,LC,NA,sima
Dorstenia cayapia,Moraceae,Dorstenia,cayapia,NA,LC,NA,sima
Crumenaria polygaloides,Rhamnaceae,Crumenaria,polygaloides,NA,LC,NA,sima
Margyricarpus pinnatus,Rosaceae,Margyricarpus,pinnatus,NA,LC,NA,sima
Langsdorffia hypogaea,Balanophoraceae,Langsdorffia,hypogaea,NA,LC,NA,sima
Thesium aphyllum,Santalaceae,Thesium,aphyllum,NA,LC,NA,sima
Anacardium humile,Anacardiaceae,Anacardium,humile,NA,LC,NA,sima
Astronium graveolens,Anacardiaceae,Astronium,graveolens,NA,LC,NA,sima
Cabomba aquatica,Cabombaceae,Cabomba,aquatica,NA,LC,EX,sima
Aiouea piauhyensis,Lauraceae,Aiouea,piauhyensis,NA,LC,EX,sima
Trichilia lepidota var. schumanniana,Meliaceae,Trichilia,lepidota,NA,LC,NA,sima
Aniba heringeri,Lauraceae,Aniba,heringeri,NA,LC,EN,sima
Nectandra cissiflora,Lauraceae,Nectandra,cissiflora,NA,LC,VU,sima
Nectandra hihua,Lauraceae,Nectandra,hihua,NA,LC,EN,sima
Cardiospermum corindum,Sapindaceae,Cardiospermum,corindum,NA,LC,NA,sima
Talisia angustifolia,Sapindaceae,Talisia,angustifolia,NA,LC,NA,sima
Bonamia agrostopolis,Convolvulaceae,Bonamia,agrostopolis,NA,LC,NA,sima
Evolvulus aurigenius,Convolvulaceae,Evolvulus,aurigenius,NA,LC,NA,sima
Iseia luxurians,Convolvulaceae,Iseia,luxurians,NA,LC,NA,sima
Duguetia salicifolia,Annonaceae,Duguetia,salicifolia,NA,LC,VU,sima
Lycianthes rantonnetii,Solanaceae,Lycianthes,rantonnetii,NA,LC,NA,sima
Aristolochia cymbifera,Aristolochiaceae,Aristolochia,cymbifera,NA,LC,VU,sima
Peperomia clivicola,Piperaceae,Peperomia,clivicola,NA,LC,EX,sima
Peperomia diaphanoides,Piperaceae,Peperomia,diaphanoides,NA,LC,EX,sima
Peperomia emarginella,Piperaceae,Peperomia,emarginella,NA,LC,EX,sima
Peperomia gardneriana,Piperaceae,Peperomia,gardneriana,NA,LC,EX,sima
Peperomia hernandiifolia,Piperaceae,Peperomia,hernandiifolia,NA,LC,EX,sima
Solanum hasslerianum,Solanaceae,Solanum,hasslerianum,NA,LC,NA,sima
Peperomia oreophila,Piperaceae,Peperomia,oreophila,NA,LC,EX,sima
Peperomia quadrifolia,Piperaceae,Peperomia,quadrifolia,NA,LC,EX,sima
Peperomia schwackei,Piperaceae,Peperomia,schwackei,NA,LC,EN,sima
Peperomia subrubrispica,Piperaceae,Peperomia,subrubrispica,NA,LC,EX,sima
Peperomia trinervis,Piperaceae,Peperomia,trinervis,NA,LC,EN,sima
Peperomia turbinata,Piperaceae,Peperomia,turbinata,NA,LC,EX,sima
Peperomia velloziana,Piperaceae,Peperomia,velloziana,NA,LC,EX,sima
Cinnamomum triplinerve,Lauraceae,Cinnamomum,triplinerve,NA,LC,NA,sima
Ocotea bicolor,Lauraceae,Ocotea,bicolor,NA,LC,NA,sima
Piper tectoniifolium,Piperaceae,Piper,tectoniifolium,NA,LC,EX,sima
Ocotea lancifolia,Lauraceae,Ocotea,lancifolia,NA,LC,NA,sima
Ocotea laxa,Lauraceae,Ocotea,laxa,NA,LC,NA,sima
Annona coriacea,Annonaceae,Annona,coriacea,NA,LC,NA,sima
Annona dioica,Annonaceae,Annona,dioica,NA,LC,NA,sima
Limnocharis laforesti,Alismataceae,Limnocharis,laforesti,NA,LC,VU,sima
Duguetia furfuracea,Annonaceae,Duguetia,furfuracea,NA,LC,NA,sima
Guatteria australis,Annonaceae,Guatteria,australis,NA,LC,NA,sima
Asterostigma lombardii,Araceae,Asterostigma,lombardii,NA,LC,VU,sima
Xylopia aromatica,Annonaceae,Xylopia,aromatica,NA,LC,NA,sima
Aristolochia odoratissima,Aristolochiaceae,Aristolochia,odoratissima,NA,LC,NA,sima
Taccarum peregrinum,Araceae,Taccarum,peregrinum,NA,LC,VU,sima
