especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Guettarda paludosa,Rubiaceae,Guettarda,paludosa,CR,NA,NA,sima
Hindsia glabra,Rubiaceae,Hindsia,glabra,EN,NA,NA,sima
Hindsia ibitipocensis,Rubiaceae,Hindsia,ibitipocensis,CR,NA,NA,sima
Manettia campanulacea,Rubiaceae,Manettia,campanulacea,CR,NA,CR,sima
Manettia pauciflora,Rubiaceae,Manettia,pauciflora,EN,NA,VU,sima
Melanopsidium nigrum,Rubiaceae,Melanopsidium,nigrum,VU,NA,VU,sima
Mitracarpus anthospermoides,Rubiaceae,Mitracarpus,anthospermoides,EN,NA,NA,sima
Mitracarpus eritrichoides,Rubiaceae,Mitracarpus,eritrichoides,EN,NA,NA,sima
Mitracarpus rigidifolius,Rubiaceae,Mitracarpus,rigidifolius,VU,NA,NA,sima
Pagamea harleyi,Rubiaceae,Pagamea,harleyi,VU,NA,NA,sima
Palicourea fulgens,Rubiaceae,Palicourea,fulgens,VU,NA,NA,sima
Psychotria loefgrenii,Rubiaceae,Psychotria,loefgrenii,EN,NA,EN,sima
Psychotria microcarpa,Rubiaceae,Psychotria,microcarpa,EN,NA,EX,sima
Psychotria paludosa,Rubiaceae,Psychotria,paludosa,EN,NA,EX,sima
Richardia schumannii,Rubiaceae,Richardia,schumannii,EN,NA,EX,sima
Riodocea pulcherrima,Rubiaceae,Riodocea,pulcherrima,EN,NA,NA,sima
Rudgea coronata,Rubiaceae,Rudgea,coronata,CR,NA,NA,sima
Rudgea corymbulosa,Rubiaceae,Rudgea,corymbulosa,EN,NA,EN,sima
Rudgea crassifolia,Rubiaceae,Rudgea,crassifolia,VU,NA,NA,sima
Rudgea erythrocarpa,Rubiaceae,Rudgea,erythrocarpa,EN,NA,NA,sima
Rudgea insignis,Rubiaceae,Rudgea,insignis,VU,NA,NA,sima
Rudgea jasminoides subsp. nervosa,Rubiaceae,Rudgea,jasminoides,VU,NA,VU,sima
Rudgea macrophylla,Rubiaceae,Rudgea,macrophylla,EN,NA,NA,sima
Rudgea pachyphylla,Rubiaceae,Rudgea,pachyphylla,EN,NA,EX,sima
Rudgea parquioides subsp. caprifolium,Rubiaceae,Rudgea,parquioides,CR,NA,EX,sima
Rudgea parquioides subsp. hirsutissima,Rubiaceae,Rudgea,parquioides,EN,NA,EN,sima
Rudgea parvifolia,Rubiaceae,Rudgea,parvifolia,VU,NA,NA,sima
Rudgea sessilis,Rubiaceae,Rudgea,sessilis,EN,NA,NA,sima
Rudgea umbrosa,Rubiaceae,Rudgea,umbrosa,VU,NA,NA,sima
Rustia angustifolia,Rubiaceae,Rustia,angustifolia,EN,NA,EN,sima
Simira grazielae,Rubiaceae,Simira,grazielae,EN,NA,NA,sima
Simira hatschbachiorum,Rubiaceae,Simira,hatschbachiorum,EN,NA,NA,sima
Staelia hatschbachii,Rubiaceae,Staelia,hatschbachii,EN,NA,NA,sima
Standleya kuhlmanni,Rubiaceae,Standleya,kuhlmanni,EN,NA,NA,sima
Gunnera herteri,Gunneraceae,Gunnera,herteri,EN,NA,NA,sima
Aphelandra espirito-santensis,Acanthaceae,Aphelandra,espirito-santensis,EN,NA,NA,sima
Aphelandra margaritae,Acanthaceae,Aphelandra,margaritae,VU,NA,NA,sima
Aphelandra maximiliana,Acanthaceae,Aphelandra,maximiliana,EN,NA,NA,sima
Dyschoriste smithii,Acanthaceae,Dyschoriste,smithii,CR,NA,NA,sima
Justicia clausseniana,Acanthaceae,Justicia,clausseniana,EN,NA,NA,sima
Justicia genuflexa,Acanthaceae,Justicia,genuflexa,VU,NA,NA,sima
Justicia paranaensis,Acanthaceae,Justicia,paranaensis,EN,NA,NA,sima
Gyrostelma bornmuelleri,Apocynaceae,Gyrostelma,bornmuelleri,EN,NA,NA,sima
Justicia tijucensis,Acanthaceae,Justicia,tijucensis,VU,NA,NA,sima
Odontonema dissitiflorum,Acanthaceae,Odontonema,dissitiflorum,EN,NA,NA,sima
Jobinia hatschbachii,Apocynaceae,Jobinia,hatschbachii,EN,NA,NA,sima
Matelea hatschbachii,Apocynaceae,Matelea,hatschbachii,EN,NA,NA,sima
Oxypetalum dusenii,Apocynaceae,Oxypetalum,dusenii,EN,NA,NA,sima
Staurogyne brachiata,Acanthaceae,Staurogyne,brachiata,EN,NA,NA,sima
Staurogyne carvalhoi,Acanthaceae,Staurogyne,carvalhoi,VU,NA,NA,sima
Staurogyne elegans,Acanthaceae,Staurogyne,elegans,VU,NA,NA,sima
Staurogyne itatiaiae,Acanthaceae,Staurogyne,itatiaiae,EN,NA,EN,sima
Staurogyne vauthieriana,Acanthaceae,Staurogyne,vauthieriana,EN,NA,NA,sima
Staurogyne veronicifolia,Acanthaceae,Staurogyne,veronicifolia,EN,NA,NA,sima
Staurogyne warmingiana,Acanthaceae,Staurogyne,warmingiana,EN,NA,NA,sima
Stenandrium hatschbachii,Acanthaceae,Stenandrium,hatschbachii,EN,NA,NA,sima
Stenandrium stenophyllum,Acanthaceae,Stenandrium,stenophyllum,EN,NA,NA,sima
Streblacanthus dubiosus,Acanthaceae,Streblacanthus,dubiosus,EN,NA,NA,sima
Adenocalymma dichilum,Bignoniaceae,Adenocalymma,dichilum,EN,NA,NA,sima
Adenocalymma fruticosum,Bignoniaceae,Adenocalymma,fruticosum,EN,NA,NA,sima
Adenocalymma magnoalatum,Bignoniaceae,Adenocalymma,magnoalatum,EN,NA,NA,sima
Adenocalymma ubatubense,Bignoniaceae,Adenocalymma,ubatubense,CR,NA,CR,sima
Anemopaegma mirabile,Bignoniaceae,Anemopaegma,mirabile,CR,NA,NA,sima
Digomphia densicoma,Bignoniaceae,Digomphia,densicoma,VU,NA,NA,sima
Fridericia crassa,Bignoniaceae,Fridericia,crassa,VU,NA,NA,sima
Spigelia vestita,Loganiaceae,Spigelia,vestita,EN,NA,NA,sima
Handroanthus arianeae,Bignoniaceae,Handroanthus,arianeae,EN,NA,NA,sima
Handroanthus riodocensis,Bignoniaceae,Handroanthus,riodocensis,EN,NA,NA,sima
Handroanthus spongiosus,Bignoniaceae,Handroanthus,spongiosus,EN,NA,NA,sima
Jacaranda carajasensis,Bignoniaceae,Jacaranda,carajasensis,CR,NA,NA,sima
Jacaranda crassifolia,Bignoniaceae,Jacaranda,crassifolia,EN,NA,NA,sima
Jacaranda egleri,Bignoniaceae,Jacaranda,egleri,CR,NA,NA,sima
Jacaranda grandifoliolata,Bignoniaceae,Jacaranda,grandifoliolata,EN,NA,NA,sima
Jacaranda intricata,Bignoniaceae,Jacaranda,intricata,CR,NA,NA,sima
Jacaranda microcalyx,Bignoniaceae,Jacaranda,microcalyx,EN,NA,NA,sima
Jacaranda rugosa,Bignoniaceae,Jacaranda,rugosa,EN,NA,NA,sima
Paratecoma peroba,Bignoniaceae,Paratecoma,peroba,EN,NA,NA,sima
Pleonotoma bracteata,Bignoniaceae,Pleonotoma,bracteata,VU,NA,NA,sima
Sparattosperma catingae,Bignoniaceae,Sparattosperma,catingae,EN,NA,NA,sima
Tabebuia cassinoides,Bignoniaceae,Tabebuia,cassinoides,EN,NA,EN,sima
Galianthe elegans,Rubiaceae,Galianthe,elegans,VU,NA,NA,sima
Besleria grandifolia,Gesneriaceae,Besleria,grandifolia,VU,NA,VU,sima
Besleria umbrosa,Gesneriaceae,Besleria,umbrosa,VU,NA,NA,sima
Codonanthe carnosa,Gesneriaceae,Codonanthe,carnosa,VU,NA,VU,sima
Codonanthe venosa,Gesneriaceae,Codonanthe,venosa,VU,NA,VU,sima
Goyazia petraea,Gesneriaceae,Goyazia,petraea,EN,NA,NA,sima
Galium rubidiflorum,Rubiaceae,Galium,rubidiflorum,CR,NA,NA,sima
Nematanthus monanthos,Gesneriaceae,Nematanthus,monanthos,EN,NA,EN,sima
Paliavana werdermannii,Gesneriaceae,Paliavana,werdermannii,VU,NA,NA,sima
Sinningia aghensis,Gesneriaceae,Sinningia,aghensis,EN,NA,NA,sima
Sinningia araneosa,Gesneriaceae,Sinningia,araneosa,VU,NA,VU,sima
Sinningia carangolensis,Gesneriaceae,Sinningia,carangolensis,EN,NA,NA,sima
Sinningia cardinalis,Gesneriaceae,Sinningia,cardinalis,CR,NA,NA,sima
Sinningia cochlearis,Gesneriaceae,Sinningia,cochlearis,CR,NA,NA,sima
Sinningia defoliata,Gesneriaceae,Sinningia,defoliata,VU,NA,NA,sima
Sinningia glazioviana,Gesneriaceae,Sinningia,glazioviana,CR,NA,CR,sima
Sinningia guttata,Gesneriaceae,Sinningia,guttata,EN,NA,NA,sima
Sinningia harleyi,Gesneriaceae,Sinningia,harleyi,EN,NA,NA,sima
Sinningia hatschbachii,Gesneriaceae,Sinningia,hatschbachii,EN,NA,EN,sima
Sinningia hirsuta,Gesneriaceae,Sinningia,hirsuta,EN,NA,NA,sima
Sinningia iarae,Gesneriaceae,Sinningia,iarae,EN,NA,EN,sima
Sinningia insularis,Gesneriaceae,Sinningia,insularis,EN,NA,EN,sima
Sinningia kautskyi,Gesneriaceae,Sinningia,kautskyi,VU,NA,NA,sima
Sinningia lindleyi,Gesneriaceae,Sinningia,lindleyi,EN,NA,NA,sima
Sinningia lineata,Gesneriaceae,Sinningia,lineata,EN,NA,NA,sima
Sinningia micans,Gesneriaceae,Sinningia,micans,EN,NA,EN,sima
Sinningia piresiana,Gesneriaceae,Sinningia,piresiana,EN,NA,EN,sima
Sinningia rupicola,Gesneriaceae,Sinningia,rupicola,EN,NA,NA,sima
Sinningia striata,Gesneriaceae,Sinningia,striata,VU,NA,NA,sima
Sinningia tuberosa,Gesneriaceae,Sinningia,tuberosa,VU,NA,NA,sima
Sinningia valsuganensis,Gesneriaceae,Sinningia,valsuganensis,EN,NA,NA,sima
Sinningia villosa,Gesneriaceae,Sinningia,villosa,EN,NA,NA,sima
Sphaerorrhiza burchellii,Gesneriaceae,Sphaerorrhiza,burchellii,EN,NA,NA,sima
Vanhouttea lanata,Gesneriaceae,Vanhouttea,lanata,EN,NA,NA,sima
Vanhouttea leonii,Gesneriaceae,Vanhouttea,leonii,EN,NA,NA,sima
Vanhouttea pendula,Gesneriaceae,Vanhouttea,pendula,EN,NA,NA,sima
Cyanocephalus caprariifolius,Lamiaceae,Cyanocephalus,caprariifolius,EN,NA,NA,sima
Cyanocephalus delicatulus,Lamiaceae,Cyanocephalus,delicatulus,EN,NA,NA,sima
Cyanocephalus digitatus,Lamiaceae,Cyanocephalus,digitatus,EN,NA,NA,sima
Cyanocephalus tagetifolius,Lamiaceae,Cyanocephalus,tagetifolius,EN,NA,NA,sima
Cyanocephalus viaticus,Lamiaceae,Cyanocephalus,viaticus,EN,NA,NA,sima
Eriope anamariae,Lamiaceae,Eriope,anamariae,EN,NA,NA,sima
Eriope blanchetii,Lamiaceae,Eriope,blanchetii,VU,NA,NA,sima
Eriope luetzelburgii,Lamiaceae,Eriope,luetzelburgii,VU,NA,NA,sima
Eriope machrisae,Lamiaceae,Eriope,machrisae,EN,NA,NA,sima
Eriope obovata,Lamiaceae,Eriope,obovata,EN,NA,NA,sima
Hypenia aristulata,Lamiaceae,Hypenia,aristulata,CR,NA,NA,sima
Hypenia crispata,Lamiaceae,Hypenia,crispata,EN,NA,NA,sima
Hypenia micrantha,Lamiaceae,Hypenia,micrantha,EN,NA,NA,sima
Hypenia subrosea,Lamiaceae,Hypenia,subrosea,EN,NA,NA,sima
Hyptidendron claussenii,Lamiaceae,Hyptidendron,claussenii,EN,NA,NA,sima
Hyptidendron conspersum,Lamiaceae,Hyptidendron,conspersum,EN,NA,NA,sima
Hyptis alpestris,Lamiaceae,Hyptis,alpestris,EN,NA,EN,sima
Hyptis angustifolia,Lamiaceae,Hyptis,angustifolia,EN,NA,NA,sima
Hyptis arenaria,Lamiaceae,Hyptis,arenaria,VU,NA,NA,sima
Hyptis bahiensis,Lamiaceae,Hyptis,bahiensis,EN,NA,NA,sima
Hyptis colligata,Lamiaceae,Hyptis,colligata,EN,NA,NA,sima
Hyptis cruciformis,Lamiaceae,Hyptis,cruciformis,EN,NA,NA,sima
Hyptis frondosa,Lamiaceae,Hyptis,frondosa,VU,NA,NA,sima
Hyptis hamatidens,Lamiaceae,Hyptis,hamatidens,VU,NA,NA,sima
Hyptis imbricatiformis,Lamiaceae,Hyptis,imbricatiformis,EN,NA,NA,sima
Hyptis pachyphylla,Lamiaceae,Hyptis,pachyphylla,VU,NA,NA,sima
Hyptis penaeoides,Lamiaceae,Hyptis,penaeoides,EN,NA,NA,sima
Hyptis rhypidiophylla,Lamiaceae,Hyptis,rhypidiophylla,EN,NA,NA,sima
Leptohyptis pinheiroi,Lamiaceae,Leptohyptis,pinheiroi,EN,NA,NA,sima
Martianthus sancti-gabrielii,Lamiaceae,Martianthus,sancti-gabrielii,EN,NA,NA,sima
Medusantha carvalhoi,Lamiaceae,Medusantha,carvalhoi,VU,NA,NA,sima
Dyschoriste lavandulacea,Acanthaceae,Dyschoriste,lavandulacea,EN,NA,NA,sima
Oocephalus piranii,Lamiaceae,Oocephalus,piranii,CR,NA,NA,sima
Genlisea lobata,Lentibulariaceae,Genlisea,lobata,EN,NA,NA,sima
Utricularia tridentata,Lentibulariaceae,Utricularia,tridentata,VU,NA,NA,sima
Chionanthus fluminensis,Oleaceae,Chionanthus,fluminensis,CR,NA,NA,sima
Chionanthus subsessilis,Oleaceae,Chionanthus,subsessilis,VU,NA,NA,sima
Chionanthus tenuis,Oleaceae,Chionanthus,tenuis,CR,NA,NA,sima
Agalinis bandeirensis,Orobanchaceae,Agalinis,bandeirensis,CR,NA,NA,sima
Agalinis brachyphylla,Orobanchaceae,Agalinis,brachyphylla,VU,NA,NA,sima
Agalinis itambensis,Orobanchaceae,Agalinis,itambensis,EN,NA,NA,sima
Agalinis nana,Orobanchaceae,Agalinis,nana,EN,NA,NA,sima
Agalinis ramulifera,Orobanchaceae,Agalinis,ramulifera,EN,NA,EX,sima
Agalinis schwackeana,Orobanchaceae,Agalinis,schwackeana,CR,NA,NA,sima
Esterhazya caesarea,Orobanchaceae,Esterhazya,caesarea,VU,NA,NA,sima
Magdalenaea limae,Orobanchaceae,Magdalenaea,limae,CR,NA,NA,sima
Nothochilus coccineus,Orobanchaceae,Nothochilus,coccineus,EN,NA,NA,sima
Achetaria caparaoense,Plantaginaceae,Achetaria,caparaoense,CR,NA,NA,sima
Achetaria latifolia,Plantaginaceae,Achetaria,latifolia,CR,NA,NA,sima
Angelonia alternifolia,Plantaginaceae,Angelonia,alternifolia,CR,NA,NA,sima
Bacopa cochlearia,Plantaginaceae,Bacopa,cochlearia,EN,NA,NA,sima
Ildefonsia bibracteata,Plantaginaceae,Ildefonsia,bibracteata,CR,NA,NA,sima
Plantago turficola,Plantaginaceae,Plantago,turficola,EN,NA,NA,sima
Stemodia harleyi,Plantaginaceae,Stemodia,harleyi,VU,NA,NA,sima
Stemodia hyptoides,Plantaginaceae,Stemodia,hyptoides,VU,NA,NA,sima
Citharexylum obtusifolium,Verbenaceae,Citharexylum,obtusifolium,EN,NA,NA,sima
Lippia alnifolia,Verbenaceae,Lippia,alnifolia,VU,NA,NA,sima
Lippia bradei,Verbenaceae,Lippia,bradei,VU,NA,NA,sima
Lippia bromleyana,Verbenaceae,Lippia,bromleyana,EN,NA,NA,sima
Lippia elliptica,Verbenaceae,Lippia,elliptica,VU,NA,NA,sima
Lippia insignis,Verbenaceae,Lippia,insignis,VU,NA,NA,sima
Lippia morii,Verbenaceae,Lippia,morii,EN,NA,NA,sima
Lippia pumila,Verbenaceae,Lippia,pumila,EN,NA,NA,sima
Pachystachys dubiosa,Acanthaceae,Pachystachys,dubiosa,EN,NA,NA,sima
Lippia rhodocnemis,Verbenaceae,Lippia,rhodocnemis,EN,NA,NA,sima
Recordia reitzii,Verbenaceae,Recordia,reitzii,EN,NA,NA,sima
Stachytarpheta almasensis,Verbenaceae,Stachytarpheta,almasensis,EN,NA,NA,sima
Stachytarpheta procumbens,Verbenaceae,Stachytarpheta,procumbens,EN,NA,NA,sima
Stachytarpheta radlkoferiana,Verbenaceae,Stachytarpheta,radlkoferiana,VU,NA,NA,sima
Kielmeyera occhioniana,Calophyllaceae,Kielmeyera,occhioniana,EN,NA,NA,sima
Kielmeyera rufotomentosa,Calophyllaceae,Kielmeyera,rufotomentosa,CR,NA,NA,sima
Kielmeyera rupestris,Calophyllaceae,Kielmeyera,rupestris,CR,NA,NA,sima
Kielmeyera sigillata,Calophyllaceae,Kielmeyera,sigillata,CR,NA,NA,sima
Couepia belemii,Chrysobalanaceae,Couepia,belemii,VU,NA,NA,sima
Couepia carautae,Chrysobalanaceae,Couepia,carautae,EN,NA,NA,sima
Couepia joaquinae,Chrysobalanaceae,Couepia,joaquinae,CR,NA,NA,sima
Couepia leitaofilhoi,Chrysobalanaceae,Couepia,leitaofilhoi,VU,NA,VU,sima
Couepia meridionalis,Chrysobalanaceae,Couepia,meridionalis,CR,NA,EX,sima
Couepia schottii,Chrysobalanaceae,Couepia,schottii,EN,NA,NA,sima
Exellodendron gracile,Chrysobalanaceae,Exellodendron,gracile,EN,NA,NA,sima
Hirtella insignis,Chrysobalanaceae,Hirtella,insignis,EN,NA,NA,sima
Hirtella parviunguis,Chrysobalanaceae,Hirtella,parviunguis,CR,NA,NA,sima
Hirtella santosii,Chrysobalanaceae,Hirtella,santosii,EN,NA,NA,sima
Licania arianeae,Chrysobalanaceae,Licania,arianeae,EN,NA,NA,sima
Licania belemii,Chrysobalanaceae,Licania,belemii,EN,NA,NA,sima
Licania conferruminata,Chrysobalanaceae,Licania,conferruminata,CR,NA,NA,sima
Licania indurata,Chrysobalanaceae,Licania,indurata,EN,NA,EX,sima
Parinari brasiliensis,Chrysobalanaceae,Parinari,brasiliensis,EN,NA,EN,sima
Clusia aemygdioi,Clusiaceae,Clusia,aemygdioi,EN,NA,NA,sima
Stephanopodium engleri,Dichapetalaceae,Stephanopodium,engleri,EN,NA,NA,sima
Stephanopodium magnifolium,Dichapetalaceae,Stephanopodium,magnifolium,CR,NA,NA,sima
Erythroxylum bezerrae,Erythroxylaceae,Erythroxylum,bezerrae,EN,NA,NA,sima
Erythroxylum catharinense,Erythroxylaceae,Erythroxylum,catharinense,EN,NA,EN,sima
Erythroxylum compressum,Erythroxylaceae,Erythroxylum,compressum,EN,NA,NA,sima
Erythroxylum leal-costae,Erythroxylaceae,Erythroxylum,leal-costae,CR,NA,NA,sima
Erythroxylum mattos-silvae,Erythroxylaceae,Erythroxylum,mattos-silvae,EN,NA,NA,sima
Erythroxylum membranaceum,Erythroxylaceae,Erythroxylum,membranaceum,EN,NA,NA,sima
Erythroxylum nelson-rosae,Erythroxylaceae,Erythroxylum,nelson-rosae,EN,NA,NA,sima
Erythroxylum pauferrense,Erythroxylaceae,Erythroxylum,pauferrense,EN,NA,NA,sima
Erythroxylum petrae-caballi,Erythroxylaceae,Erythroxylum,petrae-caballi,VU,NA,NA,sima
Erythroxylum tianguanum,Erythroxylaceae,Erythroxylum,tianguanum,CR,NA,NA,sima
Adenophaedra cearensis,Euphorbiaceae,Adenophaedra,cearensis,CR,NA,NA,sima
Algernonia dimitrii,Euphorbiaceae,Algernonia,dimitrii,CR,NA,NA,sima
Algernonia kuhlmannii,Euphorbiaceae,Algernonia,kuhlmannii,CR,NA,NA,sima
Bernardia confertifolia,Euphorbiaceae,Bernardia,confertifolia,EN,NA,NA,sima
Bernardia crassifolia,Euphorbiaceae,Bernardia,crassifolia,EN,NA,NA,sima
Schaueria paranaensis,Acanthaceae,Schaueria,paranaensis,EN,NA,NA,sima
Chiropetalum foliosum,Euphorbiaceae,Chiropetalum,foliosum,EN,NA,NA,sima
Chiropetalum gymnadenium,Euphorbiaceae,Chiropetalum,gymnadenium,VU,NA,NA,sima
Croton leptobotryus,Euphorbiaceae,Croton,leptobotryus,VU,NA,VU,sima
Dalechampia purpurata,Euphorbiaceae,Dalechampia,purpurata,EN,NA,NA,sima
Dalechampia riparia,Euphorbiaceae,Dalechampia,riparia,CR,NA,NA,sima
Euphorbia appariciana,Euphorbiaceae,Euphorbia,appariciana,EN,NA,NA,sima
Euphorbia attastoma,Euphorbiaceae,Euphorbia,attastoma,EN,NA,NA,sima
Euphorbia crossadenia,Euphorbiaceae,Euphorbia,crossadenia,EN,NA,NA,sima
Euphorbia gymnoclada,Euphorbiaceae,Euphorbia,gymnoclada,VU,NA,NA,sima
Euphorbia holochlorina,Euphorbiaceae,Euphorbia,holochlorina,CR,NA,NA,sima
Humiriastrum spiritu-sancti,Humiriaceae,Humiriastrum,spiritu-sancti,CR,NA,NA,sima
Cyanocephalus apertiflorus,Lamiaceae,Cyanocephalus,apertiflorus,VU,NA,NA,sima
Hypericum mutilum,Hypericaceae,Hypericum,mutilum,VU,NA,VU,sima
Linum smithii,Linaceae,Linum,smithii,EN,NA,NA,sima
Banisteriopsis andersonii,Malpighiaceae,Banisteriopsis,andersonii,VU,NA,NA,sima
Banisteriopsis basifixa,Malpighiaceae,Banisteriopsis,basifixa,VU,NA,EX,sima
Banisteriopsis cipoensis,Malpighiaceae,Banisteriopsis,cipoensis,EN,NA,NA,sima
Banisteriopsis hatschbachii,Malpighiaceae,Banisteriopsis,hatschbachii,EN,NA,NA,sima
Banisteriopsis hirsuta,Malpighiaceae,Banisteriopsis,hirsuta,EN,NA,NA,sima
Banisteriopsis magdalenensis,Malpighiaceae,Banisteriopsis,magdalenensis,EN,NA,NA,sima
Banisteriopsis sellowiana,Malpighiaceae,Banisteriopsis,sellowiana,VU,NA,NA,sima
Bunchosia itacarensis,Malpighiaceae,Bunchosia,itacarensis,CR,NA,NA,sima
Bunchosia macilenta,Malpighiaceae,Bunchosia,macilenta,VU,NA,NA,sima
Bunchosia pernambucana,Malpighiaceae,Bunchosia,pernambucana,EN,NA,NA,sima
Byrsonima alvimii,Malpighiaceae,Byrsonima,alvimii,VU,NA,NA,sima
Byrsonima brachybotrya,Malpighiaceae,Byrsonima,brachybotrya,VU,NA,VU,sima
Byrsonima cipoensis,Malpighiaceae,Byrsonima,cipoensis,EN,NA,NA,sima
Byrsonima fonsecae,Malpighiaceae,Byrsonima,fonsecae,CR,NA,NA,sima
Byrsonima lanulosa,Malpighiaceae,Byrsonima,lanulosa,EN,NA,NA,sima
Byrsonima microphylla,Malpighiaceae,Byrsonima,microphylla,EN,NA,NA,sima
Byrsonima onishiana,Malpighiaceae,Byrsonima,onishiana,EN,NA,NA,sima
Camarea elongata,Malpighiaceae,Camarea,elongata,VU,NA,NA,sima
Camarea humifusa,Malpighiaceae,Camarea,humifusa,EN,NA,NA,sima
Camarea linearifolia,Malpighiaceae,Camarea,linearifolia,CR,NA,NA,sima
Diplopterys sepium,Malpighiaceae,Diplopterys,sepium,EN,NA,NA,sima
Heladena multiflora,Malpighiaceae,Heladena,multiflora,EN,NA,NA,sima
Heteropterys admirabilis,Malpighiaceae,Heteropterys,admirabilis,EN,NA,NA,sima
Heteropterys aliciae,Malpighiaceae,Heteropterys,aliciae,CR,NA,NA,sima
Heteropterys bahiensis,Malpighiaceae,Heteropterys,bahiensis,CR,NA,NA,sima
Heteropterys brasiliensis,Malpighiaceae,Heteropterys,brasiliensis,EN,NA,NA,sima
Heteropterys bullata,Malpighiaceae,Heteropterys,bullata,EN,NA,NA,sima
Heteropterys capixaba,Malpighiaceae,Heteropterys,capixaba,EN,NA,NA,sima
Heteropterys conformis,Malpighiaceae,Heteropterys,conformis,CR,NA,NA,sima
Heteropterys crinigera,Malpighiaceae,Heteropterys,crinigera,VU,NA,NA,sima
Heteropterys fragilis,Malpighiaceae,Heteropterys,fragilis,EN,NA,NA,sima
Heteropterys hatschbachii,Malpighiaceae,Heteropterys,hatschbachii,CR,NA,NA,sima
Heteropterys marginata,Malpighiaceae,Heteropterys,marginata,EN,NA,NA,sima
Heteropterys megaptera,Malpighiaceae,Heteropterys,megaptera,EN,NA,NA,sima
Heteropterys oberdanii,Malpighiaceae,Heteropterys,oberdanii,VU,NA,NA,sima
Heteropterys occhionii,Malpighiaceae,Heteropterys,occhionii,CR,NA,NA,sima
Heteropterys sanctorum,Malpighiaceae,Heteropterys,sanctorum,CR,NA,NA,sima
Heteropterys ternstroemiifolia,Malpighiaceae,Heteropterys,ternstroemiifolia,EN,NA,NA,sima
Heteropterys thyrsoidea,Malpighiaceae,Heteropterys,thyrsoidea,EN,NA,NA,sima
Hiraea bullata,Malpighiaceae,Hiraea,bullata,VU,NA,NA,sima
Aloysia hatschbachii,Verbenaceae,Aloysia,hatschbachii,EN,NA,NA,sima
Hiraea wiedeana,Malpighiaceae,Hiraea,wiedeana,EN,NA,NA,sima
Janusia linearifolia,Malpighiaceae,Janusia,linearifolia,VU,NA,NA,sima
Janusia occhionii,Malpighiaceae,Janusia,occhionii,EN,NA,NA,sima
Janusia schwannioides,Malpighiaceae,Janusia,schwannioides,EN,NA,NA,sima
Mezia araujoi,Malpighiaceae,Mezia,araujoi,EN,NA,NA,sima
Peixotoa adenopoda,Malpighiaceae,Peixotoa,adenopoda,EN,NA,NA,sima
Peixotoa andersonii,Malpighiaceae,Peixotoa,andersonii,CR,NA,NA,sima
Peixotoa bahiana,Malpighiaceae,Peixotoa,bahiana,CR,NA,NA,sima
Peixotoa barnebyi,Malpighiaceae,Peixotoa,barnebyi,EN,NA,NA,sima
Peixotoa catarinensis,Malpighiaceae,Peixotoa,catarinensis,EN,NA,NA,sima
Peixotoa cipoana,Malpighiaceae,Peixotoa,cipoana,EN,NA,NA,sima
Lippia campestris,Verbenaceae,Lippia,campestris,EN,NA,NA,sima
Peixotoa psilophylla,Malpighiaceae,Peixotoa,psilophylla,VU,NA,NA,sima
Stigmaphyllon bradei,Malpighiaceae,Stigmaphyllon,bradei,CR,NA,NA,sima
Stigmaphyllon carautae,Malpighiaceae,Stigmaphyllon,carautae,CR,NA,NA,sima
Stigmaphyllon crenatum,Malpighiaceae,Stigmaphyllon,crenatum,EN,NA,NA,sima
Stigmaphyllon glabrum,Malpighiaceae,Stigmaphyllon,glabrum,CR,NA,NA,sima
Stigmaphyllon harleyi,Malpighiaceae,Stigmaphyllon,harleyi,EN,NA,NA,sima
Stigmaphyllon macedoanum,Malpighiaceae,Stigmaphyllon,macedoanum,CR,NA,NA,sima
Stigmaphyllon mattogrossense,Malpighiaceae,Stigmaphyllon,mattogrossense,CR,NA,NA,sima
Stigmaphyllon vitifolium,Malpighiaceae,Stigmaphyllon,vitifolium,CR,NA,NA,sima
Thryallis laburnum,Malpighiaceae,Thryallis,laburnum,VU,NA,NA,sima
Thryallis parviflora,Malpighiaceae,Thryallis,parviflora,EN,NA,NA,sima
Luxemburgia angustifolia,Ochnaceae,Luxemburgia,angustifolia,VU,NA,NA,sima
Luxemburgia corymbosa,Ochnaceae,Luxemburgia,corymbosa,VU,NA,NA,sima
Luxemburgia flexuosa,Ochnaceae,Luxemburgia,flexuosa,VU,NA,NA,sima
Ouratea hatschbachii,Ochnaceae,Ouratea,hatschbachii,EN,NA,NA,sima
Sauvagesia nitida,Ochnaceae,Sauvagesia,nitida,VU,NA,NA,sima
Passiflora hatschbachii,Passifloraceae,Passiflora,hatschbachii,EN,NA,NA,sima
Passiflora imbeana,Passifloraceae,Passiflora,imbeana,EN,NA,NA,sima
Passiflora ischnoclada,Passifloraceae,Passiflora,ischnoclada,CR,NA,CR,sima
Passiflora margaritae,Passifloraceae,Passiflora,margaritae,EN,NA,NA,sima
Passiflora urubiciensis,Passifloraceae,Passiflora,urubiciensis,EN,NA,NA,sima
Phyllanthus gladiatus,Phyllanthaceae,Phyllanthus,gladiatus,VU,NA,NA,sima
Mourera weddelliana,Podostemaceae,Mourera,weddelliana,VU,NA,NA,sima
