"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"47","2020-10-14 09:59:20-03","FURB","FURB","65437","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Volet, D.P.","2019","10","29","Schwirkowski, P.; Hantschel, C.R.","2019","10","26","Brasil","Santa Catarina","Campo Alegre","-49.1919444","-26.2008333","-49.1919444","-26.2008333","FOD Altomontana Habitat: Borda de mata, esciófita, capítulos cor branca Habito: Arvoreta","FURB65437","3573","Rio dos Bugres, localidade de São Miguel. Nas redondezas do morro das antenas.","1200","1200","FURB65437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 09:59:20-03","FURB","FURB","74","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Pererira, RC","2018","08","13","Illaus","1992","09","07","Brasil","Santa Catarina","Indaial","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,"FURB18424",NA,"Faxinal.","725","725","FURB18424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 09:59:20-03","FURB","FURB","9223","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Volet, D.P.","2016","08","18","Godoy, M.B.; Verdi, M. & Dreveck, S.","2008","01","16","Brasil","Santa Catarina","São Bento do Sul","-49.2283334","-26.2780556","-49.2283334","-26.2780556","IFFSC 1024/N/17. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; estepe Habito: flor branca","FURB18377","130","Minas de Caulim.","1005","1005","FURB18377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-16 08:38:36-03","UTFPR","HCF","18186","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusen ex G. Lom. Sm.","E. Barboza","2014","08","21","J. Cordeiro","2014","08","12","Brasil","PR","Guaratuba","-48.872778","-25.939722","48°52'22 W","25°56'23 S","arbusto de 1,6 m; capítulos alvos.",NA,"5218","Pico Pedra Branca de Araraquara, cume.","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-16 08:38:36-03","UTFPR","HCF","18620","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusen ex G. Lom. Sm.","P. Larocca","2013","11","14","M.L. Brotto","2013","10","24","Brasil","PR","Piraquara","-49.014444","-25.449722","49°00'52 W","25°26'59 S","arbusto 1,5 m; capítulos cremes. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,"1394","Recreio da Serra","1030","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-16 08:38:36-03","UTFPR","HCF","24864","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusen ex G. Lom. Sm.","D.P. Volet","2016","08","18","L.A. Funez","2013","10","05","Brasil","SC","Blumenau","-49.094444","-27.064444","49°05'40 W","27°03'52 S","arbustiva, flor rosada. Floresta Ombrófila Densa, topo de morro.",NA,"2232","Parque Nacional da Serra do Itajaí-","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:38:36-03","UTFPR","HCF","4539","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusen ex G. Lom. Sm.","J. Cordeiro & E. Barboza","2007",NA,NA,"M.G. Caxambu","2006","11","17","Brasil","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"arvoreta ca. 3,5m de altura, com folhas discolores. Em afloramento granítico.",NA,"1249","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:38:36-03","UTFPR","HCF","11960","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusen ex G. Lom. Sm.","E.D. Lozano","2013",NA,NA,"E.D. Lozano","2012","10","10","Brasil","PR","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"arbusto, 2,5 m, capítulos creme, campo sujo.",NA,"1085","Fazenda Capão das Almas",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:16:54-03","MBM","MBM","386157","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Larocca, P.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Paraná","Piraquara","-49.014453","-25.449847","-49.014453","-25.449847","Arbusto 1,5m; capítulos cremes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM386157","1394","Recreio da Serra","1030","1030","MBM386157",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:16:54-03","MBM","MBM","39895","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1961","08","06","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM039895","8178","Serra Capivari Grande",NA,NA,"MBM039895",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:16:54-03","MBM","MBM","121673","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Hatschbach, G.",NA,NA,NA,"Silva, F.C.","1983","08","09","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM121673","701","Marumbi, trilha p/ o Pico, Km 60 da ferrovia Curitiba - Paranaguá",NA,NA,"MBM121673",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:16:54-03","MBM","MBM","18556","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1970","09","03","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM018556","24666","Serra do Emboque",NA,NA,"MBM018556",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:16:54-03","MBM","MBM","26868","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1972","07","11","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM026868","29796","Borda do Campo",NA,NA,"MBM026868",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:16:54-03","MBM","MBM","72703","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1981","11","04","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"MBM072703","44310","Rincão",NA,NA,"MBM072703",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:16:54-03","MBM","MBM","99883","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Stutts, J.; et al.; et al.","1980","10","23","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"MBM099883","1089","Tabatinga",NA,NA,"MBM099883",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:16:54-03","MBM","MBM","99882","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Stutts, J.; et al.; et al.","1980","10","23","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"MBM099882","1088","Tabatinga",NA,NA,"MBM099882",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:16:54-03","MBM","MBM","57548","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1977","08","25","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"MBM057548","40170","Tabatinha",NA,NA,"MBM057548",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:16:54-03","MBM","MBM","386157","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Larocca, P.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Paraná","Piraquara","-49.014453","-25.449847","-49.014453","-25.449847","Arbusto 1,5m; capítulos cremes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM386157","1394","Recreio da Serra","1030","1030","MBM386157",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:16:54-03","MBM","MBM","391598","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Barboza, E.","2014","08","21","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","2014","08","12","Brazil","Paraná","Guaratuba","-48.872778","-25.939722","-48.872778","-25.939722","Arbusto de 1,6m; capítulos alvos.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM391598","5218","Pico Pedra Branca de Araraquara, cume","1160","1160","MBM391598",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:16:54-03","MBM","MBM","53306","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1953","08","23","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM053306","3240","Carijó",NA,NA,"MBM053306",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:16:54-03","MBM","MBM","296662","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Ribas, O.S.",NA,NA,NA,"Cervi, A.C.; Eliazaro, S.; Eliazaro, S.","2002","08","31","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM296662","8312","Serra do Araçatuba, Morro dos Perdidos",NA,NA,"MBM296662",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:16:54-03","MBM","MBM","184500","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Robinson, H.",NA,NA,NA,"Ribas, O.S.; Santos, E.P.; Cruz, J.M.; Santos, E.P.; Cruz, J.M.","1995","10","23","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM184500","902","Serra Marumbi, subida ao Pico Olimpo",NA,NA,"MBM184500",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:16:54-03","MBM","MBM","385778","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Lozano, E.D.","2013",NA,NA,"Lozano, E.D.; Ariati, V.; Ariati, V.","2012","10","10","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Arbusto, 2,5m, capítulos creme.; Campos Gerais, campo sujo.","MBM385778","1085","Fazenda Capão das Almas",NA,NA,"MBM385778",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:16:54-03","MBM","MBM","121675","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Zelma, F.J.; Zelma, F.J.","1987","07","24","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM121675","442","Morro Mãe Catira",NA,NA,"MBM121675",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:16:54-03","MBM","MBM","67771","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Robinson, H.",NA,NA,NA,"Hatschbach, G.","1980","11","04","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM067771","43261","Rio do Corvo",NA,NA,"MBM067771",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:16:54-03","MBM","MBM","3263","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Smith","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1966","08","12","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM003263","14580","Colônia Santos Andrade",NA,NA,"MBM003263",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA
"73","2016-09-15 09:05:40-03","MNHN","RECOLNAT_MNHN_P","P04264495","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet",NA,NA,NA,"Schnell, R.","1958","8","1","Brésil","São Paulo",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04264495' target='other'> <mi>dwc_moreinfo</mi></a>","P04264495",NA,"Serra do Mar",NA,NA,"P04264495_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"8668",NA,NA
"74","2020-12-11 11:33:21-03","UFMG","BHCB","161320","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén. ex G.L. Smith",NA,"2004",NA,NA,"Bresolin, AR","1973","11","21","Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"Ver Brittonia 34(2): 214-6, 1982 (mas não citada aí).; Altura: 10m; Hábito: árvore; Habitat: Mata; Flor: branca;","BHCB003806","965","Bom Retiro","400","400",NA,"Dicotyledon",NA,"Southern America",NA,"23385","auto",NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:18:07-03","UFPR","UPCB","24076","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Smith, G.L.",NA,NA,NA,"Hatschbach, G.","1953","08","23","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore, 7m, da mata..",NA,"2340","Carijo",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:18:07-03","UFPR","UPCB","56025","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","09",NA,"Grokoviski, L.","2006","09","09","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Árvore de 3m altura, beira da estrada, freqüente. Floresta Ombrófila Densa..",NA,"53","Estrada de chão para a Estrada Graciosa",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:18:07-03","UFPR","UPCB","56024","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","09",NA,"Grokoviski, L.","2006","09","09","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Árvore de 3m altura, beira da estrada, freqüente. Floresta Ombrófila Densa..",NA,"52","Estrada de chão para a Estrada Graciosa",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:18:07-03","UFPR","UPCB","16821","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Hatschbach, G.","1988","01","01","Cardoso da Silva, F.","1983","08","09","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"Arbusto, 3m, flor rosa, comum..",NA,"701","Marumbi, trilha para o pico",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:18:07-03","UFPR","UPCB","50411","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Ribas, O.S.","2004","01","01","Stange, E.J.","2004","09","18","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore, 3m. Refúgio vegetacional..",NA,"9","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:18:07-03","UFPR","UPCB","56019","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","09",NA,"Grokoviski, L.","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 2m altura, beira da trilha. Floresta Ombrófila Densa Montana..",NA,"47","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:18:07-03","UFPR","UPCB","56020","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","09",NA,"Grokoviski, L.","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 2m altura, beira da trilha, muito freqüente. Flor: corola com tubo branco e lobos branco e lilás, antera roxa, estigma branco. Flores perfumadas. Floresta Ombrófila Densa Montana..",NA,"48","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"82","2021-02-11 17:18:07-03","UFPR","UPCB","56021","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","09",NA,"Grokoviski, L.","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 3m altura, beira da trilha, muito freqüente. Flor: corola com tubo branco e lobos branco e lilás, antera roxa, estigma branco. Flores perfumadas. Floresta Ombrófila Densa Montana..",NA,"49","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:18:07-03","UFPR","UPCB","16917","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Hatschbach, G.","1988","01","01","Cordeiro, J.","1987","07","24","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Arbusto, 3m, capítulo alvescente, odorífero. Matinha nebular..",NA,"442","Morro Mãe Catira","1200","1200",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:18:07-03","UFPR","UPCB","40759","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Dala Rosa, S.","1999","11","26","Dala Rosa, S.","1999","08","24","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"Árvore ±5m, capítulos roxos, muito frequente a partir de 700m de altitude..",NA,"29","Parque Estadual do Pico Marumbi",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:18:07-03","UFPR","UPCB","22571","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Robinson, H.","1993","01","01","Hatschbach, G.","1980","11","04","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Arvoreta, 5m, aquênios alvescentes. Mata secundária, encosta de pequenos morros..",NA,"43261","Rio do Corvo",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:18:07-03","UFPR","UPCB","20817","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","06","07","Poliquesi, C.B.","1992","08","17","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Arbusto, 1,80m, antera vinosa. Mata degradada..",NA,"139","Rio Pinhal",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:18:07-03","UFPR","UPCB","48815","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Ribas, O.S.","2004","01","01","Cervi, A.C.","2002","08","31","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Arvoreta ca. 3m, inflorescência alva e odorífera, com estames marrons. Floresta ombrófila densa altomontana. Alt.: 1275m s.n.m..",NA,"8312","Serra de Araçatuba, Morro dos Perdidos",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"88","2021-02-11 17:18:07-03","UFPR","UPCB","34629","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","(Dusén) G.L.Smith","Volet, D.","2016","02",NA,"Santos, E.P.","1998","10","02","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore de ± 3 m, capítulos alvos. Interior de mata nebular, 1000 m de altitude..",NA,"561","Serra de Araçatuba, Morro dos Perdidos",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:18:07-03","UFPR","UPCB","34615","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","(Dusén) G.L.Smith","Volet, D.","2016","02",NA,"Santos, E.P.","1998","09","04","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore de ± 5m, corola e anteras violáceas e estigma alvo. Interior de mata nebular, 1100 m de altitude..",NA,"512","Serra de Araçatuba, Morro dos Perdidos",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:18:07-03","UFPR","UPCB","34442","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","(Dusén) G.L.Smith","Volet, D.","2016","02",NA,"Fernandes, H.M.","1997","10","15","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Arbusto de 2m, capítulos brancos, folhas prateadas na face abaxial. Interior da mata nebular, 1200m..",NA,"51","Serra de Araçatuba, Morro dos Perdidos",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:18:07-03","UFPR","UPCB","56039","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L.","2006","10",NA,"Grokoviski, L.","2006","10","31","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore de 3m altura, beira da estrada. Floresta Ombrófila Densa Montana..",NA,"68","Serra do Araçatuba #?# Morro dos Perdidos",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:18:07-03","UFPR","UPCB","49561","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Scheer, M.B.","2004","07",NA,"Scheer, M.B.","2003","09","13","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"Arbórea ereta. Refúgio vegetacional altomontano. Alt.: 1610m s.n.m...",NA,"627","Serra do Ibitiraquire, Pico Ferraria",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","3363670","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","G.L.Smith",NA,NA,NA,"Gert G. Hatschbach","1977",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 40170","Tabatinga (mun. Tijucan do Sul).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","3363796","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","G.L. Smith",NA,NA,NA,"Gert G. Hatschbach","1972",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 29796","Borda do Campo (mun. S. Jose dos Pinhaes).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","3364052","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","1970",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 24666","Serra do Emboque (mun. Piraquara).","1150.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","3364188","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","H. Robinson",NA,NA,NA,"Gert G. Hatschbach","1980",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 43261","Rio do Corvo (mun. Quatro Barras).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
