"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"187","2021-03-01 11:55:15-03","UFPE","UFP","28920","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1148","2000","12","20",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita sobre galhos secos. Em início de floração. Flores azuis, perfumadas. Material cultivado no Bromeliário Biouniverso sob o nº27.; Epífita sobre galhos secos. Em início de floração. Flores azuis, perfumadas. Material cultivado no","UFP028920",NA,"Altinho","-36.5625","-8.5625","2000","12","20","-36.5625","-8.5625",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 11:55:15-03","UFPE","UFP","25070","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Baracho, GS","Baracho, GS; Siqueira-Filho, JA","841","1999","06","15",NA,"Brasil","Paraíba",NA,"622","622",NA,"Indivíduo 25-45cm compr., epífito, isolado ou em pequena população, em frutificação, simpátrico com outras espécies do gênero. Escapo floral 22-39cm compr., 15-23cm até a formação dos ramos, 1-4 ramos terminais. Frutos elipsóides, esve","UFP025070",NA,"Areia","-35.7","-6.966667","1999","06","15","-35.7","-6.966667",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 11:55:15-03","UFPE","UFP","25097","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1041","2000","02","18",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita a ca. de 5m de alt. em frutificação. Folhas acinzentadas.; Epífita a ca. de 5m de alt. em frutificação. Folhas acinzentadas.","UFP025097",NA,"Garanhuns","-36.408611","-8.92","2000","02","18","-36.408611","-8.92",NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 11:55:15-03","UFPE","UFP","33308","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1261","2002","08","13",NA,"Brasil","Pernambuco",NA,"1193","1193",NA,"Planta saxícola acindental. Indivíduo robusto com 77cm alt. quando florida. Lâminas acinzentadas quase negras com 46x5,6cm comp., Bainha foliar castanha. Inflorescência polística em fruto. Frutos verdes. Ocorre também epífita sob Enter","UFP033308",NA,"Triunfo","-38.056056","-7.822833","2002","08","13","-38.056056","-7.822833",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 11:55:15-03","UFPE","UFP","33325","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1276","2002","08","15",NA,"Brasil","Pernambuco",NA,"1109","1109",NA,"Epífita em frutificação. Folhas esverdeadas. Inflorescência dística.; Epífita em frutificação. Folhas esverdeadas. Inflorescência dística.","UFP033325",NA,NA,"-38.025528","-8.655056","2002","08","15","-38.025528","-8.655056",NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 11:55:15-03","UFPE","UFP","33329","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1282","2002","10","03",NA,"Brasil","Pernambuco",NA,"698","698",NA,"Epífita sob arbustos baixos e secos. Planta com folhas vináceas em frutificação. Material depositado no Bromeliário Biouniverso sob o nº496.; Epífita sob arbustos baixos e secos. Planta com folhas vináceas em frutificação. Material dep","UFP033329",NA,"Camocim de São Félix","-35.755778","-8.328972","2002","10","03","-35.755778","-8.328972",NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 11:55:15-03","UFPE","UFP","43893","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Gomes, P","Gomes, P; Alves, M; Heald, S","195","2006","02","12",NA,"Brasil","Pernambuco",NA,"713","713",NA,"Epífita sobre arvoreta.; Epífita sobre arvoreta.","UFP043893",NA,"Bezerros","-35.834167","-8.336944",NA,NA,NA,"-35.834167","-8.336944",NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 11:55:15-03","UFPE","UFP","50134","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Sousa, GM","Córdula, E; Alves, Schmidt, S; Lucena, MF; Maciel, JR; Amorim, B","109","2006","07","20",NA,"Brasil","Sergipe",NA,"180","200",NA,"Epífita, porte médio.; Epífita, porte médio.; Caatinga arbórea aberta.","UFP050134",NA,"Porto da Folha","-37.414167","-10.036944","2007","02",NA,"-37.414167","-10.036944",NA,NA,NA,NA,NA,NA,NA
"195","2021-03-01 11:55:15-03","UFPE","UFP","51591","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA; Leme, E","1487","2005","03","22",NA,"Brasil","Pernambuco",NA,"698","698",NA,"Epífita em final de floração. Folhas argênteas.; Epífita em final de floração. Folhas argênteas.","UFP051591",NA,"Camocim de São Félix","-35.755778","-8.328972","2005","03","22","-35.755778","-8.328972",NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 11:55:15-03","UFPE","UFP","55460","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Maciel, B","Gomes, P; Leite, MS; Maciel, B","563","2007","08","20",NA,"Brasil","Pernambuco",NA,"640","640",NA,"Epifitando indivíduo de Erythroxylum sp. (Erythroxylaceae).; Epifitando indivíduo de Erythroxylum sp. (Erythroxylaceae).","UFP055460",NA,NA,"-35.843944","-8.381944","2007","08","20","-35.843944","-8.381944",NA,NA,NA,NA,NA,NA,NA
"197","2021-03-01 11:55:15-03","UFPE","UFP","79828","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Lucena, DS","567","2015","03","13",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Excursão pós-congresso Bromevo.; Erva rupícola, brácteas florais verdes.; Coletada no afloramento.","UFP079828",NA,"Bezerros","-35.755833","-8.151111",NA,NA,NA,"-35.755833","-8.151111",NA,NA,NA,NA,NA,NA,NA
"198","2021-03-01 11:55:15-03","UFPE","UFP","69897","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Mendes, K","Mendes, K; Pessoa, E","577","2010","12","04",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita.","UFP069897",NA,"São Caetano","-36.191389","-8.235556","2011","01","20","-36.191389","-8.235556",NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 11:55:15-03","UFPE","UFP","50145","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Fontana, AP","Oliveira, M; Cysneiros, A","3104","2007","10","25",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita, flores passadas. Ocasional.; Epífita, flores passadas. Ocasional.","UFP050145",NA,"Arcoverde","-37.0539016723633","-8.41888999938965","2010","10","01",NA,NA,NA,"23066","auto",NA,NA,NA,NA
"200","2021-03-01 11:55:15-03","UFPE","UFP","22785","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA; Baracho, GS","868","1999","01","06",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Indivíduo rupícola e heliófilo. Flores passadas. Inflorescência 20cm de comp.; Indivíduo rupícola e heliófilo. Flores passadas. Inflorescência 20cm de comp.","UFP022785",NA,"Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895","1999","01","08",NA,NA,NA,"34231","auto",NA,NA,NA,NA
"201","2021-03-01 11:55:15-03","UFPE","UFP","57412","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Maciel, B","46","2003","07","05",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífitas em mangueiras (Mangifera indica, Anacardiaceae), em local sombreado e medianamente a pouco ventilado, de 2,3 a 4,25m do solo. Indivíduos dispersos. Pequena população de adultos.; Epífitas em mangueiras (Mangifera indica, Anaca","UFP057412",NA,"Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA
"202","2021-03-01 11:55:15-03","UFPE","UFP","2249","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Mariz, G","434","1969","02","12",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Flores de pétalas brancas.; Flores de pétalas brancas.","UFP002249",NA,"Triunfo","-38.1016998291016","-7.83805990219116","1997","10","15",NA,NA,NA,"14606","auto",NA,NA,NA,NA
"203","2021-03-01 11:55:15-03","UFPE","UFP","62053","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Gomes, P","Mendes, K; Alves-Araújo, A; Pinheiro, I; Martins, S","263","2009","01","05",NA,"Brasil","Sergipe",NA,NA,NA,NA,"Epífita, flor lilás.; Epífita, flor lilás.","UFP062053",NA,"Areia Branca","-37.315299987793","-10.7578001022339","2009","02","05",NA,NA,NA,"11840","auto",NA,NA,NA,NA
"204","2021-03-01 11:55:15-03","UFPE","UFP","23715","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","925","1999","05","17",NA,"Brasil","Paraíba",NA,NA,NA,NA,"Epífita em Jurema (Mimosa).; Epífita em Jurema (Mimosa).","UFP023715",NA,"Campina Grande","-35.8810997009277","-7.23055982589722","1999","05","17",NA,NA,NA,"41577","auto",NA,NA,NA,NA
"205","2021-03-01 11:55:15-03","UFPE","UFP","33243","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Siqueira-Filho, JA","Siqueira-Filho, JA","1222","2002","06","10",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epífita com folhas 32x3,2cm comp. Inflorescência dística ou polísitica com 55cm alt. Frutos capsulares.; Epífita com folhas 32x3,2cm comp. Inflorescência dística ou polísitica com 55cm alt. Frutos capsulares.","UFP033243",NA,"Altinho","-36.059398651123","-8.48972034454346","2002","06","10",NA,NA,NA,"23705","auto",NA,NA,NA,NA
"206","2021-03-01 11:55:15-03","UFPE","UFP","62053","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Gomes, P","Mendes, K; Alves-Araújo, A; Pinheiro, I; Martins, S","263","2009","01","05",NA,"Brasil","Sergipe",NA,NA,NA,NA,"Epífita, flor lilás.; Epífita, flor lilás.","UFP062053",NA,"Areia Branca","-37.315299987793","-10.7578001022339","2009","02","05",NA,NA,NA,"11840","auto",NA,NA,NA,NA
"207","2019-07-31 14:32:17-03","CPATSA","HTSA","3821","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Fontana, A.P.","Kiill, L.H.P.; Cunha, L.S.D. de","3821","2009","10","19",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Morro do Chapéu","-41.1561012268066","-11.5500001907349","2014","11","04",NA,NA,NA,"98143","auto",NA,NA,NA,NA
"208","2019-08-02 10:21:12-03","CPATSA","HTSA","2815","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Fontana, A.P.","Kiill, L.H.P.","2815","2009","09","23",NA,"Brasil","Sergipe",NA,NA,NA,NA,"Caatinga.",NA,NA,"Nossa Senhora da Glória","-37.4202995300293","-10.2182998657227","2014","11","04",NA,NA,NA,"39088","auto",NA,NA,NA,NA
"209","2020-03-10 11:23:13-03","CPATSA","HTSA","7427","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Fontana, A.P.","Fontana, A.P.; Caxias, P.M.G.","4220","2016","11","10",NA,"Brasil","Alagoas","Serra do Parafuso, Caatinga Arbustiva Arbórea densa. Solo arenoso.",NA,NA,NA,"Epífica. Folhas verdes arroxeadas com pintas escuras. Brácteas florais com ápice avermelhado. Flores lilás. Em cultivo no NEMA.; Caatinga",NA,NA,"Mata Grande","-38.225833","-9.559167","2016","11","10","-38.225833","-9.559167",NA,NA,NA,NA,NA,NA,NA
"210","2020-09-12 05:00:02-03","US","US","2103583","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M. B. Foster & R. Foster","1140","1953","4",NA,"South America - Neotropics","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"US01913917","US01913917_01","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"Monocotyledonae","161190","auto",NA,"1",NA,NA
"211","2020-09-12 05:00:02-03","US","US","2827521","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"A. Lima","67-4916","1967","2","10","South America - Neotropics","Brazil","Pernambuco","Sítio Palmeira",NA,NA,NA,NA,"US01913914","US01913914_01","Camocim de São Félix","-35.8","-8.37",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"212","2020-09-12 05:00:02-03","US","US","1952412","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M. B. Foster","2412","1948","10","9","South America - Neotropics","Brazil","Paraíba",NA,"533",NA,NA,NA,"US01913915","US01913915_01","Campina Grande","-35.8810997009277","-7.23055982589722",NA,NA,NA,NA,NA,"Monocotyledonae","41577","auto",NA,"1",NA,NA
"213","2020-09-12 05:00:02-03","US","US","2856314","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"R. W. Read & G. S. Daniels","3435","1975","1","17","South America - Neotropics","Brazil","Bahia","Thorn forest near the edge of the Plan Alto, beyond the escapment road to Victória da Conquista",NA,NA,NA,NA,"US01913918","US01913918_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"214","2020-09-12 05:00:02-03","US","US","2271137","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"J. Coelho de Moraes","s.n.","1958","12","11","South America - Neotropics","Brazil","Paraíba",NA,NA,NA,NA,NA,"US01913921","US01913921_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"215","2020-09-12 05:00:02-03","US","US","2340027","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"A. Seidel","s.n.","1959","7",NA,"South America - Neotropics","Brazil","Espírito Santo","Santaaria",NA,NA,NA,NA,"US01913919","US01913919_01","Santaaria de Jetibá",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"216","2020-09-12 05:00:02-03","US","US","3709284","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"P. A. Silverstone-Sopkin et al.","6276","1991","8","9","South America - Neotropics","Colombia","Risaralda","Hacienda Alexandria, km 6 carretera Cerritos-La Virginia, extremo norte de parte ancha del Valle del Rio Cauca.","940",NA,NA,NA,"US01925585",NA,"Pereira",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"217","2020-09-12 05:00:02-03","US","US","1952439","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M. B. Foster","2443","1948","10","18","South America - Neotropics","Brazil","Bahia",NA,"1500",NA,NA,NA,"US01913920","US01913920_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"218","2020-09-12 05:00:02-03","US","US","2648795","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"H. S. Irwin, R. M. Harley & Geo. L. Smith","30992","1971","2","25","South America - Neotropics","Brazil","Bahia","Serra da Água de Rega. Rio Riachão, ca. 27 Km N of Seabra, road to Água de Rega","1000",NA,NA,NA,"US01913913","US01913913_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"219","2020-09-12 05:00:02-03","US","US","3709281","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"P. A. Silverstone-Sopkin, J. Giraldo & J. Arroyo","5321","1989","6","4","South America - Neotropics","Colombia","Risaralda","Hacienda Alejandria, km 6 carretera La Virginia-Cerritos, extremo norteno de parte ancha del Valle del Rio Cauca.","940",NA,NA,NA,NA,NA,"Pereira",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"220","2020-09-12 05:00:02-03","US","US","2580049","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M. Kuhlman","s.n.","1939","12","1","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US01913916","US01913916_01","Paraíba do Sul","-43.2928009033203","-22.1618995666504",NA,NA,NA,NA,NA,"Monocotyledonae","22368","auto",NA,"1",NA,NA
"221","2020-09-12 05:00:02-03","US","US","2579491","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"G. Hatschbach","18095","1967","12","10","South America - Neotropics","Brazil","Paraná","Rio Paranapanema",NA,NA,NA,NA,"US01913922","US01913922_01","Santo Antônio do Caiuá","-52.3422012329102","-22.7346992492676",NA,NA,NA,NA,NA,"Monocotyledonae","15782","auto",NA,"1",NA,NA
"222","2019-10-07 09:20:39-03","UEFS","HUEFS","120214","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.Melo","Melo, E.","4653","2007","03","24",NA,"Brasil","Bahia","Fazenda Chapada - propriedade José Morais","179","179",NA,NA,"HUEFS0120214","HUEFS0120214","Feira de Santana","-39.083056","-12.255278","2007","10",NA,"39W4'59''","12S15'19''","Lilianae",NA,NA,NA,NA,NA,NA
"223","2019-10-07 09:20:39-03","UEFS","HUEFS","126295","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Melo, E.","5108","2007","09","09",NA,"Brasil","Bahia","BA - 052. Estrada do Feijão. Fazenda Chapada.","187","187",NA,"Remanescente de mata de caatinga.","HUEFS0126295","HUEFS0126295","Feira de Santana","-39.083333","-12.254167","2008","10",NA,"39W5'0''","12S15'15''","Lilianae",NA,NA,NA,NA,NA,NA
"224","2019-10-07 09:20:39-03","UEFS","HUEFS","103169","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Moraes, A.O.","115","2005","12","01",NA,"Brasil","Bahia","Estação Ecológica Raso da Catarina(Mata da Pororoca.)","715","715",NA,NA,"HUEFS0103169","HUEFS0103169","Paulo Afonso","-38.492222","-9.808889","2009","12",NA,"38W29'32''","9S48'32''","Lilianae",NA,NA,NA,NA,NA,NA
"225","2019-10-07 09:20:39-03","UEFS","HUEFS","129560","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Melo, E.","5352","2007","11","02",NA,"Brasil","Bahia",NA,"740","740",NA,"Beira de rio.","HUEFS0129560","HUEFS0129560","Palmeiras","-41.575556","-12.541667","2008","10",NA,"41W34'32''","12S32'30''","Lilianae",NA,NA,NA,NA,NA,NA
"226","2019-10-07 09:20:39-03","UEFS","HUEFS","132676","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Melo, E.","5172","2007","10","11",NA,"Brasil","Bahia","Fazenda Chapada.",NA,NA,NA,"Caatinga/Floresta estacional.","HUEFS0132676","HUEFS0132676 HUEFS0132676_01","Feira de Santana","-39.082778","-12.256111","2008","10",NA,"39W4'58''","12S15'22''","Lilianae",NA,NA,NA,NA,NA,NA
"227","2019-10-07 09:20:39-03","UEFS","HUEFS","120239","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","Melo, E.","4678","2007","04","06",NA,"Brasil","Bahia","Fazenda Chapada.","131","131",NA,"Caatinga antropizada.","HUEFS0120239","HUEFS0120239","Feira de Santana","-38.083056","-12.255","2009","12",NA,"38W4'59''","12S15'18''","Lilianae",NA,NA,NA,NA,NA,NA
"228","2019-10-07 09:20:39-03","UEFS","HUEFS","137279","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.Melo","Melo, E.","5543","2008","04","18",NA,"Brasil","Bahia","Buraco do Posidônio.","970","970",NA,"Caatinga. Afloramento de calcário. Depressão em forma de dolina.","HUEFS0137279","HUEFS0137279","Morro do Chapéu","-41.270556","-11.645833","2011","04",NA,"41W16'14''","11S38'45''","Lilianae",NA,NA,NA,NA,NA,NA
"229","2019-10-07 09:20:39-03","UEFS","HUEFS","147769","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.L.Wanderley","Conceição, A.A.","3082","2009","01","17",NA,"Brasil","Bahia","Próximo a àrea com afloramento de Serpentinito.",NA,NA,NA,NA,"HUEFS0147769","HUEFS0147769","Bom Jesus da Serra","-40.518611","-14.409444","2011","01",NA,"40W31'7''","14S24'34''","Lilianae",NA,NA,NA,NA,NA,NA
"230","2019-10-07 09:20:39-03","UEFS","HUEFS","148042","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Melo, E.","6058","2008","11","13",NA,"Brasil","Bahia","Fazenda Chapada, prox. BA-052 (estrada do feijão)","303","303",NA,"Caatinga florestada antropizada.","HUEFS0148042",NA,"Feira de Santana","-30.096111","-12.258889",NA,NA,NA,"30W5'46''","12S15'32''","Lilianae",NA,NA,NA,NA,NA,NA
"231","2019-10-07 09:20:39-03","UEFS","HUEFS","169759","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.C.Nogueira","Cardoso, D.","3035","2010","09","04",NA,"Brasil","Bahia","Quererá. Caatinga arbustiva sob solo arenoso (Estrada para a torre de telecomunicações).",NA,NA,NA,NA,"HUEFS0169759","HUEFS0169759","Tucano","-38.84","-11.145","2012","07",NA,"38W50'24''","11S8'42''","Lilianae",NA,NA,NA,NA,NA,NA
"232","2019-10-07 09:20:39-03","UEFS","HUEFS","183197","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.G.C.Nogueira","Carvalho, D.N.","49","2012","04","22",NA,"Brasil","Bahia","Serra do Mucambo.","440","440",NA,"Caatinga arbórea-arbustiva de até 8 m alt., área sombreada.","HUEFS0183197","HUEFS0183197","Conceição do Coité","-39.2","-11.5","2014","05",NA,"39W12'","11S30'","Lilianae",NA,NA,NA,NA,NA,NA
"233","2019-10-07 09:20:39-03","UEFS","HUEFS","189821","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Melo, E.","11440","2012","07","29",NA,"Brasil","Bahia","Estrada oposta a entrada para Lajedo Alto. Caminho para a Fazenda Sta. Clara.",NA,NA,NA,NA,"HUEFS0189821","HUEFS0189821","Itatim","-39.809167","-12.768333",NA,NA,NA,"39W48'33''","12S46'6''","Lilianae",NA,NA,NA,NA,NA,NA
"234","2019-10-07 09:20:39-03","UEFS","HUEFS","190058","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","D.N.Carvalho","Carvalho, D.N.","128","2012","10","21",NA,"Brasil","Bahia","Serra do Mucambo. Caatinga arbórea, sobre árvore a cerca de 3 metros do solo.",NA,NA,NA,"Caatinga.","HUEFS0190058","HUEFS0190058","Conceição do Coité","-39.2","-11.5","2013",NA,NA,"39W12'","11S30'","Lilianae",NA,NA,NA,NA,NA,NA
"235","2019-10-07 09:20:39-03","UEFS","HUEFS","221112","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Carvalho, D.N.","493","2014","08","05",NA,"Brasil","Bahia","Barra do Vento, estrada de chão.","601","601",NA,NA,"HUEFS0221112","HUEFS0221112","Serrinha","-39.067222","-11.625",NA,NA,NA,"39W4'2''","11S37'30''","Lilianae",NA,NA,NA,NA,NA,NA
"236","2019-10-07 09:20:39-03","UEFS","HUEFS","221961","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Melo, E.","13113","2015","09","07",NA,"Brasil","Bahia","Fazenda Chapada.","195","195",NA,"Caatinga antropizada.","HUEFS0221961","HUEFS0221961","Feira de Santana","-39.083611","-12.254722",NA,NA,NA,"39W5'1''","12S15'17''","Lilianae",NA,NA,NA,NA,NA,NA
"237","2019-10-07 09:20:39-03","UEFS","HUEFS","249382","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Cotarelli, V.M.","2702","2017","02","09",NA,"Brasil","Pernambuco","Serra do Periquito, próximo a Serra Negra, fisionomia com espécies de florestas úmidas.","882","882",NA,"Caatinga; Nativa; Savana Estépica; Luvissolo Crômico Órtico.","HUEFS0249382",NA,"Floresta","-37.901389","-8.604167",NA,NA,NA,"37W54'5''","8S36'15''","Lilianae",NA,NA,NA,NA,NA,NA
