"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","individualCount","relatedCatalogItem","sex"
"46","2019-10-07 09:10:59-03","UEFS","HUEFS","102792","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Carvalho-Sobrinho, J.G.de","629","2005","10","29",NA,"Brasil","Bahia","Mucugê","Estrada para Guiné.","-41.528611","-12.885","1071",NA,"Cerrado.","HUEFS0102792","HUEFS0102792","Asteranae","41W31'43''","12S53'6''","E.C.Oliveira","2006","01",NA,"1071",NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:10:59-03","UEFS","HUEFS","107957","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Santos, V.J.","541","2006","04","14",NA,"Brasil","Bahia","Campo Formoso","Serra dos morgados.","-40.265833","-10.242778","819",NA,"Vegetação de transição cerrado e caatinga-arbustiva-herbácea, solo argiloso-laranja.","HUEFS0107957","HUEFS0107957","Asteranae","40W15'57''","10S14'34''","F.França","2009","07",NA,"819",NA,NA,NA,NA,NA,NA
"48","2019-10-07 09:10:59-03","UEFS","HUEFS","122941","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Funch, R.","248","2004","03","30",NA,"Brasil","Bahia","Mucugê","Capa Bode.","-41.316667","-12.974167",NA,NA,"Gerais/Campo rupestre.","HUEFS0122941","HUEFS0122941","Asteranae","41W19'","12S58'27''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-07 09:10:59-03","UEFS","HUEFS","12886","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1621","1992","12","05",NA,"Brasil","Bahia","Piatã",NA,"-41.883333","-13.083333","1400",NA,NA,"HUEFS0012886","HUEFS0012886","Asteranae","41W53'","13S5'","H.P.Bautista","2000","02",NA,"1400",NA,NA,"Parátipo",NA,NA,NA
"50","2019-10-07 09:10:59-03","UEFS","HUEFS","12982","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1717","1992","12","20",NA,"Brasil","Bahia","Piatã",NA,"-41.816667","-13.083333","1350",NA,NA,"HUEFS0012982","HUEFS0012982","Asteranae","41W49'","13S5'","H.P.Bautista","2000","02",NA,"1350",NA,NA,"Parátipo",NA,NA,NA
"51","2019-10-07 09:10:59-03","UEFS","HUEFS","13028","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1763","1993","01","02",NA,"Brasil","Bahia","Abaíra",NA,"-41.816667","-13.333333","1100",NA,NA,"HUEFS0013028","HUEFS0013028","Asteranae","41W49'","13S20'","H.P.Bautista","2000","02",NA,"1100",NA,NA,"Parátipo",NA,NA,NA
"52","2019-10-07 09:10:59-03","UEFS","HUEFS","16215","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","2617","1993","12","13",NA,"Brasil","Bahia","Abaíra","Caminho Capão de Levi-Serrinha.","-41.85","-13.316667","1260",NA,"Campo rupestre com solo arenoso.","HUEFS0016215","HUEFS0016215","Asteranae","41W51'","13S19'","H.P.Bautista","2000","02",NA,"1340",NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:10:59-03","UEFS","HUEFS","16487","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","2889","1994","01","27",NA,"Brasil","Bahia","Abaíra","Caminho Boa Vista-Riacho Fundo pelo Toucinho.","-41.816667","-13.366667","980",NA,"Carrasco, solo arenoso.","HUEFS0016487","HUEFS0016487","Asteranae","41W49'","13S22'","H.P.Bautista","2000","02",NA,"1180",NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:10:59-03","UEFS","HUEFS","16545","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","2947","1994","02","05",NA,"Brasil","Bahia","Abaíra",NA,"-41.866667","-13.316667","1200",NA,NA,"HUEFS0016545","HUEFS0016545","Asteranae","41W52'","13S19'",NA,NA,NA,NA,"1300",NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:10:59-03","UEFS","HUEFS","194920","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Santana, F.A.","26","2011","07","14",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, Garimpo dos Areiões.","-42.511111","-14.628333","702",NA,"Caatinga.","HUEFS0194920","HUEFS0194920","Asteranae","42W30'40''","14S37'42''",NA,NA,NA,NA,"702",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:10:59-03","UEFS","HUEFS","194989","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Santana, F.A.","96","2011","12","21",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, Garimpo dos Areiões.","-42.511111","-14.628333","702",NA,"Caatinga.","HUEFS0194989","HUEFS0194989","Asteranae","42W30'40''","14S37'42''",NA,NA,NA,NA,"702",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:10:59-03","UEFS","HUEFS","195008","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Santana, F.A.","124","2012","02","26",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, Cachoeirão, subida após trilho do trem.","-42.549444","-14.698889","971",NA,"Caatinga.","HUEFS0195008","HUEFS0195008","Asteranae","42W32'58''","14S41'56''",NA,NA,NA,NA,"971",NA,NA,NA,NA,NA,NA
"58","2020-07-17 08:31:37-03","UEFS","HUEFS","58802","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Harley, R.M.","H50342","1991","12","24",NA,"Brasil","Bahia","Abaíra","Arredores de Catolés, beira do rio.","-41.85","-13.283333","1000",NA,NA,"HUEFS0058802","HUEFS0058802 HUEFS0058802_e1 HUEFS0058802_e2","Asteranae","41W51'","13S17'",NA,NA,NA,NA,"1100",NA,NA,NA,NA,NA,NA
"59","2020-07-03 15:40:04-03","UEFS","HUEFS","58816","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Hind, D.J.N.","H51333","1992","01","30",NA,"Brasil","Bahia","Abaíra","Bem Querer, perto da mina.","-41.883333","-13.266667","1300",NA,"Capoeira à beira da mata.","HUEFS0058816","HUEFS0058816 HUEFS0058816_e1","Asteranae","41W53'","13S16'","D.J.N.Hind","2000",NA,NA,"1300",NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:10:59-03","UEFS","HUEFS","66422","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1763","1993","01","02",NA,"Brasil","Bahia","Abaíra","Mata do Outeiro, próximo ao Caminho Engenho - Marques.","-41.816667","-13.333333","1100",NA,"Mata","HUEFS0066422",NA,"Asteranae","41W49'","13S20'",NA,NA,NA,NA,"1100",NA,NA,"Isoparátipo",NA,NA,NA
"61","2019-10-07 09:10:59-03","UEFS","HUEFS","66423","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1717","1992","12","20",NA,"Brasil","Bahia","Piatã","Serra de Santana, atrás da igreja.","-41.75","-13.15","1300",NA,"Campo rupestre","HUEFS0066423",NA,"Asteranae","41W45'","13S9'",NA,NA,NA,NA,"1400",NA,NA,"Isoparátipo",NA,NA,NA
"62","2019-10-07 09:10:59-03","UEFS","HUEFS","66424","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Ganev, W.","1621","1992","12","05",NA,"Brasil","Bahia","Piatã","Três Morros, estrada Piatã - Inúbia.","-41.883333","-13.083333","1400",NA,"Campo rupestre","HUEFS0066424",NA,"Asteranae","41W53'","13S5'",NA,NA,NA,NA,"1400",NA,NA,"Isoparátipo",NA,NA,NA
"63","2019-10-07 09:10:59-03","UEFS","HUEFS","66425","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Hind, D.J.N.","H51333","1992","01","30",NA,"Brasil","Bahia","Abaíra","Bem Querer.","-41.883333","-13.266667","1300",NA,"Mata","HUEFS0066425",NA,"Asteranae","41W53'","13S16'",NA,NA,NA,NA,"1300",NA,NA,"Isótipo",NA,NA,NA
"64","2019-10-07 09:10:59-03","UEFS","HUEFS","66426","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Hind, D.J.N.","H51333-","1992","01","30",NA,"Brasil","Bahia","Abaíra","Bem Querer.","-41.883333","-13.266667","1300",NA,"Mata","HUEFS0066426",NA,"Asteranae","41W53'","13S16'",NA,NA,NA,NA,"1300",NA,NA,"Isótipo",NA,NA,NA
"65","2020-07-03 15:40:04-03","UEFS","HUEFS","58912","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Stannard, B.","H51053","1992","02","07",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600",NA,"Mata ciliar.","HUEFS0058912","HUEFS0058912 HUEFS0058912_01 HUEFS0058912_e1","Asteranae","41W54'","13S15'",NA,NA,NA,NA,"1700",NA,NA,NA,NA,NA,NA
"66","2020-07-17 08:31:37-03","UEFS","HUEFS","242302","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Bautista, H.P.","2852","1998","09","28",NA,"Brasil","Bahia","Piatã","A 6 Km da pousada Arco Iris, na estrada para a nascente do rio de Contas, passando pelos Gerais.","-41.7728004455566","-13.1519002914429",NA,NA,"Cerrado.","HUEFS0242302","HUEFS0242302","Asteranae",NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA
"67","2019-10-07 09:10:59-03","UEFS","HUEFS","234709","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Bautista, H.P.","2854","1998","09","28",NA,"Brasil","Bahia","Piatã","A 7 Km da pousada Arco Iris, na estrada para a nascente do rio de Contas, passando pelos Gerais.","-41.7728004455566","-13.1519002914429","1265",NA,"Cerrado, área alagadiça.","HUEFS0234709","HUEFS0234709","Asteranae",NA,NA,NA,NA,NA,NA,"1265","41184","auto",NA,NA,NA,NA
"68","2020-07-23 11:58:37-03","CEPLAC","CEPEC","138701","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis",NA,"Rocha, D.","414","2007","06","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Fazenda Guariba.","-41.193889","-11.438333",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"41W11'38","11S26'18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-07-23 11:58:37-03","CEPLAC","CEPEC","47341","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis",NA,"R. M. Harley","27778","1988","12","26",NA,"Brasil","Bahia","ABAÍRA","Vertentes das serras ao W de Catolés de Cima.","-41.883333","-13.3",NA,NA,NA,NA,NA,NA,"41W53'","13S18'","H. P. Bautista",NA,NA,NA,NA,NA,NA,NA,NA,"14/01/2000",NA
"70","2020-09-22 13:48:28-03","USP","SPFW","5887","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind;Bautista","Hind, D.J.N. Pirani, J.R.","51333","1992","01","30",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.266667","1300",NA,NA,NA,NA,NA,"41º53'W","13º16'S",NA,NA,NA,NA,"1300",NA,NA,NA,NA,NA,NA
"71","2021-04-08 17:12:15-03","UESB","HUESB","12124","S","Plantae","Dicotyledoneae",NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N. HindBautista","Guedes, M.L.; Veloso, E.; Casaes, M.; Araújo, F.; Veloso, E.; Casaes, M.; Araújo, F.","24533","2016","03","25",NA,"Brasil","Bahia","Morro do Chapéu","4 a 8 km de Morro do Chapéu para Utinga","-41.033333","-12.133333",NA,NA,"Arbusto de ca 2m de alt. Folhas aromáticas, lâmina discolores. Inflorescência terminal, panícula corimbosa, flores sem pappus, corola lilás-pálido.; Área antropizada","HUESB000012124",NA,NA,"-41.033333","-12.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-23 13:21:53-03","MN","R-TIPOS","212050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N. Hind & Bautista","Hind, D.J.N.; Pirani, J.R.","H - 51333","1992","01","30",NA,"Brasil","Bahia","Abaíra","Bom Querer","-41.883333","13.266667","1300",NA,NA,"R000212050","R000212050_001",NA,"41°53'W","13°16'N",NA,NA,NA,NA,"1300",NA,NA,"Isotypus",NA,NA,NA
"73","2021-04-05 12:30:15-03","UNIVASF","HVASF","23667","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acritopappus","cf. catolesensis","Acritopappus cf. catolesensis","D.J.N.Hind & Bautista","E.D.S. Almeida","174","2017","12","15","América do Sul","Brasil","Bahia","Sento Sé","Povoado do Alegre, estrada para a cachoeira Zé do Leite","-41.462333","-10.342861","1056",NA,"Erva ca. 50 cm alt. Inflorescência na região apical, flores marrons, diminutas, inodoras.","HVASF023667",NA,NA,"-41.462333","-10.342861","E.D.S. Almeida","2018","06","06","1056",NA,NA,NA,NA,NA,"U"
"74","2019-11-21 09:59:42-03","IBt","SP","359590","S","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","Hind, DJN; Pirani, JR","H51333","1992","01","30",NA,"Brasil","Bahia","Abaíra","Bem Querer. Capoeira à beira da mata, perto da mina","-41.883333","-13.266667","1300",NA,"Arvoreta até 2 m, ramificando no ápice, ramos floridos avermelhados","SP000500","SP000500",NA,"-41.883333","-13.266667","Hind, DJN","2000",NA,NA,"1300",NA,NA,"Isotype",NA,NA,NA
"75","2019-11-21 09:59:42-03","IBt","SP","390535","S","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","França, F; Gonçalves, JM; Pereira, AC","5351","2005","12","16",NA,"Brasil","Bahia","Morro do Chapéu","Arbusto c. 1,5m. Folha cartacea discolor. Corola rosea. Planta conversada em álcool comercial puro.","-41.203333","-11.597222","1140",NA,NA,"SP030315","SP030315",NA,"-41.203333","-11.597222",NA,NA,NA,NA,"1140",NA,NA,NA,NA,NA,NA
"76","2020-08-27 12:19:16-03","IBt","SP","390536","S","Plantae",NA,NA,"Asteraceae","Acritopappus","catolesensis","Acritopappus catolesensis","D.J.N.Hind & Bautista","França, F; Gonçalves, JCC; Pereira, A; Bezerra Neto, R; Bezerra, R","5378","2005","12","17",NA,"Brasil","Bahia","Morro do Chapéu","Ventura, Toca da Pintura.","-41.216667","-11.690278","900",NA,NA,"SP030316","SP030316",NA,"-41.216667","-11.690278",NA,NA,NA,NA,"900",NA,NA,NA,NA,NA,NA
