"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","occurrenceRemarks","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","barcode","imagecode","infraspecificEpithet","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem","fieldNumber","sex"
"48","2019-08-20 10:08:42-03","UNICAMP","UEC","103442","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Pansarin, ER","357","1998","11","18",NA,"Brazil","Serra do Japi, Sentido Eloy Chaves, próximo à repressa do DAE.",NA,"UEC041423","UEC041423",NA,"São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Aona, LYS",NA,NA,"17840","auto",NA,"1999","01",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-01-17 11:24:58-02","PUCRS","MPUC","13370","S","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Mato ciliar, capoeiras, pastagens, vegetação rochosa (F: 16)","et.al.",NA,"1996","01","11","South America","Brasil",".",NA,NA,NA,NA,"RS","Guaíba","-51.3280556","-30.1011667",NA,NA,"C. Schlindwein","-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"200","200","1",NA,NA,NA
"50","2021-03-16 17:51:28-03","UCS","HUCS","38550","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","em borda da mata de restinga","Gonzatti, F.","440","2012","03","11",NA,"Brasil","Fazenda Azaléia",NA,NA,NA,NA,"Rio Grande do Sul","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"Valduga, E.;",NA,NA,"19547","auto",NA,"2012","05",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-07 18:26:16-03","UTFPR","HCF","27252","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","arbórea ca. 9 m, emergente na vegetação ciliar, em afloramento de rocha. Flores com cálice verde e corola rósea, com filetes alvos. Com antese noturna. Coluna com 6 costas.","M.G. Caxambu","8885","2019","02","07",NA,"Brasil","Parque Nacional do Iguaçu, Rio Gonçalves",NA,NA,NA,NA,"PR","Céu Azul","-53.657222","-25.140833","561","561","M.G. Caxambu","53°39'26 W","25°08'27 S",NA,NA,NA,"2019","02","15",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-16 08:38:53-03","UTFPR","HCF","10132","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","árvore ca. 5 m, com 4 espinhos por aréola. Botão floral alvo-avermelhado.","J.B. Campiolo",NA,"2011","09","03",NA,"Brasil","Sítio Campiolo",NA,NA,NA,NA,"PR","Astorga","-51.665599822998","-23.2325000762939",NA,NA,"M.G. Caxambu",NA,NA,"21368","auto",NA,"2012","02","23",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:38:53-03","UTFPR","HCF","3251","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","aprox. 3 m, presença de pequenos espinhos nas extremidades e flor rosa na parte externa e interna branca.","H.C.L. Geraldino","148","2005","11","10",NA,"Brasil",NA,NA,NA,NA,NA,"PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"J. Cordeiro & F. Marinero",NA,NA,"28572","auto",NA,"2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:38:53-03","UTFPR","HCF","9331","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","arvoreta ca. 2 m, rupícola, heliófita. Flores com cálice de cor verde a avermelhada e corola alva a esverdeada.","A.R. Silva","785","2010","11","08",NA,"Brasil","afloramento rochoso, no terreno frente",NA,NA,NA,NA,"PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"M.G. Caxambu",NA,NA,"28572","auto",NA,"2010","11","26",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-16 08:38:53-03","UTFPR","HCF","6524","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","Terrestre ca. 7m. Flores com interior alvo e exterior róseo-alvo.","M.G. Caxambu","1951","2007","11","21",NA,"Brasil","Parque Estadual Lago Azul (PELA)",NA,NA,NA,NA,"PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"J. Cordeiro & E. Barboza",NA,NA,"28572","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2013-04-01 09:16:06-03","IPT","BCTW","19849","S","Plantae","Magnoliophyta",NA,NA,"Cereus","hildmannianus","Cereus hildmannianus","K. Schum.",NA,"Lorenzi, H.","90",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instituto Plantarum",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-11 11:05:14-03","UFSM","SMDB","16811","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Indivíduo encontrado em riolito na súbida do morro a +- 225m de altura. Estava com floração abundante. Trabalho de conclusão de curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi. Coordenadas: 29°34#?# S, 53°41#?# O","Wolf, SM; Wolf, KM; Portalet, AA","319","2013","01","12",NA,"Brasil","Três Barras",NA,"SMDB016811",NA,NA,"Rio Grande do Sul","Santa Maria","-53.683333","-29.566667",NA,NA,"Wolf, SM; Wolf, KM; Portalet, AA","-53.683333","-29.566667",NA,NA,NA,"2014","02","18",NA,NA,NA,NA,NA,NA,NA
"58","2020-11-11 11:05:14-03","UFSM","SMDB","16810","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Indivíduo encontrado em paredão rochoso a + ou - 270m de altura. Trabalho de conclusão de curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi. Coordenadas: 29°34#?# S, 53°41#?# O","Wolf, SM; Wolf, KM; Portalet, AA","318","2013","01","12",NA,"Brasil","Três Barras",NA,"SMDB016810",NA,NA,"Rio Grande do Sul","Santa Maria","-53.683333","-29.566667",NA,NA,"Wolf, SM; Wolf, KM; Portalet, AA","-53.683333","-29.566667",NA,NA,NA,"2014","02","18",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-25 12:11:42-03","UFSM","SMDB","18383","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","propriedade do Sr. Antônio Bianchini. S 29° 38' 11,3 W 053° 54' 29,9.&nf;&nf;Em campo alterado, raso, na beira de capão de mata, junto a Senegalia. Altura: 4,5m. Projeto Flora de Santa Maria revisitada.","Moia, IW; Figueira, M; Schindler, B.; D'Ávila","1273","2018","02","26",NA,"Brasil","Boca do Monte",NA,"SMDB018383",NA,NA,"Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"Moia, I W",NA,NA,"37819","auto",NA,"2018","02","26",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:19:44-03","MBM","MBM","89653","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann",NA,"Silva, W.R.","13230","1981","12","11","Southern America","Brazil","Serra do Japí",NA,"MBM089653","MBM089653",NA,"São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Taylor, N.",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:19:44-03","MBM","MBM","342536","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann","Terrestre ca. 7m. Flores com interior alvo e exterior róseo-alvo","Caxambú, M.G.","1951","2007","11","21","Southern America","Brazil","Parque estadual do Lago Azul (PELA)",NA,"MBM342536","MBM342536",NA,"Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"Cordeiro, J.; Barboza, E.",NA,NA,"28572","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:19:44-03","MBM","MBM","78584","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann",NA,"Hatschbach, G.","46101","1982","11","17","Southern America","Brazil","Horto Guabirotuba",NA,"MBM078584","MBM078584",NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Taylor, N.",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:19:44-03","MBM","MBM","78585","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann",NA,"Hatschbach, G.","45814","1982","12","08","Southern America","Brazil","Colônia São Judas Tadeu",NA,"MBM078585","MBM078585",NA,"Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"Taylor, N.",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:19:44-03","MBM","MBM","183269","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann",NA,"Souza, V.C.; et al.; et al.","4938","1993","12","10","Southern America","Brazil","Ca. 2km da divisa com São Paulo",NA,"MBM183269","MBM183269",NA,"Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"Taylor, N.",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:19:44-03","MBM","MBM","143701","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","Schumann",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","54861","1990","12","04","Southern America","Brazil","Rio do Funil",NA,"MBM143701","MBM143701",NA,"Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"Taylor, N.",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-04 16:02:55-03","MNHN","RECOLNAT_MNHN_P","P04556708","PreservedSpecimen",NA,NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04556708' target='other'> <mi>dwc_moreinfo</mi></a>","S.N.",NA,NA,NA,NA,NA,"Peru",". Peru","hb","P04556708","P04556708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:18:26-03","UFPR","UPCB","31364","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Cacto colunar, 8m, cada costela com 9,5 x 4,0cm, flor rósea..","Oliveira, H.F.","325","1996","01","28",NA,"Brasil","São Jorge",NA,NA,NA,NA,"Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Oliveira, H.F.",NA,NA,"46557","auto",NA,"1996","01",NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","1441882","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"Anonymous","Anonymous s.n.","1893","9","16","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1441883","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"George Engelmann","Engelmann 14034",NA,NA,NA,"South America","Peru","Haage & Schmidt mis 1873.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2013-05-20 05:33:00-03","MO","MOBOT","1441891","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"J.J. Bernhardi","Bernhardi 124","1830","7",NA,"South America","Chile",NA,NA,NA,NA,NA,"Valparaiso","Valparaiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1441898","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"Anonymous","Anonymous 57/98","1906","11","9","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2013-08-23 04:12:00-03","MO","MOBOT","1441945","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"W.G. Herter","Herter 6803","1936","2","6","South America","Uruguay","San Jose, Paso del Bote",NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1441949","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"John A. Shafer","Shafer 115","1917","3","6","South America","Argentina","Concordia, Entre Rios",NA,NA,NA,NA,"Entre Ríos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1441951","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"Eduard F. Poeppig","Poeppig 97","1826",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2018-04-27 13:16:00-03","MO","MOBOT","1553512","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"José Campos de la Cruz","Campos de la Cruz 6125","1999","7","29","South America","Peru","El Almendro. Bosque secundario",NA,NA,NA,NA,"Cajamarca","Jaén","-78.8025","-5.71277","700.00000000",NA,"L. Majure & M. Arakaki (DES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1441900","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus monstrosus","DC.",NA,"William Trelease","Trelease s.n.",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,"monstrosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-22 14:17:53-03","UNESP-IBILCE","SJRP","18888","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","R Schum","Flores rosadas;","L. Madi-Ravazzi",NA,NA,NA,NA,"América do Sul","Brasil","em beira de mata do rio Tietê",NA,NA,NA,NA,"São Paulo","Novo Horizonte","-49.2200012207031","-21.4599990844727",NA,NA,"D. Zappi",NA,NA,"32394","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-09-05 16:02:14-03","UFSM","HDCF","3197","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Madeira coletada","Marchiori, J. N. C.","813","1987","07","23","América","Brasil","Gruta Linha 1",NA,NA,NA,NA,"Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,"Pontes, R.",NA,NA,"27649","auto",NA,"2013","11","19",NA,NA,NA,NA,NA,NA,NA
"79","2018-12-03 15:35:23-02","UNIOESTE","UNOP","7282","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Epífita. Cladódio grande, suculento e quadrangular.","Martinez, M.T.; Temponi, L.G.; Temponi, L.G.","144","2011","12","07",NA,"Brasil","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.",NA,NA,NA,NA,"Paraná","Céu Azul","-53.82175","-25.239833",NA,NA,"Martinez, M.T.","-53.82175","-25.239833",NA,NA,NA,"2011","12",NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-02-01 11:30:57-02","UNIOESTE","UNOP","4142","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Arbórea ca. 8m. Caule suculento, ereto, verde, seis costeado. Cálice amarelo esverdeado, pétalas alva na base e ápice rosado, anteras alvas.","Fernandes, I.Y.P.; Scarabelotto, H.; Silva, B.H.M.; Scarabelotto, H.; Silva, B.H.M.","1","2016","11","16",NA,"Brasil","Bairro São Cristóvão. Rua Castro, esquina com Rua Estilac Leal.",NA,NA,NA,NA,"Paraná","Lindoeste","-53.576099395752","-25.2600002288818",NA,NA,"Scarabelotto, H.; Fernandes, I.Y.P.",NA,NA,"14969","auto",NA,"2016","12","16",NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","53058",NA,"Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Rupícola sobre afloramento, até 1,5m de altura. Flores com tépalas externas verde-rosadas, internas alvo-esverdeadas, estames alvos e gineceu esverdeado. Muito frequente. Fotos HCL","H. C. de Lima; R. Gribel, M.R. Lemes & W. da Silva","7429","2011","11","18",NA,"Brasil","Rio Paraiba do Sul, Área da UHE Itaocara, Rodovia RJ-158, entre Batatal e Porto Marinho. Mata seca degradada",NA,"MBML053058","MBML053058",NA,"Rio de Janeiro","Itaocara","-42.218889","-21.701667","60","60","D. Zappi/2014","42W13'8","21S42'6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-15 15:29:43-03","UNESP-RC","HRCB","12062","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Arbóreas, até 6-7m alt., caules jovens com espinhos longos, maduros inermes, epiderme verde-escura ou verde amarelada, costelas 4-6, 5x1,2-1,5 cm, muito estreitas, transversalmente estriadas, mucilagi","Zappi, D.C.","187",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:29:44-03","UNESP-RC","HRCB","48682","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Afloramento rochoso, aroborescente ca. 5m, tépalas externas verdes, internas creme de ápice rosado, estames e estilete brancos.","Lombardi","6997","2007","10","23",NA,"Brasil","Reserva Biológica Municipal da Serra do Japí",NA,NA,NA,NA,"São Paulo","Jundiaí","-46.935778","-23.230444","850","850","Lombardi, J.A.","46º56'08.8W","23º13'49,6S",NA,NA,NA,"2007","11",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-15 15:29:44-03","UNESP-RC","HRCB","52062","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Cacto arborescente, com poucos espinhos, tépalas externamente avermelhadas com o centro ainda verde, internamente brancas ou rosa, estames creme, anteras marrom e estigmas creme com ápice marrom.","Santos, L.B.","530","2010","02","18",NA,"Brasil","Parque Ecológico da Pavuna",NA,NA,NA,NA,"São Paulo","Botucatu",NA,"-22.8375","750","750","Santos, L.B.","46º3040W","22º50'15S",NA,NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-15 15:29:44-03","UNESP-RC","HRCB","13902","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","planta com 2,5m de altura.","Fernandes, I.","887","1991","04","13",NA,"Brasil","Casa da Pedra",NA,NA,NA,NA,"Rio Grande do Sul","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-26 10:08:39-03","UFMA","BMA","1983","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum","Restinga.","Edmanferson de Holanda Silva, Elidio Guarçoni, Milena Salazar Ferreira & Wellen Viana Rodrigues.",NA,"2018","03","02",NA,"Brasil","direção Santo Amaro, lado direito.",NA,NA,NA,NA,"MA","Humberto de Campos","-44.801944","-2.226111",NA,NA,NA,"44°48'07W","02°13'34S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-07 11:44:07-03","FUVATES","HVAT","894","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"E. Freitas","s.n.","2002","01","13",NA,"Brasil","PCH Salto do Forqueta.",NA,"HVAT00000894",NA,NA,"Rio Grande do Sul","São José do Herval","-52.295278","-29.044167",NA,NA,"J. Bruxel","-52º17'43''W","-29º2'39''S",NA,NA,NA,"2002","01","13",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-07 11:44:07-03","FUVATES","HVAT","3153","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","colunar com cerca de 1,5 m de altura; encosta de morro tabular.","E. Freitas","s.n.","2005","03","11",NA,"Brasil","Fazenda Joaquim Paz.",NA,"HVAT00003153",NA,NA,"Rio Grande do Sul","São Francisco de Assis","-55.131111","-29.550278",NA,NA,"J. Bruxel","-55º7'52''W","-29º33'1''S",NA,NA,NA,"2008","03","11",NA,NA,NA,NA,NA,NA,NA
"89","2021-01-26 14:12:30-03","CPACT","ECT","7417","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"R.Echer; D.R.Vahl","40","2019","01","24",NA,"Brasil","Colônia Santa Ana.",NA,"ECT0007417",NA,NA,"Rio Grande do Sul","Pelotas","-52.580278","-31.469444","234","234","R.Echer","52º34'49''W","31º28'10''S",NA,NA,NA,"2019","01","25",NA,NA,NA,NA,NA,NA,NA
"90","2021-01-26 14:12:30-03","CPACT","ECT","6801","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"J.S.Theis","124","2018","10","22",NA,"Brasil","Santa Inez, propriedade em transição agroecológica.",NA,"ECT0006801",NA,NA,"Rio Grande do Sul","São Lourenço do Sul","-52.423889","-31.291389","308","308","J.Durigon","52º25'26''W","31º17'29''S",NA,NA,NA,"2019","01","07",NA,NA,NA,NA,NA,NA,NA
"91","2021-01-26 14:12:30-03","CPACT","ECT","7437","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"R.Echer","60","2019","02","07",NA,"Brasil","Assentamento Renascer.",NA,"ECT0007437",NA,NA,"Rio Grande do Sul","Canguçu","-52.590833","-31.000278","110","110","R.Echer","52º35'27''W","31º0'1''S",NA,NA,NA,"2019","02","07",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 11:53:29-03","UFPE","UFP","24726","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Anthese: 20:30-21:000, fecha 8:30-9:00.; Anthese: 20:30-21:000, fecha 8:30-9:00.","Schlindwein, C; Pinheiro, M; Milani, P; Sclumpherger, B","779","1996","01","01",NA,"Brasil",NA,NA,"UFP024726",NA,NA,"Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"Schlindwein, C",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 11:53:29-03","UFPE","UFP","16889","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.","Arbusto rasteiro, em grandes populações; flores grandes, alvas, vistosas, abrindo-se no início da manhã.; Arbusto rasteiro, em grandes populações; flores grandes, alvas, vistosas, abrindo-se no início da manhã.","Siqueira-Filho, JA; Baracho, GS","428","1996","11","23",NA,"Brasil",NA,NA,"UFP016889",NA,NA,"Rio Grande do Norte","Natal","-35.209444","-5.795",NA,NA,"Rocha, EA","-35.209444","-5.795",NA,NA,NA,"1996","12","03",NA,NA,NA,NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","764812","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","peruvianus","Cereus peruvianus","Mill.",NA,"Collector unknown","115","1917","3","6","South America","Argentina",NA,NA,NA,NA,NA,"Entre Ríos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","1065997","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","peruvianus","Cereus peruvianus","Mill.",NA,"A. Wetmore","846","1920","12","29","South America","Argentina",NA,NA,NA,NA,NA,"La Pampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","1930272","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","peruvianus","Cereus peruvianus","Mill.",NA,"H. H. Bartlett","21399","1944","1","21","South America","Uruguay",NA,NA,NA,NA,NA,"Rocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","73379","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Cereus","peruvianus","Cereus peruvianus","Mill.",NA,"Collector unknown","s.n.",NA,NA,NA,"South America","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"98","2019-11-13 11:17:17-03","USP","SPF","80974","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Zappi, DC","187","1989","08","06",NA,"Brasil","Estrada Mal. Rondon, entre Cabreúva e Itu.",NA,"SPF00080974",NA,NA,"São Paulo",NA,NA,NA,NA,NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
