"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","class","infraspecificEpithet","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","dayIdentified","individualCount"
"47","2021-03-15 18:28:49-03","USP","SPF","209413","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Antar, GM; Antar, HP","109","2012","09","03",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia MG 010, Santana do Riacho-Conceição do Mato Dentro, km 130.",NA,"Subarbusto ca. 40 cm alt. Sépalas vináceas, pétalas e filetes rosados e anteras amareladas.","SPF00209413",NA,"1339","1339","Santana do Riacho","-43.506694","-19.232389",NA,NA,"Antar, GM","2012",NA,NA,"09","-43.506694","-19.232389",NA,NA,NA,NA
"48","2019-11-13 11:25:45-03","USP","SPF","42172","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Kral, R","72963","1985","07","31",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00042172",NA,"1300","1300",NA,NA,NA,NA,NA,"Romero, R","1999",NA,NA,"01",NA,NA,NA,NA,NA,NA
"49","2015-03-07 08:55:24-03","F","FMNH-SEEDPLANTS","V0151061F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","cipoana","Microlicia cipoana",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151061F","V0151061F_01",NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-04 19:01:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"51","2015-03-07 08:55:25-03","F","FMNH-SEEDPLANTS","V0151096F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0151096F","V0151096F_01",NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-01-23 10:11:41-02","F","FMNH-SEEDPLANTS","V0360349F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0360349F","V0360349F_01",NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"53","2020-11-04 17:29:46-03","UEM","HUEM","29805","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Romero, R; Versiane, AFA; Fontelas, JC; Vital, LP; Contro, FL","8616","2015","07","30",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Cardeal Mota-Conceição do M, ca. 2Km após o trevo para Morro do Pilar, km 125",NA,"Campo areno-pedregoso; subarbusto cespitoso; ca. 0,5m de alt.; hipanto de coloração verde; corola de coloração magenta; anteras maiores de coloração vinho e menores de coloração amarela; frutos de coloração marrom; frequente no loc","HUEM000014582","HUEM000014582",NA,NA,NA,"-43.509444","-19.233889",NA,NA,NA,NA,NA,NA,NA,"-43.509444","-19.233889",NA,NA,NA,NA
"54","2020-06-01 13:10:49-03","UFU","HUFU","27102","S","Plantae",NA,NA,"Melastomataceae","Microlicia","cipoana","Microlicia cipoana","Hoehne","Barreto, M.","7011","1933","08","24",NA,"Brasil","Minas Gerais","Serra do cipó, Km 133, estrada do Pilar.",NA,"Flor violácea.; Campo.","HUFU00064796","HUFU00064796",NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"Hoehne, F.C.",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-06-01 13:10:49-03","UFU","HUFU","27103","S","Plantae",NA,NA,"Melastomataceae","Microlicia","cipoana","Microlicia cipoana","Hoehne","Barreto, M.","7013","1933","08","24",NA,"Brasil","Minas Gerais","Serra do cipó, Km 140, estrada do Pilar.",NA,"Arbusto, ca. 0,4 m. Flor violácea.; Campo.","HUFU00064795","HUFU00064795",NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"Barreto, M.",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-06-01 13:10:49-03","UFU","HUFU","27099","S","Plantae",NA,NA,"Melastomataceae","Microlicia","cipoana","Microlicia cipoana","Hoehne","Barreto, M.","7012","1933","08","06",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Conceição.",NA,"Arbusto, ca. 0,5 m. Flor violácea,; Campo.","HUFU00064797","HUFU00064797",NA,NA,"Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"Barreto, M.",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-06-01 13:10:50-03","UFU","HUFU","38742","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Romero, R.; Nakajima, J.N.","5977","2011","03","25",NA,"Brasil","Minas Gerais","Lavras Novas, Serra do Trovão, próximo à entrada de Lavras Novas.",NA,"Subarbusto, ca. 0,6 m alt. Frutos esverdeados.; Campo litólico.","HUFU00064800","HUFU00064800",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"Romero, R.","2012","44599","auto","06",NA,NA,NA,NA,NA,NA
"58","2020-06-01 13:10:50-03","UFU","HUFU","38737","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Romero, R.; Nakajima, J.N.","6089","2001","03","31",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro da Mata, Km 172. 20km do trevo.",NA,"Subarbusto, ca. 0,3 m. Corola magenta, anteras maiores vinho, menores amarelas, apêndiec do conectivo amarelo.; Campo rupestre, solo litólico.","HUFU00064794","HUFU00064794","1325","1325","Diamantina","-43.814167","-18.300278",NA,NA,"Romero, R.","2005",NA,NA,"01","-43.814167","-18.300278",NA,NA,NA,NA
"59","2020-06-01 13:10:50-03","UFU","HUFU","70234","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Antar, G.M.; Antar, H.P.","109","2012","09","03",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia MG 010, Santana do Riacho-Conceição do Mato Dentro. Km 130.",NA,"Subarbusto co. 40 cm alt. Sépalas vináceas, pétalas e filetes rosados e anteras amareladas.; Solo arenoso-pedregoso.","HUFU00064798","HUFU00064798","1339","1339","Santana do Riacho","-43.506667","-19.226944",NA,NA,"Antar, G.M.","2012",NA,NA,"09","-43.506667","-19.226944",NA,NA,NA,NA
"60","2020-06-01 13:10:50-03","UFU","HUFU","70649","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Romero, R.; Versiane, A.F.A.; Fontelas, J.C.; Vital, L.P. & Contro, F.L.","8616","2015","07","30",NA,"Brasil","Minas Gerais","Serra do cipó, Rodovia Cardeal Mota- Conceicão do Mato Dentro, ca. 2 Km após o trevo para Morro do Pilar, Km 125.",NA,"Subarbusto cespitoso, ca. 0,5 m alt. Hipanto verde; corola magenta; anteras maiores vináceas, menores amarelas. Frutos castanhos. Frequente no local.; Campo areno-pedregoso.","HUFU00064799","HUFU00064799","1295","1295",NA,"-43.509444","-19.233889",NA,NA,NA,NA,NA,NA,NA,"-43.509444","-19.233889",NA,NA,NA,NA
"61","2020-11-27 11:34:08-03","UFU","HUFU","73593","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Faria, J.E.Q.; Otoni, T.J.O.","5487","2016","03","15",NA,"Brasil","Minas Gerais","Margem da estrada para Conselheiro Mata.",NA,"Subarbusto, ca. 0,7 m alt., flores com pétalas magenta, estames com conectivos amarelos, anteras vináceas e amarelas.; Campo sujo em borda de cerrado rupestre.","HUFU00072701",NA,NA,NA,"Diamantina","-43.879722","-18.310556",NA,NA,NA,NA,NA,NA,NA,"-43.879722","-18.310556",NA,NA,NA,NA
"62","2020-11-27 11:34:08-03","UFU","HUFU","77452","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Paiva, J.A.M.; Souza, J.A.M. & Silva, S.H.A.","1821","2018","08","07",NA,"Brasil","Minas Gerais","Parque Nacional Serra do Cipó, Cardeal Mota.",NA,"Subarbusto, 0,4m. Flor rosa. Frutos castanhos.; Campo rupestre quartizítico.","HUFU00075097",NA,NA,NA,"Santana do Riacho","-43.526111","-19.265278",NA,NA,"Romero, R.","2018",NA,NA,"11","-43.526111","-19.265278",NA,NA,"27",NA
"63","2020-06-01 13:10:50-03","UFU","HUFU","38834","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Mendes-Magalhães.","1636","1942","01","18",NA,"Brasil","Minas Gerais","Alto da Serra de Lavras Novas",NA,"Arbusto. Flor rosa.; Campo arenoso.","HUFU00064793","HUFU00064793",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"Romero, R.","2005","44599","auto","01",NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Gardner, G","4639",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Netto, LSM","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","St.-Hil, A","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"prope Ponte Alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans latifolia","Cogn.","Vauthier, AC","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraes",NA,"Var. B; DESC: Var. B",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans latifolia","Cogn.","Vauthier, AC","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraes",NA,"Var. B; DESC: Var. B",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-08-22 09:01:40-03","CAS","CAS-BOT","398371","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9613","2009","2",NA,"South America","Brazil","Minas Gerais","Municipio Diamantina. Cadeia do Espinhaço. 4 km west of Hwy MG-220 along the south side of road to Conselheiro Mata.",NA,"Shrub to 0.7 m tall. Petals magenta. Large anthers red with a white rostrum. Small anthers and appendages yellow. Local.",NA,NA,"1409",NA,NA,"-43.71281","-18.2763","Magnoliopsida",NA,"R. Pacifico",NA,NA,NA,NA,"43.71281° W","18.2763° S",NA,NA,NA,NA
"70","2017-04-10 15:24:20-03","CAS","CAS-BOT","328266","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9204","2005","9",NA,"South America","Brazil","Minas Gerais","Serra do Cipó. About 23-24 km from the bridge over the Rio Cipó on the road from Serra do Cipó (formerly Cardeal Mota), about 38 km S of Conceição do Mato Dentro on a temporary detour road while the main Serra do Cipó/Conceição road was being paved.",NA,"Shrub to 0.5 m tall. Filaments, style, and pedoconnective red-pink. Large anthers pink turning black-brown with a white tip. Appendages of large anthers white at base, yellow distally. Leaves sessile and erect with the adaxial surface ± concave. photo. Small anthers and appendages yellow, the apical part brown, the rostrum white.",NA,NA,"1260",NA,"Municipio of Santana do Riacho","-43.5118598938","-19.2470245361","Magnoliopsida",NA,"R. Pacifico",NA,NA,NA,NA,"43°30'42.7W","19°14'49.3S",NA,NA,NA,NA
"71","2019-11-21 10:10:22-03","IBt","SP","38618","S","Plantae",NA,NA,"Melastomataceae","Microlicia","cipoana","Microlicia cipoana","Hoehne","Mello Barreto","7011","1933","08","24",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 133, estrada do Pilar. Campo, nas pedras",NA,"Muito frequente. Arbusto 0,50 m. Flor violáceo púrpura","SP001195","SP001195",NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"Hoehne, FC","1938","19939","auto",NA,NA,NA,"Syntype",NA,NA,NA
"72","2021-02-25 09:38:42-03","IBt","SP","1287","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Gardner","4639",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:10:22-03","IBt","SP","204638","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Kral, R; Lopes, EA; Lima, E","72963","1985","07","31",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 132",NA,NA,NA,NA,"1300","1300","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"Romero, R","1999","60318","auto","01",NA,NA,NA,NA,"20",NA
"74","2019-11-21 10:10:22-03","IBt","SP","143043","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Joly, AB; Semir, J","CFSC3183","1972","08","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,NA,NA,NA,NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"Pacífico, RB","2016","31264","auto","05",NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:10:22-03","IBt","SP","216648","S","Plantae",NA,NA,"Melastomataceae","Microlicia","elegans","Microlicia elegans","Naudin","Semir, J; Pirani, JR; Henrique, MC; Wanderley, MGL","CFSC5550","1979","08","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 138 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro",NA,NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"Pacífico, RB","2016","26557","auto","05",NA,NA,NA,NA,NA,NA
