"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"51","2020-09-12 05:00:02-03","US","US","2901778","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","R. M. King & F. Almeda","8288","1980","1","24","South America - Neotropics","Brazil","Goiás",NA,"Brasil: Goias, Chapada dos Veadeiros, 33 km N of Alto Paraiso",NA,NA,"1219",NA,NA,NA,"US01631309","US01631309_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"52","2020-09-02 16:21:20-03","Cenargen","CEN","95286","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","aff. stoechas","Lessingianthus aff. stoechas","(Mart. ex Baker) H.Rob.","Marcelo Fragomeni Simon","2680","2016","01","31",NA,"Brasil","GO","CAVALCANTE","22 km N de Cavalcante em direção à Serra do Tombador.","-47.485277","-13.626944","1190","1190","Unicata","Subarbusto crescendo de xilopódio. Flores lilases. Ocasional. Campo queimado há 2 meses.","CEN00095286","CEN00095286","J. B. Bringel","2016","01",NA,"-47.485277","-13.626944",NA,NA,NA,NA,NA,"1"
"53","2020-09-02 16:21:49-03","Cenargen","CEN","39053","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","stoechas","Vernonia stoechas","Mart. ex Baker","Luiz Roth","1355","1953","06","15",NA,"Brasil","MG","NOVA LIMA","Serra do Curral.","-43.8466987609863","-19.9855995178223",NA,NA,"Exsicatas","Arbusto do alto da serra , sobre canga. Doação Herbário do Centro de Ensino Superior - Juiz de Fora - Minas Geraias.","CEN00039053","CEN00039053",NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,"1"
"54","2019-10-07 09:11:39-03","UEFS","HUEFS","54439","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Roth, P.L.","1355","1953","06","15",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"HUEFS0054439","HUEFS0054439","N.Roque","2003","11",NA,NA,NA,"29211","auto","Asteranae",NA,NA,NA
"55","2020-04-29 16:29:34-03","UFVJM","HDJF","5713","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Chaves, DA; Silva, JFG; Gonçalves, MF","288","2014","03","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno","-43.79995","-17.91535","1308","1308",NA,NA,"HDJF005713",NA,"Chaves, DA","2014","07","29","-43.79995","-17.91535",NA,NA,NA,NA,NA,NA
"56","2020-04-29 16:29:34-03","UFVJM","HDJF","6853","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Faria, JEQ","7919","2017","06","18","Southern America","Brasil","Minas Gerais","Diamantina","Margem da rodovia para Conselheiro Mata, ca. de 9km do asfalto","-43.745556","-18.293333","1319","1319",NA,NA,"HDJF006853",NA,"Faria, JEQ","2017","06",NA,"-43.745556","-18.293333",NA,NA,NA,NA,NA,NA
"57","2020-04-29 16:29:34-03","UFVJM","HDJF","6710","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Faria, JEQ; Chaves, DA","7772","2017","06","01","Southern America","Brasil","Minas Gerais","Diamantina","Área do Campus JK da UFVJM, próximo à nascente do Córrego Soberbo","-43.556667","-18.199722","1337","1337",NA,NA,"HDJF006710",NA,"Faria, JEQ","2017","06",NA,"-43.556667","-18.199722",NA,NA,NA,NA,NA,NA
"58","2020-04-29 16:29:34-03","UFVJM","HDJF","5570","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Chaves, DA; Gonçalves, MF","24","2013","08","12","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, passando pela casa de apoio, sentido Curimataí","-43.801167","-17.915817","1309","1309",NA,NA,"HDJF005570","HDJF005570_01","Chaves, DA","2014","07","29","-43.801167","-17.915817",NA,NA,NA,NA,NA,NA
"59","2020-04-29 16:29:34-03","UFVJM","HDJF","6697","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Faria, JEQ; Chaves, DA","7759","2017","06","01","Southern America","Brasil","Minas Gerais","Diamantina","Área do Campus JK da UFVJM, próximo à nascente do Córrego Soberbo","-43.563333","-18.205833","1336","1336",NA,NA,"HDJF006697",NA,"Faria, JEQ","2017","05",NA,"-43.563333","-18.205833",NA,NA,NA,NA,NA,NA
"60","2019-11-01 14:54:10-03","UnB","UB","126605","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Irwin, HS","20506","1968","02","19","Southern America","Brasil","Minas Gerais",NA,"Km 135 (ca. 150km N of Belo Horizonte)",NA,NA,"1250","1250",NA,"Heads magenta.; Strictly erect herb 0,3m.; CAmpo and gallery margin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 14:54:10-03","UnB","UB","195085","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","7979","2010","10","28","Southern America","Brasil","Goiás","Cavalcante","Reserva Particular do Patrimônio Natural Serra do Tombador","-47.801167","-13.666833",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,"-47.801167","-13.666833",NA,NA,NA,NA,NA,NA
"62","2019-11-01 14:54:10-03","UnB","UB","195189","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","7840","2010","03","22","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional Chapada dos Veadeiros","-47.686611","-14.128944",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,"-47.686611","-14.128944",NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:54:10-03","UnB","UB","206971","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Chaves, DA; Gonçalves, MF","24","2013","08","12","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, passando pela casa de apoio, sentido Curimataí","-43.801167","-17.915817","1309","1309",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","2014","07","29","-43.801167","-17.915817",NA,NA,NA,NA,NA,NA
"64","2019-11-01 14:54:10-03","UnB","UB","207234","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Chaves, DA; Silva, JFG; Gonçalves, MF","288","2014","03","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno","-43.79995","-17.91535","1308","1308",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","2014","07","29","-43.79995","-17.91535",NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:54:10-03","UnB","UB","25728","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Irwin, HS","32173","1971","03","19","Southern America","Brasil","Goiás",NA,"Ca. 20km N of Alto Paraíso",NA,NA,"1250","1250",NA,"Subshrub 0,35m. Heads lilac-magenta; Campo. Gallery forest and adjacnt wet campo (brejo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 14:54:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Gates; Estabrook","104","1979","02","03","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros, 4 Km NE of road, 16 Km by road N of Alto Paraíso","-47","-14","1600","1600",NA,"Erect unbranched herb of several stalks from woody rootstock, 30 cm petals purple, anthers maroon, style white, stigma purple, sensonally wtet sandy field; Wet campo and sand soil",NA,NA,NA,NA,NA,NA,"-47","-14",NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:54:10-03","UnB","UB","25725","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","King, RM","8834","1981","02","07","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","12-20 km N de Alto Paraíso, Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Flowers purple; In wet meadow",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"68","2019-11-01 14:54:10-03","UnB","UB","25726","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","King, RM","8288","1980","01","24","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","33 km N de Alto Paraíso, Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Strict suffrutescent herb. Florets and style branches purple",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"69","2019-11-01 14:54:10-03","UnB","UB","25727","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Irwin, HS","12430","1966","02","09","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros, ca. 20km W of Veadeiros",NA,NA,"1000","1000",NA,"Erect herb 0,35m. Heads magenta; Creek margin, among rocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 14:54:10-03","UnB","UB","25724","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Barroso, GM","526","1968","12","21","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242","1800","1800",NA,"Subarbusto não ramificado 0,3-0,4m. Flores purpúreas; Brejo",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"71","2019-11-01 14:54:10-03","UnB","UB","35424","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Bringel, JBA","83","2004","02","04","Southern America","Brasil","Goiás","Cavalcante","Estrada para o povoado Kalunga, chefe Cirilo","-47.4583015441895","-13.7974996566772",NA,NA,NA,"Erva ereta. Flor roxa; Campo sujo",NA,NA,NA,NA,NA,NA,NA,NA,"92497","auto",NA,NA,NA,NA
"72","2019-08-08 09:59:15-03","UFU","HUFU","79365","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Fontelas, J.C.; Godoi, M.V.S.; Bertolini, M.A. & Brito, R.S.","201","2019","04","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, MG-220, próximo ao eucalipto","-43.7375","-18.291944","1265","1265",NA,"Arbusto ca. 50cm, brácteas involucrais verdes, corola lilás; Campo rupestre","HUFU00076840",NA,"Nakadiwa, D.N.","2019","06",NA,"-43.7375","-18.291944",NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:08:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","stoechas","Vernonia stoechas","Mart. ex Baker","Martius, C","s.n.",NA,NA,NA,NA,"?",NA,NA,"Habitat in campis altis Serro Frio prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P06P2N0013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:08:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","stoechas","Vernonia stoechas","Mart. ex Baker","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in campis altis Serro Frio prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P06P2N0013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:36:34-03","UFRGS","ICN","194232","S","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H. Rob.","Munhoz, CBR; Eugenio, CUO; Melo, TRB","7840",NA,NA,NA,"América do Sul","Brasil","GO","Alto Paraíso de Goiás","Parque Nacional Chapada dos Veadeiros, Vereda.","-47.686667","-14.128889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.686667","-14.128889",NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:00:55-03","IBt","SP","195124","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Gates, B; Estabrook","104","1979","02","03",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, 4 km NE of road, 16 km by road N of Alto Paraíso","-47","-14","1600","1600",NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14","-47","-14",NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:00:55-03","IBt","SP","43705","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Mello Barreto","10880","1940","07","28",NA,"Brasil","Minas Gerais","Betim","Serra do Rola Moça, Divisas entre Betim e Brumadinho","-44.198299407959","-19.9678001403809","1450","1450",NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"15199","auto",NA,NA,NA,NA
"78","2019-11-21 10:00:55-03","IBt","SP","162560","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Mantovani, W","106","1979","07","26",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","1995","05","19",NA,NA,"31264","auto",NA,NA,NA,NA
"79","2019-11-21 10:00:55-03","IBt","SP","143834","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2297","1972","05","28",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"31264","auto",NA,NA,NA,NA
"80","2019-11-21 10:00:55-03","IBt","SP","143822","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F; Giulietti, AM","CFSC1697","1972","04","16",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina, a 10 km da Pensão Chapéu do Sol","-43.7449989318848","-19.513599395752","1020","1020",NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"31264","auto",NA,NA,NA,NA
"81","2019-11-21 10:00:55-03","IBt","SP","143542","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","CFSC4052","1973","04","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"31264","auto",NA,NA,NA,NA
"82","2019-11-21 10:00:55-03","IBt","SP","143601","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Joly, AB; Semir, J; Ugadim, Y","CFSC32","1970","06","05",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752","1150","1150",NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"31264","auto",NA,NA,NA,NA
"83","2019-11-21 10:00:55-03","IBt","SP","143545","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Joly, AB; Semir, J; Ugadim, Y","CFSC112","1970","06","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 116 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752","1175","1175",NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"31264","auto",NA,NA,NA,NA
"84","2019-11-21 10:00:55-03","IBt","SP","356367","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","stoechas","Lessingianthus stoechas","(Mart. ex Baker) H.Rob.","Roth, L","1355","1953","06","15",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R","2016","07","14",NA,NA,"29211","auto",NA,NA,NA,NA
