"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"44","2020-02-08 09:14:30-03","NBC","NL-BOTANY","WAG.1042214","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hatschbach GG",NA,"1976","07","Southern America","Brazil",NA,"Rio Corumba (mun. Ipameri) Goias.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1042214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1042214","NL-WAG1042214","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 09:14:30-03","NBC","NL-BOTANY","WAG.1042215","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Breteler FJ",NA,"1965","01","Southern America","Venezuela",NA,"Venezuela. State of Barinas. Near Barinitas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1042215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1042215","NL-WAG1042215","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 09:14:30-03","NBC","NL-BOTANY","WAG.1042216","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Breteler FJ",NA,"1965","01","Southern America","Venezuela",NA,"Venezuela. State of Barinas. Near Barinitas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1042216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1042216","NL-WAG1042216","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-11-04 11:10:20-03","ESALQ","ESA","46842","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","Benth.",NA,"Hoehne, W.",NA,"1947","03",NA,"Brasil","São Paulo",NA,NA,NA,"ESA046842","ESA046842","23","Jales","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA
"48","2020-11-04 11:10:20-03","ESALQ","ESA","46841","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata",NA,NA,"Hoehne, W.",NA,"1947","03",NA,"Brasil","São Paulo",NA,NA,NA,"ESA046841",NA,"23","Jales","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA
"49","2021-01-14 15:30:13-03","MN","R","66849","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"s.col.",NA,NA,NA,NA,"Cuba","Habana",NA,NA,"Herbarium de Cuba. Estacion Central Agronomica 2411.",NA,NA,NA,"Santiago de las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:30:13-03","MN","R","8604","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Glaziou, A.F.M.","14673 a","1871","04",NA,"Brasil","Minas Gerais","Barbacena",NA,"Plantas do Brasil Central","R000008604","R000008604_001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:30:13-03","MN","R","21671","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Malme, G.O.A.","1895","1902","06",NA,"Brasil","Mato Grosso",NA,NA,"Herb. Brasil Regnell. Musei bot Stockholm. Plantae Itineris Regnelliani II di.",NA,NA,"30","Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA
"52","2021-01-14 15:30:13-03","MN","R","54095","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Palacios, M. A.; Balegno, B. & Cuezzo, A. R.","3746","1948","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"28","Belo Horizonte","-43.937801361084","-19.9207992553711","Burkart, A.E.",NA,NA,"1958",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"53","2021-01-14 15:30:13-03","MN","R","33766","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Magalhães, G.M.","53","1940","01",NA,"Brasil","Minas Gerais",NA,NA,"Jardim Botânico de Belo Horizonte 30699.",NA,NA,"05","Belo Horizonte","-43.937801361084","-19.9207992553711","Mello Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"54","2021-01-14 15:30:13-03","MN","R","33765","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Mello Barreto, H.L.","10331","1939","12",NA,"Brasil","Minas Gerais",NA,NA,"Jardim Botânico de Belo Horizonte 30107.",NA,NA,"15","Belo Horizonte","-43.937801361084","-19.9207992553711","Mello Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"55","2021-01-14 15:30:13-03","MN","R","33178","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Mello Barreto, H.L.","5418","1933","02",NA,"Brasil","Minas Gerais",NA,NA,"Jardim Botanico de Bello Horizonte 3843.",NA,NA,"13","Belo Horizonte","-43.937801361084","-19.9207992553711","Mello Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"56","2021-01-14 15:30:13-03","MN","R","130949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Williams, L.O.; Assis, V.","6426","1945","03",NA,"Brasil","Minas Gerais","Morro das Pedras",NA,NA,NA,NA,"27","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"1100","1100",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"57","2019-02-22 11:46:58-03","IPA","IPA","61192","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Silva, L.F.; Lira, S.S.; Oliveira, M.; Rodrigues, E.; Villarouco, F.M.O.; Lira, S.S.; Oliveira, M.; Rodrigues, E.; Villarouco, F.M.O.","58","1995","09","Southern America","Brasil","Pernambuco","Reserva Municipal de Bonito, Solo argilo-arenoso; vegetação arbustiva arbórea aberta",NA,"TRepadeira; folhas pilosas; corola amarela; gineceu com estilete; estigma creme; androceu com filete creme e anteras amarelas; frutos imaturos verdes","IPA0061192",NA,"18","Bonito","-35.070694","-8.494444","Queiroz, L.P. de","444","444","2006","05","-35.070694","-8.494444",NA,NA,NA,NA,NA,NA,NA
"58","2019-02-22 11:46:58-03","IPA","IPA","12880","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Andrade-Lima","61-3959","1961","10","Southern America","Brasil","Pernambuco",NA,NA,"Cipó ramando sobre ervas e subarbustos","IPA0012880",NA,"08","Bom Conselho","-36.6796989440918","-9.16971969604492","Andrade-Lima; Rocha, G.",NA,NA,"1968","11",NA,NA,"07","25241","auto",NA,NA,NA,NA
"59","2019-02-22 11:46:58-03","IPA","IPA","12064","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Andrade-Lima","59-3389","1959","11","Southern America","Brasil","Pernambuco","Engenho Riachão",NA,"Cipozinho sobre arbusto. Flores amarelo-esverdeadas; dorso das folhas esbranquiçadas","IPA0012064",NA,"01","Bezerros","-35.7969017028809","-8.23332977294922","Andrade-Lima; Rocha, G.",NA,NA,"1968","11",NA,NA,"07","25699","auto",NA,NA,NA,NA
"60","2019-02-22 11:46:58-03","IPA","IPA","66152","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Cano, O.","22","2003","11","Southern America","Brasil","Pernambuco","Alto da igrejinha, na subida antes da igreja. Altitude entre 600 m (na igrejinha) e 740 m (no lajeiro). Ambiente de campo rupestre.",NA,"Cipó ramando sobre outras plantas. flores amarelas.","IPA0066152",NA,"07","Bonito","-35.7285995483398","-8.47027969360352","Cano, O.",NA,NA,"2004","04",NA,NA,NA,"20932","auto",NA,NA,NA,NA
"61","2019-02-22 11:46:58-03","IPA","IPA","66351","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Cano, O.; et al.; et al.","22","2003","11","Southern America","Brasil","Pernambuco","Na subida, antes da igrejinha, estrada de terra vermelha.",NA,"Cipó ramando sobre outras plantas, flores amarelas","IPA0066351",NA,"07","Bonito","-35.7285995483398","-8.47027969360352","Cano, O.",NA,NA,"2004","04",NA,NA,"01","20932","auto",NA,NA,NA,NA
"62","2019-02-22 11:46:58-03","IPA","IPA","26036","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Andrade-Lima","716602","1971","10","Southern America","Brasil","Pernambuco","Brejo dos Cavalos, Na capoeira",NA,"sobre arbustos. Flor amarelo-claro","IPA0026036",NA,"28","Caruaru","-35.9761009216309","-8.28332996368408","Maia Filho, M.A.",NA,NA,"1982","08",NA,NA,"10","35136","auto",NA,NA,NA,NA
"63","2019-07-26 11:40:30-03","IPA","IPA","60564","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Hoehne, W.","60564","1947","03","Southern America","Brasil","São Paulo",NA,NA,"Volúvel, flores amarelas","IPA0060564",NA,"23","Jales","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA
"64","2020-12-20 21:17:43-03","UFV","VIC","28486","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1979","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Trepadeiras, flores amarelas.","VIC028486","VIC028486","18","Ouro Preto","-43.5080986022949","-20.2875003814697","Badini, J.",NA,NA,"1979","04",NA,NA,"18","44599","auto",NA,NA,NA,NA
"65","2020-12-20 21:17:43-03","UFV","VIC","28329","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.; Garcia, F.C.P.","198","2004","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Trepadeiras, flores amarelas. Frutos jovens verdes, em campo rupstre sobre filito.","VIC028329","VIC028329","18","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2004","03",NA,NA,"18","44599","auto",NA,NA,NA,NA
"66","2020-12-20 21:17:43-03","UFV","VIC","28485","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.","106","2002","02",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Trepadeiras, flores amarelas. filito.","VIC028485","VIC028485","05","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2002","02",NA,NA,"10","44599","auto",NA,NA,NA,NA
"67","2020-12-20 21:17:43-03","UFV","VIC","28327","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Garcia, F.C.P.; Dutra, V.F.","203","2004","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Trepadeiras , flores amarelas, em frutificação, frutos verdes e maduros.","VIC028327","VIC028327","18","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2004","03",NA,NA,"18","44599","auto",NA,NA,NA,NA
"68","2020-12-20 21:17:43-03","UFV","VIC","28304","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.; et al.","172","2004","01",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Trepadeira , corola amarela, sobre filito.","VIC028304","VIC028304","22","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2004","01",NA,NA,"22","44599","auto",NA,NA,NA,NA
"69","2019-11-21 14:37:07-03","UFJF","CESJ","2218","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"L. Roth","CESJ2218","1953","02","América do Sul","Brasil","Minas Gerais","Fazenda Borda do Campo",NA,"Erva voluvel, flores amarelas.","CESJ002218",NA,"12","Antônio Carlos","-43.7467002868652","-21.3180999755859","G.Magalhães",NA,NA,NA,NA,NA,NA,NA,"30131","auto",NA,NA,NA,NA
"70","2019-11-21 14:37:07-03","UFJF","CESJ","11495","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"L. Krieger","CESJ11495","1972","02","América do Sul","Brasil","Minas Gerais","Serra da Mantiqueira",NA,"Cipó, regular, volúvel, flores amarelas, planta inteira pilosa. Há frutos maduros.","CESJ011495",NA,"07","Antônio Carlos","-43.7467002868652","-21.3180999755859","A.Luiz",NA,NA,"1976","11",NA,NA,"23","30131","auto",NA,NA,NA,NA
"71","2021-03-01 16:31:15-03","UNICAMP","UEC","156983","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Kinoshita, LS; Bordon, NG; Brito, VLG; Cangani, KG; Galvão, JC; et al.","11-145","2011","02",NA,"Brazil","Minas Gerais","Serra da Canastra, Fazenda Vale do Céu, trilha do macaco.",NA,"Liana, cálice verde, corola: estandarte e alas amarelas e quilha esbranquiçada.; Mata estacional Semi-decídula e Cerrado.","UEC015264","UEC015264","19","Delfinópolis","-46.540278","-20.488889","Bezerra, LMPA",NA,NA,"2016","11","-46.540278","-20.488889","09",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:31:15-03","UNICAMP","UEC","202263","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","107","2012","03",NA,"Brazil","São Paulo","Bairro paiol Velho - Estrada Sta Clara Pirapora",NA,"Subarbusto escandente. Flores amarelas, já senescendo.","UEC189680","UEC189680","25","Jundiaí","-46.898611","-23.267222","Reis, TR","864","864","2012","08","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:31:15-03","UNICAMP","UEC","202264","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","108","2012","03",NA,"Brazil","São Paulo","Bairro Paiol Velho - Estrada Sta Clara Pirapora.",NA,"Subarbusto escandente. Flores amarelas e frutos verdes (imaturos) e marrons (maduros).","UEC189681","UEC189681","25","Jundiaí","-46.898611","-23.267222","Reis, TR","864","864","2012","10","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA
"74","2020-02-10 17:53:06-03","UNICAMP","UEC","8966","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Gibbs, PE; Andrade, JB; R, Abbott","5122","1977","05",NA,"Brazil","Minas Gerais","Rodovia Montes Claros / Juramento.",NA,"flor, Trepadeira; flores amarelas.","UEC128028",NA,"15",NA,NA,NA,"Fortunato, R",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:14:50-03","UNICAMP","UEC","57465","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hage, JL; Santos, EB; Santos, JB; Brito, HS","2288","1990","08",NA,"Brazil","Bahia","Ramal a direita, a 5 km na Rodovia BA-05",NA,"fruto, Cipó de aproximadamente 2 a 3 m de altura, em cima de arbustos.","UEC128027",NA,"28","Jacobina","-40.5182991027832","-11.1806001663208","Lewis, GP",NA,NA,"1991",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"76","2020-02-10 17:53:06-03","UNICAMP","UEC","125815","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Schütz Rodrigues, R; Flores, AS","1555","2002","05",NA,"Brazil","Goiás","ca. 36,5 km após a cidade, rod. GO 139",NA,"Trepadeira, corola amarela, em borda de mata.","UEC127968",NA,"20","Caldas Novas","-48.625","-17.74169921875","Bezerra, LMPA",NA,NA,"2016","11",NA,NA,"09","36612","auto",NA,NA,NA,NA
"77","2020-11-11 16:42:18-03","UNICAMP","UEC","25859","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Tozzi, AMGA","13240","1981","08",NA,"Brazil","Minas Gerais","Fazenda São José",NA,"fruto, Subarbusto até 50 cm. Em lugar sombreado, em eucaliptal.","UEC128029",NA,"03","Jacuí","-46.7411003112793","-21.0167007446289","Tozzi, AMGA",NA,NA,"1994","11",NA,NA,NA,"16705","auto",NA,NA,NA,NA
"78","2020-02-10 17:53:06-03","UNICAMP","UEC","96655","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) A.DC.",NA,"Sacramento, AC; Souza, AC; Santos, V","153","1997","09",NA,"Brazil","Pernambuco","Reserva Ecológica da Mata Estadual de Bo",NA,"flor, Trepadeira de ca. 4m de comprimento, caule esverdeado piloso, folhas pilosas.","UEC128026",NA,"17","Bonito","-35.7285995483398","-8.47027969360352","Gomes de Lima, JE",NA,NA,"1997","10",NA,NA,NA,"20932","auto",NA,NA,NA,NA
"79","2020-02-10 17:53:06-03","UNICAMP","UEC","92795","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata","reticulata","Rhynchosia reticulata reticulata","(Sw.) A.DC.",NA,"Miranda, IS","965","1995","10",NA,"Brazil","Roraima","Fazenda Alvorada.",NA,"fruto, Arbusto, frutos verdes. Savana Arbustiva.","UEC128043",NA,"08","Normandia","-59.6227989196777","3.88110995292664","Fortunato, R",NA,NA,"1998",NA,NA,NA,NA,"114010","auto",NA,NA,NA,NA
"80","2019-08-20 10:14:50-03","UNICAMP","UEC","57465","S","Plantae","Magnoliopsida",NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hage, JL; Santos, EB; Santos, JB; Brito, HS","2288","1990","08",NA,"Brazil","Bahia","Ramal a direita, a 5 km na Rodovia BA-05",NA,"fruto, Cipó de aproximadamente 2 a 3 m de altura, em cima de arbustos.","UEC128027",NA,"28","Jacobina","-40.5182991027832","-11.1806001663208","Lewis, GP",NA,NA,"1991",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"81","2019-11-19 14:08:09-03","UFRPE","PEUFR","24782","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"E. Freire; M.C. Tschá","142","1996","07",NA,"Brasil","Pernambuco","Reserva Municipal de Bonito",NA,"Trepadeira; sépalas verdes, pétalas amarelas; fruto verde quando imaturo e castanho quando maduro","PEUFR024782",NA,"30","Bonito","-35.695833","-8.494444","A. C. S. Oliveira","444","444","2016","04","35°41'45W","8°29'40S","11",NA,NA,NA,NA,NA,NA
"82","2019-11-19 14:08:09-03","UFRPE","PEUFR","23999","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"E. Inácio; M.F.A. Lucena; M.P. Silva","185","1996","03",NA,"Brasil","Pernambuco","Reserva Municipal de Bonito",NA,"Trepadeira; flores com cálice esverdeado; pétalas amarelo-claro; fruto imaturo verde","PEUFR023999",NA,"06","Bonito","-35.695833","-8.494444","A. C. S. Oliveira","444","444","2016","04","35°41'45W","8°29'40S","11",NA,NA,NA,NA,NA,NA
"83","2019-11-19 14:08:09-03","UFRPE","PEUFR","22516","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A. Sacramento; A.C. Souza; V. Santos","153","1997","09",NA,"Brasil","Pernambuco","Reserva Ecológica da Mata Estadual de Bonito",NA,"Trepadeira ca. de 4 m de comprimento; caule esverdeado piloso; folhas pilosas","PEUFR022516",NA,"17","Bonito","-35.7285995483398","-8.47027969360352","J.E. Gomes de Lima",NA,NA,"1997","10",NA,NA,"10","20932","auto",NA,NA,NA,NA
"84","2019-11-06 09:55:38-03","UFOP","OUPR","19113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1985","03",NA,"Brasil","Minas Gerais",NA,NA,"Trepadeira. Flores amarelas",NA,NA,"23","Mariana","-43.4160995483398","-20.377799987793","Badini, J.",NA,NA,"1985","03",NA,NA,"23","33524","auto",NA,NA,NA,NA
"85","2019-11-06 09:55:38-03","UFOP","OUPR","19115","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1979","05",NA,"Brasil","Minas Gerais","Cachoeira do Campo",NA,"Beira de estrada. Volúvel. Flores amarelas",NA,NA,"17","Ouro Preto","-43.5080986022949","-20.2875003814697","Kassis, A.",NA,NA,"1979","05",NA,NA,"17","44599","auto",NA,NA,NA,NA
"86","2019-11-06 09:55:38-03","UFOP","OUPR","19112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1979","05",NA,"Brasil","Minas Gerais","Cachoeira do Campo",NA,"Beira de estrada. Volúvel. Flores amarelas",NA,NA,"17","Ouro Preto","-43.5080986022949","-20.2875003814697","Kassis, A.",NA,NA,"1979","05",NA,NA,"17","44599","auto",NA,NA,NA,NA
"87","2019-11-06 09:55:38-03","UFOP","OUPR","19114","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1980","08",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Beira de estrada. Volúvel. Flores amarelas",NA,NA,"25","Ouro Preto","-43.5080986022949","-20.2875003814697","Badini, J.",NA,NA,"1980","09",NA,NA,"01","44599","auto",NA,NA,NA,NA
"88","2019-11-06 09:55:38-03","UFOP","OUPR","19026","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.; Garcia, F.C.P.","198","2004","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Trepadeira. Flores amarelas. Frutos jovens verdes",NA,NA,"18","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2004","03",NA,NA,"18","44599","auto",NA,NA,NA,NA
"89","2019-11-06 09:55:38-03","UFOP","OUPR","19024","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.; Garcia, F.C.P.","172","2004","01",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Trepadeira. Flores amarelas",NA,NA,"22","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2004","01",NA,NA,"22","44599","auto",NA,NA,NA,NA
"90","2019-11-06 09:55:37-03","UFOP","OUPR","17742","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Badini, J.","s.n.","1979","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Beira de estrada. Volúvel. Flores amarelas",NA,NA,"18","Ouro Preto","-43.5080986022949","-20.2875003814697","Badini, J.",NA,NA,"1979","04",NA,NA,"18","44599","auto",NA,NA,NA,NA
"91","2019-11-06 09:55:37-03","UFOP","OUPR","14410","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Dutra, V.F.","106","2002","02",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo quartzítico. Erca prostrada. Flores amarelas",NA,NA,"05","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2002","02",NA,NA,"10","44599","auto",NA,NA,NA,NA
"92","2019-11-06 09:55:37-03","UFOP","OUPR","13740","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Lima, H.C.","4050","1990","12",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Volúvel sobre arbusto. Flores com cálice verde e corola amarela",NA,NA,"12","Ouro Preto","-43.5080986022949","-20.2875003814697","Dutra, V.F.",NA,NA,"2001","02",NA,NA,"15","44599","auto",NA,NA,NA,NA
