"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"142","2018-08-31 10:42:00-03","MO","MOBOT","2766159","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Alfredo F. Fuentes|Evert Cuevas|Ramiro Cuevas","Fuentes Claros 9400","2005","7","South America","Bolivia","La Paz","Parque Nacional Madidi, rio Mojos, entre Mojos y Charopampa. Bosque subandino estacional de ribera con Inga, Cecropia y Miconia. Inventario fitosociologico Madidi 56. Plantas alcoholizadas.",NA,NA,NA,NA,"4","Franz Tamayo","-68.8386111","-14.5630556","Renée Fortunato","1079.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-92","3"
"143","2020-04-29 20:46:00-03","MO","MOBOT","2836758","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","Araujo Murakami 2108","2005","10","South America","Bolivia","La Paz","Parque Nacional Madidi, Tuichi, Río San Juan, Buenahora.",NA,NA,NA,NA,"8","Franz Tamayo","-68.6519444","-14.1997222","Renée Fortunato","940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-10","4"
"144","2018-08-30 15:28:00-03","MO","MOBOT","3108620","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Efraín Suclli","Suclli Montañés 2197","2005","3","South America","Peru","Cusco","Dist. Santa Teresa. Choquequiraw, San Ignacio. Matorral",NA,NA,NA,NA,"7","La Convención","-72.5166667","-13.2166667","Renée Fortunato","3250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10"
"145","2011-03-31 12:18:00-03","MO","MOBOT","3210084","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"José Mostacero L.","Mostacero L. 2535","1991","7","South America","Peru","Amazonas","Samanga (Chachapovas-Leimebamba. Borde de carretera.",NA,NA,NA,NA,"28","Chachapoyas",NA,NA,"Fortunato","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2009-10-13 16:49:00-03","MO","MOBOT","3210984","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Marko Lewis","Lewis 37390a","1990","6","South America","Bolivia","La Paz","Estancia Chekha-- Along the road right in the village of Chekha. 7 km SW of Cajuata. Roadside weeds.",NA,NA,NA,NA,"6","Inquisivi","-67.2","-16.75","Fortunato","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2009-10-19 11:55:00-02","MO","MOBOT","3213213","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Clarence D. Johnson","Johnson 2441-82","1982","7","South America","Colombia","Cauca","2 km N Yumbo, Cali, Colombia.",NA,NA,NA,NA,"17",NA,NA,NA,"Crowder","980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2012-03-20 17:24:00-03","MO","MOBOT","3213318","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Wilmer A. Díaz","Díaz 5902","2002","1","South America","Venezuela","Monagas","Mncpio. Uracoa. Rio Uracoa. En morichal",NA,NA,NA,NA,"14",NA,"-62.7","9",NA,"50.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2012-01-05 05:03:00-02","MO","MOBOT","3213620","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"José Bono","Bono 4897","1985","6","South America","Venezuela","Táchira","La Laja, caserío Hierba Buena, carretera hacia El Páramo Dtto. Capacho.",NA,NA,NA,NA,"11",NA,NA,NA,NA,"1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2010-10-07 15:39:00-03","MO","MOBOT","3214525","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 17412","1966","6","South America","Brazil",NA,"Gallery forest, ca. 96km. S of Xavantina, Mato Grosso.",NA,NA,NA,NA,"18",NA,NA,NA,"Fortunato","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2011-02-09 08:30:00-02","MO","MOBOT","3214704","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Louis O. Williams|Vicente Assis","Williams 6076","1945","3","South America","Brazil","Minas Gerais","Near Lagoa Pampulha, Mun. of Belo Horizonte.",NA,NA,NA,NA,"8",NA,NA,NA,"Fortunato","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2008-05-27 22:02:00-03","MO","MOBOT","3214986","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"C. Allen","Allen 886","1924","12","South America","Colombia","Magdalena","Forest, Poponte, Magdalena Valley.",NA,NA,NA,NA,"27",NA,NA,NA,"Grear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-07-26 05:59:00-03","MO","MOBOT","3215321","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"F.J. Breteler","Breteler 4437","1965","1","South America","Venezuela","Barinas","Near Barinitas. Secondary regrowth.",NA,NA,NA,NA,"28",NA,NA,NA,"Liesner","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","3215719","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Felix Woytkowski","Woytkowski 6782","1961","9","South America","Peru","Lambayeque","Purculla ad Olmos.",NA,NA,NA,NA,"27",NA,NA,NA,"Grear","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2011-08-12 11:45:00-03","MO","MOBOT","3214228","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"C.A. Cid Ferreira|J. Lima|José Guedes|José Henrique Rocha Coelho","Cid Ferreira 4745","1984","6","South America","Brazil","Rondônia","Municipio de Cacoal, BR 364, rodovia Cuiaba-Porto Velho, km 234, ao Norte da cidade, morro da Torre da Embrtel. Mata de beira de estrada, solo pedregoso.",NA,NA,NA,NA,"23",NA,"-61","-11.2","Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2008-05-27 22:02:00-03","MO","MOBOT","3217355","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Miriam Colella","Colella 1467","1989","9","South America","Venezuela","Bolívar","Dtto. Sifontes, 3-12 k al SE del Campto. CVG-Las Flores. Vegetacion secundaria forestal, con parches de sabana secundarias; sobre suelos derivados de granito.",NA,NA,NA,NA,"16",NA,NA,NA,"Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-01-25 04:36:00-02","MO","MOBOT","3488358","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Luis Valenzuela G.","Valenzuela Gamarra 8736","2007","2","South America","Peru","Cusco","Distrito Vilcabamba, Oyara, Cedropata. Bosque secundario.",NA,NA,NA,NA,"19","La Convención","-72.8191667","-13.0769445","Renée Fortunato","2133.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"158","2008-05-27 22:02:00-03","MO","MOBOT","799349","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Percy Núñez V.|P. Monice","Núñez Vargas 5423","1986","7","South America","Peru","Madre de Dios","Cusco Amazónico lodge. Around pool of Tambopata, Puerto Maldonado, along road.",NA,NA,NA,NA,"1","Tambopata",NA,NA,"R. Fortunato (BAB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-12","4"
"159","2013-06-24 09:08:00-03","MO","MOBOT","81096","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Carlos E. Cerón|Miguel Cerón|Chipantasi, Segundo","Cerón Martínez 4729","1988","9","South America","Ecuador","Pichincha","Parroquia Calacalí. Reserva Geobotánica del Pululahua. Bosque húmedo Montano Bajo. Sta. Rita. La Escuela. Colecciones en chacras abandonadas.",NA,NA,NA,NA,"7",NA,"-78.5","0.08333","R. Fortunato","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-19","3"
"160","2010-01-26 09:52:00-02","MO","MOBOT","1757310","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear","Isotype","Miguel Bang","Bang 2098","1894","3","South America","Bolivia","La Paz","Yungas: Coripata",NA,NA,NA,NA,"24",NA,NA,NA,"J.W. Grear (TRT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"161","2010-01-26 09:52:00-02","MO","MOBOT","1757310","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear","Isotype","Miguel Bang","Bang 2098","1894","3","South America","Bolivia","La Paz","Yungas: Coripata",NA,NA,NA,NA,"24",NA,NA,NA,"J.W. Grear (TRT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"162","2020-08-31 09:16:20-03","INPA","INPA","108015","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"D'Arcy, WG","14270","1981","01","Southern America","Panamá","Panamá","5 km W of Las Minas on road El Toro",NA,NA,"INPA0108015","INPA0108015 INPA0108015_1 INPA0108015_1e INPA0108015_e","19","Herrera",NA,NA,"Dwyer, JD","100","100","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-08-31 09:16:20-03","INPA","INPA","121118","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Ferreira, CAC","4745","1984","06","Southern America","Brasil","Rondônia","BR364, Rod.Cuiabá-Porto Velho, km 234. EMBRATEL., BR 364, rodovia Cuiabá-Porto Velho, Km 234, ao Norte da cidade, morro da Torre da EMBRATEL",NA,NA,"INPA0121118","INPA0121118 INPA0121118_e INPA0121118_e1","23","Cacoal","-62.033333","-11.2","Barneby, RC",NA,NA,"1986",NA,"-62.033333","-11.2",NA,NA,NA,NA,NA,NA,NA
"164","2021-01-26 13:55:00-03","IMA","MAC","29121","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"D.Coelho","749","2005","07",NA,"Brasil","Alagoas",NA,NA,"Trepadeira. Inflorescência amarela.; Mata Ciliar.","MAC0029121",NA,"19","Piranhas","-37.727583","-9.635139","A.Bocage; E.Córdula","29","29","2006","10","-37.727583","-9.635139",NA,NA,NA,NA,NA,NA,NA
"165","2021-02-04 10:28:58-03","UFRPE","HST","10196","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A.M.Miranda; et al.","2966","1998","05",NA,"Brasil","Pernambuco",NA,NA,"Volúvel; caule verde; folhas membranáceas; flores amarelo-pálido; frutos imaturos verdes.","HST010196",NA,"09","Bonito","-35.7285995483398","-8.47027969360352","L.P.Queiroz",NA,NA,"2016","08",NA,NA,NA,"20932","auto",NA,NA,NA,NA
"166","2021-03-01 11:54:14-03","UFPE","UFP","52049","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(SW.) DC.",NA,"Coelho, D","749","2005","07",NA,"Brasil","Alagoas",NA,NA,"Trepadeira com infl. axilar-terminal de cor amarela, estames e estigma amarelos. Botão floral amarelo.; Trepadeira com infl. axilar-terminal de cor amarela, estames e estigma amarelos. Botão floral amarelo.","UFP052049",NA,"19","Piranhas","-37.727583","-9.635139","Córdula, E","29","29","2007","01","-37.727583","-9.635139","26",NA,NA,NA,NA,NA,NA
"167","2020-09-12 05:00:02-03","US","US","2086926","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"R. Espinosa","E 1060",NA,NA,"South America - Neotropics","Ecuador",NA,"Landangui, cerca del Rio",NA,NA,"US02348559","US02348559_01",NA,NA,NA,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"168","2020-09-12 05:00:02-03","US","US","2703480","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"J. A. Steyermark","99237","1967","7","South America - Neotropics","Venezuela","Falcon","Sierra de San Luis, entre Curimagua y la bifurcacion del camino al Hotel Parador",NA,NA,"US02348550",NA,"20",NA,NA,NA,NA,"1200","1400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"169","2020-09-12 05:00:02-03","US","US","2324165","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"-. Aristeguieta & Agostini, --","4115","1960","3","South America - Neotropics","Venezuela","Tachira","San Cristobal, Sto. Domingo",NA,NA,"US02348555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"170","2020-09-12 05:00:02-03","US","US","2086948","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"R. Espinosa","E1643",NA,NA,"South America - Neotropics","Ecuador","Loja","Orillas del Rio Malactos meridional (unos 36 km S Loja)",NA,NA,"US02348558",NA,NA,NA,NA,NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"171","2020-09-12 05:00:02-03","US","US","1561056","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"J. C. B. Mutis","4384","1760",NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,"US02348564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"172","2020-09-12 05:00:02-03","US","US","2864432","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A.C. Allem & G. Vieira","2072","1978","8","South America - Neotropics","Brazil","Goiás","BR 153 Brasilia-Belem imediacoes Mun. Jragua-Go",NA,NA,"US02348549","US02348549_01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"173","2020-09-12 05:00:02-03","US","US","3317853","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"W. Hahn & F. Grifo","4918","1988","12","South America - Neotropics","Venezuela","Portuguesa","Agua Sucia, 4-8 km on road to Las Panelas, 10 km from junction with Guanare-Barinas road",NA,NA,"US00512025",NA,"30",NA,"-69.83","9","Fortunato, R. H.","180",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"174","2020-09-12 05:00:02-03","US","US","3097460","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"C. A. Cid Ferreira, J. Lima, J. Guedes & J. Coêlho","4745","1984","6","South America - Neotropics","Brazil","Rondônia","Municipio de Cacoal, BR 364, rodovia Cuiaba-Porto Velho, km 234, ao Norte da cidade, morro da Torre da Embratel",NA,NA,"US02348544","US02348544_01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"175","2020-09-12 05:00:02-03","US","US","1802150","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Ex herb. De J. Triana","2002?",NA,NA,"South America - Neotropics","Colombia",NA,"Quetame. Triana",NA,NA,"US02348565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"176","2020-09-12 05:00:02-03","US","US","3350148","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"M. J. Jansen-Jacobs, B. Welle, A. S. Chanderbali, U. Raghoenandan & V. James","3268","1994","1","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Shea, N of, camp 1, Rupununi District",NA,NA,"US00654444",NA,"19",NA,"-59.15","2.95","Barneby, R. C.","190",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"177","2020-09-12 05:00:02-03","US","US","3025228","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"G. S. Bunting & L. Alfonzo G.","10618","1981","12","South America - Neotropics","Venezuela",NA,"Edo. Zulia, Dtto. Bolivar, via entre Quiros y el Rio Cocuiza (limite con Edo. Falcon), entre Arbol del Mene y km 5 del trayecto",NA,NA,"US02348545",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"178","2020-09-12 05:00:02-03","US","US","2453249","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"F. Woytkowski","6782","1961","9","South America - Neotropics","Peru","Lambayeque","Purulla ad Olmos",NA,NA,"US02348554","US02348554_01","27",NA,NA,NA,NA,"2400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"179","2020-09-12 05:00:02-03","US","US","3561141","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"W. Hoehne","SPF 12426",NA,NA,"South America - Neotropics","Brazil","São Paulo","Jales, Cerrado, Escandente",NA,NA,"US02348557","US02348557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"180","2020-09-12 05:00:02-03","US","US","1143538","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"E. P. Killip & T. E. Hazen","11020","1922","8","South America - Neotropics","Colombia","Valle del Cauca","Department of El Valle, Puerto Caldas, Cauca Valley",NA,NA,"US02348562",NA,"31",NA,NA,NA,NA,"860","900",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"181","2020-09-12 05:00:02-03","US","US","1143486","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"F. W. Pennell, E. P. Killip & T. E. Hazen","8473","1922","7","South America - Neotropics","Colombia","Valle del Cauca","Department of El Valle, Quebrada Nueva to Cuchilla, East of Zarzal, Cauca Valley",NA,NA,"US02348563",NA,"21",NA,NA,NA,NA,"1100","1300",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"182","2020-09-12 05:00:02-03","US","US","2643295","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","17412","1966","6","South America - Neotropics","Brazil","Mato Grosso","Drainage of the upper Rio Araguaia, ca 96 km S of Xavantina",NA,NA,"US02348551","US02348551_01","18",NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"183","2020-09-12 05:00:02-03","US","US","2466245","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"F. J. Breteler","4437","1965","1","South America - Neotropics","Venezuela","Barinas","Near Barinitas",NA,NA,"US02348552",NA,"28",NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"184","2020-09-12 05:00:02-03","US","US","2643294","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"H. S. Irwin & T. R. Soderstrom","5523","1964","8","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil",NA,NA,"US02348553","US02348553_01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"185","2020-09-12 05:00:02-03","US","US","3561140","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"W. Hoehne","SPF 12426",NA,NA,"South America - Neotropics","Brazil","São Paulo","Jales, Cerrado, Escandente",NA,NA,"US02348556","US02348556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"186","2020-09-12 05:00:02-03","US","US","2864434","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A.C. Allem & G. Vieira","2108","1978","8","South America - Neotropics","Brazil","Goiás","10 km E Formoso do Araguaia-Go",NA,NA,"US02348546","US02348546_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"187","2020-09-12 05:00:02-03","US","US","1834964","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"F. Tamayo","2173","1942","1","South America - Neotropics","Venezuela","Sucre","Trepadora, en campos de Los Altos",NA,NA,"US02348561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"188","2020-09-12 05:00:02-03","US","US","2864431","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A.C. Allem & G. Vieira","2074","1978","8","South America - Neotropics","Brazil","Goiás","BR 153 Brasilia-Belem imediacoes Mun. Jragua-Go",NA,NA,"US02348548","US02348548_01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"189","2020-09-12 05:00:02-03","US","US","3245639","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"R. Callejas, S. Churchill, P. Acevedo-Rodriguez, I. Sastre-de Jesús & C. Castaño","2214",NA,NA,"South America - Neotropics","Colombia","Antioquia","Mpio. de Liborina, Carr. Liborina-Sabanalargaa, 3 km N de Liborina",NA,NA,"US02348543",NA,NA,NA,NA,NA,NA,"910",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"190","2020-09-12 05:00:02-03","US","US","2864433","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"A.C. Allem & G. Vieira","2100","1978","8","South America - Neotropics","Brazil","Goiás","Rod. Belem-Brasilia 10 km E Alvorada-Mun. Alvorada-Go",NA,NA,"US02348547","US02348547_01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"191","2020-09-12 05:00:02-03","US","US","1932655","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"L. O. Williams & V. Assis","6076","1945","3","South America - Neotropics","Brazil","Minas Gerais","Near Lagoa Pampulha, Municipio of Belo Horizonte",NA,NA,"US02348560","US02348560_01","8",NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"192","2020-09-02 16:28:15-03","Cenargen","CEN","24976","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Taciana Barbosa Cavalcanti","1516","1995","07",NA,"Brasil","GO","Nas margens do rio Tocantinzinho.","Exsicatas",NA,"CEN00024976","CEN00024976","21","NIQUELANDIA","48.3166666","-13.966666","L. P. Queiroz","330","330","1999","09","48.3166666","-13.966666",NA,NA,NA,NA,NA,NA,"2"
"193","2020-09-02 16:28:15-03","Cenargen","CEN","21662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Lídio Coradin","8394","1987","09",NA,"Brasil","MG","Rodovia Barbacena - São João Del Rei (BR - 265), km 40.","Exsicatas","Germoplasma obtido de 2 plantas.","CEN00021662","CEN00021662","01","PRADOS","-44.0797004699707","-21.0575008392334","R. Schultze-Kraft","870","870","1987","09","-4413333.0","-2115000.0",NA,"21382","auto",NA,NA,NA,"5"
